id,name
15347,Michael Giacchino
71273,Pritam Chakraborty
4700,James G. Robinson
10766,Paul Hirsch
1813644,Karin Silvestri
1393300,Jack Stew
10781,Michael Apted
35073,Bruno Coulais
1264,Bill Pankow
1387183,John C. Stuver
5489,Michelle Guish
1340345,Craig Henighan
17825,Shawn Levy
18311,Joe Roth
1074163,G.A. Aguilar
16425,Oliver Stapleton
7418,Mary Zophres
11091,Brett Ratner
8846,Andrew Dunn
21678,Olivier Assayas
15005,Don Zimmerman
85670,Anurag Kashyap
55710,Adam McKay
1323090,Edouard F. Henriques
17698,Nancy Meyers
65429,Kunihiko Yuyama
5628,Angelo Badalamenti
59287,Gregory Nicotero
4952,Nancy Foy
280,Terry Gilliam
224,David Cronenberg
673,Bernd Eichinger
12453,Wong Kar-wai
3175,Richard Marks
2723,Adam Greenberg
1429549,Dale E. Grahn
26175,Ben Nye
1617,James Schamus
2862,Christine Vachon
21962,John Frizzell
45829,Trevor Short
13588,Rosemary Brandenburg
7885,Randy Newman
9040,Newton Thomas Sigel
1378240,Frank Masi
1360097,Robert Troy
1394130,Frank A. Montaño
1342657,Jon Title
432,Phedon Papamichael
20228,Goro Koyama
1172443,Merrick Morton
3987,Conrad Buff IV
9181,Edward Zwick
158916,Michael Keller
9178,Kristi Zea
3388,James L. Brooks
40813,Gillian Dodders
17428,Nicolas Becker
6189,Daniel P. Hanley
1378828,Michael Semanick
4222,Simone Bär
5656,Noah Baumbach
17282,Takashi Miike
950,Pietro Scalia
1071,Tom Tykwer
636,Joe Hisaishi
3989,Marlene Stewart
96627,André Téchiné
11099,Dante Spinotti
11401,John Woo
20629,George Miller
548445,Jeffrey Wilhoit
348,William Goldman
1447543,Hugo Dominguez
1368867,Allen Hall
11371,Thomas E. Ackerman
10440,Susan E. Morse
9204,George S. Clinton
16300,Tak Fujimoto
9248,Nora Ephron
1044,Michael Chapman
3358,Lyle R. Wheeler
15524,Ruth E. Carter
62778,Mark Bennett
7779,Sean Daniel
1398972,Pete Romano
1400092,Jeremy Braben
2240,Darius Khondji
14139,Anthony B. Richmond
7262,Stuart Dryburgh
6377,Clint Mansell
1404217,Peter Staubli
11475,Maher Ahmad
4185,Emmanuel Lubezki
7200,Lauren Shuler Donner
11092,Simon Kinberg
2523,Stuart Baird
19971,Shay Cunliffe
18897,Jackie Chan
909,Billy Weber
5491,Stuart Craig
8376,Mark A. Mangini
4401,Olivier Delbosc
1352969,Wylie Stateman
14351,Roque Baños
40383,Nathan Kahane
11269,Dario Marianelli
465,Tessa Ross
95901,Bruno Dumont
23787,Deborah La Mia Denaver
23545,Robin D. Cook
1095,Donald McAlpine
1461,George Clooney
4723,Brian Helgeland
150975,Hong Sang-soo
6468,Nick Wechsler
11649,Cameron Crowe
154,Walter Murch
2702,John Seale
1342658,Frederick H. Stahly
11181,Kenneth Branagh
35694,Jason Friedberg
19310,Ruth Myers
2260,Steven Zaillian
45830,Danny Dimbort
356,Jack Green
