imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0865559,,My Life in Ruins (2009),"$396,055",,"$2,273,373","$41,504",,"$102,298","$3,391","$812,423","$92,138",,,"$25,982",,"$41,259","$230,251",,"$36,877",,"$8,665,206",,,"$10,151",,,,,,"$247,339",,"$1,871,896","$127,763","$164,915","$7,018",,,,"$1,106,259",,,,,,"$58,346",,,,"$129,015",,,"$274,931",,,,,,"$55,660",,"$390,368","$115,080",,,"$61,870",,"$14,144","$47,078","$13,700",,"$155,334","$376,058","$397,591","$1,842,519","$116,218",,,,,,,"$54,125",,"$46,051","$54,687",
0948535,,Paris 36 (2008),"$101,821",,"$145,063","$26,403",,"$196,131","$3,764",,,,,,,"$47,267",,,,,,,,,,,,"$4,210","$9,932,560","$454,404",,"$52,697","$27,013",$35,,,,,,,,,,,,,,,"$26,303",,,"$16,114",,"$4,355",,,,"$31,221",,,"$31,219",,,,,"$41,683",,"$17,874",,,"$6,858","$5,834","$732,328","$1,701","$66,680","$13,016",,,,,,,"$8,388","$94,140",
0436364,,Good (2008),,,"$36,809",,,,,"$202,903",,,,,,,,,,,,,,,,,,,,,,,"$2,220","$2,773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,186,571",,,"$3,933",,,,,,"$89,539",,,
0823240,,The Romance of Astrea and Celadon (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,818",,,,"$6,737",,,,,,,,,
0092550,,Boyfriends and Girlfriends (1987),,,,,,,,,,,,,,,,,,,"$823,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$320,,,,,,,,,,,$781,,,,,,,,,,,,,
1127896,,Taking Woodstock (2009),,,"$169,345","$89,735",,"$26,934",,,,,,,,"$1,903",,,"$5,498","$10,435",,,,,,"$4,059",,"$8,209",,"$747,241",,,"$58,689",,"$6,274",,,,"$646,308",,,,,"$20,760",,,,,"$30,530",,,"$9,650",,"$30,468",,,,,,,"$104,595",,,"$6,262",,,,"$23,622",,,,"$85,101","$43,338","$40,726",,"$256,856","$10,197",,"$7,200",,,,,,
0847880,,Cargo 200 (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$570,000",,,,,,,,,,,,,,,,,,,
1311067,,Halloween II (2009),"$119,236",,,,,"$34,808","$34,719","$119,658",,,,"$63,966",,"$118,926","$40,044",,"$25,242",,,,,,"$49,397",,,,,,,"$204,347",,,"$12,334",,,,"$1,146,982",,,,,,"$25,484",,,,"$602,683",,"$118,284",,,,,,,"$123,877","$154,404",,,,,"$55,951",,,,"$196,960",,"$37,577",,,,,,"$82,909",,,"$182,232",,"$147,410","$2,105,571",,,
1500516,,Videocracy (2009),"$5,737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,135,855",,,,,,,,,,,,"$1,256",,,,,,,,,,,,,,,,,,,,,,,"$13,108",,,,,,,,,,,
1305806,,The Secret in Their Eyes (2009),"$9,255,067",,"$643,784","$220,248",,"$337,802","$19,137","$1,805,523",,,,"$446,321",,,,,,"$143,147",,,,"$34,900",,,,"$120,013","$493,060","$949,301",,"$499,894","$94,794",,,,,,"$1,566,701",,,,,,,,"$1,619",,"$495,622",,"$559,880","$441,340",,,,,,"$116,376",,,"$241,121",,,,,"$76,304",,,,,,"$122,825","$8,220,014",,,"$34,547",,,"$122,834",,,"$1,166,844","$397,437","$61,759",
0472033,,9 (2009),"$38,881",,"$187,680",,,"$86,863",,"$475,011",,,,"$102,027",,,,,"$64,097",,,,,"$99,817",,"$7,698",,"$13,122","$4,506,172",,,"$66,560","$114,126",,"$14,763",,,,,,"$115,947",,,"$25,883","$6,221",,"$105,193","$16,109","$1,935,755",,,"$41,515",,,,,,"$67,368",,,"$42,892",,,,,"$5,072,691",,"$220,919",,,"$13,189","$599,609","$835,769",,,"$9,924","$20,774",,"$18,467","$172,636","$68,139","$770,156",,"$74,091",
1149362,,The White Ribbon (2009),"$180,975",,"$140,525","$1,131,585",,"$497,190",,"$343,187","$5,348",,,"$48,591",,"$34,799",,,"$14,391","$223,242",,,,,,,,"$6,098","$4,019,904","$5,601,024",,"$569,470","$23,826",,$795,,,,"$844,455",,,,,,,,"$4,389",,"$83,884",,,"$21,382",,"$269,985",,,,"$36,940",,,"$93,517",,,"$6,465",,"$62,993","$13,277","$20,037",,,"$44,774","$72,378","$2,226,344","$91,087",,,,,"$27,169",,,"$315,160","$21,623",,
0822833,,"Sex, Party & Lies (2009)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,117",,,,,,,,,,,,,,,"$5,697,683",,,,,,,,,,,,
1188729,,Pandorum (2009),,,,"$87,561",,"$32,753",,"$155,391","$33,024",,,,,"$13,164","$28,359",,,,,,"$2,551","$40,456","$33,447","$17,264",,,,"$932,423",,,"$54,044",,"$10,042",,,,"$1,049,843",,"$170,225",,,"$24,709","$12,558",,"$30,863","$432,731","$285,967",,,,"$11,213",,,,,"$31,258","$113,108",,"$43,113",,,"$84,699",,"$2,504,568",,"$299,217",,,"$28,415","$1,036,192","$1,037,315",,,"$128,416","$205,563",,,"$210,155","$104,376","$1,032,492",,,
0475860,,Paraiso Travel (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0790665,,Flood (2007),,,,,,,,,,,,,"$6,126,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$270,857",,,,,,,,,,,"$188,916",,,,,,,"$1,290,238",,"$139,564",,,,,,,,,,,,,,,,,
1234548,,The Men Who Stare at Goats (2009),"$195,188",,"$1,326,574","$1,207,373",,"$327,273","$11,396","$139,183","$56,540",,,"$42,713",,"$13,109","$90,474",,"$172,045","$372,971",,,,,,"$58,326",,"$261,592","$2,900,114","$6,189,482",,"$287,579","$120,103","$177,689","$15,186",,,"$96,173","$5,577,762",,,,,"$25,786","$7,824",,"$28,477",,"$211,257",,"$304,016","$141,402",,"$406,658",,,,,,"$203,005","$544,549",,,"$71,382",,"$2,689,586","$28,811","$88,004",,"$74,580","$71,929","$127,080","$4,426,474","$113,736",,"$150,665","$51,352",,"$191,477","$218,372","$146,657","$6,638,379","$15,758","$51,515",
1193627,,Immigrants (L.A. Dolce Vita) (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$103,847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$783,,,,,,"$17,573",,,,,,
1176244,,Valentino: The Last Emperor (2008),,,"$165,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$211,275",,,,,,,,,,,,,"$71,527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0063291,,Memories of Underdevelopment (1968),,,,,,,,,,,,,,,,,,,"$29,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,456",,,
1131734,,Jennifer's Body (2009),"$195,110",,,,,"$578,583","$58,936","$395,387",,,,"$143,185",,"$109,651",,,,,"$16,204,793",,,"$107,815","$42,202",,,,"$2,802,563","$117,640",,,"$263,346",,"$16,653",,,,"$584,320",,,,,,,,"$35,705","$559,214","$1,791,152",,"$264,513","$32,255",,,,,,"$270,575","$363,425",,,,,,,"$1,326,525",,"$526,663",,,"$256,779",,"$1,462,153",,,,,,"$162,881",,,"$1,995,861","$3,665","$884,511",
1130080,,The Informant! (2009),,,"$1,216,264","$140,393",,"$227,494",,"$454,448",,,,,,"$42,137","$47,054",,,"$52,472",,,,"$20,687",,,,"$176,575","$2,102,308","$494,990",,"$113,676","$81,520","$75,712","$12,589",,,,"$607,953",,,,,,,,"$10,394",,"$129,290",,"$152,632","$85,576",,"$128,236",,,,,"$21,830",,"$223,698",,,,,,,"$177,350",,,"$61,818",,"$789,433","$88,386",,"$39,179",,,,,"$77,207","$580,490","$22,556",,
0906734,,The Broken (2008),,,,,,"$142,146",,,,,,,,,,,,,,,,,"$15,327",,,,"$258,676",,,"$8,145",,,,,,,,,,,,,"$6,404",,,,,,,"$35,323",,"$63,467",,,,,,"$4,442","$16,317",,,,,"$837,156",,,"$7,284",,,,"$19,235",,,,,,"$4,799",,"$29,859","$239,971",,,
0048691,,The Tall Men (1955),,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,399",,,,,,,,,,,,,
1190858,,Amreeka (2009),"$10,089",,"$25,656",,,"$63,519",,,,,,,,,,,,,,,,,,,,,"$1,145,654",,,,,,,,,,,,,,,,"$7,035",,,,,,,"$25,124",,,,,,,,,,,,,,,,,,,,,"$271,791",,,,,,,,,,,,
1225822,,Extract (2009),,,,,,,,"$22,580",,,,,,,,,,,,,,,,,,,,,,,,,"$3,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144884,,The Final Destination (2009),"$1,733,271",,"$5,368,420","$2,297,645",,"$1,405,282","$217,039","$4,547,387","$268,795",,"$38,316","$768,364",,"$1,151,414","$173,335",,"$787,101",,,,,"$560,257","$241,454","$172,401",,"$135,355","$8,770,754","$12,639,632",,"$1,546,407","$1,443,579","$886,236","$61,958",,,"$691,132","$4,590,236",,"$1,911,473",,,"$178,007","$332,595",,"$226,269","$1,815,415","$2,137,325",,"$2,464,512","$514,602",,"$72,538",,,,"$769,269","$695,797","$4,787,911","$943,115",,,"$834,859",,"$14,044,105","$60,865","$1,279,603","$629,024","$283,637","$653,278","$1,956,726","$4,120,952","$323,753",,"$1,898,219","$1,369,541",,"$2,066,872","$1,044,270","$789,631","$20,174,471","$73,427","$741,608",
1034032,,Gamer (2009),,,,"$248,412",,"$347,537",,"$603,074","$70,787",,,,,"$44,508","$96,864",,"$111,430","$223,940",,,"$8,353","$22,047","$72,864","$28,761",,"$87,815","$2,279,764","$1,175,993",,"$727,321","$103,762","$128,946","$33,583",,,,"$1,273,677",,"$104,495",,,"$40,204","$56,412",,"$48,329","$578,616","$552,838",,"$200,586",,,"$110,082",,,,,"$109,600","$202,251","$28,264",,,"$161,646",,"$2,238,345","$10,076","$464,748","$47,740","$19,952","$231,399","$1,980,881","$2,049,947","$225,530",,"$165,831","$385,364",,"$344,322","$82,489","$280,808","$1,883,440",,,
0844471,,Cloudy with a Chance of Meatballs (2009),"$1,667,186","$18,285","$7,487,784","$1,157,980","$103,527","$1,122,314","$132,893","$7,801,829","$312,951",,,"$1,044,266",,"$2,140,077","$151,058","$18,947","$713,365","$1,839,028","$124,870,275",,"$33,146","$537,916","$43,779","$215,098","$1,215","$438,337","$5,798,908","$8,962,447","$5,348","$1,808,040","$896,739","$395,599","$92,303","$45,870","$667,890","$1,528,705","$6,448,099","$37,977","$2,255,763","$62,311","$438,975","$159,121","$192,867",,"$317,194","$515,893","$3,039,427",,"$2,447,098","$501,916","$53,171","$1,385,169","$6,945",,,"$540,122","$268,315","$1,868,195","$926,477",,"$66,115","$144,093",,"$8,648,249","$34,020","$934,110","$300,562","$73,067","$724,670","$4,827,075","$7,000,967","$1,514,699",,"$575,274","$477,396","$41,558","$691,749","$346,079","$584,944","$10,330,809","$211,779","$2,287,269",
1286537,,"Food, Inc. (2008)",,,"$34,479",,,,,,,,,,,,,,,,,,,,,,,,"$10,802",,,,"$24,554",,,,,,,,,,,,,,,,"$14,899",,,"$76,993",,,,,,,,,,,,,,,,"$26,798",,,,,,,,,,,,,,,,,
0762073,,Thirst (2009),,,"$2,327",,,,,"$4,812",,,,,,,,,,"$4,207","$318,574",,,,,,,,"$391,269",,,,"$168,260",,,,,,,,,,,,,,,,"$51,824",,,,,,,,,"$76,086",,,"$6,254",,,"$3,231",,"$18,167",,"$56,588",,,,"$11,950,322",,,,,,,"$33,102",,,,,,
0858486,,Battle for Terra (2007),"$81,176",,,,,,,"$49,480","$27,663",,,,"$2,021,665","$148,922",,,,,"$1,647,083",,,"$90,106",,,,,,,,,,,,,,,"$297,695",,,,,,"$2,716",,,"$18,440","$241,313",,,,,,,,,"$41,886","$44,684","$190,041","$104,797",,,"$57,607",,"$707,108",,"$14,267",,"$17,630","$39,905","$88,903","$28,483",,,,,,"$170,786",,"$63,197",,,,
0899106,,Love Happens (2009),"$172,917",,,"$287,711",,"$198,539","$1,978","$1,194,638",,,,"$41,571",,,"$69,742",,"$62,341",,,,,"$14,747","$49,301",,,,,"$1,269,744",,"$322,643",,"$129,378","$15,542",,,,"$395,255",,,,,,"$83,235",,,"$120,088","$786,953",,"$413,326",,,,,,,"$86,093","$31,225",,"$306,229",,,"$182,540",,"$1,906,333","$22,134","$263,433","$10,982","$81,650","$205,367",,"$945,776",,,"$156,630","$53,180",,,"$162,605","$101,338","$2,176,055","$27,695","$69,634",
0810784,,Bright Star (2009),,,"$2,568,097","$76,079",,"$133,313",,"$394,652",,,,,,,,,,,,,,,,,,,"$2,264,871","$297,637",,"$23,439","$21,432",,,,,,"$912,003",,,,,"$15,029",,,"$1,552",,"$40,812",,"$302,991","$359,475",,,,,,,,"$166,860","$88,929",,,,,,,"$11,859",,,"$92,375",,"$416,440","$269,580",,"$6,153",,,"$56,155",,,"$1,410,282",,,
0450336,,Blood Creek (2009),,,,,,,,,,,,,,,,,,,,,,,,"$2,579",,,,,,,,,,,,,,,,,,,,,"$15,011",,,,,,,,,,,"$19,445",,,,,,,,,,"$16,452",,,,,,,,,,,,,"$70,592",,,"$87,287",
1282257,,A Good Man (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$279,797",,,,,,,,"$29,640",,,,
0381104,,Just Trust (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,388,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,117",,,,,,,,,,,,
0479354,,Chronicle of an Escape (2006),"$537,406",,,,,"$8,207",,,,,,"$1,518",,,,,,,,,,,,,,,"$44,084",,,,,,,,,,"$70,627",,,,,,,,,,"$83,002",,,,,,,,,,,,,,,,,,"$4,028",,,,,"$2,926",,"$9,351",,,,,,,,,,,
1179904,,Paranormal Activity (2007),"$1,272,176",,"$7,818,643","$527,931",,"$1,155,278","$71,293","$4,895,433",,,,"$654,695",,"$1,261,145","$70,475",,"$126,132","$944,498","$107,918,810",,,"$250,472",,,,"$398,475","$9,617,547","$2,483,779",,"$678,265","$323,836","$23,571","$41,905",,,,"$9,153,419",,"$5,289,969",,,,"$12,504",,,"$259,646","$5,940,056",,"$957,268","$936,092","$4,757","$716,219",,,,"$695,701","$384,123","$255,093","$413,631",,,"$48,850",,"$2,213,046","$56,508","$583,875","$66,976","$124,623","$296,600","$2,831,659","$2,679,752","$715,584",,"$167,157","$140,987",,"$1,112,107",,"$310,493","$16,027,045","$58,797","$349,537",
0996966,,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",,,"$152,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,017",,,
1153690,,Ballast (2008),,,,,,,,,,,,,,,,,,,"$77,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,154",,,
1087578,,Still Walking (2008),"$44,726",,,,,"$74,114",,,,,,,,,,,,,,,,,,,,,"$1,043,940","$50,255",,,,,,,,,,,"$1,351,534",,,,,,,,,,,,,"$36,373",,,,,,,"$21,232",,,,,,,,,,,"$220,889","$386,649","$72,191",,"$42,170",,,,,,,,,
0045034,,Le Plaisir (1952),,,,,,,,,,,,,,,,,,,,,,,,,,,$852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,245",,,,,,,,,,,,,,,,,,,,,,,,
1232207,,Capitalism: A Love Story (2009),,,"$353,003","$98,471",,"$162,408",,,,,,,,,,,,"$150,265",,,,,,,,"$10,154","$478,231","$426,422",,,,,"$2,941",,,,"$568,310",,,,,,"$4,501",,,,,,"$94,201","$102,856",,"$24,271",,,,,,,"$88,449",,,"$9,196",,,,"$52,758",,"$17,906",,,"$271,214","$108,238",,,,,"$32,781",,"$16,536",,,,
1084972,,Wanted (2009),,,"$36,323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,400,209",,,,,,,,,,,,"$18,139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313104,,The Cove (2009),,,"$17,157",,,,,,,,,,,,,,,,,,,,,"$2,962",,"$11,832",,"$42,530",,,"$50,311",,,,,,,,,,,,,,$302,,"$25,012",,,"$32,097",,,,,,,,,"$5,835",,,,,,,"$67,067",,,"$5,543","$11,676","$44,844",,,"$13,261",,,,,,,,,
1019452,,A Serious Man (2009),"$149,243",,"$741,212","$222,750",,"$489,273",,,,,,,,"$12,595","$26,719",,"$57,490","$538,865","$9,228,768",,,,,,,"$210,475","$3,582,435","$1,812,097",,"$198,893","$36,306",,"$27,641",,,,"$3,644,266",,,,,,,,"$3,521",,"$137,186",,"$524,566","$35,227",,"$350,701",,,,,,"$346,837","$67,419",,,,,"$150,931","$15,937","$20,568",,"$7,920","$105,268","$53,793","$1,328,026","$178,296",,,"$14,063",,"$51,228",,,"$2,403,412","$25,622","$10,164",
1174730,,City Island (2009),,,"$244,252",,,"$23,930",,,,,,,,,,,,,,,,,,,,,"$141,304",,,,,,,,,,"$234,113",,,,,,,,,,,,,"$41,560",,,,,,,,,"$23,247",,,,,"$462,232",,,,"$16,035",,,,,,,,,,,"$21,147",,,,
1010055,,Yatterman (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,897,214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172233,,Whip It (2009),,,"$1,504,167",,,,,,"$10,822",,,,,,,,"$40,700",,,,,,,,,,"$507,286","$117,989",,,"$16,460",,"$9,207",,,,,,,,,,"$3,488",,$130,,"$99,047",,,"$155,129",,,,,,,,,"$8,341",,,,,"$254,587",,"$98,627",,"$27,217","$12,091","$192,914",,,,"$7,175","$8,045",,,,"$31,654","$542,864",,,
1058017,,The Invention of Lying (2009),,,"$3,201,345",,,,,,,,,,,,,,,,,,,,,,,,"$54,410","$344,731",,,,,,,,,,,,,,,,,,,,,,"$326,433",,,,,,,,,,,,,,,,,,,,,"$52,098",,,,,,,,"$161,742","$9,814,497",,,
1286798,,Unmistaken Child (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,477",,,,,,,,"$37,125",,,,,,,,,
0986263,,Surrogates (2009),"$826,572",,"$4,958,316","$494,105",,"$1,237,516","$53,264","$1,838,881","$156,302",,,"$162,762",,"$664,812","$128,472",,"$274,223","$658,503",,,"$17,781","$207,860","$130,897","$65,016",,"$208,413","$8,849,456","$1,984,038","$13,471","$337,780","$1,158,244","$486,590","$49,123",,"$914,889","$590,193","$3,118,374",,"$5,009,217",,,"$72,876","$102,479",,"$52,186","$1,265,864","$3,141,378",,"$949,422","$590,531","$33,879","$461,591",,,,"$237,544","$926,835","$982,512","$931,734",,,"$226,297",,"$10,770,306","$41,702","$921,486","$40,506","$46,543","$380,886","$5,052,553","$6,176,221","$381,837",,"$690,081","$1,094,691",,"$1,181,024","$492,185","$472,449","$4,940,897","$40,938","$1,637,609",
1097013,,Next Day Air (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,185",,,,,,,,,,,,,,,,,,,,,,,,,,"$18,577",,,,,,,,,,"$117,710",,,,
1156398,,Zombieland (2009),"$107,716","$3,210","$2,467,594",,"$24,354",,"$25,763","$408,565","$26,509",,,"$79,956",,"$165,261","$35,498","$1,922","$90,063","$405,960",,,,"$99,526",,"$53,229",,"$102,393","$2,611,917","$1,220,568","$5,864",,,"$118,861","$80,548",,"$231,555","$169,894",,,"$56,799",,,"$27,691","$14,795",,"$26,586","$357,462","$1,250,209",,,"$468,424","$11,597","$409,805",,,,"$134,707","$194,625","$375,458","$78,630",,,"$77,234",,"$3,917,065","$32,721","$270,562","$36,974","$37,948","$53,522",,"$3,351,911","$567,970",,,,,"$66,331",,"$126,484","$5,549,291","$23,931","$226,544",
1016075,,Fame (2009),"$57,537",,"$5,160,199","$641,564",,"$1,992,120","$3,113","$187,702","$37,525",,,,,"$13,218","$3,560",,"$128,122","$776,795",,,"$20,529",,,"$25,318",,"$818,267","$6,621,720","$5,990,925","$2,349","$470,116","$281,902","$65,357","$51,943",,,,"$2,462,242",,,,,"$23,060","$24,333",,"$38,355","$40,196","$275,939",,"$1,842,969","$755,035","$9,592","$1,161,386",,,,"$38,017","$104,352","$594,604","$938,682",,,"$25,657",,"$163,095",$832,"$392,303",,"$28,492","$609,928","$3,798,631","$2,484,548","$795,424",,"$56,525","$40,843",,"$95,814",,"$67,162","$14,308,999",,"$19,808",
1331025,,The September Issue (2009),,,"$1,210,385",,,"$47,440",,,,,,,,,,,,"$22,539","$3,820,067",,,,,,,,,,,"$127,385",,,"$5,964",,,,,,,,,,,,,,,,,"$318,352",,,,,,,,,,,,,,,,"$50,571",,,"$40,944","$69,200","$26,073","$36,499",,"$32,336","$66,447",,,,,,,,
1232783,,Sorority Row (2009),,,"$511,247",,,"$53,411","$12,324","$297,916",,,,,,,"$94,903",,,,,,,"$10,201","$38,700",,,,,"$50,414",,,"$140,660",,"$18,945",,,,"$31,487",,,,,"$11,330","$15,443",,"$13,085","$423,157","$257,122",,"$144,256",,,,,,,"$70,578","$233,718",,,,,,,"$688,873",,"$146,873",,,"$62,384","$409,708","$7,787,224",,,"$54,324","$211,652",,,,"$218,584","$2,910,442",,"$321,877",
0365929,,Whiteout (2009),"$449,725",,,,,"$54,362","$31,677","$285,899","$100,220",,,"$147,011",,"$217,156","$63,519",,,,,,,"$111,343","$27,966","$16,459",,,"$396,410",,,,"$266,557","$88,761",,,"$173,993",,"$469,565",,,,,"$13,704","$24,165",,"$86,852","$230,203","$1,297,791",,,,,,,,,"$207,223","$198,812",,,,,"$50,349",,"$1,079,291",,"$258,734","$15,255","$39,155",,,,,,"$151,607","$137,743",,,"$113,200","$91,248","$251,470","$13,397","$540,207",
0405393,,Rudo y Cursi (2008),"$310,389",,"$5,972",,,"$2,061","$1,398",,,,"$10,729","$17,159",,"$37,312",,,,,,,,"$9,752",,,,,"$77,364",,,,,,,,,,,,,,,,,,,,"$8,357,502",,"$19,687",,,,,,,"$33,383",,,"$16,660",,,,,,,,,,,,"$118,053",,,,,,,,,"$270,264","$4,663","$49,224",
1174732,,An Education (2009),"$186,751",,"$1,491,386","$103,948",,"$107,283","$1,448","$337,832",,,,"$27,571",,"$57,596","$45,713",,"$21,169","$1,877,955",,,,"$26,496",,,,,"$422,061","$287,519",,"$176,669","$69,255","$37,561","$4,238",,,,"$536,758",,"$431,431",,,,"$4,272",,,,"$274,549",,,"$601,527","$2,550","$87,526",,,,"$21,935",,"$92,009","$79,220",,,"$30,951",,"$115,872",,"$53,707",,"$9,492","$195,624","$14,062","$1,308,337","$207,536",,,,,"$191,532",,"$39,000","$2,929,236","$60,876","$33,857",
1035736,,Coco Before Chanel (2009),"$219,920",,"$2,108,680","$666,577",,"$653,020","$7,533","$938,301","$103,953",,,"$149,636",,"$127,535","$68,074",,"$496,493","$1,178,721",,,,"$53,408",,"$18,275",,"$264,345","$8,680,317","$4,815,653",,"$221,998","$665,880","$217,811","$6,303",,,"$161,013","$1,792,873",,"$7,045,089",,,"$30,180","$58,075",,"$81,253",,"$588,872",,"$966,553","$585,372",,"$344,481",,,,"$80,191",,"$1,254,713","$177,703",,,"$77,013",,"$825,791",,"$268,286","$176,238","$109,091","$164,027","$1,282,922","$2,448,911","$683,891",,"$220,474","$66,159",,"$176,443","$104,427",,"$3,080,060","$40,970","$140,217",
0881934,,The Killing of John Lennon (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,142",,,
1333634,,Burma VJ: Reporting from a Closed Country (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,828",,,,,,"$3,586",,,,,,,,"$68,977",,,
1078940,,Couples Retreat (2009),"$167,416",,"$10,165,633","$2,045,291",,"$506,707","$9,736","$3,476,031","$168,785",,,"$46,735",,"$227,269","$163,400",,"$157,164","$305,175",,,"$49,279","$91,971","$98,269","$109,548",,"$618,163","$616,700","$7,224,089","$31,252","$363,826",,"$793,952","$64,116",,,"$785,683","$2,115,759",,,,,"$142,863","$213,598",,"$151,521","$173,985","$1,500,086",,"$839,613","$733,363","$59,118","$227,482",,,,"$348,291","$12,982","$358,040","$1,287,880",,,"$472,375",,"$3,995,039","$109,958","$390,885","$49,639","$480,204","$2,282,294","$129,074","$2,640,377","$624,407",,"$203,223","$180,615",,"$354,149","$581,623","$451,464","$8,999,415","$33,593","$370,826",
0881891,,All About Steve (2009),,,"$1,131,167",,,,"$18,159",,,,,,,,,,,,,,,,,,,,"$4,239","$1,112,096",,,,,,,,,"$7,783",,,,,,,,,,"$998,786",,,,,,,,,"$148,844","$140,091",,,,,,,,,,,,"$81,767",,"$48,207",,,,,,,,,"$447,508","$53,262","$561,439",
1360866,,Giant (2009),"$16,272",,,,,,,"$59,261",,,,,,"$3,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,325",,
1093370,,Jab We Met (2007),,,"$52,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,088,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097643,,Fifty Dead Men Walking (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,572",,,,,,,,,,,,,,,,,
0477331,,Lo que sé de Lola (2006),"$6,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,068",,
0103190,,Van Gogh (1991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$513,,,,,,,,,,,,,,,,,,,,,,,,
