imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0780511,,Everybody's Fine (2009),"$190,231",,,,,"$14,611","$6,703",,"$47,136",,,"$32,530",,"$64,836","$7,795",,"$25,633",,,,,"$94,573",,"$4,332",,,,"$283,450",,,"$187,570","$73,730",,,,"$379,816","$1,994,220",,,,,,"$55,409",,"$48,385",,"$1,424,925",,,,"$7,475",,,,,"$38,501","$15,676","$50,569","$111,775",,,,,,,"$34,103",,"$5,156","$49,980",,"$1,411,903",,,,,,"$253,428",,"$80,397",,"$44,534","$124,312",
0913354,,Armored (2009),,,,,"$23,237",,"$10,323",,,,,,,,,,,,,,"$11,805","$94,575","$8,115",,,,"$960,461","$122,892","$7,310",,,"$115,062",,,,,,,"$237,760",,,,,,,,"$791,603",,,,"$57,049",,,,,"$114,780","$106,158",,,,,,,,,"$38,218",,,"$168,261",,"$1,012,414","$3,158",,,,,,,"$153,813",,,"$366,227",
0936471,,Transylmania (2009),,,,,,,,,,,,,,,,,,,"$397,641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,588",,,,,,,,,,,,,,,,,,,,,
1031947,,Munyurangabo (2007),,,,,,$658,,,,,,,,,,,,,,,,,,,,,"$1,245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314228,,Did You Hear About the Morgans? (2009),"$283,813",,"$5,471,538","$1,607,249","$24,645","$756,459","$19,375","$594,219","$121,408",,,"$92,848",,"$280,784","$129,047",,"$184,638","$640,252",,,"$34,770","$122,036","$61,799","$43,499",,"$203,724","$3,995,986","$6,186,992","$11,189","$787,192",,"$502,513","$39,430",,"$157,376","$309,558","$2,561,420",,"$3,197,778",,,"$70,436","$111,947",,"$41,491","$185,780","$1,739,167",,"$1,088,087","$259,171","$55,489","$448,229",,,,"$131,671","$141,307","$358,230","$711,370",,,"$285,472",,"$2,681,330","$87,864","$335,197","$68,598","$117,342","$908,970","$746,008","$4,584,000","$821,322",,"$184,825","$182,892",,"$312,310","$282,378","$354,222","$5,567,152","$77,261","$253,991",
0419704,,Donkey Xote (2007),,,,,,,"$20,713","$217,446","$6,966",,,,"$131,393","$17,720","$56,438",,,,,,,"$38,941",,,,,,,,,,,,,,,"$70,295",,,,,,"$1,096",,,,"$2,540,000",,,,,,,,,"$102,701",,"$415,041","$434,864",,,"$13,920",,"$410,850",,,,,,"$301,455","$1,761,676",,,"$9,247",,,"$230,779",,"$90,339",,,"$133,093",
0976026,,Cheeni Kum (2007),,,"$88,349",,,"$2,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,614,202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$776,392",,,
1068678,,Veronika Decides to Die (2009),"$45,626",,,"$112,373",,,,"$170,702",,,,,,,,,,,,,,,,,,,,"$135,641",,,,,,,,,,,,,,,,,"$21,100",,"$236,509",,,,,,,,,,,"$647,696","$2,243",,,,,"$306,028",,,,,,"$31,260",,,,,,,,,,,,,
0499549,,Avatar (2009),"$15,182,709",,"$106,654,050","$16,550,317","$1,034,364","$16,717,407","$1,454,156","$59,762,732","$4,091,161","$9,794","$5,536,710","$11,792,223","$262,125,748","$14,268,475","$2,172,676",,"$12,767,733","$25,443,329","$785,221,649","$1,440,545","$808,639","$2,712,812","$2,382,647","$1,261,587",,"$6,134,035","$181,757,632","$166,725,521","$59,590","$14,158,758","$24,792,334","$9,517,297","$1,172,819","$32,141,722","$6,827,483","$13,488,099","$96,634,896","$491,669","$174,212,285","$987,790","$1,784,632","$1,554,186","$1,690,463",,"$1,636,819","$8,098,492","$47,455,575","$188,558","$27,874,635","$12,789,647","$132,847","$15,118,546","$207,809","$417,493","$120,000","$5,447,854","$6,318,126","$32,164,753","$10,496,171",,"$1,148,698","$6,723,773","$4,964,889","$117,167,563","$2,639,603","$8,885,187","$3,045,978","$1,917,323","$7,595,181","$112,672,707","$112,751,412","$24,700,107","$21,025,501","$28,377,251","$9,765,830","$771,174","$18,056,907","$8,709,181","$8,161,712","$153,841,911","$1,274,650","$9,367,200","$2,992,411"
0875034,,Nine (2009),"$268,101",,"$2,164,990","$134,606",,"$189,416","$27,248","$498,938","$36,639",,,"$51,640",,"$124,753","$47,618",,"$74,196","$551,998",,,,"$56,856","$74,434",,,"$72,971","$2,549,863","$293,875",,"$961,500","$362,286","$82,748","$13,077",,,,"$1,604,773",,"$7,549,594",,,,"$143,497",,,,"$591,879",,"$110,258","$428,256",,"$33,540",,,,"$69,733",,"$1,714,743","$581,581",,,"$73,031",,"$99,079","$31,740","$140,158",,"$48,920","$195,627","$3,210,920","$3,482,276","$59,873",,"$228,356",,,"$422,552",,"$144,196","$4,573,141","$21,819","$130,690",
0450664,,You Are So Beautiful (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,105",,,,,,,,,,,,,,,,,,,,,,,"$5,147",,,,"$12,467",,,,,,,,,
1230414,,It's Complicated (2009),"$1,311,574",,"$14,187,266","$2,913,166",,"$1,459,580","$9,407","$4,694,495","$10,562",,,"$243,953",,"$290,615","$179,181",,"$629,432","$1,162,159",,,"$50,785","$74,577","$120,687","$101,462",,"$951,412","$6,262,170","$9,831,613","$11,022","$1,042,678","$377,623","$1,242,457","$91,556",,"$115,818","$1,081,231","$4,985,582",,"$4,464,526",,,"$149,463","$225,288",,"$95,087","$132,214","$3,497,634",,"$3,247,030","$1,566,305","$32,684","$1,833,896",,,,"$340,884","$88,652","$1,000,088","$1,436,315",,,"$256,239",,"$3,838,753","$114,556","$334,474","$132,094","$299,517","$1,466,267","$1,569,953","$6,352,243","$1,737,141",,"$205,371","$60,048",,"$546,358","$440,170","$354,806","$13,881,029","$175,658","$389,027",
0988045,,Sherlock Holmes (2009),"$2,701,752",,"$22,777,578","$2,596,222",,"$2,763,022","$133,079","$12,224,946","$582,655",,,"$1,263,442",,"$1,657,788","$419,040",,"$1,212,429","$2,731,318",,,"$124,091","$536,998","$397,088","$140,176",,"$1,582,713","$18,553,178","$16,629,510","$32,109","$2,927,097","$3,190,592","$1,283,931","$190,960",,"$2,163,216","$1,178,865","$26,955,437",,"$22,471,434",,,"$264,796","$304,315",,"$238,611","$1,212,543","$11,402,799",,"$3,994,559","$2,690,356","$79,464","$3,196,245",,,,"$798,823","$1,136,300","$2,522,917","$2,601,159",,,"$824,261",,"$16,494,393","$225,430","$2,306,579","$379,976","$261,903","$1,553,004","$13,652,798","$13,692,300","$3,658,521",,"$2,445,815","$1,401,561",,"$1,873,888","$1,208,297","$1,652,860","$39,795,286","$200,256","$1,169,558",
1263670,,Crazy Heart (2009),"$109,394",,"$873,124","$150,917",,"$61,738",,"$212,743",,,,,,,"$4,864",,,,,,,,,,,"$32,082","$134,396","$753,134",,,"$39,326",,"$20,680",,,,"$158,110",,,,,,,,,,"$181,973",,"$10,318","$257,575",,"$257,005",,,,"$59,776","$4,033",,,,,,,,,"$26,679",,,,"$33,858","$601,173",,,,,,"$37,167",,,"$1,479,176",,"$25,971",
0824758,,The Last Station (2009),,,"$1,040,696","$183,810",,"$55,426",,"$91,624",,,,,,,,,,"$73,244","$6,617,867",,,,,,,,,"$1,728,741",,"$182,986","$17,590",,,,,,"$124,692",,"$688,784",,,,"$2,982",,,,"$132,353",,"$103,806","$772,615",,"$55,363",,,,,,,"$96,151",,,,,"$131,997",,"$11,980",,,"$151,078","$402,110","$450,391","$25,709",,"$33,203",,,"$196,652",,"$8,124","$209,516","$31,925",,
1231580,,Alvin and the Chipmunks: The Squeakquel (2009),"$1,090,189",,"$19,791,144","$3,170,796","$131,602","$4,461,871","$271,964","$21,977,969",,,,"$1,424,935",,"$1,398,967","$83,991",,"$717,973","$3,845,768",,,"$76,049","$780,163","$150,925","$138,405",,"$1,276,713","$12,184,528","$15,512,720","$16,019","$50,258","$801,626","$618,308","$173,660",,"$1,117,869",,"$8,197,134",,,,,"$91,661","$92,395",,"$330,464","$1,701,539","$10,208,074",,"$7,077,813","$2,767,787","$47,450","$3,519,023",,,,"$1,393,474","$1,112,086","$2,724,821","$1,365,989",,,"$347,135",,"$5,033,085","$66,312","$2,370,286","$242,887","$576,300","$1,764,028","$3,604,600","$12,983,049","$5,392,163",,"$268,718","$63,000",,"$1,267,766","$383,816","$912,092","$35,805,642","$175,570","$1,748,845",
0499375,,Guru (2007),,,"$205,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,833,806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$973,302",,,
1183251,,Beyond a Reasonable Doubt (2009),,,,,,,"$7,144",,,,,,,,,,,,"$32,917",,,"$12,544",,,,,,"$151,178",,"$103,483",,,"$8,709",,,,"$1,143,971",,,,,,"$33,624",,,"$34,131","$340,428",,,,,,,,,"$54,135","$35,684",,"$27,143",,,,,"$91,396",,"$24,034",,,,,"$2,257,921",,,,"$4,521",,,,"$48,653",,,"$103,642",
1242545,,Looking for Eric (2009),,,"$315,505","$62,090",,"$280,023",,,,,,,,"$5,223",,,,"$104,157","$55,804",,,,,,,"$7,480","$4,286,398","$503,924",,"$88,487","$26,117",,,,,,"$2,330,354",,,,,,,,"$3,046",,"$5,465",,,"$116,836",$856,"$74,494",,,,,,"$8,393","$8,654",,,"$3,202",,"$20,080",,,,,"$25,523",,"$926,775","$48,728","$161,903","$11,380",,,"$27,734",,,"$2,142,095",,,
0066448,,There Was a Crooked Man... (1970),,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0058335,,Marriage Italian Style (1964),,,,,,,,,,,,,,,,,,,"$10,600",,,,,,,,"$120,553",,,,,,,,,,,,,,,,,,,,,,,"$13,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0806203,,Carriers (2009),"$184,432",,,"$16,330",,"$113,545","$2,857","$400,039",,,,"$87,976",,"$70,668",,,,,,,,,,,,,"$390,602","$285,304",,"$72,437",,,,,,,,,,,,,"$3,444",,,"$91,520","$337,193",,"$211,963",,,,,,,"$69,930","$153,314",,"$107,587",,,,,"$993,694",,,,,,,"$1,400,982",,,"$86,971",,,"$377,151",,"$131,444","$111,544",,,
0986213,,Aaja Nachle (2007),,,"$111,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,256,190",,,,,,,,,,,,"$19,338",,,,"$24,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$878,198",,,
0813541,,Piter FM (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,242,206",,,,,,,,,,,,,,,,,,,
1226681,,Pontypool (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,051",,,,,,
0847167,,The Girl in the Park (2007),"$17,896",,,,,,,,,,,,,"$16,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,546",,,,,,,,,,,,,,,,,"$20,021",,,,,,,,,,,,,,,,"$2,362",,,
0403702,,Youth in Revolt (2009),,,,,,,"$4,626",,,,,,,,,,,"$43,874",,,,,,,,"$67,532","$433,510",,,,,,"$11,802",,,,,,,,,,,,,,"$78,320",,,,,"$50,067",,,,"$43,073",,,"$46,325",,,,,,,"$20,756",,,"$25,872",,,"$77,291",,"$1,252",,,,,,"$2,975,566",,,
0433362,,Daybreakers (2009),"$388,845",,"$2,119,165",,,"$186,531",$724,,,,,"$57,831",,"$132,270","$24,624",,"$73,929","$89,242","$30,101,577",,,,"$30,719","$22,375",,"$31,676","$1,789,119",,,"$145,353","$179,975","$16,898","$13,394",,,,"$770,682",,,,,"$24,868",,,"$49,034","$284,461","$1,041,994",,"$79,304","$218,475",,"$69,403",,,,"$163,362","$197,552","$266,997","$60,836",,,"$45,191",,"$1,173,190","$3,523","$430,741","$11,048","$20,803","$76,160","$923,737","$1,178,063","$117,950",,"$94,038","$382,870",,"$361,046",,"$284,994","$6,557,387","$4,879",,
1206488,,The Milk of Sorrow (2009),,,,"$18,474",,,"$3,516","$33,007",,,,,,,,,,,"$10,462",,,,,,,,"$72,336","$51,450",,,,,,,,,"$259,256",,,,,,,,,,"$52,630",,,,,"$48,185",,,,"$763,882",,,"$6,182",,,,,,,,,,,,"$233,319",,,"$1,278",,,,,,,,"$3,773",
1300563,,The Age of Stupid (2009),"$3,072",,,,,,,,,,,"$2,243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,224",,,,,,,,,,,,,,,,,"$2,221",,,,,,,,,,,,,,,,,,,
1028532,,Hachi: A Dog's Tale (2009),"$312,385",,,"$542,582",,"$38,085","$1,515","$3,502,608",,,,"$288,311",,,"$5,413",,,,,,,,,,,"$20,157","$1,117,274","$1,526,521",,,"$543,178",,,,,,"$7,465,403",,"$20,025,195",,,,"$19,883",,,"$48,045","$2,651,633",,"$76,412",,,,,,,"$362,576",,,"$160,646",,,,,"$2,046,840",,"$233,668",,,"$181,740","$613,639","$3,080,944","$50,520",,"$167,121","$47,718",,,,"$34,508","$1,563,107","$22,019",,
1216492,,Leap Year (2010),,,"$1,503",,,"$6,372",,,"$33,188",,,,,"$1,593","$67,344",,"$41,182",,,,,,,"$36,502",,"$2,283","$55,698","$812,288",,"$71,743",,"$78,743","$1,843",,,"$213,780","$36,639",,,,,"$59,070","$36,375",,"$48,548",,,,"$117,142",,"$18,521",,,,,,,,"$77,502",,,"$112,796",,,"$14,152",,,"$163,068","$281,741","$727,057","$305,205",,,,,,"$215,541","$332,753","$56,711","$2,740,697",,,
1037705,,The Book of Eli (2010),"$591,241",,"$3,403,495","$499,655",,"$574,030","$84,676","$4,470,700","$193,003",,,"$254,655",,"$1,010,996","$219,043",,"$86,896",,,,,"$181,820","$277,990","$31,814",,,"$4,653,432","$3,543,027",,"$423,439",,"$211,273","$59,353",,"$630,714",,"$3,916,301",,"$4,844,339",,,"$43,031","$204,507",,"$60,288","$692,387","$4,043,777",,"$1,012,045","$391,768",,"$24,803",,,,"$273,559","$528,495","$457,301","$552,478",,,"$316,100",,"$4,760,458","$40,582","$384,884","$76,762","$90,552","$772,044","$1,428,769","$5,069,500",,,"$519,389","$677,088",,"$821,559","$277,954","$823,004","$6,294,247","$106,178","$996,734",
1343097,,The Girl Who Kicked the Hornet's Nest (2009),,,"$2,376,199","$149,160",,"$88,114",,,,,,,,,,,"$37,406","$9,034,083",,,,,,,,"$736,561","$428,677","$3,843,388",,,"$38,920",,"$186,189",,,,"$818,396",,,,,,,,"$1,515",,,,"$750,282","$687,709",,"$5,253,667",,,,,,,"$8,148",,,"$5,424",,,,"$28,636",,,"$30,809",,"$3,580,508","$10,097,688",,,,,"$25,750",,,"$878,910",,,
0418239,,Tickets (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,706",,,"$32,800",,,,,,,"$299,566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0074686,,The Innocent (1976),,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,557,720",,,,,"$5,302",,,,,"$290,169",,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,652",,,,,,,,,,,,,,,,,,,
1235166,,A Prophet (2009),,,"$49,865","$74,708","$3,796","$325,265",,"$170,212",,,,,,"$19,529",,,,"$121,080",,,,,,,,"$64,073","$10,309,555","$169,998",,,"$23,497",,"$7,977",,,,"$794,872",,,,,,"$12,309",,,,"$56,483",,"$463,100","$68,312",,"$136,980",,,,,,"$96,987","$75,429",,,"$6,950",,"$302,644",,,,,,"$167,091","$567,672","$138,767",,"$8,807",,,,,"$2,105","$1,504,451","$1,621","$42,189",
0419073,,Princess (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,038",,,,,,,,,
0258761,,Last Resort (2000),,,,,,,,,,,,,,,,,,,"$37,283",,,,,,,,,,,,,,,,,,"$14,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,758",,,
0425321,,The Yacoubian Building (2006),,,,,,,,"$20,774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185431,,My One and Only (2009),,,"$98,419",,,"$4,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$366,490",,,"$65,537",,,,,,,,,"$28,258",,,,,,,"$4,957",,,,"$42,532",,,,"$3,706","$5,066",,,,"$29,223",,,"$39,487",
1107860,,The Maiden Heist (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,615",,,,,,,,,,,,,,,,,,,,"$49,393",,,,
0806027,,Blood: The Last Vampire (2009),,,,,,"$16,677",,,,,,,,,,,,,,,,,"$5,915",,,,"$1,374,994",,,"$26,066","$426,897",,,,,,,,"$473,992",,,,"$32,336",,,"$555,401",,,,,,,,,,,"$142,189",,"$43,991",,,"$17,955",,,,"$384,834",,,"$110,392","$544,647",,,,"$130,497","$252,787",,"$126,980",,"$120,470","$830,098",,,
0781435,,The Duchess of Langeais (2007),,,,"$18,417",,"$3,475",,,,,,,,,,,,,,,,,,,,,"$227,434",,,,,,,,,,"$201,487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$188,572",,,,,,,,,"$60,661",,,
0892767,,Horsemen (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$271,036",,,,,,,,"$30,665","$96,919",,,,,,,,
0367110,,Swades (2004),,,"$58,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$672,441",,,
1224153,,Jerichow (2008),"$15,705",,,"$54,935",,,,,,,,,,,,,,,"$60,379",,,,,,,,"$11,880","$758,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$990,,,,,,,,,,,,,,,"$4,422",,,,,,,,,
1244668,,Soul Kitchen (2009),"$44,376",,"$274,059","$516,598",,"$113,435",,"$25,149",$974,,,,,,,,,"$251,790",,,,,,,,"$22,296","$467,466","$10,813,421",,"$919,834","$18,102",,,,,,"$2,371,166",,,,,,,,"$18,374",,"$18,095",,"$74,554","$41,174",,"$83,193",,,,,,"$150,112","$14,232",,,"$8,784",,"$281,522",,,,,,"$42,863","$788,001",,,"$18,247",,,"$509,421",,,,,,
0929412,,Quiet Chaos (2008),,,"$26,973","$84,366",,"$87,986",,"$55,275",,,,,,,,,,"$86,269",,,,,,,,,"$382,988","$387,296",,"$22,836",,,,,,,"$9,204,569",,,,,,,,,,,,"$186,883",,,"$8,103",,,,,,,,,,,,,,,,,,"$18,906","$529,427",,"$114,536",,,,,,,"$118,274",,,
1318022,,Altiplano (2009),,,,,,"$154,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0944834,,Dragon Hunters (2008),,,,,,,,"$1,194,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,729,389",,"$54,981",,,,,,,,"$21,442",,,,,,,,,
0485976,,Rob-B-Hood (2006),,,,,,,,,,,,,"$12,400,000",,,,,,,,,,,,,,,,,,"$2,975,334",,,,,,,,"$778,477",,,,,,,"$1,880,000",,,,,,,,,,,,,,,,,,,,,,,,"$1,935,317",,,,"$90,369","$1,030,077",,,,,,,,
1320082,,The Concert (2009),"$140,634",,"$648,823","$460,521",,"$820,323","$2,294","$259,224",,,,,,"$213,360",,,,"$188,542",,,,,,,,"$57,189","$13,779,022","$3,069,266",,,"$67,564",,,,,,"$4,825,505",,,,,"$1,859",,,"$5,603",,"$293,111",,,"$350,737",,,,,,"$60,509",,,"$185,038",,,"$85,267",,"$4,886",,"$20,986",,,"$228,835","$685,704","$2,131,980",,,,,,"$93,517",,,"$144,533","$106,725","$96,923",
0329485,,The Butterfly (2002),,,,,,,,,,,,,,,,,,,"$227,582",,,,,,,,"$5,794,636","$162,458",,,,,,,,,,,,,,,,,,,"$29,697",,,,,,,,,,,,,,,,,,,,,,,"$138,000",,,,,,,,,,,,,
0974613,,The Other Man (2008),,,"$4,274",,,,"$4,655",,,,,,,,,,,,"$149,528",,,,"$21,369",,,,"$138,684","$149,096",,"$106,652",,,,,,,,,,,,,"$76,019",,,,"$405,960",,,,,,,,,"$61,007",,"$112,692",$131,,,,,"$11,904",,,,"$23,191",,,"$843,394",,,"$12,352",,,,,"$22,097",,,,
0463872,,Asterix at the Olympic Games (2008),"$47,752",,,,,,,"$169,089",,,,,"$701,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,089,153",,,,,,"$104,111",,,,,,,,,,,,,
1190539,,The Chaser (2008),,,,,,"$29,740",,,,,,,,,,,,,,,,,,,,,"$504,328",,,,"$35,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,197",,,,"$35,760,133",,,,"$10,580",,,"$28,161",,,"$38,803",,,
0841108,,Hannah Takes the Stairs (2007),,,,,,,,,,,,,,,,,,,"$22,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,054",,,
1266029,,Nowhere Boy (2009),,,"$807,879","$39,503",,"$19,305",,"$203,656",,,,,,,,,,"$53,644",,,,,,,,,"$205,344","$470,613",,,"$34,847",,$411,,,,"$84,992",,,,,,,,,,"$246,681",,"$153,337","$157,614",,,,,,"$40,441",,,,,,"$3,427",,"$117,330",,"$25,769",,,,"$75,628","$155,081","$16,583",,"$12,346",,,,,,"$1,553,087",,,
1104694,,Garbage Warrior (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187043,,3 Idiots (2009),,,"$994,639",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,019,322",,,"$43,264,434",,,,,,,,,,,,"$96,817",,,,"$176,577",,,,,,,,,,,,,,,,,,,,"$3,017,270",,,,"$629,024",,,,,,"$2,531,879",,,
0948544,,Troubled Water (2008),"$29,878",,,"$22,744",,"$6,218",,,,,,,,,,,,"$7,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,361",,,,,"$1,124,174",,,,,,,"$11,386",,,,,,,,,,,,,,,"$6,620",,,"$4,587",,,,,,
0378072,,Hum Tum (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,082,061",,,
1038686,,Legion (2010),"$303,264",,"$446,200","$191,705",,"$65,794","$82,430",,"$55,083",,,"$444,893",,"$625,699","$40,278",,"$31,086","$13,382",,,"$23,095","$191,464",,"$14,127",,,"$1,371,000","$313,299","$5,375",,"$297,993","$66,664","$14,071",,"$723,331",,"$810,426",,"$256,684",,,"$21,656",,,"$26,802","$1,181,038","$2,403,289",,,,"$43,057",,,,,"$501,215","$1,136,978","$279,505",,,,"$71,258",,"$7,375,849","$15,096","$476,098","$49,302","$29,471","$90,428",,"$3,213,507",,,"$164,757","$588,669",,"$399,254",,,"$321,524","$23,883","$610,696",
1187044,,The Maid (2009),"$7,663",,,"$8,750",,,$649,"$38,880",,,,"$429,657",,,,,,,"$576,608",,,,,,,,"$82,931","$129,678",,,,,,,,,"$176,605",,,,,,,,,,"$14,064",,,,,"$22,142",,,,,,,"$11,511",,,,,,,,,,,,"$196,272",,,"$10,199",,,,,,,,,
1194620,,Silent Wedding (2008),,,,,,,,"$84,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,055",,,,,,,,,,,,,,,,,,,,"$5,101",,,,,,,,,,,,,
0423881,,Rahtree: Flower of the Night (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$77,874","$782,800",,,,,,,,
1170391,,Beautiful (2009),,,"$32,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,074",,,,,,,,,,,,,,,,,,,,,,,,,,,
1185266,,Stan Helsing (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$346,644",,"$7,687",,,,,,,,,,,,,,,,,
1244659,,Extraordinary Measures (2010),,,,,,"$21,231",,,,,,,,,,,,,,,,,,,,,"$355,487",,,,,,,,,,"$14,921",,"$487,739",,,,,,,,"$791,466",,,,,,,,,"$64,810","$109,091",,,,,,,,,,,,"$50,208",,"$881,738",,,,,,,,,"$200,822",,,
0365675,,The Red Baron (2008),,,,"$128,517",,,,,,,,,,,,,"$27,065",,"$37,189",,,,,,,,,"$2,587,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,050",,,,,,,,,,,,,,,,,,,,,,,,
1286821,,More Than a Game (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,969",,,,,,,,,,,,,,,,,,,,,,,,"$5,743",,,,,,,,,,,,,,,,,,,,,,,,,,
1185416,,When in Rome (2010),,,"$2,315,091","$308,321",,,,,"$120,337",,,,,,,,,,,,"$20,353","$107,669","$52,380","$55,323",,,,"$522,704","$13,927",,"$202,686","$111,615","$21,377",,"$317,776","$323,434",,,,,,"$43,804","$121,320",,"$55,449","$309,105","$647,611",,,"$132,171","$32,593",,,,,"$39,248","$172,561",,"$135,991",,,"$164,084",,"$1,670,667","$32,204","$494,785",,"$92,940","$354,116","$15,171","$41,400",,,,"$292,728",,"$233,362","$469,206","$236,569","$92,665",,,
