imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies
0358135,,Shall We Dance (2004),"$1,251,386","$7,488,729","$2,154,245",,,"$1,360,160","$17,794","$2,882,717","$55,803",,,"$249,727",,,"$107,007",,"$274,013",,"$1,053,478",,,,,"$116,284",,"$250,618","$4,266,137","$13,975,701","$1,458,900","$549,539","$418,603","$106,976","$42,135",,"$1,118,762","$14,186,715",,"$19,578,973",,,,,"$286,277",,,"$67,579","$2,847,267",,,"$1,333,110","$923,280",,"$437,207",,"$200,293","$238,195","$1,639,806","$1,069,388",,,,,"$1,279,379",,,"$399,449","$71,848","$182,943","$2,200,000","$608,083","$7,782,475","$1,762,774","$3,096,197","$150,350","$288,200","$829,174",,"$172,470","$7,592,444","$82,900",,
0372588,,Team America: World Police (2004),,"$3,772,921",,,,"$36,292",,,,,,,,,"$16,093",,"$35,499","$40,439","$135,746",,,,,,"$11,268","$35,545","$305,520","$1,219,679",,,"$18,877","$48,718",,,,"$6,244",,"$413,417",,,,"$9,876",,,"$7,334",,"$144,999",,,"$161,552","$497,079",,"$116,169",,,,,"$26,641",,,,,"$582,237",,,"$43,894","$3,721",,"$214,570",,"$572,961","$79,896",,,,,"$61,714",,"$9,396,077",,,
0349416,,Eulogy (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,705",,,,
0380609,,P.S. (2004),,"$92,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080009,,Tess (1979),,,,,,,,,,,,,,,,,,,,"$20,093,330",,,,,,,"$7,917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0354575,,The Five Obstructions (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,956",,,,,,,,,,,,,,,,,,"$15,653",,,,,,,,,,,
0090985,,The Decline of the American Empire (1986),,,,,,,,,,,,,,,,,,,,"$1,902,706",,,,,,,"$13,086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0390022,,Friday Night Lights (2004),,"$403,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$90,044",,,,,,,,,,,,,"$32,449",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$168,695",,,
0390538,,Tarnation (2003),"$22,554",,,,,,,,,,,"$7,298",,,,,,,,"$592,014",,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0364343,,The Final Cut (2004),"$210,406","$33,216",,,,,,,"$6,498",,,,,,,,,,,,,,,"$5,316",,,"$411,602",,,"$146,408",,,,,,"$1,164,742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$586,304",,,"$65,773",,,,"$40,893",,,,
0355954,,Riding the Bullet (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,903",,,,,,,,,,,,,,,,,,,,"$94,891",,,,
0340012,,Being Julia (2004),"$438,014","$1,213,246","$59,038",,,,,,"$10,651",,,"$79,477",,,,,"$9,926",,,,,,,,,"$32,891",,"$519,367","$33,850","$16,665","$382,760","$2,604",,,,"$683,734",,,,,,,"$6,618",,,,"$187,506",,,,"$269,713",,"$186,692",,,,,"$68,095",,,"$16,530",,"$37,505",,"$9,148",,"$8,052",,,,"$1,415,209",,,"$23,472",,,,,"$231,033",,,
0286218,,Thérèse: The Story of Saint Thérèse of Lisieux (2004),,,,,,,,,,,,,,,,,,,,"$2,627,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,527",,,,,,,,,,,
0252028,,Surviving Christmas (2004),,,,,,"$4,040",,"$19,271",,,"$61,971",,,,,,,,"$5,746",,,,,,,,"$21,396","$7,237",,,,"$42,147",,,,,,,,,,,"$15,631",,,,"$1,342,633",,"$39,815",,,,,,,"$50,048",,,,,,,"$1,058,944",,,,,,"$88,114","$223,636","$40,144","$5,048",,,,,,"$27,718","$408,992",,,
0391198,,The Grudge (2004),"$607,509","$4,644,328","$859,516",,,"$1,104,582",,"$4,079,177","$21,772",,"$87,878","$409,883",,,,,"$56,944",,"$979,675",,,,,"$86,454",,"$766,057","$5,314,718","$3,372,618","$780,250","$107,007","$392,644","$120,520",,,,"$6,247,228",,"$2,755,496",,,,,,,"$34,646",,"$5,914,047",,,"$1,828,949","$739,169",,"$2,126,776",,,,"$689,626","$364,972",,,"$32,024",,"$1,304,424",,"$2,899",,"$28,065",,,"$3,392,358","$3,954,934","$1,472,960","$540,267","$139,541","$204,900","$1,541,690",,"$461,255","$14,414,748",,,
0375173,,Alfie (2004),"$111,707","$1,733,632","$284,422",,,"$357,143",,"$214,879",,,,,,,,"$27,719",,,"$181,131",,,,,,"$54,630","$89,467","$438,383","$1,164,193","$812,184",,"$177,688","$81,391",,,"$264,994","$941,988",,"$273,625",,,,"$70,569","$26,999",,"$32,091",,"$957,238",,"$143,381","$148,678","$232,233",,"$112,020",,,"$33,241",,"$170,538",,,"$78,492",,"$449,186",,,"$147,291",,"$94,506","$226,410","$576,015","$1,009,028","$76,409","$396,653","$166,435",,,"$219,288","$74,318","$8,304,683",,,
0375063,,Sideways (2004),"$477,990","$3,586,599","$415,672",,,"$308,265","$9,798","$779,943","$5,915",,"$48,603","$244,835",,"$124,321","$29,510",,"$85,292","$109,156","$427,690",,"$14,889",,"$33,400","$10,174","$48,995","$644,935","$2,551,671","$3,312,547","$1,001,900","$72,278","$25,232","$102,014",,,"$836,261","$2,999,173","$4,940","$958,264",,,,"$26,138","$11,532","$8,620","$16,270",,"$591,322",,,"$570,873","$467,336",,"$550,737",,"$63,178","$39,477","$269,748","$212,774","$61,692",,"$32,020","$92,735",,,"$12,066","$67,041","$8,338","$36,415","$176,855","$149,750","$5,529,605","$942,741","$449,423","$44,098","$25,346","$96,572","$6,366","$26,153","$7,092,139","$85,205","$118,285",
0361862,,The Machinist (2004),,"$230,596","$81,485",,,"$41,077",,,,,,,,,,,,,"$53,805",,,,,,,"$18,720","$832,433","$362,072","$7,200",,,,,,,"$1,739,014",,,,,,,,,,,"$155,687",,,"$103,370","$138,337",,,,,,,"$73,299",,,"$8,010",,"$6,718",,,"$36,947",,,,,"$2,187,884","$74,187",,,"$64,400",,,"$60,174","$747,979",,,
0383694,,Vera Drake (2004),"$154,640","$577,919","$22,873",,,"$122,536",,,,,,"$69,663",,,,,,,"$124,846",,,,,,,"$13,248","$867,652","$121,802","$30,750",,,"$15,304",,,,"$1,520,972",,,,,,,,,,,"$145,121",,,"$148,866","$127,148",,"$248,964",,,,,"$22,090",,,"$17,636",,,,"$14,037",,"$3,414",,,,"$463,557","$159,903","$33,981","$22,409",,,,,"$4,443,255",,,
0360130,,Undertow (2004),"$13,170",,,,,,,,,,,,,,,,,,,"$143,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0375735,,Enduring Love (2004),,"$55,882",,,,,,,,,,,,,,,,,,"$358,362",,,,,,,,,,"$5,631",,,,,,"$170,462",,,,,,,,,,,,,,"$76,664","$24,732",,,,,,,"$11,315",,,,,,,,,,,,,"$39,156",,,"$8,309",,,,,"$1,125,136",,,
0387564,,Saw (2004),"$208,607","$3,378,214","$275,595",,,"$459,105",,"$1,116,900","$61,380",,,"$106,599",,,,,"$54,335",,"$72,504","$56,000,369",,,,"$13,487",,"$135,350","$3,173,481","$4,508,633","$792,000","$129,654","$74,476","$64,683",,,,"$6,437,627",,"$500,000",,,,,,,,,"$902,892",,,"$259,815","$260,112",,"$67,047",,,,"$272,675","$213,304",,,"$24,850",,"$252,621",,"$1,507",,"$19,194",,,"$1,353,150","$2,738,218","$297,089","$284,808","$60,958","$113,600","$239,067",,"$232,365","$12,632,235",,,
0350258,,Ray (2004),"$79,818","$3,210,179","$956,658",,,"$1,093,903",,"$1,161,509","$22,580",,"$133,811","$52,566",,"$129,743","$56,290","$28,854","$54,180","$114,024","$449,335",,,,"$14,579","$1,860","$21,154","$98,959","$11,163,473","$7,010,339","$104,065","$86,780","$143,382","$46,836","$58,635",,"$511,553","$2,214,765",,"$4,196,192",,"$28,941",,"$34,569","$31,197",,"$25,394",,"$282,679",,"$112,713","$641,181","$963,223",,"$136,971",,"$33,246","$22,341","$137,050","$144,514",,,"$26,725","$69,416","$96,159",,"$17,558","$74,807","$13,046","$78,308","$212,058","$1,509,850","$1,414,633","$341,931","$3,419,350","$61,229","$31,856","$367,854","$9,104","$31,273","$4,229,297",,"$69,780",
0337876,,Birth (2004),"$131,118","$242,541","$76,345",,,"$859,958",,"$1,159,897",,,,"$56,364",,"$46,667",,,,,,"$5,095,038",,,,"$16,346",,"$15,049","$1,193,299","$200,992","$850,058","$110,503",,"$12,530",,"$43,682","$55,969","$5,186,014",,,,,,,"$18,230",,,,"$817,616",,,"$46,849",,,"$36,962",,,"$43,682",,"$191,428","$68,500",,,,,,,"$78,622",,,,,"$2,603,335","$54,225",,"$14,637",,,,"$48,182","$2,165,653",,,
0317705,,The Incredibles (2004),"$3,522,266","$21,095,934","$3,657,361",,,"$6,054,373",,"$10,496,361","$45,759",,"$220,777","$1,682,902",,"$77,597","$158,555",,"$708,943",,"$3,526,438","$261,441,092",,,,"$90,126",,"$1,262,857","$40,913,982","$24,221,919","$890,950","$4,327,596","$791,809","$460,236","$750,000",,"$2,184,635","$20,286,379",,"$49,967,205",,,,,"$141,536",,"$51,536",,"$16,019,958",,,"$5,708,600","$3,110,254",,"$2,819,208",,"$777,838","$495,000","$3,948,099","$1,657,771",,,"$57,800",,"$3,632,800",,"$17,361",,"$187,042",,"$1,951,798","$6,784,943","$25,428,106","$4,838,777","$5,018,104","$3,009,112","$966,600","$1,984,304",,"$431,168","$61,929,959","$172,852","$369,000",
0428518,,Fade to Black (2004),,,,,,,,,,,,,,,,,,,,"$728,921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,155",,,,,,,,,,,
0273689,,It's All About Love (2003),"$11,322",,"$32,592",,,,,,,,,,,,,,,,,"$6,140",,,,,,"$5,888","$123,850","$50,379","$149,700",,,,,,,"$12,221",,,,,,,,,,,"$15,712",,,,,,,,"$22,761",,,,,,,,,,,,,,,"$2,172",,,,"$10,663",,,,,,,,
0274407,,Callas Forever (2002),,,,,,,,"$114,322","$22,015",,,,,,,,,,,"$446,955",,,,,,,"$821,470",,"$45,500",,,,,,,"$1,148,539",,,,,,,,,,,"$40,313",,,,,,,,,,,,,,,,"$114,719",,,,,,"$140,000","$26,150","$317,398",,,,,,,,,,,
0338348,,The Polar Express (2004),"$1,039,399","$7,815,234","$1,098,186",,,"$2,059,243",,"$1,900,000","$41,029",,,"$596,305",,"$152,000","$68,908",,"$163,236",,"$1,024,761","$189,528,738",,,,"$18,449",,"$396,759","$11,277,362","$10,046,849","$1,382,050","$960,417","$251,351","$178,905",,,"$481,175","$5,528,367",,"$9,893,258",,,,,"$77,104",,"$18,494","$650,197","$8,214,425",,,"$1,460,712","$819,630",,"$1,325,666",,"$91,000",,"$1,558,560","$796,211","$219,000",,"$48,106",,"$1,361,737",,"$31,247",,"$58,328",,"$268,500","$3,834,966","$8,075,411","$980,360","$1,260,299","$2,141,303","$393,200","$1,025,349",,,"$25,446,223","$57,419",,
0362269,,Kinsey (2004),"$31,315","$659,410","$38,512",,,"$199,017",,"$251,608",,,"$14,266","$20,174",,"$42,717",,,"$49,471",,"$33,301",,"$1,840",,,,,,"$750,000","$831,073","$161,900","$69,765","$39,194",,,,,"$223,646",,"$710,699",,,,,,"$2,827",,,"$451,316",,,"$28,684","$81,863",,,,"$15,881",,"$80,065","$108,027","$22,274",,"$23,958",,,,,"$101,220","$8,217","$101,220",,"$198,959","$513,535",,"$148,039","$16,889",,,,,"$710,145","$8,137","$45,874",
0387575,,Seed of Chucky (2004),"$450,598","$562,013","$27,527",,,"$59,146",,,,,,"$29,686",,,,,,,,,,,,"$8,889",,,"$1,093,164","$207,545",,"$193,545",,"$20,491",,,,,,,,,,,,,,,"$1,166,250",,,"$104,921","$20,346",,,,"$145,799",,,"$34,133",,,,,"$267,435",,,,,,"$18,455",,"$1,940,766",,,"$241,542","$381,800","$118,650",,"$78,200","$575,011",,,
0367479,,After the Sunset (2004),"$162,410","$1,383,980","$748,807",,"$159,859","$599,569","$8,859","$1,461,454","$145,816",,"$165,791","$44,906",,"$115,321","$40,287",,"$101,620",,"$342,638",,,,"$59,448","$38,007",,"$235,013","$1,578,537","$2,148,763","$805,542","$257,775","$329,948","$99,854",,"$307,851","$413,576","$1,538,041",,"$266,666",,,,,"$616,901",,,,"$768,659",,,"$164,215",,,"$282,539",,"$60,926","$347,508","$189,462","$405,415","$427,318",,"$117,790","$1,006,467","$967,155",,"$23,617","$180,340","$29,657","$127,122","$859,765","$1,784,943","$4,815,908","$231,815","$1,743,694","$765,936","$288,103","$311,875","$144,317","$453,694","$3,323,307",,"$247,121","$80,728"
0317198,,Bridget Jones: The Edge of Reason (2004),"$373,476","$14,326,857","$3,053,427",,,"$3,123,098",,"$1,659,294","$85,002",,"$68,178","$246,751",,"$71,871","$288,372","$120,633","$1,382,259",,"$2,942,343",,,,"$21,306","$32,555","$142,249","$2,061,050","$15,710,337","$17,871,902","$1,098,483","$916,019","$1,515,657","$357,107","$132,433","$181,229","$961,890","$15,073,062",,"$11,984,086",,"$39,329",,"$130,027","$91,715",,"$183,406","$177,453","$1,201,585",,"$369,724","$6,664,870","$2,993,725",,"$3,434,227",,"$205,769","$259,597","$4,178,074","$1,572,481",,,"$141,248","$2,364,158","$2,059,975",,"$61,435","$479,353",,"$356,831","$1,585,866","$9,462,984","$10,816,242","$4,119,711","$4,036,712","$1,465,930","$552,452","$1,313,502","$236,629","$220,619","$68,224,580",,"$99,568",
0308644,,Finding Neverland (2004),"$811,125","$6,279,964","$647,236",,,"$747,141",,"$1,500,000",,,,"$49,048",,,,,"$58,539",,"$504,865",,,,,"$16,783",,"$420,112","$3,466,548","$4,028,030","$1,440,100","$297,577","$83,041","$66,040",,,,"$8,060,343",,"$9,046,878",,,,,"$59,153",,,,"$1,701,623",,,"$524,144","$1,169,942",,"$806,775",,"$13,309",,"$525,925","$384,236",,,"$24,321",,"$508,425",,"$9,594","$229,584","$37,926","$8,643","$400,000","$1,374,116","$7,387,855","$471,281","$1,855,764","$83,649","$124,300","$199,494",,"$76,599","$6,630,045","$17,369","$106,989",
0420332,,Veer Zaara (2004),,"$207,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,740,993",,,
0368891,,National Treasure (2004),"$981,992","$5,198,452","$1,787,441",,,"$2,875,213","$58,909","$2,559,649","$174,100",,"$163,668","$578,867","$2,100,000",,"$77,946",,"$430,480",,"$1,258,586",,,,,"$295,950",,"$1,104,179","$10,808,004","$14,164,177","$2,415,200","$1,529,487","$683,964","$197,114",,"$579,453","$735,414","$10,201,291",,"$16,997,424",,,,"$106,311","$259,227",,"$91,586","$673,312","$7,360,757",,,"$2,585,559","$989,638",,"$2,367,124",,"$317,733","$525,000","$1,749,937","$1,519,596",,,"$87,099",,"$5,181,410",,"$25,506",,"$187,338",,"$603,937","$8,048,943","$15,987,883","$3,024,231","$4,211,747","$3,024,178","$1,533,400","$1,713,541",,"$630,722","$13,840,312",,"$731,434",
0275491,,Bad Education (2004),"$264,698","$581,831","$238,798",,,"$654,637",,"$800,000","$21,023",,,"$227,197",,,,,"$178,606",,"$292,865","$5,284,284",,,,,,"$486,753","$6,649,775","$1,464,623","$521,800","$93,359","$40,047","$21,099",,,,"$5,381,033",,,,,,,,,,,"$3,508,960",,,"$460,802","$34,556",,"$201,450",,,,"$740,616","$225,691",,,"$17,425",,"$357,821",,"$25,983",,"$14,543",,,"$138,752","$7,356,224","$302,890","$1,257,119","$66,748",,"$47,476",,,"$2,471,616",,,
0345950,,The SpongeBob SquarePants Movie (2004),"$1,222,481","$5,389,450","$766,383",,,"$945,216",,"$2,632,816",,,"$910,381","$1,082,138",,"$418,400",,,,,"$5,200","$85,417,988",,,"$300,751",,,,"$4,538,695","$9,129,624","$1,046,417",,,"$162,966",,"$196,624","$301,703","$573,082",,"$106,426",,,,,,,,,"$3,539,072",,"$123,485","$3,255,175","$1,574,698",,"$13,001",,"$351,219","$283,386",,"$874,134",,,,,"$321,867",,,"$363,469",,,"$420,368","$362,325","$1,997,505","$173,547","$862,809",,,"$447,529",,"$50,398","$10,631,811",,"$274,588",
0346491,,Alexander (2004),"$928,998","$3,260,056","$1,711,023",,,"$1,852,258",,"$3,870,556","$232,933","$70,108",,"$478,073",,"$249,000","$417,014",,"$846,258",,"$1,627,736",,,,,"$145,766",,"$779,420","$9,141,888","$10,116,773","$3,662,550","$574,302","$945,539","$97,064",,,"$73,270","$10,831,258",,"$11,003,000",,,,"$41,368","$229,337",,"$231,807","$127,800","$5,520,552",,,"$1,937,407","$539,352",,"$1,235,198",,"$141,000","$1,200,000","$3,066,332","$895,730",,,"$262,964",,"$7,963,977",,"$251,222","$191,327","$252,568","$78,245",,"$9,149,343","$14,916,339","$1,652,313","$1,012,566","$1,800,000","$842,700","$1,962,428",,"$733,480","$5,101,579","$106,452","$405,899",
0388419,,Christmas with the Kranks (2004),,"$3,587,314","$836,967","$37,699",,"$30,456","$20,538","$734,763",,,"$155,022",,,,"$20,320",,,,,"$73,780,539",,"$20,396",,,,,"$160,723","$3,027,291",,,"$54,181","$89,647","$4,460",,,"$234,996",,,"$37,316",,"$120,108","$45,839","$86,955",,"$2,487","$30,416","$2,263,126",,,,"$444,290","$29,128",,"$11,834",,"$50,180","$101,029","$137,232",,,,,"$825,133",,,"$189,895",,"$98,397","$194,445",,"$791,145",,"$304,677",,"$12,495",,,"$145,258","$7,779,700",,,
0360845,,Our Music (2004),,,,,,,,,,,,,,,,,,,,"$139,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,327",,,,,,,,,,,,
0376541,,Closer (2004),"$646,254","$4,545,919","$962,250",,,"$1,376,914","$23,206","$3,336,436","$79,307","$165,532",,"$371,513",,"$427,293","$76,874",,"$224,083",,"$493,391","$33,987,757",,"$32,937","$109,052",,"$59,423","$403,332","$6,454,016","$8,158,460","$1,045,485","$492,671","$264,987","$96,467",,,"$720,054","$8,006,969",,"$3,583,065",,,,"$83,411","$141,096",,"$30,778",,"$1,981,350",,,"$1,024,757","$428,397","$9,190","$359,563",,"$158,002","$105,331","$765,613","$716,043",,,"$112,919","$789,856","$529,871",,"$69,920","$218,358","$48,454","$100,554","$652,429","$1,535,511","$6,627,022","$872,416","$2,315,352","$709,916","$254,975","$1,024,329",,,"$15,885,209","$121,397","$243,623",
0327919,,I Am David (2003),,,,,,,,,"$2,942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,756",,,,,"$3,824",,,
0385004,,House of Flying Daggers (2004),"$137,302","$1,955,449","$269,897",,,"$712,824",,,"$43,355",,,"$241,871","$10,000,000",,,,"$90,190",,"$269,036",,,,,"$3,646",,"$141,119","$3,757,489","$1,998,589","$1,198,800","$1,811,509",,"$20,290",,,,"$3,152,271",,"$24,468,283",,,,,,,,,"$531,355",,,"$179,329","$381,373",,"$310,366",,,,"$171,446","$235,790",,,"$9,206",,"$605,409",,"$10,028",,"$25,040","$45,531",,,"$1,076,869","$634,249","$1,017,245","$1,031,735","$288,600","$38,496",,"$50,827","$7,028,458",,,
0349903,,Ocean's Twelve (2004),"$1,551,348","$12,061,073","$3,275,649",,,"$4,054,868",,"$5,676,234","$276,168",,"$144,837","$611,107",,,"$289,134",,"$522,285",,"$1,694,234",,,,,"$281,877",,"$1,565,065","$2,712,082","$23,070,002","$3,700,800","$1,250,955","$840,896","$273,639","$225,800","$579,453","$1,424,597","$13,901,679",,"$31,620,178",,,,,"$209,247",,,"$137,700","$7,104,842",,,"$6,757,795","$2,523,571",,"$2,471,273",,,"$366,100","$1,231,562","$1,954,433","$299,700",,"$220,423",,"$3,967,348",,"$126,461","$370,800","$143,946",,"$2,179,668","$5,494,425","$13,779,846","$4,572,803","$4,536,125","$1,077,154","$580,500","$2,241,460",,"$666,739","$23,623,713","$141,362",,
0359013,,Blade: Trinity (2004),"$370,132","$5,285,142","$2,030,326",,"$126,963","$970,583","$9,938","$1,702,697","$80,232",,"$167,240","$91,563",,"$125,831","$55,309",,"$224,106",,"$1,089,764",,,,"$93,969","$18,604",,"$172,087","$4,642,253","$10,383,374","$1,219,023","$285,729","$262,588","$76,461",,"$215,667","$171,987","$2,368,213",,"$3,057,322",,,,,"$489,122",,,,"$1,051,292",,,"$694,691","$733,311",,"$315,525",,"$56,918","$504,373","$322,283","$518,972","$848,981",,"$80,172","$2,323,210","$2,240,644",,"$27,728","$500,844","$46,634","$70,590","$836,770","$5,624,716","$7,978,744","$217,291","$2,463,026","$627,338","$1,046,100","$886,466","$364,366","$412,326","$12,911,545","$10,714",,"$64,203"
0364517,,Love Me If You Dare (2003),,,,,,,,,$737,,,,,,,,,,,"$553,504",,,,,,"$23,840","$6,207,224","$624,224","$88,550",,"$40,559",,,,,"$51,240",,,,,,,,,,,"$67,221",,,"$84,384",,,"$34,301",,,,,"$37,420",,,,,"$59,404",,,,"$1,147",,,,,,,,,,,,,,"$42,830",
0391024,,Control Room (2004),,"$104,618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,592",,,
0018737,,Pandora's Box (1929),,,,,,,,,,,,,,,,,,,,"$53,485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,201",,,
0023293,,The Old Dark House (1932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,971",,,
0027478,,The Crime of Monsieur Lange (1936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,564",,,,,,,,,,,,,,,,,,,,,,,,
0027652,,Fury (1936),,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0029604,,Stage Door (1937),,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0030241,,Holiday (1938),,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036910,,Henry V (1944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,619",,,
0038574,,Great Expectations (1946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,329",,,
0039677,,Odd Man Out (1947),,,,,,,,,,,,,,,,,"$59,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,935",,,
0042804,,The Young and the Damned (1950),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,621",,,
0046998,,French Cancan (1955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,540",,,,,,,,,,,,,,,,,,,,,"$8,259",,,
0047522,,A Star Is Born (1954),,,,,,,,,,,,,,,,,,,,"$4,335,968",,,,,,,"$12,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0053168,,Pickpocket (1959),,,,,,,,,,,,,,"$3,967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,574",,,,,,,,,,,,,,,,,,,,,,,,
0056736,,The Eclipse (1962),,$555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,258",,,,,,,,,,,,,,,,,,,,,,,,
0058946,,The Battle of Algiers (1966),,,,,,,,,,,,,,,,,,,,"$879,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,026",,,,,,,,,"$40,091",,,
0060107,,Andrei Rublev (1966),,,,,,,,,,,,,,,,,,,,"$124,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,742",,,,,"$11,387",,,,,,,,,,,,,,,,"$10,357",,,
0061643,,Fando and Lis (1968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$665,,,,,,,,,"$1,232",,,
0061955,,The Bride Wore Black (1968),,,,,,,,,,,,,,,,,,,,"$45,075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0062136,,Playtime (1967),,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,464",,,,,,,,,,,,,,,,,,$932,,,,,,
0063794,,War and Peace (1965),,,,,,,,,,,,,,,,,,,,"$148,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0065955,,A Love Story (1970),,,,,,,,,,,,,,,,,,,,,,,,,,,"$147,005",,,,,,,,,,,,,,,,,,,,,,,,,,"$22,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0066601,,Zabriskie Point (1970),,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,815",,"$12,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,052",,,,,,,,,,,,,,,,,,,,,,,,
0066819,,The Beguiled (1971),,,,,,,,,,,,,,,,,,,,"$1,100,000",,,,,,,"$13,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
