imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kenya,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Norway,Palestine,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0255653,,Tortilla Soup (2001),,,,,,,,,,,,,,,,,,,"$4,467,615",,,,,,,,"$8,818",,,,,,,,,"$5,111",,,,,,,,,"$45,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0263488,,Jeepers Creepers (2001),,"$850,711","$300,080",,,,"$685,483",,,,,,"$153,514",,,"$42,467",,,"$37,904,175",,,,,,,"$681,559","$1,328,905",,,"$187,524",,,,,,"$2,059,108",,,,,,,,,"$2,458,360",,,"$633,388",,,,,,"$24,977",,,,,,,,,,,,,,"$2,132,859",,,,"$10,697",,,,,"$8,799,096",,,,
0184791,,O (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$65,742",,,,,,,,,,"$2,648,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$499,099",,,,"$21,723",,,,,,,,,
0219400,,Waking Up in Reno (2002),,"$12,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,366",,,,,,,
0070917,,The Wicker Man (1973),,"$38,251",,,,,,,,,,,,,,,,,"$141,919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$332,576",,,,
0246544,,The Musketeer (2001),"$10,510","$215,887",,,,,"$517,727",,,,"$34,673",,,,,,,,,,,,,,"$10,968","$1,096,428",,,,,"$18,671",,,,,"$551,362",,,,,,,,,"$1,183,827",,,,,,,,,,,,,,,,,,,,,"$117,798",,"$1,492,160",,,,"$13,449",,,,,"$196,702",,,,
0202470,,Rock Star (2001),,"$356,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$770,509",,,,
0218619,,Soul Survivors (2001),,"$1,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$81,147",,,,,,,,,,,,,,,,,,,,,"$19,845",,"$680,237",,,,,,"$28,649",,,"$290,113",,,,
0269341,,Two Can Play That Game (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,190",,,,,,,,,,,,,,,
0263957,,The Iron Ladies (2000),,,,,,,,,,,,,,,,,,,,,,,,,,"$20,744",,,,,,,,,,,,,,,,,,,,,,,,"$20,688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0242587,,L.I.E. (2001),,,,,,,,,,,,,,,,,,,"$1,138,836",,,,,,,"$129,121","$49,746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0250809,,Our Lady of the Assassins (2000),,"$5,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$93,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0221218,,The Glass House (2001),,"$38,468",,,,,,,,,,,,,,"$5,061",,,,,,,,,,"$246,459","$346,259",,,,,,,,,"$284,587",,,,,,,,,"$1,065,220",,,,,"$145,256",,,,,,,,,,,,,,,,"$45,549",,"$639,311",,,,,,,,,"$97,843",,,,
0180734,,Hardball (2001),,"$143,640",,,,,,,,,,,,,,,,,,,,,,,,"$84,655","$110,799",,,,,,,,,"$176,338",,"$1,579,946",,,,,,,"$342,869",,,,"$49,701",,,,,,,,,,,,,,,,,,,"$336,914",,,,"$183,780",,,,,"$119,611",,,,
0229340,,Dinner Rush (2000),,,,,,,,,,,,,,,,,,,"$634,566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$299,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0246464,,Big Trouble (2002),,"$54,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$111,696",,"$362,648",,,,,,,,,,,,,
0118589,,Glitter (2001),,"$34,476",,,,,,,,,,,,,,,,,"$4,274,407",,,,,,"$4,545","$27,654","$39,142",,,,,,,,,,,,,,,,,,"$78,068",,,,,,,,,,,,,,,,,,,,,,,"$188,018",,,,,,,,,"$26,865",,,,
0139654,,Training Day (2001),"$323,162","$2,559,356","$393,199",,,,"$1,124,298","$32,424",,,,,,,,"$66,249",,,,,,,,,"$187,751","$2,747,656","$1,883,021",,,,"$75,948",,,,,"$2,114,032",,,,,,,,,"$1,495,326",,,"$526,945",$376,,,,,,,,,,,,,,,,,"$259,064",,"$2,342,085",,,,"$299,800",,,,,"$2,774,913",,,,
0255321,,Liam (2000),,"$82,098",,,,,,,,,,,,,,,,,,,,,,,,,"$8,085",,,,,,,,,,,,,,,,,,"$38,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0239986,,Sidewalks of New York (2001),,"$253,296",,,,,,,,,,,,,,,,,,,,,,,,"$106,127","$68,866",,,,,,,,,"$155,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$240,576",,,,"$5,218",,,,,,,,,
0063032,,The Great Silence (1968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0071994,,Phantom of the Paradise (1974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057193,,It's a Mad Mad Mad Mad World (1963),,,,,,,,,,,,,,,,,,,"$46,332,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0067588,,Play Misty for Me (1971),,,,,,,,,,,,,,,,,,,"$10,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0079766,,Quadrophenia (1979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0260866,,Don't Say a Word (2001),,"$2,401,714","$324,996",,,,"$1,319,934","$31,751",,,,,,,,"$103,234",,,,,,,,,"$220,781","$1,692,735","$2,336,316",,,"$343,259","$252,809",,,,,"$2,907,361",,"$2,523,151",,,,,,,"$3,551,657",,,"$1,500,625","$107,339",,,,,,,,,,,,,,,,,"$164,273","$1,055,806","$6,794,121",,,,"$638,181",,,,,"$2,505,745",,,,
0252501,,Hearts in Atlantis (2001),,"$1,175,819",,,,,,,,,,,,,,,,,,,,,,,,"$102,138","$121,697",,,,,,,,,"$983,759",,"$903,567",,,,,,,"$834,370",,,"$11,316",,"$29,216",,,,,,,,,,,,,,,,,"$93,479","$1,310,700",,,,,,,,,"$157,580",,,,
0196229,,Zoolander (2001),,"$2,236,527","$395,692",,,,"$181,745","$15,985",,,,,,,,"$35,864",,,,,,,,,"$102,058","$709,498","$2,373,288",,,,"$73,584",,,,,,,,,,,,,,"$571,740",,,"$327,338",,,,,,,,,,,,,,,,,,"$92,913",,"$886,391",,,,,,,,,"$3,070,183",,,,
0236034,,Born Romantic (2000),,,,,,,,,,,,,,,,,,,,,,,,,,"$69,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$291,255",,,,
0242994,,Who Knows? (2001),,"$24,240",,,,,,,,,,,,,,,,,"$907,323",,,,,,,"$1,059,994","$27,527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,560",,,,,,,,,,,,,
0206314,,Joy Ride (2001),,"$642,708",,,,,"$503,828",,,,,,,,,,,,,,,,,,,"$810,519","$1,061,844",,,,"$72,910",,,,,"$44,341",,,,,,,,,"$907,642",,,,"$164,316",,,,,,,,,,,,,,,,,"$122,441",,"$2,488,029",,,,,,"$27,399",,,"$3,227,727",,,,
0273799,,Max Keeble's Big Move (2001),,"$353,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$737,415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0240890,,Serendipity (2001),,"$2,651,363","$443,160",,,,"$392,083","$20,989",,,,,,,,"$18,885",,,,,,,,,"$55,289","$1,236,368","$2,279,677",,,"$86,304","$25,372",,,,,"$2,207,869",,"$1,770,081",,,,,,,"$1,584,472",,,"$861,612","$136,833","$249,344",,,,,,,,,,,,,,,,"$333,519","$847,571","$1,242,920",,,,"$597,390",,"$149,588",,,"$2,853,656",,,,
0240419,,The Swamp (2001),"$196,433",,,,,,,,,,,,,,,,,,,,,,,,,"$45,614",,,,,,,,,,,,,,,,,,,,,,"$26,974",,,,,,,"$1,790",,,,,,,,,,,,,,,,,,,,,,,,,,
0080437,,The Big Red One (1980),,,,,,,,,,,,,,,,,,,"$7,206,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080569,,Cruising (1980),,,,,,,,,,,,,,,,,,,"$19,798,718",,,,,,,"$15,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080610,,The Last Metro (1980),,,,,,,,,,,,,,,,,,,"$3,007,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0219965,,Bandits (2001),,"$1,841,808","$499,066",,,,"$1,744,679","$48,403",,,,,,,,"$151,744",,,,,,,,,"$113,006","$2,878,850","$2,736,694",,,,"$148,000",,,,,,,"$3,803,718",,,,,,,"$2,615,572",,,"$705,241","$160,590",,,,,"$328,633",,,,,,,,,,,,"$359,546",,"$1,752,421",,,,"$304,232",,,,,"$2,705,549",,,,
0250310,,Corky Romano (2001),,"$331,290",,,,,,,,,,,,,,,,,,,,,,,,,"$219,440",,,,,,,,,,,,,,,,,,"$283,029",,,,"$44,218",,,,,,,,,,,,,,,,,,,,,,,"$29,063",,,,,,,,,
0243255,,Fat Girl (2001),,"$39,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0166924,,Mulholland Drive (2001),"$22,470","$573,443","$86,426",,,,"$209,299","$3,428",,,"$30,488",,,,,"$92,926",,,"$7,220,243",,,,,,"$285,656","$3,639,652","$1,539,144",,,,"$60,205",,,,,"$633,880",,,,,,,,,"$44,252",,,"$300,263",$55,,,,,,"$5,177",,,,"$141,565",,,,,$776,,,"$5,000","$692,207",,,,,,,,,"$1,202,285",,,,
0206963,,My First Mister (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,771",,,,,,,,,,,,,
0166110,,Bones (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$380,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$420,130",,,,,,,,,,,,,
0066999,,Dirty Harry (1971),,,,,,,,,,,,,,,,,,,"$35,988,495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0067093,,Fiddler on the Roof (1971),,"$1,127",,,,,,,,,,,,,,,,,"$10,404,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0072979,,Female Trouble (1974),,$292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$168,,,,,,,,,,,,,,,,,,,,,,,,,,
0120681,,From Hell (2001),,"$1,418,708","$518,380",,,,"$321,008","$29,410",,,,,,,,"$194,146",,,,,,,,,"$314,221","$4,155,538","$3,903,158",,,,"$60,126",,,,,"$8,367,518",,"$3,014,556",,,,,,,"$1,843,230",,,"$706,375","$167,596","$325,472",,,,,,,,,,,,,,,,"$73,308","$143,481","$2,769,796",,,,"$326,961",,,,,"$3,664,705",,,,
0272020,,The Last Castle (2001),,"$849,154","$216,977",,,,"$39,441","$31,831",,,,,,,,,,,,,,,"$5,954",,,"$10,899","$1,410,528",,,,,,,,,"$43,894",,"$500,431",,,,,,,"$1,293,768",,,,,,,,,,,,,,,,,,,,,"$129,749",,"$685,537",,,,,,,,,"$232,892",,,,
0200027,,Riding in Cars with Boys (2001),,"$1,538,987","$10,113",,,,,,,,,,,,,,,,,,,,,,"$59,391","$128,242","$105,029",,,,"$11,326",,,,,"$42,194",,,,,,,,,"$531,944",,,,"$149,103",,,,,,,,,,,,,,,,,,"$47,619","$170,520",,,,,,,,,"$966,216",,,,
0227277,,Burnt Money (2000),,,,,,,,,,,"$6,943",,,,,,,,"$183,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0217355,,Dancing at the Blue Iguana (2000),,,,,,,,,,,,,,,,,,,,,,,,,,"$53,633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$575,,,,,,,,,
0256103,,Intimacy (2001),"$93,107",,"$147,989",,,,,,,,"$76,044",,,,,"$18,199",,,,,,,,,,,"$1,446,830",,,,,,,,,,,,,,,,,,"$59,856",,,,,,,,,,,,,,,,,,,,,,,"$202,846",,,,,,,,,"$222,562",,,,
0243017,,Waking Life (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0272152,,K-PAX (2001),"$29,822","$571,219","$107,115",,,,"$185,742","$15,651",,,,,,,,,,,,,,,,,,"$994,105","$513,584",,,,"$96,022",,,,,"$976,248",,"$1,276,302",,,,,,,"$226,922",,,"$185,634","$61,671","$106,008",,,,,,,,,,,,,,,,,,"$994,171",,,,"$13,447",,,,,"$2,097,280",,,,
0279286,,On the Line (2001),,,,,,,,,,,,,,,,,,,"$4,365,455",,,,,,,,"$14,317",,,,,,,,,"$9,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$141,582",,,,,,"$10,283",,,,,,,
0245674,,Thir13en Ghosts (2001),,"$940,284","$538,225",,,,"$711,853","$7,486",,,,,,,,,,,,,,,,,,"$1,209,010","$2,537,312",,,,"$48,802",,,,,"$413,263",,,,,,,,,"$4,509,812",,,"$389,185","$193,468",,,,,,,,,,,,,,,,,"$67,512","$1,235,395","$3,606,407",,,,"$136,684",,,,,"$2,641,044",,,,
0236019,,Better Than Sex (2000),,"$593,140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,727",,,,,,,,,
0246578,,Donnie Darko (2001),,"$358,353",,,,,,,,,,,,,,,,,"$1,478,493",,,,,,,"$228,223",,,,,,,,,,"$2,841,366",,,,,,,,,,,,"$124,704","$98,459","$6,189",,,,,,,,,"$65,142",,,,,,,,,"$37,431",,,,"$10,951",,"$36,050",,,"$1,793,383",,,,
0253126,,High Heels and Low Lifes (2001),,,"$11,990",,,,,,,,,,,,,,,,,,,,,,,"$79,560","$107,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,913,401",,,,
0264796,,Life as a House (2001),"$25,224","$1,503,387","$246,669",,,,,,,,"$8,645",,,,,,,,,,,,,,,"$241,914","$297,525",,,,,,,,,"$334,193",,"$2,465,569",,,,,,,"$105,392",,,"$52,849","$26,669",,,,,,,,,,,,,,,,,"$23,677",,"$256,154",,,,,,"$32,067",,,"$11,274",,,,
0243133,,The Man Who Wasn't There (2001),,"$489,383","$27,476",,,,,,,,,,,,,"$44,772",,,"$7,504,257",,,,,,"$58,631","$1,686,766","$727,484",,,,,,,,,"$1,224,714",,,,,,,,,"$154,626",,,"$183,867",,,,,,,,,,,,,,,,,,,"$20,000","$1,497,229",,,,,,,,,"$2,368,064",,,,
0249478,,Domestic Disturbance (2001),"$138,867","$696,829","$55,317",,,,"$89,748","$5,081",,,"$34,992",,,,,"$6,151",,,,,,,,,"$17,621","$568,448","$303,358",,,,,,,,,"$963,201",,"$175,550",,,,,,,"$1,676,680",,,"$416,246","$31,346","$40,960",,,,,,,,,,,,,,,,"$78,016","$163,518","$1,001,809",,,,"$181,585",,,,,"$1,136,766",,,,
0198781,,"Monsters, Inc. (2001)","$1,505,572","$13,149,655","$2,458,505",,,"$112,367","$6,558,871","$232,728",,,"$276,284",,"$193,273",,,"$294,637",,,"$290,642,256",,"$9,545","$426,324",,,"$276,968","$17,783,870","$15,022,030",,,,"$458,347","$37,725",,,"$170,800","$7,551,516",,"$74,659,431",,,,,,,"$21,640,641",,,"$1,950,063","$1,076,702","$3,107,280",,"$240,509",,,,,,,"$1,889,928",,,,"$18,203",,,"$565,993","$335,777","$14,161,175",,,,"$1,358,525",,"$183,601",,,"$56,784,709","$45,416","$2,255,572",,
0267804,,The One (2001),,"$2,182,340",,,,,"$768,610","$58,799",,,,,,,,"$40,025",,,"$43,905,746",,,,,,,"$2,496,556","$720,042",,,"$518,910","$79,843",,,,,"$948,346",,,,,,,,,"$1,655,438",,,"$330,832","$344,652","$59,744",,,,,,,,,"$5,624,487",,,,,,,"$252,587",,"$1,854,394",,,,"$519,057",,,,,"$1,316,565",,,,
0275719,,Tape (2001),,,,,,,,,,,,,,,,,,,"$490,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0252503,,Heist (2001),,"$100,185",,,,,"$300,560","$10,298",,,,,,,,"$45,950",,,,,,,,,"$24,464","$707,668","$78,225","$70,400",,"$20,951","$18,055",,,,,"$665,217",,,,,,,,,"$751,830",,,,,"$36,702",,,,"$82,200",,,,,,,,,,,,"$115,523",,"$914,864",,,,"$84,533",,,,,"$519,296",,,,
0256380,,Shallow Hal (2001),,"$4,705,964","$1,319,059",,,,,"$17,569",,,,,,,,"$83,198",,,,,,,,,"$212,197","$2,914,465","$8,394,631",,,,"$212,947",,,,,"$1,330,769",,"$840,218",,,,,,,"$10,933,825",,,"$702,372","$421,935","$739,360",,,,,,,,,,,,,,,,"$310,347","$2,286,982","$6,390,817",,,,"$593,751",,,,,"$7,994,530",,,,
0080130,,When a Stranger Calls (1979),,,,,,,,,,,,,,,,,,,"$21,411,158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290332,,The Wash (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,345",,,,
0241527,,Harry Potter and the Sorcerer's Stone (2001),"$6,916","$21,415,315","$5,597,385",,,,"$13,254,031","$300,078",,,,"$27,300,000",,,,"$1,745,622",,,"$318,886,962",,,"$367,333",,,"$3,070,350","$48,137,835","$67,802,864",,,"$5,014,325","$1,235,948","$4,809",,,,"$26,634,708",,"$153,426,587",,,,,,,"$17,733,367",,,"$17,808,990","$3,177,320","$6,810,296",,,,,,,,,"$30,980",,,,,"$3,179",,"$1,406,789","$2,504,289","$25,096,595",,,,"$4,734,322",,"$390,175",,"$100,702","$88,031,585",,,"$166,684",
0245115,,The Fluffer (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,150",,,,,,,,,
0234354,,Novocaine (2001),,"$2,131",,,,,,,,,,,,,,,,,,,,,,,,,,"$13,400",,,"$12,198",,,,,,,,,,,,,,"$112,283",,,,,,,,,,,,,,,,,,,,,,,"$174,254",,,,,,,,,,,,,
0265087,,Black Knight (2001),,"$527,423",,,,,,,,,,,,,,,,,,,,,,,,"$125,195","$40,636",,,,,,,,,,,,,,,,,,"$351,857",,,"$596,934",,,,,,,,,,,,,,,,,,"$230,027",,"$1,345,726",,,,,,,,,"$254,973",,,,
0253798,,Out Cold (2001),,"$7,400","$126,774",,,,,,,,,,,,,,,,,,,,,,,"$129,272",,,,,,,,,,"$5,390",,,,,,,,,,,,,"$123,826",,,,,,,,,,,,,,,,,,,"$31,493",,,,,,,,,,,,,
0266987,,Spy Game (2001),"$366,467","$3,090,507","$715,932",,,,"$750,556","$51,422",,,,,,,,"$167,421",,,,,,,"$60,203",,"$196,626","$7,308,980","$5,793,334",,,"$309,663","$143,564",,,,,"$6,479,327",,"$17,298,599",,,,,,,"$3,806,072",,,"$924,335","$256,351","$857,912",,,,,,,,,,,,,,,,"$500,996","$1,226,319","$5,672,209",,,,"$1,132,658",,,,,"$6,467,798",,,,
0256009,,The Devil's Backbone (2001),,"$6,894",,,,,,,,,,,,,,,,"$25,191","$755,249",,,,,,,"$325,957",,,,"$27,376",,,,,,"$97,854",,,,,,,,,"$5,075,197",,,,,"$41,208",,,,,,,,,,,,,,,,,,,,,,,,,,,"$145,302",,,,
0247425,,In the Bedroom (2001),,"$728,030",,,,,,,,,"$93,144",,,,,"$21,102",,,"$35,930,604",,,,,,,"$75,228","$373,200",,,,,,,,,"$288,479",,,,,,,,,"$646,725",,,"$44,930","$62,619",,,,,,,,,,,,,,,,,,,"$1,394,402",,,,"$38,231",,,,,"$945,047",,,,
0062994,,Funny Girl (1968),,$373,,,,,,,,,,,,,,,,,"$52,223,306",,,,,,,$957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0053472,,Breathless (1960),,"$18,176",,,,,,,,,,,,,,,,,"$414,173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$550,,,,,,$792,,,,"$119,772",,,,,,,,,"$14,680",,,,,,,,,"$1,197",,,,
0209037,,Everybody's Famous! (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0076299,,The Last Wave (1977),,,,,,,,,,,,,,,,,,,$957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0075824,,That Obscure Object of Desire (1977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$103,,,,,,"$2,761",,,,,,,,,,,,,,,,,,,,,,,,,,
0080716,,Fame (1980),,,,,,,,,,,,,,,,,,,"$21,202,829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080745,,Flash Gordon (1980),,"$4,004",,,,,,,,,,,,,,,,,"$27,107,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,914",,,,
0159273,,Behind Enemy Lines (2001),,"$2,350,826","$121,965",,,,,"$25,916",,,,,,,,"$23,414",,,,,,,,,"$71,787","$728,276","$707,738",,,"$465,040","$300,421",,,,,"$934,724",,"$3,982,077",,,,,,,"$2,452,389",,,"$363,674","$288,510","$320,688",,,,,,,,,,,,,,,,"$337,818",,"$1,499,367",,,,"$851,482",,,,,"$3,809,270",,,,
0242252,,The Affair of the Necklace (2001),,,,,,,,,,,,,,,,"$2,411",,,,,,,,,,,,,,,"$28,673",,,,,"$12,375",,"$314,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$369,352",,,,,,,,,,,,,
0193560,,Texas Rangers (2001),,"$16,662",,,,,,,,,,,,,,,,,,,,,"$3,449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,884",,"$90,705",,,,"$8,579",,"$6,087",,,,,,,
0240772,,Ocean's Eleven (2001),,"$11,289,006","$2,811,844",,,,"$6,115,943","$141,551",,,,,,,,"$371,177",,,,,,,"$299,383",,"$1,650,224","$24,187,088","$24,075,928",,,,"$367,198",,,,,"$15,751,112",,"$51,987,627",,,,,,,"$10,011,623",,,"$7,767,857","$1,444,795","$1,749,216",,,,,,,,,,,,,,,,"$1,473,430","$6,410,386","$11,990,830",,,,"$1,899,052",,,,,"$35,757,096",,,,
0233841,,Baran (2001),,,,,,,,,,,,,,,,,,,"$125,900",,,,,,,,,,,,,,,,,"$15,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,668",,,,,,,,,,,,,
0270259,,The Business of Strangers (2001),,"$16,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0283509,,No Man's Land (2001),"$167,326","$112,675",,,,,,"$10,040",,,"$23,712",,,,,,,,,,,,,,,"$858,582","$68,058",,,,,,,,,"$561,709",,,,,,,,,"$23,994",,,,,"$35,912",,,,,,,,,,,,,,,,,,"$398,700",,,,"$24,908",,,,,,,,,
0211915,,Amélie (2001),"$587,337","$3,336,919","$1,008,637",,,,,"$25,068",,,,,,,,"$654,778",,,"$33,225,499",,,,,,"$1,303,623","$44,454,020","$15,361,219",,,"$439,255","$263,633",,,,,"$6,991,860",,,,,,,,,"$1,618,795",,,"$1,780,773","$418,626","$1,220,896",,,,,,,,,"$252,657",,,,,"$3,937",,"$24,540","$90,050","$6,820,670",,,,"$693,701",,,,,"$6,285,731",,,,
0277371,,Not Another Teen Movie (2001),,"$2,715,651","$768,219",,,,"$978,602","$14,910",,,"$36,666",,,,,"$83,679",,,"$38,252,284",,,,,,,"$4,219,670","$5,383,475",,,,"$98,040",,,,,,,,,,,,,,"$1,162,667",,,"$643,117","$324,176","$100,112",,,,,,,,,,,,,,,,"$317,461",,"$1,078,396",,,,,,,,,"$2,506,023",,,,
0259711,,Vanilla Sky (2001),,"$3,728,281","$1,335,007",,,,,"$70,648",,,,,,,,"$234,533",,,,,,,,,"$672,205","$5,954,104","$8,161,728",,,"$754,794","$255,982",,,,,"$6,540,811",,"$24,768,144",,,,,,,"$3,932,113",,,"$1,478,588","$432,197","$473,536",,,,,,,,,,,,,,,,"$373,789","$5,955","$2,146,983",,,,"$838,940",,,,,"$13,081,296",,,,
0280778,,Iris (2001),"$21,989","$979,005","$65,241",,,,"$74,724","$5,518",,,"$21,516",,,,,"$3,256",,,,,,,,,,,"$585,073",,,,,,,,,"$90,489",,,,,,,,,"$293,793",,,"$230,398","$404,805",,,,,,,,,,,,,,,,,,,"$596,846",,,,"$85,260",,,,,"$5,200,178",,,,
0283431,,Kandahar (2001),,"$7,045",,,,,,,,,,,,,,,,,,,,,,,,"$858,489","$318,424",,,"$23,926",,,,,,"$5,792,963",,,,,,,,,"$90,652",,,"$83,006",,,,,,,,,,,,,,,,,,,,"$321,932",,,,,,,,,,,,,
