imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kenya,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Norway,Palestine,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0053221,,Rio Bravo (1959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$63,,,,,,,,,,,,,,,,,,"$24,638",,,,,,,,,,,,,,
0025746,,The Scarlet Empress (1934),,,,,,,,,,,,,,,,,,,,,,,,,,"$3,299",,,,,,,,,,,,,,,,,,,,,,,$54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0244316,,Yi Yi (2000),,,,,,,,,,,,,,,,,,,"$1,136,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,442",,,,,,,,,,,,,,
0255798,,The Animal (2001),,"$2,959,006","$417,118",,,,"$980,796","$29,605",,,,,,,,"$54,181",,,"$57,743,062",,,,,,,"$442,203","$2,013,496",,,,,,,,,"$418,392",,,,,,,,,,,,"$331,079",,,,,,,,,,,,,,,,,,,,"$2,323,167",,,,"$246,914",,,,,"$1,100,992",,,,
0161083,,What's the Worst That Could Happen? (2001),,"$208,498",,,,,,,,,,,,,,,,,,,,,,,,"$3,206","$559,075",,,,,,,,,"$21,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,519,436",,,,,,,,,"$105,463",,,,
0251075,,Evolution (2001),,"$2,904,537","$807,076",,,,,,,,,,,,,"$155,066",,"$438,166",,,,,,,,,"$7,083,374",,,,,,,,,,,,,,,,,,"$2,635,884",,,,,,,,,,,,,,,,,,,,,,,,,,,"$317,977",,,,,"$10,786,711",,,,
0244244,,Swordfish (2001),,"$7,694,768","$708,000",,,,"$2,003,175","$107,041",,,,,,,,"$131,148",,"$547,930",,,,,,,,"$3,938,709","$4,680,403",,,,"$262,806",,,,,,,,,,,,,,"$2,955,415",,,"$1,403,798",,,,,,,,,,,,,,,,,,,,,,,,"$1,100,298",,,,,"$10,182,800",,,,
0254099,,The Anniversary Party (2001),,"$19,696",,,,,,,,,"$15,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0234288,,Divided We Fall (2000),"$59,906",,,,,,,,,,"$6,744",,,,,"$359,435",,,"$1,332,586",,,,,,,,"$60,313",,,,,,,,,,,,,,,,,,"$74,382",,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,386",,,,,,,,,
0045810,,Gentlemen Prefer Blondes (1953),,,,,,,,,,,,,,,,,,,,,,,,,,$648,,,,,,,,,,,,,,,,,,,,,,,$421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084805,,Tootsie (1982),,,,,,,,,,,,,,,,,,,"$177,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0230011,,Atlantis: The Lost Empire (2001),,"$1,145,414","$1,066,135",,,,,"$43,427",,,,,,,,"$70,285",,,,,,,,,"$399,217","$22,076,350","$7,159,686",,,,"$158,465",,,,,"$5,016,119",,"$8,834,890",,,,,,,,,,"$620,543",,"$1,530,360",,,,,,,,,,,,,,,,,,"$5,564,048",,,,,,,,,"$8,597,152",,,,
0146316,,Lara Croft: Tomb Raider (2001),"$2,010,302","$8,428,397","$1,667,321",,"$1,512,667",,"$2,661,625","$101,404","$742,940",,"$544,117","$2,137,721","$857,103","$173,679","$129,538","$335,740","$626,687","$1,167,968",,,,,"$202,896",,"$1,034,734","$11,576,113","$12,788,541","$1,823,918",,"$2,116,358","$722,358","$178,693","$2,377,639","$454,990","$895,603","$5,079,130",,"$21,444,178","$50,735",,"$140,874",,,"$722,893","$5,206,219","$506,006",,"$2,201,626","$687,641","$1,236,825",,"$257,880","$1,441,193","$1,095,471","$1,456,737",,"$115,639",,"$1,336,623",,,,"$1,280,390",,"$175,115","$1,294,916","$2,000,000","$7,736,638",,"$1,678,539",,"$3,539,771","$1,371,262","$1,545,005",,,"$18,403,392",,"$408,682",,
0240462,,Dr. Dolittle 2 (2001),,"$5,353,930","$1,093,832",,,,,,,,,,,,,"$140,146",,"$223,706",,,,,,,,,"$7,315,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,660,350",,,,
0232500,,The Fast and the Furious (2001),,"$5,146,982","$1,204,941",,,,"$1,378,170","$96,589",,,,,,,,"$156,206",,"$260,345","$144,745,925",,,,,,,"$5,163,335","$7,651,437",,,,,,,,,"$2,851,994",,,,,,,,,"$3,336,146",,,"$1,370,322","$3,842",,,,,,,,,,,,,,,,,,$938,"$3,944,871",,,,"$223,593",,,,,"$9,246,011",,,,
0212720,,A.I. Artificial Intelligence (2001),,"$2,093,647","$474,726",,,,"$3,831,448","$56,989",,,,,,,,"$85,765",,"$271,132","$78,616,689",,,,,,,"$8,060,796","$5,427,942",,,"$2,421,307",,,,,,,,,,,,,,,"$6,509,634",,,"$778,808",,,,,,,,,,,,,,,,,,,,"$3,769,575",,,,"$1,592,040",,,,,"$11,662,544",,,,
0255819,,Baby Boy (2001),,"$25,468",,,,,,,,,,,,,,,,,,,,,,,,"$54,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,881",,,,,,,,,"$66,594",,,,
0250224,,Crazy/Beautiful (2001),,"$154,206",,,,,,,,,,,,,,"$10,517",,,,,,,,,,"$89,107","$154,851",,,,,,,,,,,,,,,,,,,,,"$80,222","$72,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$200,405",,,,
0215139,,Russian Doll (2001),,"$186,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0203119,,Sexy Beast (2000),,"$460,358","$14,957",,,,,,,,,,,,,"$10,931",,,"$6,946,056",,,,,,,,"$462,770",,,,,,,,,,,,,,,,,,"$150,191",,,"$197,120",$216,,,,,,,,,,,,,,,,,,,"$82,442",,,,,,,,,"$667,818",,,,
0203632,,The Princess and the Warrior (2000),,"$24,211",,,,,,,,,,,,,,,,,"$872,091",,,,,,,,,,,,,,,,,,,,,,,,,,"$88,124",,,,,"$20,432",,,,,,,,,,,,,,,,,,,,,,"$12,809",,,,,,,,,
0243493,,The Closet (2001),,"$553,872",,,,,,,,,"$168,399",,,,,"$16,669",,,,,,,,,,,"$295,699",,,"$19,102",,,,,,,,,,,,,,,"$274,631",,,,"$150,023",,,,,,,,,,,,,,,,,,,"$1,442,620",,,,,,,,,"$260,463",,,,
0228786,,The Crimson Rivers (2000),,"$45,270",,,,,,,,,,,,,,"$157,748",,"$59,551","$594,966",,,,,,,,"$3,916,482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,714",,,,,,,,,,,,,,,,,
0210217,,Pandaemonium (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,962",,,,
0239395,,Cats & Dogs (2001),,"$8,401,173","$942,596",,,,"$2,203,695",,,,,,,,,"$124,235",,"$243,567",,,,,,,,"$3,975,972","$4,767,739",,,"$1,223,181",,,,,,,,,,,,,,,"$7,811,237",,,"$841,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,387,641",,,,
0271027,,Kiss of the Dragon (2001),,"$1,773,190","$263,387",,,,"$79,124","$18,628",,,,,,,,,,"$100,312",,,,,,,,,"$1,934,252",,,,,,,,,,,,,,,,,,"$743,241",,,"$552,413",,,,,,,,,,,,,,,,,,,,"$550,073",,,,"$71,368",,,,,"$1,871,100",,,,
0257106,,Scary Movie 2 (2001),,"$1,976,869","$1,260,878",,,,"$3,436,552","$34,869",,,,,,,,"$161,864",,"$430,839",,,,,,,,"$10,823,566","$9,509,696",,,"$502,831",,,,,,,,,,,,,,,"$3,558,106",,,"$2,026,729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,264,624",,,,
0245238,,Lost and Delirious (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$82,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,194",,,,,,,,,,,,,
0249380,,Baise-moi (2000),,"$150,852",,,,,,,,,,,,,,,,,"$420,224",,,,,,,,,,,,,,,,,,,,,,,,,,"$286,989",,,,"$58,860",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,019",,,,
0224578,,The Vertical Ray of the Sun (2000),,"$73,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,948",,,,
0091983,,Something Wild (1986),,,,,,,,,,,,,,,,,,,"$8,362,969",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047811,,All That Heaven Allows (1955),,,,,,,,,,,,,,,,,,,,,,,,,,$170,,,,,,,,,,,,,,,,,,,,,,,$117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0069467,,Cries & Whispers (1972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,073",,,,"$7,893",,,,,,,,"$1,522",,,,,,,,,,"$8,480",,,,
0048261,,Kiss Me Deadly (1955),,,,,,,,,,,,,,,,,,,"$726,000",,,,,,"$4,871",,,,,,,,,,,,,,,,,,,,,,,,$217,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,307",,,,
0063227,,The Lion in Winter (1968),,,,,,,,,,,,,,,,,,,"$18,177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0051036,,Sweet Smell of Success (1957),,,,,,,,,,,,,,,,,,,,,,,,,,"$7,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$368,,,,,,,,,,,,,,,,,,,,,,,,,,
0049966,,Written on the Wind (1956),,,,,,,,,,,,,,,,,,,,,,,,,,"$13,495",,,,,,,,,,,,,,,,,,,,,,,$668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0076786,,Suspiria (1977),,$512,,,,,,,,,,,,,,,,,,,,,,,,"$3,661",,,,,,,,,,,,,,,,,,,,,,,"$21,499",,,,,,,,,,,,,,,,,,,,,,,,,"$8,917",,,"$8,670",,,,
0089461,,The Last Dragon (1985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0163862,,T-Rex: Back to the Cretaceous (1998),,"$3,857,135",,,,,,,,,,"$80,546",,,,,,,"$53,354,743",,,,,,,,,,,,,,,,,,,,,,,,,,"$243,383",,,,,,,,,,,,,,,,,,,,,,"$35,117",,,,,"$65,544",,,,,,,,,
0173840,,Final Fantasy: The Spirits Within (2001),,"$2,567,656","$662,168",,,,,,,,,,,,,"$148,046",,"$184,210",,,,,,,,"$7,425,304","$5,800,864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,299,096",,,,"$237,083",,,,,"$3,422,705",,,,
0250494,,Legally Blonde (2001),,"$5,264,546","$961,940",,,,"$1,387,059","$17,920",,,,,,,,"$184,468",,,"$96,520,674",,,,,,,"$1,635,410","$8,161,883",,,"$54,707","$325,307",,,,,"$159,545",,"$1,025,333",,,,,,,"$1,570,964",,,"$1,252,269","$547,545",,,,,,,,,,,,,,,,,,,"$1,809,047",,,,"$350,590",,,,,"$8,775,064",,,,
0227445,,The Score (2001),,"$1,707,751","$204,558",,,,"$1,194,793","$84,590",,,,,,,,"$99,535",,,,,,,,,,"$3,834,397","$1,750,126",,,"$288,122",,,,,,"$3,264,915",,,,,,,,,"$1,416,958",,,"$968,542","$169,810",,,,,,,,,,"$14,033",,,,,,,"$354,508",,"$23,697,286",,,,"$485,417",,,,,"$6,097",,,,
0242193,,Bully (2001),,"$11,399",,,,,,,,,,,,,,,,,,,,,,,,"$97,230",,,,,,,,,,,,,,,,,,,"$65,426",,,,,,,,,,,,,,,,,,,,,,,"$49,942",,,,,,,,,,,,,
0227005,,Made (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,605",,,,
0245280,,Michael Jordan to the Max (2000),,"$644,472",,,,,,,,,,,,,,,,,"$18,650,521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$54,,,,
0278475,,Haunted Castle (2001),,"$3,786,220",,,,,,,,,,,,,,,,,"$13,651,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$325,670",,,,,,,,,,,,,,,,,,,,,,
0094739,,Big Business (1988),,,,,,,,,,,,,,,,,,,"$40,150,487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0094747,,Bird (1988),,,,,,,,,,,,,,,,,,,"$2,181,286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$188,,,,,,,,,,,,,,,,,,,,,,,,,,
0094828,,Camille Claudel (1988),,,,,,,,,,,,,,,,,,,"$3,331,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092929,,Drowning by Numbers (1988),,,,,,,,,,,,,,,,,,,"$424,773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,266",,,,
0095360,,Imagine: John Lennon (1988),,,,,,,,,,,,,,,,,,,"$3,753,977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095489,,The Land Before Time (1988),,,,,,,,,,,,,,,,,,,"$48,092,846",,,,,,,"$1,373",,,,,,,,,,,,,,,,,,,"$114,738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095801,,Bagdad Cafe (1987),,,,,,,,,,,,,,,,,,,"$3,587,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$144,526",,,,,,,,,,,,,,
0089907,,The Return of the Living Dead (1985),,,,,,,,,,,,,,,,,,,"$14,237,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095993,,Return to Snowy River (1988),,,,,,,,,,,,,,,,,,,"$13,687,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084296,,The Man from Snowy River (1982),,,,,,,,,,,,,,,,,,,"$20,659,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096018,,Running on Empty (1988),,,,,,,,,,,,,,,,,,,"$2,835,116",,,,,,,"$12,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096256,,They Live (1988),,,,,,,,,,,,,,,,,,,"$13,008,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096289,,Torch Song Trilogy (1988),,,,,,,,,,,,,,,,,,,"$4,865,997",,,,,,,"$2,453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096316,,Tucker: The Man and His Dream (1988),,,,,,,,,,,,,,,,,,,"$19,656,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096794,,Always (1989),"$47,169","$318,024","$128,187",,"$406,014",,"$927,405",,,"$8,859","$2,558",,"$9,390",,,,,"$79,947",,"$6,882",,$105,,,"$171,130","$3,718,307","$1,549,140","$30,639",,"$100,907",,,,,"$45,120","$1,314,789",,"$7,945,399",,,,"$13,202",,"$6,901","$69,891",,,"$237,803","$23,166","$98,547",,"$17,660","$81,372",,"$169,116",,,,,,,,"$133,101",,,"$195,986",,"$1,496,187",,"$181,388","$505,520","$637,476","$104,285",,,,"$1,508,633",$455,"$8,628",,
0096928,,Bill & Ted's Excellent Adventure (1989),,"$22,397",,,,,,,,,,,,,,,,,"$40,485,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0097142,,Dad (1989),,,"$4,382",,,,,,,,,,,,,,,,"$22,103,037",,,,,,,,"$19,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,710,297",,,,,,,
0097235,,The Dream Team (1989),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,850",,,,,,,,,,,,,,,,,,,,,,
0097478,,Happy Together (1989),,,,,,,,,,,,,,,,,,,"$70,912",,,,,,"$4,745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0163025,,Jurassic Park III (2001),,"$5,472,737","$1,327,799",,,,,"$75,496",,,,,,,,"$310,132",,"$747,228",,,,,,,,"$10,534,113","$17,648,925",,,,,,,,,,,"$41,288,913",,,,,,,"$12,662,384",,,"$2,369,767",,,,,,,,,,,,,,,,,,,,"$7,783,212",,,,"$868,180",,,,,"$26,485,776",,,,
0265029,,America's Sweethearts (2001),,"$3,996,157","$774,551",,,,"$1,795,563","$46,370",,,,,,,,"$120,294",,"$984,609",,,,,,,,"$3,011,986","$6,841,254",,,"$251,474","$164,737",,,,,"$3,701,440",,"$2,718,680",,,,,,,"$3,490,807",,,"$1,626,396",,,,,,,,,,,,,,,,,,,,"$4,000,247",,,,"$427,287",,,,,"$8,119,591",,,,
0222851,,Brother (2000),,"$35,217",,,,,,,,,"$2,682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,889",,,,
0162346,,Ghost World (2001),,"$307,147",,,,,,,,,,,,,,,,,"$6,217,849",,,,,,,"$357,656",,,,,,,,,,"$20,206",,,,,,,,,,,,"$64,451",$382,"$127,016",,,,,,,,,,,,,,,,,"$28,750","$190,246",,,,,,,,,"$587,742",,,,
0248845,,Hedwig and the Angry Inch (2001),,"$23,980",,,,,,,,,,,,,,,,,"$3,082,286",,,,,,,"$94,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$286,224","$14,281",,,,,,,,,"$43,549",,,,
0133152,,Planet of the Apes (2001),,"$6,060,123","$1,058,496",,,,"$5,037,114",,,,,,,,,"$215,818",,"$1,141,155",,,,,,,,"$20,231,900","$12,630,919",,,,,,,,,,,,,,,,,,,,,"$1,857,210",$94,,,,,,,,,,,,,,,,,,,"$11,997,374",,,,"$631,279",,,,"$1,156,088","$24,732,707",,,,
0237539,,Bread and Tulips (2000),,"$387,799","$137,909",,,,,,,,,,,,,,,,,,,,,,,,"$3,751,983",,,,,,,,,,,,,,,,,,"$116,037",,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,441",,,,,,,,,
0203540,,Greenfingers (2000),,"$161,127",,,,,,,,,,,,,,,,,,,,,,,,,"$50,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,431",,,,,,,,,"$42,424",,,,
0098206,,Road House (1989),,,,,,,,,,,,,,,,,,,"$30,050,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0098725,,Sweetie (1989),,,,,,,,,,,,,,,,,,,"$938,065",,,,,,,$497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0098577,,Vampire's Kiss (1988),,,,,,,,,,,,,,,,,,,"$725,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056868,,Billy Liar (1963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$87,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,066",,,,
0218922,,Original Sin (2001),,"$258,519","$115,118",,,,"$1,017,944","$31,011",,,,,,,,"$252,560",,,,,,,,,,,"$581,160",,,,"$63,895",,,,,,,,,,,,,,"$3,078,452",,,"$112,107","$80,171",,,,,,,,,,,,,,,,,,,"$1,919,618",,,,"$327,632",,,,,"$142,300",,,,
0247638,,The Princess Diaries (2001),,"$3,783,241","$1,925,253",,,,,"$22,613",,,,,,,,"$102,771",,,,,,,,,"$142,465","$657,186","$11,196,285",,,"$230,307",,,,,,,,"$3,229,000",,,,,,,"$4,010,592",,,"$1,022,663",,"$998,456",,,,,,,,,,,,,,,,,,"$1,985,977",,,,"$437,348",,,,,"$7,458,715",,,,
0266915,,Rush Hour 2 (2001),,"$6,284,063","$1,145,840",,,,"$1,732,622","$121,865",,,,,,,,"$29,973",,,,,,,,,,"$8,880,487","$10,742,000",,,,"$188,703",,,,,,,,,,,,,,"$3,886,531",,,"$1,656,652",,,,,,,,,,,,,,,,,,,,"$2,357,798",,,,"$1,168,667",,,,,"$16,213,289",,,,
0262826,,Thomas in Love (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$67,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0094868,,Chocolat (1988),,,,,,,,,,,,,,,,,,,"$2,344,286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056059,,Hatari! (1962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,276",,,,,,,,,,,,,,
0064285,,The Wild Child (1970),,,,,,,,,,,,,,,,,,,"$65,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0252866,,American Pie 2 (2001),,"$6,807,893","$3,145,051",,,,"$3,104,022","$94,968",,,,,,,,"$779,329",,"$481,605",,,,,,,"$925,107","$17,244,854","$30,006,457",,,"$323,777","$735,313",,,,,,,,,,,,,,"$5,260,926",,,"$2,854,341","$930,694",,,,,,,,,,,,,,,,,,,"$7,580,000",,,,"$398,454",,,,,"$26,052,174",,,,
0181739,,Osmosis Jones (2001),,"$6,620",,,,,,,,,,,,,,,,,,,,,,,,"$27,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0230600,,The Others (2001),,"$5,407,845","$461,178",,,,"$4,209,593",,,,,,,,,"$58,408",,,"$96,574,143",,,,"$367,774",,"$336,203","$7,674,181","$3,742,418",,,"$1,565,767","$131,442",,,,,,,"$10,682,636",,,,,,,"$10,854,640",,,"$1,458,892","$459,441","$437,272",,,,,,,,,,,,,,,,"$316,191","$6,248,365","$24,157,199",,,,"$770,974",,,,,"$16,769,803",,,,
0244000,,American Outlaws (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$2,158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,073",,"$1,409",,,,,,,,,,,,,
0250202,,All Over the Guy (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,829",,,,,,,,,
0250323,,The Deep End (2001),,"$181,174",,,,,"$171,844",,,,,,,,,,,,,,,,,,,,"$57,550",,,,,,,,,"$29,602",,,,,,,,,"$76,131",,,"$15,394",,"$17,880",,,,,,,,,,,,,,,,,,,,,,,,,,,"$257,951",,,,
0261983,,Session 9 (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,234,083",,,,,,,,,,,,,
0238112,,Captain Corelli's Mandolin (2001),,"$2,339,543","$116,658",,,,,"$11,727",,,,,,,,"$75,309",,,,,,,,,"$424,171",,"$947,708",,,,,,,,,,,,,,,,,,"$679,110",,,"$295,547",,,,,,,,,,,,,,,,,,,,"$1,139,874",,,,"$263,436",,,,,"$12,981,177",,,,
0250687,,Rat Race (2001),"$36,594","$2,054,209","$305,373",,,,"$974,163","$24,510",,,,,,,,"$165,993",,,,,,,,,,,"$3,509,883",,,,"$62,696",,,,,"$1,418,911",,"$2,310,386",,,,,,,"$1,929,844",,,"$1,260,583","$395,065","$138,112",,,,,,,,,,,,,,,,"$115,935",,"$1,218,855",,,,"$166,894",,,,,"$6,369,100",,,,
0251141,,Innocence (2000),,,,,,,,,,,,,,,,,,,"$2,202,382",,,,,,,"$8,184","$15,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0256524,,The Curse of the Jade Scorpion (2001),"$61,722","$76,573","$71,398",,,,,"$6,759",,,"$49,281",,,,,"$43,186",,,,,,,,,,"$3,328,556","$474,309",,,,"$51,230",,,,,,,,,,,,,,"$95,696",,,"$41,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0261392,,Jay and Silent Bob Strike Back (2001),,"$940,600",,,,,"$89,220",,,,,,,,,"$5,421",,,,,,,,,,"$37,820","$355,998",,,,"$33,647",,,,,"$10,843",,,,,,,,,,,,"$43,071","$37,734","$8,928",,,,,,,,,,,,,,,,,,,,,,"$11,030",,,,,"$1,317,826",,,,
0228333,,Ghosts of Mars (2001),,"$160,687",,,,,,,,,,,,,,,,,,,,,,,,"$1,937,390","$496,679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,964","$509,536",,,,,,,,,"$148,898",,,,
0221799,,An American Rhapsody (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$44,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,488",,,,"$4,171",,,,,,,,,
0206926,,Maybe Baby (2000),"$8,717",,"$144,545",,,,,,,,,,,,,,,,"$20,501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0203166,,Together (2000),"$23,919",,,,,,,,,,,,,,,,,,"$1,034,829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$662,053",,,,
