imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Jordan,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Peru,Philippines,Poland,Portugal,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
2193418,,Hammer of the Gods (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,949",,,,,,,,"$4,753",,,,,,,,,,,,
1468322,,Oblivion Island: Haruka and the Magic Mirror (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,130,376",,,,,,,,,,,,,,,"$20,323",,,,,,,,,,,,,,,,,,
1450320,,Days of Grace (2011),,,,,,,,,,,,,,,"$4,308",,,,,"$32,280",,,,,,,,,,,,,,,,"$435,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776196,,Fullmetal Alchemist: The Sacred Star of Milos (2011),,,,,,,,,,,,,,,,,,,,,,,,"$42,082",,,,,,,"$7,401,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103217,,Maniac (2012),,,"$76,798",,,,,,,,,,,,,,,,,"$906,305","$431,401",,,,,,,,,,,,,,,,,,,,,,,,,"$980,971",,,"$18,559",,,,$131,,,,,"$68,118",,,"$117,911",,,
1663662,,Pacific Rim (2013),"$3,985,564","$7,523,232","$823,455",,"$1,111,443","$365,547","$6,324,601","$203,722","$2,240,162","$111,940,000","$2,283,295","$168,494","$524,647","$980,471",,"$101,161","$958,789","$93,657","$474,988","$8,874,048","$6,402,830",,"$417,328","$4,088,871","$600,883","$115,423","$1,706,705",,"$264,936","$3,839,969","$14,503,917",,"$152,713",,"$5,069,216","$16,115,369","$1,914,070","$1,673,202","$14,699","$978,525","$1,880,249","$3,792,326","$980,584","$448,460",,"$20,628,123","$62,928","$3,874,840","$209,348","$51,060","$574,691","$18,186,611","$3,727,442","$1,621,801",,,"$3,776,120","$898,277","$2,186,270","$1,247,494","$12,785,909","$94,764","$2,850,594",
1924396,,The Best Offer (2013),"$349,060","$1,664,478",$231,,"$55,399",,"$267,695","$46,673",,,"$92,646",,"$88,519",,"$100,035",,,,,,"$165,055",,"$447,598",,,,,,"$552,711","$12,021,662",,,"$10,104",,,"$430,620",,"$209,540",,,,,"$392,587","$24,072",,"$1,023,453","$21,958","$11,216","$6,573","$2,627",,"$500,220","$2,371,645",,,,,,,"$11,562",,"$51,764",,
0816711,,World War Z (2013),"$8,451,740","$16,421,768","$2,052,689",,"$2,953,168","$711,149","$14,733,482","$537,895","$3,633,672",,"$4,071,576","$267,952","$673,954","$1,808,538","$202,807,711","$119,148","$913,238","$302,198","$1,028,176","$21,917,296","$18,076,871",,"$800,371","$5,491,725","$840,569","$214,257","$2,988,839",,"$953,376","$6,519,137","$19,210,592",,"$421,471",,"$5,071,487","$23,481,670","$3,618,999","$2,242,206","$98,446","$3,102,386","$4,357,170","$4,779,601","$2,256,289","$1,721,952",,"$24,831,147","$146,667","$3,468,560","$262,402","$147,489","$1,077,737","$31,486,070","$16,291,919","$4,409,274",,,"$3,380,000","$4,232,417","$2,361,184","$3,717,040","$22,009,608","$530,422","$3,644,551",
1535108,,Elysium (2013),"$1,553,039","$10,925,421","$1,278,827","$66,369","$1,898,846","$244,670","$9,114,746","$258,037","$1,209,799","$25,690,000","$1,896,574","$241,839","$642,002","$1,101,324",,"$82,717","$384,320","$41,235","$855,355","$13,329,272","$10,196,886","$14,661","$766,634","$1,112,105","$753,655","$92,822","$628,121",,"$755,534","$6,378,204","$7,648,083",,"$249,656",,"$2,580,127","$5,753,147","$2,674,852","$1,471,163","$223,304","$1,318,698","$1,332,621","$1,299,669","$1,923,775","$1,064,287",,"$15,806,340","$79,649","$1,537,579","$211,264","$85,221","$659,986","$8,252,809","$10,793,195","$2,935,472",,,"$1,789,196","$1,696,097","$1,739,291","$585,289","$14,040,874","$94,719","$1,694,849",
2532528,,Dirty Wars (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,120",,,,,,,,"$26,260",,,
1758610,,Unconditional (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,648",,,,,,,,,,,
0093970,,Sign 'o' the Times (1987),,,,,,,,,,,,,,,"$3,000,073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$900,,,,,,,,,,,,,,,,,,
1824254,,We Steal Secrets (2013),,"$156,645",,,,,$910,,,,,,,,,,"$10,544",,,,"$23,181",,,,,,,,,,,,,,,,,,,,"$4,508",,,,,,,,,,,,,"$7,602",,,,,,,"$87,277",$607,,
1932767,,What Maisie Knew (2012),,"$334,651","$10,976",,"$25,560",,"$100,453",,,,,,,,,,,,"$26,754",,"$94,386",,"$21,628",,,,,,,"$85,769",,,,,,"$53,821",,"$140,696",,,,,,"$12,700",,,,,,,,,"$196,668",,,,,"$2,170",,,"$538,676",,,
2510874,,Yamla Pagla Deewana 2 (2013),,"$79,814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,213",,,,,,,,,,,,,,,,,,,,,,,,,,
1767354,,Odd Thomas (2013),,,,,,,,,,,,,,,,,,,"$6,309",,,,,,,,,,,"$579,099",,,,,"$80,099",,,,,,,"$118,835",,,,,,,,,,,,,,,"$213,658",,,"$151,267",,,,
1690953,,Despicable Me 2 (2013),"$2,830,466","$32,712,318","$4,501,857",,"$5,186,485","$983,032","$35,538,035","$713,955","$5,164,930","$52,980,000","$4,830,551","$351,252","$1,775,870","$3,341,768",,"$65,290","$1,625,541","$162,281","$3,209,193","$40,876,376","$38,318,983",,"$1,825,257","$4,202,701","$1,832,078","$305,639","$891,916",,"$2,995,930","$21,587,196","$23,984,758",,"$806,965","$659,636","$4,880,635","$47,702,364","$10,669,906","$5,515,429","$39,649","$4,064,797","$4,102,065","$5,327,332","$3,142,004","$1,694,745",,"$35,110,025","$197,634","$5,650,376","$778,817","$437,596","$4,038,949","$6,109,051","$17,553,152","$6,000,041",,,"$2,311,710","$3,923,958","$1,983,331","$3,091,366","$72,278,042","$1,005,997","$10,935,072",
2334879,,White House Down (2013),"$587,524","$6,700,440","$958,635","$302,160","$1,028,998","$98,813","$3,529,001","$109,387","$600,590","$28,470,000","$918,394","$54,006","$103,205","$881,205",,"$100,032","$220,706","$136,369","$290,709","$4,825,388","$12,786,020","$26,070","$443,466","$969,873","$256,522","$53,306","$880,942",,"$867,268","$1,930,783","$9,999,789",,"$355,761",,"$2,384,226","$5,105,548","$1,968,055","$823,407","$389,783","$1,287,532","$1,143,294","$1,349,975","$249,407","$393,539",,"$4,143,731","$21,492","$1,587,186","$61,601","$32,344","$1,195,576","$3,542,825","$3,556,915","$1,029,176",,,"$1,812,322","$389,424","$516,493","$2,214,750","$7,066,280","$59,965","$1,795,483",
1213663,,The World's End (2013),,"$2,198,984","$187,771",,,,,,,,,,"$17,242",,"$26,004,851",,,,"$66,431","$390,982","$1,160,511",,,,,,,,,"$231,946",,,"$15,889",,,"$32,250",,"$664,895",,,,,,,,"$566,001",,"$96,367",,"$10,462",,,"$43,172",,,,"$14,694",,,"$138,810","$13,356,342",,,
2113822,,Back to 1942 (2012),,"$108,847",,,,,,,,,,,,,,,,,,,,,,"$356,437",,,,,,,,,,,,,,"$55,783",,,,,,,,,,"$83,109",,,,,,,,,"$1,357",,,,,,,
1893256,,Redemption (2013),,,,,"$169,998",,,"$131,037",,"$5,190,000",,"$10,506","$8,800",,,,,"$64,483",,"$1,225,423",,,,,"$165,344","$19,034",,,,"$840,390",,,"$37,279",,"$284,944","$279,375","$214,209",,"$11,426",,,"$42,872",,"$92,421",,"$1,378,933",,"$45,076",,,"$233,866",,"$628,224",,,,"$137,244",,"$220,031","$607,563","$595,736",,,
2404463,,The Heat (2013),"$339,110","$13,429,466","$1,049,591","$314,234","$1,488,553","$45,742","$3,552,393","$105,202","$330,539",,"$577,966","$125,100","$73,156","$534,945",,"$33,153","$175,299","$58,567","$279,729","$2,104,327","$5,089,964",,,"$586,619","$584,281","$154,836",,,"$473,510",,,,"$413,487",,"$250,934","$4,567,663","$2,651,807","$1,602,826","$156,038","$581,284","$606,128","$183,466","$430,399","$474,997",,"$4,905,113","$56,751","$280,188","$57,281","$88,960","$586,775",,"$518,951","$1,655,311",,,"$43,709","$159,305","$535,943","$1,063,742","$11,222,329","$82,193","$1,289,222",
2081311,,May I Kill U? (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,057",,,,,,,,,,,,,,,,,,
1210819,,The Lone Ranger (2013),"$6,487,228","$9,593,341","$1,729,867",,"$1,365,332","$244,637","$4,157,228","$334,781","$1,135,010","$12,940,000","$1,658,300","$72,632","$494,156","$1,517,283",,"$33,192","$805,117","$71,347","$1,362,743","$10,264,980","$10,803,543",,"$845,852","$1,105,442","$263,119","$119,637","$891,967",,"$817,337","$5,097,256","$20,676,296",,"$101,856",,"$2,077,406","$10,034,798","$3,196,615","$1,214,205",,"$1,706,494","$1,572,388","$627,578","$1,496,203","$840,287",,"$15,747,109","$44,825","$988,584","$100,741","$92,655","$311,473","$2,322,590","$8,126,397","$2,801,191",,,"$910,410","$1,564,733","$1,474,173","$1,174,592","$7,109,260","$248,303","$2,557,367",
1872880,,Happiness Never Comes Alone (2012),,"$327,748",,,,,,,,,"$35,571",,,,,,,,,,,,,"$37,331",,,,,,,,,,,,,,,,,,,,,,"$875,892",,,,,,,,,,,"$2,543",,,,,,,
2330866,,The Thieves (2012),,"$57,883",,,,,,,,"$2,950,000",,,,,"$685,839",,,,,,,,,"$343,591",,,,,,,,,,,"$199,243",,,"$3,494",,,,"$3,543",,,,,,"$184,575",,,,"$82,672,356","$2,307",,,,"$27,079",,,,,,,
2397619,,Woody Allen: A Documentary (2011),"$42,066",,,,,,,,,,,,,,,,,,,,,,,"$33,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$747,,
1124378,,Epitaph (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$134,486",,,,,,,,,,,,,,,,,"$4,398,570",,,,"$5,700",,"$45,279",,,,,,
1829012,,Passion (2012),,,,,"$81,141",,,,,,"$27,108",,,,,,,,,"$81,755","$101,172",,"$45,856","$16,340","$8,415","$4,441",,,,,,,,,,"$99,942",,,,,,,,"$52,892",,,,"$23,177",,,,,,,,,"$2,281","$76,915",,,,,,
1977739,,Call Girl (2012),,,,,,,,,,,,,,,,,,,,,,,,"$9,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450186,,V/H/S/2 (2013),"$146,054",,,,,"$9,309",,,"$87,388",,,,,,,,$604,,,,,,,,,,,,,,,,,,,,,,,,"$103,573",,,,,"$385,871","$5,402","$3,121",,,,,,,,,,"$2,316",,"$40,103",,,,
1060256,,Ichi (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,382,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722450,,Inadequate People (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$621,262",,,,,,,,,,,,,,,,,,
1714206,,The Spectacular Now (2013),,"$44,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,846",,,,,,,,,,,,,,,,,,"$6,548",,,,,,,,,,,,,
1932718,,Thanks for Sharing (2012),"$139,380","$303,704",,,"$40,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$570,947",,"$53,431","$12,467",,,,,"$158,014",,,,"$36,656",,"$23,118","$56,517",,"$228,098",,,,"$35,621",,,,"$768,175","$7,417",,
2179121,,What's in a Name? (2012),"$44,946",,"$114,034",,"$1,611,187",,"$242,659",,,,,,,,,,,,,"$25,601,451","$731,801",,"$107,972",,"$7,047",,,,,"$1,213,056",,,,,,,"$64,894",,,,,,,"$10,497",,,,,,,,,"$1,456,655","$26,515",,,,,,,,"$62,755",,
2216240,,A Hijacking (2012),,,,,"$31,849",,,,,,,"$3,118",,"$1,661,042",,,,,,"$133,477",,,"$46,777",,,"$5,707",,,,,,,,,,,"$91,161",,,"$76,803",,,,,,,,,,,,,,,,,,,,,"$224,073",,,
2205697,,Stuck in Love. (2012),"$32,145","$135,022",,,,,,,,,,,,,,,,,,,,,"$40,120",,,,,,,,,,"$12,651",,,,,,,,,,,,,,,"$76,743",,,,,"$486,440",,,,,,,"$8,251","$104,128","$1,100",,
2334649,,Fruitvale Station (2013),,,"$8,564",,"$35,331",,"$44,673",,,,,,,,,,,,,"$247,770","$91,706",,,"$21,723",,,,,,,,,,,,,,,,,,,,"$3,960",,,,"$4,976",,,"$8,235",,,"$76,865",,,,"$10,624",,,"$145,080",,,
2356180,,Bhaag Milkha Bhaag (2013),,"$288,324",,,,,,,,,,,,,,,,,,,,,,,,,"$15,225,379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$400,862",,,
2385104,,D-Day (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,209",,,,,,,,,,,,,,,,,,,,,,,,,,
2296404,,Tai Chi Hero (2012),,,,,,,,,,,,,,,,,,,,,,,,"$123,950",,,,,,,,,,,,,,,,,,,,,,,,"$471,020",,,,,,,,,"$38,447",,,,,,,
0790736,,R.I.P.D. (2013),"$236,852","$1,086,899","$331,505",,"$277,274","$114,209","$1,289,629","$209,172",,,,"$51,260","$170,861",,,"$5,380",,"$25,137",,"$2,117,952","$2,257,156",,,"$788,238","$119,770","$41,791","$68,071",,"$315,690","$77,181","$1,335,979",,"$52,321",,"$2,458,408","$1,075,984",,,"$18,593","$245,659","$594,604","$478,801","$380,181","$219,560",,"$13,198,859","$8,202","$976,755","$44,435","$34,241","$340,094","$481,065","$1,456,279",,,,"$1,302,970","$612,128","$1,398,237","$884,762","$2,244,840","$8,506",,
2495118,,Ip Man: The Final Fight (2013),,,,,,,,,,"$1,700,000",,,,,,,,,,,,,,"$1,122,012",,,,,,,,,,,"$728,764",,,"$17,513",,,,,,,,,,"$360,828",,,,,,,,,,,,,,,,
1741243,,Pawn Shop Chronicles (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,992",,,,,,,
1480295,,Killing Season (2013),"$79,766",,,,,,,,,,,"$8,331",,,,,"$30,834",,,,,,,,,,,,,,,,"$16,211",,"$79,724","$297,617",,,,,"$61,877",,,"$27,088",,,,"$39,692",,,"$34,631",,,,,,,,,"$355,670",,,,
1918886,,Joker (2012),,"$45,461",,,,,,,,,,,,,"$169,181",,,,,,,,,,,,"$5,000,817",,,,,,,,"$22,440",,,"$22,630",,,,,,,,"$3,788",,,,,,,,,,,,,,,"$230,579",,,
2375574,,A Field in England (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,349",,,
1457767,,The Conjuring (2013),"$1,039,470","$7,135,417","$1,048,011",,"$3,020,858","$368,327","$7,819,451","$85,296","$4,503,022",,"$3,832,226","$96,935","$573,751","$626,034","$137,446,368","$6,044","$1,152,572","$446,047","$452,463","$9,877,497","$4,620,218",,"$1,258,341","$993,194","$304,912","$148,656","$3,794,888",,"$442,234","$4,714,172",,,"$131,643",,"$3,736,613","$18,948,011","$1,383,781","$1,221,400","$20,851","$1,499,106","$2,304,727","$1,348,452","$1,777,532","$429,876",,"$10,044,616","$55,591","$2,164,452","$179,443","$24,649","$448,703","$15,213,635","$7,966,735","$925,497",,,"$602,480","$893,912","$532,571","$1,097,786","$16,208,592","$236,769","$3,618,768","$69,026"
1160996,,The Colony (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,625",,,"$236,555",,,,,,"$28,465",,,,,,"$56,798",,,"$8,568",,,,,,,,,"$204,792",$62,,,
1860353,,Turbo (2013),"$3,872,737","$11,821,739","$1,578,234","$180,124","$4,220,602","$185,667","$5,302,514","$258,692","$3,203,630","$18,140,000","$1,688,563","$297,952","$748,695","$1,357,211",,"$21,844","$767,925","$38,761","$939,791","$23,217,206","$10,813,425",,"$311,044","$710,742","$887,536","$98,748","$268,863",,"$1,696,510","$5,989,191",,,"$78,617","$264,824","$1,072,475","$10,176,921","$4,513,488","$1,628,422","$91,126","$1,870,407","$1,384,458","$922,553","$2,197,175","$1,193,611",,"$13,942,780","$117,020","$869,441","$584,084","$218,151","$877,032","$11,686,270","$7,428,832","$2,761,789",,,"$528,540","$871,685","$640,715","$1,045,216","$19,076,286","$263,872","$5,303,110",
1430132,,The Wolverine (2013),"$4,122,643","$14,391,290","$1,428,061","$303,469","$2,371,828","$416,358","$21,412,596","$379,034","$2,127,415","$40,570,000","$4,391,820","$161,011","$582,791","$1,319,246",,"$118,152","$1,404,250","$163,237","$672,122","$18,286,178","$11,662,454",,"$904,403","$3,177,864","$633,250","$129,206","$4,634,468",,"$1,016,336","$6,545,350","$7,991,915",,"$296,388",,"$3,832,033","$17,021,460","$2,313,537","$1,914,274","$407,844","$1,717,885","$2,675,287","$3,960,367","$868,859","$1,239,927",,"$22,277,049","$139,219","$3,885,056","$205,283","$63,525","$1,280,590","$6,967,413","$6,062,081","$2,413,154",,,"$2,711,548","$2,570,306","$1,251,853","$2,036,679","$21,087,118","$158,626","$3,125,594",
2338846,,Gold (2013),"$87,693","$75,495",,,,,,"$1,921",,,,,"$49,424",,,,,,"$21,506","$441,393","$100,481",,"$115,108",,,"$15,604",,,,,"$324,799",,,"$37,458",,,,"$82,453",,"$21,070",,,"$136,295","$4,207","$146,033",,,,,"$12,107","$51,851",,"$263,074",,,,,"$3,023",,"$444,015",,,,
1307963,,Let's Make Money (2008),,,"$1,616,389",,"$18,055",,,,,,,,,,,,,,,"$398,586","$1,595,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,746",,"$25,113",,,,,,,,,
2265398,,Drinking Buddies (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,573",,,
1821694,,RED 2 (2013),"$401,800","$3,990,205","$878,175",,"$403,106","$22,581","$2,406,557","$227,203","$112,822","$8,980,000","$229,098","$110,608","$272,110","$395,808",,"$24,955","$31,979","$47,853","$246,259","$5,386,125","$4,313,800",,"$274,386","$564,956","$396,962","$95,217",,,,"$2,939,329","$7,426,857",,"$358,423",,"$956,398","$903,803","$1,271,003","$932,970","$22,793","$278,870","$372,336","$367,154","$524,114","$342,951",,"$7,693,665","$23,394","$1,099,679","$57,229","$48,022","$469,699","$18,883,223","$1,829,032","$107,000",,,"$791,170","$695,951",,"$1,492,812","$4,398,563","$36,813","$241,626",
1911662,,Vehicle 19 (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$591,299",,,,,,,,,,,,,"$45,159",,,,,,,,,"$31,606",,,,,,,
2625030,,New World (2013),,,,,,,,,,,,,,,"$457,806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,213,857","$2,265",,,,,,,,,,,
1654523,,Night Train to Lisbon (2013),,"$133,381",,,,,"$349,957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$81,798",,,,,,,,,,,,,,"$499,061",,,,,,,,,,,,
1272878,,2 Guns (2013),"$345,523","$4,657,199","$559,681",,"$890,618","$4,001","$954,417","$167,127","$38,121",,,"$112,947","$48,110","$605,102",,"$77,889","$52,363","$83,629","$297,870","$2,935,795","$5,869,674","$20,978","$225,343","$271,725","$289,577","$273,924","$169,004",,"$606,972","$2,812,595","$1,827,612",,"$289,087",,"$958,506","$1,418,768","$2,246,994","$439,797","$270,161","$663,450","$277,461","$211,615","$368,369","$363,382",,"$4,068,079","$40,326","$574,616","$56,485","$51,096","$522,516","$46,404","$3,110,400","$641,799",,,"$429,717","$257,763","$561,322","$1,674,147","$6,903,295","$22,541",,
1748043,,Hell and Back Again (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$315,,,
2459022,,Lost in Thailand (2012),,,,,,,,,,"$190,727,510",,,,,,,,,,,,,,"$85,479",,,,,,,,,,,"$24,584",,,,,,,,,,,,,,,,,,,,,,"$165,137",,,,,,,
1935914,,The Last Days (2013),,,,,,,,,,"$1,290,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,994",,,,,,,,,,,,,,,,,,
1730687,,Darling Companion (2012),,,,,,,,,,,,,,,,,,,,,,,"$20,025",,,,,,,,,,,,,,,,,,,,,"$12,723",,,,,,,"$78,968",,"$221,443",,,,,"$18,544",,"$11,739",,,,
2334873,,Blue Jasmine (2013),"$2,176,995","$5,537,107","$985,434",,"$1,001,558","$9,164","$2,397,683","$93,410","$257,981",,,"$70,914","$311,018","$1,049,419",,,"$7,159",,"$473,267","$12,667,080","$4,884,773",,"$1,439,152","$238,323","$110,638","$45,055",,,,"$5,106,120","$1,708,467",,,,,"$1,264,968","$1,906,867","$549,377","$3,037","$282,990","$133,014",,"$2,274,283","$478,994",,"$1,013,190","$25,867","$122,322","$50,779","$42,619","$176,214","$369,174","$6,299,612","$975,615",,,"$23,784","$482,813",,,"$8,367,912","$210,350","$74,825",
2358891,,The Great Beauty (2013),"$496,347","$948,315","$87,381",,"$422,272",,"$1,284,233",,,,,,"$119,779",,"$2,852,400",,,,"$225,617","$314,467","$841,583",,"$143,287","$38,226",,,,,,"$9,535,868",,,,"$70,961",,"$232,805","$2,706,032","$106,967",,,,,"$249,772","$62,891",,"$81,460",,,,,"$37,135",,"$2,227,594","$333,783",,,,"$24,781",,,"$1,516,117","$51,979",,
2292959,,The Canyons (2013),,,,,,,,,,,,,,,,,,,,"$72,642",,,,,,,,,,"$133,644",,,,,,,,,,,,,,,,,,"$4,515",,,,,,,,,,"$2,559",,,,,,
1854564,,Percy Jackson: Sea of Monsters (2013),"$1,535,777","$6,894,982","$767,615","$71,581","$1,761,266","$266,780","$11,241,416","$232,483","$1,188,701",,"$2,073,676","$34,260","$413,982","$294,851",,"$47,521","$826,158",,"$257,921","$13,465,171","$6,595,631",,"$169,626","$1,962,554","$275,650","$41,727","$509,503",,"$437,951","$4,149,811","$4,593,659",,"$123,848",,"$3,440,647","$6,506,783","$1,326,070","$1,219,106","$225,447","$653,674","$1,463,979","$3,224,079","$768,468","$285,265",,"$12,642,542","$27,813","$2,203,712","$74,419",,"$549,480","$3,468,826","$2,748,608","$762,256",,,"$2,315,703","$1,012,604","$782,654","$693,275","$11,375,595","$114,614","$2,720,169",
2017020,,The Smurfs 2 (2013),"$4,181,540","$12,274,956","$3,501,020","$563,436","$6,026,331","$612,049","$14,552,378","$570,627","$2,368,930","$22,060,000","$5,244,264","$1,266,600","$2,173,033","$2,755,231",,"$59,288","$1,883,820","$160,873","$1,511,509","$19,434,414","$23,140,762","$16,075","$1,997,836","$1,268,683","$1,219,425","$216,350","$1,050,395",,"$4,944,203","$9,705,956","$449,720",,"$790,887","$272,337","$1,784,991","$12,002,955","$6,969,340","$1,782,160","$140,338","$2,679,796","$4,765,888","$850,131","$4,810,442","$1,817,882",,"$12,502,689","$552,934","$1,376,470","$961,660","$778,203","$2,161,365","$5,374,219","$13,290,048","$3,708,500",,,"$758,159","$5,885,941","$900,310","$2,665,951","$18,884,203","$542,223","$6,236,042",
0469021,,Alan Partridge (2013),,"$167,616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,886",,,,,,,,,,,,,,,,,,,,,,,"$9,573,673",,,
2007360,,Computer Chess (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,811",,,
0787442,,The Attack (2012),,,,,"$92,895",,,,,,,,,,,,,,,"$307,450",,,"$15,689",,,,,,,,,,,,,,,,,,,,,,,,,"$3,157",,,,,,,,,,,,,,,,
2908228,,My Little Pony: Equestria Girls (2013),,,,,,,,,"$20,341",,"$82,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$314,194",,,,,,,,,,,,,,,,,,,,,"$1,480",,
2016940,,Man of Tai Chi (2013),,,,,,,,,,"$4,280,000",,,,,,,,,,"$28,633","$111,326",,,,,,,,,,,,"$28,871",,"$195,405",,,"$5,478",,,,"$101,043",,,,,,"$77,094",,,,,"$32,321",,,,"$80,737",,,"$423,833",,,,
2195548,,Prince Avalanche (2013),,,,,$246,,,,,,,,,,,,,,,"$71,763","$129,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,355",,,
1723121,,We're the Millers (2013),"$617,791","$8,838,588","$2,220,872",,"$2,722,973","$127,713","$2,863,099","$249,257","$442,943",,"$1,057,888","$251,869","$536,811","$1,297,854",,"$20,661","$643,581","$115,620","$1,367,189","$4,141,928","$12,506,490",,"$1,118,721","$595,252","$1,576,022","$236,971","$394,828",,"$2,779,856","$5,806,736",,,"$397,008",,"$322,042","$3,445,074","$3,812,770","$981,684","$126,805","$1,229,179","$852,166","$133,435","$2,046,298","$515,658",,"$18,027,113","$160,865","$1,126,128","$520,814","$191,516","$651,936",,"$3,155,242","$1,334,137",,,,"$536,839","$1,576,684","$1,176,697","$13,433,112","$122,463","$1,459,544",
2191701,,Grown Ups 2 (2013),"$1,283,234","$10,303,594","$2,663,074","$175,473","$728,827","$568,398","$7,309,801","$150,813","$763,847",,"$1,790,170","$84,821","$245,815","$941,646",,"$23,275","$657,605","$58,774",,"$865,399","$13,033,082","$7,506","$275,451","$148,720","$1,135,393","$120,162","$180,151",,"$2,297,949","$245,845",,,"$311,095",,"$644,307","$12,371,239","$1,838,839","$796,639","$68,870","$974,783","$1,562,818","$307,572","$723,167","$543,827",,"$9,610,456","$64,038","$680,855","$182,879","$232,185","$1,620,015",,"$5,059,177","$1,567,639",,,"$146,728","$443,998","$1,242,231","$747,835","$13,566,641","$475,336","$4,286,756",
2165735,,Drug War (2012),,,,,,,,,,"$23,180,000",,,,,,,,,"$2,002",,,,,"$639,155",,,,,,,,,,,"$502,607",,,,,,,,,,,,,"$224,382",,,,,,,,,,,,,,,,
1650554,,Kick-Ass 2 (2013),"$80,804","$2,198,135","$232,068",,"$301,167","$24,352","$189,232","$13,870","$33,155",,"$131,179","$41,692","$110,594","$269,447",,"$3,199","$40,494","$7,576","$221,156","$6,004,726","$1,076,189",,,"$572,297","$18,101","$87,473","$113,196",,,"$695,058","$3,071,854",,"$18,665",,"$523,384","$540,292","$481,585","$261,348",,"$562,767","$96,636","$265,146","$69,496","$66,307",,"$1,804,361",,"$433,394","$14,036","$17,428","$24,949",,"$744,021","$530,449",,,"$326,998","$88,476","$175,780","$194,419","$8,527,780",,,
