imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0362246,,Tiresia (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448131,,The Missing Star (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,808",,,,,,,,,,,,,,,,,,,,,,
1728239,,Double Dhamaal (2011),,,"$171,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,273,629",,,,,,,,,,,,,,,,"$13,516",,,,,,,,,,,,,,,,,"$12,795",,,,,,,,,,,,,,"$431,265",,,
1934231,,Delhi Belly (2011),,,"$382,130",,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,287",,,,,,,,,,,,,,,"$17,449",,,,"$33,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$764,221",,,
1067774,,Monte Carlo (2011),,,"$2,900,185",,"$15,494","$637,593","$54,839",,,,,,"$116,202","$50,828",,,,"$23,186,769",,"$6,669",,,,"$4,355",,"$13,727","$2,844,573",,,,,,,,,,"$36,894",,,,"$285,521",,"$134,277",,"$328,612","$1,546,421",,"$1,105,357","$213,600",,,"$9,826",,"$183,385","$493,883","$3,835",,"$78,554",,,"$1,386,213",,"$407,806",,,"$394,941",,"$575,629",,,,,,,,,,,"$335,501","$1,412,882",,"$903,927","$114,385"
1334553,,The Perfect Host (2010),,,,,,,,,,,,,,,,,,"$48,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,823",,,,,,,,,,,,,,"$402,121",,,,,,,,,,,,,,,
1201607,,Harry Potter and the Deathly Hallows: Part 2 (2011),"$10,962,039",,"$51,329,345","$7,492,735",,"$9,983,321","$808,770","$35,700,869","$587,986",,"$6,487,988","$60,800,000","$5,302,773","$840,797",,"$5,599,132","$11,179,770","$381,447,587",,"$110,152","$2,595,866","$637,962","$410,336",,"$5,308,968","$67,311,500","$78,042,939",,"$4,186,117","$9,866,622","$3,379,099","$551,484","$7,715,053","$8,229,311",,"$3,350,025","$29,784,735",,"$124,331,909",,,"$276,038","$519,791","$357,092","$4,620,830","$34,163,720",,"$17,347,077","$6,128,080",,"$11,261,743",,,"$3,637,088","$6,955,628","$8,895,199","$3,859,876",,"$944,566",,"$36,833,884","$287,899","$5,953,466","$1,688,650","$616,381","$2,617,462","$32,103,264","$21,891,963","$15,899,826",,,,,"$14,539,174","$6,707,511",,"$4,302,719","$3,558,720","$2,995,140","$92,139,802","$558,523","$7,526,732","$97,729"
0780504,,Drive (2011),"$366,886",,"$3,814,077","$458,004",,"$1,095,013","$2,365","$742,446","$60,092",,"$89,519",,,"$33,218",,"$234,668","$1,278,666","$35,061,555",,,,,,,"$387,039","$13,264,311","$1,796,027",,"$494,792","$172,512","$190,190","$140,992",,,,,"$2,396,019",,"$348,304",,,,"$54,592",,,"$996,469",,"$600,151","$701,146",,"$899,673",,,"$97,757",,"$835,142","$224,460",,"$39,293",,"$2,058,038","$15,914","$119,242","$47,646",,"$150,447","$335,787","$3,096,335","$674,644",,,,,,"$64,300",,"$109,622",,"$327,994","$4,693,696","$21,203","$124,724",
1459012,,Love Crime (2010),,,,,,"$173,605",,,,,,,,,,,,"$539,792",,,,,,,,"$2,815,919",,,"$24,078","$31,179",,,,,,,,,,,,,,,,,,"$23,910","$55,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,604",,,
1541995,,Snow Flower and the Secret Fan (2011),,,,,,,,"$102,946",,,,,,,,,,,,,,,,,,,,,,"$30,058",,,,,,,"$550,573",,,,,,,,,,,,"$20,886",,,,,,,,,,,,,,,,,,,,,,,,,"$7,417",,,,,,"$7,851",,,
0458339,,Captain America: The First Avenger (2011),"$3,537,279",,"$11,108,979","$721,073",,"$1,034,834","$369,499","$20,681,912","$242,275",,"$1,619,307",,"$2,777,753","$134,319",,"$352,470","$1,053,304",,,"$41,927","$1,490,660","$110,427","$96,669",,"$312,658","$10,284,742","$4,872,496","$17,950","$767,589","$2,496,989","$505,909","$203,750","$121,605","$2,046,208",,"$723,196","$8,601,080",,"$3,431,374",,,"$64,654","$173,417","$56,082","$2,999,710","$20,224,903",,"$1,632,726","$1,466,314","$60,118","$1,413,442",,,"$2,388,006","$3,577,307","$453,329","$1,508,941",,"$278,732",,"$8,638,710","$32,734","$3,559,632","$94,550","$68,827","$1,041,847","$3,814,179","$7,714,453","$1,504,719",,,,,"$6,322,666","$2,484,526",,"$1,081,033","$619,293","$1,330,549","$14,752,839","$92,170","$1,081,258","$598,051"
1570728,,"Crazy, Stupid, Love. (2011)","$937,831",,"$11,930,139","$1,215,819",,"$783,062","$68,838","$1,516,702","$61,585",,"$177,668",,"$526,128","$53,835",,"$129,204","$224,909","$84,379,584",,"$30,509","$206,333","$122,191","$108,604",,"$384,215","$4,201,036","$4,667,066",,"$680,820","$220,037","$405,016","$110,963",,,,"$903,853","$1,257,494",,,,,,"$351,204","$77,150",,"$4,630,099",,"$2,156,144","$941,081",,"$351,746",,,"$660,660","$662,932","$678,785","$777,066",,"$98,499",,"$2,050,176","$61,848","$951,942","$127,405","$118,768","$874,411",,"$2,007,711","$1,011,845",,,,,,,,"$582,107","$332,929","$683,388","$5,389,221","$80,112","$1,061,554",
1563738,,One Day (2011),,,"$1,599,675","$546,541",,"$680,170",,"$748,107","$21,949",,,,"$42,867","$17,513",,"$65,537","$516,203",,,,"$35,806","$13,998",,,"$166,712","$2,188,072","$7,028,098",,"$545,606","$1,025,221","$112,126","$30,313",,,,,"$1,370,412",,"$177,517",,,,"$13,743",,,"$707,152",,"$266,906","$171,807",,"$178,962",,,"$76,723","$47,467","$166,740","$265,361",,,,"$3,327,406",,"$362,806","$19,954","$29,061","$265,471","$1,385,332","$961,686","$1,350,818",,,,,"$2,341,645","$366,551",,"$906,560","$144,537","$104,088","$12,527,080","$19,909",,
1540133,,The Guard (2011),"$88,864",,"$2,102,580","$147,352",,"$51,240",,"$26,033",,,,,,"$24,725",,,,,,,,,,,"$13,587","$303,245","$1,369,996",,"$302,851",,,,,,,,"$133,227",,,,,,,,,,,,"$322,213",,,,,,,,"$8,361",,,,"$398,754",,,,"$17,331",,,"$1,405,625",,,,,,,,,,,"$52,703","$7,432,943",,,
1509803,,Griff the Invisible (2010),,,"$141,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449283,,Winnie the Pooh (2011),"$148,727",,,"$512,268",,"$244,914",,"$103,963","$162,604",,"$44,862",,"$30,937","$42,005",,"$150,452","$593,578",,,"$6,734","$130,119",,,,"$627,487","$440,992","$1,351,418",,"$223,494",,"$446,010","$28,743","$29,307",,,"$552,667","$153,233",,"$4,130,365",,,,"$23,635","$24,028",,"$331,383",,"$528,541",,,"$1,017,554",,,"$83,940","$12,251","$1,288,611","$68,002",,"$102,919",,"$1,140,979","$22,105",,"$24,066","$79,576","$144,682",,"$466,882","$1,651,271",,,,,,,,"$302,481","$99,943","$78,637","$1,176,997","$12,779","$184,372",
1073535,,Frontier of the Dawn (2008),,,,,,,,"$34,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,380",,,,,,,,,,,,,,,,,,,,,,
1280011,,No Impact Man: The Documentary (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,321",,,,,,,,,,,,,,,,
1091616,,Exodus (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$419,926",,,,,,,,,,,,,,"$125,249","$32,749",,,,,,,,,,,,,,,,"$14,822",,,,,,,,,,,,,,,,,,,,,,
1646975,,The Four Times (2010),"$32,878",,,"$10,699",,"$22,642",,"$29,208",,,,,,,,,,,,,,,,,,,"$20,320",,,,,,,,,,"$79,355",,,,,,,,,"$4,143",,,,,,,,,,,"$14,089",,,,"$14,441",,,,,,,"$14,227",,,,,,"$10,845",,,,,,"$295,957",,,
1721683,,The Sleeping Beauty (2010),,,"$293,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$123,984",,,,,,,,,,,,,,,,,,,,,,
0472181,,The Smurfs (2011),"$7,984,831","$91,630","$21,457,938","$5,015,374","$265,184","$9,540,471","$857,424","$32,849,410","$805,343","$4,665,781","$4,260,769","$39,378,659","$8,810,976","$818,388","$60,188","$3,582,018","$3,581,156","$142,614,158","$640,630","$43,029","$3,037,306","$263,629","$198,876","$3,891","$1,878,874","$27,621,245","$29,398,271","$21,614","$3,614,777","$2,274,219","$1,353,183","$265,198","$999,892","$1,172,893","$33,165","$6,472,886","$15,043,455","$152,420","$3,278,155","$473,661","$1,366,049","$307,172","$986,319","$381,239","$2,452,207","$21,069,657","$75,312","$10,132,426","$2,514,032","$100,482","$3,819,919","$71,328","$48,486","$5,254,893","$1,213,213","$6,200,136","$4,081,681","$753,482","$722,007",,"$13,347,700","$633,989","$2,957,787","$974,490","$1,372,209","$3,839,507","$7,373,726","$19,530,655","$5,336,082",,"$1,731,406","$3,037,654","$221,044","$1,124,933","$614,528","$372,094","$6,442,751","$853,964","$3,795,162","$28,118,099","$813,143","$7,757,729","$1,041,282"
0064041,,The Arrangement (1969),,,,,,,,,,,,,,,,,,,,,,,,,,"$9,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013860,,Dylan Dog: Dead of Night (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$77,929",,"$1,482",,,,,"$3,447,524",,,,,,,,"$395,786",,,,,,,,,,"$109,469",,"$20,102",,,,,,"$300,166",,,,,"$50,711",,,,,,,"$135,533",,,,"$57,275",,,,
1146314,,Mark of an Angel (2008),,,,,,"$260,578",,,,,,,,,,,,,,,,,,,,"$5,400,009",,,"$6,806",,,,,,,,,,,,,,,,,,,"$10,974",,,,,,,,,,,,,,,,,,,,"$12,996",,"$41,566",,,,,,,,,,"$130,793",,,
0419641,,Chromophobia (2005),,,,,,,,,,,,,,,,,,,,,,,,,,"$228,324",,,,,,,,,,,"$3,978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$240,307",,,,,,,,,,,,"$16,437",,,
1632708,,Friends with Benefits (2011),"$521,693","$39,551","$7,135,327","$1,718,021",,"$1,176,935","$81,250","$7,038,292","$217,093","$113,475","$274,444",,"$449,458","$141,573","$42,338","$229,668","$706,637",,,"$20,518","$186,300",,,"$1,546","$481,650","$4,948,898","$10,945,963","$4,902","$427,785","$237,392","$440,665","$118,258","$371,651",,,"$796,287","$4,383,688","$101,955","$520,303",,,"$22,796","$164,017",,,"$3,337,780",,"$2,180,227","$712,743","$164,512","$799,948",,,"$336,850","$290,234","$793,837","$1,226,362",,"$146,366",,"$9,481,882","$63,341","$589,999","$210,208","$150,052","$1,092,166","$487,274","$5,087,697","$692,221",,,,,,"$366,264","$169,823","$678,248","$961,482","$478,448","$10,220,125","$89,261","$1,531,724","$134,926"
0765442,,The Dust of Time (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,400",,,,,,,,,,,,,,,,,,,,,,
1280567,,Last Stop 174 (2008),,,,,,,,"$1,632,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0783695,,Broken Sky (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$105,449",,,,,,,,,,,,,,,,,,,,,,"$25,811",,,,,,,,,,,,,,,
1213012,,Alpha and Omega (2010),,,,,,"$286,913",,,"$235,506",,,"$1,768,562",,"$234,430",,"$230,696",,,,,,,,,,"$894,619",,,"$787,814",,"$197,880","$47,031",,,,,,,,,,,"$29,935",,"$128,728",,,"$1,033,663",,,"$154,599",,,,,"$1,678,642","$237,831",,,,"$3,792,851",,"$105,531","$187,811",,"$368,645","$1,541,944",,,,,,,$93,"$44,798",,"$499,626","$145,494","$553,631","$4,770,519",,,
1456661,,Legend of the Fist: The Return of Chen Zhen (2010),,,,,,,,,,,,"$20,585,130",,,,,,,,,,,,,,,,,,"$1,764,105",,,,,,,,,,,,,,,"$2,049,033",,,,"$67,970",,,,,,,,,,,,,,"$1,555,261",,,,"$821,999",,,,,,,"$399,406","$97,145",,,,,$196,,,
1297919,,Blitz (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$293,139","$191,266",,,,,,,,"$150,194","$46,323",,,,,,"$2,548,801",,"$24,894",,,,"$420,250",,,,,,,"$515,913","$4,150",,,,,,,"$396,755",
1646958,,The Autobiography of Nicolae Ceausescu (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,058",,,,,,,,,,,,,,,,,,,,,,,,
1236371,,Mysteries of Lisbon (2011),"$43,067",,,,,"$8,826",,,,,,,,,,,,"$110,507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,966",,,,,,,,"$73,976",,,,"$6,412",,,,,,,"$28,873",,,,,,,,,,,,"$4,505",,,
1714878,,Oki's Movie (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$804,,,,,,,,,,"$245,903",,,,,,,,,,,,,,,,
1289449,,Me Too (2009),,,,"$85,511",,"$23,372",,,,,,,"$51,727",,,,,,,,,,,,,"$113,686","$923,245",,,,,,,,,,,,,,,,,"$12,193",,"$11,228",,"$409,858",,,,,,,,,,,,,"$73,411",,,,,,"$4,712","$440,170",,,,,,,,,,,,,,,
1230385,,The Yellow Sea (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,760,549",,,,,,,,,,,,,,,,
1509636,,La nostra vita (2010),,,,,,"$23,184",,,,,,,,,,,,,,,,,,,,"$157,763",,,,,,,,,,,"$4,400,186",,,,,,,,,,,,,,,,,,,,"$6,402",,,,,,,,,,,"$72,955",,,,,,,,,,,,,,,
1403144,,Come Undone (2010),"$118,642",,,"$50,863",,"$48,811",,,,,,,,,,,,,,,,,,,,"$132,093","$60,418",,,,,,,,,,"$2,548,548",,,,,,,,,"$43,977",,,,,,,,,,,"$14,759",,,,"$29,972",,,,,,"$31,314",,,,,,,,,,,,,,"$12,033",,
0759509,,Change of Address (2006),,,"$103,894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076251,,"Help Me, Eros (2007)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,699",,"$20,601",,,,,,,,,,,"$44,535",,,,,,,,,
1430110,,Rapt (2009),,,,,,"$86,811",,"$13,867",,,,,,,,,,"$45,759",,,,,,,,"$2,819,097",,,,,,,,,,,,,,,,,,,,"$26,402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0283915,,Bear's Kiss (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$165,731",,,,,,,,,,,,,,,,,,,,,,
1103192,,The Blind Sunflowers (2008),,,,,,,,,,,,,"$33,029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193088,,Le code a changé (2009),"$135,715",,,"$115,495",,"$518,957",,,,,,,,,,,"$34,805",,,,,,,,,"$12,865,409","$668,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$499,970",,"$81,556",,,,,,,,,,,"$46,311","$2,794",
1637706,,Our Idiot Brother (2011),,,"$108,066","$25,009",,"$28,606",,,,,,,,,,,,,,,,,,,,,"$157,287",,,,,"$14,204",,,,,"$338,255",,,,,,,,,,,"$94,589",,,,,,,,,"$77,891",,,,,,,,,"$36,476",,,,,,,,,,,,,"$107,947",,,,
1630027,,Almanya: Welcome to Germany (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0498846,,Sweet Mud (2006),,,,,,,,"$56,514",,,,,,,,,,,,,,,,,,"$6,916","$48,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,166",,,,,,,,,
1756851,,Twixt (2011),,,,,,"$23,941",,"$20,512",,,,,,,,,,,,,,,,,,"$354,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$241,983","$6,718",,,,,,,,,,,,,,,,,,,,,
0799915,,Air Guitar Nation (2006),,,"$5,031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,759",,,
1441956,,West Is West (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,622",,,,,,,,,,,,,,,,"$5,742",,,,,,,,,,,,,,,,,,,,"$9,915",,,,,"$78,435",,,,,,,,,,,,"$4,401,341",,,
1318514,,Rise of the Planet of the Apes (2011),"$2,522,185",,"$15,001,863","$1,313,114","$51,304","$3,083,695","$378,613","$14,648,247","$193,731",,,"$30,833,638","$2,648,858","$159,130",,"$454,546","$1,592,478",,,"$38,864","$410,768","$316,192","$115,705","$5,364","$798,730","$29,754,730","$10,775,296",,"$602,661","$3,075,169","$326,365","$101,108","$2,185,700",,,"$1,592,631","$4,564,102",,"$30,246,723",,"$451,312","$62,058","$215,436","$73,045","$2,365,233","$12,717,644",,"$2,915,255","$1,612,241",,"$1,131,609","$29,082",,"$2,668,675","$1,855,723","$660,567","$1,053,935","$175,975","$255,789",,"$12,067,800","$77,512","$2,367,786","$94,943","$89,706","$519,096","$17,321,073","$19,411,178","$2,714,636",,,,,"$6,521,982","$1,613,428",,"$1,611,718","$640,686","$1,223,014","$32,001,594","$137,215","$2,252,177","$453,343"
0259929,,Christmas Carol: The Movie (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$197,508",,,
1488555,,The Change-Up (2011),"$506,518",,"$3,349,929","$1,233,359",,"$476,022","$19,944","$1,379,043","$86,214",,,,"$342,932","$84,020",,,,,,,"$82,667","$62,369","$77,614",,"$241,072","$638,979","$4,832,138",,"$53,559",,"$218,306","$94,800",,,,"$754,725","$382,483",,,,,"$33,073","$107,173","$10,730",,"$2,671,597",,"$539,605","$258,860","$36,437",,,,"$339,732","$181,574","$290,098","$734,270",,"$286,828",,"$6,015,012","$33,459","$422,642",,"$173,565","$528,663",,"$1,796,484",,,,,,,,,"$266,636","$668,746","$424,773","$3,125,732","$46,113","$372,052",
1523980,,Pecados de mi padre (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$41,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454029,,The Help (2011),"$368,277",,"$7,898,696","$140,522",,"$592,639","$7,823","$764,723","$39,705",,"$58,731",,"$272,651","$30,940",,"$28,171","$1,694,204",,,,"$87,823",,,,"$264,132","$4,450,322","$874,777",,"$49,765","$161,172","$20,158","$77,862",,,,"$557,694","$1,568,200",,"$1,274,323",,,,"$17,574",,,"$860,847",,"$1,828,990","$1,385,045",,"$984,270",,,"$74,661",,"$246,625","$291,785",,,,"$61,159","$4,698","$81,546",,"$27,204","$302,077","$976,256","$5,032,425","$800,758",,,,,,"$38,014",,"$48,742",,"$116,679","$6,845,373","$88,674","$387,257",
1622547,,30 Minutes or Less (2011),,"$10,844",,,,"$7,063","$14,444",,,,,,,,"$14,609",,,,,,,,,,,"$71,191","$302,438",,,,,"$48,537","$57,599",,,,,,"$114,834",,,,,,,"$353,786",,,,,"$10,518",,,,"$46,171",,,,,,"$1,384,261",,,,,,,"$55,340",,,,,,,,,,,,"$872,851","$11,480","$232,742",
1922612,,Glee: The 3D Concert Movie (2011),"$198,629",,"$2,099,780",,,,,"$168,084",,,,,,,,,,,,,,,,,,"$92,850","$91,568",,,,,,,,,,"$134,602",,,,,,,,"$78,422","$222,086",,"$332,101","$276,974",,,,,"$144,324","$80,018",,,,,,,,"$281,791",,,"$13,431",,,,,,,,,,,,,,"$1,150,126","$13,766","$34,074",
0411118,,Anthony Zimmer (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$235,164",,,,,,"$119,831",,,,,,,"$60,076",,,,,,,,,
1212454,,An Invisible Sign (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,113",,"$9,276",,,,,,,,,,,,,,,,,"$35,470",,,,,,,,,,,,,,,,,,,,,,
0995850,,Vision (2009),,,,"$199,825",,"$5,235",,,,,,,,,,,,"$435,274",,,,,,,,,"$4,282,305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,182","$120,016",,,,,,,,,,,,,,,
1696535,,El Bulli: Cooking in Progress (2010),,,,"$1,887",,,,,,,,,,,,,,,,,,,,,,,"$17,112",,,,,,,,,,,,,,,,,,,,,"$63,790","$6,305",,,,,,,,,,,,,,,,,,,"$12,692",,,,,,,,,,,,"$4,149",,,
1455151,,My Afternoons with Margueritte (2010),"$134,248",,"$671,403","$438,034",,"$221,477",,"$463,112",,,,,,,,,"$61,009",,,,,,,,"$92,783","$8,917,241","$3,129,409",,,,,,,,,,,,,,,,,,,"$94,986",,"$77,738","$441,667",,"$48,135",,,,,,,,,,,,,,,,,"$1,030,514","$243,585",,,,,,,,,,,"$291,519","$83,726",,
1622979,,Final Destination 5 (2011),"$2,991,418",,"$2,513,457","$1,469,374",,"$1,417,074","$359,020","$5,221,177","$153,672",,,,"$2,443,829","$48,676",,"$322,644",,,,"$31,747","$787,707","$342,370","$50,769",,"$60,604","$9,289,177","$7,686,144",,"$882,628","$1,182,882","$496,463","$48,651","$202,545","$2,814,779",,"$345,206","$2,568,074",,"$944,583",,,"$66,179","$307,659","$158,897","$2,710,269","$2,758,184",,"$1,634,172","$436,010",,,,,"$1,431,099","$1,406,319","$2,690,914","$491,438",,"$388,718",,"$19,257,933","$86,433","$1,517,554","$264,897","$128,459","$612,925","$2,002,365","$4,488,678","$277,479",,,,,"$5,657,722","$1,643,726",,"$2,161,208","$1,305,449","$978,895","$8,813,747","$135,910","$2,455,391",
1150947,,"Lovely, Still (2008)",,,,,,,,,,,,,,,,,,"$127,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,087",,,,,,,,,,,,,,,,,,"$105,519",,,,,,,,,,,,,,"$3,517",,
0968264,,The Conspirator (2010),"$58,517",,"$152,393","$49,402",,"$33,296","$2,361","$62,343",,,,,"$51,952",,,,,"$11,538,204",,,"$3,944",,,,,,"$153,547",,,"$76,359",,,,,,,"$574,917",,,,,,"$18,243",,,"$231,829",,,"$144,088",,,,,"$33,805",,,"$180,932",,,,"$3,584",,"$14,139",,,"$74,626","$241,264","$1,491,811",,,,,,,"$9,409",,"$74,079",,"$62,061","$204,693","$7,641","$76,105",
1268799,,A Very Harold & Kumar Christmas (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$85,735",,,,,,,,,,,"$9,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$135,105","$900,984",,,
1405810,,Loose Cannons (2010),"$87,500",,,,,,,"$123,772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,451",,,,,,,,,,,,,,,"$42,735",,,,,,,,,,,,,"$26,127",,,,,,,"$26,359","$210,141",
0086456,,The Little Girl Who Conquered Time (1983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,848",,,,,,,,,,,,,,,,
1082009,,Queen to Play (2009),,,,"$157,160",,"$28,962",,"$1,879",,,,,,,,,,"$478,710",,,,,,,,"$1,056,938","$725,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,342",,,,,,,,,,,,,,,,,,,,,,,,,,
1542852,,Carancho (2010),"$2,525,489",,,,,"$1,225","$1,054","$185,616",,,,,,,,,,,,,,,,,,"$266,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,372",,,"$6,131",,,,,,,,,,,"$832,546",,,,,,$195,,,,,,"$110,169","$78,547",,
1517489,,Spy Kids 4: All the Time in the World (2011),"$791,597",,"$4,304,377","$276,399",,"$14,484","$45,999","$1,980,805","$194,059",,"$111,675",,"$393,078","$73,364",,"$124,567","$111,214",,,,,"$24,366",,,,,"$952,618",,,"$326,719","$247,347","$61,889",,,,,,,"$7,461,164",,,,"$77,270",,"$418,368","$1,562,714",,"$275,355","$560,582",,"$708,103",,,"$357,129","$142,442","$866,290","$106,857",,,,"$7,892,157",,"$297,882","$59,028","$3,232","$620,545",,,"$1,434,892",,,,,,"$204,851",,"$157,539","$150,009","$347,592","$6,889,008","$49,478","$985,872",
0278069,,Super 8 Stories (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$38,709",,,,,,,,,,,"$160,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270761,,Don't Be Afraid of the Dark (2010),"$514,924",,"$129,936",,,"$240,742","$53,615","$434,466",,,"$20,928",,,"$19,016",,"$38,480",,,,,"$179,446","$14,986",,,"$84,178",,,,"$99,442","$80,977",,,,,,,"$1,551,571",,,,,,,,"$320,042","$3,318,629",,"$272,862",,,,,,"$288,390","$67,043","$439,588","$46,529",,,,"$995,090",,"$190,350","$16,564",,"$75,692","$473,653","$1,219,402",,,,,,"$98,671","$95,787",,"$163,753","$32,898","$135,903","$2,066,447","$15,978","$426,869",
