imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1478338,,Bridesmaids (2011),"$284,240",,"$46,747,219","$1,802,253",,"$1,004,999","$10,259","$396,502",,,,,"$45,759","$134,261",,"$148,178","$1,222,073","$169,106,725",,"$23,461","$54,316","$23,798","$115,361",,"$653,628","$4,609,169","$8,088,652","$4,391","$75,714","$212,242","$236,099","$274,173",,,,"$1,463,168","$1,842,301",,,,,"$65,194","$114,784","$138,714","$81,266","$1,097,609",,"$2,636,881","$2,936,009","$43,587","$1,646,715",,,"$136,609","$32,487","$863,017","$547,598",,"$128,081",,"$2,971,028","$42,725","$554,546","$13,919","$150,267","$859,447","$405,441","$4,803,495","$3,513,590",,,,,,,,"$97,293",,"$699,728","$37,214,799","$21,643","$270,564","$40,939"
0822847,,Priest (2011),"$474,532","$15,580","$615,837","$445,917","$13,372","$300,370","$49,788","$1,476,149","$127,879","$286,665","$234,867",,"$574,642","$80,282","$19,727","$161,846","$163,718",,"$63,984","$7,672","$79,331","$47,672","$40,808","$6,757","$106,252","$2,166,664","$2,421,593","$20,850",,"$533,550","$214,247","$26,426","$1,633,822",,,"$92,977","$474,683","$70,623","$248,382","$49,610",,,"$68,507","$66,616","$1,556,925","$1,982,843",,,"$349,181","$118,455","$236,186","$33,774",,"$240,591","$1,055,353","$563,431",,"$132,502","$375,339",,"$10,406,738",,"$1,204,104","$64,002","$53,558","$210,410","$750,388","$4,335,940","$343,571",,,,,"$873,613","$895,467","$168,546","$526,299","$585,184","$584,256","$1,491,137","$29,111","$838,443","$183,345"
0465407,,Eye of the Dolphin (2006),,,,,,,,,,,,,,,,,,"$72,210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321860,,The Beaver (2011),"$232,671",,"$95,383","$10,595",,"$104,338","$6,260","$262,016",,,"$65,034",,,"$5,287",,,,,,,"$32,401",,,,"$3,427","$1,304,947","$214,844",,"$70,585","$63,052",,,,,,,"$1,084,923",,,,,,"$35,527",,"$16,491","$818,883",,"$81,619","$2,785",,"$60,122",,,"$73,828","$9,770",,"$188,529",,,,"$251,676",,"$22,467",,,"$11,552",,"$728,732",,,,,,,"$18,855",,,,"$70,149","$182,506","$9,750","$184,980",
0093349,,King Lear (1987),,,,,,,,,,,,,,,,,,"$61,821",,,,,,,,"$23,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017464,,The Tortured (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$263,084",,,,,,,,,,,,,,,,,,,,,,,,,"$56,337",,,,
1298650,,Pirates of the Caribbean: On Stranger Tides (2011),"$11,696,923",,"$29,006,640","$8,019,203",,"$8,462,456","$773,723","$31,142,923","$1,394,133",,"$5,234,148","$70,000,000","$7,104,868","$714,462",,"$3,876,389","$4,863,641",,,"$139,640","$2,890,140","$768,158","$672,162",,"$5,149,281","$49,217,332","$62,438,491",,"$5,218,525","$5,847,846","$2,665,375","$377,174","$7,474,354","$1,309,600",,"$3,093,916","$24,461,143",,"$108,856,481",,,"$467,710","$475,742","$458,820","$5,572,226","$28,992,018",,"$14,567,517","$3,495,300",,"$9,943,639",,,"$3,152,332","$3,584,297","$10,110,633","$4,232,686",,"$2,172,494",,"$63,661,754","$407,666","$4,087,668","$759,758","$783,632","$3,651,559","$25,635,913","$27,122,003","$13,213,495",,,,,"$8,589,434","$3,576,731",,"$7,100,793","$5,268,571","$3,701,640","$54,187,325","$569,950","$6,569,664","$1,248,726"
1605783,,Midnight in Paris (2011),"$3,732,248",,"$7,328,764","$909,827",,"$1,122,682","$31,185","$7,857,375","$72,279",,"$97,832",,,"$133,424",,"$338,177","$1,423,614",,,,"$48,762",,"$52,101",,"$698,764","$14,501,463","$6,898,659",,"$2,094,162","$561,499","$131,556","$51,753",,,,,"$10,973,594",,"$1,783,666",,,,"$31,951","$18,599",,"$2,706,290",,"$1,530,495","$845,419",,"$1,247,231",,,"$231,534",,"$4,158,970","$1,292,447",,"$148,544",,"$57,343","$39,780","$139,439",,"$60,163","$340,388","$2,273,816","$10,785,072","$1,523,235",,,,,"$396,782","$48,012",,"$722,971","$113,635","$147,497","$4,391,381","$360,332","$400,561",
1827512,,The Kid with a Bike (2011),"$90,244",,,"$49,032",,"$1,012,883",,"$592,744",,,,,,,,,"$86,617",,,,,,,,,,"$460,402",,"$151,700","$4,332",,,,,,,"$1,106,665",,,,,,,,,,,"$223,231","$96,096",,"$185,579",,,,,,"$4,207",,,,"$40,370","$13,031",,,,,,"$623,542","$191,630",,,,,,,,"$24,216",,,"$551,924","$33,353",,
1527788,,The Man from Nowhere (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,463",,,,,,,,,"$1,543,052",,,,,,,,,,,,,,,,,,,,,,,,"$93,759",,,,"$42,484,155","$36,416",,,,,,"$10,212",,,,,,,,,
0478304,,The Tree of Life (2011),"$595,294",,"$1,589,461","$538,521",,"$847,492","$1,155","$1,839,737","$85,927",,"$178,117",,"$103,564","$40,479",,"$228,951","$685,819",,,,,,,,"$263,068","$8,913,366","$2,851,756",,"$541,157","$472,112",,"$11,047",,,,,"$3,863,901",,"$6,203,254",,,,"$16,565",,,"$742,724",,"$1,172,709","$197,086",,"$431,970",,,"$100,192","$19,490","$393,998","$853,987",,,,"$2,572,652","$33,278","$49,152",,,"$48,557","$321,314","$4,616,898","$293,486",,,,,"$350,927","$52,263",,"$34,968","$109,264","$43,244","$2,769,160","$27,866",,
1411697,,The Hangover Part II (2011),"$2,808,879",,"$35,371,018","$6,402,247",,"$3,513,993","$232,097","$16,889,520","$518,693",,"$1,401,308",,"$1,626,982","$601,491",,"$724,772","$4,251,560",,,"$71,966","$448,388","$345,540","$343,086",,"$1,912,945","$23,152,607","$42,168,493",,"$2,580,617","$1,600,947","$2,044,993","$360,791","$3,002,119","$567,408",,"$3,167,647","$13,505,147",,"$2,449,817",,,"$312,772","$452,330","$375,176","$297,671","$12,205,269",,"$8,684,316","$3,172,166",,"$4,736,307",,,"$774,605","$676,073","$7,179,432","$2,637,630",,"$1,052,134",,"$13,262,502","$338,231","$1,756,482","$661,738","$594,225","$2,648,601","$423,673","$10,274,285","$5,576,977",,,,,"$2,823,033","$854,254",,"$1,922,072","$1,526,926","$2,274,302","$53,496,869","$411,914","$2,600,995",
1528313,,Nothing to Declare (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$77,469",,,,,,,,,,,,,,,,,,,,,,
1415290,,Son of Babylon (2009),,,,,,,,,,,,,"$36,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,813",,,,,,,,,,,,,,,,,"$30,459",,,,"$12,656",,,,,,,"$4,323",,,,,,,,,
1124377,,John Rabe (2009),,,,"$19,025",,"$5,264",,,,,,,,,,,,,,,,,,,,,"$1,241,380",,,,,,,,,,,,,,,,,,,"$98,440",,"$22,339",,,,,,,,,"$12,433",,,,,,,,,,,,,,,,,,,,"$18,265",,,,,,
1326954,,Oh My God (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440266,,Pina (2011),"$437,854",,"$203,612","$285,186",,"$449,654","$15,396","$864,441","$20,056",,,,"$80,813",,,"$34,076","$246,559",,,,,,,,"$91,959",,"$5,773,395",,"$330,911","$117,768",,,,,,,"$1,586,232",,,,,,,,,"$237,972",,"$753,438","$76,190",,"$233,878",,,,,"$253,014","$173,820",,"$30,037",,"$740,803","$16,901",,,,,,"$678,394","$72,490",,,,,,,,"$268,205",,,"$1,020,872","$36,620","$50,481",
0475224,,Belle toujours (2006),"$65,716",,,"$3,645",,,,,,,,,,,,,,"$10,921",,,,,,,,,,,,,,,,,,,"$171,009",,,,,,,,,"$8,771",,,,,,,,,,,"$18,393",,,,,,,,,,,"$22,313",,,,,,,,,,,,"$3,096",,,
1265990,,The Roommate (2011),,"$15,350",,,"$2,459","$11,993","$47,805",,,,,,,,"$21,492",,"$19,243",,"$29,591","$12,748",,"$26,751",,"$3,128",,,"$271,660","$9,506",,,,"$16,129","$48,967",,,"$12,686",,"$19,706",,"$28,932",,"$17,961","$44,425","$2,503","$364,923",,,,,"$32,187",,"$13,779",,"$58,928","$322,610",,,"$64,998","$25,457",,,,"$170,271",,"$31,275","$130,932",,"$3,701",,,,,,,"$31,286","$38,928",,,"$152,676","$516,954",,"$232,725","$276,549"
0067961,,Wanda (1970),,,,,,,,,,,,,,,,,,"$51,713",,,,,,,,"$56,809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282153,,The Strange Case of Angelica (2010),"$16,945",,,,,"$4,336",,"$13,703",,,,,,,,,,"$50,135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,165",,,,,,,,,,,"$11,704",,,,,,,,,,,"$47,888",,,,,,,,,,,,,,,
1529572,,Trust (2010),,,,,,"$77,550",,,,,,,,,,,,,,,,,,,,,,,"$20,075",,,,,,,,,,,,,,,,,"$54,730",,"$144,051",,,,,,,,,"$93,908",,,,,,,,,,,,,,,,,,"$8,900",,,,"$76,572",,,,
0454224,,Penny Dreadful (2006),,,,,,,,,,,,,,,,,,"$321,875",,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,204",,,,,,,,,,,,,,,,,,"$17,368",,,,,,,,,,,,,,,,,,,,
1646926,,Open Season 3 (2010),,,,,,,,,,,,,"$120,817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,160,078",,,,,,,,,,,,,,,"$5,260,011",,,,,,,,,,,,,,,,,,,,,,
1433528,,Henri-Georges Clouzot's Inferno (2009),,,,"$25,901",,$613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379222,,The Double Hour (2009),"$115,556",,,,,"$18,262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,182,547",,,,,,,,,"$14,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,608",,
1324053,,Happy Ever Afters (2009),,,"$7,968",,,,,,,,,,,,,,,,,,,,,,,,,,,"$137,712",,,,,,,,,,,,,,,,,,,"$20,741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478964,,Attack the Block (2011),,,"$146,349","$28,357",,"$14,732",,,,,,,,,,,,,,,,,,,,"$121,096","$216,551",,,,,"$7,470",,,,,"$230,393",,,,,,,,"$119,058",,,"$52,522","$17,146",,,,,,,,"$2,427",,,,,,"$10,665",,,,,"$63,085",,,,,,,,,"$14,751",,"$77,099","$4,060,146",,,
1441912,,The Way (2010),"$77,870",,"$2,287,668","$245,222",,,,,,,,,"$53,390",,,,,"$4,998,213",,,"$37,789",,,,,,"$1,436,517",,,,,,,,,,"$133,726",,,,,,"$9,979",,,"$267,075",,"$101,446","$338,624",,,,,,,,"$5,917",,,,,,,,,,,"$2,712,294",,,,,,"$13,551",,,"$11,893",,,"$843,578","$12,307","$31,149",
1533117,,Let the Bullets Fly (2010),,,,,$483,,,,,,,"$102,685,432",,,,,,"$63,012",,,,,,,,,,,,"$1,567,432",,,,,,,,,,,,,,,"$31,838",,,,,,,$214,,,,,,,,,,,"$235,883",,,,,,,,,,,"$64,740","$74,977",,,,"$7,439",,,,
1302011,,Kung Fu Panda 2 (2011),"$9,213,725",,"$20,219,645","$3,740,422",,"$3,649,784","$715,957","$19,684,571","$511,574",,"$4,682,918","$92,174,033","$6,058,351","$557,396",,"$1,001,534","$4,355,244",,,"$46,600","$1,747,777","$268,439","$363,009",,"$1,674,201","$27,859,798","$20,744,836","$24,713","$1,209,136","$5,071,620","$1,185,878","$259,971","$4,243,468","$5,568,530",,"$2,995,362","$15,945,378",,"$13,314,024",,,"$351,219","$308,455","$471,990","$6,012,559","$24,391,091",,"$5,392,086","$3,149,515","$52,053","$4,381,247",,,"$4,045,046","$4,597,619","$4,801,114","$2,462,454",,"$771,676",,"$31,829,945","$177,395","$7,416,602","$606,019","$583,684","$2,920,855","$41,146,233","$11,015,256","$3,527,147",,,,,"$3,721,561","$2,201,177",,"$2,058,309","$2,286,825","$3,328,418","$26,906,998","$798,304","$8,363,469","$2,684,441"
1270798,,X-Men: First Class (2011),"$2,137,060",,"$15,532,793","$989,308","$50,350","$2,080,266","$215,473","$15,259,069","$186,118",,"$992,642",,"$2,415,918","$104,160",,"$379,524","$1,293,377",,,"$46,347","$624,198","$175,533","$59,981","$5,275","$434,955","$19,537,368","$7,048,582",,"$947,851","$3,325,262","$437,623","$130,333","$2,234,889",,,"$1,048,752","$3,982,424",,"$7,803,487",,"$446,875","$51,270","$97,935","$40,647","$3,575,090","$13,508,236",,"$1,892,336","$2,182,636",,"$1,407,237","$60,856",,"$1,359,250","$3,609,496","$444,444","$672,020","$230,965","$323,194",,"$9,383,290","$58,665","$4,547,291","$94,354","$68,272","$1,151,613","$18,028,314","$8,424,440","$1,738,216",,,,,"$3,881,629","$2,442,414",,"$1,107,619","$595,528","$1,234,714","$24,745,982","$73,498","$1,592,230","$461,786"
1440292,,Submarine (2010),,,"$219,292","$18,516",,"$17,841",,,,,,,,,,"$44,296","$9,900",,,,,,,,,"$154,526","$131,913",,,"$97,050",,,,,,,,,,,,,,,,,,,"$75,200",,"$58,019",,,,,,"$18,178",,,,"$53,945",,,,,,,"$29,579","$95,485",,,,,"$9,007",,,,,,"$2,374,824",,,
1032825,,The Other Woman (2009),,,,,,,,,,,,,,"$15,635",,,,,,,,"$20,774",,,,,,,,"$196,360",,,,,,,,,,,,,"$33,479",,,,,,,,,,,,,,,,,,"$367,752",,"$45,306",,,,,"$621,146",,,,,,,,,,"$59,016","$66,452",,,,
1273241,,Brotherhood (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,694",,,,,,,,,,,,,,,,
1531663,,Everything Must Go (2010),,,,,,,,"$79,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,862",,,,,,,,,,,,,,"$2,524",,,
1532503,,Beginners (2010),,,"$616,716","$57,441",,"$194,003",,,,,,,"$55,256",,,,,,,,,,,,,"$375,676","$1,413,693",,"$143,914",,,,,,,,,,,,,,,,,"$140,439",,"$55,166","$191,199",,,,,,,"$319,229","$113,576",,,,,,"$55,468",,,"$44,063","$111,093","$705,194","$40,784",,,,,,,,,,,"$1,140,463",,,
1650062,,Super 8 (2011),"$1,229,616",,"$8,991,977","$590,077",,"$1,689,063","$50,039","$2,348,941","$149,305",,"$562,930",,"$401,306","$128,062",,"$128,630","$1,183,460",,,"$15,417","$221,394","$75,128","$68,953",,"$274,291","$13,595,891","$5,135,188","$4,679","$499,221","$1,244,718","$354,222","$160,898","$131,434","$286,789",,"$457,835","$4,465,802",,"$20,643,034",,,"$74,813","$91,004","$62,118","$1,684,458","$6,597,203",,"$1,608,918","$853,299","$20,718","$1,059,898",,,"$436,670","$956,962","$899,269","$1,080,721",,"$159,456",,"$8,390,158","$49,233","$1,208,111","$21,590","$61,836","$375,189","$3,424,768","$13,426,792","$1,908,797",,,,,"$1,647,007","$908,711",,"$1,114,572","$523,544","$865,011","$12,103,827","$25,374","$249,274","$334,224"
0832347,,Falling (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0420090,,Private (2004),"$68,798",,,,,,,,,,"$3,026",,,,,,,,,,,,,,,,"$4,881",,,,,,,,,,"$9,325,716",,,,,,,,,"$78,452",,,,,,,,,,,,,,,,,,,,,,"$51,598",,,,,,,,,,,,"$47,415",,,
1133985,,Green Lantern (2011),"$2,346,778",,"$7,006,138","$784,489",,"$1,003,384","$272,140","$10,266,555","$73,133",,"$1,121,215",,"$2,225,434","$82,610",,"$94,635","$400,521",,,"$29,989","$1,256,644","$166,999",,,"$201,967","$7,594,611","$4,636,414",,"$487,470","$1,468,456","$257,011","$75,103",,"$451,022",,"$240,632","$3,162,104",,"$551,846",,,"$28,933","$90,518",,"$2,735,227","$12,470,854",,"$811,861","$1,331,689",,"$650,373",,,"$1,590,277","$3,086,785","$359,747","$271,932",,"$207,911",,"$4,863,834","$21,076","$2,654,412","$15,617","$34,855","$947,398","$1,523,125","$3,765,296","$846,061",,,,,"$1,385,482","$1,280,019",,"$438,474","$335,184","$1,278,216","$10,082,852","$116,370","$2,663,058",
1365474,,Love Life (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$162,891",,,,,,,,,,,,,,,,,"$21,238",,,,,,,,,,,"$237,157",,,,,,,,,
1396218,,Mr. Popper's Penguins (2011),"$2,391,488",,"$13,061,490","$750,942","$37,076","$2,076,318","$182,431","$8,506,923","$114,828",,"$1,235,462",,"$1,109,546","$105,107",,"$401,837","$1,234,183",,,"$4,427","$429,677","$190,783","$76,385","$6,950","$460,324","$6,725,483","$5,251,891",,"$217,018","$2,496,337","$524,149","$63,104",,,,"$587,047","$3,972,634",,,,"$817,065","$82,397","$268,932","$104,625","$1,034,014","$7,931,378",,"$1,737,562","$932,052",,"$652,812","$24,363",,"$1,524,823","$502,199","$1,380,035","$436,565","$168,596","$351,224",,"$5,278,112","$63,722","$1,347,738","$59,636","$143,442","$850,958","$6,156,674","$4,523,667","$1,106,445",,,,,"$3,544,766","$85,538",,"$1,470,127","$642,562","$1,052,647","$13,503,230","$201,077","$3,122,579","$174,681"
1284575,,Bad Teacher (2011),"$540,309","$51,561","$8,746,982","$2,811,634",,"$3,087,741","$37,793","$4,382,343","$319,886",,"$244,837",,"$375,554","$85,580","$61,044","$363,365","$1,165,410",,"$71,656","$11,135","$112,341","$135,847","$108,495","$7,786","$974,961","$9,096,392","$18,769,493","$16,535","$631,052","$215,623","$510,133","$132,347","$232,140",,,"$512,364","$2,777,525","$108,205","$94,499",,,"$80,373","$233,496","$83,372",,"$3,691,965",,"$4,376,561","$689,742","$124,659","$1,840,307","$28,935",,"$393,665","$216,037","$821,247","$1,121,602",,"$492,342",,"$13,430,816","$61,774","$396,819","$155,959","$122,282","$709,766",,"$6,055,117","$1,625,948",,,,,,"$458,232","$187,877","$464,039","$1,137,733","$819,114","$12,575,607","$67,226","$1,193,923","$253,273"
1391137,,Why Did I Get Married Too? (2010),,,,,,,,,,,,,,"$19,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$558,754",,,,,,,,,,,,,,,,,
1399103,,Transformers: Dark of the Moon (2011),"$8,108,505",,"$38,820,321","$4,042,800",,"$3,706,537","$821,462","$22,312,673","$734,614",,"$4,512,095","$165,100,000","$6,509,850","$466,779",,"$1,825,418",,,,"$116,334","$2,058,036","$379,866","$337,433",,"$1,377,688","$27,705,388","$38,750,141","$28,694","$2,051,349","$10,884,020","$2,184,687","$289,370",,"$6,880,457",,"$1,493,957","$12,398,269",,"$54,167,274",,,"$248,076","$558,864","$392,009","$10,881,761","$30,502,854",,"$5,680,965","$5,342,327","$94,061","$4,087,028",,,"$4,208,435","$9,770,818","$4,832,020","$2,274,967",,"$1,105,620",,"$45,129,718","$124,347","$9,181,891","$673,465","$210,099","$2,994,532","$69,067,774","$11,127,016","$5,385,082",,,,,"$37,667,064","$9,706,040",,"$3,753,228","$4,085,682","$4,195,190","$45,470,012","$207,272","$2,618,374","$2,043,200"
1583420,,Larry Crowne (2011),"$669,008",,"$2,124,486","$428,732",,"$1,109,267",,"$2,347,258","$70,083",,,,"$384,347","$29,782",,"$90,216","$92,623",,,,"$17,520","$140,287","$12,095",,"$72,806","$5,055,665","$4,098,653",,"$734,285","$407,371","$228,167","$32,455",,,,,"$1,898,750",,"$4,685,526",,,"$47,545","$97,286","$12,398","$130,572","$2,248,235",,"$463,334","$373,461",,"$193,280",,,"$215,683","$31,693","$1,295,586","$560,507",,"$151,385",,"$1,903,476","$12,947","$291,787","$12,893",,"$314,301","$77,638","$1,930,068","$227,547",,,,,"$296,727","$80,187",,"$675,999","$103,197","$315,178","$2,275,388","$69,905","$309,240",
1240982,,Your Highness (2011),,,"$645,113",,,"$40,080",,,,,,,,,,"$105,934",,,,,,,"$24,184",,,"$87,418",,,,,,"$59,868",,,,,,,,,,"$16,701","$8,194","$26,987",,"$35,938",,"$46,431","$66,587","$8,156",,,,,,,"$33,112",,"$72,928",,"$1,836,615",,"$287,999",,"$65,434","$77,355",,"$39,797",,,,,,,,,,,,"$2,832,457",,,
1547230,,Judy Moody and the Not Bummer Summer (2011),,,"$438,917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$239,073",,,
1135084,,Takers (2010),,,,,"$33,975","$81,175","$11,161",,,,,,"$155,748",,,,"$16,765","$57,744,720","$54,128","$30,327",,"$9,478",,,,"$972,802","$228,687","$30,229",,,,"$24,447",,"$758,427",,"$57,418",,,,"$28,998",,"$28,861","$42,756",,"$957,802","$680,058",,,,"$201,451",,"$27,430",,"$79,560","$165,512",,,,"$168,247",,"$1,278,755",,"$327,668",,,"$460,076",,"$2,905,445",,,,,,,"$65,265",,,,"$521,147","$686,142","$12,683","$215,311",
1517177,,3 (2010),"$6,443",,,"$97,595",,"$23,790",,"$40,738",,,,,,,,"$10,623","$7,872",,,,,,,,,,"$2,388,062",,,,,,,,,,,,,,,,,,"$465,622",,,,,,,,,,,,"$6,744",,,,"$51,393",,,,,,"$34,223","$53,861",,"$65,944",,,,,,,"$23,254",,,"$148,328",,,
1528312,,Route Irish (2010),"$2,026",,,,,"$35,715",,"$44,931",,,,,,,,,,,,,,,,,,"$186,692",,,,,,$278,,,,,"$555,955",,,,,,,,,,,,,,"$41,229",,,,,,"$1,353",,,,,,,,,,,"$42,696",,,,,,,,,"$3,229",,,"$108,307",,,
0462683,,The Man of My Life (2006),,,,,,"$29,593",,,,,,,,,,,,,,,,,,,,"$2,244,261",,,,,,,,,,,,,,,,,,,,"$71,982",,,,,,,,,,,,,,,,,,,,,,,,"$179,759",,,,"$9,278",,,,,,,,,
0312941,,My Life as McDull (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$57,985",,,,"$1,769,140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222817,,Zookeeper (2011),"$907,936","$80,239","$7,423,297","$2,811,367","$27,183","$565,992","$290,406","$5,512,213","$47,922","$1,095,465","$1,008,536",,"$986,779","$27,006","$60,169","$55,052","$96,743",,"$82,603","$15,998","$437,087","$55,021","$5,910","$4,031","$42,693","$1,376,891","$17,453,001","$12,577","$285,596","$90,200","$519,290","$49,647","$112,683",,,"$812,761",,"$84,013","$63,841",,"$478,743","$11,895","$247,091","$12,457","$977,934","$9,762,619",,"$973,184","$550,407","$75,568","$133,610","$9,639",,"$1,477,700","$176,706","$536,176","$338,331","$173,566","$243,744",,"$4,987,271","$31,104","$1,318,178","$33,236","$56,318","$1,236,193",,"$7,269,426","$119,217",,,,,"$638,066","$180,838","$178,446","$146,773","$412,651","$1,048,962","$5,748,511","$292,742","$4,018,283",
1499658,,Horrible Bosses (2011),"$1,203,002",,"$12,045,751","$1,564,836",,"$1,457,391","$49,575","$2,334,888","$213,737",,"$372,527",,"$539,528","$187,833",,"$231,098","$536,694",,,"$42,404","$166,156","$180,056","$203,448",,"$500,657","$6,950,206","$6,577,477",,"$1,586,709","$870,667","$989,704","$194,065","$15,054",,,"$1,360,470","$2,987,850",,,,,"$153,093","$319,676","$130,492","$187,668","$3,418,864",,"$2,871,240","$841,479",,"$635,090",,,"$667,465","$230,608","$1,248,417","$1,082,559",,"$498,766",,"$4,690,726","$92,133","$1,353,767","$159,373","$209,017","$1,191,108","$334,092","$2,829,027","$674,101",,,,,"$1,515,727","$142,164",,"$674,328","$555,504","$1,200,703","$16,952,604","$180,313","$1,363,244",
1216475,,Cars 2 (2011),"$11,996,480",,"$20,811,602","$3,014,735",,"$4,710,939","$386,767","$16,599,764","$476,549",,"$5,424,295",,"$5,040,489","$293,737",,"$1,661,999","$4,161,924","$191,452,396",,"$37,452","$1,625,985","$194,897","$442,707",,"$3,230,314","$27,585,179","$18,194,707",,"$1,585,871","$2,446,609","$1,543,177","$174,681",,"$670,199",,"$1,542,628","$14,421,348",,"$38,124,194",,,"$334,742","$214,988","$477,117","$1,134,250","$25,508,290",,"$6,037,506","$2,936,641",,"$5,762,653",,,"$1,401,796","$1,690,149","$5,698,308","$3,490,158",,"$467,261",,"$19,915,542","$59,215","$1,653,584","$573,275","$520,850","$2,425,763","$3,399,582","$14,367,788","$6,444,827",,,,,"$2,655,049","$965,927",,"$3,922,812","$2,470,971","$1,948,408","$24,894,721","$609,355","$4,570,943","$673,954"
1255951,,De Dana Dan (2009),,,"$152,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,946,866",,,,,,,,,,,,"$13,618",,,,"$46,009",,,,,,,,,,,,,,,,,"$43,185",,,,,,,,,,,,,,"$785,343",,,
1369706,,The Ward (2010),"$315,140",,,,,,,,,,"$167,304",,,,,,,,,,"$44,368",,,,,,,,,,,,,,,,,,,,,,,,"$68,567","$1,837,748",,,,,,,,"$371,053","$37,290",,,,,,"$1,028,600",,"$56,591",,,,,,,,,,,,"$37,524",,,,,,"$27,865",,
1787777,,Page One (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,954",,,
0450121,,Red Like the Sky (2006),"$24,514",,,,,"$1,170",,"$146,235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$194,758",,,,,,,,,"$117,098",,,,,,,,,,,,,,,,,,,,,"$42,171",,,,,,,"$33,150",,,,,,,"$2,161",,
1590024,,"If I Want to Whistle, I Whistle (2010)",,,,,,"$1,212",,,,,,,,"$1,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$216,557",,,,,,,,,"$49,843",,,,,,,,,,,,,,,
1473074,,Mammuth (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,696",,,,,,,,,,,,,,,,,,,,,,
0382691,,Gilles' Wife (2004),,,,,,,,,,,,,,,,,,,,,,,,,,"$125,253",,,"$109,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
