imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Djibouti,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mauritius,Mexico,Middle East,Middle East Other,Middle East/UAE,Morocco,Netherlands,New Caledonia,New Zealand,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Tunisia,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0264935,,Murder by Numbers (2002),"$140,739",,"$762,669","$770,831",,,,,,"$534,689","$15,430",,,"$71,527",,,,,,,,,,,,,,"$54,445",,"$41,567","$2,337,863","$4,226,748","$501,500","$177,615","$104,324",,,,,"$985,660",,,,,,,,,,,,,"$1,433,957",,,,,"$910,839",,"$78,568","$341,848",,,,,,,"$85,133",,,,,,,"$284,933",,,,,,"$413,441","$713,498","$1,561,640",,,,"$251,274",,,"$393,205",,,"$3,483,727",,,,
0277296,,The Scorpion King (2002),"$215,349",,"$3,586,880","$659,047",,,,,,"$2,479,658","$109,921",,"$964,500","$574,120",,"$622,808","$96,515",,"$63,761","$298,882","$472,333","$289,460",,"$91,047,077",,"$32,527",,"$191,467",,"$924,212","$2,521,329","$5,369,997","$924,000","$1,482,638","$359,687","$75,304","$1,250,254","$583,039","$521,908","$3,011,348",,"$8,824,906",,,,,"$61,271",,,,"$1,074,794",,"$6,088,747",,"$580,361",,,"$1,086,331",,"$530,871","$523,176",,,,,"$520,076","$1,483,213","$346,117","$742,980",,,,"$107,170",,,"$2,049,571",,"$1,047,444",,"$75,295","$399,352","$18,118,687","$5,441,489",,"$388,107","$664,908","$2,083,048","$981,898",,"$719,200",,,"$7,374,651",,"$589,223",,
0291003,,Behind the Sun (2001),"$45,275",,"$11,902",,,,,,,"$608,601",,,,"$4,064",,,,,,,,,,,,,,,,,"$85,270",,,,,,,,,"$9,631",,,,,,,,,,,,,"$21,151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0157583,,Enigma (2001),,,"$723,295",,,,,,,,"$1,845",,,,,,,,,"$17,641",,,,"$4,301,582",,,,,,,,"$799,581",,,,,,,,"$934,260",,,,,,,,,,,,,,,,,,"$152,330",,"$177,100",,,,,,,,,,,,,,,,,,,,,"$32,596",,"$1,343,345",,,,"$6,950",,,,,,"$6,566,112",,,,
0247586,,Nine Queens (2000),,,"$116,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$530,759",,,,,,,,,"$34,148",,,,,,,,,,,,,,,,,,"$34,516",,,"$4,312",,,,,,,,,,,,,,,,,,,,,,"$1,230,200",,,,,,,,,,"$404,237",,,,
0160905,,Spooky House (2001),,,,,,,,,,,,,,,,,,,,,,,,"$65,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0253840,,The Triumph of Love (2001),,,"$11,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,652",,,,,,,,,,,,,,
0211443,,Jason X (2001),,,"$47,980",,,,,,,"$278,738",,,,"$26,828",,,,,,,,,,"$13,121,555",,,,,,,"$280,654",,,"$61,499",,,,,,"$126,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$331,616",,,,"$54,025",,,,,,"$646,927",,,,
0282687,,Life or Something Like It (2002),,,"$13,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$769,366","$57,646",,,,,,,,"$120,763",,,,,,,,,,,,,"$316,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,634","$119,234","$643,749",,,,,,,"$116,818",,,,,,,
0275309,,Dogtown and Z-Boys (2001),,,"$24,995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0181912,,In Praise of Love (2001),,,,"$46,299",,,,,,,,,,,,,,,,,,,,"$252,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,786","$78,314",,,,,,,,,,"$108,316",,,,
0287645,,Rain (2001),,,"$27,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,812",,,,,,,,,,,,,,
0235737,,The Salton Sea (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$262,590",,,,,,,,,"$46,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047892,,Bob the Gambler (1956),,,,,,,,,,,,,,,,,,,,,,,,"$15,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0231448,,Deuces Wild (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$134,116",,,,,,,,,,,,,,
0278823,,Hollywood Ending (2002),"$345,169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,885,950",,"$244,700","$36,709","$26,818",,,,,"$1,180,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$94,892",,,,,,,"$587,975",,,,,,,,"$2,396,182",,,,,,,,,,,,,,
0145487,,Spider-Man (2002),"$2,334,295","$78,502","$17,233,598","$4,077,947","$213,465",,"$40,000","$4,175,035","$288,359","$17,538,493","$123,957",,"$3,504,018","$2,949,973","$4,983,142","$4,085,740","$256,548","$31,429",,"$824,114",,"$3,378,574","$40,000","$407,022,860","$308,000","$104,761","$1,123,513","$400,582","$120,085","$1,982,845","$32,938,344","$30,652,664","$2,585,657","$3,728,668","$1,030,188","$411,210","$5,396,829","$1,859,110","$1,965,935","$20,839,912","$272,500","$58,925,689","$95,542",,"$226,447","$84,788","$391,355",,"$272,500","$63,785","$2,110,453","$106,713","$31,196,574",,,,"$150,000","$4,150,075","$122,001","$2,876,190","$5,002,512","$82,560","$225,000",,"$43,000","$1,850,250","$3,226,365","$1,516,737","$3,148,179",,"$158,241","$106,712","$201,644","$3,529,289",,,"$251,648","$2,995,307","$205,949","$136,338","$2,086,698","$16,982,856","$23,707,297","$162,535","$4,783,221","$5,649,362","$3,439,854","$3,436,468","$60,980","$1,716,559",,"$971,208","$45,780,340","$408,868","$2,365,197","$50,002",
0282771,,The Mystic Masseur (2001),,,,,,,,,,,,,,,,,,,,,,,,"$399,110",,,,,,,"$4,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0289054,,Warm Water Under a Red Bridge (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$325,000",,,,,,,,,"$29,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,148",,,,,,,,,,,,,,
0241760,,The New Guy (2002),,,"$319,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,677","$73,666",,,,,,,,,,,,,,,,,,,,,"$264,125",,,,,,,,,,,,,,,,,,,,,,"$216,915",,,,,,"$27,174",,"$138,339",,,,,,,,,,,,,,
0250797,,Unfaithful (2002),"$753,589",,"$2,477,986","$891,386",,,,,,"$2,205,420","$46,381",,,"$611,362",,,,,,,,,,,,,,"$19,369",,"$497,402","$1,964,061","$8,023,527","$706,000","$283,881","$159,504",,,,,"$9,860,168",,"$2,071,433",,,,,,,,,,,"$6,098,731",,,,,"$1,021,877",,"$229,824","$298,672",,,,,,,"$660,715",,,,,,,"$531,623",,,,,,"$485,128","$1,560,673","$5,484,475",,,,"$812,196",,,"$884,781",,,"$5,653,287",,,,
0239234,,The Lady and the Duke (2001),,,,,,,,,,,,,,"$18,963",,,,,,,,,,,,,,,,,"$778,123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091578,,My Beautiful Laundrette (1985),,,,,,,,,,,,,,,,,,,,,,,,"$2,451,545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,432",,,,
0050634,,The Cranes Are Flying (1957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,626",,,,,,,,,,,,,,,,,,,,,,
0276751,,About a Boy (2002),"$117,356",,"$5,269,055","$2,094,925",,,,"$1,265,960",,"$521,007","$17,513",,"$44,236","$79,155",,"$37,183","$103,932",,"$74,068",,"$526,966","$894,529",,,,"$10,042",,"$35,515",,"$846,659","$2,947,558","$12,862,709","$650,000","$423,293","$224,088","$270,125","$39,437","$73,311","$782,968","$5,749,730",,"$6,353,114",,,,,"$24,080",,,,"$65,025",,"$901,668",,"$94,151",,,"$2,290,647",,"$822,482","$2,441,516",,,,,"$171,209","$144,292","$1,152,098","$1,025,084",,,,"$27,306",,,,,"$318,656",,"$133,121","$419,856","$1,885,496","$2,279,302",,"$2,703,740","$3,046,915","$419,158","$359,446",,"$385,924",,,"$24,977,592",,"$51,526",,
0121765,,Star Wars: Episode II - Attack of the Clones (2002),"$993,508",,"$18,925,193","$3,332,086",,,,"$3,110,599","$194,407","$4,201,526","$237,934",,"$1,293,273","$1,759,483","$5,488,408","$990,362","$302,478",,,"$873,260",,"$3,473,145",,"$310,676,740","$116,799",,"$430,056","$96,433","$110,144","$2,090,968","$30,664,323","$35,042,831","$810,883","$1,909,959","$2,415,086","$288,982","$617,073","$257,215","$820,753","$8,241,121","$69,441","$78,182,528",,,,"$89,813","$85,949",,"$106,681","$78,260","$1,102,637",,"$8,793,561",,,,,"$4,094,896",,"$2,617,544","$2,677,905",,,,,"$1,124,802","$2,074,021","$3,103,567","$1,488,369","$1,879,144",,,"$212,728","$5,258,522",,,"$76,457","$2,040,600",,"$149,540","$816,904","$7,879,872","$16,189,195",,"$5,786,670","$3,471,877","$1,488,278","$2,035,976",,"$905,667",,"$412,873","$58,762,764","$106,984","$850,917",,
0247199,,The Believer (2001),,,,,,,,,,,,,,,,,,,,,,,,"$416,925",,,,,,,"$56,493",,,,,,,,,"$56,786",,,,,,,,,,,,,"$35,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$743,908",,,,,,,,,,,,,,
0278500,,The Importance of Being Earnest (2002),,,"$1,465,848","$98,195",,,,,,,,,,,,,,,,,,,,"$8,384,929",,,,,,,"$116,912","$611,387","$138,000",,,,,,,"$690,806",,,,,,,,,,,,,,,,,,,,"$250,173","$47,592",,,,,,,,,,,,,,,,,,,,,,"$718,655",,,,,,,,,,"$4,750,926",,,,
0077838,,The Last Waltz (1978),,,"$14,772",,,,,,,,,,,,,,,,,,,,,"$322,313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,602",,,,
0278435,,Enough (2002),,,"$558,316","$298,816",,,,,,"$300,239","$30,417",,,,,,,,,,,,,,,,,"$13,903",,"$26,898","$827,247","$1,913,144","$98,200","$41,433","$37,473",,,,,"$376,058",,,,,,,,,,,,,"$2,475,039",,,,,"$498,568",,"$156,788","$110,568",,,,,,,"$24,520",,,,,,,"$802,516",,,,,,"$170,442","$181,131","$1,206,167",,,,,,,"$224,096",,,"$1,426,463",,,,
0278504,,Insomnia (2002),"$995,331",,"$2,876,055","$443,846",,,,,,"$1,440,709","$43,940",,,"$286,455",,,,,,,,,,"$67,355,513",,,,"$47,922",,"$140,218","$4,801,066","$1,925,870","$1,405,750","$414,174","$174,554",,,,,"$5,025,014",,"$7,093,913",,,,,,,,,,,"$3,247,441",,,,,"$753,128",,"$200,399","$270,544",,,,,,,"$628,646",,,,,,,"$203,873",,,,,,"$84,816","$1,845,522","$2,804,395",,,,"$335,752",,,"$506,938",,,"$7,871,664",,,,
0166813,,Spirit: Stallion of the Cimarron (2002),"$306,620",,"$2,395,158","$914,504",,,,,,"$1,040,938",,,,"$441,698",,,,,,,,,,,,,,,,"$413,272","$5,918,538","$6,517,616","$383,400","$276,739","$180,924",,,,,"$4,612,988",,"$264,633",,,,,,,,,,,"$4,928,374",,,,,"$437,886",,"$296,260","$708,152",,,,,,,"$672,253",,,,,,,,,,,,,"$349,850","$1,351,024","$2,048,275",,,,"$250,831",,,"$73,515",,,"$3,601,969",,,,
0254199,,CQ (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$85,533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0268690,,13 Conversations About One Thing (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,250",,,,,,,"$76,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,132",,,,,,,,,,,,,,
0164184,,The Sum of All Fears (2002),"$251,244",,"$3,168,859","$1,141,020",,,,,,"$949,091","$49,410",,,"$282,438",,,,,,,,,,,,,,"$105,039",,"$303,199","$3,868,619","$7,312,049","$548,100","$1,067,694","$144,960",,,,,"$2,910,825",,"$16,076,216",,,,,,,,,,,"$4,090,725",,,,,"$1,141,337",,"$326,849","$477,376",,,,,,,"$298,307",,,,,,,"$92,281",,,,,,"$598,750","$2,820,607","$5,214,687",,,,"$837,082",,,"$334,454",,,"$7,003,679",,,,
0279493,,Undercover Brother (2002),,,"$428,160",,,,,,,,,,,,,,,,"$7,553",,,,,,,,,,,,,,,,,,,,,"$90,724",,"$82,362",,,,,"$25,841",,,,,,,,"$217,585",,,,,"$264,336",,,,,,,,,,,,,,,,,,,,,"$20,074",,"$5,612",,,,,,,,,,"$1,286,058",,,,
0295480,,Nijinsky: The Diaries of Vaslav Nijinsky (2001),,,"$7,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0280486,,Bad Company (2002),"$188,279",,"$1,034,416","$382,039",,,,,,"$463,194","$69,004",,,"$6,030",,,,,,,,,,"$30,160,161",,,,"$12,912",,"$94,542","$2,780,575","$2,225,449","$75,600","$223,487","$114,833",,,,,"$1,132,639",,"$5,151,321",,,,,,,,,,,"$1,479,880",,,,,"$1,662,788",,"$100,635","$428,120",,,,,,,"$135,049",,,,,,,,,,,,,"$302,004","$659,465","$3,595,942",,,,"$562,084",,,"$155,527",,,"$2,083,929",,,,
0279778,,Divine Secrets of the Ya-Ya Sisterhood (2002),"$13,804",,"$875,867","$290,305",,,,,,"$126,613",,,,"$9,905",,,,,,,,,,,,,,,,,"$91,156","$1,402,922","$60,750",,,,,,,"$42,380",,,,,,,,,,,,,"$352,065",,,,,"$60,237",,,"$9,448",,,,,,,,,,,,,,,,,,,,"$219,618",,"$10,846",,,,"$54,185",,,"$78,671",,,"$195,118",,,,
0285441,,Atanarjuat: The Fast Runner (2001),,,"$9,684","$41,375",,,,,,,,,,,,,,,,,,,,"$3,789,952",,,,,,,"$950,347","$165,907","$213,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,992",,,,"$2,032",,,,,,,,,,
0258463,,The Bourne Identity (2002),"$208,363",,"$7,071,859","$1,115,775",,,,"$1,890,522",,"$889,195","$67,273",,"$270,000","$114,541",$0,"$394,054","$63,705",,"$51,810","$125,013","$205,354","$827,614",,,,,,"$78,618",,"$538,941","$3,794,071","$9,381,868","$845,900","$683,728","$285,575","$115,804","$225,680","$294,823","$795,213","$4,391,773",,"$13,187,671",,"$42,578",,,"$79,232",,,,"$267,980",,"$3,788,587",,"$380,632",,,"$1,994,577",,"$694,660","$1,400,098",,,,,"$291,209","$719,407","$653,233","$681,722",,,,"$58,745",,"$1,116,872",,,"$596,874",,"$89,080","$1,126,898","$3,125,368","$6,228,517",,"$1,263,772","$1,471,067","$2,235,349","$486,260",,"$389,757",,,"$12,357,295",,"$309,509",,
0267913,,Scooby-Doo (2002),"$821,456",,"$9,937,765","$1,031,188",,,,,,"$5,250,805","$22,843",,,"$480,071",,,,,,,,,,"$153,322,074",,,,"$87,662",,"$328,399","$11,462,131","$5,317,434","$680,000","$759,108","$69,444",,,,,"$3,337,885",,"$4,173,477",,,,,,,,,,,"$10,819,792",,,,,"$1,601,109",,"$1,753,963","$795,000",,,,,,,"$234,958",,,,,,,"$721,980",,,,,,"$921,161","$972,755","$5,352,137",,,,"$187,955",,,"$111,650",,,"$33,495,591",,,,
0245562,,Windtalkers (2002),"$63,794",,"$1,148,667","$19,522",,,,,,"$370,150",,,,"$85,168",,,,,,,,,,,,,,"$63,399",,,"$1,880,294","$1,422,666","$47,125","$685,468","$66,627",,,,,"$1,748,131",,"$8,333,756",,,,,,,,,,,"$2,536,256",,,,,"$103,335",,"$269,796","$161,800",,,,,,,"$23,065",,,,,,,"$432,355",,,,,,"$58,900","$842,402","$2,358,563",,,,"$1,007,546",,,"$176,717",,,"$1,187,823",,,,
0238924,,The Dangerous Lives of Altar Boys (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,974",,,,,,,,,,,,,"$44,485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,265",,,,,,,,,,,,,,
0282768,,The Emperor's New Clothes (2001),,,,,,,,,,,,,,,,,,,,,,,,"$661,903",,,,,,,,,,,,,,,,"$503,642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$70,637",,,,,,,,,,,,,,
0244479,,Dark Blue World (2001),,,"$74,747",,,,,,,,,,,,,,,,,"$1,935,450",,,,,,,,,,"$9,351",,"$49,158",,,,,,,,"$32,774",,,,,,,,,,,,,"$20,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0247444,,Juwanna Mann (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,219",,,,,,,,,,,,"$22,330",,,,
0275847,,Lilo & Stitch (2002),"$1,077,313",,"$6,952,780","$1,398,886",,,,,,"$2,997,138","$37,192",,,"$1,228,713",,,,,,,,,,"$145,794,338",,,,"$23,366",,"$887,679","$6,068,447","$8,219,383","$460,000","$1,094,049","$204,453",,,,,"$3,722,118",,"$22,712,669",,,,,,,,,,,"$11,389,568",,,,,"$1,422,365",,"$707,022","$2,332,160",,,,,,,"$615,283",,,,,,,,,,,,,"$592,313","$1,274,762","$4,568,346",,,,"$662,624",,,"$46,997",,,"$20,072,600",,,,
0181689,,Minority Report (2002),"$758,070",,"$6,584,824","$1,791,958",,,,,,"$3,414,895","$129,696",,,"$608,977",,,,,,"$641,507",,,,,,,,"$165,435",,"$873,526","$18,777,372","$16,996,596","$1,492,800","$2,904,285","$561,752",,,,,"$10,061,730",,"$42,707,326",,,,,,,,,,,"$5,797,583",,,,,"$2,832,068",,"$1,013,341","$1,714,528",,,,,,,"$1,451,219",,,,,,,"$2,804,778",,,,,,"$584,851","$19,701,400","$10,929,188",,,,"$2,916,127",,,"$1,350,961",,,"$31,388,860",,,,
0252444,,Rabbit-Proof Fence (2002),"$15,905",,"$3,756,418","$85,834",,,,,,,,,,"$5,582",,,,,,,,,,"$6,199,600",,,,,,,"$112,501","$881,965",,,,,,,,"$55,023",,,,,,,,,,,,,"$67,861",,,,,"$328,500",,"$391,870","$37,376",,,,,,,,,,,,,,,,,,,,"$31,271",,"$327,217",,,,,,,"$36,157",,,"$2,175,180",,,,
0286179,,Sunshine State (2002),,,"$4,198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,532",,,,
0314166,,Hey Arnold! The Movie (2002),,,"$25,058",,,,,,,,,,,"$269,507",,,,,,,,,,,,,,,,,"$46,389",,,,,,,,,,,,,,,,,,,,,,"$392,899",,,,,,,"$52,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$181,194",,,,
0280590,,Mr. Deeds (2002),,,"$4,830,666","$1,188,361",,,,,,"$716,754","$33,453",,,"$78,697",,,,,,"$58,274",,,,,,,,,,"$151,964","$283,858","$7,082,283","$403,950",,"$248,613",,,,,"$587,340",,"$645,515",,,,,,,,,,,"$3,142,254",,,,,"$335,986",,"$787,144","$627,480",,,,,,,"$21,295",,,,,,,"$783,935",,,,,,"$546,057","$142,526","$3,154,448",,,,"$100,092",,,"$336,128",,,"$5,919,318",,,,
0258273,,Lovely & Amazing (2001),,,"$101,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$217,470",,,,
0308506,,Like Mike (2002),"$45,188",,"$1,260,454","$150,423",,,,,,,,,,"$65,016",,,,,,,,,,,,,,,,,"$218,884","$1,038,604",,,,,,,,"$4,644",,,,,,,,,,,,,"$967,583",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$96,621",,"$931,024",,,,"$7,176",,,,,,"$2,005,231",,,,
0120912,,Men in Black II (2002),"$1,058,621",,"$9,698,146","$3,513,782",,,,,,"$6,333,586","$114,164",,,"$916,849",,,,,,,,,,"$193,735,288",,,,"$127,040",,"$1,154,921","$24,062,423","$30,049,215","$955,260","$2,646,470","$779,375",,,,,"$6,704,399",,"$28,136,247",,,,,,,,,,,"$11,097,021",,,,,"$2,569,265",,"$1,683,237","$2,305,456",,,,,,,"$1,145,239",,,,,,,"$6,700,000",,,,,,"$857,326","$11,880,470","$10,958,592",,,,"$2,537,583",,,"$519,663",,,"$34,571,702",,,,
0289408,,The Powerpuff Girls Movie (2002),"$262,461",,"$46,273",,,,,,,"$949,447",,,,"$158,244",,,,,,,,,,,,,,,,"$54,617","$47,819",,,"$267,710",,,,,,"$21,227",,,,,,,,,,,,,"$1,618,770",,,,,,,,"$11,024",,,,,,,,,,,,,,,,,,,,,"$91,925","$125,903",,,,"$129,059",,,,,,"$141,826",,,,
0263725,,Me Without You (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,317",,,,
0305396,,The Crocodile Hunter: Collision Course (2002),,,"$2,046,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,755",,,,,,,,,"$2,602",,,,,,,,,,,,,,,,,,,,"$241,042",,,,,,,,,,,,,,,,,,,,,,,"$8,381",,,,,,,,,,"$1,914,011",,,,
0253556,,Reign of Fire (2002),"$114,125",,"$1,684,166","$437,879",,,,,,"$549,001","$51,632",,,"$127,972",,,,,,,,,,,,,,"$25,002",,"$64,490","$4,175,054","$3,076,081","$117,450","$457,377","$84,478",,,,,"$2,144,981",,"$2,899,892",,,,,,,,,,,"$3,556,016",,,,,"$508,346",,"$410,822","$113,664",,,,,,,"$34,019",,,,,,,"$575,459",,,,,,"$174,441","$2,062,563","$3,622,724",,,,"$244,722",,,"$80,414",,,"$5,018,894",,,,
0257044,,Road to Perdition (2002),"$390,265",,"$2,613,657","$449,050",,,,,,"$833,281","$35,893",,,"$181,684",,,,,,"$327,243",,,,,,,,"$19,262",,"$263,544","$3,851,084","$5,755,384","$3,001,300","$552,757","$126,741",,,,,"$10,213,487",,"$11,419,558",,,,,,,,,,,"$3,911,371",,,,,"$583,558",,"$405,442","$860,472",,,,,,,"$270,512",,,,,,,,,,,,,"$195,780","$3,028,885","$7,003,856",,,,"$667,489",,,"$774,432",,,"$10,060,552",,,,
0297721,,All About Lily Chou-Chou (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0269499,,My Wife Is an Actress (2001),,,"$25,371",,,,,,,,,,,"$7,644",,,,,,,,,,,,,,,,,"$3,435,177",,,,,,,,,"$46,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$111,169",,,,,,,,,,,,,,
0220506,,Halloween: Resurrection (2002),"$39,672",,"$337,167","$180,932",,,,,,,,,,"$8,113",,,,,,,,,,,,,,,,,"$953,144","$505,115",,"$32,154",,,,,,"$39,681",,,,,,,,,,,,,"$1,186,121",,,,,"$183,790",,"$75,714",,,,,,,,,,,,,,,,,,,,,"$69,489",,"$768,136",,,,"$31,810",,,"$159,724",,,"$2,085,491",,,,
0254455,,Sex and Lucía (2001),,,"$18,147","$34,297",,,,,,,,,,"$67,906",,,,,,,,,,,,,,,,,"$97,583","$158,946",,,,,,,,"$453,180",,,,,,,,,,,,,"$325,159",,,,,"$237,961",,"$58,392","$102,168",,,,,,,,,,,,,,,,,,,,,,"$4,287,666",,,,,,,,,,"$204,496",,,,
0271367,,Eight Legged Freaks (2002),,,"$992,252","$466,579",,,,,,"$110,445","$18,806",,,,,,,,,,,,,,,,,,,"$43,446","$1,434,862","$3,020,688",,"$487,032","$23,825",,,,,"$266,165",,,,,,,,,,,,,"$1,371,125",,,,,"$566,659",,"$135,024",,,,,,,,,,,,,,,,,,,,,"$126,026","$1,479,532","$1,711,407",,,,"$266,529",,,"$25,555",,,"$5,124,169",,,,
0267626,,K-19: The Widowmaker (2002),"$92,841",,"$805,997","$207,900",,,,,,"$273,056","$33,087",,,"$72,244",,,,,,"$69,793",,,,,,,,,,"$71,358","$1,460,664","$1,457,784","$396,000","$509,260","$21,677",,,,,"$1,873,304",,"$9,841,221",,,,,,,,,,,"$1,407,244",,,,,"$142,151",,"$209,992","$140,416",,,,,,,"$168,980",,,,,,,,,,,,,"$99,269","$998,882","$2,767,330",,,,"$823,406",,,,,,"$1,096,297",,,,
0243585,,Stuart Little 2 (2002),"$742,583",,"$5,542,624","$1,587,949",,,,,,"$1,280,448","$35,164",,,"$540,873",,,,,,"$358,212",,,,,,,,"$26,476",,"$597,278","$10,298,137","$7,889,226","$551,050","$1,231,686","$247,390",,,,,"$1,381,433",,"$5,410,984",,,,,,,,,,,"$7,562,553",,,,,"$1,293,671",,"$1,166,425","$1,886,864",,,,,,,"$624,312",,,,,,,,,,,,,"$768,703","$4,172,510","$4,963,088",,,,"$456,234",,,"$524,903",,,"$17,134,111",,,,
