imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Djibouti,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mauritius,Mexico,Middle East,Middle East Other,Middle East/UAE,Morocco,Netherlands,New Caledonia,New Zealand,Norway,Oman,Pakistan,Palestine,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Tunisia,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0295178,,Austin Powers in Goldmember (2002),"$107,340",,"$10,511,961","$808,438",,"$101,169",,"$718,819","$2,997","$268,991","$19,526",,"$134,473","$52,631",,"$30,245","$50,114",,,,"$61,781","$377,461",,,,,,,,"$552,169","$4,303,052","$4,639,616","$330,145","$432,044","$100,993","$250,390","$82,517",,"$673,317","$591,592",,"$8,010,166",,,,,,"$93,927",,,"$97,625",,"$1,044,983",,,,,"$1,655,455",,"$1,397,691","$1,374,755",,,,,"$33,410","$289,971","$70,128","$282,433","$481,031",,,"$16,652","$631,510",,,"$26,186","$911,887",,"$72,756","$632,735","$188,455","$2,472,726",,"$885,152","$795,473","$145,234","$292,340",,"$78,468",,,"$36,288,585",,"$79,772",,"$79,625"
0276033,,The Country Bears (2002),,,"$31,585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$632,820",,,,,,,"$87,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0303353,,The Kid Stays in the Picture (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,291",,,,,,,,,,,,,,
0303243,,Happy Times (2000),,,"$13,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,381","$17,576",,,,,,,,"$45,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,140",,,,,,,,,,
0271219,,Tadpole (2002),,,"$17,357",,,,,,,,,,,,,,,,,"$32,146",,,,,,,,,,,"$40,550",,,,"$12,021",,,,,"$42,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0246500,,Who Is Cletis Tout? (2001),,,"$27,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0295427,,The Master of Disguise (2002),,,"$1,279,529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,938",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,943",,,,,,,,,,,,"$96,930",,,,
0286106,,Signs (2002),"$1,403,744",,"$6,475,864","$1,559,108",,,,,,"$4,324,560","$63,781",,,"$950,249",,,,,,,,,,,,,,,,"$814,755","$10,545,137","$14,676,583","$2,023,100","$996,910","$361,259",,,,,"$10,853,838",,"$26,463,268",,,,,,,,,,,"$11,429,220",,,,,"$3,514,426",,"$934,014","$1,550,832",,,,,,,"$1,479,135",,,,,,,,,,,,,"$700,084","$3,081,939","$10,901,226",,,,"$1,234,104",,,"$1,789,333",,,"$25,004,129",,,,
0265930,,The Last Kiss (2001),"$342,887",,"$247,202",,,,,,,,,,,"$256,789",,,,,,,,,,"$1,048,950",,,,,,,"$968,952",,"$40,250",,,"$5,885",,,,,,,,,,,,,,,,,"$58,152",,,,,,,,"$108,009",,,,,,,,,,,,,,,,,,,,,,"$570,561",,,,,,,"$39,477",,,,,,,
0287717,,Spy Kids 2: Island of Lost Dreams (2002),"$271,033",,"$4,440,825","$278,231",,,,,,"$358,001","$10,695",,,"$90,295",,,,,,"$67,726",,,,,,,,,,"$9,723","$2,243,516","$1,449,197",,"$146,261","$90,378",,,,,"$774,731",,"$2,422,694",,,,,,,,,,,"$3,554,177",,,,,"$786,227",,"$611,504","$864,552",,,,,,,"$258,482",,,,,,,"$803,844",,,,,,"$266,976",,"$1,428,105",,,,"$90,212",,,,,,"$8,104,905",,,,
0279113,,The Good Girl (2002),,,"$65,402",,,,,,,"$41,273",,,,,,,,,,,,,,"$14,018,296",,,,,,,"$480,115",,,,,,,,,"$31,956",,"$51,147",,,,,,,,,,,"$244,790",,,,,,,"$87,561",,,,,,,,,,,,,,,,,,,,,"$35,026",,"$416,094",,,,"$4,840",,,,,,"$436,786",,,,
0309377,,Blood Work (2002),"$191,941",,"$173,262","$53,175",,,,,,"$72,399",,,,,,,,,,,,,,,,,,,,"$13,170","$1,378,884","$182,061","$52,900",,,,,,,"$512,752",,"$256,102",,,,,,,,,,,"$345,809",,,,,,,,"$17,496",,,,,,,,,,,,,,,,,,,,,,"$987,718",,,,"$32,121",,,,,,"$266,386",,,,
0295701,,xXx (2002),"$343,849",,"$5,849,021","$2,090,016",,,,,,"$2,750,415","$165,058",,,"$222,763",,,,,,"$468,250",,,,,,,,"$132,938",,"$464,635","$6,313,585","$13,350,421","$597,000","$636,400","$314,554",,,,,"$4,469,070",,"$13,238,396",,,,,,,,,,,"$5,337,268",,,,,"$2,411,188",,"$1,187,964","$1,425,448",,,,,,,"$308,504",,,,,,,"$2,050,460",,,,,,"$1,434,477","$6,954,792","$7,017,420",,,,"$1,112,481",,,"$623,901",,,"$17,885,941",,,,
0274309,,24 Hour Party People (2002),"$20,186",,"$181,561",,,,,,,,,,,,,,,,,,,,,"$1,184,096",,,,,,"$30,765","$28,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$379,899",,,,
0303356,,Biggie & Tupac (2002),,,"$18,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0283288,,The Château (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290823,,Secret Ballot (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0292066,,Lan Yu (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,190","$3,443,272",,"$106,505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$163,672",,,,,,,,,,
0274117,,Read My Lips (2001),"$53,776",,"$77,373",,,,,,,,,,,"$5,726",,,,,,,,,,,,,,,,,"$2,214,087",,,,,,,,,"$270,695",,,,,,,,,,,,,,,,,,,,"$38,919",,,,,,,,,,,,,,,,,,,,,,,"$75,001",,,,"$19,403",,,,,,"$168,819",,,,
0217119,,A Matter of Taste (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0180052,,The Adventures of Pluto Nash (2002),,,"$213,907",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$223,028",,,,,,,,,"$21,557",,,,,,,,,,,,,"$67,731",,,,,,,"$45,440",,,,,,,,,,,,,,,,,,,,,,,"$653,605",,,,,,,,,,,,,,
0300532,,Blue Crush (2002),,,"$2,572,089","$80,731",,,,"$327,719",,"$375,011",,,"$140,000","$17,660",,,,,"$17,133",,,,,,,,,,,,"$837,825","$507,757",,,,"$26,684",,,,"$191,282",,"$442,095",,,,,"$88,436",,,,,,"$625,020",,"$107,119",,,"$113,671",,"$445,621",,,,,,"$51,324","$134,696",,,,,,,,,,,"$112,524",,,"$503,098",,"$750,784",,,,,,,,,,"$2,287,163",,"$89,340",,
0246772,,Mostly Martha (2001),,,"$275,902","$284,004",,,,,,,,,,,,,,,,,,,,,,,,,,"$17,981",,"$2,416,654",,,"$7,565",,,,,"$267,246",,,,,,,,,,,,,,,,,,"$118,846",,"$111,932","$113,144",,,,,,,,,,,,,,,,,,,,,,"$296,810",,,,,,,,,,,,,,
0255589,,The Isle (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0256276,,Possession (2002),"$31,613",,"$190,569","$142,342",,,,,,"$51,682",,,,"$48,041",,,,,,,,,,,,,,,,"$19,581","$552,713","$270,425","$296,150","$35,865",,,,,,"$913,133",,,,,,,,,,,,,"$462,282",,,,,"$13,993",,"$50,709",,,,,,,,,,,,,,,,,,,,,,"$202,614","$70,774",,,,"$126,579",,,"$248,097",,,"$132,657",,,,
0265459,,One Hour Photo (2002),"$267,857",,"$2,290,485","$138,935",,,,,,"$477,472",,,,"$89,486",,,,,,,,,,,,,,,,"$122,345","$1,055,257","$1,270,072","$193,200","$122,090","$39,739",,,,,"$1,881,856",,"$253,597",,,,,,,,,,,"$1,937,619",,,,,"$206,438",,"$85,199","$216,392",,,,,,,,,,,,,,,,,,,,,"$363,027","$3,351,960",,,,"$112,644",,,"$52,369",,,"$2,052,214",,,,
0261289,,Serving Sara (2002),"$52,397",,"$19,211",,,,,,,,"$16,569",,,,,,,,,,,,,,,,,"$13,430",,,,"$191,905",,,,,,,,,,,,,,,,,,,,,"$754,751",,,,,,,,,,,,,,,"$104,940",,,,,,,,,,,,,"$99,097",,"$808,659",,,,"$22,791",,,"$24,009",,,,,,,
0258153,,S1m0ne (2002),"$130,981",,"$32,093",,,,,,,,"$28,021",,,"$18,414",,,,,,,,,,,,,,"$5,695",,"$8,930","$1,159,283",,"$601,300","$56,769",,,,,,"$818,774",,"$1,261,736",,,,,,,,,,,"$692,625",,,,,"$102,386",,,"$7,480",,,,,,,,,,,,,,,,,,,,"$40,606","$382,983","$273,468",,,,"$65,963",,,"$295,852",,,"$229,988",,,,
0281322,,Undisputed (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$525,065",,,,"$42,089",,,,,,,,,,,,,,,,,,"$434,403",,,,,,,,"$44,832",,,,,,,,,,,,,,,,,,,,"$40,590",,"$1,094,514",,,,,,,,,,,,,,
0290662,,Hush! (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0268219,,How I Killed My Father (2001),"$17,402",,,,,,,,,,,,,"$3,902",,,,,,,,,,,,,,,,,"$1,635,442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300453,,Satin Rouge (2002),,,"$5,360",,,,,,,,,,,,,,,,,,,,,"$231,879",,,,,,"$3,522","$2,898,309","$15,277",,,,,,,,"$102,605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$118,389",,,,,,,,,,,,,,
0295254,,Feardotcom (2002),,,"$48,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$330,946","$294,346",,,"$50,411",,,,,"$458,019",,,,,,,,,,,,,"$1,128,105",,,,,,,,,,,,,,,,,,,,,,"$252,937",,,,,,"$31,234","$717,500","$737,214",,,,,,,"$81,972",,,"$37,970",,,,
0270480,,Mad Love (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$252,349",,,,,,,,,,,,,"$458,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,315,687",,,,,,,,,,,,,,
0269095,,City by the Sea (2002),"$431,988",,"$97,609",,,,,,,,"$31,239",,,"$105,386",,,,,,"$19,563",,,,"$22,449,000",,,,"$19,793",,,"$262,616",,"$443,800",,"$81,119",,,,,"$1,078,672",,"$230,995",,,,,,,,,,,"$1,136,776",,,,,,,,,,,,,,,"$8,561",,,,,,,"$370,952",,,,,,"$135,367",,"$1,843,288",,,,"$123,740",,,,,,"$125,339",,,,
0283026,,Swimfan (2002),,,"$1,002,108",,,,,,,"$324,633",,,,"$17,367",,,,,,"$16,642",,,,,,,,,,,,"$59,856",,,"$36,461",,,,,"$20,486",,,,,,,,,,,,,"$1,082,771",,,,,"$55,851",,,"$59,728",,,,,,,"$56,971",,,,,,,,,,,,,"$39,683",,"$270,158",,,,,,,"$103,854",,,"$1,379,507",,,,
0309521,,The Dogwalker (2002),,,,,,,,,,,,,,,,,,,,,,,,"$12,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0294431,,The Pinochet Case (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0303714,,Barbershop (2002),,,"$22,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,338","$11,205",,,,,,,,"$3,418",,,,,,,,,,,,,,,,,,,,"$51,861",,,,,,,,,,,,,,,,,,,,,"$30,693",,"$10,345",,,,,,,,,,"$230,822",,,,
0265808,,Stealing Harvard (2002),,,"$108,431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,179",,,,,,,,"$3,968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,408",,"$15,242",,,,,,,,,,,,,,
0293662,,The Transporter (2002),"$171,042",,"$857,708","$139,240",,,,,,"$120,267","$65,638",,,"$45,684",,,,,,"$80,497",,,,,,,,"$6,920",,,"$2,713,381","$859,125",,"$167,424","$385,313",,,,,"$17,074",,"$2,573,373",,,,,,,,,,,"$789,531",,,,,,,"$307,089",,,,,,,,"$119,977",,,,,,,"$1,220,600",,,,,,"$441,146","$349,581","$2,083,836",,,,"$315,141",,,"$300,790",,,"$1,018,447",,,,
0269329,,Alias Betty (2001),,,,,,,,,,,,,,"$2,151",,,,,,,,,,"$208,400",,,,,,,"$458,687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,001",,,,,,,,,,
0177746,,Children of the Century (1999),,,,,,,,,,,,,,"$20,683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$304,330",,,,,,,,,,,,,,
0280760,,Igby Goes Down (2002),,,"$361,980","$81,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"$96,396","$499,733",,,,,,,,,,,,,,,,,,,,,,,,,,"$14,158",,"$22,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$689,239",,,,
0298238,,Quitting (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,186",,,,,,,,,,,,,,
0080117,,The Wanderers (1979),,,,,,,,,,,,,,,,,,,,,,,,"$14,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0048281,,The Ladykillers (1955),,,,,,,,,,,,,,,,,,,,,,,,"$23,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,120",,,,,,,,,$672,,,,,,,,,,,,,,,,,,,,,,,,"$19,449",,,,
0044876,,The Man in the White Suit (1951),,,,,,,,,,,,,,,,,,,,,,,,"$8,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0292542,,Son of the Bride (2001),,,"$1,359","$17,896",,,,,,"$251,979",,,,,,,,,,,,,,,,,,,,,,"$605,671",,"$19,467",,,,,,"$239,271",,,,,,,,,,,,,"$313,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,698,727",,,,,,,,,,,,,,
0250258,,The Experiment (2001),,,,"$262,893",,,,,,,,,,"$5,119",,,,,,,,,,"$144,634",,,,,,,"$394,922","$6,391,356",,,"$14,418",,,,,"$1,793,709",,,,,,,,,,,,,"$238,306",,,,,"$32,511",,,,,,,,,,"$11,928",,,,,,,,,,,,,,"$87,130",,,,,,,,,,,,,,,
0308208,,Ballistic: Ecks vs. Sever (2002),,,"$189,079",,,,,,,,"$36,112",,,,,,,,,"$52,497",,,,"$14,307,963",,,,,,,"$159,677",,"$28,000","$5,514","$36,725",,,,,"$518,715",,"$179,813",,,,,,,,,,,"$928,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$230,866","$376,014","$1,445,038",,,,"$105,196",,,"$139,373",,,,,,,
0280460,,The Banger Sisters (2002),,,"$1,825,471","$104,523",,,,,,,,,,"$21,012",,,,,,,,,,,,,,,,,"$566,122","$381,736",,,,,,,,,,,,,,,,,,,,,"$572,930",,,,,,,"$210,052",,,,,,,,,,,,,,,,,,,,,"$52,801",,"$866,131",,,,,,,"$71,455",,,"$332,341",,,,
0240510,,The Four Feathers (2002),"$71,043",,"$321,533","$153,533",,,,,,,"$1,037",,,"$29,674",,,,,,,,,,,,,,,,,,"$1,451,757","$74,500",,,,,,,"$2,302,567",,"$1,112,832",,,,,,,,,,,"$569,563",,,,,"$60,078",,"$85,927","$126,272",,,,,,,,,,,,,,,,,,,,"$132,587",,"$2,020,028",,,,"$271,083",,,"$61,537",,,"$98,329",,,,
0280380,,Trapped (2002),,,"$101,965",,,,,,,,,,,"$27,645",,,,,,,,,,,,,,"$22,857",,,"$342,512","$304,306","$153,600",,,,,,,"$508,526",,"$236,807",,,,,,,,,,,"$1,206,594",,,,,,,,"$70,920",,,,,,,,,,,,,,,,,,,,"$293,929","$239,979","$1,682,987",,,,,,,,,,,,,,
0283832,,8 Women (2002),"$160,968",,"$431,531","$690,931",,,,,,,"$22,043",,,"$30,840",,,,,,"$51,321",,,,,,,,,,"$19,021","$18,991,866","$7,568,589",,"$115,271","$34,857",,,,,"$2,104,407",,,,,,,,,,,,,"$75,250",,,,,"$538,833",,"$17,013","$680,924",,,,,,,"$505,151",,,,,,,,,,,,,,,"$1,278,166",,,,"$72,989",,,,,,"$560,542",,,,
0274497,,The Ignorant Fairies (2001),"$10,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,920",,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,244",,,,,,,,,,,,,,,,,,,,,,,,,"$199,215",,,,,,,,,,,,,,
0245171,,Invincible (2001),,,,,,,,,,,,,,,,,,,,,,,,"$81,954",,,,,,,"$15,158","$15,544",,,,,,,,"$30,473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,487",,,,,,,,,,,,,,
0274812,,Secretary (2002),"$172,476",,"$559,329","$68,574",,,,,,,,,,,,,,,,"$3,937",,,,,,,,,,,"$190,833","$222,757","$174,900",,,,,,,"$289,179",,,,,,,,,,,,,"$90,864",,,,,"$93,120",,"$156,893","$10,315",,,,,,,"$18,274",,,,,,,"$131,111",,,,,,,,"$104,168",,,,,,,"$108,314",,,"$1,385,941",,,,
0245429,,Spirited Away (2001),"$215,307",,"$259,480","$241,829",,,,,,,,,,,"$69,010,962",,,,,"$3,552",,,,"$15,205,725",,,,,,"$292,529","$6,326,294","$1,981,457","$307,200","$2,958,139",,,,,,"$804,985",,"$238,220,330",,,,,,,,,,,"$749,529",,,,,,,"$59,358","$205,968",,,,,,,"$27,787",$615,,,,,,"$190,873",,,,"$5,936",,,"$11,382,770","$822,940",,,,"$1,044,866",,,"$36,860",,,"$1,383,023",,,,
0326306,,The Trials of Henry Kissinger (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0256415,,Sweet Home Alabama (2002),"$181,924",,"$6,063,195","$1,952,152",,,,,,"$975,848","$22,818",,,"$47,819",,,,,,"$154,873",,,,,,,,"$12,000",,"$127,669","$813,025","$10,750,146","$438,800","$179,255","$278,387",,,,,"$1,660,700",,"$1,323,660",,,,,,,,,,,"$2,831,177",,,,,"$920,401",,"$493,139","$1,251,560",,,,,,,"$160,993",,,,,,,"$585,027",,,,,,"$787,823","$936,623","$1,553,058",,,,"$315,061",,,"$195,256",,,"$8,708,667",,,,
0290095,,The Tuxedo (2002),"$68,903",,"$2,000,263","$543,145",,,,,,"$423,685","$65,512",,,"$128,648",,,,,,,,,,,,,,"$51,881",,,"$3,434,395","$3,072,074","$525,000","$736,399","$140,988",,,,,"$101,561",,"$2,409,692",,,,,,,,,,,"$1,946,657",,,,,"$818,590",,"$443,445","$214,448",,,,,,,"$174,601",,,,,,,"$963,307",,,,,,"$1,184,717","$6,402,731","$1,841,656",,,,"$1,121,611",,,"$261,183",,,"$5,356,009",,,,
0179098,,Moonlight Mile (2002),"$26,877",,"$40,052","$29,878",,,,,,"$82,183",,,,"$9,752",,,,,,"$21,024",,,,,,,,,,,,"$328,925",,,,,,,,"$483,285",,"$843,732",,,,,,,,,,,"$172,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$342,854",,,,,,,"$88,309",,,,,,,
0281364,,Wasabi (2001),,,,,,,,,,,"$13,005",,,,,,,,,"$62,633",,,,,,,,"$1,817",,,"$6,656,489",,,,"$204,376",,,,,"$628,685",,"$1,329,252",,,,,,,,,,,"$58,711",,,,,,,,,,,,,,,"$32,568",,,,,,,"$202,445",,,,,,,,"$584,552",,,,"$367,030",,,"$127,577",,,,,,,
0298388,,Jonah: A VeggieTales Movie (2002),,,,,,,,,,,,,,,,,,,,,,,,"$25,581,229",,,,,,,,,,,,"$6,066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,936",,,,,,,,,,,,,,,,,,,,,,
0289765,,Red Dragon (2002),"$490,012",,"$4,237,077","$1,778,364",,,,"$2,135,677",,"$1,453,192","$69,830",,"$675,000","$489,728",,"$831,773","$100,964",,,"$393,132","$566,559","$1,019,444",,,,"$32,667",,"$42,661",,"$960,164","$7,394,811","$13,142,257","$1,316,127","$842,728","$391,510",,"$55,870","$211,279","$462,161","$9,155,872",,"$17,239,195",,,,,"$74,575",,,,"$253,437",,"$5,843,368",,"$266,205",,,"$2,541,637",,"$613,793","$1,271,344",,,,,"$398,290","$343,435","$1,028,646","$1,151,889",,,,"$89,768",,"$1,316,352","$1,326,957",,"$599,115",,"$137,456","$691,996","$1,749,409","$7,883,695",,"$2,057,185","$2,114,707","$1,580,130","$437,950",,"$1,169,288",,,"$15,032,199",,"$504,701",,
0280491,,Bloody Sunday (2002),,,"$62,310",,,,,,,,"$1,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$832,003",,,,,,,,,,,,,,,,,,"$31,202",,"$58,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0246677,,Heaven (2002),,,"$295,481",,,,,,,,"$3,322",,,"$7,883",,,,,,"$27,351",,,,"$784,399",,,,,,,"$48,651","$2,100,151","$248,200",,,,,,,"$26,757",,,,,,,,,,,,,"$78,400",,,,,"$203,873",,,"$22,656",,,,,,,"$147,463",,,,,,,,,,,,,,,,,,,"$7,253",,,,,,"$245,249",,,,
0265307,,The Man from Elysian Fields (2001),"$41,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,600","$41,218",,,,,,"$17,576",,,,,,,,,,,,,"$36,690",,,,,,,"$46,199",,,,,,,,,,,,,,,,,,,,,,,"$101,596",,,,,,,,,,,,,,
0271259,,Welcome to Collinwood (2002),"$10,193",,"$22,701","$33,127",,,,,,,,,,"$27,988",,,,,,,,,,,,,,,,,"$171,278","$224,642",,,,,,,,"$109,443",,,,,,,,,,,,,"$92,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$409,213","$123,066",,,,,,,,,,"$2,612,267",,,,
0095895,,Powaqqatsi (1988),,,,,,,,,,,,,,,,,,,,,,,,"$589,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0276816,,Below (2002),,,"$10,824","$15,633",,,,,,,,,,,,,,,,"$21,938",,,,,,,,"$8,707",,,"$411,711","$62,478",,,"$21,171",,,,,,,"$603,025",,,,,,,,,,,,,,,,,,"$42,001",,,,,,,,"$24,637",,,,,,,"$505,785",,,,,,"$35,226",,,,,,"$135,863",,,"$117,454",,,,,,,
0297037,,Brown Sugar (2002),,,"$2,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,410","$33,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,119",,"$5,125",,,,,,,,,,"$453,314",,,,
0211465,,Knockaround Guys (2001),,,"$61,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$523,066",,,,,,,,,,,,,,,,,,,,,,"$95,158",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,993",,"$277,836",,,,"$76,570",,,,,,,,,,
0292644,,The Rules of Attraction (2002),,,"$264,833",,,,,,,,,,,,,,,,,"$38,961",,,,"$6,532,619",,,,,,"$11,074","$988,182","$88,812",,"$11,841","$31,114",,,,,"$401,420",,,,,,,,,,,,,"$51,925",,,,,,,"$56,271","$117,496",,,,,,,"$19,782",,,,,,,"$436,440",,,,,,,"$13,327","$337,085",,,,$251,,,,,,"$1,312,596",,,,
0283084,,Tuck Everlasting (2002),,,"$2,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,311",,,,,,,,,,,,,"$35,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0283139,,White Oleander (2002),"$22,924",,"$912,291","$166,403",,,,,,,"$9,351",,,"$11,228",,,,,,"$1,701",,,,,,,,,,"$74,400","$245,119","$290,277","$177,860",,,,,,,"$813,493",,,,,,,,,,,,,"$183,078",,,,,"$214,527",,"$82,146","$11,288",,,,,,,"$53,141",,,,,,,,,,,,,"$83,412",,"$1,123,433",,,,,,,"$201,602",,,,,,,
0310793,,Bowling for Columbine (2002),"$264,825",,"$2,565,433","$911,044",,,,,,,,,,"$134,865",,,,,,"$14,061",,,,"$21,576,018",,,,,,"$172,263","$4,911,174","$6,412,679","$58,750",,"$30,822",,,,,"$439,096",,,,,,,,,,,,,"$337,842",,,,,"$703,425",,"$341,349","$696,264",,,,,,,,,,,,,,,,,,,,"$29,218",,"$2,326,163",,,,,,,,,,"$1,954,067",,,,
0313487,,Pokemon 4Ever: Celebi - Voice of the Forest (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
