imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
5375040,,Cameraperson (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,431",,,
4613254,,Heartstone (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,"$324,575",,,,,,,,,,,,,,,,,,,,,,,,,"$1,176",,,,,,,,,"$35,142",,,,,,,,,,,$985,,,
0473064,,Doomsday: The Sinking of Japan (2006),,,,,,,,,,"$1,596,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713440,,Smoke & Mirrors (2016),,,,,,,,,,,"$17,936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697398,,The Possession Experiment (2016),"$113,807",,,,,"$45,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,731",,,,,,,,,,,,,,,,,,,,,,,,,,,
4382824,,Army of One (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,276",,,,,,,,,,,,,,,,,,,,
0874317,,Salute (2008),,"$169,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,486",,,
5472758,,Happy Bhaag Jayegi (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,449",,,
2141789,,Ivan Tsarevich & the Grey Wolf (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,617,644",,,,,,,,,,,,,,,,,,,,
5315110,,Ivan Tsarevich i Seryy Volk 3 (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,775,063",,,,,,,,,,,,,,,,,,,,
4682786,,Collateral Beauty (2016),"$1,000,000","$1,400,000",,,,"$157,283","$2,600,000","$82,985",,,"$1,804,469","$85,358",,"$126,349",,,,,,,"$181,434","$2,400,000","$1,300,000","$264,355","$1,000,000","$244,687","$34,588",,"$182,000",,"$10,200,000",,"$2,700,000",,,,,"$82,060",,"$5,700,000","$1,600,000","$252,839",,"$107,599",,,,"$25,253",,,"$1,080,856","$474,146",,"$548,045","$3,500,000",,,"$199,697","$26,596","$334,211",,"$3,900,000",,"$777,000",,"$1,300,000","$47,416",,"$276,000","$404,805","$871,928","$2,800,000","$66,756",,
4589186,,Saint Amour (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,058",,,,,,,,,,,,,,,,,,,,
0415481,,Alyosha Popovich and Tugarin Zmey (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,730,000",,,,,,,,,,,"$2,414",,,,,,,,,
1189893,,Ilya and the Robber (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,739,679",,,,,,,,,,,,,,,,,,,,
5091538,,Max & Leon (2016),,,,,,,,,,,,,,,,,,,,,,"$8,739,076",,,,,,,,,,,,,,,,,,,,"$9,456",,,,,,,,,,"$1,298",,,,,,,,,,,,,,,,,,,,$305,,,
5265960,,The Untamed (2016),,,,,,,,,,,"$2,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,798",,,
3387266,,A United Kingdom (2016),,"$1,709,630",,,"$80,996",,,,,,,,,,"$1,135,870",,,,,,"$46,943","$151,202","$1,023,810","$6,518","$50,947",,,,,,"$923,378",,,,,,,,,,"$256,464","$591,682",,"$334,694",,,,,,,,"$63,029",,,,,"$21,397",,,"$274,983","$96,373","$228,889","$357,628","$156,068",,,,,"$25,486",,"$30,948","$2,990,210",,,
2137241,,Rock on 2 (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,154,486",,,,,,,,,,,,,,"$5,749",,,,,,,,,,$513,,,,,,,,,,,,,,,,,,,,"$34,043",,,
3856504,,A Fool (2014),,,,,,,,,,"$2,059,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644714,,Badges of Fury (2013),,"$24,027",,,,,,,,"$45,300,000",,,,,,,,,,,,,,,"$121,210",,,,,,,,,,,,,,"$469,286",,,"$13,430",,,,,,,,"$43,896",,,,,,,"$182,804",,,,,,,,,,"$35,035",,,,,,,,
2582500,,Shut In (2016),"$470,519",,,,,"$35,438",,,"$228,265",,"$277,306",,,"$13,912",,,,,,,,"$596,913","$376,987","$41,237",,"$91,523","$6,286",,,,"$569,428",,,,,,,"$23,537",,"$814,423","$170,596",,,,,,,"$13,423",,,,"$52,070",,"$56,907",,,,"$15,516","$13,916","$20,242",,,,"$95,384",,"$105,960","$16,792",,"$32,738",,"$162,946","$1,052","$39,501",,
2015340,,Things from Another World (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,486,158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659619,,The Odyssey (2016),,,,,,,,"$3,112",,,"$35,488",,,"$6,906",,,,,,,"$114,248","$8,613,055",,"$46,331",,"$14,583",,,,,,,,,,,,"$3,381",,"$120,081","$55,639",,,"$9,264",,,,,,,,"$27,192",,"$2,721","$423,275",,,"$2,612","$13,791","$15,265",,"$195,839",,,,,,,"$8,430",,,"$52,051",,,
5323662,,A Silent Voice: The Movie (2016),"$38,752","$441,782",,,,"$3,701",,,,"$6,686,328",,,,,,"$764,723",,,,,,"$524,547",,,,,,,,,,,"$19,199,905",,,,,,,"$504,235",,"$66,975",,,,,,"$2,803",,,,,,,"$120,635",,,,,,"$1,930,879","$113,756",,,,,"$250,342",,,,,"$110,552",,,
0498465,,Stormy Night (2005),,,,,,,,,,,,,,,,,,,,,,,,,"$349,841",,,,,,,,"$15,002,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,543,969",,,,,"$469,099",,,,,,,,,
5096536,,Heal the Living (2016),,"$2,157",,,,,,,,,,,,,,,,,,,"$10,997","$2,162,768",,"$5,199",,,"$3,604",,,,,,,,,,,"$6,981",,,,,,"$5,093",,,,,,,,"$2,543",,"$3,793",,,,"$2,241",,,,,,,,,,,,,,"$17,218",,,
5089786,,100 Meters (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,484",,,,,,,,,,,,,,
2336960,,Inch'Allah (2012),,,,,"$44,272",,"$32,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,984",,,,,,,,,,,,,,,,,,,,"$208,209",,,,,,,,,,,,,
5728684,,Sour Grapes (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651902,,La última cima (2010),,,,,,,,,,,,,,"$25,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$968,401",,,,,,,,,,,"$3,787",,
3135556,,Jimmy Vestvood: Amerikan Hero (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,796",,,,,,,,,,,,,,,,"$53,215",,,,
2369543,,When I Saw You (2012),,,,,,,,,,,"$33,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521164,,Moana (2016),"$7,437,286","$52,552,505","$2,053,766",,"$4,829,438","$1,000,708","$22,913,792","$371,088","$5,357,169","$32,797,208","$3,638,159","$241,269",,"$414,820","$3,622,317","$248,757,044",,,,,"$1,543,888","$35,508,789","$17,053,553","$999,923","$3,005,020","$539,947","$300,217","$1,976,013",,,"$16,085,587",,"$45,915,441",,,,,"$296,867","$2,790,498","$12,821,789","$5,276,540","$14,378,650",,"$3,530,033",,,,"$307,989","$1,889,309","$3,968,401","$2,547,319","$1,810,957",,"$919,229","$13,890,865",,"$2,145,932","$339,752","$185,910","$2,106,203","$15,140,017","$11,574,619","$5,242,072","$3,205,061",,"$3,435,951","$1,411,765",,"$4,690,880","$757,020","$3,659,533","$25,388,662","$26,134","$6,271,997",
1619029,,Jackie (2016),"$222,827","$1,496,206",,,,,,,,"$326,752","$91,165","$26,559",,"$99,788",,,,,,,"$289,400","$3,187,955",,"$327,939",,"$137,532",,,,,"$1,948,593",,,,,,,"$54,552",,,"$1,420,530","$309,229",,"$179,119",,,,,,,"$446,529","$209,289",,"$61,396","$452,857",,,"$14,124","$58,085","$91,543","$170,574",,,,,,"$82,186",,"$128,911","$78,670","$87,755","$3,788,074","$29,244",,
1424045,,Ballad (2009),,,,,,,,,,,,,,,,,,,,,,,,,"$51,483",,,,,,,,"$19,277,195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711525,,Office Christmas Party (2016),"$418,982","$4,194,140","$1,430,049",,"$410,194","$120,428","$1,717,883","$111,510","$144,127",,"$577,066","$192,593",,"$231,040","$355,263",,,,"$38,397","$165,744","$263,069","$1,017,498","$3,435,508","$170,354","$355,712","$822,056","$115,298",,,"$715,033","$841,542",,,,,"$106,152","$132,262","$176,396","$147,077","$2,009,719","$1,426,121","$312,858",,"$216,847",,,"$873,835","$53,600","$455,739","$134,604","$802,856","$639,182",,"$695,761","$4,774,614",,"$219,636","$296,482","$87,123","$622,542",,"$1,045,618","$215,150","$932,100",,"$211,355","$93,286",,"$68,334","$476,157","$602,995","$3,891,893","$36,114","$19,131,685",
0810772,,Belle Du Seigneur (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$226,247",,,,,,,,,,,,,,,,,,,,
3922818,,The Space Between Us (2017),"$87,503","$27,515","$154,318",,,"$30,000","$178,265",,"$63,985","$1,437,867","$64,687",,"$10,400",,,,,"$22,535",,"$10,000",,,"$799,583","$88,823","$94,480",,"$6,861","$85,000",,"$108,616",,,,,,"$17,000",,"$28,714","$206,000","$566,142","$258,019",,,,,,,"$15,000","$303,000","$758,000",,"$49,035",,,"$695,000",,"$120,000",,"$5,484","$83,172","$155,275",,"$45,233","$132,772",,"$21,000","$212,000",,"$28,693","$58,000","$161,488","$950,100","$11,122",,"$44,494"
3748528,,Rogue One: A Star Wars Story (2016),"$3,695,360","$37,481,197","$4,459,391",,"$5,078,310","$771,807","$14,588,970","$978,634","$3,482,299","$69,484,899","$3,065,350","$557,669",,"$1,586,391","$6,795,261","$533,539,991",,,,,"$4,405,150","$39,366,913","$46,603,039","$1,351,573","$5,493,212","$3,634,448","$720,928","$1,143,293",,,"$10,866,280",,"$39,164,663",,,,,"$216,339","$3,651,314","$11,409,999","$7,888,694","$5,083,811",,"$5,203,121",,,,"$144,863","$2,729,934","$4,322,587","$8,159,017","$1,680,287",,"$1,315,534","$11,409,243",,"$4,120,651","$484,714","$244,048","$1,918,732","$7,512,870","$16,685,342","$11,550,424","$5,606,871",,"$2,636,512","$2,425,539",,"$1,748,618","$1,296,731","$2,655,562","$81,432,097","$183,120","$1,635,844",
1183374,,Pet (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,999",,,,
2361317,,Live by Night (2016),"$112,000","$634,000",,,,"$8,705","$242,000","$74,543",,,"$60,000","$54,066",,"$36,717",,,,,,,"$79,346","$1,800,000","$283,000","$388,545",,"$160,508","$30,329",,"$190,000",,"$204,000",,,,,,,"$39,614",,"$316,000","$230,000","$44,237",,"$115,354",,,,"$2,642",,,,"$153,682",,"$230,177","$1,300,000",,,"$48,020",,"$44,280",,"$502,000",,"$136,000",,"$412,000","$25,399",,"$82,000","$167,694","$392,156","$1,600,000","$5,457",,
4972582,,Split (2016),"$2,680,363","$9,503,721","$697,849",,"$1,224,581","$63,531","$4,831,714","$93,071","$801,929",,"$933,728","$126,644","$46,081","$323,334","$374,849","$138,291,365",,"$314,389","$640,059","$60,294","$330,530","$13,076,603","$11,088,289","$873,226","$2,518,122","$824,360","$64,952","$338,359","$2,138,965","$872,545","$5,796,616",,"$1,593,848",,,"$47,758","$292,012","$75,063","$662,092","$8,407,831","$1,668,581","$850,512",,"$646,922",,"$50,855","$1,112,358","$39,995","$1,170,001","$826,683","$550,972","$437,765",,"$376,701","$9,988,169","$58,816","$897,103","$217,669","$30,519","$153,263","$11,971,802","$8,114,497","$1,253,308","$1,308,740",,"$5,283,129","$519,305","$101,504","$503,810","$627,359","$1,377,225","$13,959,600","$180,887","$395,769","$514,473"
5474522,,Old Stone (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$292,,,,,,,,,,,,,,,,,,,,,,,
2726552,,A Kind of Murder (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$88,234",,,,,,,,,,,,,,,,,,,,
3717252,,Underworld: Blood Wars (2016),"$423,605","$2,791,959","$448,907",,"$154,101","$267,687","$4,860,281","$217,260","$345,192",,"$1,105,444","$66,712",,"$137,688",,,,"$601,183","$107,413","$34,986",,"$2,120,938","$2,195,520","$392,610","$914,200","$135,607","$25,157","$1,051,941","$2,701,146",,"$428,076",,"$119,356",,,"$28,755","$135,511","$33,550","$2,255,823","$3,401,765","$314,914","$389,561",,,,"$94,946",,"$18,082","$754,934","$1,689,066","$363,569","$380,001",,"$593,458","$3,911,851",,"$973,795","$75,241","$17,202","$366,243","$479,873","$1,696,900","$74,756","$110,784",,"$1,511,032","$1,966,819","$246,974","$954,377","$515,048","$1,392,845","$826,251","$39,733","$292,462","$699,792"
4540710,,Miss Sloane (2016),,,,,,,"$15,742",,"$10,223",,"$45,174",,,,,"$3,500,605",,,,,,"$800,000","$825,847","$48,968",,,,,,,"$88,298",,,,,,,,,,"$59,595",,,,,,,,,,"$35,113","$75,632",,,"$765,625",,,,,"$11,860","$330,276","$1,145,940",,"$131,273",,"$188,871","$9,909",,,"$32,859","$76,340","$701,763",,,
1974420,,Rules Don't Apply (2016),,"$52,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,556",,,,,,,,,,,"$7,669",,,,,,,,,,,,,,,,,,"$13,750",,"$76,469",,,,,,,,,,"$60,428",,,
1568328,,Enemies of the People (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,483",,,
1355644,,Passengers (2016),"$1,514,205","$10,956,637","$1,326,773",,"$1,790,642","$259,817","$7,090,198","$313,143","$830,423","$45,279,870","$1,528,089","$285,508",,"$427,713","$1,138,149",,,"$643,286","$257,065","$206,239","$891,432","$9,789,939","$13,602,992","$341,895","$2,764,994","$1,026,300","$159,458","$1,055,730","$1,712,296","$893,487","$5,485,249",,"$5,124,593",,,"$187,169","$326,464","$286,459","$1,240,720","$6,846,086","$3,419,068","$1,461,845",,"$1,666,861",,"$89,255",,"$42,501","$1,284,747","$1,354,213","$1,976,799","$975,474",,"$933,599","$17,343,776",,,"$190,580","$70,952","$1,011,418","$4,598,597","$7,215,580","$2,494,652","$1,524,017",,"$2,296,275","$1,544,254",,"$1,855,881","$1,153,257","$1,957,557","$15,686,317","$108,758","$432,301","$378,290"
4846340,,Hidden Figures (2016),"$319,058","$13,573,717","$345,383","$16,149","$485,631","$15,985","$2,107,819",,"$214,970",,"$427,812",,,,"$527,137","$169,607,287","$36,843","$127,914",,,"$317,186","$5,583,242","$4,696,971","$118,260","$815,441","$118,545","$43,120","$181,341","$87,258","$1,286,183","$3,329,394","$51,212","$4,113,815","$14,869","$230,792",,"$76,799",,"$126,410","$1,664,308","$1,178,053","$1,883,426",,"$3,648","$3,648",,,"$8,811","$143,147","$97,383","$125,298","$446,692","$18,000",,"$219,350",,"$259,594",,,"$277,221","$3,152,987","$3,789,524","$1,123,870","$1,317,495",,"$1,881,419","$118,468","$120,311","$153,970",,"$313,719","$7,916,554","$60,196","$86,101",
2671706,,Fences (2016),,"$903,215","$33,674",,"$34,055",,"$472,543",,,,,,,,,,,,,,,"$745,800","$264,185",,,,,,,,"$261,690",,,,,,,,,,"$152,522","$71,724",,,,,,,,,,"$261,321",,,,,,,,"$72,576",,"$940,732",,,,,,,,,"$209,876","$2,174,406",,,
1620935,,Bleed for This (2016),,,,,"$2,417",,,,,,,,,,,,,,,,"$17,872",,"$66,328",,,,,,,,"$451,780",,,,,,,"$6,596",,,,,,"$17,754",,,,,,,,"$89,803",,,"$166,132",,,,,"$3,063","$41,614",,,,,,"$5,609",,,,"$73,120","$672,685",,,
2592484,,Three Heroes on Distant Shores (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,136,766",,,,,,,,,,,,,,,,,,,,
4544278,,Tri bogatyrya: Khod konem (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,909,250",,,,,,,,,,,,,,,,,,,,
1796657,,How Not to Rescue a Princess (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,010,585",,,,,,,,,,,,,,,,,,,,
4381236,,The Greasy Strangler (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,549",,,
4385888,,20th Century Women (2016),,"$344,330",,,,,,,,,,,,,,,,,,,"$12,706","$352,339",,"$27,687",,,,,,,,,,,,,,,,,"$342,388",,,"$12,936",,,,,,,,"$90,607",,,,,,,,"$29,275","$245,990",,,,,,"$16,587",,,,,"$75,197",,,
5974460,,The Women's Balcony (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,632",,,,,,,,,,,,,
