imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,Netherlands Antilles,New Zealand,Nigeria,North Macedonia,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0421239,,Red Eye (2005),"$314,592","$2,775,666","$534,613",,,"$703,914",,"$1,130,974","$23,482",,"$377,147","$212,941",,"$258,908","$29,216",,,"$42,673","$63,834","$144,070",,,,,"$122,250",,"$144,070","$1,512,277","$2,639,337","$444,898","$484,619","$101,316","$77,607",,"$309,197","$374,854","$1,602,083",,,,,,,"$18,651",,,,"$356,152","$3,105,871",,,"$1,006,563",,"$320,113",,,"$223,323",,,"$237,633","$296,961","$268,501","$407,015",,,"$40,345","$1,213,509","$1,170,514",,"$2,921","$367,890","$14,568","$28,147","$329,345","$2,234,001","$2,332,071",,"$389,644","$633,620",,,,"$798,441","$318,124","$502,615",,"$371,478","$6,460,784",,"$493,060",,
0347473,,Main Hoon Na (2004),,"$107,182",,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,857",,,,,"$7,221,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,712,520",,,,
0112870,,Dilwale Dulhania Le Jayenge (1995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,578",,,,,,"$36,785",,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,602",,,,,
0387898,,Caché (2005),"$219,986","$790,448","$472,189",,,,,"$293,490",,,,"$68,488",,,,,,,,"$163,384",,,,,,,"$27,697","$3,000,458","$1,252,816","$334,125","$58,092",,"$20,913",,,,"$1,336,153",,,,,,,"$1,651",,,,,"$28,619",,,"$233,554",,"$88,263",,,"$65,103",,,,,,,,,"$5,711",,,,"$17,496",,,,,"$18,307","$830,950",,,"$311,718",,,,"$33,878",,,,,"$2,667,906",,,,
0133385,,Asterix and Obelix vs. Caesar (1999),,,,,,,,,,,,,,,,,,,,,"$1,541,261",,,,,,,,,,,,"$91,306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091341,,Kin-dza-dza! (1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,902",,,,,,,,,,,,,,,,,,,,,,,,
0403016,,Supercross (2005),,"$19,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$110,000",,,,,,,,,,,,,,,,,,,,,,,"$112,800",,,,,
0361089,,Valiant (2005),"$231,705","$2,189,083",,,,"$859,329",,"$675,438",,,,"$307,798",,,,,,"$80,367",,"$712,325",,,,,,,"$271,950","$8,185,272",,,"$491,818",,"$84,620",,,,"$1,139,363",,,,,,,,,,,,"$2,786,075",,,"$156,595",,"$122,840",,,"$426,832",,,,,"$1,094,046","$344,623",,,,,"$1,280,000",,"$3,576",,"$28,979",,"$375,048","$431,408","$3,577,534",,"$307,163",,,,,"$40,277",,,,"$143,154","$15,921,564",,,,
0355295,,The Brothers Grimm (2005),"$161,462","$2,357,551","$786,631",,,"$1,258,401",,"$2,001,265","$54,901",,,"$95,412",,,,,,"$485,472",,"$518,937",,,,,"$24,019",,"$158,733","$9,820,392","$4,358,904","$1,604,150","$696,110","$112,000","$92,996",,,,"$2,860,077",,"$9,018,976",,,,,"$48,621",,,,,"$3,463,809",,,"$537,285",,,,,"$215,669",,,,,"$723,149","$378,081",,,"$40,210","$2,600,000","$3,220,000",,"$12,720",,"$99,716",,"$546,860","$5,012,705","$6,168,617",,"$236,764","$777,967",,,,"$1,228,586","$439,600","$321,288","$349,541","$272,846","$4,200,000",,,,
0300270,,The Holy Girl (2004),"$213,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$193,467",,,,,,,,,,,,,,,,,,,,,,,,,,"$11,653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0402901,,The Cave (2005),"$233,766","$360,256",,,,,,"$673,571","$34,384",,,,,,,,,"$128,847",,,,,,,"$85,849",,,"$828,247",,"$243,100","$550,034",,,,,,"$1,040,117",,,,,,,"$51,694",,,,,,,,,,,,,,,,,,,"$138,154",,,,,,,,,"$16,537",,,"$1,235,305","$1,067,257",,,,,,,"$367,558","$442,200","$421,534",,"$190,047","$2,985,547",,,,
0434424,,Undiscovered (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,466",,,,,,,
0387131,,The Constant Gardener (2005),"$343,320","$3,261,207","$378,616",,,"$1,254,707",,"$2,223,320","$27,948",,"$76,754","$274,092",,"$384,314",,,,"$435,988",,"$876,376","$33,579,797",,,,"$23,851",,"$120,099","$3,818,888","$4,139,378","$1,455,050","$175,316",,"$32,533",,,,"$1,054,754",,"$4,205,852",,,,,,,,,,"$625,330",,,"$644,118",,"$901,871",,,"$360,180",,,"$99,299",,"$567,347","$191,651",,,"$43,733",,"$75,741",,"$12,934",,"$3,253",,"$359,387",,"$7,418,017",,"$754,526","$1,026,647",,,,"$195,241",,"$115,567",,"$28,807","$10,751,629",,"$110,747",,
0388482,,Transporter 2 (2005),"$232,622","$1,412,882","$651,580",,,"$916,467","$8,320","$438,052","$106,815",,"$232,775","$40,120","$3,751,032","$253,132","$19,114",,,"$91,340","$133,537",,,"$84,160",,"$43,993","$45,276","$59,689",,"$9,059,265","$5,432,070","$425,600","$179,001","$533,075","$81,496","$733,665","$304,619",,"$194,529","$121,224","$1,879,663",,,,"$67,901","$95,802",,"$125,327","$40,710","$269,338","$1,303,363",,"$949,070","$111,163",,"$382,551",,,"$334,198",,,"$80,792","$421,023","$241,018","$290,878","$1,025,285",,"$88,308","$1,957,226","$1,670,000",,"$18,197","$325,215","$26,688","$46,240","$789,193","$590,393","$2,975,304",,"$53,089",,,,,"$837,622","$556,048","$373,521",,"$510,873","$1,792,953",,"$172,971",,
0425123,,Just Like Heaven (2005),"$254,969","$4,616,017","$1,121,512",,,"$1,225,542",,"$2,352,775","$21,739",,"$273,846","$244,616",,"$128,146","$40,182",,,"$49,525","$67,301","$119,476",,,,,"$50,474",,"$25,024","$4,549,472","$4,527,372","$224,622","$316,671","$136,697","$42,669",,"$185,016","$400,974","$1,931,823",,,,,,,"$37,565",,,,"$195,499","$4,652,330",,,"$711,321",,"$435,927",,,"$461,547",,,"$174,762","$406,227","$457,905",,,,"$95,382",,"$2,068,216",,"$2,521","$425,846","$10,836","$67,940","$812,578","$1,850,677","$4,795,897",,"$134,814","$661,006",,,,"$902,724","$454,001","$739,757","$358,745",,"$9,401,998",,"$305,623",,
0377107,,Proof (2005),"$101,997","$233,535","$85,352",,,"$48,395",,"$197,971","$9,804",,,"$54,925",,,,,,"$105,826",,,,,,,,,,,"$347,554","$702,150","$238,562",,,,,,"$1,440,924",,,,,,,,,,,,"$403,814",,,"$20,124",,"$23,266",,,,,,,,"$181,223",,,,"$23,232",,,,,,"$25,890",,,,"$1,597,931",,"$15,754",,,,,,,"$262,148",,,"$526,668","$7,484",,,
0399295,,Lord of War (2005),"$419,282","$1,288,027","$624,783",,,"$1,121,780",,,"$59,424",,,"$157,686",,,,,,"$171,167",,"$166,372",,,,,"$112,004",,"$215,306","$8,318,438","$3,526,248","$431,050",,,"$71,835",,,,"$1,461,115",,,,,,,"$45,970",,,,,"$1,399,424",,,"$638,250",,"$195,861",,,"$351,968",,,,,"$453,529","$189,504",,,"$51,171",,"$208,279",,,,"$31,660",,"$228,522","$713,179","$3,543,503",,"$135,593","$811,676",,,,"$920,696","$334,800","$983,618",,"$335,841","$4,346,499",,,,
0384286,,Cry Wolf (2005),"$69,261","$477,282","$112,956",,,,,"$374,133",,,,"$72,485",,,,,,,,,,,,,"$25,055",,,,"$232,901",,,,"$16,847",,,,"$18,838,390",,,,,,,,,,,"$2,366","$404,897",,,,,"$16,675",,,,,,,,,,,,,,"$508,932",,,,,,,,"$540,836",,,,,,,"$29,377",,,,,"$563,911",,"$252,430",,
0404030,,Everything Is Illuminated (2005),"$59,758","$89,094","$8,714",,,,,,,,,,,,,,,,,,,,,,,,,,"$205,608",,,,,,,,"$1,094,152",,,,,,,,,,,,"$93,652",,,,,,,,,,,,,,,,,,,,,,,,,,,"$202,794",,,,,,,,,,,,"$105,305",,,,
0318761,,Thumbsucker (2005),"$10,222","$232,497","$5,249",,,,,,,,,,,,,,,,,,,,,,,,,,"$135,239",,,,,,,,,,,,,,,,,,,,"$100,868",,,,,"$29,888",,,,,,,,,,,,"$8,187",,,,,,,,,,"$68,414",,,,,,,,,,,,"$219,499",,,,
0429177,,The Thing About My Folks (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,934",,,,,,,,,,,,,,,,,,,,,,,,,,
0386005,,New Police Story (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,703,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$630,008",,,,,,,"$2,036,644",,,,,,,,"$266,684","$617,800",,,,,,,,
0419706,,Doom (2005),"$160,465","$2,611,978","$540,581",,,"$335,724",,"$337,919","$20,290",,"$181,154","$127,943",,"$237,417","$42,818",,,"$134,235","$151,988","$265,891",,,,,"$16,226",,"$96,816","$1,297,050","$3,115,504","$217,940","$295,529","$175,468","$29,849",,"$263,633","$181,952","$635,565",,"$242,716",,,,,"$15,073",,,,"$526,691","$952,577",,,"$189,913",,"$426,377",,,"$140,037",,,"$86,798","$407,335","$305,649","$294,045",,,"$16,721","$3,442,002","$3,276,267",,"$12,596","$387,537",,"$23,034","$293,558","$263,708","$1,749,594",,"$192,053","$212,660",,,,"$624,360","$723,903","$580,003",,"$438,270","$2,406,657",,"$155,713",,
0421054,,Domino (2005),,"$1,137,577","$174,423",,,"$226,562",,"$109,179","$6,373",,,"$13,372",,,"$21,950",,,"$73,452",,"$220,973","$10,169,202",,,,"$3,710",,"$14,628","$1,127,327","$1,047,621",,,,"$43,147",,,,"$1,275,082",,"$1,989,913",,,,,,,,,,"$209,681",,,"$268,413",,"$42,333",,,"$40,307",,,,,,"$18,176",,,"$16,721",,"$844,055",,,,,,,,"$1,192,373",,"$58,125",,,,,"$66,977","$50,900","$58,236","$72,566","$131,069","$2,220,079",,,,
0348333,,Waiting... (2005),,"$577,320",,,,,,"$47,273",,,,,,,,,,"$47,455",,,,,,,,,,,,,,,"$17,669",,,,,,,,,,,,,,,,,,,,,"$15,333",,,,,,,,,,,,,,"$48,590",,,,"$7,899",,"$30,033",,"$527,905",,,,,,,,"$22,500",,,,"$1,171,170",,,,
0402022,,Æon Flux (2005),,"$1,735,704",,,,"$191,860",,"$446,078",,,"$141,346","$65,617",,"$60,890","$30,395",,,,,"$30,388",,,,,"$8,651",,,"$232,946","$905,477",,,,,,"$223,809",,"$1,075,683",,"$5,324,923",,,,,,,,,"$453,001","$1,760,916",,,"$118,563",,"$334,070","$5,276",,"$39,627",,,,"$360,079","$39,873","$595,561",,,"$29,312","$2,024,405","$2,159,894",,,"$496,308",,,"$410,784","$434,856","$4,256,221",,"$23,210",,,,,"$376,424","$625,447","$253,109",,"$209,584","$1,967,049",,,,
0350261,,An Unfinished Life (2005),"$329,320",,"$146,005",,,"$163,839",,"$551,809",,,,"$57,367",,,,,,"$33,499",,"$61,297",,,,,"$19,126",,"$52,470","$1,698,072","$1,017,425",,,,,,,,"$883,431",,,,,,,,,,,,"$307,187",,,"$30,154",,,,,"$35,875",,,,,,,,,"$17,507",,"$67,351",,,,,,"$77,204",,"$3,482,262",,"$58,216","$558,975",,,,"$82,000",,,,"$127,419","$148,626","$25,456",,,
0399327,,The Man (2005),"$65,650","$107,196",,,,"$129,619","$6,584","$244,502",,,"$22,069","$18,752",,"$49,145",,,,,,,,,,,"$13,953",,,"$223,282",,,,,"$56,967",,,"$124,176","$703,960",,,,,,,"$25,444",,,,,"$775,596",,,"$28,440",,,,,,,,,,,,"$215,838",,,,,,,,,,"$225,486",,"$275,435",,,,,,,,,,,"$113,260","$1,511,071",,,,"$218,000"
0448267,,Zozo (2005),,,,"$1,154",,$52,,,,,,,,,,,,,,,,,,,"$2,644",,,,,,,,,,,,,,,,,,,"$29,500",,,,,,,,,,,,,"$65,976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0404032,,The Exorcism of Emily Rose (2005),"$999,596","$2,029,956","$1,238,996","$91,265",,"$587,039","$56,734","$3,471,442","$28,397",,"$756,043","$719,649",,"$1,033,543","$52,921","$14,505",,"$74,390",,"$396,728",,,"$17,700","$300,118","$223,386","$44,336","$242,365","$2,760,183","$5,609,245","$1,286,589","$335,275","$68,622","$128,260","$179,788","$195,847","$151,980","$5,751,578","$58,622","$5,579,875","$47,451",,"$389,733","$50,694","$160,181",,"$58,622","$38,925","$532,009","$7,193,919",,,"$436,094",,"$613,443","$12,561",,"$322,249","$31,197",,"$453,804","$465,708","$1,225,797","$507,269",,"$81,455","$41,483","$1,303,611","$1,005,812",,"$29,819","$682,888","$8,866","$62,289","$184,373","$1,090,802","$7,055,676",,"$624,987",,"$66,563","$444,956","$29,492","$1,170,319","$9,891","$1,286,894",,"$447,329","$6,536,421","$65,697","$840,098",,
0408790,,Flightplan (2005),"$1,247,586","$5,680,211","$1,602,519",,,"$2,950,277",,"$2,267,249","$62,003",,,"$552,899",,,,,,"$197,875",,"$672,113",,,,,"$125,916",,"$411,932","$4,962,530","$14,527,979","$1,163,550","$1,445,709",,"$210,381",,,,"$6,135,492",,"$25,796,448",,,,,"$90,978",,,,,"$8,652,448",,,"$2,411,733",,"$609,335",,,"$945,045",,,,"$330,000","$1,111,384","$464,887",,,"$102,539",,"$1,852,540",,"$18,595",,"$48,435",,"$816,184","$4,850,671","$9,936,348",,"$1,669,459","$1,950,172",,,,"$1,653,675","$633,800","$1,851,528","$152,934","$482,350","$11,046,764",,,,
0121164,,Corpse Bride (2005),"$6,856,168","$2,500,350","$260,687",,,"$453,810",,"$2,442,971",,,,"$695,154",,,,,,"$192,784",,"$334,849","$53,401,527",,,,,,"$188,772","$8,889,745","$1,000,066","$567,900","$1,261,206",,"$62,824",,,,"$5,893,918",,"$7,100,000",,,,,,,,,,"$6,226,957",,,"$222,770",,"$261,503",,,"$275,528",,,,,"$256,872",,,,,,"$372,502",,,,"$4,326",,"$94,756","$2,750,000","$5,253,565",,"$170,156","$614,909",,,,"$530,452","$248,100",,,"$169,000","$8,579,125",,,,
0385002,,Green Street Hooligans (2005),,,,,,,,,,,,,,,,,,"$6,837",,,,,,,,,,"$681,960",,,,,,,,,,,,,,,,,,,,,,,,"$257,368",,,,,,,,,,"$202,750",,,,,,,,,,"$17,875",,,,,,,,,,,,,,,,"$2,301,097",,,,
0399146,,A History of Violence (2005),"$675,097","$1,770,177","$236,050",,"$47,128","$897,582",,"$791,127","$36,000",,"$18,893","$94,015",,"$85,634","$9,064",,,"$47,609",,"$1,326,309",,,,,,,"$197,824","$4,707,552","$665,939","$638,900",,"$94,765","$67,998",,"$25,208","$325,842","$2,957,195",,,,,,,"$14,451",,,,,"$886,926",,,"$309,041",,"$137,289",,,"$268,736",,,,"$4,450","$211,238",,"$145,089",,"$44,702","$438,184","$323,087",,"$18,421","$83,824","$9,707","$32,673","$138,961","$15,900","$2,553,333",,"$413,965","$600,080",,,,"$89,752",,"$364,132","$33,111","$102,932","$6,735,040",,,,"$189,500"
0380599,,Oliver Twist (2005),"$118,340","$116,510","$257,313",,,"$563,863",,"$107,518","$6,760",,,"$3,262",,,,,,"$64,842",,,,,,,"$5,847",,,"$8,958,005","$2,313,683","$403,200","$323,729",,"$39,088",,,,"$5,014,686",,"$5,996,401",,,,,"$33,754",,,,,"$464,152",,,"$63,569",,,,,,,,"$18,043",,"$1,370,161",,,,"$9,875",,"$249,867",,"$11,382",,,,,"$32,850","$3,499,404",,,"$1,217,034",,,,"$17,829",,,,,"$4,547,473",,,,
0388980,,The Greatest Game Ever Played (2005),,,"$3,055",,,,,,,,,,,,,,,,,,,,,,,,,,"$13,278",,,,,,,,,,,,,,,,,,,,"$77,451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0379725,,Capote (2005),"$489,233","$2,062,685","$189,365",,,"$242,477","$4,588","$993,986",,,"$36,632","$102,267",,"$148,353","$8,624",,,"$31,365",,"$340,131",,,,"$15,656",,"$12,710","$135,011","$3,000,015","$1,725,056","$602,000","$100,632","$25,160","$39,454","$25,045",,"$319,882","$831,467",,"$733,098",,,,"$20,719","$11,509",,,,"$3,651","$388,166",,,"$358,436",,"$226,931",,,"$405,354",,,,"$10,250","$214,242","$460,704",,,"$7,043",,,,"$10,437","$29,305",,"$9,630","$144,170","$49,087","$2,058,336",,"$246,968",,"$163,870","$361,621","$4,636","$30,760","$12,853","$131,660",,"$20,190","$2,870,941","$58,242","$52,272",,
0428725,,Born to Fight (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$432,800",,,,,,,,
0428430,,Côte d'Azur (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,061,394","$545,658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,508",,,,
0403455,,Roll Bounce (2005),,"$28,503",,,,,,,,,,,,"$20,424",,,,,,,"$17,380,866",,,,,,,,"$13,995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,611",,,,,,,,,,,,,,,,
0378109,,Into the Blue (2005),"$72,651","$2,200,800",,,,"$564,882",,"$426,019",,,"$110,526",,,"$237,510",,,,,,,,"$111,003",,"$43,236","$121,831","$54,582","$188,379","$2,558,972","$2,623,513",,,,"$71,672","$143,070","$161,877",,"$422,190","$16,031","$431,275",,,,"$53,123","$68,908",,"$58,915",,"$314,419","$1,760,140",,"$421,948",,,"$475,858",,,,,,"$44,169","$305,563",,"$253,103","$732,036",,,"$1,667,534","$1,318,746",,,"$290,878",,,"$554,011","$172,446","$2,489,496",,"$514,978","$144,509",,,,"$532,078","$406,589","$158,132",,"$248,415","$3,100,986",,"$669,463",,
0406158,,"The Prize Winner of Defiance, Ohio (2005)",,,,,,,,,,,,,,,,,,,,,"$627,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,184",,,,,,,,,,,,,,,,
0363276,,Madhouse (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,084",,,,,,,,,,,,,,,,,,"$223,384",,,,,,,,,,,,,,,,,,,"$201,899",,,,,,,,,,,,,,,,,,,,,,,,
0397530,,Man to Man (2005),"$3,488",,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,392,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$136,483",,,,,,,,,,,,,,,,
0312004,,Wallace & Gromit: The Curse of the Were-Rabbit (2005),"$460,255","$8,266,080","$1,319,397",,,"$1,820,560",,"$2,186,659","$4,605",,"$410,055","$374,359",,"$261,813","$49,285",,"$39,305","$235,486",,"$755,501","$56,110,897",,,"$172,681","$9,990","$49,837","$1,329,657","$15,711,783","$9,554,426","$416,679","$1,098,266","$186,865","$109,380",,"$40,998","$697,484","$3,866,286",,"$3,468,120",,"$8,052",,"$55,224","$19,558",,,"$37,735","$144,921","$4,454,364",,"$157,845","$1,817,678",,"$1,203,873",,,"$1,496,205",,,"$189,440","$81,979","$1,015,059","$465,954",,,"$13,371","$1,797,943","$1,705,334",,"$6,334","$384,300","$19,107","$41,815","$541,806","$2,275,196","$4,694,208",,"$1,708,028","$2,500,377",,,,"$266,603","$92,247","$763,343","$212,359","$52,053","$56,550,630",,"$357,753",,
0429078,,Seven Swords (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$979,957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$280,366","$133,900",,,,,,,,
0373469,,Kiss Kiss Bang Bang (2005),,"$2,011,548","$284,526",,,"$101,794",,,,,,,,,,,,,,"$400,044",,,,,,,"$60,421","$2,285,521","$1,299,910",,,,"$58,852",,,,,,,,,,,"$2,672",,,,,"$110,237",,,"$301,829",,"$213,449",,,"$311,731",,,,,"$110,710",,,,,,"$523,175",,"$53,522",,,,"$74,398",,"$140,106",,"$46,457","$316,562",,,,,,,,,"$2,833,928",,,,
0456912,,A Bittersweet Life (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,357,358",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$714,,,,,,,"$7,582,393",,,,,,,,"$1,380",,,,,,,,,
0472458,,Dumplings (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$750,742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,810",,,,
0454792,,Bubble (2005),,"$1,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$111,913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,386",,,,,,,,,,,,,,,,,
0424024,,Darwin's Nightmare (2004),,"$32,230","$343,633",,,,,,,,,,,"$1,872",,,,,,,,,,,,,,"$1,959,665","$211,425",,,,,,,,,,,,,,,,,,,,"$30,856",,,,,,,,,,,,,,,,,,,,,,,,,,,"$198,286",,,,,,,,,,,,,,,,
0402057,,Beowulf & Grendel (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0380389,,Goal! The Dream Begins (2005),"$21,448","$972,961",,,,,,,"$5,472",,,,,,,,,"$16,090",,,,,,,"$6,064",,"$29,531","$2,071,683",,"$86,400","$276,688",,,,,,"$93,995",,"$4,051,882",,,,,"$5,853",,,,,,,,"$306,968",,"$57,805",,,"$293,078",,,,,"$39,064","$74,651",,,,,"$227,555",,,,"$10,958",,,,"$540,260",,,"$222,075",,,,"$32,755","$262,000","$84,133",,"$69,522","$3,699,444",,,,
0395543,,Forty Shades of Blue (2005),,,"$13,075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$83,666",,,,
0417658,,Factotum (2005),,,,,,,,,"$5,019",,,,,,,,,,,,,,,,,,,,"$212,349",,,,"$5,470",,,,"$271,092",,,,,,,,,,,,,,,"$68,794",,,,,"$267,054",,,,,,,,,,,"$15,163",,,,"$3,054",,,,"$45,873",,,,,,,,,,,,"$186,400",,,,
0377800,,Don't Come Knocking (2005),"$8,037",,,,,,,,,,,"$9,402",,,,,,,,,,,,,,,,"$695,114","$816,414",,,,,,,,"$400,841",,,,,,,,,,,,,,,,,"$3,304",,,"$16,773",,,,,,"$31,480",,,,,,,,,,,,"$26,845","$227,578",,,"$427,934",,,,,,,,,"$40,404",,,,
0388125,,In Her Shoes (2005),"$520,959","$6,071,349","$1,072,686",,,"$1,192,170","$10,143","$754,902","$42,080",,"$169,413","$99,386",,"$124,558","$51,863",,,"$41,400","$73,401","$570,401",,"$10,517",,"$76,667","$444,872","$29,519","$253,566","$1,727,332","$7,087,481","$301,000",,"$156,859","$71,214","$101,962",,"$542,550","$1,313,493","$11,191","$4,276,456",,,,"$42,868","$56,369",,"$26,442","$28,808",,"$2,484,989",,,"$1,398,256",,"$498,697",,,"$872,820",,,"$130,590","$124,972","$157,186","$181,291","$181,369",,"$53,270","$378,542","$119,705",,"$30,230","$216,102","$18,581","$69,959","$853,980","$313,559","$3,875,186",,"$1,319,422","$1,291,200",,,,"$468,634","$15,723","$369,063",,"$14,325","$7,700,725","$69,125","$255,504",,
0343221,,Mother of Mine (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,124",,,,,,,,,
0363095,,Freeze Frame (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,563",,,,
0367089,,The Squid and the Whale (2005),"$137,460","$443,036",,,,"$22,976",,"$205,132",,,,,,,,,,,,"$53,710",,,,,,,,"$291,444","$54,271",,,,,,,"$93,441",,,,,,,,,,,,,"$44,790",,,,,,,,"$41,191",,,,,,"$68,800",,,"$5,856",,,,,,,,"$11,509",,"$273,230",,"$191,015",,,,,,,,,,"$1,229,887",,,,
0417217,,Two for the Money (2005),"$115,327","$407,352",,,,"$87,900",,"$561,866","$25,273",,"$115,148","$19,754",,"$76,104",,,,,,,,,,,,,"$30,217","$584,997",,"$167,050",,,"$45,132",,,,"$1,123,368",,"$81,142",,,,,"$3,279",,,,,"$969,279",,,"$246,304",,,,,,,,"$52,914",,"$145,620",,,,"$114,827",,"$859,440",,,,,,"$176,207",,"$514,178",,,,,,,,,"$168,975","$113,663","$93,878","$614,467",,,,
0369053,,Separate Lies (2005),,"$971,322",,,,,,"$267,304",,,,,,,,,,,,,,,,,,,,"$460,502","$86,315",,,,,,,"$12,792","$66,768",,,,,,,,,,,,"$358,580",,,,,"$84,003",,,,,,,,,,"$8,196",,,,,,,,,,"$72,910",,"$23,867",,,,,,,,,,,,"$115,204",,,,
0388795,,Brokeback Mountain (2005),"$926,596","$7,179,701","$1,062,447",,,,,"$3,049,527","$11,320",,,"$448,905",,,,,,"$449,045",,"$929,808","$83,043,761",,,,,,"$888,952","$8,157,320","$11,172,574","$1,140,650","$1,426,575",,"$140,578",,,,"$5,132,953",,,,,,,"$47,626",,,"$47,907",,"$3,150,951",,,"$1,988,502",,"$781,901",,,"$1,914,719",,,,,"$573,184",,,,"$36,880",,"$324,604",,"$21,374",,"$36,312",,"$254,587","$2,136,998","$8,527,730",,"$2,248,602","$3,389,280",,,,"$1,536,782","$161,900","$382,426",,,"$17,957,778",,,,
