imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,Netherlands Antilles,New Zealand,Nigeria,North Macedonia,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0344273,,Kings & Queen (2004),"$23,631",,,,,,,,,,,,,,,,,,,,"$290,973",,,,,,,"$3,277,278",,"$20,100",,,,,,,,,,,,,,,,,,,"$25,523",,,,,,,,,,,,,,,,,,,,,,,,,,"$8,719",,,,,,,,,,,,,"$193,332",,,,
0380623,,The Perfect Man (2005),,"$1,386,858",,,,"$54,218",,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,720",,,,,,,,,,,"$13,746",,,,,,,,"$308,216",,"$135,869",,,,,,,"$82,911",,,,,,,,,,,,,,,,,,,,,,,,,,"$98,131","$985,010",,,,
0382189,,My Summer of Love (2004),"$43,786","$188,048",,,,,,,,,,"$3,604",,,,,,,,,,,,,,,,"$597,308","$75,981","$22,500",,,,,,,"$95,353",,,,,,,,,,,,,,,"$40,845",,"$77,900",,,"$25,053",,,,,"$36,267",,,,"$4,329",,,,,,"$3,215",,,,,,,,,,,,,,,,"$551,872",,,,
0382073,,Heights (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$67,575",,,,,,,,,,,,,,,,,,,,,,,,,,,"$77,889",,,,,,,,,,,,,,,,
0405861,,The Deal (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,035",,,,,
0356443,,The Bridge of San Luis Rey (2004),,,,,,,,,,,,,,,,,,,,,"$49,981",,,,,,,"$244,278",,,,,,,,,,,,,,,,,,,,,"$70,220",,,,,,,,,,,"$3,716",,,,,,,,,,,,,,,,"$1,395,477",,,,,,,,,,,,,,"$36,469",,
0384488,,Saint Ralph (2004),"$1,229",,"$11,847",,,,"$6,536",,,,,"$2,378",,,,,,,,,"$489,389",,,,,,,"$132,749","$201,957",,,,,,,,,,,,,,,,,,,,"$213,908",,,,,,,,,,,,,,,,,,,,,,,,,,"$246,972",,,,"$103,987",,,,,,,,,,,,,
0400497,,Herbie Fully Loaded (2005),"$1,561,678","$7,221,400","$1,204,315",,,"$2,387,883",,"$1,730,786","$14,029",,,"$263,144",,,,,,"$235,067",,"$490,663",,,,,"$13,669",,"$424,674","$8,667,406","$4,859,509","$578,900","$311,136",,"$158,415",,,,"$3,241,316",,"$190,645",,,,,"$97,009",,,,,"$6,630,684",,,"$1,653,384",,"$1,012,187",,,"$1,355,519",,,,,"$428,783","$574,859",,,"$26,538",,"$1,250,329",,"$9,015",,"$43,214",,"$826,806",,"$4,099,164",,"$1,627,573","$1,906,923",,,,"$349,466","$320,400","$413,323","$185,792","$226,700","$11,937,455",,,,
0381717,,Yes (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$156,243",,,,,,"$68,578",,,"$23,879",,,,
0418819,,Land of the Dead (2005),"$262,951","$1,100,344","$441,197",,,"$314,256",,"$276,974","$13,794","$198,291",,"$104,152",,"$103,539","$45,939",,,"$49,600",,"$142,407",,,,,"$31,558",,"$62,766","$2,409,214","$1,811,001","$236,352","$436,098","$135,682","$46,789",,"$147,996",,"$1,664,345",,"$2,776,071",,,,,"$7,530",,,,"$362,849","$834,204",,,"$116,916",,"$180,122",,,"$134,388",,,"$172,252","$412,518","$222,274","$250,072",,,"$38,886","$1,202,263","$843,800",,"$14,040","$323,291",,"$45,782","$84,817","$567,549","$1,441,398",,"$336,496","$190,974",,,,"$661,595","$363,102","$508,808","$32,505","$230,359","$3,892,309",,"$91,636",,
0374536,,Bewitched (2005),"$108,793","$7,357,198","$1,419,152","$38,539",,"$757,984","$16,770","$2,171,497","$40,872","$324,983",,"$178,125",,"$317,254","$43,893",,,"$72,078",,"$41,326",,,"$17,120","$153,510","$56,322","$39,475","$77,202","$5,652,088","$7,520,257","$1,776,185","$520,336","$220,712","$86,367","$96,187","$240,238","$134,045","$3,562,134",,"$6,238,875","$39,285",,"$110,020","$38,586","$93,277",,,"$34,022","$358,500","$3,981,902",,,"$327,152",,"$555,177","$27,545",,"$39,373","$18,502",,"$241,529","$288,303","$257,602","$574,332",,"$38,729","$107,232",,"$630,684","$937,418","$24,986","$543,277","$20,730","$67,166","$494,301","$1,636,594","$4,995,679",,"$70,436",,"$244,084","$550,584","$35,482","$1,286,151","$208,672","$692,538",,"$222,818","$8,148,111","$48,194","$325,789",,
0436724,,Rize (2005),,"$156,418","$13,234",,,,,,,,,,,,,,,,,,,,,,,,,"$904,384","$92,537",,,,,,,,,,,,,,,,,,,,,,,,,"$67,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,933",,,,
0400420,,Exiles (2004),"$29,687",,,,,,,,,,,,,,,,,"$11,600",,,,,,,,,,"$1,839,547",,,,,,,,,,,,,,,,,,,,,,,,$471,,,,,,,,,,"$20,011",,,,,,,,,,"$2,074",,,,,,,,,,,,,,,,,,,,
0415978,,Me and You and Everyone We Know (2005),"$11,406","$178,451","$18,410",,,"$79,473",,,,,,"$6,586",,,,,,"$9,332",,"$13,574",,,,,,,,"$716,203","$122,137",,"$12,877",,,,,,"$710,810",,,,,,,,,,"$10,504",,,,,"$393,308",,"$19,198",,,"$163,590",,,,,,"$43,853",,,"$7,213",,,,,,,,,"$65,696","$211,925",,"$137,567",,,,,"$18,492",,,,,"$1,098,768",,,,
0395125,,Ferpect Crime (2004),"$390,160",,"$68,355",,,,,,,,,"$207,784",,,,,,,,,"$418,843",,,,,,,"$755,403","$67,114",,"$1,435",,,,,,"$1,486,475",,,,,,,,,,,,"$174,103",,,,,,,,,,,,,,"$17,951",,,,,,,,,,,,,"$5,453,374",,,,,,,,,,,,,,,,
0420251,,Three... Extremes (2004),,,,,,,,,,,,,,,,,,,,,"$77,532",,,,,,,,,,"$95,151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,444",,,,,,,"$1,602","$82,300",,,,,,,,
0408777,,The Edukators (2004),"$64,884",,"$479,678",,,,,,,,,,,,,,,"$36,436",,,,,,,,,,,"$4,540,541",,,,,,,,,,,,,,,,,,,,,,,"$63,839",,"$11,671",,,"$2,106",,,,,"$29,762","$12,520",,,,,,,,,"$1,471",,,,,,,,,,,"$15,276",,,,,"$269,154",,,,
0366287,,Caterina in the Big City (2003),"$47,146",,,,,,,,,,,"$4,083",,,,,,,,,"$296,464",,,,,,,,,,,,,,,,"$3,816,755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$121,489",,,,,,,,,,,,,,,,
0367188,,Modigliani (2004),,,,,,,,,,,,,,,,,,,,,"$205,165",,,,,,,"$170,336",,,,,,,,,"$1,009,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,250",,,,,,,"$24,745",,,,,,,,,
0407304,,War of the Worlds (2005),"$3,736,999","$16,532,633","$2,439,506",,,"$4,262,098",,"$8,008,361","$290,476",,"$1,901,988","$2,059,447","$6,546,031","$1,502,955","$342,944",,"$140,419","$1,052,896","$1,261,605","$2,260,424","$234,280,354",,,"$466,016","$214,952","$125,285","$1,120,944","$29,962,572","$20,041,704","$2,319,354","$3,068,545","$1,449,484","$368,742","$2,574,078","$1,226,156","$1,299,338","$17,295,956",,"$53,720,172",,"$52,746",,"$116,650","$231,403",,"$46,973","$115,904","$1,698,818","$17,166,989","$2,257,972",,"$5,350,431",,"$2,662,311",,,"$2,372,894",,,"$1,312,256","$1,945,761","$2,664,606","$2,695,782",,,"$276,188","$10,214,662","$9,922,573",,"$152,847","$1,911,949","$188,829","$292,918","$1,195,958","$19,311,883","$19,923,670",,"$2,784,628","$2,880,922",,,,"$7,089,351","$2,255,489","$3,218,836","$1,529,042","$1,049,501","$55,555,574","$38,743","$1,515,626",,
0428803,,March of the Penguins (2005),"$445,938","$3,099,368","$575,166",,,"$43,829",,,"$46,365",,,"$328,608",,,,,,"$41,861",,"$248,210",,,,,,,"$594,654","$12,037,751","$9,228,926",,"$679,369",,"$131,259",,,,"$4,036,047",,"$3,559,414",,,,,,,,,,"$1,725,783",,,"$1,169,525",,"$685,317",,,"$1,488,185",,,,,"$69,339","$44,688",,,"$13,073",,"$32,152",,,,"$10,166",,,"$256,273","$406,003",,"$573,364","$2,191,483",,,,"$607,459","$9,700","$48,607",,"$36,697","$5,490,891",,,,
0407342,,À Tout de Suite (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$245,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0376108,,Rebound (2005),,"$37,311",,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,165",$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,096",,,,,,,,,,,,,,,,
0382628,,Dark Water (2005),"$467,773","$346,485","$401,843",,,"$817,293",,"$569,003","$8,982",,,"$230,227",,,,,,"$67,750",,"$218,308","$25,473,352",,,,"$18,895",,"$56,153","$2,355,368","$1,725,798","$179,550","$90,403",,"$34,896",,,,"$42,624",,"$265,902",,,,,,,,,,"$2,981,045",,,"$28,787",,"$189,428",,,"$188,753",,,,,"$380,198","$293,444",,,"$26,932",,"$830,178",,"$5,246",,"$33,031",,"$24,842",,"$2,238,664",,"$293,224",,,,,"$651,029","$78,200","$590,314","$156,045","$229,006","$2,570,428",,,,
0411270,,The Beat That My Heart Skipped (2005),"$257,104","$175,246","$48,603",,,"$223,054",,,"$3,560",,,"$18,882",,,,,,,,"$26,514","$1,023,424",,,,$309,,,"$7,323,202","$209,107","$31,200",,,,,,,"$105,024",,,,,,,,,,,"$2,414","$72,134",,,"$5,679",,,,,,,,,,,"$55,900",,,"$3,975",,"$36,123",,,,,,,"$23,311","$330,672",,,,,,,"$45,088",,,,,"$1,008,155",,,,
0120667,,Fantastic Four (2005),"$2,131,920","$9,199,594","$896,201",,,"$1,711,971","$112,352","$8,108,660","$88,189",,"$1,735,131","$1,355,230","$2,505,427","$1,144,563","$83,485",,,"$250,196",,"$1,369,512",,"$315,914",,"$625,814","$202,711","$55,015","$586,401","$16,360,537","$4,820,972","$1,100,983","$2,168,031","$408,488","$186,455","$1,184,359","$1,098,726","$444,169","$12,412,822","$105,656","$9,072,213",,,,"$28,232","$117,105",,"$258,819","$15,971","$1,203,432","$22,178,808",,,"$1,233,127",,"$1,833,231",,,"$1,287,416",,,"$923,920","$2,115,138","$208,070","$1,312,187","$2,178,857",,"$74,294","$2,671,467","$2,189,333",,"$27,976","$1,769,306","$58,935","$70,180","$1,078,667","$4,385,009","$15,324,326",,"$1,543,837","$1,081,656",,,,"$2,475,002","$2,033,051","$720,537","$283,390","$1,484,114","$23,121,723","$148,100","$1,562,941",,
0436613,,Murderball (2005),,"$123,471",,,,,,,,,,,,,,,,,,,"$1,531,154",,,,,,"$8,944","$1,684",,,,,,,,,,,,,,,,,,,,,"$5,611",,,"$4,351",,"$11,210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,786",,,,
0299478,,Saraband (2003),"$28,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0396269,,Wedding Crashers (2005),"$393,268","$12,646,659","$757,677",,"$198,151","$767,126",,"$2,560,494","$72,199",,"$163,551","$223,016",,"$162,789","$86,099",,,"$178,036",,"$769,318","$209,273,411",,,,"$30,788",,"$301,627","$2,453,630","$2,714,391","$941,745","$349,573","$315,371","$326,897",,"$107,331","$1,060,980","$2,550,388",,,,,,,"$304,753",,,,,"$2,829,609",,,"$1,168,259",,"$1,674,612",,,"$1,024,864",,,"$161,233","$362,697","$529,147","$871,431","$673,628",,"$147,867","$1,385,545","$1,258,015",,"$22,077","$506,011","$42,815","$173,766","$1,353,304","$1,614,439","$3,230,574",,"$1,443,262","$912,501",,,,"$1,199,132","$260,400","$560,270","$239,513","$412,924","$24,147,777",,"$484,503",,"$85,692"
0361693,,Happy Endings (2005),,"$71,421",,,,,,,,,,,,,,,,,,,"$1,315,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,212",,,,,,,,,,,,,,"$256,036",,,,,,,,,,,,,,,,"$8,918",,,,,,,,
0409184,,Russian Dolls (2005),"$104,864","$284,057",,,,,,,"$8,696",,,,,,,,,,,,,,,,,,,"$18,871,418",,,,,,,,,"$63,655",,,,,,,"$6,591",,,,,,,,,,,,,,,,,,"$38,344","$106,079",,,"$7,836",,"$131,435",,,,,,,,"$609,810",,,"$718,180",,,,,,,,,,,"$73,060",,
0052296,,A Time to Love and a Time to Die (1958),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,092",,,,,,,,,,,,,,,,,
0410097,,Hustle & Flow (2005),,"$339,585",,,,,,"$7,976",,,,,,,,,,,,"$8,438",,,,,,,,"$92,236","$416,411",,,,,,,,,,"$17,074",,,,,,,,,,"$20,175",,,"$54,194",,"$26,207",,,"$7,138",,,,,,,,,,,,,,,,,"$45,012",,"$6,041",,"$16,402",,,,,,,,,"$47,343","$214,410",,,,
0327753,,Funny Ha Ha (2002),"$2,689",,,,,,,,,,,,,,,,,,,,"$77,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,861",,,,
0399201,,The Island (2005),"$732,391","$4,742,239","$1,256,984",,,"$1,933,951",,"$2,997,427","$141,787",,,"$463,067",,,,,,"$154,891",,"$663,702",,,,,"$152,325",,"$432,001","$10,430,376","$8,190,627","$1,851,100","$1,113,575","$122,000","$177,730","$136,100","$173,000",,"$3,737,321",,"$11,253,661",,,,,"$32,603",,,,"$225,000","$6,502,373",,,"$1,558,497",,"$990,940",,,"$1,278,892",,,,"$317,000","$627,245","$1,095,384",,,"$892,174","$1,218,000","$2,820,512",,"$22,446","$409,000","$48,657",,"$616,800","$21,613,170","$9,225,276",,"$976,632","$1,894,964",,,,"$1,152,992","$1,439,900","$1,250,164","$488,671","$550,109","$9,317,545",,"$89,158",,
0408524,,Bad News Bears (2005),,"$374,747",,,,,,,,,"$12,206",,,,,,,,,"$2,377",,,,,,,,"$1,385","$41,840",,,,,,,,,,"$448,334",,,,,,,,,,"$169,111",,,"$6,098",,,,,$800,,,,,,,,,,,,,,,,,"$24,074",,"$50,023",,"$2,318",,,,,,,,,,"$191,473",,,,
0395584,,The Devil's Rejects (2005),,"$208,695","$74,728",,,"$22,916",,,,,,,,,,,,,,,,,,,,,,"$205,929","$159,992","$15,850",,,"$5,835",,,,"$1,101,520",,,,,,,,,,,,,,,"$11,257",,"$29,175",,,,,,,,,,,,,,"$174,611",,,,,,,,"$246,772",,,,,,,,,,,"$90,634","$1,508,964",,,,
0403217,,Last Days (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,439,931","$42,370",,,,,,,,"$235,234",,,,,,,,,,,,,,,,,"$26,929",,,,,,,,,"$50,476",,,,,,,,,,,,"$42,554","$81,819",,,,,,,,,,,,"$74,061",,,,
0405325,,Sky High (2005),"$184,027","$5,083,561","$187,167",,,,,"$320,526","$3,606",,,"$133,113",,,,,,,,"$35,066",,,,,,,,,"$879,373",,,,"$66,534",,,,,,,,,,,,,,,,"$3,094,613",,,,,"$494,242",,,,,,,,,"$32,727",,,,,"$497,175",,,,,,"$97,696",,"$3,298,866",,,,,,,,,"$103,195",,"$72,024","$3,772,360",,,,
0382992,,Stealth (2005),"$40,314","$1,766,029","$229,948","$49,540",,"$323,107","$16,722","$602,112","$53,356",,"$231,088","$79,350",$0,"$178,276","$9,117",,,,,,,,"$38,849","$79,059","$60,665","$25,232",,"$2,226,804","$1,188,338",,"$505,815","$171,602","$25,406","$1,605,948","$498,820","$114,182","$353,082",,"$10,599,748","$30,502",,"$267,388","$29,614","$49,671",,,"$6,835","$662,263","$2,129,176",,,,,"$384,884","$26,994",,,"$22,544",,"$105,038","$396,809","$57,603","$212,547",,"$31,961","$41,085","$1,395,871","$1,842,958","$2,373,392",,"$508,908",,"$21,438","$325,394","$3,959,885","$1,430,740",,"$115,834",,"$67,063","$141,658","$7,847","$2,134,826","$996,219","$249,555",,"$393,551","$2,219,485","$8,296","$220,895",,
0417001,,Must Love Dogs (2005),"$174,645","$2,292,019","$999,318",,,,,"$616,426",,,,"$98,475",,,,,,"$52,493",,,,,,,,,"$8,944",,"$2,627,423",,,,"$25,575",,,,"$286,136",,,,,,,"$12,422",,,,,"$998,286",,,"$53,800",,"$208,567",,,,,,,,"$246,609","$238,988",,,,,"$412,278",,"$12,296",,,,"$405,235",,"$667,406",,,"$294,934",,,,"$157,022",,"$219,967","$39,548","$45,189","$534,530",,,,
0436078,,The Aristocrats (2005),,"$124,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,013",,"$13,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$288,650",,,,
0378897,,A Touch of Spice (2003),"$275,325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,846",,,,,,,,,
0323630,,Phone (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$280,589",,,,,,,,"$6,729,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,784,769",,,,,,,,"$230,170","$19,100",,,,,,,,
0193364,,The Order (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$497,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0379786,,Serenity (2005),,"$2,427,169","$169,062",,,"$68,698",,,,,,,,,,,,,,"$84,382",,,,,"$4,241","$13,177",,"$541,497","$1,221,745",,,,"$36,765",,,,"$107,531",,,,,,,"$18,166",,,,,,,"$206,942","$97,679",,"$227,166",,,"$57,342",,"$14,403",,,,"$221,620",,,,"$1,691,368","$1,580,822",,,,,,,,"$1,018,603",,"$55,125","$27,573",,,,,,,"$205,216",,"$4,834,320",,,,
0095515,,Let's Get Lost (1988),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$232,559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$99,046",,,,,,,,,,,,"$108,084",,,,
0412019,,Broken Flowers (2005),"$344,794","$1,768,183","$510,685",,,"$479,297",,"$292,628","$10,200",,,"$187,717",,,,,,"$158,484",,"$476,681",,,,,,,"$580,672","$9,002,126","$4,230,181","$685,800","$568,897",,"$68,206",,,,"$2,629,203",,,,,,,,,,,,"$253,781",,,"$619,511",,"$300,302",,,"$471,090",,,,,"$839,872","$249,851",,,"$19,352",,"$361,271",,"$31,986",,,,"$435,453","$111,806","$2,087,587",,"$363,254","$1,838,935",,,,"$31,300",,,,"$17,752","$3,529,343",,"$28,801",,
0368774,,The Heart Is Deceitful Above All Things (2004),"$6,144",,,,,,,,,,,,,,,,,,,,"$29,058",,,,,,,,,,,,,,,,"$176,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290747,,Man-Thing (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$143,615",,,,,,,,,,,,,,,,,,,,,,,,
0377818,,The Dukes of Hazzard (2005),,"$7,900,398","$678,165",,,"$339,768",,"$257,293","$44,362",,,"$26,771",,,,,,,,"$197,597",,,,,"$23,657",,"$148,065","$1,148,422","$1,761,167","$453,900",,,"$130,256",,,,"$949,599",,,,,,,"$13,746",,,,,"$1,785,085",,,"$492,257",,"$1,199,003",,,,,,,,,"$387,408",,,,,"$876,987",,,,,,"$434,162",,"$756,143",,"$105,907",,,,,"$73,880",,,"$43,051","$464,277","$8,207,227",,,,
0406650,,The Chumscrubber (2005),,"$96,696","$5,875",,,,,,,,,,,,,,,,,,,,,,,,,,"$81,323","$71,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,863",,,,,"$26,984",,,,,,,,"$2,778",,,,,,,,,,,,$185,,,,
0371939,,Secuestro express (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$103,870",,,,
0418773,,Junebug (2005),,"$158,587",,,,,,,,,,,,,,,,,,,,,,,,,,,"$86,931",,,,,,,,,,,,,,,,,,,,,,,,,"$21,952",,,,,,,,,,,,,,,,,,,,,"$41,616","$11,832",,,,,,,,,,,,"$399,619",,,,
0367652,,Deuce Bigalow: European Gigolo (2005),,"$4,104,574","$320,458",,,"$451,161","$16,076","$854,933","$65,136",,"$285,041",,,"$62,428","$11,833","$15,772",,,,,,,"$14,034","$79,062",,"$26,906",,"$6,555","$488,589",,,"$554,197","$143,433",,,,"$502,296",,,,,,"$44,604",,,,"$34,962",,"$3,233,583",,,"$933,769",,"$354,105","$13,385",,,,,"$241,334","$462,204",,"$389,321",,,"$127,092",,"$1,457,125",,,"$476,572",,"$47,770","$354,067",,"$3,027,722",,"$214,920",,,,,"$972,524","$335,752","$154,975",,,"$1,501,705",,"$329,432",,
0397101,,The Skeleton Key (2005),"$354,001","$2,429,460","$883,604",,,"$965,141",,"$2,106,447","$19,619","$209,230",,"$243,788",,"$250,337","$30,660",,,"$71,961","$128,216","$179,277",,,,,"$64,466",,"$111,578","$2,769,333","$5,902,743","$874,581","$494,611","$246,669","$207,637",,"$228,771","$265,407","$1,275,206",,,,,,,"$18,332",,,,"$189,195","$4,726,392",,,"$1,001,716",,"$316,253",,,"$147,576",,,"$218,147","$285,429","$471,116","$734,705",,,"$44,301","$2,234,181","$2,139,306",,"$5,737","$219,676","$46,761","$47,491","$217,556","$337,210","$3,562,138",,"$300,772","$713,840",,,,"$1,282,676","$191,568","$936,465","$342,518","$214,145","$4,667,996",,"$150,255",,
0430105,,Four Brothers (2005),"$53,008","$867,506",,,,"$728,446",,"$561,372","$38,233",,,,,,"$40,794",,,"$21,312","$40,387","$33,598",,,,,"$23,001",,"$10,015","$1,891,333","$1,429,567",,,"$96,819","$48,847",,"$153,301",,"$483,446",,"$135,145",,,,,"$16,159",,,,"$98,552","$786,048",,,"$1,077,326",,"$399,666",,,"$79,039",,,,"$165,321","$38,765","$206,520",,,"$33,339","$292,874","$123,522",,,"$148,248","$13,517",,"$295,005","$557,774","$1,230,314",,"$45,461","$72,597",,,,"$165,410",,"$170,515",,"$465,226","$4,451,373",,,,
0326905,,The Great Raid (2005),,,,,,"$13,238",,,,,,,,,,,,,,,"$10,167,373",,,,"$6,357",,,,,,"$79,529",,,,,,,,,,,,,,,,,,"$195,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,064",,"$89,807",,,,,
0348505,,Asylum (2005),,,,,,,,,,,,,,,,,,,,,"$375,403",,,,,,,"$1,556","$66,132","$22,900",,,,,,,"$385,847",,,,,,,"$1,004",,,,,,,,,,,,,,,,,"$54,235",,,,,,,"$519,857",,,,,,,"$1,413",,,,,,,,,"$2,503",,,"$130,230","$195,410",,,,
0381505,,Pretty Persuasion (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$156,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,395",,,,
0427312,,Grizzly Man (2005),,,,,,,,"$15,795",,,,,,,,,,,,"$37,263","$3,178,403",,,,,,,,,"$32,400",,,,,,,,,,,,,,,,,,,"$59,151",,,"$81,959",,,,,"$114,216",,,,,,,,,,,,,,,,,,,"$94,765",,"$37,598",,,,,"$2,874",,,,,"$409,755",,,,
0378407,,My Date with Drew (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,810",,,,,,,,,,,,,,,,,,,,,,,,,,"$35,919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0396184,,Pusher II (2004),,,,,,,,,,,,,,,,,,,,,"$1,605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0361715,,Duma (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0424237,,Lila dit ça (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,885",,,,,,,,"$101,593",,,,,,,,,,,,,,,,,,,"$265,512",,,,,,,"$11,528",,,,,$368,,"$6,620",,
0332381,,The Sea (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,075","$50,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$41,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0375611,,Black (2005),,,,,,,,,,,,,,,,,,,,,"$754,819",,,,,,,"$3,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$508,381",,,,
0405422,,The 40-Year-Old Virgin (2005),"$481,058","$6,838,853","$1,323,812",,,"$1,459,533",,"$1,924,078","$58,678","$367,710",,"$197,192",,"$207,226","$63,661",,"$151,090","$86,015","$154,902","$486,369",,,,"$148,338",,"$71,594","$129,022","$3,039,993","$7,501,839","$874,371",,"$748,958","$223,842",,,"$1,198,127","$6,116,775",,"$66,079",,"$6,676",,"$83,582","$130,754",,,"$51,874",,"$3,459,945","$269,325",,"$1,467,576",,"$613,241",,,"$483,487",,,"$280,994","$572,230","$917,635","$1,308,828",,,"$125,024",,"$1,636,839",,"$15,327","$445,680","$54,078","$192,762","$793,174","$332,651","$2,969,873",,"$821,171","$1,395,732",,,,"$385,169","$175,166","$517,789",,,"$13,526,589",,"$693,781",,
0326036,,Who Killed Bambi? (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$958,641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
