imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Canada,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Peru,Philippines,Poland,Portugal,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1524137,,Contraband (2012),,"$5,578,127","$188,434",,"$296,982","$15,300",,"$127,551",,,,,"$31,826","$45,278","$198,742",,"$19,935","$58,300","$52,683","$62,540","$980,793","$1,202,348",,"$157,564","$478,485","$72,219","$237,391",,"$764,227","$585,438","$1,051,543",,,,"$94,897",,"$274,500","$1,215,998","$535,391","$508,353","$22,638","$269,152","$108,351","$214,284","$94,829","$487,767",,"$1,891,510",,"$375,243","$8,937","$72,404","$455,072","$254,661","$2,744,999",,,,"$253,144",,"$212,369","$193,092","$615,442","$3,312,446","$15,221","$376,626",
0871510,,Chak De! India (2007),,"$318,586",,,,,,,,,,,,,,,,,,,,,,,,,,"$19,133,825",,,,,,,,,"$41,050",,,"$24,114",,,,,,,,,,,,,,,,,,,,,,,,"$867,265",,,
1787660,,Being Elmo: A Puppeteer's Journey (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,760",,,
1710396,,Joyful Noise (2012),,,,,,,,,,,,,,,,,,,,"$11,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,271",,,"$71,295",,,,,,,,,,,"$94,143",,,
1424361,,To Die Like a Man (2009),$926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564349,,Dolphin Tale (2011),"$837,841","$1,239,518","$197,068",,,"$161,361","$1,518,446",,,,,"$968,532",,,,"$72,286,779","$20,722","$684,941",,"$30,080","$1,552,040","$1,803,021",,,,"$323,073",,,,"$344,304","$1,263,486",,,,"$73,152",,,"$1,011,445",,"$369,592","$10,888","$316,484","$824,515","$180,242",,,,"$2,622,179",,"$167,788",,,"$841,081",,"$1,417,043",,,,,,,,"$343,061","$3,714,821","$73,249","$746,701",
1235830,,Chico & Rita (2010),,,"$15,970",,,,,,,,,,,,,,,,,,"$213,529","$63,076",,,,,,,,,,,,,,,,,,,,,,,"$34,416",,,,,,,,,,"$1,334,776",,,,,,,,,"$335,628",,,
1007029,,The Iron Lady (2011),"$842,166","$10,627,254","$706,767",,"$1,270,491","$16,679","$3,907,024",,,"$245,112","$640,000","$306,457","$61,514","$682,542","$2,031,632","$30,017,992","$2,527",,"$30,577","$1,096,791","$4,518,318","$5,491,862",,"$836,747","$756,663","$350,876","$36,378",,,,"$3,487,986",,"$10,302,625",,"$57,273",,"$50,959","$1,202,855","$1,937,439","$1,643,008",,"$2,272,603","$282,587",,"$1,898,894","$1,071,420",,"$1,025,961","$56,251","$287,236","$133,863","$110,761","$436,605","$382,308","$5,629,778","$2,843,842",,,"$59,878",,"$309,322",,"$178,242","$15,302,820","$224,199","$225,615",
1925421,,Elena (2011),"$44,900","$365,651",,,"$74,581",,"$317,690",,,,,,,,,,,,,,"$261,520",,,,,,,,,,,,,,,,,"$23,169",,,,"$1,374",,,"$21,406","$18,915",,"$642,536",,,,,,,"$99,834","$40,349",,,,,"$6,796",,,"$58,836","$2,516","$14,452",
1403047,,Aurora (2010),,,"$8,429",,"$1,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,468",,,,,,,,"$3,708","$6,942",,,,,,,,$681,,,,,,,,,$660,,,
1711484,,The Conquest (2011),,,,,"$188,656",,,,,,,,,,,,,,,,"$6,200,674",,,,,,,,,,,,,,$765,,,,"$36,392",,,,,,,,,,,,,,,,"$136,205",,,,,,,,,,,,
0290591,,En construcción (2001),"$8,465",,,,,,,,,,,,,,,,,,,,"$11,471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$269,826",,,,,,,,,,,,
1176727,,The End of the Line (2009),,"$8,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,696",,,,,,,,,,,"$90,015",,,
1556190,,Nostalgia for the Light (2010),,,,,"$13,672",,,,,,,,,,,"$163,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,824",,,,,,,,,,,,,,,,,,"$224,445",,,
1568337,,Loosies (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,626",,,,
1324055,,The Mill and the Cross (2011),"$134,192",,"$33,326",,,,"$10,821",,,,,,,,,,,,,,,"$85,432",,,,,,,,,"$206,470",,,,,,,,,,,,,,"$226,766","$9,126",,"$4,088",,,,,,,"$69,130",,,,,,,,,,"$24,642",,
1446147,,Cat Run (2011),,,,,,,,,,,,,,,,"$30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,708",,,,
1529252,,The Man Next Door (2009),"$517,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,098",,
1535616,,The Divide (2011),,,,,"$6,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,162",,,,,,,,,,,,,,,"$110,950",,"$14,837",,,,
1496025,,Underworld: Awakening (2012),"$851,002","$6,498,996","$1,269,044","$31,587","$128,267","$179,133","$5,685,076","$323,706",,"$600,466",,"$2,048,811","$126,910","$433,539",,,"$40,306","$430,869","$137,039",,"$3,903,316","$8,185,879",,"$1,065,768","$934,596","$327,548","$36,419",,"$1,498,230","$114,434","$2,805,200",,"$1,351,034",,"$168,565",,"$3,137,261","$7,288,128",,"$670,082","$105,071",,"$306,618","$2,391,207","$870,785","$299,795",,"$12,241,826","$50,814","$1,446,599","$158,910","$80,375","$851,145","$932,901","$4,520,668","$172,220",,,"$1,832,812",,"$1,386,852","$863,767","$1,006,754","$5,071,675","$43,738","$2,508,130",
1601913,,The Grey (2011),"$511,931","$2,428,624","$257,940",,"$517,346","$21,883","$958,773",,,"$66,777",,"$137,204","$71,299","$60,786","$26,634",,,,"$96,065","$50,243","$2,626,093","$1,335,353",,"$883,414","$170,434","$67,583","$59,758",,,,"$1,046,230",,,,"$107,839",,"$314,674","$1,574,611","$381,795","$321,869",,"$269,627","$169,378","$94,296","$399,394","$148,312",,"$2,471,807",,"$358,959","$42,187",,"$264,572","$1,870,837","$1,556,307",,,,"$183,830",,"$342,784",,"$583,709","$5,060,542","$31,409","$258,351",
1568338,,Man on a Ledge (2012),"$339,409","$818,210","$299,978",,"$404,312","$21,338","$1,463,377","$106,660",,"$41,660",,"$320,192","$84,843","$10,657",,,"$25,546","$64,798","$69,599","$41,122","$1,900,212","$1,325,429",,"$78,670","$294,084","$95,048","$29,136",,,,"$1,086,161",,"$3,758,102",,"$128,099",,"$445,171","$1,460,436","$478,418","$36,216","$67,836","$51,248","$454,395","$37,513","$349,007","$426,756",,"$1,911,001","$12,292","$409,618","$5,986",,"$86,974","$3,873,251","$1,135,110",,,,"$294,695",,,"$102,650","$441,055","$3,930,164","$63,110","$136,487",
1726738,,Sacrifice (2010),,,,,,,"$6,963",,,,"$28,889,962",,,,,,,,,,,,,,"$38,677",,,,,,,,,,,,"$9,528",,,,,,,,,,,,,,,,,,,,,"$34,146",,,,,,,,,
0380311,,Chill Out! (2003),,,,,,,,"$4,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,147,788",,,,,,,,,,,,
1506999,,Haywire (2011),"$201,678",,"$126,462",,"$305,495","$4,969","$509,200","$128,226",,"$56,152",,,,"$22,921","$19,112",,"$5,863",,,"$14,783","$1,027,596","$709,483",,"$196,465","$60,865","$78,467","$22,605",,,,"$1,225,522",,,,"$17,242",,"$497,687","$361,357","$557,160",,,"$176,325","$182,816","$55,483","$181,512","$146,194",,"$2,053,554","$14,167","$228,835","$8,835","$23,375","$85,761","$213,109","$1,211,998",,,,"$178,039",,"$202,580","$145,213","$251,595","$3,682,205","$16,311","$364,147",
0896872,,The Whistleblower (2010),"$75,250","$254,039",,,,"$2,735",,,,,,"$91,995",,,,,,,,,,,,"$10,557","$40,595",,,,,,,,,,,,,"$196,314",,"$6,214",,,"$41,681",,,,,,,,,,,,,,,,,,,,"$12,673",,"$13,373",,
1530509,,The Human Centipede 2 (Full Sequence) (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,824",,,,,,,,,,,,,,,,"$21,111",,,,,,,,,,,,,,,,,,,,,"$1,511",,,
1442571,,14 Blades (2010),,,,,,,,,,,,,,,,,,,,,,,,,"$985,218",,,,,,,,"$109,718",,,,"$1,007,827",,,,,,,,,,,,,"$1,126,692",,,,,,,,"$501,231","$56,414",,,,,,,,
0387357,,The Locals (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$86,541",,,,,,,,,,,,,,,,,,,,,,,,,,,
0062767,,"Buona Sera, Mrs. Campbell (1968)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,901",,,,,,,,,,,,,,,,,,,,,,,,,,,
0091355,,The Terrorizers (1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,989",,,,,,,,,,,,,
1695405,,The Loneliest Planet (2011),,"$103,477",,,,,"$3,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,800",,"$17,239",,,,,,,"$3,407",,,,,,"$9,384",,,,,,
1978447,,Policeman (2011),"$26,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650407,,"Turn Me On, Dammit! (2011)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,596,817",,,,,,"$20,841",,,,,,,,,,,,,,,,,,,
1437357,,Faust (2011),,,,,,,,,,,,,,,,"$58,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,424",,,,,,,,,,,,,,,,,,,
1714886,,Post Mortem (2010),,,,,"$9,871",,,,,"$105,611",,,,,,,,,,,"$90,598",,,,,,,,,,"$48,190",,,,,,,"$16,819",,,,,,,,$777,,,,,,,,,,,,,,,,,,"$5,086",,,
1056422,,Fados (2007),"$37,153",,,,"$23,934",,,,,,,,,,,,,,,,"$69,881",,,,,$359,,,,,,,,,,,,"$4,785","$4,573",,,,,,,"$200,343",,"$17,492","$7,341",,,,,,"$61,334",,,,,,,,,,"$17,699",,
1426362,,Daddy Longlegs (2009),,,"$8,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,062",,,,,,,,,,,,,,,,,,,,,
1772240,,Apollo 18 (2011),"$330,975",,"$45,162",,"$106,011","$6,763","$1,364,151",,,"$57,555",,"$54,973",,,,,,,,,"$336,255","$349,202",,,"$238,372",,,,,,,,,,,,"$253,628","$749,833","$144,058",,,,"$182,049","$26,377",,"$33,348",,"$2,108,953",,"$25,562",,,"$17,765",,,,,,"$83,248",,"$83,515","$100,318",,"$1,715,859","$12,585","$121,927",
2043814,,Crazy Horse (2011),,,,,,,,,,,,,,,,"$157,782",,,,,,"$20,471",,,"$74,641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214962,,Seeking Justice (2011),"$706,988",,,,"$371,530",,"$974,263","$20,890",,"$39,553",,"$162,769","$9,751",,,,,,"$96,419",,"$4,215,110",,,,"$67,211","$46,622","$9,838",,,,"$967,184",,,,"$67,188",,"$157,066","$790,783","$187,205",,"$34,000",,"$155,809",,"$369,865","$196,180",,"$631,204",,,,"$14,158","$204,638","$197,752","$904,767",,,,"$14,506",,"$280,899",,"$471,768","$948,244","$29,120","$334,502",
0485985,,Red Tails (2012),,,,,,,,,,,,,"$10,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$478,899",,,
1417075,,In Darkness (2011),,"$33,513",,,"$3,168",,,,,,,,,"$5,946",,"$1,041,455",,,,,,"$25,052",,,"$61,177",,,,,,"$202,825",,,,,,,,,,,,"$1,800,967",,"$6,485,596",,,"$218,701",,,,,,,,,,,,,"$15,758","$22,681","$36,986","$2,060",,,
1410063,,The Flowers of War (2011),,,,,,,"$320,948",,,,,,,,,,,,,,,,,,"$1,331,369",,,,,,,,,,"$15,967",,"$26,101",,,,,,,,,"$52,019",,"$196,960",,"$111,780",,,"$30,036",,"$335,644",,,,"$11,303",,"$45,331",,"$54,935","$11,817",,,
0371853,,The Nun (2005),,,,,,"$6,965",,,,,,,,,,,,,,,"$230,664",,,,"$14,838",,,,,,,,,,,,,,,,,,"$14,349",,,,,,,,,,,,"$477,555",,,,,,,,,,,,
1675434,,The Intouchables (2011),"$702,904","$6,041,887","$6,914,579","$5,777","$8,467,742","$32,095","$7,045,373","$50,353","$1,864,277","$409,086",,"$2,241,066","$208,608","$424,843","$8,692,205","$10,198,820",,"$1,410",,"$766,619","$166,126,377","$79,066,638",,"$1,061,549","$1,085,180","$420,874","$540,890",,,,"$19,385,193",,"$18,136,785",,"$133,984",,,"$6,075,823","$12,001,871","$1,060,609",,"$2,895,087","$409,643",,"$4,086,895","$1,458,734",,"$1,744,427","$64,963","$80,352","$323,562","$102,638","$103,315","$11,092,513","$21,053,638","$6,673,949",,"$835,742","$68,123",,"$400,756",,"$30,035","$3,208,362","$133,991","$1,765,011",
1931470,,Declaration of War (2011),"$9,953","$236,289","$34,697",,"$107,581",,"$72,517",,,,,,,,,,,,,,"$6,438,116","$184,963",,,"$9,591",,"$1,147",,,,"$244,077",,,,"$1,175",,,"$64,553",,,,,,,,,,"$14,848",,,,,,,"$201,470",,,,,,"$11,533",,,,,,
1598828,,One for the Money (2012),"$91,616","$920,752","$429,533",,"$161,657","$3,373","$1,530,861","$85,566",,"$22,521",,"$44,389",,"$14,396",,"$26,414,527","$2,387","$15,440","$59,574",,"$1,371,626","$1,047,826",,,"$55,595","$180,876","$26,817",,,,,,,,"$119,153",,"$164,071","$468,556","$291,919",,,,"$89,125","$42,007","$262,791","$56,008",,"$1,555,047","$14,443","$270,387",,"$48,279","$142,586",,"$408,831",,,,"$17,261",,"$155,998",,"$275,656","$893,394","$35,905","$293,413",
1536048,,W.E. (2011),"$56,872",,"$14,636",,"$18,151",,"$257,559",,,,,,,,"$24,151",,,,,,,"$15,367",,,"$60,224",,,,,,"$161,621",,,,"$6,151",,,,,,,"$41,839","$19,518",,,,,,,,,,"$39,446",,,,,,"$15,755",,,,"$34,940","$670,558","$21,960",,
1594562,,The Innkeepers (2011),,,,,,"$9,081",,,,,,"$252,311",,,,"$78,396",,"$194,624",,,,,,,,,,,,,,,,,,,,"$160,311",,,,,"$223,037",,,"$15,924",,,,,,,,,$361,,,,,,"$50,855",,,,,"$193,931",
1430615,,Big Miracle (2012),,,"$66,467",,"$12,683","$6,643","$60,538",,,"$6,069",,"$33,338",,,,"$20,157,300",,,"$14,995",,"$40,856","$850,426",,,,,,,,,"$132,057",,,,"$34,674",,,"$169,960",,"$37,597",,"$34,010","$175,389","$6,066",,"$14,926",,"$547,609",,,,,,,"$933,538",,,,"$37,543",,"$20,846",,"$147,243","$955,897","$1,953",,
1782568,,Six Degrees of Celebration (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,794,861",,,,,,,,,,,,,,,,,,,
2124096,,Yolki 2 (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,350,847",,,,,,,,,,,,,,,,,,,
1703199,,Grave Encounters (2011),,,,,,"$120,900",,,,,,,,,,,,"$151,924",,,,,,,,,,,,,"$2,408,334",,,,,,,"$531,707",,,,,"$583,485","$40,639",,,,,,,,,,,,,,,"$22,688",,,,,,,"$196,242",
1123373,,Detective Dee: The Mystery of the Phantom Flame (2010),,,,"$5,170",,,,,,,"$43,710,371",,,,,,,,,,,,,,"$1,451,985",,,,,,"$105,896",,,,,,"$887,808",,,"$11,581",,,,,,,,,,"$938,991",,,,"$3,005,871",,,,"$759,625","$341,423",,"$25,080",,"$39,766",,,,"$155,866"
1706593,,Chronicle (2012),"$659,921","$8,024,267","$268,783","$13,812","$862,595","$73,932","$1,067,752","$51,626",,"$79,545",,"$556,646","$46,590","$84,548","$289,453",,"$25,575","$162,263","$76,199","$121,110","$8,710,258","$1,657,345",,,"$894,762","$148,385","$58,801",,,"$113,315","$1,060,028",,,,"$35,544",,"$1,247,302","$2,895,188","$1,179,233","$994,443",,"$628,441","$540,153","$832,097","$237,660","$201,421",,"$4,019,053","$13,787","$1,059,345",,"$24,253","$205,667","$2,564,831","$2,165,496","$523,534",,,"$577,069",,"$417,002","$83,821","$282,306","$10,899,971","$33,447","$647,819",
1596365,,The Woman in Black (2012),"$1,414,046","$791,209","$849,016",,"$556,170","$70,162","$2,362,332","$24,293",,"$360,090",,"$812,391","$23,308","$137,141","$297,682",,,"$42,002","$93,688",,"$3,681,801","$2,701,175",,"$993,576","$97,861","$45,940","$48,457",,,,"$1,073,496",,"$258,562",,"$41,121",,"$342,136","$8,892,166","$804,824",,,,"$533,984","$61,869","$530,907","$162,816",,"$4,957,084","$2,750","$412,000","$33,127","$23,603","$63,245","$465,844","$4,307,495","$172,050",,,"$154,743",,"$560,634","$100,235","$276,654","$34,552,457","$102,320","$334,146",
1658851,,Toast (2010),,,,,,,,,,,,,,,,,,,,,,,,,"$17,337",,,,,,,,,,,,"$17,052",,,,,,,,,,,"$12,285",,,,,,,,,,,,,,,,,,,
1645080,,The Art of Getting By (2011),,,,,,,"$36,266",,,,,,,,,,,,,,,"$68,118",,,,,,,,,,,,,,,,"$64,805",,,,,,,,,,,,,,,,,"$42,785",,,,,,,,,"$249,915",,,
1311075,,The Human Resources Manager (2010),"$14,031","$20,159",,,"$21,193",,,,,"$3,243",,"$29,584",,,,"$64,014",,,,,,"$25,347",,,,,,,,,"$326,763",,,,,,,"$18,579",,,,,,,,,"$2,282",,,,,,,,"$77,372",,,,,,,,,,"$6,579",,
1411664,,Bucky Larson: Born to Be a Star (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$999,,,,,,,,,,,
1605769,,The Monk (2011),,,,,"$129,756",,"$85,371",,,,,,,,,,,,,,"$1,332,999",,,,,,,,,,,,,,,,,,,,,,,,,"$11,117",,,,"$12,667",,,,,"$169,386",,,,,,"$25,036",,,"$29,723",,,
1599348,,Safe House (2012),"$1,014,527","$9,017,159","$706,355",,"$1,174,570","$17,925","$1,782,280","$191,551",,"$123,134",,"$518,885","$115,664","$65,762","$518,639",,"$65,476","$82,099","$192,884","$97,116","$5,360,224","$4,314,140",,"$410,399","$325,093","$148,248","$95,669",,"$946,134","$567,000","$3,701,923",,"$4,198,743",,"$212,038",,"$437,563","$2,337,393","$2,444,442","$598,671","$77,325","$969,884","$224,064","$333,089","$341,308","$870,360",,"$2,877,561","$38,768","$639,407","$21,863","$87,714","$1,408,476","$1,041,144","$6,783,245","$1,689,257",,,"$397,585",,"$506,699","$248,978","$1,251,025","$11,371,424","$102,068","$702,019",
1606389,,The Vow (2012),"$214,034","$11,654,152","$1,127,084",,"$667,733","$22,375","$1,526,252","$81,850",,"$282,805",,"$288,137","$103,599","$102,232","$357,881",,"$24,561","$184,135",,,"$2,381,281","$8,140,721","$13,512","$335,363","$299,177","$324,304","$53,477",,"$490,418",,"$264,537",,"$1,619,266",,"$217,646",,"$456,345","$3,540,475","$1,029,456","$1,271,484","$77,818","$984,437","$380,811","$1,392,308","$2,338,564","$318,531",,"$2,839,641","$66,372","$885,628","$191,655","$119,682","$939,671","$1,625,045","$6,727,887","$416,711",,,"$106,103",,"$531,688","$210,395","$550,591","$8,749,557","$125,674","$1,063,823",
1808240,,As Luck Would Have It (2011),"$20,476",,,,,,,,,,,"$48,332",,,,,,,,,,,,,,,,,,,,,,,,,,"$153,583",,,,,"$13,024",,,,,"$7,721",,,,,,,,,,,,,,,,,"$3,646",,
1592527,,The Black Power Mixtape 1967-1975 (2011),,,,,,,,,,,,,,,,"$273,749",,,,,,,,,,,,,,,,,,,,,,,,$231,,,,,,,,,,,,,,,,,,,,,,,,"$6,276",,,
2011971,,Monsieur Lazhar (2011),"$186,840","$1,391,431","$14,997",,"$150,722",,"$115,518",,,,,,,,"$74,154",,,,,,"$764,497","$369,868",,"$221,046","$46,546",,,,,,"$1,264,762",,,,,,,"$56,637","$137,052","$211,671",,"$57,474",,,,"$16,818",,,,"$11,367",,,,,"$1,653,242",,,,,,$927,,,"$282,811","$36,814",,
1996264,,"For a Good Time, Call... (2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$134,339",,,
1397514,,Journey 2: The Mysterious Island (2012),"$4,877,070","$7,518,548","$820,112",,"$1,915,098","$490,973","$5,906,369","$354,452",,"$2,782,403","$48,000,000","$3,942,709","$264,437","$564,411","$172,798","$103,887,748","$54,078","$2,137,773","$223,905","$233,146","$12,095,241","$6,246,520",,"$421,518","$4,535,404","$763,740","$93,868",,"$2,087,416","$674,836","$5,908,558",,"$2,795,435",,"$113,557",,"$4,452,973","$12,680,160","$1,621,815","$684,052",,"$184,540","$2,668,180","$1,574,215","$2,177,155","$774,813",,"$17,558,757","$38,823","$2,244,444","$185,205","$177,168","$1,579,213","$8,499,847","$6,590,744","$888,816",,,"$1,268,550",,"$1,014,946","$1,015,569","$1,335,420","$10,709,999","$301,716","$2,193,356",
0117739,,Stella Does Tricks (1996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,630",,,
1439572,,Perfect Sense (2011),,,,,"$33,351","$1,171",,,,,,"$26,886","$3,819",,,,,,,,"$89,809","$39,935",,,"$32,526",,,,,,,,,,,,,"$30,782",,,,,"$45,824",,,"$17,269",,,,,,,,"$298,562",,,,,,,"$276,726",,,"$33,733",,,
1248290,,The Artist (2008),"$26,090",,,,,,,,,,,,,,,,,,,,"$14,033",,,,,,,,,,"$26,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$513,,
1855401,,Tim and Eric's Billion Dollar Movie (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,144",,,
1700258,,Kokowääh (2011),,,"$3,438,786",,"$1,000",,,,,,,,,,,,,,,,,"$42,932,362",,,,,,,,,,,,,,,,,,,,,,,,,,"$968,007",,,,,,,,,"$3,050,540",,,,,"$58,089",,,,,
1403130,,Bodyguards and Assassins (2009),,,,,,,,,,,,,,,,,,,,,,,,,"$2,138,798",,,,,,,,,,,,"$997,751",,,"$17,950",,,,,,,,"$23,949",,"$1,443,899",,,,"$724,114",,,,"$1,124,979","$114,297",,,,"$18,800",,,,
1857913,,The Sorcerer and the White Snake (2011),,,,,,,,,,,"$26,679,242",,,,,"$18,759",,,,,,,,,"$408,897",,,,,,,,,,,,"$1,336,639",,,"$36,404",,,,"$163,718",,,,,,"$648,229",,,,,,,,,"$376,587",,,,,,,,
1686784,,Flying Swords of Dragon Gate (2011),,"$32,163",,,,,,,,,,,,,,,,,,,,,,,"$780,804",,,,,,,,,,,,"$1,027,440",,,"$44,109",,,,"$43,195",,,,"$367,776",,"$662,765",,,,,,,,,"$194,667",,,,,$186,,,
1606259,,Knuckle (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,008",,,
0795441,,Winter in Wartime (2008),,,,,"$359,538",,,,,,,,,,,"$543,100",,,,,,,,,,,,,,,,,,,,,,,"$8,089,289","$80,292",,,,,,,,,,,,,,,,,,,,,,,,,,,
0407269,,The Truth About Love (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,227,220",,,,,,,,,,,,,
1703148,,The Hunter (2011),"$96,203","$947,874",,,"$4,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,798",,,,,,"$4,276",,"$45,431",,,,,,,"$2,379",,,,,,,,,"$367,692",,,
1071875,,Ghost Rider: Spirit of Vengeance (2011),"$685,576","$1,626,802","$967,086",,"$465,761","$56,636","$14,485,312","$91,758",,"$108,367",,"$339,693","$48,032","$151,956","$162,187",,"$15,134",,"$89,326",,"$4,256,875","$4,705,702",,"$193,386","$474,114","$176,848","$19,652",,"$2,342,436",,"$3,731,609",,"$475,369",,"$100,233",,"$3,454,089","$5,150,696","$708,088","$233,800","$8,962","$173,146","$368,449","$1,691,905","$642,913","$480,819",,"$13,285,571",,"$1,530,965","$49,284","$35,664","$676,910","$545,501","$2,253,770",,,,"$1,505,387",,"$1,789,447","$959,424","$1,165,062","$4,601,073","$12,231","$505,363",
0961097,,A Monster in Paris (2011),,,,,,"$29,432",,,,,,"$123,888",,,,,,"$146,284",,,,,,,,,,,,,,,,,,,,"$243,747",,,,,"$71,113",,,,,"$1,554,717",,,,,,"$98,742",,,,,,,,,,,,,
1129921,,Bustin' Down the Door (2008),,"$69,837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,563",,,,,,,,,,,,,,,,,,,,,,,,,,,
0409011,,Lovewrecked (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,322,470",,,,,,,,,,"$258,125",,,,,,,,,,,"$127,524",,,,,,,"$292,430",
1720182,,October Baby (2011),,,,,,,,,,,,,,,,"$5,357,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,290",,,,,,,,,,,,
1733525,,Khodorkovsky (2011),,,"$3,105",,,,,,,,,,,,,,,,,,"$18,259","$57,374",,,,,,,,,,,,,,,,,,,,,,,,,,"$162,381",,,,,,,,,,,,,,,,"$13,958",,,
1653911,,Mozart's Sister (2010),,"$699,889","$4,326",,,,,,,,,,,,,"$707,885",,,,,"$131,769",,,,,,,,,,,,,,,,,,,"$177,204",,,,,,,,,,,,,,"$12,960","$78,939",,,,,,,,,"$11,919","$5,972",,
1805297,,The Women on the 6th Floor (2010),"$120,544","$1,660,005","$116,345",,,,"$278,330",,,,,,,,,,,,,"$6,289","$19,282,664","$548,369","$216,766","$216,766",,"$10,733",,,,,"$1,673,306",,,,,,,,"$279,754","$320,756",,,"$66,548",,"$66,548","$17,708",,,"$2,479",,,,,,"$1,364,033","$9,466","$234,133",,,,,,,"$40,983","$94,493","$187,129",
1437358,,Sleep Tight (2011),"$52,870",,,,,,,,,,,,,,,,,"$116,959",,,,,,,,,,,,,,,,,,,,"$1,107,633",,,,,"$172,221",,,,,,,,,,,,,,,,,,,,,,"$12,918","$359,822",
1530983,,Red Hill (2010),,"$300,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,001",,,
