imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Canada,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Peru,Philippines,Poland,Portugal,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0810913,,Jack and Jill (2011),"$1,322,604","$5,704,261","$1,076,180","$23,493","$545,993","$375,791","$11,903,884","$103,430",,"$664,661",,"$824,864","$79,982","$134,193",,,"$16,718","$291,477","$69,903",,"$556,012","$5,279,500",,"$346,578","$128,846","$583,068","$31,405",,"$450,648","$1,002,111","$713,333",,"$193,324",,"$305,579",,"$686,159","$8,609,215","$761,829","$224,512","$65,375",,"$1,395,698","$315,445","$479,195","$383,768",,"$5,997,664","$78,661","$738,839","$119,857","$108,058","$1,315,739",,"$4,712,688","$117,998",,,"$205,705",,"$503,175","$651,963","$744,950","$5,185,578","$319,956","$4,543,361",
1270262,,The Devil's Double (2011),,,,,"$220,833","$1,138",,"$56,411",,,,"$82,165","$8,938",,,,,,,,,,,,,,"$9,317",,,,,,,,"$12,073",,,"$164,033","$412,553",,,,"$9,156",,,"$9,801",,"$1,623,646",,,,,,,"$133,433",,,,,,"$30,933",,"$441,756","$1,150,515",,,
1748197,,Setup (2011),,,,,,,,,,,,,,,,,,,,,,,,,,"$38,258",,,,,,,,,"$29,998",,,,,,,,,,,"$47,633",,"$1,652,174",,,,,,,"$11,832",,,,,,,,"$360,581",,,,
1660379,,House of Tolerance (2011),,,"$38,278",,"$31,377",,"$197,862",,,,,"$5,477",,"$10,971",,"$19,327",,,,,"$894,785",,,,,,,,,,,,,,,,,,,,,,,,,"$29,173",,"$40,356",,"$63,927",,,,,"$38,823",,,,,,,,,"$19,564",,,
1700844,,The Deep Blue Sea (2011),,"$181,082",,,"$75,015",,"$154,200",,,,,,,,"$17,074","$1,126,525",,,,"$47,539","$109,836",,,"$119,404",,,,,,,,,,,,,,,,"$47,622",,,,,,"$34,231",,,,,,,,"$27,707","$400,534",,,,,,,,,"$802,745",,,
1712159,,11-11-11 (2011),"$635,377",,,,,"$81,324","$3,182,369",,,"$84,233",,"$120,136",,,,,,,,,,,,,,,,,,"$22,694",,,,,"$18,089",,,"$213,936",,,,,"$368,254","$26,362",,,,"$1,564,373",,"$132,960",,,,,,,,,,,,"$18,854","$82,896",,"$26,051","$353,193",
1972663,,Into the Abyss (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$169,834",,,
1736633,,"Oslo, August 31st (2011)",,,,,"$16,671",,"$15,718",,,,,,,,"$15,623","$101,475",,,,,"$262,039",,,,,,,,,,,,,,,,,,,,,"$970,181",,,,"$17,438",,"$10,986",,,,,,,"$68,583",,,,,,,,,"$2,951",,,
0758799,,Whatever Lola Wants (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$85,124",,,,"$39,428",,,,,,,,,
1719071,,Another Happy Day (2011),,,,,,,,,,,,,,,,,,,,,"$643,053",,,,,,,,,,,,,,,,,,,,,,,,,"$8,420",,,,,,,,,,,,,,,,,,,,,
1533749,,Shaolin (2011),,"$65,258",,,,,,,,,"$33,470,508",,,,,"$66,099",,,,,,,,,"$2,632,665",,,,,,,,"$699,988",,,,"$2,207,445",,,"$49,703",,,,"$67,521",,,,,,"$1,712,442",,,,,,,,"$693,491","$798,268",,,,"$241,479",,,,"$278,106"
1181614,,Wuthering Heights (2011),,,,,"$44,152",,,,,,,,,,"$66,659",,,,,"$77,372","$61,008",,,,"$51,690",,,,,,,,,,,,,,"$130,871","$13,007",,,,,,"$11,690",,"$55,927","$3,401",,,,"$17,246",,"$65,885","$78,399",,,,,,,,"$963,993",,,
1315350,,Cherry (2010),,,,,,,,,,,,,,,,"$11,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,650",,,,,,
1033575,,The Descendants (2011),"$1,499,714","$15,947,488","$1,047,156","$12,372","$733,057","$30,535","$3,767,380","$31,864",,"$499,137",,"$520,685","$84,156","$227,510","$1,825,137",,"$12,577","$74,479","$45,318","$438,448","$5,747,561","$6,049,147",,"$1,135,537","$690,318","$181,760","$57,823",,,"$1,292,227","$4,054,051",,"$3,120,338",,"$70,602",,"$90,221","$2,365,365","$2,510,197","$1,209,772",,"$1,171,534","$289,982","$75,387","$951,642","$1,569,113",,"$615,245","$37,775","$469,918","$47,887","$66,747","$458,354",,"$11,328,136","$1,106,521",,,"$57,946",,"$573,727","$31,215","$212,660","$12,929,006","$258,824","$130,913",
1758692,,Like Crazy (2011),,,,,,,,"$18,390",,,,,,,,"$3,395,391",,,,,,,,,,,,,,,,,,,,,,,,"$10,257",,"$30,108",,,,,,,,,,,,"$72,422",,,,,,,,,"$62,856","$263,350",,,
1204342,,The Muppets (2011),"$3,058,833","$10,080,813","$642,994",,"$1,220,246","$237,078","$1,849,122","$141,818",,"$612,888",,"$1,748,022","$39,989","$58,142",,"$88,631,237","$5,301","$1,308,967","$11,553",,,"$5,298,392",,"$340,493","$312,810","$71,860","$66,147",,"$159,820","$1,039,773","$491,468",,,,"$20,409",,"$209,797","$4,318,666","$3,379,778","$1,170,577",,,"$467,212","$44,740","$1,374,760","$1,206,343",,"$337,378","$21,916","$256,791","$8,258","$19,173","$127,167",,"$3,265,756",,,,,,"$984,391","$32,833","$141,340","$27,029,046","$75,972","$947,983",
1324999,,The Twilight Saga: Breaking Dawn - Part 1 (2011),"$5,354,882","$19,616,606","$4,538,641",,"$6,788,961","$399,799","$32,709,793","$368,812",,,,"$3,727,908","$614,551","$1,934,037","$4,310,247",,"$78,023","$1,489,956","$623,391","$2,368,196","$31,131,910","$33,077,090",,"$2,822,707","$2,094,715","$1,193,692","$130,944",,,,"$20,016,885",,"$3,455,688",,"$505,096",,,"$18,856,968","$4,333,454","$3,656,570","$54,122","$4,305,359","$2,956,463","$5,719,162","$4,103,354","$3,107,474",,"$31,818,662","$120,898","$2,181,325","$760,674","$334,922","$3,898,762","$9,282,393","$26,146,033","$7,783,818",,,"$3,379,701",,"$6,964,798","$2,423,266","$1,909,601","$48,806,194","$229,671","$4,769,360",
1568911,,War Horse (2011),"$646,217","$10,922,401","$319,665",,"$1,096,120","$23,925","$1,073,065","$48,541",,"$123,651",,"$274,901","$14,874","$41,288","$152,919",,"$8,089","$239,453","$4,281","$96,559","$5,395,663","$2,966,557",,"$435,721","$542,041","$26,070","$18,477",,,"$277,533","$1,438,517",,"$7,675,193",,"$27,756",,"$164,192","$1,261,395","$1,096,817","$944,377",,"$227,373","$172,053","$47,879","$90,905","$628,264",,"$1,488,036","$17,803","$157,491","$10,671","$52,324","$187,498","$427,823","$5,143,973","$378,367",,,"$99,045",,"$297,590","$67,587","$134,459","$29,572,235","$42,574","$331,962",
0376136,,The Rum Diary (2011),"$338,847","$837,911","$76,999",,"$125,059","$2,833","$425,365",,,"$87,166",,,,"$150,922",,,,,,,"$413,911","$681,622",,"$510,937","$206,145","$97,203","$8,358",,,,"$1,439,166",,"$784,355",,"$56,666",,,"$394,042","$455,593",,,"$256,830","$195,342",,"$661,562","$276,547",,"$4,704,054",,"$82,303","$45,905","$30,003","$36,231",,"$208,629","$24,633",,,,,"$303,169","$456,180","$148,888","$2,499,158","$2,609",,
1655420,,My Week with Marilyn (2011),"$87,830","$2,741,489","$191,066",,"$185,773","$2,556","$631,232","$21,642",,"$23,438",,"$44,854","$8,752","$39,572","$408,762",,,,,"$264,363","$1,221,043","$957,085",,"$147,375","$200,884",,"$14,233",,,,"$1,234,484",,,,"$23,130",,,"$223,720","$124,653","$422,589",,"$406,370","$23,282",,"$256,678","$75,445",,"$606,437",,"$67,168","$1,071","$1,071","$172,095",,"$752,895","$508,624",,,"$32,823",,"$254,600",,"$32,305","$5,137,004","$15,388","$2,560",
1485762,,Making Plans for Lena (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,856",,,,,,,,,,,,,,,,,,,
1235552,,À l'aventure (2008),,,,,,,,,,,,,,,,,,,,,"$25,013",,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,322",,,,,,,,,,,,,,,,,,,
1714210,,Weekend (2011),,,,,,,,,,,,,,,"$90,315","$484,592",,,,,,,,,,,,,,,"$63,526",,,,,,,,,"$26,346",,"$77,935",,,,,,,,,,,,,"$98,246",,,,,,,,,"$351,043",,,
1948150,,Singham (2011),,"$144,244",,,,,,,,,,,,,,"$350,864",,,,,,,,,,,,"$13,713,638",,,,,,,,,"$6,352",,,"$1,926",,,,,,,,,,,,,,,,,,,,,,,"$650,841","$219,065",,,
1092634,,Shanghai (2010),,"$31,727",,,,,,,,,"$6,721,903",,"$3,156",,,"$46,425",,,"$15,405",,,"$32,084",,"$71,686","$172,103",,,,,,,,"$5,113,939",,"$28,740",,"$101,227",,,,,,,,,,,,,"$132,573",,,"$37,379","$1,763,090","$741,782",,,"$116,741","$25,331",,"$24,449",,"$123,110",,,,
1079450,,The Silence Before Bach (2007),,,,,,,,,,,,,,,,,,,,,"$42,198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,071","$322,116",,,,,,,,,,,,
1091229,,CC2C (2009),,"$172,120",,,,,,,,,,,,,,,,,,,,"$11,496","$2,939",,,,,"$8,752,001","$18,600",,,,,,,,"$32,187",,"$70,768","$35,366",,,,,,,,,,"$144,899",,,"$49,682",,,,,,,,,,,"$708,286",,,
1239426,,Hipsters (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,767,349",,,,,,,,,,,,,,,,,,,
1668200,,Sarah's Key (2010),,"$1,257,172","$18,368",,"$537,355",,"$212,074",,,,,,,,"$36,016",,,,,,"$6,418,284","$163,886",,,"$32,152",,,,,,"$816,791",,,,,,,"$155,104","$4,375,823","$635,513",,"$731,877",,,,,,,,"$7,075",,,,"$80,640","$810,545","$25,990",,,,,,,,"$784,963",,,
0831275,,Bigga Than Ben (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$500,352",,,,,,,,,,,,,,,,,,,
1496005,,The Tree (2010),,"$200,061","$14,918",,"$235,825",,"$56,727",,,,,,,,,,,,,"$8,754","$1,479,589","$102,213",,,"$18,793",,,,,,"$18,124",,,$302,,"$8,660",,,,,,,,,,,,"$38,075",,,,,,,"$165,615","$15,899",,"$3,743",,,"$8,699",,,"$2,890",,,
0308363,,Waiting for Happiness (2002),,,,,,,,,,,,,,,,,,,,,"$45,642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366344,,The Sitter (2011),,,,,,,,,,,,,,,,,,,,,"$3,192","$180,894",,,,,"$39,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,802",,,,,,,,,"$3,862,166",,"$217,730",
0477302,,Extremely Loud & Incredibly Close (2011),"$402,938","$1,256,486","$111,948",,"$180,895","$36,867","$938,657",,,"$47,033",,"$264,806",,,"$197,973",,"$4,401","$71,212",,"$61,180","$1,797,701","$911,553",,"$63,227","$215,634",,"$7,045",,,"$163,573","$825,428",,"$6,109,517",,"$24,700",,,"$1,853,015","$1,006,089","$135,249",,"$78,221","$165,914","$90,369",,"$213,402",,,,"$241,267",,,"$55,586",,"$504,093","$26,209",,,,,,,"$145,295","$1,099,134","$39,015","$254,596",
0371552,,Asterix and the Vikings (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$427,354",,,,,,,,,,,,,,,,,,,
1787797,,Sing Your Song (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,593",,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,999",,,
1640548,,Rampart (2011),,,,,,,,,,,,,,,,"$972,512",,,,,"$24,292",,,,,,,,,,,,,,,,,,,,,,,,,"$8,757",,,,,,,"$28,417",,,,,,,,,,"$62,923","$471,004",,,
1402488,,Happy Feet Two (2011),"$1,181,097","$11,082,388","$827,718",,"$1,626,098","$208,136","$4,249,476","$183,193",,,"$8,076,758","$1,328,459","$76,753","$453,101","$1,195,385","$64,006,466","$20,455","$775,059","$60,314","$375,095","$5,214,967","$3,962,619",,"$1,024,845","$830,997","$693,632","$45,366",,"$582,401","$1,094,667","$3,333,412",,"$2,209,746",,"$30,263",,"$1,324,875","$3,595,472","$2,603,978","$1,153,506",,"$1,458,330","$1,270,365","$1,690,419","$1,582,894","$381,809",,"$6,447,057","$50,928","$1,289,240","$307,969","$72,957","$955,047","$1,145,852","$2,587,355","$1,134,190",,,"$258,078",,"$2,896,748","$563,439","$442,910","$9,173,770","$44,620","$2,016,364",
1430607,,Arthur Christmas (2011),"$740,891","$9,413,233","$608,389","$7,220","$579,414","$206,356","$2,918,649","$276,322",,,,"$967,901","$172,394","$232,537","$1,054,525","$46,462,469","$13,284","$412,757","$39,298","$252,037","$7,352,342","$3,265,322","$2,295","$695,304","$345,358","$406,396","$47,477",,"$246,263","$194,581","$3,337,702",,"$1,598,340",,"$137,743",,"$524,084","$3,366,205","$429,514","$764,677","$26,043","$919,317","$492,091","$92,484","$2,073,403","$577,644",,"$6,773,104","$124,177","$381,818","$111,621","$193,126","$494,313","$4,121,769","$4,089,776","$784,436",,,"$112,041",,"$742,401","$709,790","$355,196","$34,235,549","$56,021","$2,066,507",
1911600,,Miss Bala (2011),,,,,,,,,,,,"$3,134",,,,,,,,,"$238,066",,,,,,,,,,,"$24,986",,,,,,"$1,134,380",,,,,,,,,,,,,,,,,"$48,837",,,,,"$62,528",,,,"$55,547",,,
0473102,,The Perfect Game (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,841,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634136,,Violet & Daisy (2011),,,,,,,,"$1,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$81,260",,"$8,272",,,,,,,,,,,,,,,,,
1541160,,Flypaper (2011),,,,,,"$1,970","$293,309",,,,,"$57,545",,,,,,"$14,066",,,,,,,,,"$5,615",,,,"$412,584",,,,"$60,316",,,"$275,028","$378,762",,,,"$179,831",,,"$12,211",,"$1,071,621",,,,,,,"$1,112,123",,,,,,"$178,243","$64,862","$156,020",,,"$174,485",
1308729,,Bullet to the Head (2012),,,"$255,270",,"$182,311",,"$424,293","$31,809",,,"$1,840,000",,"$12,187",,,,"$12,608",,"$20,651",,"$1,076,910","$948,671",,,"$88,191",,"$13,590",,,,"$389,385",,"$257,381",,"$87,574",,"$765,737","$1,022,964","$292,882",,,"$82,329","$123,770","$179,852",,"$53,538",,"$1,598,979",,"$45,658",,,"$27,171",,"$617,829",,,,"$175,130",,"$34,285",,"$502,421","$1,294,004",,,
1764651,,The Expendables 2 (2012),"$2,191,925","$8,490,452","$2,004,259",,"$2,678,030","$216,928","$16,370,725","$336,734",,"$395,089","$53,090,000",,"$255,673","$836,015","$1,418,178",,,,,"$1,289,948","$15,825,283","$12,133,346",,"$816,536","$1,664,597","$775,832","$231,512","$1,802,653",,,"$7,022,081",,"$9,119,887",,"$560,668",,"$5,027,237","$10,828,854","$2,955,415","$1,002,156","$102,004","$1,894,309","$2,036,020","$2,276,039","$1,389,600","$2,048,281",,"$17,937,429","$93,809","$2,661,665","$232,699","$185,188",,"$2,661,741","$7,168,633","$1,299,171",,,"$1,760,301",,"$3,067,931","$1,355,003","$2,487,314","$9,686,288","$59,840","$627,749",
1392170,,The Hunger Games (2012),"$2,365,803","$32,624,716","$1,648,108",,"$4,751,824","$115,391","$10,152,708","$251,566",,"$950,888","$27,049,819","$2,124,148","$210,079","$464,237","$3,396,860","$408,010,692","$58,824","$504,498",,"$2,276,178","$14,510,197","$20,303,785",,"$678,260","$2,628,593","$509,906","$281,887","$732,355",,,"$3,834,276",,"$5,071,758",,"$225,896",,"$2,201,209","$13,913,267","$4,525,341","$4,736,689","$65,739","$3,821,709","$890,985","$3,295,973","$2,556,864","$1,792,187",,"$13,405,279","$55,172","$3,729,893","$134,801","$140,025","$1,181,692","$3,951,587","$10,483,434","$7,717,011",,,"$2,119,783",,"$3,346,835","$671,717","$1,980,129","$37,332,095","$185,791","$1,692,559",
1345836,,The Dark Knight Rises (2012),"$10,955,266","$44,180,288","$4,249,761",,"$5,131,146","$908,162","$27,097,031","$498,448",,"$4,809,188","$52,785,334","$7,308,220","$688,521","$1,662,457","$9,598,024","$448,149,584","$291,702","$2,784,020","$948,637","$3,598,413","$35,725,110","$35,463,041",,"$2,729,671","$46,606","$1,461,978","$4,223","$9,223,966","$7,527,926","$2,712,488","$18,801,748",,"$24,115,087",,"$562,986",,"$5,759,366","$31,845,456","$7,757,656","$4,653,098","$367,180","$4,462,882","$4,144,042","$5,309,012","$3,819,281","$2,173,057",,"$17,480,637","$276,946","$7,023,329","$551,286","$265,656","$1,975,303","$42,019,762","$15,394,652","$12,731,153",,,"$4,302,702",,"$4,704,562","$1,386,107","$3,805,346","$71,777,106","$411,304","$7,143,582",
1194173,,The Bourne Legacy (2012),"$759,977","$12,787,993","$873,730",,"$1,440,459","$26,868","$2,315,156","$317,051",,"$146,863","$16,059,636","$645,031","$161,253","$259,477","$941,833",,"$51,435","$134,303","$119,818","$563,252","$7,754,204","$7,165,299",,"$144,688","$1,169,921","$326,188","$105,192","$757,498","$2,337,541","$737,392","$2,362,965",,"$8,816,757",,"$213,832",,"$987,866","$3,607,080","$2,403,240","$1,652,279","$49,803","$1,499,023","$531,579","$4,849,759","$939,433","$931,288",,"$7,234,192","$145,223","$2,334,843","$57,779","$90,913","$1,079,303","$6,446,308","$6,813,333","$1,578,592",,,"$1,379,777",,"$757,845","$640,795","$1,523,324","$17,492,618","$30,415","$767,483",
1691920,,I Melt with You (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,871",,,,,,,,,,,,,,,,,,,
1515091,,Sherlock Holmes: A Game of Shadows (2011),"$3,670,124","$20,998,519","$2,527,336",,"$2,996,084","$192,828","$13,754,895","$662,279",,"$753,993",,"$2,194,064","$527,179","$1,518,848","$3,745,236",,"$86,036","$737,654","$539,846","$2,604,732","$20,428,860","$20,089,372",,"$2,973,237","$3,531,422","$1,506,801","$233,531",,"$3,432,887","$962,798","$24,533,562",,"$22,772,632",,"$352,828",,"$1,999,136","$10,552,525","$4,352,807","$2,627,583",,"$3,819,086","$894,818","$1,460,261","$3,627,753","$1,875,648",,"$28,368,113","$238,376","$2,851,740","$457,705","$250,743","$1,534,921","$13,907,391","$11,470,760","$6,453,475",,,"$1,339,724",,"$4,104,427","$2,603,009","$2,364,491","$42,159,124","$168,851","$1,743,079",
1687247,,Life in a Day (2011),,,,,,,"$5,971",,,,,,,"$6,177",,,,,,,,"$14,897",,,,,,,,,,,,,,,,,,,,,,,,,"$4,011","$85,511",,,,,,,,,,,,,,,,"$237,814",,,
1372686,,Coriolanus (2011),,,,,,,,,,,,,,,,,,,"$15,139",,,,,,"$45,353",,,,,,,,,,"$59,650",,,,,"$37,726",,,,"$27,332","$16,604","$43,157",,,"$38,825",,,,,,"$19,172",,,,"$19,368",,,,"$81,418","$1,274,386",,,
1742023,,Americano (2011),,,,,,,"$14,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,559",,,,,"$3,390",,,,,,,,,,,,,,,,,,,,,,,,
1667905,,This Is Not a Film (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,483",,,,,,,,,,,,,,,,,"$1,780",,,,,,,,,"$5,479",,,
0436091,,Backstage (2005),"$2,057",,,,,,,,,,,,,,,"$12,663",,,,,,,,,,,,,,,,,,,,,,"$25,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625346,,Young Adult (2011),,"$567,761","$59,273",,"$215,214",,"$87,022",,,,,,,,,,,,,,"$589,765","$528,018",,,,,,,,,"$89,727",,,,"$25,397",,,,,"$56,527",,"$157,134",,,,"$80,497",,"$561,001",,,,,"$105,160",,"$568,335",,,,,,,,"$127,405","$642,287",,,
1536410,,Faces in the Crowd (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,249",,"$48,510",,,,
1598822,,New Year's Eve (2011),"$1,003,451","$10,915,837","$1,801,678",,"$1,479,861","$62,978","$2,188,125","$183,121",,,,"$542,500","$201,491","$265,185","$906,488",,"$44,817","$356,097","$162,986","$942,613","$4,437,377","$6,850,960",,"$513,497","$240,120","$555,337","$122,048",,"$286,405","$787,020","$5,878,884",,"$6,621,308",,"$174,467",,"$347,351","$2,855,630","$4,297,185","$1,042,469",,"$1,332,549","$372,107","$416,253","$918,061","$934,957",,"$4,336,663","$171,517","$910,455","$189,660","$198,010","$1,231,475",,"$2,724,035","$1,496,179",,,"$231,932",,"$385,652","$508,922","$553,535","$11,659,393","$75,307","$845,377",
1229238,,Mission: Impossible - Ghost Protocol (2011),"$2,837,856","$18,954,599","$2,264,766",,"$2,878,769","$184,577","$12,721,841","$619,662",,,"$101,232,739","$2,938,289","$296,686","$522,658","$2,738,631",,"$158,796","$917,723","$576,625","$2,182,608","$20,133,828","$16,257,743",,"$1,799,109","$5,704,387","$717,127","$241,501",,"$6,142,288","$2,150,273","$7,826,254",,"$69,695,185",,"$734,612",,"$5,663,435","$12,997,636","$5,080,233","$2,208,169","$107,054","$3,471,179","$1,283,004","$3,970,369","$1,152,298","$2,219,384",,"$12,394,257","$100,925","$5,037,487","$111,526","$256,958","$2,168,073","$51,069,827","$9,641,330","$3,768,953",,,"$3,346,727",,"$3,584,631","$1,087,764","$6,402,039","$28,916,714","$133,309","$2,660,039",
1389137,,We Bought a Zoo (2011),"$280,152","$7,755,984",,"$7,183","$544,840","$95,455","$2,341,922",,,"$373,000",,"$838,622","$39,350","$31,908",,,"$10,471","$359,436","$21,109","$191,602","$4,118,751","$379,499",,"$30,184","$423,036","$135,079",,,,"$232,899","$321,674",,"$5,326,606",,"$68,215",,"$196,176","$2,698,052","$261,336","$784,125",,,"$1,012,557","$131,497","$130,224","$469,845",,"$1,545,863","$35,248","$613,038","$6,315","$51,989","$628,375","$1,578,599","$2,437,787",,,,"$21,092",,"$324,758","$217,970","$179,572","$4,117,229","$67,229",,
1568346,,The Girl with the Dragon Tattoo (2011),"$672,941","$8,870,177","$1,447,369",,"$1,570,448","$66,931","$4,187,761","$160,034",,"$487,150",,"$445,402","$367,153","$716,265","$971,825",,"$34,221","$208,417",,"$812,275","$8,986,288","$9,575,635",,"$1,877,217","$1,093,077","$458,952","$54,641",,,"$599,499","$2,787,313",,"$15,802,569",,"$104,487",,,"$5,383,935","$2,501,036","$1,048,386","$79,667","$1,796,603","$373,297","$223,225","$3,701,498","$820,485",,"$11,467,629","$71,735","$573,539","$212,379","$100,315","$955,769","$3,055,850","$2,463,723","$5,460,242",,,"$251,767",,"$1,095,206","$1,031,005",,"$18,796,728","$65,259","$1,115,416",
1093357,,The Darkest Hour (2011),"$870,267","$1,317,231","$275,731","$8,647","$505,455","$341,982","$1,461,443","$151,396",,,,"$1,108,799","$99,181","$83,499","$69,780",,"$18,505","$313,677","$127,547","$75,279","$1,261,065","$2,278,413",,"$88,271","$764,751","$242,641",,,,"$80,477","$378,492",,,,"$64,325",,"$1,902,870","$4,403,167","$1,054,357","$439,807",,"$220,618","$976,899","$812,183","$138,204","$186,819",,"$7,482,373","$66,078","$872,697","$12,161",,"$202,213","$819,631","$1,367,250","$622,373",,,"$564,253",,"$785,160","$471,178","$558,715","$2,090,634","$39,347","$739,289",
1459052,,Picture Me (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,361",,,,,,,,,,,,,,,,,,,,,,,,,,,
1615918,,Alvin and the Chipmunks: Chipwrecked (2011),"$2,597,840","$20,341,322","$2,472,653","$74,011","$4,905,241","$457,074","$21,891,238",,,,,"$1,655,590","$448,319","$795,660","$3,373,955",,"$45,922","$823,186","$219,047","$1,027,715","$18,202,712","$13,106,760",,,"$1,265,191","$328,328","$128,328",,,,"$8,206,889",,,,"$231,256",,"$2,090,657","$8,203,448","$7,034,148","$1,953,736",,"$3,690,085","$2,107,226","$1,323,682","$3,466,989","$2,348,905",,"$6,920,831","$176,117","$2,257,034","$238,214","$454,730","$1,748,756","$2,956,825","$8,916,570","$4,537,137",,,"$26,227",,"$2,284,418","$352,606","$1,342,613","$23,778,315","$251,220","$3,025,136",
1602098,,Albert Nobbs (2011),"$72,573","$413,404",,,"$116,073",$807,"$269,953",,,"$13,857",,"$54,924",,,"$253,644",,,,,"$11,593","$273,570",,,,"$45,485",,,,,,"$813,592",,,,"$6,235",,,"$210,852",,"$207,112",,"$50,505","$62,916",,,"$92,895",,,,"$21,241",,"$5,236","$8,517",,"$910,217",,,,,,"$31,408",,"$4,658","$554,488","$11,808",,
1512685,,Los ojos de Julia (2010),"$283,021","$16,973",,,,"$14,616",,,,,,"$193,731",,,,,,"$81,082",,,,,,,,,,,,,,,,,,,,"$3,268,234",,"$7,851",,,"$126,771",,,,,,,,,,,"$1,651,546",,,,,,,,,,,"$21,021","$200,750",
1251743,,Salvation Boulevard (2011),,,,,,,,,,,,,,,,,,,,,,,,"$35,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,101",,,,
1720616,,Friends with Kids (2011),"$142,869","$1,039,888",,,"$77,772","$14,212","$370,668",,,"$65,494",,"$102,473","$19,764",,,"$7,251,073",,,,"$53,285","$392,394",,,"$82,507","$19,651",,"$29,850",,,,,,,,"$45,041",,,"$392,245","$21,783",,,,"$76,254",,,"$81,127",,"$354,378","$5,994",,,"$10,427","$162,420",,"$22,181","$59,475",,,,,"$190,608",,"$60,077","$1,598,544","$13,397","$262,755",
1634121,,Intruders (2011),"$101,398",,,,,"$37,112",,,,,,,,,,"$69,136",,"$12,616",,,"$37,723","$283,159",,,,,,,,,,,,,,,,"$623,299",,,,,"$336,742",,,,,,,,,,,,"$3,690,728",,,,,,,,"$87,008","$207,638",,,
1714209,,In the Land of Blood and Honey (2011),,,"$102,689",,"$30,450",,"$46,652",,,,,,"$183,763",,,,,,,,"$147,414","$82,265",,,$337,,,,,,,,,,,,,,,,,,,,,"$34,114",,"$24,758","$15,024","$21,791",,"$38,364",,,"$21,702",,,,,,"$129,623",,"$20,876",,,,
1954598,,Ladies vs. Ricky Bahl (2011),,"$47,262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,048",,,"$18,480",,,,,,,,,,,,,,,,,,,,,,,,,,,
1560985,,The Devil Inside (2012),"$1,945,715","$1,692,231","$511,875",,"$695,017","$124,988","$3,063,980",,,"$678,080",,"$941,955","$58,232","$90,532","$51,091",,,"$326,628","$31,133","$50,018","$2,995,937","$3,454,524",,"$237,841","$235,343",,,,"$194,255","$122,805","$2,769,289",,,,,,"$447,409","$6,313,685","$761,602","$124,156",,"$148,327","$926,981","$423,708","$316,604","$186,794",,"$3,404,839","$10,540","$497,942","$33,895","$45,703","$108,099",,"$1,782,457","$313,022",,,"$150,978",,"$633,147",,"$243,696","$7,092,192","$60,238","$692,683",
