imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Canada,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
2402927,,Carol (2015),"$241,409",,"$1,991,360","$324,167",,"$499,339",,"$516,428","$15,899",,,,"$41,893",,"$26,970","$36,593",,"$13,285","$938,217","$12,711,491",,,,,,"$217,847","$2,310,137","$1,628,387",,"$276,781","$447,366",,"$5,392",,,,,"$2,150,706",,"$1,003,366",,,,,,,,"$308,056",,"$992,406","$214,726",,"$114,573",,,,,"$48,794",,,"$242,127",,,"$1,795",,"$204,240",,,"$117,804","$18,729","$16,434","$39,837","$2,273,431","$1,979,507","$827,485",,"$132,918","$222,383","$267,581","$45,399",,"$163,285",,,"$3,976,888","$23,099",,
3488328,,Pound of Flesh (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,970"
0400234,,Black Friday (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,575,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325977,,Strangerland (2015),,,,,,,,,,,,,,,"$11,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,776",,"$14,523",,,,,,,,,,,,,,,"$18,511",,,,,"$22,881",,"$3,836",,,,,,,,,,,,,,,,"$13,662","$3,363",,,
1726889,,You Don't Choose Your Family (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$562,115",,,,,,,,,,,,,,,,,,,,,,
0489751,,The Hands (2006),"$513,709",,,,,,,"$2,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,072",,,,,,,,,,,,,,
1935302,,Monsters: Dark Continent (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$134,573",,,,,,,,,,,,,,,,,,,,,,"$7,613",,,,,,,,,,,"$76,351",,,,,,,,
3464902,,The Lobster (2015),,,"$409,297",,,"$313,446",,,,,,,,,,"$14,250",,"$7,030",,"$9,077,245",,,,,,"$70,080","$983,184",,,"$422,213",,,,,,,,"$655,254",,,,,,,,,,,,,,,"$129,892",,,,,,,"$70,246","$33,030",,,,,,,,,,"$18,975",,"$441,326","$347,049",,,,,,"$237,724",,"$114,580",,,"$4,083,943",,,
3163304,,The Farewell Party (2014),,,,"$38,791",,"$44,170",,"$24,869",,,,,,,,,,,,,,,,,,,,"$381,410",,,,,,,,,,,,,,,,,,,,"$21,583",,"$52,603",,,"$19,171",,,,,,,,"$2,313",,,,,,,,,,,,,"$174,352","$19,409",,,,,,,,,,,,,
3499048,,Gueros (2014),,,,,,,,,,,,,,,,,,,,"$60,114",,,,,,,,,,,,,,,,,,"$15,618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,622",,,,,,,,,,,,,,
1881002,,Maggie (2015),,,,,,,,,,,,,,,,,,,,"$187,112",,,"$8,206",,,,"$328,085",,,,"$3,458",,,,,,,"$337,960",,,"$1,429",,,,"$6,124",,"$126,791",,,,,,"$3,629","$8,515",,,,,"$84,770",,"$28,682",,,,,,,,"$75,542",,,,"$269,113","$72,133",,,,,"$25,454","$61,324",,,,,,,,"$34,838"
2967224,,Hot Pursuit (2015),"$103,801",,"$1,309,511","$214,617","$105,468",,"$38,581","$64,904","$73,662",,,,"$73,405",,"$567,879","$75,607",,"$44,982",,,,"$184,855","$55,171","$44,149",,,,"$629,798",,"$54,055",,"$213,667","$42,532","$14,208",,,"$337,061","$110,370",,,"$37,592","$17,507",,"$30,836","$129,338","$31,957",,"$2,562,573",,,"$186,032",,"$86,810","$36,199",,,,"$530,839","$153,051","$193,267","$253,618",,"$114,498","$146,288",,"$1,678,657",,"$17,707","$232,283","$24,574","$26,836","$154,422",,,"$51,367",,,"$126,022","$344,925",,,,"$87,351",,"$1,097,359","$41,364","$1,554,169","$69,721"
3205376,,Slow West (2015),,,,"$28,467",,,,,,,,,,,,"$1,481",,,"$19,829",,,,,,,,,"$225,445",,,,,,,,,,,,,,,,,,,,,,"$41,172","$34,551",,,,,,,,,"$24,382",,,,,,"$16,153",,,,,,,"$58,134","$36,616",,,,,,,,"$8,771",,"$11,865","$559,614",,,
2403021,,The Green Inferno (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,412","$65,480","$107,965",,,,,,,"$686,113",,,,,,"$2,868",,"$28,549","$139,084",,,,,,"$38,080",,,,,,"$64,178",,,,,"$87,381",,"$3,836,651",,,"$40,005",,"$5,136",,,$768,,,,,"$300,613","$25,360",,,"$6,515",,,,,
1731701,,Barely Lethal (2015),,,,,,,"$5,854",,,,,,,,,,,,,,,,"$18,634",,,,,,,,,,,,,,,,,,,"$3,766",,"$4,264","$14,826",,,,,,,,,"$37,942",,,,"$169,138",,,"$12,917",,"$31,143",,,"$146,642",,,"$28,897",,,,,,,,,,,"$151,975",,,"$33,899","$227,036",,,,"$40,839"
3321300,,MI-5 (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$266,720",,,,,,,,,,,,,,,"$75,589"
2534634,,The Fencer (2015),"$47,443",,"$275,741",,,,,,,,,,,,,,,,,"$95,952",,,,,,"$689,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$174,947",,,,,,,,,,,"$5,454",,,
1813327,,The Salt of Life (2011),"$93,112",,,"$37,987",,"$72,510",,,,,,,,,,,,,,,,,,,,,"$355,663","$124,927",,"$23,963",,,,,,,,"$1,135,249",,,,,,,,,,,,,"$87,230",,,,,,,,,,,,,,,,,,,,,,,"$292,873",,,,,,,,,,,"$293,474","$16,459",,
0778631,,Brave Story (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,194","$6,576",,,"$1,641",,,,,,,,,"$10,948,620",,,,,,,"$4,247",,,,,,,,,,,,,,,,,,,,,,,,,,"$176,764",,,,,,"$7,846",,,,,,,,,
2486678,,5 to 7 (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,413",,,,,,,,,,,"$1,035",,,"$8,356","$18,746","$4,030",,"$259,757",,"$11,303","$6,396",,,,,,,,,,,,,,,"$120,909",,,,,,"$33,210","$22,004",,,,,,,,,,"$13,735",,,,,
2219650,,Seymour: An Introduction (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,489",,,,,,,,,,,,,,,,,,,,,,,"$138,712",,,,,,,,,,,,,,,
0494239,,Jardins en automne (2006),"$82,676",,,,,,,,,,,,,,,,,,,,,,,,,,"$127,555",,,,,"$1,995",,,,,,"$274,758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,589",,,
0416292,,A Driver for Vera (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,630,000",,,,,,,,,,,,,,,,"$14,294",,,,,,
1217565,,Radio Day (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,723,592",,,,,,,,,,,,,,,,,,,,,,
3659388,,The Martian (2015),"$2,521,251",,"$20,059,738","$1,950,707","$430,063","$3,015,771","$165,002","$7,513,748","$482,577",,,"$405,642","$1,601,936","$94,932,731","$1,332,885","$378,608",,"$1,692,105","$2,741,163","$228,433,663",,"$647,961",,"$434,235","$7,710","$1,652,611","$19,827,502","$16,288,605","$531,361","$730,032","$5,800,790","$1,438,744","$208,735","$4,794,800",,,"$1,803,695","$7,683,880",,"$26,943,966",,"$61,257",,"$241,030","$425,526","$418,769","$1,940,583","$7,759,156",,"$3,784,584","$2,652,035","$64,657","$2,959,468","$300,511",,,,"$1,517,516","$1,482,431","$2,770,676","$1,023,508","$370,492","$497,491","$1,109,125",,"$17,706,103",,"$279,145","$2,974,435","$426,452","$158,817","$536,967","$32,104,850","$12,629,290","$4,971,913",,"$1,415,711","$2,377,554","$5,623,332","$1,675,663",,"$2,721,339","$1,547,429","$3,338,808","$33,937,841","$113,731","$3,441,610","$361,435"
3447364,,Detective Byomkesh Bakshy! (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,725,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$248,382",,,,
2556308,,Holiday (2014),,,"$181,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,608",,,,,,,,,,,,,,,,,,,,,"$51,556",,,,,,,,,,,,,"$415,719",,,
1266093,,NoBody's Perfect (2008),,,,,,,,,,,,,,,,,,,,"$2,122",,,,,,,,"$28,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,838",,,,,,,,,,,,,,,,,
3697626,,A Hard Day (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,451,087",,,,,,,,,,,,,,,
3312830,,Youth (2015),"$84,899",,"$650,071","$218,793",,"$529,858",,"$229,295","$18,612",,,,,,,,,"$236,109","$301,809",,,,,"$21,373",,"$58,166","$2,096,942","$1,712,737",,"$325,305","$73,366","$214,177","$12,138",,,,,"$6,828,961",,,,,,"$61,509",,"$156,039",,"$62,962",,"$1,437,309","$136,469",,"$78,800",,,,,,,"$580,976","$101,057",,,"$32,399",,"$503,557",,"$23,053",,"$50,668","$52,142","$62,487","$538,017","$1,212,155",,,"$196,447","$390,091","$54,667",,,"$45,214",,,"$1,367,668","$9,947",,
1324059,,Wake Up Sid (2009),,,"$68,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,111,717",,,,,,,,,,,,,"$13,167",,,,"$11,070",,,,,,,,,,,,,,,,,,,,,"$17,891",,,,,,,,,,,,,"$337,281",,,
0323013,,Lakshya (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$466,111",,,
3247714,,Survivor (2015),,,,,,,,,,,,,,"$1,360,000",,,,,,,,,,,,,,,,,"$158,849",,,,,,,,,"$139,558",,,,,,,"$103,670",,,,,,,,,,,,"$35,402",,,,,,,,,,"$36,847",,,,,,,,,,,"$357,190",,,,,,,,"$63,887"
0995031,,Bhool Bhulaiyaa (2007),,,"$129,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,471,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,374,552",,,
0490210,,Sarkar Raj (2008),,,"$225,723",,,"$11,938",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,096,779",,,,,,,,,"$51,993",,,,"$10,526",,,,,,,,,,,,,,,,,,,,,,,,,"$35,715",,,,,,,,,,,,,"$719,707",,,
0457875,,Ek Ajnabee (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,221",,,
3079380,,Spy (2015),"$326,314",,"$10,618,884","$790,870","$762,345","$1,365,114","$55,284","$1,646,246","$234,702",,,,"$146,431",,"$598,359","$145,939",,"$151,541","$885,042",,,"$166,378","$320,465","$209,375",,,"$5,051,047","$5,091,471",,"$504,722","$2,808,351","$911,718","$158,849","$673,866",,,"$1,321,318","$2,598,913",,,"$341,905","$50,755",,"$108,458","$710,330","$71,467","$2,116,476","$3,776,833",,"$2,101,632","$1,410,989","$62,540","$1,237,851","$227,736",,,,"$611,000","$564,330","$854,718","$735,775",,"$582,674",,,"$7,916,829",,"$94,923","$1,230,662","$44,272","$54,130","$1,042,856","$16,180,715","$2,211,482","$1,712,847",,"$227,145","$976,807","$5,255,286","$1,134,696",,"$743,222","$885,359","$3,164,058","$14,990,584","$156,103","$1,590,851","$509,229"
0823671,,Tinker Bell (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,818,895",,,,,,,,,,,,,,,,,,,,,,,,,,"$409,213",,,,,,,,,,,,,,,,,,,,,,
2896036,,Living Is Easy with Eyes Closed (2013),,,"$264,379",,,,,,,,,,,,"$26,606",,,,,,,,,,,,,,,,,,,,,,,"$123,140",,,,,,,,,,,,,"$27,207",,,,,,,,,,,,,,,,,,,,,,,"$2,622,237",,,,,,,,,,,,,,
0800159,,Pingpong (2006),,,,,,,,,,,,,"$3,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,112",,,,,,,,,,,,,,,,,,,
3152624,,Trainwreck (2015),,,"$9,619,105","$482,915",,,"$21,123",,"$55,938",,,,"$24,526",,"$54,548","$57,653",,"$88,520","$191,304",,,"$73,573",,"$76,684",,"$205,647","$222,493","$3,450,652",,"$33,936",,"$103,130","$54,142",,,,"$683,373","$79,000",,,"$10,992","$3,317",,"$35,199","$48,639","$43,767",,"$289,635",,"$381,146","$794,206","$10,971","$408,685",,,,,"$158,278","$40,287","$436,770","$268,620",,,,"$820,000","$1,015,875",,"$35,650",,"$37,221","$33,040","$224,862","$158,104","$1,428,276","$338,191",,,"$335,101",,,,,"$381,451",,"$4,348,352","$10,741","$617,617",
3474994,,Casa Grande (2014),,,,,,,,"$121,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243974,,Aloha (2015),"$154,367",,"$2,877,706",,,,,"$456,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$291,053",,,,,,,,,,,,,,,,,,"$132,871",,,,,"$1,943",,,,,,,,,,,,,"$521,352",
1109488,,Mars (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$120,891",,,,,,,,,,,,,,,,,,,,,,
1808015,,What a Beautiful Day (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$94,090",,,,,,,,"$59,370,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767372,,She's Funny That Way (2014),"$260,610",,"$78,565","$122,946","$25,368","$58,083","$8,836","$166,337","$19,975",,,,"$19,997",,"$46,511","$22,089",,"$78,039",,,,,,"$5,099",,,"$323,875","$449,530",,"$38,182","$15,858","$82,185","$6,442",,,,,"$597,478",,,"$11,306",,,"$5,148","$41,896","$7,644","$43,014","$384,329",,,"$33,693",,,"$5,964",,,,"$115,691",,"$585,380","$86,430",,,"$89,510",,"$822,108",,,,"$66,206","$7,722","$37,830",,"$184,215","$58,416",,,,"$4,011",,,"$84,744","$101,833","$111,139",,"$33,156","$575,465",
3374966,,The Mafia Kills Only in Summer (2013),,,"$350,710",,,,,,,,,,,,,,,,,"$37,134",,,,,,,,,,"$24,345",,,,,,,,"$6,369,335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,047",,,
2368749,,After Lucia (2012),,,,,,,,"$34,835",,,,,,,,,,,,,,,,,,,,,,,"$9,945",,,,,,,,,,,,,,,,,"$2,332,726",,,,,,,,,,,,,,,,,,"$16,702",,,,,,,,,,,,,,,,,,,,,,
2182972,,Song One (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,$293,,,"$71,368",,,,,,,,,,$379,,,,,,,,,,,,,"$2,046",,,,,"$9,119",,,,,,,,,,"$4,079",,,,"$231,980",,,,,,"$20,840","$23,537",,,,"$13,026",,,,
2215221,,The Nun (2013),"$3,330",,,,,,"$1,072","$41,614",,,,,,,"$82,691",,,,,,,,,,,,,,,,"$43,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,276",,,,,,,,,,,,,,,,,,,
0346900,,Dragon Hill. La colina del dragón (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$678,228",,,,,,,,,,"$238,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0406728,,Dungeons & Dragons: Wrath of the Dragon God (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,"$409,184",,,,,,,,,,,,,,,,,,,,,"$594,348",,,,,,,,,,,,,,,,,,"$500,638",,,,,,,,,,,,,,,,,,,,,"$250,049",
2766268,,The Games Maker (2014),"$868,733",,,,,,"$138,809","$293,604",,,,,"$97,086",,"$555,830",,,,,,,"$284,568",,,,,,,,,,,,,,,,,,,,,,,,,,"$446,006",,,,,,,,,,"$400,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,998","$1,267,267",
4359416,,Taxi (2015),,,,"$110,426",,"$199,780",,"$47,255",,,,,,,,"$1,616",,,,,,,,,,"$95,270",,"$1,329,496",,,"$110,784",,,,,,,"$748,467",,,,,,,,,,,,"$168,263",,,"$147,586",,,,,,,"$34,502",,,,,,"$7,852",,,,,"$9,823",,"$11,524","$305,840",,,,"$203,023",,,,"$10,037",,,"$43,041",,,
2199436,,The Judgment (2014),,,,,,,,,"$9,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$448,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672840,,Dragon Blade (2015),,,,,,,,,,,,,,"$116,803,035",,,,,,"$74,068",,,,,,,,,,,"$119,333",,,"$353,332",,,,"$963,938",,,"$9,171",,,,"$8,744",,,,,,,,,"$84,208",,,,,,,,,,,,,,,"$1,909,152",,,,"$267,755",,,,,,"$506,416","$745,334",,"$29,906",,"$732,239",$253,,,
2176013,,Jab Tak Hai Jaan (2012),,,"$676,387",,,,,,,,,,,,,,,,,"$3,047,539",,,,,,,,"$82,969",,,,,,,,,,,,,,,,,,"$8,690","$105,839",,,,"$159,088",,,,,,,"$86,154",,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,631,292",,,
1740710,,Mere Brother Ki Dulhan (2011),,,"$95,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,556,106",,,,,,,,,,,,,"$25,614",,,,"$51,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$758,510",,,
1667838,,I Hate Luv Storys (2010),,,"$149,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,676",,,,"$23,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$747,750",,,
1674771,,Entourage (2015),"$21,874",,"$5,696,170",$815,,"$221,910","$4,966","$27,432","$87,016",,,,"$6,342",,"$29,022","$41,027",,,,,,"$26,370",,"$8,662",,,"$89,615","$49,940",,"$25,458","$73,802","$76,396","$50,878","$211,767",,,"$266,242",,,,"$21,385","$18,924",,"$18,334","$134,444","$17,408",,"$173,341",,"$425,460","$241,394","$29,039",,"$9,446",,,,"$11,999","$182,525","$127,599",,,,,,"$812,514",,"$29,167","$158,524","$7,435",,"$191,909",,"$139,504","$953,747",,"$13,982","$16,663","$225,824",,,"$160,215","$48,527",,"$2,278,311","$3,858","$70,013",
3573598,,London Road (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017412,,Happy Ending (2014),,,"$30,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483194,,"You're Sleeping, Nicole (2014)",,,,,,$783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584018,,Freedom (2014),,,"$216,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$625,775",,,,,,,,,,,,,,,
1924273,,Ghost Graduation (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$270,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,273,092",,,,,,,,"$58,445",,,,,,
2933544,,5 Flights Up (2014),,,"$163,767",,,,,"$78,764",,,,,"$35,334",,,,,,"$9,431",,,,,,,,,,,,,,,,,,,"$504,129",,,,,,"$3,415",,"$5,938",,"$403,111",,"$146,629","$120,933",,,,,,,"$72,100",,,"$35,148",,,,,,,,,,,"$68,543","$213,263","$798,421",,,,,,,,,,,,,,
2096673,,Inside Out (2015),"$11,241,015",,"$24,176,669","$3,235,313",,"$4,122,122","$1,000,127","$13,938,297","$611,843",,,,"$7,434,521","$15,314,000","$6,271,904","$166,701",,"$1,443,200","$5,987,853","$356,921,711",,"$2,810,893",,"$347,328",,"$2,966,560","$30,143,951","$31,631,570","$1,962,030","$2,171,934","$8,705,336","$1,218,577","$261,317","$1,418,502",,,"$4,902,207","$27,140,214",,"$32,956,437","$222,210","$64,264",,"$284,641","$371,175","$362,197","$1,962,943","$31,100,000",,"$5,732,893","$3,225,067","$12,782","$2,673,135","$3,713",,,,"$3,783,213","$3,844,357","$4,333,680","$2,325,651",,,"$768,399",,"$16,710,083",,"$129,401","$3,886,185","$680,810","$139,070","$1,545,611","$30,883,757","$24,035,511","$5,411,716","$1,103,827","$1,342,373","$2,386,538","$4,748,147","$1,648,978",,"$1,526,853","$997,671","$2,094,962","$59,436,933","$918,848","$25,432,065","$1,094,098"
2415458,,The Wolfpack (2015),,,,,,,,,,,,,,,,"$2,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,334",,,,,,,,,,,,,,,,,,,,,"$4,761",,,,"$30,019",,,,,,,,,,,,,
1694542,,Tanu Weds Manu (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0903657,,Love & Mercy (2014),,,"$550,942","$53,202",,,,,,,,,,,,"$3,513",,,,,,,,,,,"$219,658","$95,148",,"$9,213","$5,432",,"$14,748",,,,,,,,"$2,668",,,,"$6,495",,,"$1,938",,,"$169,828",,,,,,,,,,"$12,736",,,,,,,,"$11,539",,,"$15,533","$136,793","$67,661","$50,427",,,"$26,407",,"$14,633",,,,,"$164,156",,,"$7,195"
0476958,,Amusement (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,685",,,,,,,,,,,,,,,,,,,,,"$68,894",,,,,,,,
1426328,,Leonie (2010),,,,,,,,,,,,,,,,,,,,"$53,692",,,,,,,,,,,,,,,,,,,,"$1,397,773",,,,,,,,,,,,,,,,,,,,,,,,,,"$5,286",,,,,,,,,,,,,,,,,,,,,,
2599716,,Police Story: Lockdown (2013),,,,,,,,,,,,,,"$86,340,000",,,,,,,,,,,,,,,,,"$194,777",,,,,,,,,"$400,197",,,,,,,"$3,234,309",,,,,,,,,,,,"$134,805",,,,,,,,,,"$1,941,030",,,,"$841,358",,,,,,,"$652,377",,,,,,,,
1338687,,The Topp Twins: Untouchable Girls (2009),,,"$183,525",,,,,,,,"$24,711",,,,,,,,,"$29,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,582,913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972646,,Eames: The Architect & The Painter (2011),,,,,,,,,,,,,,,,,,,,"$153,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,627",,,
2649128,,Metro (2013),,,,,,,,,,,,,,"$2,340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,062,253",,,,,,,,,,,,,,,,,,,,,,
1951266,,The Hunger Games: Mockingjay - Part 2 (2015),"$7,120,666",,"$21,422,262","$4,687,255",,"$5,491,229","$559,857","$16,890,579","$623,324",,,,"$3,257,066","$21,525,450","$3,801,796","$302,776",,"$1,105,378","$4,312,473","$281,723,902",,"$1,554,178",,"$157,265",,"$2,077,464","$22,412,209","$43,707,200",,"$825,819","$3,609,955","$1,243,577","$278,340","$127,692",,,,"$8,884,254",,"$1,225,393",,"$66,867",,"$229,831","$349,900","$287,487","$2,860,579","$20,156,285",,"$8,236,243","$3,358,468","$32,584","$3,872,412","$32,634",,,,"$2,627,529","$4,611,304","$2,858,097","$1,992,365",,,"$1,056,984",,"$10,161,646",,"$85,525","$3,157,813","$597,236","$164,862","$1,393,066","$5,083,416","$13,078,559","$7,519,932",,"$1,133,394","$4,450,085","$4,338,405","$2,712,859",,"$3,236,977","$876,969","$2,690,409","$43,154,684","$361,541","$9,477,940","$824,566"
3369806,,Max (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,802",,,,"$85,304",,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,246",,,,,,,,,,,,,,,,
2120120,,Pixels (2015),"$7,911,909",,"$9,449,397","$1,324,108","$215,825","$949,791","$710,083","$9,968,542","$120,514",,,,"$1,500,278","$15,350,000","$3,709,593","$87,467",,"$663,930","$244,844",,,"$1,307,390","$146,182","$54,279","$4,534","$198,161","$5,457,444","$10,277,373","$9,125","$287,069","$2,222,068",,"$67,444","$362,064",,,"$811,161","$3,528,693",,"$8,685,971","$139,054","$22,981",,"$78,898","$289,691","$68,152","$1,765,208","$12,258,564",,"$1,177,611","$1,026,398","$110,601","$271,550","$80,291",,,,"$2,469,803","$1,992,819","$650,898","$357,408",,"$202,964",,,"$5,247,942",,"$33,890","$1,542,506","$95,311","$55,413","$591,548","$4,682,381","$6,232,272","$724,810","$119,592","$170,865","$491,876","$1,213,281","$1,048,127",,"$588,824","$721,158","$1,273,678","$12,800,000","$442,044","$10,106,090","$459,144"
