imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Costa Rica,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,El Salvador,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Guatemala,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Switzerland (French),Switzerland (French/Italian),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0420223,,Stranger Than Fiction (2006),"$181,346","$4,524","$1,907,709","$156,157",,,,,"$654,919","$16,455",,,,,"$59,197",,,"$4,069",,"$24,592",,"$23,814",,,"$13,156",,,,,,"$1,072,557","$743,431","$849,600",,,,,"$70,652","$71,190",,,,"$325,935","$10,000","$900,759",,,,,"$4,962","$10,000","$8,079","$40,576","$268,209",,,,,"$168,461",,"$12,890",,"$71,453",,,,,,"$17,507","$97,650","$79,430",,,"$34,307",,"$130,720",,,,"$3,823","$47,416","$8,905",,"$133,086",,,"$410,634",,"$98,008","$1,019,181",,,,,"$93,038",,"$349,547","$40,850","$54,887","$1,918,713","$16,847",,,
0464184,,Samoan Wedding (2006),,,"$343,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,279",,,,,,,,,,,,,,,,"$2,511,982",,,,,,,,,,,,,,,"$4,171",,,,,,,,,,"$9,478",,"$1,109",,,,,,,,,,,,,,,,,,
0430357,,Miami Vice (2006),"$465,908",,"$5,206,936","$1,658,091",,,"$2,389,715","$4,325","$2,266,051","$110,599","$586,423",,"$181,562","$3,763,495","$240,150",,"$153,741",,"$54,550","$326,416","$434,620","$984,986",,,,"$89,000","$90,175",,"$117,141","$918,851","$12,457,176","$9,633,050","$1,245,600",,,,"$387,526","$510,008","$160,483","$188,829","$725,747","$377,340","$4,372,997",,"$7,694,456",,"$40,209",,"$82,399","$63,630",,"$55,898","$307,218","$2,999,929","$446,179",,"$1,424,101",,$522,,,"$3,483","$1,668,477",,"$15,846",,,"$181,961","$490,346","$813,219","$1,681,581",,,"$125,058",,"$1,610,687",,,,"$17,578","$511,397","$69,061","$114,310","$673,984",,"$3,090,939","$4,417,672",,"$1,290,757","$1,956,372",,,,,"$1,108,224","$847,841","$776,928","$234,780","$737,056","$13,994,361",,"$453,512","$84,946",
0455958,,The Groomsmen (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$532,508",,,,,,,,,,,,,,,"$33,543",,,,,,,,,,,,,,,,,,"$124,008",,,,,,,,,,,,,,,,,
0396857,,Shadowboxer (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$72,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,748",,,,,,,,,,,,,,,,,,,,,,,,,"$55,312",,,,,
0377569,,"Good Morning, Night (2003)",,,,"$10,301",,,,,,,,,,,,,,,,,,,"$10,093",,,,,,,,"$240,734",,,,,,,,,,,,"$3,641,803",,,,,,,,,,,"$67,389",,,,,,,,,,,,,,,,,"$5,972",,,,,,,,,,,,,,,"$6,263","$185,295",,,,,,,,,,,,,"$66,805",,,,
0388505,,Live and Become (2005),"$256,234",,,,,,,,,,,,"$29,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,111",,,,,,,,,
0454921,,The Pursuit of Happyness (2006),"$303,107","$39,293","$10,808,433","$1,020,738","$91,337",,"$1,095,654","$47,851","$6,331,267","$36,164","$460,961",,"$237,232","$848,578","$1,118,140",,"$22,181","$43,024",,"$50,180",,"$428,499",,"$146,737","$84,579","$215,415","$90,607",,"$32,251","$59,275","$7,614,243","$12,096,782","$852,590",,,,"$744,209","$202,978","$68,573","$665,638","$207,160","$446,370","$21,309,984","$100,881","$22,680,713","$49,605",,"$123,438","$41,825","$113,923","$122,774","$46,672","$134,399","$7,789,998",,,"$1,340,879",,"$1,132,605",,"$59,661",,"$345,107","$29,764",,,,"$445,001","$272,520","$302,532","$524,091",,"$66,550","$118,187",,"$431,916",,,,"$9,187","$535,685","$22,490","$75,266","$1,040,577",,"$4,036,847","$8,926,557",,"$541,414",,"$364,066",,"$991,860","$98,531","$1,121,490","$243,136","$719,987","$91,048","$436,438","$18,852,776","$92,632","$1,268,108",,
0269217,,Tears of the Black Tiger (2000),,,,,,,,,,,,,,,,,,,,,,,"$75,234",,,,,,,,"$24,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,002",,,,,,,,,,,,,"$34,657",,,,
0455967,,John Tucker Must Die (2006),,,"$2,894,839","$985,908","$24,292",,"$1,344,533",,,"$52,088","$216,990",,,,,,,,,,,,,"$24,267",,,"$43,710",,"$56,594",,"$24,937","$3,807,654","$169,310",,,,,"$166,262","$78,185","$80,630","$174,561",,"$807,239","$38,554",,"$17,780",,,"$68,947","$36,066","$65,340","$30,943","$202,182","$978,217",,,,,"$394,795",,,,"$490,890","$3,346",,,,"$192,275","$257,174","$9,232",,"$328,539",,"$57,870",,"$1,712,196",,,,"$17,680","$429,189",,"$42,004","$476,102",,,"$2,604,389",,"$500,393",,,,,,"$179,896",,,"$266,926","$206,638","$7,273,502",,,,
0429589,,The Ant Bully (2006),"$179,878",,"$2,006,114","$87,780","$10,154",,"$211,752",,"$482,952","$11,545",,,"$192,595",,,,,,,"$456,480",,"$207,556",,,,,,,,,"$2,657,542","$383,659","$203,275",,,,"$320,575",,"$60,159",,,,"$349,807",,,,,,,"$4,253",,,,"$726,000",,,"$341,556",,"$150,527",,,,"$161,843",,,,,,,"$368,775","$140,122",,,"$8,539",,"$978,097",,,,"$5,243","$206,000","$75,101",,,,"$1,392,763","$2,181,265",,,"$68,042",,,,,"$223,475",,"$171,543","$47,272",,"$3,971,526",,,,
0421229,,Mrs Palfrey at the Claremont (2005),"$88,099",,"$951,397",,,,,,,,,,,,,,,,,,,,"$1,720,953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,156,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,303",,,
0456149,,The Death of Mr. Lazarescu (2005),"$22,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,050",,,,,,,,,,,,,,,,,"$8,995",,,,,,,,,,,,,,,"$2,263",,,,,,,,,,,,,,"$86,494",,,,
0479884,,Crank (2006),"$165,939",,"$1,000,861",,,,"$215,397","$4,830",,"$132,046","$24,398",,"$43,036",,,,,,,"$50,864",,,,,,,,,,,"$1,287,581","$3,368,763",,,,,,,"$49,247",,,,"$131,979",,,,,,,,,"$70,477",,"$456,879",,,"$4,975",,"$28,936",,,,,,,,,,,,"$214,779",,,"$44,081",,"$1,084,876",,,,,,"$35,471",,"$216,216",,"$717,559","$1,607,281",,,,,,,,"$78,020","$341,680","$434,272","$237,953",,"$2,933,706","$9,156","$101,375",,
0430576,,The Secret Life of Words (2005),"$158,515",,,"$39,469",,,"$51,362",,"$96,651",,,,,,,,,,,"$13,632",,,,,,,,,,,"$428,355","$351,468",,,,,,,,,,,"$246,596",,"$381,798",,,,,,,,,"$143,777",,,,,"$38,412",,,,,,,,,"$4,856",,,"$30,635",,,,,,,,,,,"$6,933",,,,,"$4,092,793",,"$6,580","$270,326",,,,,,,,,,,"$13,893","$12,316",,
0492447,,Black Gold (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,561",,,,,,,,,,,,,"$108,067",,,,
0402910,,Chaos (2005),"$95,026",,"$169,070",,,,,,,,"$43,320",,"$8,536","$1,551,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$329,769",,,,,,,,,,,,,,,,,,,,,,"$170,363",,,,,,,,,,"$1,012,777",,,,,,,,,"$34,345",,,,,,,,,
0448075,,The Night Listener (2006),,,"$21,879",,,,,,,"$6,186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$106,528",,,,,,,"$17,791",,,,"$577,521",,,,,,,,,,,,,,,,,"$11,796",,,"$10,803",,,,,,,,,,"$6,214",,,"$233,365",,,,,,,,"$41,186",,"$52,127",,"$74,140","$1,341,506",,"$302,251",,
0414853,,Barnyard (2006),"$363,704",,"$3,094,601","$527,377",,,"$717,262","$20,975","$1,344,338",,"$432,183",,"$287,268",,"$351,915",,,,,,,"$887,628",,,,"$160,030",,,,"$339,139","$3,567,549","$2,560,291","$358,581",,,,,"$329,077","$90,516",,,"$605,478","$1,119,394",,,,,,,"$6,188",,,"$117,234","$4,688,873","$90,858",,"$1,161,390",,"$457,401",,,,"$639,977",,,,,"$400,202","$95,272",,"$1,098,179",,,,,"$2,702,398",,,,,"$247,895",,,"$738,751",,"$831,252","$2,302,952",,"$382,427","$93,071",,,,,,,"$863,499","$282,839","$198,863","$8,926,840","$38,801","$594,809",,
0462590,,Step Up (2006),"$52,788",,"$5,047,655","$401,069",,,"$2,051,846","$2,895",,,,,"$8,039","$7,439",,,,,,"$268,330",,,"$65,328,121",,,,,,,,"$2,329,300","$4,981,547","$316,800",,,,"$313,659",,"$161,992",,,,"$4,743,789",,"$1,470,535",,,,,"$179,903",,,,"$396,074",,,"$3,002,106",,"$832,024",,,,,,,,,,,"$1,679,819","$405,584",,,"$46,482",,"$1,460,294",,,,"$17,747",,"$260,107",,"$518,022",,"$2,308,955","$97,350",,,"$2,052,168",,,,,,"$229,093",,"$183,520",,"$8,339,575","$4,164","$127,526",,
0383060,,Zoom (2006),,"$4,511",,,,,"$2,074",,,,,,,,,,,"$6,835",,,,,,"$14,999",,,,,,,,,,,,,,,,,,,,"$13,000",,"$6,045",,,,,"$13,000",,"$100,181",,,,,,,,,,,,,,,,"$185,063",,"$30,541",,,,,,,,,,,,,"$88,204",,,"$22,323",,,,,,,,,,,,,"$30,258",,,,
0479647,,Bon Cop Bad Cop (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$202,,,,,,,,,,,,,,,,,,,,,,,,,,"$69,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0433405,,Land of the Blind (2006),,,,,,,,,,,,,,,,,,,,,,,"$5,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0468489,,Half Nelson (2006),,,"$482,025","$1,020",,,"$67,078",,,,,,,,,,,,,,,"$16,843",,,,,,,,,"$371,333","$25,220","$128,500",,,,,"$3,889",,,,,,,,,,,,,,,,,,,"$1,692",,"$36,184",,,,,,,,,,,,"$22,754",,,,,,,,,,,,,"$52,743",,,"$220,293",,,,,,,,"$8,194",,,,,"$524,775",,,,
0428856,,The Moustache (2005),,,,,,,,,,,,,,,,,,,,,,"$17,431",,,,,,,,"$7,971","$1,830,974",,,,,,,,,,,,"$210,359",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0410764,,Tideland (2005),,,"$1,249",,,,"$14,595",,,"$2,387",,,,,,,,,,,,,,,,,,,,,"$179,997",,,,,,,,,,,,"$80,883",,,,,,,,,,,"$19,103",,,,,,,,,,,,,,,,,,,,"$2,848",,,,,,,,"$1,628",,,,"$2,065","$83,268",,,,,,,,"$2,557",,,,,"$109,578",,,,
0418455,,Adam's Apples (2005),,,,"$49,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,406,587",,,,,,$58,,,,,,,,,,,,,,"$34,148",,,,,,,,,,,"$415,634",,,,,,,"$21,831",,,,,,,,,,,,,,,,,,,,"$486,706",,,,,,,,,,,,,,
0472582,,2:37 (2006),,,"$232,490",$481,,,,,"$4,968",,,,,,,,,,,,,"$4,732",,,,,,,,,,"$24,850",,,,,,,,,,,,,,,,,,,,,,"$89,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0433412,,Material Girls (2006),,,"$1,361,960",,,,,,,,"$23,389",,,,,,,,,,,,"$11,449,638",,,,,,,,"$17,179",,,,,,,,"$35,105",,,,"$518,048",,,,,,,"$22,181",,,,"$1,628,878",,,,,"$106,880",,,,,,,,,"$53,730",,,,,,,,,,,,,,,,"$132,106",,,,,,,,,,,,"$48,069",,,,"$1,504,262",,,"$17,552",
0384793,,Accepted (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,769",,,,,"$49,141",,,,,,,,,,,,,,,"$7,122",,,"$22,009",,,"$75,220",,"$86,548","$117,759",,,,,,,,,,,,,,,,,,,,"$385,563",,,,,,,,,,,"$12,176",,,,,,,,,,,,"$117,759","$1,373,422",,,"$48,269",
0418832,,Lie with Me (2005),"$19,038",,,,,,,,"$14,272",,,,"$14,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,754",,,,,,,,,,,,,,,,,,,,,,"$14,379",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0273719,,Shake It (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0381690,,Heading South (2005),"$130,487",,"$119,018","$49,612",,,,,,,,,"$14,909",,,,,,,,,,,,,,,,,,"$539,014","$258,158",,,,,,,,,,,"$178,561",,,,,,,,,,,"$22,847",,,"$65,415",,"$18,507",,,,,,,,,,,,,,,,,"$6,858",,,,,,,,,,,"$121,483",,"$37,920",,,,,,,,,,,"$317,059","$10,262",,,
0443543,,The Illusionist (2006),"$1,291,249",,"$2,230,452",,,,"$563,575","$23,382",,"$23,064",,,"$511,712",,,,"$62,493",,,"$56,445",,"$118,928",,,,,,,,"$16,785","$1,916,657",,"$564,500",,,,,,"$16,754",,,,"$3,211,198",,"$422,213",,,,,"$21,324",,,,"$7,272,964",,,"$313,144",,"$94,812",,,,"$131,387",,,,,"$319,577",,"$149,769","$189,244",,,"$65,279",,"$739,349",,,,,,"$18,259",,,,"$3,693,029","$12,775,508",,"$18,828",,,,,,"$226,213",,"$955,487","$339,834",,"$4,298,088","$53,431","$97,709",,
0436697,,The Queen (2006),"$848,709",,"$7,943,093","$939,560",,,"$445,418","$7,690","$2,118,425","$25,959","$6,566",,"$265,563",,,,"$136,758",,,"$262,808",,"$1,004,864","$56,441,711",,,"$6,540",,,,"$1,163,345","$6,033,069","$4,313,451","$257,200",,,,"$562,448",,"$64,823",,,,"$2,682,560",,"$4,296,924",,,,,,,"$24,018",,"$833,767",,,"$1,611,751",,"$3,225,307",,,,"$730,433",,,,,"$120,002",,"$793,583","$435,197",,,"$39,228",,"$522,800",,,,"$31,288",,"$58,486","$119,143","$620,771",,"$531,756","$2,887,973",,"$2,440,673","$828,296",,,,,"$83,973","$93,543","$423,009","$46,244",,"$18,325,317","$67,598","$43,853",,
0486551,,Beerfest (2006),,,"$398,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$738,207",,,,
0462346,,How to Eat Fried Worms (2006),,,"$47,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,879",,,,,
0445990,,Invincible (2006),,,"$91,443",$498,,,,,,,,,,,,,,,,,,,,,,"$15,008",,,,,,"$79,902",,,,,,,"$4,303",,,,,,,,,,,,,,,"$377,784",,,,,"$59,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,836",,,,,,,,,,,,,,,,,
0417225,,Idlewild (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,593","$9,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,327",,,,,,,,,,,,,"$42,623",,,,
0423310,,Syrian Bride (2004),"$33,969",,,"$77,189",,,,,,,,,,,,,,,,,,,,,,,,,,,"$240,054","$614,464",,,,,,,,,,,"$117,263",,,,,,,,,,,"$59,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0048980,,The Red Balloon (1956),,,,,,,,,"$28,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0473753,,Angel-A (2005),"$24,852",,,,,,,,"$13,961","$25,148",,,,,,,,,,"$23,034",,,,,,,,,,,"$5,309,231",,,,,,,,,,,,"$209,004",,"$1,076,085",,,,,,,,,,,,,,,,,,,,,,,"$6,969",,"$54,608",,,,"$6,683",,"$318,527",,,,,,"$11,480",,,,,,,,"$250,409",,,,,,,"$74,524","$22,951",,"$380,937","$6,888",,,
0451176,,Quinceañera (2006),,,,"$19,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$218,184",,,,,,,,,,,"$50,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$679,"$97,234",,"$28,063",,,,,,,,"$15,781",,,"$74,533",,,,
0436689,,The Puffy Chair (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$731,,,,
0431213,,Lassie (2005),,,,,,,,"$6,514",,,,,"$40,569",,,,,,,,,"$493,646",,,,"$37,735",,,,,"$1,651,513",,"$40,100",,,,,,"$45,094",,,,,,,,,,,,,,,"$255,116",,,,,"$9,929",,,,"$122,605",,,,,"$143,945",,"$106,017",,,,,,"$102,972",,,,,,,,,,,"$92,641",,"$224,909",,,,,,"$96,455",,,"$1,603",,"$2,236,185",,"$83,143",,
0446747,,Mutual Appreciation (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,783",,,,
0450345,,The Wicker Man (2006),"$231,143",,,"$215,674",,,"$741,997","$27,110","$1,391,887","$53,109","$8,060",,"$111,166",,,,,,,,,,"$23,649,127",,,,,,,,,"$652,503","$498,700",,,,,,,,,,"$2,971,313",,"$113,676",,,,,,,,,"$1,342,206",,,"$525,152",,,,,,,,,,,"$115,477",,"$70,256","$229,532",,,,,"$432,942",,,,"$5,179",,,,,,,"$1,068,550",,,,,,,,"$386,030","$119,709","$147,771","$99,017",,"$3,155,534",,"$442,560",,
0446784,,Sketches of Frank Gehry (2005),,,"$82,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,398",,,,,,,,,,,"$205,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,456",,,,,,,,,,,,,"$84,559",,,,
0460989,,The Wind that Shakes the Barley (2006),"$118,625",,"$633,713","$43,753",,,"$502,233",,"$182,554",,,,"$54,407",,,,"$11,972",,,,,"$43,491","$1,836,089",,,,,,,,"$6,221,044","$588,344","$332,500",,,,,"$4,816",,,,,"$2,154,875",,,,,,,"$11,355",,,,"$3,257",,,"$164,251",,"$207,528",,,,,,,,,,,,"$40,628",,,,,"$15,060",,,,"$6,376","$19,048",,"$6,321","$22,311",,"$97,214","$1,570,172",,"$15,563","$274,481",,,,,"$36,455",,"$74,019",,,"$7,547,198","$16,301","$27,954",,
0367082,,Fateless (2005),"$43,317",,"$34,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$161,523",,,,,,"$1,286,056",,,,,"$305,955",,,,,,,,,,,"$338,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,938",,,,,,,,"$20,337",,,,,"$76,285","$3,758",,,
0464196,,Severance (2006),,,,"$18,862","$3,565",,,,,,,,,,,,,,,,,,,,,,,,,"$15,811","$930,334","$330,786",,,,,,"$29,904",,,,,"$475,890",,,,,,,"$2,077",,,,"$112,714",,,,,,,,,"$7,018",,,,,"$98,050",,,,,,"$10,121",,,,,,,,,,,,"$62,138",,,,,,,,,"$59,650",,,,,"$3,221,022",,,,
0417189,,Time to Leave (2005),"$62,078",,"$32,869","$99,145",,,,,,"$4,224",,,,,,,,,,,,,,,,,,,,,"$1,437,623","$477,536",,,,,,,,,,,,,,,,,,,,,,"$121,567",,,"$147,563",,,,,,,,,,,,,,,,,,,,,,,,,"$5,313",,,,"$90,570","$81,364",,"$24,917",,,,,,,,"$29,923",,,"$156,439","$4,645",,,
0427969,,Hollywoodland (2006),"$34,217",,"$23,233","$31,732",,,,,"$59,880",,,,"$3,487",,,,,,,,,,,,,"$12,094",,,,,"$731,183","$124,189",,,,,,,,,,,,,,,,,,,,,,"$95,227",,,,,,,,,,,,,,,,,"$70,289",,,,,,,,,,,,,,,$618,"$478,064",,,,,,,,,,,,,"$334,670",,,,
0475944,,The Covenant (2006),"$194,038","$14,911","$681,453",,"$28,776",,"$61,061","$17,175","$396,806","$46,621","$228,805",,"$142,385",,"$172,010",,,"$16,390",,,,,,,,"$174,414","$60,923",,,,"$332,607","$437,747",,,,,,,,"$272,191",,,"$196,241","$42,600",,"$22,056",,"$71,905",,"$7,659","$42,600",,"$376,902","$2,263,023",,,,,"$21,990",,"$13,865",,"$33,026","$3,566",,,,"$177,741","$387,674","$266,029","$103,196",,"$30,272",,,"$1,740,000",,,,,"$451,720",,"$15,762","$136,270",,"$4,309","$3,041,464",,,,,,,,"$201,090",,,,"$196,437","$657,855","$10,480","$384,333","$39,894",
0031507,,Jesse James (1939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0434139,,The Last Kiss (2006),"$48,271",,"$47,713",,,,,,"$177,002",,,,,,,,,,,,,,,,,,,,,,"$355,356","$247,505",,,,,,,"$17,867",,,,,,,,,,,,,"$22,791",,"$264,857",,,,,,,,,,,,,,"$76,922",,"$37,895","$15,329",,,,,"$170,398",,,,,,,"$13,643",,,,"$147,370",,,,,,,,"$14,025",,,"$72,251",,"$2,508,416",,,,
0435479,,Gabrielle (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,283,545",,,,,,,,,,,,"$195,082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$136,693",,,,,,,,,,,,,"$188,245",,,,
0427968,,Trust the Man (2005),"$204,696",,"$440,328",,,,,"$6,271","$1,089,678",,,,"$23,761",,,,,,,,,"$5,916",,,,,,,,,,,,,,,,,,,,,"$1,076,099",,,,,,,,,,,,,,,,,,,,,,,,,"$46,941",,,"$236,027",,,"$74,640",,"$409,849",,,,,,,,,,,"$816,980",,,,,,,,"$45,099",,,"$105,624","$37,621","$1,116,247","$17,449","$69,357",,
0423169,,Sherrybaby (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,054",,,"$411,576",,,,
0387808,,Idiocracy (2006),,,,,,,,,,,,,,,,,,,,,,,"$444,093",,,,,,,,"$4,704","$6,851",,,,,,,,,,,"$29,315",,,,,,,,,,,,,,,,$207,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,340",,,,,,,,,,,,,,,,,
0486358,,Jesus Camp (2006),,,,,,,"$6,359",,,,,,,,,,,,,,,,,,,,,,,,"$74,904",,,,,,,,,,,,,,,,,,,,,,,,,,"$2,083",,,,,,,,,,,,,,,,,,,,,,,,"$22,493",,,,,,,,,,,,,,,,,,,"$5,213",,,,
0456470,,The Bow (2005),"$931,554",,,,,,,,,,,,,,"$11,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,419",,,,,,,,,,,"$825,137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$177,567",,,,,,,,"$12,393",,,,,,,,,
0419198,,The Tiger and the Snow (2005),"$93,280",,"$51,338",,,,,,"$45,964",,,,"$55,130",,,,,,,"$11,301",,,,,,,,,,,"$2,806,686",,"$339,850",,,,"$38,116",,,,,,"$17,451,649",,,,,,,"$7,498",,,,"$115,484",,,"$38,843",,,,,,,,,,,"$97,772",,,,,,,,"$60,000",,,,,,,,,,"$37,935","$2,590,529",,"$25,839","$864,444",,,,,,,"$708,839",,"$4,435",,"$4,924",,,
0414993,,The Fountain (2006),,,"$177,765","$49,905",,,"$68,182",,"$294,879","$25,299",,,,,,,,,,"$62,670","$88,740","$38,404",,,,,,,"$18,626","$12,823","$1,341,088","$217,379","$336,968",,,,,,,,,"$27,450","$119,205","$1,940","$113,090",,,,,,"$10,105","$3,025",,"$529,000",,,"$25,518",,"$30,642",,,,"$29,371",,,,,"$24,950","$83,952","$134,863","$464,487","$7,700",,"$52,000",,"$603,406",,,,,"$32,538","$6,675",,"$37,841",,"$13,388","$427,748",,"$53,407",,"$46,085",,,,"$172,170","$22,420","$29,520","$25,018",,"$312,380",,"$98,975","$52,736",
0354899,,The Science of Sleep (2006),"$50,899",,"$263,200","$176,462",,,"$94,581",,,,,,"$80,023",,,,,,,"$16,156",,"$83,689",,,,,,,,,"$3,778,178","$1,054,788","$74,250",,,,"$69,061","$8,725","$10,306",,,,"$760,566",,"$525,717",,,,,,,,,"$407,465",,,"$98,326",,"$136,094",,,,,,,,,"$27,404",,,,,,"$9,484",,"$290,123",,,,"$5,774",,"$3,329",,,,"$382,197","$494,390",,"$48,179","$158,595",,,,,"$32,961",,"$100,873",,,"$1,203,740",,,,
0439630,,Initial D (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,848,847",,,,,,,,"$4,766,457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$888,557","$281,100",,,,,,,,
0387877,,The Black Dahlia (2006),"$62,360",,"$414,285","$220,917",,,"$497,041",,"$722,788","$34,040",,,,,,,,,,,,"$18,244",,,,,,,,"$111,000","$2,787,653","$880,700","$937,400",,,,"$91,213","$56,694",,,,,"$2,822,578",,"$4,829,692",,,,,"$16,723",,"$25,743",,"$373,910",,,"$96,459",,,,,,"$87,296",,,,,,,"$194,050","$381,368",,,"$39,354",,"$6,246",,,,"$18,095",,,,"$13,603",,"$898,203","$3,741,193",,"$278,728","$236,209",,,,,"$214,579","$50,891","$164,424","$125,237",,"$3,176,305",,,,
