imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Costa Rica,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,El Salvador,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Guatemala,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Switzerland (French),Switzerland (French/Italian),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0389860,,Click (2006),"$710,028","$38,848","$10,665,478","$1,288,762","$103,311",,"$1,302,655","$49,516","$8,032,478","$86,630","$768,980",,"$552,163","$1,409,498","$602,662",,"$50,535","$39,161",,"$274,214",,"$646,514",,"$163,789","$30,905","$233,566","$186,708",,"$108,031","$364,684","$1,653,392","$7,338,975","$1,287,663",,,,"$849,851","$795,457","$224,429","$357,874","$451,507","$672,748","$3,187,895","$25,690","$837,609","$73,029",,"$159,723","$129,923","$100,888","$77,420","$123,144","$729,386","$7,815,127",,,"$884,637",,"$1,359,332",,"$29,497",,"$902,089","$48,090",,,,"$441,904","$715,487","$576,699","$786,707",,"$117,129","$136,798",,"$2,737,622","$3,143,735",,,"$44,291","$1,208,200","$76,083","$73,949","$1,112,633",,"$2,287,566","$5,511,461",,"$1,951,631",,"$268,547",,"$828,131","$34,913","$3,960,021","$876,886","$1,259,773","$313,633","$734,874","$15,086,867","$92,557","$1,127,105",,
0074462,,Edvard Munch (1974),,,,,,,,,,,,,,,,,,,,,,,"$43,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0458352,,The Devil Wears Prada (2006),"$951,335",,"$11,614,468","$3,558,523","$46,004",,"$2,870,766","$42,590","$5,828,729","$157,481",,"$434,513","$354,866","$2,401,750","$389,305",,"$207,375",,,"$476,628","$599,735","$1,916,605","$124,740,460","$79,739",,"$236,002","$42,468",,"$144,630","$1,259,474","$17,860,230","$23,317,530","$2,509,422",,,,"$1,642,834","$507,174","$78,088","$328,771","$305,036","$1,364,159","$19,304,728","$48,421","$14,598,937","$18,519",,"$114,061","$171,460","$116,709","$69,945","$175,254","$252,584","$5,691,175",,,"$4,035,457",,"$1,313,141",,,,"$1,717,031","$16,939",,,,"$455,968","$661,454","$2,249,809","$1,280,913","$470,276","$49,481","$272,461",,"$6,146,064",,,,"$97,425","$970,910","$115,434","$132,644","$1,672,363",,"$10,194,648","$8,126,592",,"$3,952,953","$3,932,383",,,,,"$2,770,622","$495,444","$605,899","$689,452","$204,306","$26,516,818","$90,055","$582,974","$57,716",
0383574,,Pirates of the Caribbean: Dead Man's Chest (2006),"$4,409,190",,"$28,477,460","$8,381,848",,,"$9,810,197",,"$10,847,794","$498,300",,,,,,,,,,"$2,731,967",,"$8,621,324","$423,315,812",,,,"$347,134",,,"$4,344,625","$46,137,427","$61,389,002","$6,015,200",,,,"$4,574,736",,"$669,029",,"$1,540,000",,"$25,212,003",,"$84,511,000",,,,,"$168,012",,,"$2,940,000","$18,700,000",,,"$13,220,674",,"$4,598,044",,,,"$8,406,170",,,,,,,"$5,037,777","$3,401,938",,,"$323,034","$10,890,000","$27,520,000",,,,"$118,740","$2,980,000","$644,872",,"$1,733,956",,"$26,600,000","$36,609,592",,"$14,228,356","$8,298,276",,,,,"$4,544,922","$3,630,000","$4,677,418","$3,124,047","$1,700,000","$98,668,102",,,,
0463034,,"You, Me and Dupree (2006)","$553,132",,"$7,775,353","$771,981",,,"$679,335","$13,813","$997,963","$43,608","$452,933",,"$160,461",,"$122,133",,"$86,197",,"$62,973","$89,691","$143,979","$126,518",,,,"$85,630","$43,231",,"$51,196","$96,923","$544,491","$3,609,121","$948,600",,,,,"$808,605","$151,250","$201,412","$157,359","$587,450","$3,133,457",,,,"$36,689",,"$50,361","$69,681",,"$54,731","$177,715","$3,275,638","$287,949",,"$1,097,149",,"$739,657",,,"$2,496","$124,545",,,,,"$278,351","$214,514","$573,502","$1,517,898",,,"$159,181",,"$1,922,916",,,,"$18,563","$270,068","$41,851","$139,252","$1,073,305",,,"$1,637,599",,"$193,000","$861,512",,,,,"$623,435","$205,782","$428,438","$278,907","$373,655","$15,250,701",,"$479,557","$43,400",
0424345,,Clerks II (2006),,,"$797,522","$3,448",,,,"$1,199",,,,,,,,,,,,,,,"$24,148,068",,,,,,,,"$71,433","$91,952",,,,,,,"$42,311",,,,"$215,369",,,,,,,,,,,,,,,,"$68,704",,,,,,,,,,,"$49,076","$18,129",,,,,"$133,116",,,,,,,,,,,"$397,603",,,,,,,,,,,"$27,757",,"$919,288",,,,
0452637,,Lady in the Water (2006),"$399,003",,"$991,678","$198,462",,,"$383,252",,"$562,000","$19,541",,,"$177,203",,,,,,,"$18,792",,"$112,974",,,,,"$72,278",,,"$20,020","$3,046,960","$995,797","$346,100",,,,"$339,694",,"$50,583",,,,"$1,067,315",,"$1,750,056",,,,,"$13,664",,,,"$2,374,610",,,"$331,367",,"$148,963",,,,"$32,844",,,,,,,"$41,809","$455,748",,,"$28,291",,"$763,441",,,,"$6,042",,"$14,628",,"$140,037",,"$667,775","$5,728,908",,"$212,798","$225,362",,,,,"$192,326","$123,014","$530,839","$124,846",,"$2,105,760",,,,
0465624,,My Super Ex-Girlfriend (2006),"$167,199",,"$2,220,384","$224,151","$41,042",,"$873,980","$38,863","$790,867","$61,465",,"$257,897","$123,317",,"$176,612",,"$12,674",,,"$55,892","$100,629","$314,008",,"$28,595",,"$170,658","$51,161",,"$52,926","$110,003","$2,763,764","$765,687","$411,497",,,,"$236,966","$151,480","$43,031","$245,637","$374,728","$137,904","$4,657,653","$41,541","$468,269","$34,278",,,"$57,923","$77,329","$51,211","$59,858","$332,090","$2,136,475",,,"$560,872",,"$378,425",,,,"$229,139","$15,917",,,,"$262,786","$589,536","$204,144","$352,591","$455,561","$34,925","$96,226",,"$2,551,322",,,,,"$495,412","$28,310","$34,037","$495,365",,"$1,933,956","$2,027,732",,"$280,124","$493,930",,,,,"$718,902","$387,162","$362,994","$350,633","$299,298","$5,499,940","$13,147","$448,668","$57,988",
0437179,,See No Evil (2006),"$70,333",,,,,,"$63,437",$972,,"$13,437",,,,,,,,,,,,,"$15,032,800",,,,,,,,,,,,,,,,"$19,519",,,,"$1,023,761",,,,,,,,,,,"$212,400",,,"$145,407",,,,,,,,,,,"$70,398",,,"$84,608",,,,,"$309,497",,,,,,,,,,"$149,507","$1,006,430",,,,,,,,"$89,799","$31,813","$96,850",,,,,"$143,499",,
0422720,,Marie Antoinette (2006),"$296,330","$2,181","$1,640,704","$305,223",,,"$482,302",,"$893,109",,,,"$127,562",,"$52,643",,,"$5,578",,,,"$114,417",,"$15,000",,,,,"$36,377","$513,300","$7,870,774","$1,333,579",,,,,"$135,570",,,"$11,337",,,"$3,150,009",,"$15,735,433","$6,045",,,"$76,594","$19,916",,"$40,113",,,,,"$336,212",,"$215,673",,,,"$370,779",,,,,"$54,020","$35,089","$335,324","$472,961",,,"$52,662",,,,,,,,,,"$100,326",,"$73,809","$3,298,920",,"$1,046,250","$490,120",,,,,"$46,030",,,,,"$1,790,424","$53,116",,,
0489037,,Who Killed the Electric Car? (2006),,,"$82,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,928",,,,
0070359,,The Mother and the Whore (1973),,,,,,,,,,,,,,,,,,,,,,,"$40,555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0497116,,An Inconvenient Truth (2006),"$60,794",,"$3,184,352","$427,637",,,"$1,636,843","$4,106","$326,446",,"$152,485",,"$55,631",,"$23,113",,,,,,"$17,526","$244,187",,,,"$12,145",,,,"$12,145","$5,158,951","$2,146,515",,,,,"$288,926","$16,544","$25,016","$18,914","$9,033","$48,678","$282,524",,"$3,644,349",,,,,"$12,397",,"$14,804","$21,810","$180,561","$6,481",,"$867,330",,"$680,559",,,,"$340,618",,,,,"$33,015","$42,156","$8,938","$341,670",,,,,,,,,,"$105,224",,"$79,966","$185,878",,"$19,666","$547,200",,"$465,469","$1,726,332",,,,,"$147,441","$53,997","$204,662",,"$49,929","$1,689,099",,"$13,789",,
0386651,,Mountain Patrol (2004),,,,,,,,,,,,,,,,,,,,,,,"$143,383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,383",,,,,"$16,077",,,,
0446685,,Drawing Restraint 9 (2005),,,,,,,,,,,,,,,,,,,,,,,"$234,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,266",,,,
0459242,,Crossing the Bridge: The Sound of Istanbul (2005),,,,,,,,,"$111,309","$29,585",,,,,,,,,,,,,,,,,,,,,,"$391,706",,,,,,,,,,,"$18,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$82,472",,,,,,,
0428649,,I Am a Sex Addict (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,096",,,,,,,,,,,,,,,,,,
0456899,,Lower City (2005),,,"$14,096",,,,,,,,,,,,,,,,,,,,"$130,794",,,,,,,,,,,,,,,,,,,,"$8,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,924",,,,
0422015,,The Ax (2005),"$120,635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0426627,,Stoned (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,402",,"$76,531",,,,,,,,,,,"$59,305",,,,
0446059,,Fearless (2006),"$77,763",,"$1,358,185",,,,"$100,063","$5,922",,,"$27,492",,"$55,301","$12,900,000",,,,,,,,"$325,348",,,,,"$13,456",,,"$17,270","$1,876,491",,,,,,"$3,866,820",,"$20,093",,"$790,600",,"$278,765",,"$2,409,993",,,,,"$43,113",,,"$2,540,000","$400,123",,,"$51,337",,"$172,645",,,,"$59,354",,,,,"$72,959",,,"$36,811",,,"$6,054",,"$97,152",,,,,"$2,020,000",,,"$46,053",,"$1,834,611","$442,179",,"$145,940",,,,,,"$2,682,195","$557,600","$280,494",,,"$2,089,236","$2,611","$323,541",,
0463985,,The Fast and the Furious: Tokyo Drift (2006),"$300,714",,"$5,920,537","$1,897,520",,,"$1,720,641",,"$2,676,529","$72,188",,"$834,251","$103,684",,"$225,711",,"$109,821",,"$117,425","$411,148","$512,014","$877,778","$62,514,415",,,"$105,511","$64,943",,"$109,523","$384,205","$6,662,679","$9,733,517","$1,089,456",,,,"$475,179","$386,708","$59,793","$386,955","$958,125","$508,867","$4,389,074",,"$8,331,839",,"$28,828",,"$104,416","$70,239",,"$200,524","$1,521,334","$5,350,594","$770,103",,"$1,272,437",$1,"$1,106,526",,,"$2,036","$1,017,875",,"$15,724",,,"$113,127","$734,842","$775,561","$1,089,372",,,"$182,882",,"$5,658,087",,,,"$11,262","$818,092","$120,090","$127,298","$606,710",,"$1,259,941","$4,738,552",,"$668,274","$1,443,148",,,,,"$2,073,163","$1,375,219","$1,068,994","$567,963","$981,832","$10,507,158",,"$539,418","$102,238",
0455499,,Garfield: A Tail of Two Kitties (2006),"$844,279",,"$5,369,874","$2,105,880","$93,174",,"$3,026,404","$44,814","$3,941,048","$162,942",,"$582,908","$766,641","$7,214,236","$732,393",,"$88,819",,,"$870,006","$1,200,716","$2,343,137",,"$66,324",,"$212,593","$45,816",,"$189,908","$1,039,979","$9,416,161","$8,105,944","$1,149,348",,,,"$1,205,119","$849,804","$187,133","$154,987","$185,273","$1,001,636","$4,838,072","$22,770","$20,216","$31,354",,"$195,073","$149,734","$55,006","$71,912","$358,900","$296,864","$4,693,578",,,"$2,174,585",,"$1,317,424",,,,"$1,904,150","$13,024",,,,"$492,058","$236,880","$2,360,068","$1,167,128","$608,822","$76,441","$109,013",,"$5,847,870",,,,"$133,556","$562,209","$268,688","$433,409","$1,022,950",,"$1,263,991","$8,584,642",,"$2,546,598","$2,286,654",,,,,"$537,306","$732,948","$2,073,137","$550,029","$410,996","$12,212,030","$168,336","$827,306","$46,200",
0477877,,Summer in Berlin (2005),,,,"$165,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,738,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,598",,,,,,,,,,,"$434,761",,,"$340,646",,,,,"$2,216",,,,,,,,,
0456020,,Waist Deep (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,991",,,,
0383518,,Mouth to Mouth (2005),,,,,,,,,,,,,,,,,,,,,,,"$2,150",,,,,,,,"$1,501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,667",,,,
0348150,,Superman Returns (2006),"$1,560,704",,"$10,618,911","$336,000",,,"$1,141,192",,"$8,700,000","$54,588",,,"$399,000","$8,000,000",,,,,,"$156,057",,"$2,054,723",,,,,"$261,394",,,"$292,854","$11,800,000","$3,695,831","$1,108,150",,,,"$3,260,358",,"$250,444","$3,200,000","$2,680,000","$180,000","$6,859,237",,"$11,300,000",,,,,"$50,668",,,"$1,500,000","$15,200,000",,,"$1,116,936",,"$1,425,056",,,,"$1,748,519",,,,,,"$4,200,000","$245,333","$1,194,613","$1,250,000",,"$79,432",,"$1,738,566",,,,"$91,150","$2,470,000","$51,614",,"$1,447,452",,"$11,800,000","$11,721,291",,"$1,627,281","$876,630",,,,,"$1,670,689","$2,554,305","$1,114,571","$115,428","$845,593","$30,157,106",,"$337,000",,
0101798,,Edward II (1991),,,,,,,,,,,,,,,,,,,,,,,"$699,264",,,,,,,,,,,,,,,,,,,,"$6,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$638,,,,,,,,,,,,,,,,,,
0468094,,The Road to Guantanamo (2006),"$35,087",,"$67,671",,,,"$21,351",,,,,,"$7,614",,,,,,,,,"$19,327","$326,876",,,,,,,,,"$39,275","$33,300",,,,,,,,,,"$118,887",,,,,,,"$4,462",,,,"$51,663",,,"$24,549",,,,,,"$63,682",,,,,,,,,,,"$8,869",,,,,,"$6,626",,,,,,"$6,515","$38,975",,,"$124,904",,,,,,,,,"$40,932",,,"$4,045",,
0478197,,Leonard Cohen: I'm Your Man (2005),,,"$230,045",,,,,,,,,,,,,,,,,,,,"$1,044,254",,,,,,,,,,"$14,800",,,,,,"$4,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,590",,,,,"$88,696",,,,
0443496,,Edmond (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,736",,,,
0422861,,The Oh in Ohio (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$229,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0449059,,Little Miss Sunshine (2006),"$190,473",,"$5,200,951","$285,188",,,"$536,140","$5,024","$1,533,512","$44,626","$115,704",,"$168,873",,"$105,489",,"$113,418",,,"$18,111","$70,167","$90,715","$59,891,098","$5,437",,"$19,199",,,"$34,515","$204,449","$8,488,386","$3,303,727","$271,088",,,,"$96,504","$90,259","$150,836","$104,973",,"$276,604","$2,039,673","$7,812","$1,309,691",,,,"$23,729","$34,333","$10,606","$13,076",,"$427,643",,,"$476,718",,"$838,132",,,,"$192,633",,,,,"$64,127","$16,607","$60,682","$350,473","$79,697",,"$34,098",,"$52,766",,,,"$23,033","$100,894","$9,685","$100,851","$230,968",,"$188,978","$4,688,542",,"$565,370","$708,953",,,,,"$75,944",,"$126,656",,,"$6,458,370","$39,340","$293,408",,
0432260,,Brothers of the Head (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,343",,,,
0040338,,The Fallen Idol (1948),,,,,,,,,,,,,,,,,,,,,,,"$341,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,064",,,,
0449467,,Babel (2006),"$1,738,658",,"$5,489,024","$1,456,988",,,"$2,577,292","$14,172","$2,726,297","$117,744","$436,581",,"$822,193","$1,810,727","$894,341",,,,,"$407,577",,"$1,629,508","$34,302,837",,,"$156,298","$24,969",,,"$247,893","$3,904,790","$7,887,516","$584,600",,,,"$481,999",,,,,,"$3,372,629",,"$14,998,633",,,,,,,,,"$7,349,426",,,"$2,290,813",,"$488,283",,$466,,"$912,704",,,,,"$261,641",,"$960,937","$1,499,686",,,"$99,514",,"$2,857,491",,,,"$50,508",,"$44,697",,"$307,274",,"$1,447,031","$13,981,232",,"$1,513,161","$2,291,430",,,,,"$367,116","$221,572","$1,345,257","$239,860",,"$5,133,436",,"$712,114",,
0430674,,The Thief Lord (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,705",,,,,,,,,
0432637,,Krrish (2006),,,"$102,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,716",,,,,"$1,301,123",,,,
0369994,,Strangers with Candy (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$166,912",,,,,,,,,,,,,"$14,567",,,,,,,,,,,,,,,
0459666,,Three Times (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$143,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,498",,,,,,,,,"$7,276",,,,,,"$33,978",,,,,,,,,"$66,887",,,,,"$165,647",,,,
0492506,,Wordplay (2006),,,"$54,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,135",,,,,,,,,,,,,,,,,,,,
0064040,,Army of Shadows (1969),,,,,,,,,,,,,,,,,,,,,,,"$771,956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0430304,,Little Man (2006),,"$67,416","$2,885,197",,"$98,645",,"$1,795,710","$17,344","$2,083,716","$105,203","$656,644",,"$115,455",,"$282,618",,"$21,261","$108,640",,,,,,"$77,861","$29,000","$137,037","$79,150",,"$24,039",,"$2,608,139","$583,137",,,,,,"$40,225","$64,290","$15,536",,,"$662,306","$98,611",$1,"$51,985",,"$122,064","$89,855","$121,722","$98,768","$92,659","$530,266","$5,340,605",,,"$1,553,437",,"$400,175",,"$44,213",,,"$27,647",,,,"$511,415","$393,205",,"$278,934",,"$134,570","$107,196",,"$2,360,544","$2,727,298",,,,"$556,893",,"$114,568","$614,307",,,"$6,398,603",,,,,,,,,,"$174,402","$248,754","$531,171","$8,133,813","$34,682","$907,338",,
0415778,,End Game (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,810",,,,,,,,,
0399862,,End of the Spear (2005),,,"$5,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$118,816",,,,,,,,"$2,498",,,,,,,,,
0385880,,Monster House (2006),"$555,676","$11,450","$6,136,400","$93,383","$43,608",,"$617,299","$42,901","$2,672,422","$41,064","$413,149",,"$461,026",,"$664,694",,"$39,837","$10,499",,"$213,032",,"$178,980",,"$61,043","$11,155","$256,516","$22,186",,"$9,906","$10,320","$3,264,321","$1,425,253","$180,700",,,,"$1,083,476","$179,645","$91,634","$85,693","$263,660","$321,340","$1,012,851","$28,600","$4,544,551","$8,885",,"$126,491","$24,122","$16,758","$28,600","$17,774","$546,880","$7,061,387",,,"$491,768",,"$542,098",,"$35,276",,"$225,704","$9,226",,,,"$331,625","$348,156","$395,885","$237,421",,"$41,760","$14,122",,"$1,440,876","$1,592,964",,,"$14,629","$707,786","$40,674","$26,105","$236,105",,"$7,765,657","$5,456,949",,"$110,777",,"$83,380",,"$67,506","$1,959","$556,949","$405,783","$238,075","$68,411","$218,716","$12,462,338","$63,780","$1,088,606",,
0408120,,Wrong Side Up (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0420555,,How Much Do You Love Me? (2005),,,"$198,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$456,742",,,,,,,,,,,,,,,,,,,,,,"$213,885",,,,,,,,,,,,,,,,,,,"$19,639",,,,,,,"$64,363",,
0376543,,Color Me Kubrick (2005),,,"$208,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$190,017",,,,,,,"$3,151",,,,,,,,,,,,,,,,,,,,,"$24,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0417148,,Snakes on a Plane (2006),"$272,200",,"$2,207,877","$172,699",,,"$512,102","$13,817","$788,773","$17,481","$56,149",,"$37,857",,"$14,669",,,,,"$9,982",,"$149,132",,,,"$42,935",,,,"$58,575","$1,999,915","$595,436","$114,576",,,,"$494,571",,"$60,155",,"$370,684","$246,731","$84,356",,"$311,068",,,,,,,,"$695,387","$1,003,896",,,"$334,957",,"$325,512",,,,"$397,544",,,,,,"$369,802","$34,237","$231,356","$338,796",,"$34,182",,"$715,699",,,,"$8,795","$539,597","$17,579",,"$356,353",,,"$1,108,743",,"$265,377",,,"$70,223","$85,646",,"$768,092","$795,811",,"$72,179",,"$7,994,471",,"$195,330",,"$78,296"
0457513,,Scoop (2006),"$389,462",,"$831,952","$262,130","$2,507",,"$332,054",,"$1,084,524",,,,"$192,110",,,,,,,"$34,508",,"$168,850",,,,,"$20,074",,,,"$5,443,492","$2,148,928","$444,350",,,,"$84,663",,"$10,740",,,,"$5,595,044",,,,,,,,,"$20,570",,"$284,068",,,"$41,249",,"$140,877",,,,"$192,947",,,,,,,"$556,465","$763,919",,,"$36,171",,"$351,543",,,,,,"$1,622",,"$31,849",,"$398,332","$7,559,594",,"$153,114","$950,462",,,,,"$34,435","$22,238",,"$24,104",,,"$86,282",,,
0415306,,Talladega Nights: The Ballad of Ricky Bobby (2006),,"$9,202","$4,534,472",,"$24,169",,"$17,332",,,"$17,447",,,,,,,,"$6,012",,,,,"$148,213,377","$15,367","$7,461",,,,"$17,138",,,"$189,535",,,,,,"$29,253","$128,489","$19,086",,,"$42,353","$21,000",,"$14,559",,"$57,669","$15,006",,"$21,000",,"$117,568","$453,891",,,,,"$471,704",,"$8,345",,,"$5,444",,,,,"$41,081",,"$90,431",,"$24,450","$44,230",,"$376,232","$526,012",,,,"$144,573",,"$8,219","$251,405",,,"$612,801",,"$179,857",,,,,,,,,"$56,796","$179,736","$6,272,154",,"$97,239",,
0477347,,Night at the Museum (2006),"$3,216,799",,"$18,944,731","$3,001,100","$210,010",,"$3,456,939","$197,681","$10,755,963","$143,798",,"$1,989,152","$1,893,724","$8,319,134","$505,760",,"$206,259",,,"$863,220","$1,044,180","$2,125,113","$250,863,268","$225,715",,"$771,757","$271,908",,"$99,934","$1,330,652","$17,944,874","$23,483,358","$3,095,300",,,,"$4,895,815","$891,676","$287,302","$1,759,368","$1,354,020","$470,219","$16,188,874","$63,288","$30,018,767","$108,146",,"$460,578","$179,835","$222,585","$120,864","$174,541","$2,126,384","$20,409,103",,,"$2,891,900",,"$1,865,953",,,,"$1,544,175","$43,887",,,,"$1,187,804","$1,661,611","$2,222,611","$1,424,411","$2,123,886","$192,699","$202,504",,"$12,955,968",,,,"$83,487","$2,662,808","$168,690","$284,980","$2,151,381",,"$25,457,705","$16,944,430",,"$3,656,853","$3,120,424",,,,,"$6,648,485","$2,517,818","$559,925","$1,415,434","$1,030,482","$40,838,600","$216,519","$3,334,977","$126,189",
0469641,,World Trade Center (2006),"$378,092",,"$1,671,326","$480,840",,,"$1,743,912","$19,081","$2,855,302","$20,944","$543,819",,"$399,355","$2,901,627","$433,368",,"$23,131",,"$39,190","$147,725","$196,469","$2,238,476",,,,"$136,460","$52,916",,"$34,155","$317,522","$6,448,421","$4,969,242","$576,463",,,,"$747,612","$196,612","$79,588","$193,165","$389,693","$338,784","$7,093,226",,"$19,929,261",,"$21,906",,"$32,046","$40,874",,"$61,507","$334,532","$5,165,796","$243,250",,"$1,546,174",,"$291,837",,,"$3,700","$892,992",,,,,"$307,491","$696,614","$752,518","$1,493,656",,,"$61,241",,"$902,490",,,,"$13,884","$709,122","$54,683","$32,497","$316,507",,"$2,194,161","$5,958,708",,"$1,274,012","$891,715",,,,,"$2,199,186","$554,942","$395,569","$145,604","$277,223","$9,037,513",,"$447,364","$21,214",
