imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Panama,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0977855,,Fair Game (2010),"$182,990",,"$2,419,121","$165,443",,"$219,809","$8,038","$588,814","$39,784",,,,"$96,136","$48,489",,,,"$9,540,691",,,,"$60,014",,,"$10,060","$1,512,564","$1,591,252",,"$461,915","$98,052",,,,,,"$1,248,756",,,,,"$4,670","$87,575",,"$108,181","$612,011","$260,948","$166,678",,"$44,995",,,"$84,889",,,"$488,044",,,"$70,076","$8,064","$62,569",,,"$156,254",,"$3,410,708","$91,138","$355,159","$36,661","$50,736",,,"$35,079","$223,352","$1,125,856","$31,382",,
0993778,,Ploy (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,460",,,,,,,,,"$375,643",,,,,,,,
0217978,,'R Xmas (2001),,,,,,,,,,,,,,,,,,$850,,,,,,,,"$80,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,604",,,,,,,,,,,,
1101675,,Lake Tahoe (2008),,,,,,,,,,,,,"$5,522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405809,,Lourdes (2009),,,,"$136,245",,"$7,735",,,,,,,,,,,,,,,,,,,,"$1,676,475","$263,748",,,,,,,,,"$510,877",,,,,,,,,,"$8,719",,,"$93,789",,,,,,,,,"$20,430",,,,,,"$55,687","$82,474","$30,653",,"$1,556",,,,,,"$58,882",,,
1588875,,How I Ended This Summer (2010),,,"$58,951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,216",,,,,,,,,,,"$607,115",,,,,,,,,,"$6,796",,,,,,"$40,601",,,
1038685,,The King of Fighters (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$329,943",,,,,,,,,,,,,,,,"$73,129",,,,,,,,,$380,,,,,,,,
1588895,,Uncle Boonmee Who Can Recall His Past Lives (2010),"$42,809",,,"$28,781",,"$58,514",,,,,,,,,,,,"$184,292",,,,,,,,"$292,213","$27,605",,,,,,,,,"$161,192",,,,,,,,,"$12,819",,,,,,,,,,,,,"$34,748",,"$17,870",,,,"$39,012","$123,310",,,"$14,521","$33,084",,"$7,797",,,"$135,857",,,
0477080,,Unstoppable (2010),"$495,173",,"$5,977,260","$334,042","$95,406","$1,236,886","$81,235","$2,845,109","$143,460",,,"$9,854,870","$601,459",,,,,,,"$124,487","$125,562","$172,819","$44,190","$9,369","$87,756","$4,913,441","$2,560,388","$20,742","$314,026","$787,451","$104,134","$19,430",,"$1,380,127","$258,386","$1,683,466",,"$12,807,068",,"$359,344","$39,128","$148,801","$60,378","$1,757,568","$3,956,996","$1,509,288","$662,888","$58,892","$337,809","$37,409",,"$294,648","$767,114","$396,910","$814,528","$90,406","$277,705","$3,206,005",,"$1,038,383",,,"$963,953","$2,855,916","$4,218,424","$485,110","$531,202","$879,087","$598,545",,"$526,020","$297,671","$658,553","$7,205,520","$54,955","$400,233","$134,172"
1126618,,Morning Glory (2010),"$277,897",,"$5,815,537","$278,325",,"$147,757",,"$914,511","$55,311",,,,,,,"$166,020",,,,,,"$7,765","$8,176",,"$80,684","$1,962,035","$1,780,007","$2,526","$48,305","$285,618","$155,645",,,,"$325,646","$88,408",,"$2,182,831",,,,"$72,743",,,"$872,595","$400,935","$263,823","$9,551","$130,719",,,,,"$176,105","$256,872",,"$87,872","$3,148,093",,"$292,930",,"$47,728","$472,412","$1,432,760","$1,993,700","$28,306","$154,239","$285,996","$58,545",,,"$366,554","$262,634","$1,907,000",,,
1020773,,Certified Copy (2010),"$275,763",,"$196,843","$27,033",,"$99,030",,"$592,640",,,,,,,,,"$68,469",,,,,,,,"$124,952","$1,445,896","$386,766",,,"$48,705",,,,,,"$338,271",,,,,,"$9,032",,,"$126,926","$134,217","$164,418",,"$356,547",,,,,,"$15,038",,,"$46,802",,,,,,"$123,055","$1,053,670","$100,404",,"$32,094",,,"$41,902",,,"$497,860","$56,324",,
1458175,,The Next Three Days (2010),"$279,325",,"$1,924,999","$542,877",,"$870,418","$18,896","$2,535,654","$233,799",,"$34,948",,,"$100,569",,"$134,483","$326,450",,,,"$61,661",,"$27,308",,"$77,469","$1,252,245","$4,224,075",,"$498,582","$458,314","$389,450","$42,794",,,,"$4,371,936",,,,,"$45,847","$127,288","$36,044","$307,454","$1,951,942","$995,135",,,"$210,377",,,"$182,327",,"$1,265,955","$789,091",,"$323,805","$3,122,221",,"$382,482",,,"$648,787","$1,784,812","$2,826,141","$688,767","$571,273","$588,853","$9,515",,"$386,413","$469,482","$512,480","$3,939,257","$75,079","$391,410","$63,356"
1421051,,Somewhere (2010),"$144,769",,"$690,030","$80,218",,"$315,381",,"$301,085",,,,,"$23,480","$7,719",,,"$358,836",,,,"$14,931",,"$3,108",,"$107,259","$3,372,519","$1,410,752",,"$79,368","$61,872",,"$7,438",,,,"$2,783,084",,,,,"$14,176",,"$6,464",,"$84,728","$317,822","$46,741",,,,,"$14,423",,"$62,573","$129,339",,,"$525,831",,,,,"$16,311",,"$708,159","$144,639","$318,972",,,,"$40,068","$40,038",,"$744,681","$26,183",,
1519245,,Agnosia (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,708",,"$15,002",,,,,,,,,,,"$760,672",,,,,,,,,,,,
1235189,,Wild Target (2010),,,"$1,616,234",,,,,,,,,,,,,,,,,,,,,,,"$421,825",,,,"$38,040",,,,,,,,,,,,"$15,856",,,,,"$214,458",,,,,,,,,,"$86,258",,,,,,,,,,,,,,"$79,553",,"$94,833","$818,508",,,
1321865,,Carlos (2010),"$18,809",,,"$45,001",,,"$1,943",,,,,,,,,,,,,,,,,,,,"$590,710",,"$54,129",,,,,,,,,,,,,"$14,915",,,"$11,476",,,,,,,,,,"$26,503",,,,,,,,,,"$58,286",,,,,,,,"$90,943",,"$1,128",,
1164999,,Biutiful (2010),"$241,780",,"$282,808","$183,633",,"$249,500","$14,304","$499,662",,,,,,"$24,494",,"$139,648","$469,730",,,,,,,,"$112,158","$2,211,820","$1,062,656",,"$247,403","$34,741",,"$17,917",,,,"$458,791",,,,,"$28,189","$3,463","$42,350",,"$2,789,488","$790,782","$49,086",,"$60,580",,,"$61,448",,,"$212,860",,"$22,890","$27,135",,"$30,529",,"$39,191","$31,938","$100,148","$4,576,349","$304,015",,"$36,200","$10,658",,"$451,048","$24,142",,"$922,687","$41,876","$54,699",
1158936,,Eden Is West (2009),,,"$28,331",,,"$13,973",,,,,,,,,,,,,,,,,,,,"$839,486",,,"$633,532",,,,,,,"$550,811",,,,,,,,,,,,,,,,,,,$433,,"$6,863",,,,,,,,"$99,470",,,,,,"$14,817",,,,,,
1467273,,The First Beautiful Thing (2010),"$258,357",,,"$10,564",,"$52,228",,"$169,334",,,"$12,473",,,,,,,,,,,,,,,"$97,010",,,,,,,,,,"$9,115,665",,,,,,,,,,"$36,643",,,,,,,,,,,,,,,,,,,"$675,848","$85,888",,,,,"$16,239",,,,"$38,929",,
0926084,,Harry Potter and the Deathly Hallows: Part 1 (2010),"$5,871,222",,"$41,706,397","$5,987,866",,"$8,944,329","$616,542","$23,910,192","$422,072",,"$3,885,473","$33,250,471","$4,141,436","$547,275",,"$4,355,720","$8,737,407","$296,374,621",,"$81,777","$1,672,807","$403,632","$210,781",,"$3,946,861","$51,104,397","$65,963,672","$36,655","$4,035,048","$5,771,812","$2,174,361","$368,257","$5,379,231","$6,149,448","$2,457,641","$24,923,463",,"$82,471,556",,,"$242,241","$247,426","$240,902","$3,561,688","$22,901,947","$13,790,585","$5,172","$62,336","$7,144,020",,"$2,806,092","$2,359,543","$4,688,620","$6,679,851","$2,639,605",,"$640,734","$26,318,659","$238,911","$4,546,240","$1,006,050","$416,863","$2,271,192","$18,084,930","$19,019,199","$15,700,220","$7,468,284","$6,233,772","$5,714,696",,"$5,191,530","$2,929,841","$1,763,995","$86,087,576","$387,688","$4,743,014","$548,387"
1504320,,The King's Speech (2010),"$2,649,964",,"$32,552,584","$2,397,550",,"$2,772,835","$18,219","$7,028,443","$147,898",,"$347,653",,"$1,187,971","$211,430",,"$1,125,784","$3,365,113","$138,797,449",,,,"$41,730","$180,778",,"$2,380,158","$26,779,314","$23,598,859",,"$2,553,444","$1,313,009","$927,154","$207,995",,,,"$12,493,249",,"$21,400,881",,,"$169,742","$132,260","$111,392","$112,194","$4,145,244","$5,243,043","$4,235,414",,"$3,944,392",,,"$591,039",,"$6,164,454","$2,182,740",,"$269,808","$1,681,032","$86,214","$564,254","$140,570","$288,335","$1,392,993","$5,573,633","$15,863,460","$5,387,966","$5,240,346","$1,670,607","$154,102",,"$1,070,958","$76,929","$544,331","$131,572,411","$419,050","$547,794","$12,690"
0398286,,Tangled (2010),"$8,228,969",,"$22,557,011","$6,287,267",,"$5,037,681","$744,876","$24,341,705","$874,504",,"$4,380,606",,"$5,315,615","$219,250",,"$1,505,262","$5,339,406","$200,821,936",,"$91,744","$1,900,325","$203,308","$425,903",,"$2,193,981","$39,405,587","$41,402,705","$10,727","$2,787,668","$1,898,944","$1,662,758","$160,873",,"$1,894,079","$2,400,516","$14,670,362",,"$31,081,461",,,"$266,338","$467,381","$441,097","$3,000,230","$14,131,811","$5,271,277","$2,606,833","$19,890","$4,277,671",,,"$1,934,530","$1,082,188","$5,211,955","$3,354,699",,"$1,332,984","$23,380,205","$134,754","$3,031,106","$895,433","$450,847","$3,090,371","$8,552,922","$19,948,977","$8,136,288","$5,537,744","$764,794","$849,562",,"$1,754,015","$2,112,218","$1,431,006","$32,871,348","$298,901","$6,863,748","$1,114,664"
0964517,,The Fighter (2010),"$155,834",,"$6,120,836","$99,285",,"$194,445","$28,043","$1,010,078","$32,899",,,,,"$35,257",,"$30,291",,,,,,,"$12,480",,"$112,295","$2,290,863","$1,166,409",,"$131,454","$116,043",,"$32,699",,,,"$3,200,200",,"$226,233",,,"$9,942","$20,809","$31,626","$112,358","$1,324,973","$367,349","$695,146",,"$441,612",,,"$104,303","$35,240","$190,217","$279,104",,,"$910,942","$3,012","$379,631",,,"$195,761","$953,839","$1,994,268","$478,535","$81,864","$109,142","$85,786",,"$195,379",,"$312,778","$10,143,236","$32,265","$184,128",
1403988,,The Romantics (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$843,,,,,,,,,,"$19,971",,,,,,,,,,,,,,,,,,,,"$16,453",,,,,,,,,,,"$47,228",,,,
1048174,,The World Unseen (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,903",,,,,,,,,,,$390,,,
1361313,,The Extra Man (2010),,,"$4,490",,,,,"$38,347",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$143,341",,,,,,,,,,,,,,,,,,,,,,"$10,071",,,,,,,,,,,,,,,,,,,
1320291,,The Reef (2010),,,"$57,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,767",,,,,,
1316536,,The Loved Ones (2009),,,"$254,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,302",,,,,,,"$91,927",,,,,,,,,,,,,,,,,,,,,,,,,
0492473,,Little Red Flowers (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,759",,,,,,,,,
0769507,,The Sun Also Rises (2007),,,,,,,,,,,,"$2,130,247",,,,,,,,,,,,,,,,,,"$50,276",,,,,,,,,,,,,,"$3,640",,,,,,,,,,,,,,,,"$9,530",,,,,,,,"$3,693",,,,,,,,,
1194417,,Casino Jack (2010),,,,,,,,,,,,,,,,,,"$1,042,959",,,,,,,,,,,"$126,026",,,,,,,,,,,,"$10,566",,"$12,278",,,,,,,,,,,,"$13,381",,,,,,,,,,"$21,224",,,,,,,,"$4,499",,,,
0431975,,To Paint or Make Love (2005),,,,,,,,,,,,,,,,,,,,,,,,,,"$4,301,226","$235,567",,,,,,,,,"$39,589",,,,,,,,,,,,,,,,,,,"$4,496",,"$2,437",,,,,,,,"$216,052",,"$122,157","$12,657",,,,,,,,,
1065332,,Let it Rain (2008),"$140,668",,,"$59,638",,"$231,065",,"$40,023",,,"$11,608",,,,,,"$26,832",,,,,,,,,"$8,367,768","$114,429",,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,770","$25,469",,,,,,,,,,"$257,516","$209,908","$221,317",,,,,,,"$251,439","$15,072",,
1227787,,London River (2009),"$77,714",,,,,"$73,176",,,,,,,"$64,891",,,,"$53,109","$7,200",,,,,,,,,,,,,,,,,,"$324,215",,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,261",,"$412,385",,,,,,,,,,"$15,911",,
1611211,,Vincent Wants to Sea (2010),,,,"$375,780",,,,,,,,,,,,,,,,,,,,,,,"$7,319,877",,,,,,,,,,,,,,,,,,,,"$12,110",,"$29,359",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213648,,London Boulevard (2010),,,,,,,,,"$137,964",,,,,,,"$110,091",,,,,,,,,,"$1,075,397","$352,810",,"$227,808","$49,040","$29,388","$8,483",,,,"$825,402",,,,,,"$32,812",,,,"$135,763",,,,,,,,"$143,703","$121,934",,"$86,308","$1,662,842",,"$25,836","$30,105",,"$65,483","$73,704","$572,756",,,"$72,528",,,"$100,100",,"$249,278","$2,101,617",,,
1564585,,Skyline (2010),"$565,237",,"$2,513,009","$43,982",,"$278,784","$35,320","$1,069,222",,,,,"$288,896","$14,979",,"$7,376",,,,,,,"$13,416",,"$8,509","$1,424,403","$1,995,638",,"$60,834","$953,914",,"$23,171",,,,"$2,238,925",,"$2,353,637",,,"$25,972","$18,146","$50,226","$1,460,702","$1,909,935","$77,099","$191,815",,"$108,448",,,"$365,612","$487,414","$235,029","$312,452",,,"$9,358,456",,"$285,666",,,"$14,856","$5,480,835","$3,198,153",,,"$732,819","$1,334,122",,"$586,768","$573,298","$324,877","$4,318,687","$7,880","$151,722","$91,026"
1373156,,Karthik Calling Karthik (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,333,673",,,,,,,,,,,,,,"$7,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722515,,Home for Christmas (2010),,,,"$13,973",,,,,,,,,,,,,,,,,,,,,,,"$40,087",,,,,,,,,"$79,112",,,,,,,,,,,,,"$1,118,500",,,,,,,,,,,,,,,,"$30,883",,,"$4,270",,,"$1,875",,,,,,
1127221,,Not Forgotten (2009),,,,,,,,,,,,,,,,,,"$53,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$88,311",,,,,,,,,,,,,,,,,,,,,,,,,
1251725,,Bunny and the Bull (2009),,,"$8,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,196",,,,,,,,,
1152398,,Beastly (2011),,,,"$456,282",,,,"$521,880",,,,,,"$18,976",,,,,,,"$109,915",,"$9,192",,,"$1,232,470","$2,146,208",,"$158,159","$778,764",,"$11,503",,,,"$2,058,442",,,,,"$9,616",,"$20,585","$273,841","$833,431",,,,,,,"$356,198","$245,682",,"$51,961",,,"$1,165,316",,"$283,577",,,"$366,220","$923,682",,,,"$414,283","$392,495",,"$107,185",,"$79,922","$2,195,141",,,"$115,786"
0758752,,Love & Other Drugs (2010),"$460,956",,"$7,568,103","$973,728",,"$1,282,739","$38,922","$1,807,751","$48,391",,"$183,305",,"$361,965",,,"$74,412",,,,,"$113,698",,"$45,098",,"$534,234","$5,695,081","$5,540,419",,"$194,525","$1,174,486","$516,873","$6,909",,,"$464,154","$5,098,694",,,,,"$51,902","$202,234","$99,983","$145,975","$2,380,041","$2,382,141","$816,198",,"$592,053",,,"$384,050","$482,563","$573,245","$649,950",,"$250,927","$2,494,978","$23,524","$736,397","$23,121",,"$615,954","$3,641,864","$3,641,789","$1,394,688","$1,979,616","$1,646,300","$78,285",,"$848,981","$292,956",,"$8,686,760","$71,907","$127,444","$8,192"
0980970,,The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),"$4,486,616",,"$12,777,363","$1,706,359","$72,495","$3,605,847","$429,153","$15,192,164","$323,986",,"$1,474,774","$18,569,138","$4,493,123","$217,020",,"$1,079,853","$2,262,062",,,"$109,046","$1,559,629","$177,171","$135,310","$4,395","$1,191,088","$28,757,248","$15,531,389","$6,630","$1,104,313","$3,355,051","$720,542","$133,025",,,"$813,599","$14,235,348",,"$30,428,302",,"$354,482","$126,649","$260,230","$263,036","$4,266,217","$16,749,459","$3,658,294","$1,890,359","$16,739","$3,621,378","$55,974",,"$2,457,326","$2,603,691","$4,237,908","$1,215,064","$138,764","$498,322","$19,146,869","$90,216","$2,806,014","$334,282","$161,059","$1,931,605","$10,010,532","$14,992,713","$6,869,710","$3,120,134","$1,012,048","$2,203,667",,"$1,623,018","$1,544,260","$984,175","$23,242,214","$185,692","$2,549,032","$428,193"
1570989,,Tiny Furniture (2010),,,,,,,,,,,,,,,,,,"$391,674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,824",,,
1243957,,The Tourist (2010),"$1,629,330","$49,612","$11,330,350","$2,000,083",,"$2,402,249","$163,402","$10,010,394","$414,904","$871,753","$562,391","$20,745,800","$1,347,504","$229,066","$87,968","$582,084","$753,330",,"$208,202","$93,904","$277,659",,"$178,514","$10,785","$759,934","$7,154,754","$12,147,629","$35,617","$3,202,605","$1,476,379","$642,241","$100,431","$1,175,961","$2,480,033","$1,456,319","$15,372,649","$178,450","$22,367,685",,,"$245,686","$364,477","$182,192","$1,681,003","$5,576,546","$2,720,346","$1,296,927","$247,929","$1,776,649",,,"$617,953","$1,415,919","$1,870,765","$2,696,084",,"$691,893","$18,954,621","$160,306","$1,537,733","$321,165","$215,661","$2,285,093","$6,000,813","$11,439,344","$2,521,497","$3,409,964","$2,145,526","$1,125,616","$199,038","$2,823,832","$1,635,972","$2,133,235","$8,045,889","$264,595","$1,638,157","$406,887"
1319704,,Chatroom (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$316,927",,,,,,,,,,"$7,719",,,,,,,,,
1401143,,Rare Exports (2010),,,"$76,289",,,,,,,,,,,,,,,,,,,,,,"$3,028,688",,,,,,,,,,,,,,,,,,"$14,131",,,,"$15,586",,"$64,263",,,,,,,,,"$472,170",,,,,,,"$13,838",,,,,,,"$44,860",,"$121,191",,,
0798817,,13 (2010),,,,,,,,,,,,,,"$46,001",,,,,,,,,"$8,260",,,,,,"$70,849",,,,,,,,,,,,"$14,704","$15,434","$21,388",,,"$158,519",,,,,,,,,,,,"$2,565,907",,,,,,"$56,288",,,,,,,,"$440,135","$304,115",,,,
0374294,,Triple Agent (2004),"$9,260",,,,,,,,,,,,,,,,,,,,,,,,,"$214,217",,,,,,,,,,"$32,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0887732,,Days and Clouds (2007),"$96,433",,,"$35,922",,"$32,168",,,,,,,,,,,,,,,,,,,,,"$211,757",,,,,,,,,"$6,010,383",,,,,,,,,,"$16,181",,,,,,,,,,,,,,,,,,,,,"$451,278",,,,,,,,,,
1356928,,Father of My Children (2009),,,"$335,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,552",,
1571724,,Honey (2010),,,,,,,,"$50,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0479506,,The Blossoming of Maximo Oliveros (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,650",,,
1270835,,Hatchet II (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,134",,,,,,,,,,"$94,312",,,,,,,,,,,,,,,,,,,,,,"$4,140",,,
1175709,,All Good Things (2010),,,,,,,"$2,232",,,,,,,,,,,"$582,024",,,,,,,,,,,"$52,104",,,,,,,"$359,547",,,,,,,,,"$343,616",,,,,,,"$61,853",,,,,,,,"$10,407",,,"$166,782",,,,,,,,,,,,,"$113,313",
0423277,,Stray Dogs (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,639",,,
1404653,,The Last Summer of La Boyita (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,869","$2,770",,,,,,,,,,,,,,,,,,,"$11,322",,,,,,,,,,,,
1456941,,"Tomorrow, When the War Began (2010)",,,"$13,151,324",,,,,,,,,,,,,,"$21,572",,,,,"$6,598",,,,,,,,,,,,,,"$509,824",,,,,,"$10,085",,,,,"$1,026,705",,"$57,974",,,,,,"$19,804",,,"$1,002,139",,,,"$14,072","$77,996",,"$145,780",,,,,,,,"$142,791","$341,995",,,
1376709,,I Love You Too (2010),,,"$1,597,474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$324,291",,"$26,519",,,,,,,,,,,,,,,,,
1403865,,True Grit (2010),"$608,002",,"$8,501,649","$670,141",,"$1,138,191","$8,729","$2,092,878","$48,645",,,,"$145,076","$58,619",,"$220,902","$1,844,409","$171,243,005",,,"$44,883","$12,403","$10,700",,"$611,388","$11,533,147","$7,968,396","$2,117","$824,220","$141,839","$112,220","$103,394",,,"$858,068","$4,183,698",,"$821,617",,,"$27,276","$23,397","$12,032","$39,977","$1,402,472","$1,356,193","$1,334,117","$3,595","$1,889,049",,,"$120,922","$44,945","$748,348","$858,508",,"$78,458","$1,391,383","$36,376","$166,534",,"$67,411","$200,198","$213,260","$7,083,447","$1,972,859","$1,584,385","$105,975","$70,743",,"$177,045","$61,220","$192,601","$13,491,519","$119,670","$208,198","$41,511"
1104001,,TRON: Legacy (2010),"$1,948,774",,"$14,506,195","$1,698,448",,"$1,736,204","$193,227","$9,048,284","$635,556",,"$566,205","$18,889,822","$2,621,248","$80,038",,"$734,689",,"$172,062,763",,"$29,865","$1,177,373","$134,938","$157,669",,"$440,400","$11,549,298","$14,756,510","$12,111","$724,925","$1,957,178","$912,625","$142,526",,"$2,467,545","$810,846","$8,199,698",,"$25,155,442",,,"$98,846","$197,797","$149,588","$3,128,368","$14,298,825","$1,753,829","$1,644,950","$20,068","$868,850",,,"$1,186,757","$1,680,235","$2,227,449","$811,479",,"$895,098","$21,316,483","$54,834","$2,019,304","$176,596","$102,880","$1,538,932","$4,337,786","$5,685,102","$2,580,809","$1,446,315","$1,353,793","$1,692,695",,"$1,967,810","$2,205,929","$996,633","$16,221,225","$59,323","$3,419,740","$257,781"
1431181,,Another Year (2010),"$82,659",,"$793,440","$153,206",,"$378,798",,,,,,,"$50,565",,,"$7,305","$252,501",,,,,,,,"$415,696","$2,939,528","$1,213,689",,"$173,109","$29,057",,,,,,"$1,188,074",,,,,,,,,"$56,173","$586,788","$282,410",,"$932,765",,,"$15,805",,,"$62,510",,"$7,737","$38,455",,,,,"$62,237","$121,401","$744,256","$198,049","$388,595",,,,"$23,767",,,"$2,770,445","$22,276",,
1341188,,How Do You Know (2010),,"$2,583","$2,739,253","$485,417",,"$51,405",,"$753,592","$43,345",,,,,,"$17,237",,"$1,013,883",,"$36,799","$14,997",,,"$19,746","$3,563",,"$924,933","$3,119,931","$7,950",,,"$59,088","$16,634","$60,195",,"$155,414","$121,477","$20,954","$1,009,486","$14,840","$101,509","$29,393","$44,278","$16,647",,,,,"$35,043",,"$3,100",,"$168,868","$103,614","$167,270","$338,685","$19,577","$206,111","$1,571,891","$27,087","$55,722","$63,285","$36,409","$546,914",,"$1,622,858",,"$401,990",,,"$47,106",,"$167,187","$174,903","$1,184,135",,"$294,932",
1423894,,Barney's Version (2010),"$95,538",,"$1,414,307",,,"$21,252","$2,156","$263,990",,,,,,,,,,"$4,439,201",,,,,,,,,"$387,814",,,,,"$5,442",,,,"$3,764,747",,,,,,,,,"$315,759","$30,587","$258,619",,,,,"$61,336",,,"$91,540",,,,,"$8,675",,,"$41,280",,"$584,207","$15,679",,"$4,480",,,"$55,327",,,"$173,303","$15,550","$56,132",
1172991,,The Company Men (2010),,,"$421,559",,,"$87,955",,,,,,,,,,,,,,,,,,,,"$1,096,948","$163,801",,"$56,839",,,,,,,,,,,,,"$6,600",,,,,"$102,848",,,,,,,,"$89,744",,,,,,,,,,"$1,441,493",,,,,,,,"$63,192","$114,749",,,
1121977,,Mother and Child (2009),"$52,955",,"$854,432","$72,345",,"$128,467","$4,707","$106,023",,,"$13,742",,,,,,,,,,,,,,,"$331,427","$364,550",,,"$50,738",,,,,,"$10,015",,,,,,,"$11,210","$13,903","$323,132",,"$181,219",,,,,"$22,550",,,"$61,558",,,"$20,788","$3,317","$10,578",,"$18,531",,"$49,879","$1,636,486","$14,423",,,,,"$87,085",,"$4,843","$7,472","$22,686","$32,401",
0475616,,Duelist (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,196,997",,,,,,,,,,,,,
0094011,,Under the Sun of Satan (1987),,,,,,,,,,,,,,,,,,"$68,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$923,,,,,,,,,,,,,,,,,,,,,,
1588170,,I Saw the Devil (2010),,,,,,,,,,,,,,,,,,,,,,,,,,"$82,333",,,,"$11,797",,,,,,,,"$569,703",,,,,,,,,,,,,,,,,"$13,817",,,"$14,395",,"$24,707",,,,"$12,068,632",,,,"$6,445",,,"$43,854",,,"$1,464",,,
0461894,,7 Virgins (2005),,,,,,,,,,,,,,,,,,,,,,,,,,"$24,527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,651,668",,,,,,,,,,,,
1692504,,We Are the Night (2010),,,,"$69,609",,,,,,,,,,,,,,,,,,,,,,"$323,356","$859,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,011,339",,,,,,,"$19,606",,,,,,"$62,237",,"$60,163",,,,
