imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Panama,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1422020,,Dog Pound (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013856,,Eccentricities of a Blonde-Haired Girl (2009),,,,,,,,"$76,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0454536,,The Right of the Weakest (2006),,,,,,"$44,335",,,,,,,,,,,,,,,,,,,,"$1,007,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,742",,,
1257562,,Hadewijch (2009),"$25,715",,,,,"$3,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,503",,,,,,,,,"$6,456","$10,104",,,,,,,,,,,,,,,,,,,"$2,014",,,
0339558,,Raja (2003),,,,,,,,,,,,,,,,,,,,,,,,,,"$249,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693830,,Silent Souls (2010),,,"$13,383",,,"$43,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$95,864",,,,,,,,,,,,,,,,,,,,,,"$394,753",,,,,,,,,,,,,,,,"$15,592",,,
0214529,,Belphegor: Phantom of the Louvre (2001),,,,,,,,,,,"$42,260",,,,,"$22,371",,,,,,"$65,158",,,,,,,,,,,,,,,,,,,,,,,"$826,005",,,,,,,,,,,,,,,,,,,,"$1,896,486",,,"$11,616",,,,,,,,,
1405500,,For Colored Girls (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$234,633",,,,,$335,,,,,,"$17,318",,,
0893412,,From Prada to Nada (2011),,,,,,,,,,,,,,"$13,404",,,,"$3,033,623",,,,,,,,,,,"$23,016",,,"$6,931",,,,,,,,,,"$13,402",,,"$468,876",,,,,,,,"$17,355",,"$46,822",,,"$148,428",,,,,"$117,615",,,,,,"$98,990",,,,"$83,636",,,,
1555064,,Country Strong (2010),,,,,,"$2,610",,,,,,,,,,,,,,,,,,,,"$24,908","$125,526",,,,,,,,,,,,,,,,,,,,,,"$2,225",,,,,,,,,,,,,,,,"$61,588",,,,,,,,,"$70,772",,,
1401152,,Unknown (2011),"$864,475",,"$5,802,140","$526,837",,"$568,713","$66,408","$1,666,139","$151,798",,,,"$223,071","$153,806",,"$89,660",,,,,"$161,876","$132,107",,,"$89,645","$8,941,125","$6,642,765","$12,872","$894,495","$538,946","$309,755","$111,161","$182,697",,"$843,701","$2,294,900",,"$2,603,120",,,,"$270,476",,"$391,218","$4,503,566","$1,042,061","$686,079","$76,124","$391,403",,,"$396,901","$567,820","$647,470","$485,588",,"$376,965","$1,859,086","$48,590","$758,714","$32,493","$97,828","$974,313","$3,503,340","$5,062,049","$133,721","$340,030","$1,834,452","$342,246",,"$730,735","$204,246","$674,361","$10,606,084","$165,932","$947,529",
0881320,,Sanctum (2011),"$561,372",,"$3,846,797","$153,962",,"$118,665","$28,408","$5,533,504",,,,,"$770,917","$144,458",,"$171,071","$780,653",,,,,"$67,968","$101,823",,"$329,371","$2,214,350","$1,845,785",,"$940,361","$2,836,543","$33,847","$61,740",,,,"$4,506,935",,"$4,772,698",,,"$54,692","$185,869","$131,573","$1,188,948","$1,948,096","$239,758","$203,065",,"$61,519",,,"$273,077","$230,131","$2,534,498","$461,886",,,"$8,646,203",,"$519,118","$22,642",,"$43,593","$4,323,341","$4,624,533","$2,097,482",,"$2,121,132","$614,043",,"$1,772,862","$483,648","$677,228","$3,244,219","$20,788","$456,600",
1477837,,Cedar Rapids (2011),,,,,,,,,,,,,,,,,,,,,,,,,,"$1,006","$111,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$202,759",,,,,,,"$24,940",,,,,,,,,"$527,937",,,
0377981,,Gnomeo & Juliet (2011),"$624,738",,"$7,287,184","$733,819",,"$1,141,539","$77,560","$8,418,224","$84,331",,"$215,559",,"$220,054","$191,801",,"$433,476","$365,169",,,,"$277,901",,,,"$312,740","$5,769,095","$4,826,803",,"$959,844","$493,744","$287,307","$24,336",,,,"$2,205,926",,,,,,"$39,017",,,"$3,915,763","$1,294,447","$463,271",,"$344,356",,,"$613,958","$219,460","$4,209,077","$994,313",,"$210,376","$6,265,601",,"$736,902","$113,844",,"$1,229,164","$1,798,804","$8,162,614","$342,065","$66,082","$582,163","$181,068",,"$249,925","$378,510","$403,089","$25,283,924","$68,278","$472,923",
1320239,,Burke and Hare (2010),,,"$76,893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$325,040",,,,,,"$5,521",,,,,"$31,484",,,,,,,,,,,"$675,334",,,,,,,,,,,,,,,"$11,277","$3,661,217",,,
1499666,,Castaway on the Moon (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,718,480",,,,"$6,872",,,,,,,,,
1258120,,Army of Crime (2009),,,,,,"$26,370",,,,,,,,,,,,,,,,,,,,"$1,135,317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,159",,,,,,,,,,,,,,,,,,,,,,
1452628,,Vanishing on 7th Street (2010),"$198,343",,,,,,"$5,104","$130,600",,,"$36,963",,,,,,,,,,,,,,,,,,,,,,,,,"$46,957",,,,,"$7,619",,,,,,,,,,,"$57,101","$60,922",,,,,,,,,,,"$497,441",,,,"$1,502","$98,039",,"$445,320",,"$62,556",,,,
1638362,,Client 9 (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,454",,,
1092026,,Paul (2011),"$13,600",,"$7,029,774","$1,456,253",,"$573,918","$16,046",,,,,,"$93,952","$48,385",,"$108,100",,,,,"$48,732","$19,858","$39,299",,"$102,688","$6,216,220","$6,006,157",,,,"$37,360","$60,007",,,,"$2,404,667",,"$245,364",,,"$34,131","$43,115","$32,991","$220,225","$408,685","$337,821","$1,110,657",,"$177,119",,,"$128,275","$66,230",,,,"$89,604","$2,884,009","$13,124","$323,416","$40,166","$68,933",,"$417,407","$3,514,809","$38,775","$125,071",,,,,"$360,221","$333,471","$23,329,759","$4,758","$177,597","$78,281"
1322385,,Submarino (2010),,,,,,"$2,998",,,,,,,"$15,317",,,,"$540,403",,,,,,,,"$31,874","$59,489",,,,,,,,,,,,,,,,,,,"$62,233",,,,"$14,608",,,,,,,,,,,,,,,,"$84,684",,,"$4,392",,,,,,,,,
1188983,,Inspector Bellamy (2009),"$140,116",,,"$86,810",,"$5,943",,,,,"$9,129",,,,,,,"$107,612",,,,,,,,"$2,725,242","$556,266",,,,,,,,,,,,,,,,,,"$39,440",,,,,,,,,,"$18,116",,,,,,,,,,,,,,,,,,,,"$10,467",,
1284591,,Süt (2008),,,,"$1,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,875",,,,,,"$37,552",,,,,,
1504429,,Hideaway (2009),"$47,796",,,"$7,315",,"$7,380",,,,,,,,,,,,,,,,,,,,"$363,871","$111,286",,,"$11,233",,,,,,"$53,683",,,,,,,,,"$35,853","$20,864",,,,,,,,,"$10,332",,,"$53,169",,,,,,"$28,706","$117,067",,,,,,"$12,995",,,,"$4,150",,
0882978,,Three Kingdoms (2008),,,,,,,,,,,,"$9,331,504",,,,,,,,,,,,,,,,,,"$2,174,648",,,,,,,,,,,,,,"$670,030",,,,,,,,,"$46,996",,,,,,,"$806,960",,,,"$6,581,122",,,,"$1,083,965","$228,549",,,,,,,,
0238883,,Brat 2 (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$591,795",,,,,,,,,,,,,,,,,,,
1054580,,Desert Flower (2009),,,"$89,766","$1,937,745",,"$212,918",,"$201,442",,,,,,,,"$21,077",,"$44,348",,,,,"$22,720",,"$259,802","$454,299","$9,708,595",,"$673,082",,,,,,,,,,,,,,,,,"$69,728","$83,277",,"$41,554",,,,,"$394,009","$42,672",,"$5,614",,,,"$113,579",,,"$57,668","$249,048",,,,,,,,,,,,
1424003,,The Infidel (2010),,,"$118,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,779","$54,664",,"$109,729",,,,,,,,,,,,,"$73,527",,,,,,,,,,,,,,,,,
0319237,,Incantato (2003),,,,,,,,,,,,,,,,,,"$131,993",,,,,,,,,,,,,,,,,,"$2,912,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,356",,,,,,,,,,,,
1502404,,Drive Angry (2011),"$1,006,202",,,"$562,611",,"$508,356","$84,496","$2,319,614","$213,300",,,,"$197,097","$67,393",,"$159,422",,,,,"$208,960",,"$52,284",,,"$2,200,002","$2,853,626",,"$295,825",,"$389,740","$7,808",,,,"$1,173,146",,,,,"$33,261","$95,855","$71,441","$749,659","$889,447","$1,078,706",,,,,,"$255,370","$322,358","$685,583","$88,306",,"$448,319","$5,749,682","$41,251","$74,437","$78,037","$65,346",,"$226,928","$1,040,772",,"$334,624","$205,240","$203,159",,"$935,591","$566,160","$877,929","$2,026,367","$23,673","$721,493",
1192628,,Rango (2011),"$2,387,583",,"$10,532,753","$1,260,658",,"$1,646,279","$249,035","$5,021,346","$198,915",,,,"$1,594,851","$89,784",,"$702,135","$662,074",,,"$14,900","$410,621","$39,385","$157,358",,"$546,820","$10,563,989","$6,359,881",,"$553,846","$206,835","$594,935","$126,630","$264,124",,"$978,862","$6,831,092",,"$300,934",,,"$144,361","$84,787","$156,612","$1,162,652","$10,466,177","$1,462,733","$1,208,306","$9,395","$1,305,187",,,"$985,057","$598,954","$1,381,901","$1,194,174",,"$312,596","$11,761,936","$52,095","$977,083","$212,772","$208,974","$1,408,931","$2,782,893","$7,338,148","$952,241","$1,510,263","$405,387","$518,483",,"$725,739","$1,005,795","$890,276","$11,277,681","$93,287","$2,327,609",
0810922,,Take Me Home Tonight (2011),,,,,,,,,,,,,,,,,,,,,,,,,,"$11,226",,,,,,,,,,"$286,932",,,,,,"$51,229",,"$65,722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$72,414","$134,482",,,
1385826,,The Adjustment Bureau (2011),"$431,880",,"$7,228,501","$449,550",,"$782,306","$12,061","$1,013,794","$53,755",,,,"$232,762","$72,155",,"$310,972","$260,558",,,"$15,548","$66,491","$67,013","$70,986",,"$320,956","$5,832,458","$2,828,788",,"$700,551","$327,833","$325,229","$19,545",,,"$463,512","$2,640,766",,"$4,681,969",,,"$67,402","$156,987","$65,386","$425,119","$2,645,045","$644,874","$330,267","$40,606","$337,966",,,"$237,319","$528,502","$373,969","$713,931",,"$241,265","$4,053,567","$50,207","$664,783","$22,915","$48,930","$347,424","$2,531,594","$4,604,025","$1,018,465","$327,864","$1,654,069","$318,383",,"$775,218","$609,587","$697,351","$8,197,549","$13,939","$842,270",
1274300,,The Tempest (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,461",,,,,,,,,,,,"$15,824",,,,,"$12,667",,,,,,,,"$4,006",,,"$32,139","$10,931",,,,,,,,,$510,,,,,,"$37,380",,,
1454505,,Lapland Odyssey (2010),,,,"$1,493",,,,,,,,,,,,,,,,,,,,,"$4,727,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481572,,Happythankyoumoreplease (2010),,,,,,"$7,959",,,,,,,,,,,,,,,,,,,,,,,"$17,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$551,472",,,,,,"$60,765",,,,,,
0472399,,The Mechanic (2011),"$179,355",,"$1,708,754","$497,330",,"$413,124","$4,252","$405,879","$402,664",,,"$14,088,244",,"$25,088",,"$50,079",,,,,"$60,669",,"$62,689",,,"$1,762,203","$2,455,375",,"$605,301",,"$75,394","$31,579",,,,"$690,772",,"$217,710",,,"$64,332","$99,069","$116,074","$939,543","$1,049,194","$443,049",,"$36,594","$137,338",,,"$185,781","$355,786",,"$239,354",,"$143,871","$8,208,998","$28,885","$184,201",,,"$658,268","$1,471,238","$2,382,128",,,"$913,993","$5,578",,,"$629,116","$1,044,517","$3,915,910","$19,317",,
0480687,,Hall Pass (2011),"$633,347",,"$7,584,094","$1,452,634",,"$716,228","$58,732","$1,264,854","$95,678",,,,"$343,461","$132,626",,,,,,,"$176,247","$58,010","$91,347",,"$96,651","$3,578,037","$3,194,060","$6,737","$361,091",,"$543,703","$82,682",,,"$639,790","$1,802,615",,,,,"$66,614","$104,653","$93,407",,"$1,830,458","$803,758","$482,253","$29,960",,,,"$211,535","$180,151","$353,058","$576,630",,"$291,710","$3,154,302","$33,345","$409,214","$60,183","$143,870","$424,450",,"$1,229,672",,"$428,299",,,,,"$366,149","$410,543","$5,206,774","$185,947","$1,106,944",
1034389,,The Eagle (2011),,,"$19,066","$191,657",,"$252,359",,,"$70,264",,,,,,,"$44,826","$232,294",,,,,"$30,102","$13,518",,"$40,479","$2,123,408","$910,895",,"$70,075","$51,604","$27,656","$7,545",,,,"$645,870",,,,,"$17,573","$98,517","$53,919","$178,519","$444,692","$207,698",,,"$203,584",,,,,,"$194,474",,"$133,785","$4,065,840",,"$127,163",,,"$147,268",,"$2,469,421",,"$116,158","$78,421","$173,232",,"$119,956","$115,334","$232,789","$4,589,682",,,
1464540,,I Am Number Four (2011),"$1,029,710",,"$7,501,851","$730,028",,"$1,255,925","$34,236","$3,373,958","$310,899",,"$120,327","$17,328,244","$742,160","$55,141",,"$64,362","$689,282",,,,"$435,828","$62,512","$22,893",,"$183,666","$6,082,255","$4,580,259",,"$234,176","$906,507","$233,164","$52,494",,,"$429,919","$1,458,848",,"$3,457,836",,,"$19,926","$96,271","$33,127","$2,038,051","$2,034,825","$1,854,191","$725,234","$27,364","$720,961",,,"$161,408","$1,535,755","$831,840","$362,594",,"$261,115","$7,135,120",,"$1,463,707","$12,109","$29,162","$728,291","$4,395,393","$1,742,525","$1,783,054","$187,906","$1,678,477","$1,600,108",,"$432,145","$555,952","$719,187","$5,045,495","$30,213","$788,626",
0822791,,Blackout (2007),,,,,,,,,,,"$23,460",,"$19,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$177,157",,,,,,"$296,411",,,,,,,,,,,,,,,"$37,464",,,,
1587729,,71: Into the Fire (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$199,226",,,,,,,,,,,,,,,,,,,,,,"$63,345",,,,"$20,528,451",,,,,,,,,,,,,
1217613,,Battle Los Angeles (2011),"$987,555","$18,493","$5,891,584","$288,167","$11,923","$467,731","$186,782","$4,273,272","$152,282","$447,459","$1,002,152","$25,190,840","$1,060,086","$106,616","$20,011","$247,211","$639,879",,"$38,538","$53,900","$330,124","$41,459","$64,912","$5,240","$246,363","$3,697,098","$2,947,597","$13,617","$513,866","$1,241,299","$382,619","$79,754","$4,455,577",,"$228,431","$1,027,709","$38,191","$9,187,721","$47,389","$304,334","$56,991","$95,026","$114,498","$2,636,753","$4,230,173","$590,600","$800,643","$79,476","$417,294","$33,849",,"$877,734","$911,528","$837,215","$316,225","$128,961","$165,323","$8,313,968","$28,396","$1,635,954","$80,252","$38,358","$219,643","$8,972,614","$5,152,165","$414,631","$58,388","$1,545,552","$1,832,494","$82,376","$708,564","$378,107","$570,252","$7,792,937","$81,753","$1,728,168","$412,312"
1474276,,Summer Wars (2009),,,,,,,,,,,,,,,,,,,,,,,,,,"$75,761",,,,,,,,,,,,"$17,425,019",,,,,,,,,,,,,,,,,,,,,,"$29,785",,,,"$783,850",,,,"$39,145",,,,,,,,,
1270842,,Norwegian Wood (2010),,,,"$32,607",,"$101,772",,"$28,998",,,,,,,,"$31,284","$49,609","$13,000",,,,,,,"$80,312",,"$114,183",,,"$257,320",,,,,,,,"$16,339,686",,,,,,,,"$194,767","$6,752",,"$125,832",,,,,,,,,"$225,053",,"$77,990",,,,"$132,453","$383,827","$190,850",,"$150,304","$19,783",,"$38,003",,,"$550,334",,,
1305591,,Mars Needs Moms (2011),"$1,064,388",,"$82,808",,,,"$73,102",,"$157,216",,,,"$885,922",,,"$135,738",,,,,"$530,622","$2,562",,,,,,"$4,280","$190,709",,"$179,846","$85,049",,,"$303,258","$29,388",,,,,,"$33,802",,"$500,360","$3,437,291",,"$91,962","$8,502","$14,832",,,"$218,093","$175,037","$562,796",,,"$199,417","$5,728,634",,"$129,704",,,"$177,128",,,,,,"$51,326",,,"$493,713","$302,588","$784,118","$32,286","$1,174,443",
1326204,,Crude (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,586",,,
0896923,,The City of Your Final Destination (2009),,,"$29,630",,,,,,,,,,,,,,,"$493,296",,,,,,,,,,,,,,,,,,"$916,654",,,,,,,,,,,,,,,,,,,"$4,387",,,,,"$4,821",,,,,,,,,,,,,,,,,
1569364,,Black Lightning (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,680,048",,,,,,,,,,,,,,,,,,,
1143896,,Holy Rollers (2010),,,,,,"$27,235",,,,,,,,,,,,,,,,,,,,"$277,728",,,,,,,,,,,,,,,,,,,,,"$19,193",,,,,,,,,,,,,,,,,,,,,,,,,,,"$117,046",,,
0345185,,In the City (2003),"$12,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284526,,The Country Teacher (2008),,,,,,"$8,511",,,,,,,,,,"$1,273,173",,,,,,,,,,"$68,917","$130,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0488380,,Closing the Ring (2007),,,"$385,671",,,,,"$134,925",,,,,,,,"$2,879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$966,"$114,667",,,,,,,,"$23,066",,,,,"$19,110",,"$6,617","$12,357",,"$269,893",,,"$8,501",,,"$153,274",,"$10,149","$296,867",,,
1555149,,Elite Squad 2: The Enemy Within (2010),,,,,,"$14,940",,"$62,927,562",,,,,,,,,,,,,,,,,"$9,184",,,,,,,"$14,933",,,,,,,,,,,,,,,,,"$88,777",,,,,"$54,113","$358,622",,,,,,,,"$6,524","$4,235",,"$29,151",,,,,,,,"$10,690",,,
0411272,,Mesrine: Public Enemy No. 1 (2008),,,,,,,,,,,,,,,,,,"$275,387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,763",,,,,,,"$29,203",,,,,,
1564367,,Just Go with It (2011),"$904,659","$29,200","$9,025,086","$2,518,827","$19,300","$927,691","$162,258","$11,661,400","$161,463","$752,557","$435,619",,"$1,218,601","$180,234","$34,300","$411,299","$695,697",,"$141,688","$26,331","$317,150","$123,147","$128,612",,"$511,147","$2,295,207","$12,226,518","$24,907","$959,972","$517,119","$995,436","$121,838","$522,578",,"$1,728,634","$2,153,785","$68,095",,"$116,481",,"$155,940","$205,900","$107,902","$576,883","$7,541,885","$1,396,707","$600,960","$140,737","$676,740","$21,629",,"$997,060","$639,198","$1,005,962","$1,192,391","$137,788","$539,544","$13,174,937","$83,774","$996,463","$233,888","$321,361","$2,534,937",,"$5,711,634","$1,116,916","$1,546,447","$2,257,650","$330,417","$104,731","$1,070,921","$918,252","$832,831","$9,287,544","$244,048","$2,805,280","$270,646"
1521848,,Potiche (2010),"$163,230",,"$832,364","$634,316",,"$894,767",,"$501,602",,,,,,,,,,,,,,,,,"$53,423","$18,154,444","$4,254,683",,"$69,716",,,,,,,"$1,051,787",,,,,"$24,144","$11,782","$10,043",,"$68,976","$508,221","$216,769",,"$192,299",,,,,"$201,479",,,"$12,614","$193,330","$18,644",,,,,,"$828,305","$301,836",,,,,"$43,879",,,"$1,312,028","$22,733","$113,623",
1664894,,Cave of Forgotten Dreams (2010),"$139,327",,"$292,751","$149,771",,,,"$45,233",,,,,,,,,,,,,,,,,,"$202,523","$629,949",,,,,,,,,"$25,100",,,,,,,,,"$19,587","$44,939","$180,591",,,,,,,,"$28,954",,,,,,,,,,"$138,116",,,,,,,,,"$959,905","$21,681",,
1486185,,Red Riding Hood (2011),"$812,221",,"$4,800,119","$440,718",,"$902,781","$79,915","$2,337,618","$110,994",,,,"$966,807","$56,464",,,"$343,501",,,,"$215,536","$32,990","$36,024",,"$600,099","$2,987,782","$2,190,702","$9,316","$1,244,855","$482,273","$139,965","$22,900",,,"$169,319","$2,578,521",,"$1,313,995",,,"$50,284","$113,323","$37,786","$630,933","$4,049,641","$340,524","$495,890","$25,367","$740,103",,,"$509,891","$1,334,699",,"$519,361",,"$156,085","$4,161,602","$51,040","$718,249",,"$39,148","$674,904","$2,520,786","$4,706,679","$559,001",,"$768,836","$336,259",,"$424,263","$243,438","$338,137","$4,377,364","$41,734","$757,472",
1464174,,"Big Mommas: Like Father, Like Son (2011)","$145,988",,"$2,355,403","$497,223","$24,963","$1,353,926","$70,279","$3,136,006","$148,629",,"$66,836",,"$739,216","$45,115",,,,,,"$23,707","$230,789","$60,207",,"$5,744",,"$2,813,926","$2,946,414",,,,"$286,269","$49,300",,,,"$40,569",,,,"$1,112,657","$44,040","$308,439","$57,703","$853,428","$3,761,284","$1,520,573","$228,180",,,"$50,336",,"$642,257","$266,331","$96,796","$309,932","$304,070","$190,431","$2,185,694",,"$785,990",,"$132,519","$1,352,084",,"$2,420,490","$366,827",,"$42,021","$16,137",,"$57,833",,"$1,075,925","$8,340,294","$55,768","$1,430,585",
1512235,,Super (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,411",,,
1740707,,Troll Hunter (2010),,,,,,"$21,946","$19,641",,,,,,,"$2,850",,,,,,,,,,,,"$23,737",,,,,,,,,,,,,,,,,,"$67,807","$202,745",,,,"$3,906,234",,,"$27,643",,"$13,379","$5,828",,,,,,,,,,,,,,,,"$14,386",,,"$781,458",,,
0945513,,Source Code (2011),"$1,271,291",,"$5,951,576","$434,725",,"$819,506",,"$363,346","$106,577",,"$150,073","$10,120,593",,"$64,595",,"$230,718",,,,,"$64,820","$118,448","$54,898",,"$216,367","$6,556,672","$3,461,971",,"$483,327","$1,188,443","$249,153","$48,377",,,,"$2,718,562",,"$5,354,083",,,"$62,982","$171,270","$51,402","$661,101","$2,882,091","$1,195,467","$937,228",,"$389,777",,,"$344,338","$278,534","$1,175,982","$321,967",,"$265,063","$5,053,622","$25,649","$924,597","$56,296",,"$371,142","$8,966,835","$4,147,621","$393,888",,"$2,916,077","$1,041,559",,"$1,165,884","$150,936","$812,742","$9,933,594","$41,375","$507,898",
1229822,,Jane Eyre (2011),,,"$3,303,178","$152,696",,"$148,390",,,,,,,,"$4,038",,"$190,579","$313,708",,,,,,"$44,195",,,"$315,254","$1,091,405",,"$139,716","$84,055",,,,,,"$445,255",,,,,"$41,113","$21,525","$32,121",,,"$124,066","$500,717",,"$358,253",,,,,"$159,043","$91,001",,,"$1,104,032","$5,377","$55,053",,"$30,041","$248,379","$910,338","$1,198,552","$292,786",,"$166,063",,,"$58,925","$95,593","$64,947","$7,836,637",,,
1440770,,X Games 3D: The Movie (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$81,313",,,,,,,,,,,,,,
0978764,,Sucker Punch (2011),"$277,656",,"$4,590,740","$561,138",,"$654,882","$42,952","$1,072,454","$82,027",,,,"$107,016","$27,018",,"$124,821","$302,284",,,,"$167,848","$15,635","$33,138",,"$190,790","$4,958,885","$4,230,565","$6,589","$372,555","$651,741","$190,907","$44,060",,,"$124,923","$1,349,817",,"$2,793,077",,,"$37,631","$15,008","$19,414","$1,312,528","$1,993,564","$963,885","$760,518","$24,525","$333,719",,,"$108,466","$1,114,810","$330,188","$195,775",,"$109,453","$3,831,792","$15,446","$904,874","$14,247","$14,986","$186,626","$1,093,929","$1,355,415","$662,939",,"$1,050,203","$512,699",,"$345,882","$213,496","$385,473","$3,823,250","$4,773","$333,422",
1530975,,Putty Hill (2010),,,,"$8,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561768,,Essential Killing (2010),"$27,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185376,,Map of the Sounds of Tokyo (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$83,371",,,,,,,,,,,,,,,,,,,
1016205,,The Mourning Forest (2007),"$5,786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,474",,,,,,,,,,,,,
1457766,,The Kings of Mykonos (2010),,,"$4,243,936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487118,,Chalet Girl (2011),,,"$77,342","$95,123",,"$54,930",,,,,,,,,,,,,,,,,,,,,"$430,514",,,,,"$13,007",,,,,,,,,,,,,,"$316,496","$32,695",,,,,,,,"$27,952",,,"$1,193,445",,"$20,029",,,"$19,799",,,,,,,,,"$73,334","$48,511","$3,063,763",,,
0951335,,The New Daughter (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,088",,,,,,,,,,,,,,,,,
1454523,,Black Bread (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,770,657",,,,,,,,,,,,
0765444,,Eden (2006),"$44,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,519",,
1156506,,Connected (2008),,,,,,,,,,,,"$6,953,637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305897,,Ingrid (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,782","$1,913,279",,,,,,,,,,,
1418646,,Beneath Hill 60 (2010),,,,,,,,,,,,"$762,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
