imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kenya,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Norway,Palestine,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,Russia/CIS,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Soviet Union,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies
0314412,,My Life Without Me (2003),"$71,103","$118,726","$108,867",,,,,,,,,,,,,"$8,522",,,"$400,948",,,,,,,"$400,570","$453,328",,,,,,,,,"$57,647",,"$5,391,959",,,,,,,,"$147,625",,,,"$12,705",,,,,,,,,,,,,,,,,,"$54,900",,"$2,441,378",,,,,,,,"$58,895",,,
0362511,,Dorm Daze (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$380,238",,,,,,,,,,,,,,,,,,,,
0318202,,To Be and to Have (2002),"$28,818","$643,435","$83,842",,,,,,,,,,,,,,,,"$777,129",,,,,,"$8,013","$9,518,564","$1,040,201",,,,,,,,,"$430,148",,,,,,,,,,,,,,,"$7,471","$17,213",,,,,$178,,,,,,,,,,,,,"$548,566",,,"$47,254",,,,,"$707,541",,,
0286244,,The Triplets of Belleville (2003),"$67,912","$203,767","$58,336",,,,,,,,,,,,,"$26,383",,,,,,,,,"$5,547","$4,450,885","$135,940","$78,400",,,"$40,084",,,,,"$448,718",,,,,,,,,,,,,,,"$57,049","$21,554",,,,"$26,072","$154,122",,,,"$52,482",,,,,,,,,"$60,388",,,"$46,248",,,,,"$863,209",,,
0086541,,Videodrome (1983),,,,,,,,,,,,,,,,,,,"$2,120,439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0282674,,Lagaan: Once Upon a Time in India (2001),,,"$41,657",,,,,,,,,,,,,,,,"$909,043",,,,,,,,$450,,,,,,,,,"$62,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$710,967",,,
0055031,,Judgment at Nuremberg (1961),,,,,,,,,,,,,,,,,,,,,,,,,,"$3,100",,"$9,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047472,,Seven Brides for Seven Brothers (1954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,672",,,,,,,,,,,,,
0089424,,Kiss of the Spider Woman (1985),,,,,,,,,,,,,,,,,,,"$17,005,229",,,,,,,"$4,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092603,,Babette's Feast (1987),,,,,,,,,,,,,,,,,,,"$4,398,938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$180,265",,,,,,,,"$58,717",,,
0120125,,The Barber of Siberia (1998),,,,,,,,"$30,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,600,000",,,,,,,"$3,398",,,,,,,,,,,,,
0103786,,Beethoven (1992),,$102,,,,,,,,,,,,,,,,,"$57,114,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101507,,Boyz n the Hood (1991),,,,,,,,,,,,,,,,,,,"$57,504,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,001",,,
0074256,,Bugsy Malone (1976),,,,,,,,,,,,,,,,,,,"$2,783,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,579",,,
0255067,,Common Wealth (2000),,,"$12,204",,,,,,,,"$36,724",,,,,,,,,,,,,,,"$241,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0251433,,Time and Tide (2000),,"$2,224",,,,,,,,,,,,,,,,,,,,,,,,"$230,984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0085959,,The Meaning of Life (1983),,,,,,,,,,,,,,,,,,,"$14,929,552",,,,,,,"$20,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0065207,,Where Eagles Dare (1968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091251,,Come and See (1985),,,,,,,,,,,,,,,,,,,"$71,909",,,,,,,,,"$96,908",,,,,,,,,,,,,,,,,,,,,,,$580,,,,,,,,,,,,,,,,,,"$20,760,251",,,,,,,,,,,,
0045205,,Sudden Fear (1952),,,,,,,,,,,,,,,,,,,"$24,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0311941,,Try Seventeen (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,161",,,,,,,,,,,,,,,,,,,,
0284478,,Charlotte Sometimes (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,"$97,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0313443,,Out of Time (2003),"$287,075","$875,451","$106,018",,,,,"$17,124",,,,,,,,"$30,942",,,,,,,"$5,636",,"$15,794","$1,419,154","$716,533",,,,"$81,730",,,,,"$2,205,075",,"$433,023",,,,,,,,"$649,108",,,,"$302,091","$121,346","$101,789",,,,"$63,566","$205,382",,,,"$159,128",,,,,,"$276,038",,,"$2,411,742",,,,"$60,700","$14,443",,,"$2,498,081",,,
0332379,,School of Rock (2003),"$123,212","$6,274,713","$1,107,344",,"$523,087",,"$337,623","$1,294",,"$95,684","$106,853",,"$18,535","$48,912","$20,185","$30,167","$43,059","$184,618","$81,261,177",,,"$32,991","$3,110","$19,315","$272,347","$1,542,699","$5,432,447","$265,208",,"$262,291","$92,640","$75,290","$45,937","$97,867","$133,150","$961,683",,"$3,150,134","$7,243","$10,949","$24,645",,,"$10,949","$174,186","$1,365,360",,"$56,361",,"$1,074,008","$122,115","$308,515",,"$102,616","$180,408","$41,815","$287,074",,"$10,221","$231,869","$226,966",,"$6,690","$603,994",,"$62,001","$716,378","$462,352",,"$1,330,126","$435,990","$807,349","$133,566","$182,871","$52,080","$61,800",,"$19,218,493",,"$42,145",
0380275,,Concert for George (2003),,,,,,,,,,,,,,,,,,,"$134,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,502",,,
0340377,,The Station Agent (2003),,"$47,433","$27,090",,,,,,,,,,,,,,,,"$5,739,376",,,,,,"$59,392",,"$277,600",,,,,,,,,,,,,,,,,,,,,,,,"$502,632","$37,616",,,,,,,,,,,,,,,,"$21,523",,"$9,928",,,,,"$39,960",,,"$903,919",,,
0335563,,Wonderland (2003),"$28,677","$103,137",,,,,,,,,"$18,663",,,,,,,,,,,,,,,"$312,069",,,,,,,,,,"$86,157",,,,,,,,,,"$154,288",,,,,"$9,502",,,,,,"$35,654",,,,,,,,,,,,,"$36,086",,,,,,,,"$302,963",,,
0340468,,Bus 174 (2002),,"$4,787",,,$259,,,,,,,,,,,,,,"$217,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0327056,,Mystic River (2003),"$1,562,289","$4,765,090","$514,943",,,,,"$73,965",,,"$551,258",,,,,"$41,800",,,,,,,"$17,650",,"$225,370","$7,641,391","$1,056,161","$2,304,000",,"$83,196","$59,440",,,,,"$7,071,998",,"$7,411,838",,,,,,,,"$2,361,267",,,,"$392,693","$439,082","$300,442",,,,"$80,849","$560,040",,,,"$632,764",,,,,,,,,"$6,953,801",,,,,"$422,134",,,"$4,284,056",,,
0326900,,Good Boy (2003),,"$594,801",,,,,,,,,,,,,,,,,"$37,667,746",,,,,,,,"$8,355",,,"$91,401",,,,,,"$34,179",,,,,,,,,,"$1,822,333",,,,,"$208,787",,,,,"$69,169",,,,,"$379,749",,,,,,"$178,399",,,"$5,387",,,,"$80,900",,,,"$1,343,709",,,
0317676,,House of the Dead (2003),"$95,011",,,,,,,,,,"$59,122",,,,,,,,,,,,"$9,933",,,,,,,"$309,915",,,,,,"$732,645",,,,,,,,,,"$1,100,668",,,,,,,,,,,"$35,833",,,,"$245,150",,,,,,,,,"$546,647",,,,"$52,600",,,,"$197,282",,,
0138524,,Intolerable Cruelty (2003),"$572,092","$5,816,924","$1,885,515",,"$1,637,828",,"$1,633,588","$60,396",,"$39,933","$169,298",,"$133,750",,"$115,657","$316,219","$354,034","$1,070,622","$35,327,628",,,,"$95,800",,"$411,368","$8,744,342","$8,809,812","$2,125,437",,"$182,489","$298,609","$173,087","$113,798","$162,464","$1,662,497","$11,642,818",,"$1,777,266","$37,053",,,,,,"$100,931","$3,001,789",,,,"$1,321,018","$474,917","$663,808",,"$199,269",,"$584,735","$894,857",,"$86,998",,"$1,725,299",,"$39,113","$289,833",,,"$770,293","$1,082,660",,"$7,868,455","$475,295","$2,604,745","$529,246","$153,634","$1,008,444",,,"$11,306,817",,"$248,763",
0266697,,Kill Bill: Vol. 1 (2003),"$825,353","$5,873,489","$1,501,571",,,,,"$34,879",,,"$486,314",,,,,"$1,180,399",,,"$70,099,045",,,,"$61,605",,"$781,256","$13,559,208","$8,432,199",,,"$545,887","$401,545",,,,,"$7,610,643",,"$20,034,221",,,,,,,,"$1,439,516",,,,"$2,584,572","$626,060","$1,243,582",,,,"$1,178,449",,,,,"$3,120,000",,,,,,"$504,028",,,"$5,835,334",,,,"$377,600","$545,492",,,"$19,958,331",,,
0322289,,The Flower of Evil (2003),"$153,690",,"$87,295",,,,,,,,,,,,,,,,,,,,,,,"$6,189,710","$659,346",,,,,,,,,"$293,887",,,,,,,,,,"$21,868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0313542,,Runaway Jury (2003),,"$2,220,579","$267,363",,"$558,301",,,"$69,632",,,,,,,,"$36,835",,,,,,,"$21,067",,"$180,153","$3,767,970","$1,776,124","$462,743",,,"$102,168","$24,452",,,,"$3,767,970",,"$330,575",,,"$33,650",,,,,"$1,536,388",,,,"$442,814","$292,056","$202,419",,,,"$201,321","$209,701",,,,"$129,239",,,,,,"$607,455",,,"$3,887,630","$374,473",,,"$61,200","$79,608",,,"$2,775,361",,,
0324216,,The Texas Chainsaw Massacre (2003),"$66,008","$2,636,548","$489,756",,,,,"$20,129",,,,,,,,"$229,833",,,"$80,571,655",,,,"$27,276",,"$159,064","$1,468,107","$1,623,397","$320,000",,"$283,361","$48,283",,,,,,,,,,,,,,,"$1,600,136",,,,"$477,800","$255,477","$309,139",,,,"$406,862","$57,682",,,,"$572,356",,,,,,"$169,607","$1,361,063",,"$1,118,744",,,,,"$291,053",,,"$6,647,662",,,
0311648,,Pieces of April (2003),,"$42,607","$33,105",,,,,,,,,,,,,,,,"$2,528,664",,,,,,,,"$188,012",,,,,,,,,"$10,293",,,,,,,,,,,,,,,"$34,733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0339579,,Returner (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$340,920",,,,,,,,"$9,564,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0325055,,Sylvia (2003),,"$92,042",,,,,,,,,,,,,,,,,,,,,,,,,,"$179,200",,,,,,,,,,,,,,,,,,,,,,,"$107,819","$53,551",,,,,"$41,396",,,,,,,,,,,"$33,103",,"$137,313",,,"$17,960",,"$11,201",,,"$484,989",,,
0312549,,Veronica Guerin (2003),,"$284,193","$45,401",,,,,,,,,,,,,,,,,,,,,,,"$143,033","$160,949","$128,900",,,,,,,,"$74,207",,,,,"$6,625",,,,,"$51,725",,,,"$75,906","$68,008",,,,,,,,,,,,,,,,"$20,596",,,"$664,944",,,,,,,,"$4,836,419",,,
0199626,,In the Cut (2003),,"$1,097,392",,,,,,,,,"$49,926",,,,,"$81,161",,,,,,,,,"$27,417","$2,482,197","$238,720","$327,050",,"$128,884",,,,,,"$5,886,478",,"$1,733,492",,,,,,,,"$1,141,880",,,,"$65,825","$183,939","$18,509",,,,"$134,847",,,,,,,,,,,,,,"$270,701",,,,"$27,900","$48,399",,"$25,232","$1,625,239",,,
0294357,,Beyond Borders (2003),"$14,814","$40,761",,,,,"$148,750",,,"$46,301","$23,297",,"$34,606",,,,,"$14,672",,,,"$24,233",,,,,"$121,703","$169,100",,,,,,,,"$345,112",,"$4,041,974",,,"$15,544",,,,,"$317,179",,,"$44,622","$16,728",,"$17,240",,"$38,488",,,,,,,,,,"$7,551",,"$22,207","$124,642","$76,717",,"$1,353,182","$26,422",,,,,,,,,"$76,030",
0316465,,Radio (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,383",,,,,,,,,,,,,,,,,,,"$41,100",,,,,,,,,,,"$15,560",,,,,,,,,,"$34,455",,,"$183,418",,,,,,,,"$16,442",,,
0306047,,Scary Movie 3 (2003),"$873,055","$6,072,297","$2,119,945",,,,,,,,"$535,065",,,,,"$356,319",,,,,,,"$13,206",,"$584,996","$9,774,867","$16,331,124","$1,438,812",,"$427,872","$271,616",,,,,"$11,038,572",,,,,"$117,115",,,,,"$5,428,334",,,,"$3,672,242","$756,374","$985,112",,,,"$848,546","$896,383",,,,"$3,710,000",,,,,,"$1,099,760",,,"$10,738,654",,,,"$418,200","$230,230",,,"$16,733,649",,,
0328880,,Brother Bear (2003),"$1,519,309","$6,747,370","$3,376,119",,,,,"$33,035",,,"$1,084,495",,,,,"$384,589",,,,,,,"$6,478",,"$2,123,668","$24,240,164","$19,368,256","$381,000",,"$1,105,497","$445,991",,,,,"$7,485,862",,"$14,409,556",,,"$65,572",,,,,"$13,652,622",,,,"$3,615,282","$851,758","$2,636,235",,,,"$3,475,150","$758,338",,,,"$971,204",,,,,,"$1,083,023",,,"$9,527,739",,,,"$271,200","$646,003",,,"$10,612,646",,,
0363589,,Elephant (2003),"$14,386","$26,783",,,,,,,,,"$56,895",,,,,,,,,,,,,,"$106,416","$4,477,286","$99,921",,,,,,,,,"$1,037,301",,,,,,,,,,"$48,339",,,,"$88,646","$115,049","$72,964",,,,,,,,,,,,,,,,"$81,523",,"$129,367",,,,,,,,"$357,998",,,
0314676,,The Singing Detective (2003),,"$24,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,567",,,,,,,,"$42,116",,,
0064505,,The Italian Job (1969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$113,867",,,
0313670,,Sweet Sixteen (2002),,"$23,232",,,,,,,,,,,,,,,,,"$316,319",,,,,,,"$1,447,940","$27,023","$62,800",,,,,,,,"$430,223",,,,,,,,,,,,,,,"$21,978",,,,,,,,,,,,,,,,,,,"$498,958",,,,,"$8,527",,,"$1,124,374",,,
0325655,,The Eye (2002),"$29,222",,,,,,,,,,,,,,,,,,,,,,,,"$6,994","$1,094,266",,"$59,700",,"$1,738,572","$19,227",,,,,"$2,856,790",,,,,,,,,,"$1,430,809",,,,,,"$31,968",,,,,,,,,,,,,,,,"$2,952,059",,"$908,455",,,"$524,905",,,,,,,,
0065531,,The Red Circle (1970),,,,,,,,,,,,,,,,,,,"$432,820",,,,,,"$6,724",,,,,,,,,,,,,,,,,,,,,,,,,,"$1,027",,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,184",,,
0308383,,The Human Stain (2003),,"$131,596","$23,583",,,,,"$36,519",,,,,,,,"$39,466",,,,,,,"$10,195",,"$143,376","$2,066,663","$975,192","$585,750",,"$31,287",,,,,,"$6,038,778",,"$1,374,000",,,,,,,,"$761,219",,,,"$86,512","$21,417","$68,285",,,,"$219,009",,,,,"$313,898",,,,,,,,,"$2,443,578",,,,,"$486,212",,,"$134,053",,,
0368745,,Girlhood (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,241",,,,,,,,,,,,,
0323944,,Shattered Glass (2003),,"$96,186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,741",,,,,,,,,,,,,"$99,124",,,,,,,,"$337,281",,,
0242653,,The Matrix Revolutions (2003),"$1,828,573","$13,015,662","$2,610,853",,,,,"$419,112",,,,,,,,"$926,112",,,"$139,313,948",,,,"$10,515",,"$1,609,925","$24,214,417","$16,198,045","$1,232,000",,"$2,300,506","$690,333",,"$700,000",,,"$11,190,290",,"$61,050,622",,,,,,,,"$7,470,073",,,,"$4,645,962","$2,209,991","$2,515,112",,,,"$3,441,705","$1,787,068",,,,"$12,000,000",,,,,,"$1,875,400",,,"$12,812,680",,,,"$2,331,000","$3,530,650","$3,361",,"$31,021,051",,,
0319343,,Elf (2003),"$78,368","$6,197,979","$299,640","$21,650","$134,732","$7,338","$196,622",,,"$176,329","$23,205",,"$154,036",,,,,,"$178,053,220",,,,,,,"$902,069","$801,913","$206,558",,,,"$157,547",,"$24,279",,"$894,430",,,,,"$207,473",,,,,"$1,596,764",,,,"$68,937","$391,796",,"$176,329","$99,221","$141,171",,"$78,740","$655,429",,"$487,905","$358,054",,,"$395,976",,"$27,582","$271,999",,,"$4,082,173",,,"$21,121","$103,952",,"$23,082",,"$2,663,222",,"$220,990","$49,205"
0379713,,Billabong Odyssey (2003),,"$170,247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0155722,,Gloomy Sunday (1999),,,,,,,,,,,,,,,,,,,"$585,604",,,,,,,,,,,"$60,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0337961,,In My Skin (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$21,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0314331,,Love Actually (2003),"$407,812","$13,328,560","$2,243,116",,"$1,981,140",,"$3,059,112","$79,658",,"$250,000","$157,787",,"$196,646",,,"$447,928","$489,893","$1,918,831","$59,696,144",,,"$71,872","$31,166",,"$949,181","$6,470,401","$14,402,665","$1,907,964",,"$1,322,540","$940,859","$389,112","$142,846","$239,196","$1,326,926","$8,186,390",,"$14,224,088","$47,397",,"$89,055",,,,,"$1,076,161",,,,"$5,035,140","$2,031,980","$4,410,198",,"$201,159",,"$2,655,124","$2,366,220",,"$77,194",,"$2,068,143",,"$79,738","$795,683",,,"$1,680,224","$2,124,443",,"$9,339,384","$3,549,311","$3,527,582","$846,096","$696,423","$1,352,164",,"$165,900","$63,499,523",,"$185,794",
0330247,,Love Forbidden (2002),,,,,,,,,,,,,,,,,,,"$11,421",,,,,,,"$25,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0373175,,My Architect (2003),,,,,,,,,,,,,,,,,,,"$2,762,863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$128,488",,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,886",,,
0318155,,Looney Tunes: Back in Action (2003),"$450,854","$2,891,437","$441,440",,,,,,,,,,,,,"$76,716",,,,,,,"$8,103",,"$235,477","$5,294,410","$1,174,367","$386,400",,"$157,936","$78,315",,,,,"$3,091,152",,,,,,,,,,"$4,171,346",,,,"$527,845","$416,198","$435,663",,,,"$198,258",,,,,"$685,697",,,,,,"$264,119",,,"$2,790,446",,,,"$97,600","$641,644",,,"$9,599,084",,,
0311113,,Master and Commander: The Far Side of the World (2003),"$936,649","$10,396,176","$608,648",,"$1,595,931","$11,649","$2,343,050","$202,958",,"$313,526","$536,102","$2,454,581","$292,820","$142,934",,"$281,024","$321,830","$1,334,490",,,,"$73,251","$87,975","$87,068","$837,236","$7,544,576","$5,316,072",,"$1,549,830","$441,577","$154,183","$112,698","$201,243","$332,157","$480,679","$15,111,841",,"$9,279,812",,"$101,584","$132,634",,,"$49,538","$271,568","$3,636,450",,,"$319,034","$1,083,575","$1,398,638","$2,155,632",,"$253,468","$509,810","$692,269","$1,010,277","$460,982","$90,316",,"$2,919,991","$750,304","$92,225","$516,022",,"$124,085","$628,715","$2,775,949",,"$13,129,821","$2,182,965","$1,420,804","$1,941,625","$615,116","$912,616","$427,457",,"$13,265,370","$81,309","$361,900",
0343121,,Tupac: Resurrection (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,315",,,,,,,,,,,"$29,248",,,
0338188,,The Missing (2003),,"$3,086,851","$182,378",,,,,,,,"$6,912",,,,,,,,,,,,,,"$14,266","$494,634","$1,935,308",,,,,,,,,,,,,,,,,,,"$451,754",,,,,"$340,308","$45,574",,,,,"$177,581",,,,,,,,,,"$114,730",,,"$139,468",,,,,,,,"$2,819,271",,,
0312528,,The Cat in the Hat (2003),"$92,743","$105,645","$312,399",,"$237,437",,"$449,970",,,"$58,023","$215,499",,"$121,168","$37,169",,,,"$174,472",,,,,,,"$49,232","$506,362","$1,619,230","$80,668",,"$104,948","$78,368",,,"$25,145","$391,413",,,,,,"$8,740",,,,,"$2,627,539",,,,"$285,396","$1,016,303","$127,462",,"$86,784",,"$109,803","$51,679",,,"$464,000","$498,139",,,"$131,528",,"$11,608","$288,050",,,"$665,128","$60,934","$118,502","$233,419",,"$243,795",,"$95,200","$13,828,494",,"$182,415",
0348836,,Gothika (2003),"$445,355","$3,234,371","$1,395,958",,,,,"$70,739",,,"$141,355",,,,,"$209,053",,,,,,,"$96,336",,"$282,217","$10,472,049","$8,224,202","$1,035,520",,"$246,002","$192,883",,,,,"$5,410,125",,"$2,119,087",,,,,,,,"$5,209,673",,,,"$1,860,818","$819,018","$463,705",,,,"$645,305","$317,707",,,,"$1,049,629",,,,,,"$674,405",,,"$8,018,605",,,,"$214,700","$1,047,690",,"$123,700","$9,623,405",,,
0315733,,21 Grams (2003),"$637,305","$2,363,809","$258,482",,,,"$909,400","$43,001",,"$164,006","$381,103",,"$203,442",,,"$169,870",,,"$16,290,476",,,"$54,562",,,"$214,703","$4,644,078","$1,021,277","$702,050",,"$110,453","$87,372",,,,,"$5,549,599",,"$2,059,191",,,"$23,555",,,,,"$4,949,270",,,,"$517,763","$122,592","$327,430",,"$78,629",,"$356,483","$433,552",,,,"$458,848",,,,,,,"$438,268",,"$5,552,041",,,,,"$388,641",,"$39,037","$4,470,545",,"$332,973",
0338135,,The Barbarian Invasions (2003),"$449,069","$448,840","$107,317",,,,,"$2,263",,,"$23,788",,,,,"$65,450",,,"$8,544,975",,,,,,,"$7,941,164","$317,185","$328,550",,"$16,444","$9,077",,,,,"$4,380,190",,,,,"$6,320",,,,,,,,,"$183,315","$23,588",,,,,,,,,,,,,,,,,,,"$1,388,311",,,,,"$14,927",,,"$274,108",,,
0333764,,Blue Gate Crossing (2002),,,,,,,,,,,,,,,,,,,"$6,242",,,,,,,"$19,832",,,,"$77,457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,509",,,,,"$122,536",,,,,,,,
0307987,,Bad Santa (2003),"$21,272","$2,801,131","$169,792",,,,,,,,,,,,,"$117,849",,,"$60,060,328",,,,,,"$114,532","$369,719","$1,091,895","$489,950",,"$4,437","$293,033",,,,,"$2,267,750",,,,,,,,,,"$451,367",,,,"$228,593","$156,066","$412,576",,,,"$732,236","$34,901",,,,"$671,421",,,,"$50,176",,,,,"$228,692",,,,,,,,"$4,751,324",,,
0338094,,The Haunted Mansion (2003),"$640,678","$4,363,575","$1,126,586",,,,,"$39,650",,,"$329,216",,,,,"$63,500",,,,,,,"$36,338",,"$254,737","$7,244,007","$6,638,130",,,"$731,754","$123,713",,,,,"$3,794,232",,"$29,739,049",,,,,,,,"$8,490,154",,,,"$1,116,497","$679,361","$183,204",,,,"$498,268","$557,076",,,,"$1,422,105",,,,,,"$329,478",,,"$7,635,093",,,,"$640,500","$298,250",,,"$14,866,970",,,
0300556,,Timeline (2003),,"$941,902","$71,024",,"$308,917",,"$326,629","$29,370",,"$32,318","$50,755",,"$35,888",,,,,"$28,288",,,,"$31,911","$8,342",,,"$536,565","$797,670","$392,000",,,,$257,,"$90,619","$124,790","$2,738,213",,"$8,881,968","$7,763",,"$12,209",,,,"$151,464","$1,413,720",,"$4,547",,"$86,000","$181,400","$17,096",,"$74,258",,,"$221,363",,"$29,968",,"$754,988",,"$6,917","$116,695",,"$52,539","$143,042",,,"$2,458,398","$51,288",,,,"$388,322","$103,361",,"$1,104,933",,"$132,825",
0101829,,Europa (1991),,,,,,,,,,,,,,,,,,,"$1,007,001",,,,,,,,,,,,,,,,,"$7,275",,,,,,,,,,,,,,,,,,,,,,,,,"$7,068",,,,,,,,,,,,$938,,,,,,,,
0010323,,The Cabinet of Dr. Caligari (1920),,,,,,,,,,,,,,,,,,,"$8,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091167,,Hannah and Her Sisters (1986),,,,,,,,,,,,,,,,,,,"$40,084,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0077745,,Invasion of the Body Snatchers (1978),,,,,,,,,,,,,,,,,,,"$24,946,533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0070849,,Last Tango in Paris (1972),,,,,,,,,,,,,,,,,,,"$36,144,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,891",,,,,,,,,,,,,,,,,,,,,"$35,290",,,
0101316,,The Lover (1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$113,896",,,,,,,,,,,,,
0091495,,Matador (1986),,,,,,,,,,,,,,,,,,,"$279,394",,,,,,,"$3,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0048424,,The Night of the Hunter (1955),,,,,,,,,,,,,,,,,,,,,,,,,,"$2,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$518,,,,,,,,,,,,,,,,,,,,,,,,
0093692,,Over the Top (1987),,,,,,,,,,,,,,,,,,,"$16,057,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
