imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kenya,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Norway,Palestine,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,Russia/CIS,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Soviet Union,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies
0323572,,Chasing Papi (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$553,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310281,,A Mighty Wind (2003),,"$343,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$99,482",,,,,,,,,,,,,,,,,,,,,,,,,,,"$259,189",,,
0311289,,Holes (2003),,"$446,507",,,,,,,,,,,,,,,,,,,,,,,,,"$95,562",,,,,,,,,"$9,525",,,,,,,,,,"$344,238",,,,,"$221,152",,,,,,,,,,"$103,177",,,,,,,,,"$79,689",,,,,,,,"$2,345,021",,,
0328099,,Malibu's Most Wanted (2003),,"$190,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301727,,Winged Migration (2001),"$15,800","$1,462,580","$156,813",,,,,,,,,,,,,,,,"$11,689,053",,,,,,"$25,483","$13,191,225","$4,257,015",,,"$41,908","$20,251",,,,,"$516,362",,,,,,,,,,"$39,154",,,,,"$267,544","$23,584",,,,"$918,218","$36,416",,,,"$19,560",,,,,,,,,"$385,552",,,"$57,929",,,,,,,,
0236027,,Flickering Lights (2000),,,,,,,,,,,,,,,,"$4,259",,"$2,755,702",,,,,,,,,,,,,$58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0250371,,The Other Side of Heaven (2001),,,,,,,,,,,,,,,,,,,"$4,720,371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310910,,Confidence (2003),"$90,203","$620,842",,,,,,,,,"$13,142",,,,,"$243,692",,,,,,,"$25,374",,"$68,824","$494,138","$70,301","$302,400",,"$26,395","$78,110",,,,,"$3,162,056",,,,,,,,,,"$570,310",,,,,"$877,058","$40,637",,,,"$83,039",,,,,"$198,007",,,,,,"$97,308",,,"$1,212,636",,,,,,,,"$1,844,828",,,
0309698,,Identity (2003),"$407,602","$2,885,854","$909,076",,,,,"$27,512",,,"$162,238",,,,,"$109,193",,,,,,,"$63,898",,"$257,947","$1,769,994","$4,711,166","$497,500",,,"$198,659",,,,,"$964,871",,"$1,275,586",,,,,,,,"$1,687,477",,,,"$624,296","$314,857","$121,536",,,,"$319,668",,,,,"$619,195",,,,,,"$122,796",,,"$3,087,927",,,"$93,630",,"$600,571",,,"$5,282,390",,,
0311110,,It Runs in the Family (2003),"$12,985","$111,132","$19,896",,,,,,,,,,,,,,,,,,,,,,,,"$69,183",,,,,,,,,,,,,,,,,,,"$148,897",,,,,,,,,,,,,,,,,,,,,,,,"$76,691",,,,,"$70,807",,,,,,
0360916,,The Real Cancun (2003),,"$965,434",,,,,,,,,,,,,,,,,,,,,,,,"$497,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0164003,,City of Ghosts (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$201,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$718,419",,,,,,,,,,,
0332605,,House of Fools (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$13,414",,,,,,,,,,"$69,309",,,,,,,,,,,,,,,,"$17,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0274711,,People I Know (2002),"$136,296",,,,,,"$375,461","$26,324",,,"$35,674",,,,,,,,,,,,,,,"$540,797",,"$480,300",,,,,,,,"$1,526,034",,,,,,,,,,"$594,163",,,,"$20,443",,,,,,,,,,,,,,,,,,,,"$1,622,017",,,,,,,,,,,
0334405,,Spellbound (2002),,"$480,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$115,862",,,,,,,,,,,,,,,,,,,,,,,,,,,"$538,893",,,
0306841,,The Lizzie McGuire Movie (2003),,"$3,212,434","$188,034",,,,,"$4,021",,,"$9,498",,,,,,,,,,,,"$12,269",,"$63,345",,"$152,577",,,,,,,,,"$17,871",,,,,,,,,,"$1,105,923",,,,"$1,326,083","$258,502","$205,874",,,,,,,,,,,,,,,"$221,180",,,"$382,738",,,,,,,,"$2,985,402",,,
0290334,,X2 (2003),"$1,713,486","$10,654,741","$1,663,514",,"$2,098,818","$114,805","$7,408,338","$118,968",,"$1,391,089","$889,438","$1,072,098","$1,181,416","$106,212",,"$214,557","$270,289","$1,618,430",,"$261,530",,"$383,745","$152,020","$57,138","$599,492","$16,274,682","$15,698,891","$1,363,312",,"$1,820,023","$460,473","$210,034","$781,689","$885,930","$584,857","$6,612,206","$194,649","$15,253,232",,"$44,684","$73,076",,"$409,751","$35,270","$1,193,532","$14,151,893",,,"$589,738","$2,099,353","$2,089,070","$1,271,806",,"$627,158","$2,294,628","$345,667","$891,462","$2,419,752","$103,176",,"$3,650,616",,"$71,923","$2,197,707",,"$79,373","$1,384,872","$7,360,012",,"$1,409,780","$2,249,670","$2,039,833","$1,368,739","$2,356,921","$775,741",,,"$34,125,442","$81,659","$1,205,005",
0290145,,Blue Car (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118926,,The Dancer Upstairs (2002),"$11,644","$560,032",,,,,,,,,"$2,111",,,,,,,,,,,,,,,"$332,479","$210,874",,,,,,,,,"$344,320",,,,,,,,,,"$165,733",,,,"$5,012","$20,651",,,,,,,,,,,,,,,,,,,"$300,628",,,,,,,,"$584,531",,,
0317226,,Marooned in Iraq (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$11,571","$21,543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0285861,,Owning Mahowny (2003),,"$94,942",,,,,,,,,,,,,,,,,"$1,011,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0317303,,Daddy Day Care (2003),"$265,398","$9,817,371","$1,475,064",,,,,"$63,110",,,"$398,385",,,,,"$159,746",,,,,,,"$54,718",,"$57,359","$2,569,169","$8,283,451","$115,360",,,"$365,947",,,,,"$1,235,324",,"$727,670",,,,,,,,"$4,341,765",,,,"$1,285,975","$947,318","$22,968",,,,"$364,733",,,,,"$883,201",,,,,,"$889,348",,,"$5,195,952",,,,,"$339,690",,,"$8,085,784",,,
0301414,,Man on the Train (2002),,"$181,516","$9,549",,,,,,,,,,,,,,,"$47,499","$2,542,020",,,,,,,"$1,555,696","$132,368",,,,,,,,,"$1,895,644",,,,,,,,,,,,,,"$12,299","$38,101","$17,320",,,,,,,,,"$15,374",,,,,,,,,"$426,591",,,,,,,,"$683,964",,,
0308672,,Only the Strong Survive (2002),,,"$6,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0308878,,The Shape of Things (2003),,,,,,,,,,,,,,,,"$10,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,916",,,,,,,,,,,,,,,,,,,,"$73,454",,,,,,,,,,,
0237993,,101 Reykjavík (2000),"$10,335",,,,,,,,,,,,,,,,,,"$126,404",,,,,,,,"$165,143",,,,,"$244,577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092067,,Castle in the Sky (1986),,"$1,940",,,,,,,,,,,$905,,,,,,"$523,664",,,,,,"$16,001","$4,670,084",,,,,,,,,,"$829,554",,,,,,,,,,,,,,,$421,"$33,877",,,,,,,,,"$88,341",,,,,,,,,,,,,,"$7,230",,,"$10,488",,,
0234215,,The Matrix Reloaded (2003),"$3,940,157","$22,070,814","$5,034,147",,,,,"$490,443",,,"$1,919,960",,,,,"$1,670,276",,,"$281,576,461",,,,"$22,249",,"$2,742,460","$33,146,205","$35,148,026","$3,532,000",,,"$996,148",,,,,"$16,880,743",,"$86,327,682",,,,,,,,"$12,902,350",,,,"$7,679,057","$3,742,472","$3,650,247",,,,"$6,443,448",,,,,"$11,620,000",,,,,,"$2,746,108",,,"$19,415,251",,,"$2,324,450",,"$5,253,049","$4,060",,"$53,881,317",,,
0309530,,Down with Love (2003),"$95,072","$1,711,224",,,,,,"$19,297",,,"$49,489",,,,,"$116,041",,,,,,,"$11,847",,"$128,714","$644,606","$117,872","$80,350",,"$78,895","$121,251",,,,,"$1,778,302",,,,,,,,,,"$949,584",,,,"$160,091","$227,933","$26,470",,,,"$23,574",,,,,"$467,992",,,,,,"$97,983",,,"$3,427,238",,,"$168,296",,"$229,292",,,"$3,484,385",,,
0283900,,The Spanish Apartment (2002),"$117,118","$532,443","$203,481",,,,,,,,,,,,,,,,"$3,897,799",,,,,,,"$15,024,802","$1,453,258",,,,"$54,263",,,,,"$1,746,506",,,,,,,,,,,,,,"$93,656","$59,543",,,,,"$306,551",,,,,,,,,,,,,,"$6,134,746",,,,,,,,,,,
0347791,,Pokémon Heroes (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,121,538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0315327,,Bruce Almighty (2003),"$2,682,332","$13,558,467","$3,235,672",,,,,"$39,228",,,"$1,111,600",,,,,"$626,775",,,,,,,,,"$2,332,943","$15,271,326","$21,078,402","$3,072,300",,"$2,134,552","$424,210",,"$100,194",,,"$16,035,288",,"$9,084,382",,,,,,,,"$13,614,792",,,,"$6,247,959","$1,781,024","$3,270,843",,,,"$2,112,096",,,,,"$3,900,000",,,,,,"$1,427,350",,,"$19,523,747",,,"$1,765,353",,"$2,498,072",,,"$37,412,900",,,
0314786,,The In-Laws (2003),"$182,473","$655,216","$31,636",,,,,,,,"$45,656",,,,,"$17,622",,,,,,,,,,"$166,512","$213,677",,,"$117,222","$137,176",,,,,"$1,247,155",,,,,,,,,,"$701,658",,,,"$116,843",,"$14,820",,,,"$30,175",,,,,"$541,306",,,,,,"$350,132",,,"$777,898",,,,,"$178,360",,,"$390,248",,,
0286516,,Respiro (2002),"$35,828","$44,035","$84,795",,,,,,,,,,,,,,,,,,,,,,,"$3,237,045","$520,072",,,,,,,,,"$466,127",,,,,,,,,,,,,,,,"$73,944",,,,,,,,,,,,,,,,,,"$288,247",,,,,,,,"$260,409",,,
0266543,,Finding Nemo (2003),"$5,223,997","$27,812,227","$8,955,093",,"$244,567","$74,454","$1,023,565","$266,124",,,"$2,837,577",,"$470,922","$28,877",,"$1,587,314",,"$334,642","$380,843,261",,"$13,397","$517,856","$103,820",,"$2,227,964","$66,136,981","$55,739,542","$2,369,865",,"$4,222,285","$768,167","$14,630","$699,805","$243,589",,"$28,762,196",,"$102,441,470",,,"$69,407",,,,"$193,706","$21,557,072",,,,"$11,037,821","$3,722,612","$6,102,220",,"$356,043","$18,618","$5,186,571","$2,111,449",,,,"$5,945,115",,,"$166,424",,,"$3,523,082","$672,957",,"$29,943,906","$457,925",,"$2,102,815","$1,383,449","$2,082,628","$42,109","$147,573","$68,990,552","$51,951","$947,689",
0317740,,The Italian Job (2003),"$331,422","$6,904,291","$569,796",,"$1,757,106",,"$1,079,761","$64,669",,"$280,908","$73,099","$2,108,767","$421,831","$249,624","$86,071","$68,161","$99,686","$580,881",,,,"$29,759","$82,643","$13,147","$299,150","$3,674,473","$3,133,614","$732,927",,"$236,276","$246,965","$75,421","$192,859","$321,685","$851,359","$2,621,197",,"$4,500,000","$42,723",,"$93,362",,,"$15,701","$352,092","$3,900,687",,,"$445,745","$2,005,405","$1,047,360","$263,872",,"$166,735","$478,194","$229,907","$703,969",,"$86,057",,"$1,148,480",,,"$571,557",,"$61,842","$1,576,469","$2,750,363",,"$4,519,992","$364,909","$1,284,662","$919,953","$205,070","$739,851","$240,788",,"$12,879,003",,"$334,561",
0295700,,Wrong Turn (2003),"$51,660","$123,972",,,,,,,,,"$45,630",,,,,"$7,508",,,,,,,"$53,271",,"$37,827","$571,375","$1,269,557","$220,100",,"$56,828",,,,,,"$728,063",,,,,,,,,,"$1,677,298",,,,"$828,060","$62,083",,,,,"$83,858","$102,103",,,,"$522,501",,,,,,"$85,361",,,"$717,096",,,,,"$220,657",,,"$2,407,475",,,
0342172,,Capturing the Friedmans (2003),,"$65,409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,846",,,,,"$20,237",,,,,,,,,,,,,,,,,,,"$19,821",,,,,,,,"$435,442",,,
0332639,,Together with You (2002),"$5,293","$189,462",,,,,,,,,,,,,,,,,,,,,,,,"$122,457","$36,271",,,,,,,,,,,,,,,,,,,"$145,312",,,,"$37,135","$57,277",,,,,,,,,,,,,,,,,,,"$60,384",,,,,,,,,,,
0322259,,2 Fast 2 Furious (2003),"$532,790","$9,123,961","$1,893,320",,"$2,412,444",,"$2,978,487","$86,339",,"$1,021,618","$122,546",,"$234,883","$108,481","$278,154","$481,612","$643,931","$1,125,515","$127,154,901",,,,"$37,254",,"$525,195","$10,496,977","$10,384,413","$1,248,510",,"$206,323","$269,532","$155,099","$131,225","$656,906","$676,079","$3,597,581",,"$6,523,011","$26,315",,$1,"$645,875",,,"$290,106","$7,542,828",,"$794,266",,"$2,762,083","$1,566,163","$1,434,601",,"$148,777","$412,620","$861,780","$1,660,922",,"$150,103",,"$3,274,772",,"$32,998","$571,622",,"$185,839","$1,026,870","$1,205,847",,"$6,727,331","$1,722,982","$1,764,205","$1,363,067","$709,338","$636,399","$523,506",,"$12,527,013",,"$671,149",
0263671,,Love the Hard Way (2001),,,"$5,606",,,,,,,,,,,,,,,,,,,,,,,,"$29,563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,790",,,,,,,,,,,,,,,,,,,,
0298228,,Whale Rider (2002),"$98,763","$5,208,397","$262,270",,,,,,,,"$34,401",,,,,"$30,307",,,,,,,,,"$48,056","$75,892","$2,568,271","$29,440",,,,,,,,"$88,680",,,,,,,,,,"$218,553",,,,"$27,029",$160,"$188,124",,,,,,,,,,,,,,,"$158,701",,,"$71,259",,,,,,,,"$1,723,685",,,
0044000,,The White Sheik (1952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0093267,,Intervista (1987),,,,,,,,,,,,,,,,,,,"$138,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0066279,,The Railway Children (1970),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0086643,,Ziggy Stardust and the Spiders from Mars (1979),,,,,,,,,,,,,,,,,,,"$162,547",,,,,,,"$4,692",,,,,,,,,,,,,,,,,,,,,,,,,"$5,003","$12,837",,,,,,,,,,,,,,,,,,,,,,,,,,"$380,149",,,
0076240,,Jubilee (1978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$205,,,,,,,,,,$718,,,
0102456,,Mississippi Masala (1991),,,,,,,,,,,,,,,,,,,"$7,332,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0039739,,Jenny Lamour (1947),,,,,,,,,,,,,,,,,,,"$180,974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0329028,,Dumb and Dumberer: When Harry Met Lloyd (2003),"$58,215","$183,267","$212,398","$26,844","$117,285",,"$313,705","$21,642",,,,,,,,"$37,398",,,,,,,,,,"$707,019","$413,738","$248,583",,,,"$82,888",,"$79,836","$81,805","$1,082,744",,,,,,,,,"$79,357","$1,184,414","$206,588",,,"$137,652",,,,,"$115,697",,"$391,381","$186,448",,,"$976,662",,"$20,276","$193,334",,"$140,684","$282,790",,,"$1,855,873",,,"$8,530","$80,872","$36,157","$142,461",,"$2,785,648",,,
0329717,,Hollywood Homicide (2003),,"$1,090,661","$255,441",,,,,"$110,112",,,,,,,,,,,,,,,"$19,601",,"$62,878","$977,874","$1,746,217","$363,900",,,,,,,,,,"$1,511,355",,,,,,,,"$1,780,624",,,,,,"$49,384",,,,"$26,468",,,,,"$234,738",,,,,,"$443,375",,,"$3,732,168",,,"$242,006",,"$224,819",,,"$1,436,217",,,
0337711,,Rugrats Go Wild (2003),"$174,252","$2,662,316",,,"$93,769",,"$651,304",,,"$20,000","$334,331",,"$38,376",,,,,,,,,,,,,"$2,457,628","$59,667",,,,,,,,,,,,,,,,,,,"$1,002,740",,$945,,"$396,796","$771,516",,,"$55,531","$41,811",,,,,,,,,"$88,258",,,"$124,876",,,"$1,180,833",,,,,,,,"$5,358,218",,"$131,767",
0280490,,The Hard Word (2002),,"$1,615,051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,731",,,,,,,,,,"$17,900",,,,,,,,,,,,,,,,,,,,
0301390,,The Heart of Me (2002),,"$2,318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,134",,,
0293116,,Jet Lag (2002),,"$35,165","$106,963",,,,,,,,,,,,,"$16,915",,,"$794,964",,,,,,"$37,147","$5,404,833","$253,353",,,"$31,186","$74,699",,,,,"$433,396",,,,,,,,,,"$61,609",,,,,"$24,411",,,,,,,,,,,,,,,,,,,"$337,127",,,,,"$54,367",,,,,,
0308671,,Tycoon: A New Russian (2002),,,,,,,,"$3,223",,,,,,,,,,,,,,,,,,"$329,039",,,,,,,,,,"$6,500",,,,,,,,,,,,,,,,,,,,,,,,,"$624,200",,,,,,,,,,,,,,,,,,,,
0318283,,Alex & Emma (2003),"$6,137","$24,716",,,,,,,,,,,,,,,,,,,,,$924,,,,,,,,,,,,,"$304,589",,,,,,,,,,"$394,907",,,,,,,,,,,,,,,"$87,410",,,,,,"$201,070",,,"$16,370",,,,,,,,,,,
0289043,,28 Days Later (2002),"$279,903","$1,474,915","$426,931",,,,,"$7,132",,,"$215,565",,,,,"$48,960",,,"$45,064,915",,,,,,"$103,087","$1,022,516","$3,765,056","$212,300",,"$169,668","$85,835",,,,,"$1,271,889",,,,,,,,,,"$2,778,383",,,,"$145,098","$287,122","$74,728",,,,"$150,819",,,,,"$465,535",,,,,,,,,"$6,565,595",,,,,"$197,626",,,"$9,669,016",,,
0305357,,Charlie's Angels: Full Throttle (2003),"$370,737","$12,517,483","$1,677,993",,,,,"$139,767",,,"$213,658",,,,,"$515,472",,,,,,,"$102,967",,"$958,701","$9,142,292","$11,042,167","$1,022,000",,"$734,322","$377,076",,"$95,922",,,"$2,907,629",,"$24,823,638",,,,,,,,"$5,249,726",,,,"$2,147,967","$2,072,675","$1,897,776",,,,"$332,272",,,,,"$3,295,277",,,,,,"$1,932,664",,,"$6,765,491",,,"$1,009,560",,"$1,014,611",,,"$19,623,936",,,
0286635,,Fulltime Killer (2001),,,"$13,523",,,,,,,,,,,,,,,,,,,,,,,"$73,237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,778",,,,,,,,
0241223,,The Bank (2001),"$40,000","$1,198,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0071141,,Ali: Fear Eats the Soul (1974),,,,,,,,,,,,,,,,,,,"$8,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$545,,,,,,,,,,,,,,,,,,,,,"$7,554",,,
0101991,,Rhapsody in August (1991),,,,,,,,,,,,,,,,,,,"$516,431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,107",,,,,,,,,,,,,,,,,,,,,,,,
0286716,,Hulk (2003),"$1,239,988","$6,449,412","$837,240",,"$1,261,766",,"$3,470,305","$33,057","$2,000,000",,"$497,503",$0,"$620,325","$42,800","$70,745","$83,388","$131,273","$871,352",,,,,"$74,097",,"$508,705","$9,647,469","$4,133,221","$729,520",,"$1,182,727","$167,993","$137,563","$822,320","$660,949","$481,890","$8,025,426",,"$7,686,571","$29,420",,,"$751,553",,,"$110,813","$11,686,550",,"$641,116",,"$939,518","$1,078,444","$1,021,419",,"$640,937","$1,262,713","$374,059","$938,476",,"$41,139",,"$1,394,113",,"$42,255","$1,022,880",,"$65,825","$927,317","$2,589,458",,"$7,791,126","$1,428,822","$815,793","$3,714,427","$994,306","$547,161","$241,079",,"$13,901,681",,"$892,836",
0333780,,"Legally Blonde 2: Red, White & Blonde (2003)",,"$4,255,293","$820,298",,,,,"$42,428",,,,,,,,"$131,742",,,,,,,"$7,634",,"$44,334","$232,110","$5,237,505",,,"$9,412","$306,467",,,,,"$33,564",,"$289,379",,,,,,,,"$1,165,263",,,,"$455,266","$741,961","$420,532",,,,"$56,388",,,,,"$1,302,000",,,,,,"$408,220",,,"$777,898",,,,,"$156,312",,,"$8,034,904",,,
0165982,,Sinbad: Legend of the Seven Seas (2003),"$490,369","$2,942,814","$527,594",,"$1,353,831",,"$946,853",,,"$314,890","$565,289",,"$343,812","$19,961","$37,319",,,"$999,584",,,,,,"$8,576","$486,465","$7,986,604","$3,425,966","$527,929",,"$235,896","$170,350","$80,970",,"$39,755","$999,459","$2,655,669",,,"$13,212","$11,503",,"$142,711",,"$60,766","$132,149","$3,454,370",,"$159,427",,"$552,351","$422,221","$768,316",,"$194,107","$160,287","$646,495","$650,829",,"$19,458","$351,102","$230,528",,"$20,512","$300,699",,"$28,806","$574,514","$6,606,600",,"$5,189,566","$989,942","$930,776","$898,284","$122,796","$499,043","$56,684",,"$4,696,088",,"$245,528",
0181852,,Terminator 3: Rise of the Machines (2003),"$2,559,512","$12,352,558","$3,454,024",,,,,"$222,000",,,"$1,010,938",,,,,"$1,057,933",,,,,,,"$89,280",,"$1,653,213","$18,923,089","$19,596,608","$340,150",,"$2,291,969","$787,040",,"$2,160,028",,,"$6,273,074",,"$67,509,623",,,,,,,,"$8,975,367",,,,"$2,372,949","$2,362,096","$1,688,126",,,,"$1,614,192",,,,,"$12,820,000",,,,,,"$1,079,478",,,"$13,056,166",,,"$683,951",,"$1,397,286",,,"$31,289,575",,,
0324133,,Swimming Pool (2003),"$172,647","$776,614","$243,816",,,,,"$24,479",,,,,,,,"$46,852",,,,,,,,,"$45,184","$4,036,523","$3,046,485",,,"$87,694","$13,392",,,,,"$100,820",,,,,,,,,,"$59,934",,,,"$456,973","$77,315","$70,775",,,,"$231,804",,,,,"$192,376",,,,,,"$51,259",,,"$99,937",,,,,,,,"$779,636",,,
0325980,,Pirates of the Caribbean: The Curse of the Black Pearl (2003),"$2,754,861","$18,476,252","$5,323,779",,,,,"$119,897",,,"$913,747","$2,980,000",,,,"$1,166,187",,,"$305,413,918",,,,"$216,536",,"$2,092,881","$22,139,594","$44,650,393","$3,528,750",,"$1,260,924","$494,939",,"$1,171,600",,,"$19,028,837",,"$59,861,990",,,,,,,,"$10,985,286",,,,"$7,181,017","$2,773,373","$4,492,069",,,,"$1,640,275",,,,,"$9,060,000",,,,,,"$1,575,272",,,"$27,158,123",,,"$1,827,556",,"$1,420,275",,,"$47,801,332",,,
0317887,,Madame Satã (2002),,,,,,,"$134,529",,,,,,,,,,,,,,,,,,,"$53,089",,,,,,,,,,,,,,,,,,,,"$7,119",,,,,,,,,,,,,,,,,,,,,,,,"$26,000",,,,,,,,,,,
0311429,,The League of Extraordinary Gentlemen (2003),"$753,005","$6,425,735","$1,470,625",,,,,"$138,487",,,,,,,,"$191,355",,,,,,,"$107,013",,"$416,007","$6,466,668","$12,052,361","$603,400",,"$735,745","$254,208",,,,,"$7,513,558",,"$10,231,740",,,,,,,,"$6,595,490",,,,"$1,374,605","$994,068",,,,,"$166,338",,,,,"$2,709,070",,,,,,"$386,673",,,"$12,033,033",,,,,"$464,445",,,"$12,603,037",,,
0308476,,The Cuckoo (2002),,,,,,,,,,,,,,,,"$5,093",,,,,,,,,"$44,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$187,246",,,,,,,,,,,,,,,,,,,,
0291538,,A Housekeeper (2002),,,,,,,,,,,,,,,,,,,,,,,,,,"$4,227,304",,,,,,,,,,,,,,,,,,,,,,,,,"$25,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300015,,I Capture the Castle (2003),,"$807,747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$218,957",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,205,206",,,
0251777,,Km. 0 - Kilometer Zero (2000),,,,,,,,,,,,,,,,,,,"$159,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,272",,,,,,,,
0172156,,Bad Boys II (2003),"$362,219","$7,680,900","$2,481,024",,,,,"$298,773",,,"$108,548",,,,,"$394,118",,,"$138,608,444",,,,"$120,613",,"$551,405","$12,760,509","$15,507,237","$567,850",,"$203,479","$529,206",,"$448,112",,,"$3,380,872",,"$12,240,663",,,,,,,,"$3,241,924",,,,"$3,577,612","$891,966","$1,277,735",,,,"$719,697",,,,,"$3,568,216",,,,,,"$1,946,837",,,"$8,449,384",,,,,"$406,545",,,"$14,920,239",,,
0319524,,How to Deal (2003),,"$25,010",,,,,,"$4,625",,,,,,,,"$19,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,990",,,,,,,,,,,,,,,,,,,,,"$60,733",,,,,,,,,,,,,,
0274166,,Johnny English (2003),"$47,681","$7,664,271","$3,121,438",,"$3,062,950",,"$816,008","$73,212","$244,644",,"$145,239",$0,"$325,599","$167,998","$237,218","$744,565","$839,871","$820,626",,,,,"$67,581",,"$2,015,524","$5,615,082","$20,864,008","$1,210,513",,"$1,551,436","$578,657","$231,638","$203,266","$803,469","$1,191,821","$4,707,057",,"$2,970,965","$58,269",,,"$743,250",,,"$631,713","$3,208,528",,"$834,171",,"$4,106,931","$1,074,193","$1,576,110",,"$195,164","$997,193","$1,402,178","$2,145,860",,"$140,071",,"$808,720",,"$117,018","$1,221,810",,"$391,516","$2,243,282","$973,342",,"$6,406,873","$1,768,722","$4,863,585","$330,659","$978,983","$326,746","$230,828",,"$31,936,155",,"$214,187",
