imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East/UAE,Morocco,Netherlands,New Zealand,Norway,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Syria,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies,Yugoslavia
0147800,,10 Things I Hate About You (1999),,,,,,,,,,,,,,,,,,,,"$38,178,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0154506,,Following (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$77,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0133363,,Lovers of the Arctic Circle (1998),,,,,,,,,,,,,,,,,,,,"$317,422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,127",,,,,,,,,,,,,,,
0110570,,The Monster (1994),,,,,,,,,,,,,,,,,,,,"$638,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0125659,,Open Your Eyes (1997),,,,,,,,,,,,,,,,,,,,"$370,720",,,,,,,"$4,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,858",,,,,,,,,
0126886,,Election (1999),,,,,,,,,,,,,,,,,,,,"$14,902,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0162973,,Get Real (1998),"$11,739",,,,,,,,,,,,,,,,,,,"$1,152,979",,,,,,,,,,,,,,,,,,"$11,879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120616,,The Mummy (1999),"$5,180,357","$12,818,925","$2,918,880",,,"$4,548,623",,"$222,998",,,"$2,875,655","$2,296,536",,"$1,654,215","$213,978","$183,802",,"$1,064,806","$1,470,609","$155,385,488",,,"$297,822",,,"$1,204,830","$18,607,224","$29,970,048","$1,915,647",,"$3,563,336","$1,271,718","$249,571","$4,464,880","$777,553",,"$2,084,037","$16,384,558",,"$27,114,817",,"$51,913",,"$381,703",,"$226,939",,"$955,601","$12,456,764","$517,642",,"$3,555,270","$1,420,505","$1,533,284","$79,792",,"$1,094,330","$2,108,697","$1,824,554","$1,629,577",,"$171,192",,"$161,902",,,"$2,053,089",,"$221,493","$1,854,526","$11,988,884","$14,559,961","$8,914","$1,616,463","$2,670,880",,"$9,302,501","$3,326,587","$3,225,160",,,"$28,962,536",,"$2,220,860",,"$89,243"
0118826,,The Castle (1997),,$241,,,,,,,,,,,,,,,,,,"$877,621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115005,,Xiu Xiu: The Sent-Down Girl (1998),,,,,,,,,,,,,,,,,,,,"$1,010,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,612",,,,,,,,,,,,,,
0120915,,Star Wars: Episode I - The Phantom Menace (1999),"$7,474,281","$25,492,472","$5,026,854","$5,183",,"$4,807,277","$389,851","$10,379,025","$487,200",,"$1,685,122","$3,458,070","$4,100,273","$1,731,294","$359,738",,"$892,457",,"$4,275,616","$474,544,677","$207,329","$50,150","$355,440","$154,264","$133,385","$3,111,622","$42,998,530","$53,902,082","$1,573,647",,"$2,921,715","$2,331,590","$525,136","$538,518",,,"$1,504,373","$12,930,223","$123,661","$109,905,784","$33,164",,"$123,340","$185,088",,"$179,869","$162,902","$1,390,978","$12,027,119",,"$184,249","$6,260,334","$3,415,020","$3,341,704",,"$108,641","$1,298,391","$2,255,888","$4,723,128","$2,093,543","$2,881,233","$212,753","$4,631,782",,,"$88,867","$1,970,957","$46,702","$222,355","$2,025,817","$7,132,317","$24,992,347",,"$7,414,882","$4,870,536","$32,807","$6,385,698","$3,083,849","$1,810,584","$186,804","$800,891","$81,944,138","$379,980","$1,701,684",,
0166252,,The Love Letter (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$836,667",,,,,,,,,,,,,,,
0078346,,Superman (1978),,$14,,,,,,,,,,,,,,,,,,"$134,478,449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$395,,,,,,,,,,,,,,,,,,,"$17,070",,,,,,,,,,"$92,316",,,,
0021814,,Dracula (1931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$84,758",,,,
0021884,,Frankenstein (1931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073629,,The Rocky Horror Picture Show (1975),,"$66,824",,,,,,,,,,,,,,,,,,"$112,892,319",,,,,,,,"$47,240",,,,,,,,,,"$29,031",,,,,,,,,,,,,,,"$50,413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,225,922",,,,
0053183,,Pork Chop Hill (1959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,200",,,,,,,,,,,,,,,
0125439,,Notting Hill (1999),,"$17,925",,,,,,,,,,,,,,,,,,"$116,089,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,226,536",,,,,,,,,,,"$450,000",,,,,,,,"$415,801",,,,,,,,,,,"$23,436",,,,
0138590,,Twice Upon a Yesterday (1998),"$75,190",,,,,,,,,,,,,,,,,,,"$279,757",,,,,,,"$221,574",,,,,,,,,,,,,,,,,"$21,545",,,,,,,,,,,,,"$41,591",,,,,,,,,,,,,,"$6,350,454","$140,080",,,,,"$3,396",,,,"$29,297",,,,,
0186508,,Buena Vista Social Club (1999),,,,,,,,,,,,,,,,,,,,"$7,002,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$139,017",,,,,,,,,,,$892,,,,
0145660,,Austin Powers: The Spy Who Shagged Me (1999),"$595,377","$14,447,826","$1,032,093",,"$47,024","$808,114","$12,094","$1,222,090","$5,274",,"$242,173","$205,460",,"$115,494","$95,777",,,"$51,598","$649,104",,,,"$10,886",,,"$607,006","$6,482,167","$6,600,612","$384,604",,"$699,389","$126,565","$348,383","$149,386","$124,398",,"$850,233","$1,736,231",,"$9,334,386",,,,,"$130,713",,,,"$1,365,367",,,"$1,304,262","$2,062,073","$1,248,201",,,"$67,293","$197,578","$93,670","$867,685","$320,584",,"$103,413",,,,"$750,999",,"$154,108","$1,254,924","$1,011,315","$3,784,824",,"$936,039","$771,790",,"$235,810","$239,787","$427,977",,,"$41,313,215",,"$283,968","$67,503",
0120731,,The Legend of 1900 (1998),,,,,,,,,,,,,"$20,511,281",,,,,,,"$167,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,802",,,,,,,,"$328,821",,,,,,,,,,,,,,,
0142342,,Big Daddy (1999),,"$9,585,364","$1,551,270",,,,,,,,,,,,,,,,,,,,,,,,,"$11,136,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,958,135",,,,,,,,,,"$7,276,526",,,,
0167925,,"Late August, Early September (1998)","$6,222",,,,,,,,,,,,,,,,,,,"$69,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0163651,,American Pie (1999),,"$10,298,605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,123,753",,,,
0137439,,Autumn Tale (1998),,,,,,,,,,,,,,,,,,,,"$2,205,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,971",,,,,,"$10,128",,,,,,,,,
0120663,,Eyes Wide Shut (1999),,,,,,,,,,,,,,,,,,,,"$55,691,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$868,,,,,,,,,,"$110,929",,,,,,,,"$41,930",,,,,,,,,,,"$36,521",,,,
0087332,,Ghostbusters (1984),,"$146,073",,,,,,,,,,,,,,,,,,"$243,578,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$161,688",,,,
0149261,,Deep Blue Sea (1999),,,,,,,,,,,,,,,,,,,,"$73,648,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0132347,,Mystery Men (1999),,,,,,,,,,,,,,,,,,,,"$29,762,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0163187,,Runaway Bride (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,876,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0049406,,The Killing (1956),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0054331,,Spartacus (1960),,$128,,,,,,,,,,,,,,,,,,"$1,830,650",,,,,,,"$5,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,438",,,,,,,,,,,,,,,
0072684,,Barry Lyndon (1975),,,,,,,,,,,,,,"$13,814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$480,,,,,,,"$15,112",,,,,,,,,,,,,,,,,,,,,,"$216,472",,,,
0053198,,The 400 Blows (1959),,,,,,,,,,,,,,,,,,,,$509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,923",,,,,,,,,,,,,,"$9,465",,,,,"$117,270",,,,
0055032,,Jules and Jim (1962),,,,,,,,,,,,,,,,,,,,$509,,,,,,,,,,,,,,,,,,"$272,111",,,,,,,,,,,,,,,,,,,,,,,,,"$21,742",,,,,,,,,,,,,,,,,,,"$174,288",,,,
0088939,,The Color Purple (1985),,,,,,,,,,,,,,,,,,,,"$98,467,863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091530,,The Mission (1986),,,,,,,,,,,,,,,,,,,,"$17,218,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$284,476",,,,,,,,,,,,,,,
0091419,,Little Shop of Horrors (1986),,$785,,,,,,,,,,,,,,,,,,"$39,032,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0129167,,The Iron Giant (1999),,,,,,,,,,,,,,,,,,,,"$23,315,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,920",,,,
0167404,,The Sixth Sense (1999),,,,,,,,,,,,,,,,,,,,"$293,506,292",,,,,,,"$40,407,867","$24,893,879",,,,,,,,,,"$14,931,419",,,,,,,,,,,,,,,,,,,,,,$140,,,,,,,,,,,,"$26,173,749",,,,,,,,,,,,,,
0120709,,Illuminata (1998),,,,,,,,,,,,,,,,,,,,"$840,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,731",,,,,,,,,,,,,,,
0138946,,The Yards (2000),,"$34,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0138487,,Head On (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$328,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0088889,,Cat's Eye (1985),,,,,,,,,,,,,,,,,,,,"$13,086,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0085995,,National Lampoon's Vacation (1983),,,,,,,,,,,,,,,,,,,,"$61,418,063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0094737,,Big (1988),,"$2,629,742",,,,,,,,,,,,,,,,,,"$115,227,281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0085334,,A Christmas Story (1983),,,,,,,,,,,,,,,,,,,,"$20,778,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,508",,,,,,,,,,,,,,,,,,,,,,,,,,,
0156887,,Perfect Blue (1997),,,,,,,,,,,,,,,,,,,,"$558,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,532",,,,
0164108,,The Muse (1999),,,,,,,,,,,,,,,,,,,,"$11,614,954",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,607",,,,,,,,,,,,,,,
0163579,,Chill Factor (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$524,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118843,,"Black Cat, White Cat (1998)",,,,,,,,,,,,,,,,,,,,"$351,447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,723",,,"$17,617",,,,,,,,,,,,,,,,,,,,,,,
0097050,,The Adventures of Milo and Otis (1986),,,,,,,,,,,,,,,,,,,,"$13,299,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031762,,Only Angels Have Wings (1939),,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0063823,,Yellow Submarine (1968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$280,956",,,,
0169547,,American Beauty (1999),,"$12,253,693",,,,,,,,,,,,,,,,,,,,,,,,,"$16,676,777","$24,140,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,987,564",,,,,,,,,,"$34,685,955",,,,
0088178,,Stop Making Sense (1984),,"$6,467",,,,,,,,,,,,,,,,,,"$9,935,831",,,,,,,,,,,,,"$4,419",,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,813",,,,,,,,,,,,,,,,,,,,,,"$641,394",,,,
0058182,,A Hard Day's Night (1964),"$29,551","$3,296",,,,,,,,,,,,"$103,577",,,,,,"$1,480,356",,,,,,,,,,,,,"$2,198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,811",,,,,,,,,,,,,,,
0068473,,Deliverance (1972),,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082348,,Excalibur (1981),,,,,,,,,,,,,,,,,,,,"$34,967,437",,,,,,,"$3,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073812,,Tommy (1975),,,,,,,,,,,,,,,,,,,,"$34,251,525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,461",,,,
0150377,,Double Jeopardy (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,312,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160338,,Guinevere (1999),,"$3,397",,,,,,,,,,,,,,,,,,"$632,283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0164114,,Drive Me Crazy (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0194314,,Romance (1999),,,,,,,,,,,,,,,,,,,,"$1,585,642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0079714,,Phantasm (1979),,,,,,,,,,,,,,,,,,,,"$11,988,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056443,,Sanjuro (1962),,,,,,,,,,,,,,,,,,,,"$46,808",,,,,,,"$8,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0176415,,The Grandfather (1998),,,,,,,,,,,,,,$370,,,,,,"$54,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0165854,,The Limey (1999),,"$121,073",,,,,,,,,,,,,,,,,,"$3,204,663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0086200,,Risky Business (1983),,,,,,,,,,,,,,,,,,,,"$63,541,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0100802,,Total Recall (1990),,"$12,102",,,,,,,,,,,,,,,,,,"$119,412,921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,119",,,,
0091042,,Ferris Bueller's Day Off (1986),,"$583,382",,,,,,,,,,,,,,,,,,"$70,136,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0037674,,Children of Paradise (1945),,,,,,,,,,,,,,"$4,338",,,,,,"$36,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0068699,,High Plains Drifter (1973),,,,,,,,,,,,,,,,,,,,"$15,700,000",,,,,,,"$6,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0065571,,The Conformist (1970),,,,,,,,,,,,,,,,,,,,"$238,792",,,,,,,,,"$37,183",,,,,,,,,"$55,031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,953",,,,,,,,,,,"$219,923",,,,
0095270,,Hairspray (1988),,"$1,924",,,,,,,,,,,,,,,,,,"$6,671,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,899",,,,
0037558,,Brief Encounter (1945),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,535",,,,,,,,,,,,,,,,,,,,,,,"$5,019",$254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,295",,,,
0082979,,Reds (1981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0077405,,Days of Heaven (1978),,,,,,,,,,,,,,,,,,,,"$3,446,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,953",,,,
0033804,,The Lady Eve (1941),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,020",,,,
0034240,,Sullivan's Travels (1941),,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0052225,,South Pacific (1958),,$609,,,,,,,,,,,,,,,,,,"$458,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$31,,,,,,,,,,,,,,,,,,"$17,924",,,,,,,,,,,,,,,
0085549,,Flashdance (1983),,,,,,,,,,,,,,,,,,,,"$92,921,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0058150,,Goldfinger (1964),,"$2,906",,,,,,,,,,,,,,,,,,"$51,081,062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$119,485",,,,
0057076,,From Russia with Love (1963),,,,,,,,,,,,,,,,,,,,"$24,796,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,027",,,,
0055928,,Dr. No (1962),,"$1,433",,,,,,,,,,,,,,,,,,"$16,067,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,494",,,,
0058461,,A Fistful of Dollars (1964),,,,,,,,,,,,,,,,,,,,"$14,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,248",,,,
0119256,,Hard Eight (1996),,,,,,,,,,,,,,,,,,,,"$222,559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0104431,,Home Alone 2: Lost in New York (1992),"$2,166,996","$8,878,497","$2,410,850",,,"$3,016,314","$124,609","$5,074,778","$42,877","$700,754",,"$536,229",,"$951,119","$43,521",,,"$551,482","$1,458,200","$173,585,516",,,"$198,873","$213,522","$36,217","$1,264,297","$11,481,489","$23,404,837",,"$1,285,549","$1,639,045","$402,292",,"$177,535","$3,058,699",,"$1,070,391","$6,075,706","$179,450","$35,321,357",,,"$33,155","$122,503",,,"$3,890","$585,123","$5,904,223",,,"$3,954,925","$571,311","$3,452,268",,,"$270,837","$1,091,912","$1,156,044","$912,214","$2,253,261","$222,851",,"$125,967","$1,699,305",,"$875,836",,"$156,687",,"$8,197,952","$8,676,105",,"$3,582,324","$3,239,435",,"$1,875,114","$609,531","$1,662,950",,,"$21,520,203","$163,493","$724,410",,
0137523,,Fight Club (1999),,"$12,558",,,,,,,,,,,,,,,,,,"$37,030,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$845,,,,,,,,,,"$333,764",,,,,"$1,500",,,,,,,,,,,,,,"$8,855",,,,
0160916,,The Story of Us (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,942,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0192194,,Julien Donkey-Boy (1999),,,,,,,,,,,,,,,,,,,,"$85,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,042",,,,,,,,,,,,,,
0166896,,The Straight Story (1999),,,,,,,,"$213,281",,,,,,,,,,,,"$6,203,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081633,,Time Bandits (1981),,,,,,,,,,,,,,,,,,,,"$42,365,581",,,,,,,"$2,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083946,,Fitzcarraldo (1982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,874",,,,,,,,,
0093870,,RoboCop (1987),,,,,,,,,,,,,,,,,,,,"$53,424,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096438,,Who Framed Roger Rabbit (1988),,,,,,,,,,,,,,,,,,,,"$156,452,370",,,,,,,"$26,954,822","$19,847,257",,,,,,,,,,"$27,552,691",,,,,,,,,,,,,,,"$1,169",,,,,,,,,,,,,,,,,,,"$7,284,898",,,,,,,,,,,,,,
0082398,,For Your Eyes Only (1981),,,,,,,,,,,,,,,,,,,,"$54,812,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,328",,,,
0097742,,Licence to Kill (1989),,,,,,,,,,,,,,,,,,,,"$34,667,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0070328,,Live and Let Die (1973),,,,,,,,,,,,,,,,,,,,"$35,377,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,874",,,,
0059800,,Thunderball (1965),,,,,,,,,,,,,,,,,,,,"$63,595,658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,759",,,,
0185371,,House on Haunted Hill (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,747,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0166943,,Music of the Heart (1999),,,,,,,,,,,,,,,,,,,,"$14,859,394",,,,,,,,,,,,,,,,,,"$77,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120601,,Being John Malkovich (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$243,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119698,,Princess Mononoke (1997),,"$8,784",,,,,,,,,,,,,,,,,,"$4,845,631",,,,,,"$57,095","$35,890",,,,,,,,,,,"$185,132",,"$7,673,132",,,,,,,,,,,,,$716,"$30,667",,,,,,,,,"$95,444",,,,,,,,,,,,,,,,,,,,,,,
