imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Israel,Italy,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
2872732,,Lucy (2014),"$1,364,142","$24,068,280","$2,547,129",,"$5,170,401","$247,963","$9,393,449","$1,040,169",,,"$1,000,882","$44,780,000","$2,596,906","$367,011","$688,015","$1,397,368","$126,663,600","$90,330","$991,775","$272,058",,,"$599,527","$43,771,714","$16,816,380",,"$1,096,453","$2,537,494","$1,129,685","$148,000","$642,923","$1,420,962","$9,036,424","$9,340,780",,,,,"$637,483",,"$4,513,548","$12,629,184","$3,296,584","$1,755,568",,"$1,212,364",,"$1,693,577","$2,486,887","$3,365,595","$2,218,505",,,"$21,612,689",,"$150,044","$3,059,586","$313,553","$261,663","$1,439,484","$15,912,642","$12,986,248","$1,744,506",,,,,"$2,223,218","$4,457,245","$2,256,225","$2,655,396","$23,557,600","$106,725","$1,536,604",
1877832,,X-Men: Days of Future Past (2014),"$4,850,967","$21,121,336","$2,050,982","$454,043","$3,334,394","$576,955","$28,779,414","$364,485",,,"$2,959,853","$116,490,000","$5,889,768","$252,655","$831,121","$2,603,446",,"$141,340","$1,892,765","$495,497",,,"$894,344","$29,650,115","$16,126,929",,"$984,595","$6,547,122","$997,509","$207,109","$9,282,663","$1,657,458","$8,967,053","$9,983,199",,,,,"$348,512",,"$6,651,878","$24,581,963","$3,522,349","$3,228,303","$382,720","$2,625,921",,"$2,774,775","$7,027,854","$1,465,609","$1,194,013",,,"$22,554,389",,"$143,243","$7,436,466","$313,085","$90,450","$1,633,027","$33,716,901","$9,239,840","$3,581,809",,,,,"$3,487,139","$1,677,001","$1,047,879","$4,287,517","$45,595,814","$241,475","$12,261,060",
0831387,,Godzilla (2014),"$2,839,514","$13,108,581","$1,630,637",,"$1,831,081","$384,944","$8,091,242","$510,501",,,"$2,252,761","$77,630,000","$2,403,129","$253,050","$675,931","$1,365,798","$200,676,069","$101,651","$1,253,848","$703,908",,,"$757,294","$12,215,928","$13,156,525",,"$882,386","$2,797,928","$697,029","$172,953","$5,793,995","$691,264","$7,046,768","$29,930,046",,,,,"$373,049",,"$6,077,147","$16,479,339","$2,789,983","$1,961,516","$67,608","$1,839,616",,"$2,243,467","$3,573,572","$1,439,133","$670,014",,,"$15,123,140",,"$97,584","$3,371,618","$313,918","$97,660","$625,487","$5,690,138","$3,473,949","$2,438,973",,,,,"$2,572,257","$1,473,520","$941,096","$3,813,191","$28,924,010","$209,660","$3,314,490",
1707392,,Lovely Molly (2011),,,,,,,,,,,,,,,,,"$18,464",,,,,,,,,,,,,,,,,,,,,,,,,"$113,168",,,,,,"$214,704",,,,,,"$221,314",,,,,,,,,,,,,,,,,,"$34,702",,"$35,922",
2463288,,Walk of Shame (2014),,,"$632,976",,"$342,735",,,,,,,,,"$1,985",,,,,,"$12,792",,,,"$798,231","$1,852,712",,,"$73,263","$37,031","$17,493",,,"$500,620",,,,,,"$78,520",,"$35,054",,"$348,393",,,,,"$280,386",,"$183,371","$21,890",,,"$2,016,440",,"$8,333","$199,823",,"$26,230","$92,357",,,,,,,,,"$114,899","$65,141","$323,106",,,,
2359024,,Blue Ruin (2013),,,"$5,975",,,,,,,,,,,,,,,,,,,,,"$169,694",,,,,,,,,,,,,,,,,,"$9,713",,,,,,,,,,,,,,,,,,,,"$21,777",,,,,,,,,,"$527,770",,,
2479800,,Palo Alto (2013),,,,,"$23,233",,,,,,,,,,,,,,,,,,,"$102,251",,,,,,,,,,,,,,,,,,,,"$10,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,034",,,
0884726,,Legends of Oz: Dorothy's Return (2013),,"$108,415",,,,,"$2,709,108","$151,262",,,,,,"$175,107",,,,,,,,,,,,,"$14,331",,"$59,482","$29,181",,,"$1,469,254",,,,,,"$41,447",,,,,"$28,365",,,,,,"$666,642","$150,439",,,"$4,602,185",,"$136,862",,,,"$309,846","$1,495,689",,,,,,,,"$145,835","$202,650","$220,927","$576,044",,,
2883512,,Chef (2014),,"$2,806,007","$107,471",,,"$1,535","$826,652",,,,"$51,896",,"$204,121","$13,081",,,,,,,,,"$31,858","$178,381","$600,617",,"$316,197","$427,997","$64,390","$36,946",,,"$393,091","$1,450,735",,,,,"$64,581",,"$40,635","$1,057,095","$473,792","$533,071",,"$128,231",,,"$36,772","$270,087","$148,885",,,"$287,256",,,"$196,953",,"$20,946","$165,317",,"$2,621,610","$120,206",,,"$103,576",,,"$103,114",,"$522,338","$2,584,350","$14,255",,
3114132,,10.000 Km (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$189,655",,,,,,,,,,,,,
1086772,,Blended (2014),"$1,685,040","$4,405,016","$1,246,255",,"$131,038","$335,387","$10,294,775","$129,298",,,"$380,891",,"$2,049,806","$91,696",,,"$46,306,208","$32,591","$476,613","$177,546",,,"$182,592",,"$2,790,597",,"$116,692","$392,575","$958,097","$31,380","$366,079","$1,871,734","$937,808",,,,,,"$171,861",,"$374,695","$12,577,038","$1,209,216","$405,689","$53,942","$19,069",,"$1,773,887","$302,840","$433,349","$322,888",,,"$5,633,810",,"$75,934","$582,590","$218,883","$63,541","$1,036,460",,"$2,664,891","$47,892",,,,,,"$678,238","$517,321","$1,593,394","$3,309,053","$721,583","$4,329,447",
1980929,,Begin Again (2013),"$124,877","$1,313,495","$290,277",,"$104,467",,"$759,062",,,,"$60,799","$3,220,000","$37,600","$17,428","$107,458","$241,482","$16,170,632",,,,,,"$94,199","$1,469,570","$2,013,471",,,"$936,395","$111,054",,,,"$1,332,453",,,,,,"$12,423",,,"$1,085,450","$166,896","$424,882",,"$19,675",,"$32,442","$234,391","$368,369","$106,720",,,"$1,106,604",,,"$290,816","$33,275",,"$182,714","$41,017,685","$2,375,894","$202,381",,,,"$508,342","$1,007,262",,"$49,805","$197,066","$2,630,129",,,
1587310,,Maleficent (2014),"$1,516,240","$15,382,553","$2,055,422",,"$4,000,041","$1,107,838","$33,251,828","$968,801",,,"$3,757,556","$47,720,000","$8,848,430","$244,178","$694,580","$1,066,655","$241,410,378","$66,631","$3,066,929","$459,887",,,"$1,500,121","$17,173,088","$18,370,755",,"$1,484,612","$5,269,704","$873,145","$118,083","$465,121","$1,782,049","$19,094,499","$63,283,085",,,,,"$843,024",,"$6,393,211","$46,172,590","$3,453,207","$1,709,563","$130,086","$1,722,303",,"$4,829,314","$8,119,469","$3,828,773","$1,606,128",,,"$37,781,154",,"$487,342","$3,717,200","$266,098","$140,152","$1,170,569","$10,441,168","$17,180,614","$3,079,628",,,,,"$4,091,726","$2,115,928","$2,373,334","$4,206,095","$32,725,839","$587,476","$13,376,780",
1976000,,The Two Faces of January (2014),$758,"$1,046,228","$107,334",,"$249,751",,,,,,,"$680,000",,"$20,481",,,,,,,,,,"$1,050,700","$982,739",,"$529,306",,,,,,"$814,748",,,,,,,,,,"$171,002","$293,179",,,"$1,364",,,"$21,690",,,,,,,"$28,619",,"$17,458",,,"$1,549,959",,,,,,,"$114,035",,,"$2,684,063","$15,415",,
2784512,,Zombeavers (2014),,,"$31,634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,375",,,,,,,,,,,,,,,,,,,,,,,$29,,,,,,,,,,,,,
1483324,,At Middleton (2013),,,,,,,,,,,,,,,,,"$53,837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,156",,,,,,,,,,,,,
2301592,,The Dance of Reality (2013),,,,,"$5,527",,,,,,"$50,190",,,,,,,,,,,,,"$104,162",,,,,,,,,,,,,,,,,,"$76,165",,,,,,,,,,,,,,,,,,,,"$28,912",,,,,,,,,,,,,
2234261,,The Love Punch (2013),"$148,547",,"$140,444",,$922,,"$389,891",,,,,,"$146,668","$35,415",,,,,"$14,407",,,,,"$1,318,590","$690,586",,"$337,563",,"$111,819","$3,711",,,,,,,,,,,,,"$121,902","$9,393",,,,"$42,601","$56,185","$379,269","$95,630",,,,,"$19,464",,,"$16,576",,,,,,,,,,,,"$111,515","$3,868,206","$39,431","$1,170",
2557490,,A Million Ways to Die in the West (2014),"$604,608","$5,504,301","$1,568,567",,"$310,973","$22,823","$192,684","$192,395",,,"$95,516",,,"$116,009","$114,556","$687,836",,"$9,052","$29,624","$47,730",,,"$526,035","$2,151,884","$8,410,494",,"$134,319","$464,808","$278,995","$82,104",,"$428,723","$169,134",,,,,,"$54,685",,"$338,152","$1,057,125","$710,638","$775,610","$33,921","$484,390",,"$90,696","$30,109","$714,457","$1,013,058",,,"$1,586,984",,"$40,769","$228,745","$57,060","$121,311","$205,482",,"$2,306,782","$763,896",,,,,"$178,544","$153,318","$269,205","$570,678","$5,303,514","$61,976",,
1362045,,Empire of Silver (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,036",,,,,,,,,,,,,,,,"$5,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631867,,Edge of Tomorrow (2014),"$1,368,888","$8,860,284","$948,024",,"$1,228,513","$223,512","$4,537,591","$382,467",,,"$937,557","$65,660,000","$1,538,449","$162,768","$881,219","$946,280","$100,206,256","$85,938","$528,421","$384,988",,,"$743,879","$10,783,506","$6,459,073",,"$349,365","$2,761,858","$1,127,204","$118,239","$1,875,858","$887,287","$4,421,378","$15,360,028",,,,,"$219,758",,"$3,740,645","$8,001,255","$1,586,095","$1,422,645","$83,200","$1,484,523",,"$1,203,538","$1,747,969","$1,338,815","$487,825",,,"$21,509,744",,"$66,187","$2,619,544","$272,392","$42,185","$682,220","$37,842,551","$4,124,614","$1,718,606",,,,,"$1,853,169","$2,320,294","$1,401,713","$2,870,798","$13,304,522","$108,950","$2,955,832",
3253650,,Little England (2013),,,,,,,,,,,,,,,,,"$12,077",,,,,,,,,,"$3,078,029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800240,,Serial Bad Weddings (2014),,,,,,,"$364,207",,,,,,,,,,,,,,,,,,,,,"$48,842",,,,,,,,,,,,,,"$870,899",,,,,,"$137,962",,,,,,,,,"$20,129",,,,"$1,238,296",,,,,,,,,,,,"$484,690",,
2167266,,Tracks (2013),,"$2,130,308","$149,190",,"$91,080",,,,,,,,,,,"$68,410",,,,,,,"$77,769",,"$772,464",,,,,,,,"$311,386",,,,,,,,"$6,701",,"$455,472","$229,894",,,,,,,,,,,,,,,"$15,384",,,"$6,743","$189,081",,,,,,"$5,335",,"$9,402","$824,883",,,
2381249,,Mission: Impossible - Rogue Nation (2015),"$3,158,317","$11,288,400","$2,814,451",,"$2,475,240","$285,424","$9,880,335","$507,567",,,"$962,750","$136,760,000","$2,658,097","$230,641","$551,962","$2,370,321","$195,042,377",,"$1,316,436",,"$215,854",,"$1,343,182","$21,375,577","$13,266,429",,"$990,555","$7,234,910","$948,600","$262,495","$11,282,756","$2,353,664","$6,135,467","$42,091,079","$534,668","$172,660",,"$172,463","$1,017,689","$116,358","$5,951,143","$12,053,845","$4,300,210","$1,787,746","$42,491","$2,703,551","$1,514","$1,812,631","$4,692,747","$1,401,093","$2,250,675",,"$856,156","$9,940,870",,"$117,573","$5,380,343","$265,680","$35,799","$1,377,105","$41,600,001","$7,003,510","$3,252,961",,"$1,040,843","$2,012,728","$12,684,678","$3,889,881","$2,850,019","$993,845","$6,227,430","$31,937,784","$154,439","$5,407,042","$2,052,025"
1647668,,Million Dollar Arm (2014),"$13,303",,,,,,,,,,"$10,154",,"$32,643",,,,,"$5,494","$96,071",,,,,,,,,,,,"$492,240",,,,,,,,,,,"$163,372",,"$171,337","$18,026",,,,,,,,,,,,,,,"$50,317",,"$122,394",,,,,,"$96,607","$42,383",,,"$485,618","$2,862","$223,007",
2504022,,Narco Cultura (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402085,,Jimi: All Is by My Side (2013),,,,,"$11,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$208,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,007",,,
2205904,,Generation Iron (2013),,"$52,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975159,,Flight 7500 (2014),,,,,,"$26,249","$177,830",,"$5,500",,,,,,,,,,,,,,,,,,,,,,,,,"$16,677",,,,,,,,,,,,,,,"$71,840",,,,,,,,"$416,330",,,,,,,,,,"$205,046","$100,509",,,,,,,"$148,265"
2327430,,Liv & Ingmar (2012),,,,,,,"$66,101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,024",,,,"$59,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560102,,Lilting (2014),,,,,"$1,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,225",,,,,,,,,,"$197,588",,,
2582846,,The Fault in Our Stars (2014),"$3,514,513","$12,223,317","$1,182,053","$228,709","$1,819,181","$255,804","$31,186,731","$79,394",,,"$3,266,566",,"$2,150,783","$156,129","$246,920","$1,768,912","$124,872,350","$21,540","$932,949","$167,233",,,"$1,146,190","$8,192,055","$11,505,763",,"$121,978","$1,028,538","$110,034","$84,716","$1,004,823","$752,747","$6,726,151",,,,,,"$305,278",,"$1,003,931","$15,131,716","$3,677,614","$1,828,855","$14,725","$1,896,014",,"$2,210,138","$2,954,935","$634,825","$1,363,915",,,"$2,051,448",,"$82,429","$1,600,384","$112,359",,"$672,858","$5,517,872","$4,559,790","$2,597,479",,,,,"$319,571","$1,530,281","$74,911","$1,143,488","$19,428,900","$319,623","$3,965,962",
2319580,,The Grand Seduction (2013),,,"$134,920",,,,,,,,,,,,,,,,,,,,,,"$163,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,867",,"$341,487",,,,,,,,,,"$191,063",,,
1425922,,Black Nativity (2013),,,,,,,,,,,,,,,,,,"$10,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,456",,,,,,,,,,,,"$245,894",,,
2368672,,Minuscule: Valley of the Lost Ants (2013),"$117,634",,"$115,506",,"$368,764","$75,398",,,,,"$83,794","$4,180,000","$111,944",,"$306,923","$126,763",,,"$33,972",,,,"$285,152","$10,732,550",,,"$62,182","$26,191",,"$14,937",,,"$312,304",,,,,,"$11,843","$98,456",,"$437,391",,,,"$395,628",,"$85,638",,"$1,257,402","$29,079",,"$77,403","$1,129,959",,,"$117,933","$84,203","$16,301",,"$612,871","$457,340","$425,814",,,,,,"$152,154",,"$291,794","$142,821","$8,964","$235,730",
1781840,,Jayne Mansfield's Car (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,216",,,,,,,,"$7,212",,,"$16,914",,,,,,,,,,,,,,,,,,,,,
2018086,,Camille Claudel 1915 (2013),,,,,"$2,566",,"$124,547",,,,,,,,,,,,,,,,,"$266,757",,,,,,,,,,,,,,,,,,"$122,062",,"$19,970",,,,,,,,,,"$31,983",,,,,,,,"$22,307",,,,,,,"$1,196",,,"$33,671",,,
1853614,,A Letter to Momo (2011),,,,,"$1,003",,,,,,,,,,,,,,,,,,,,,,,"$6,409",,,,,,"$4,969,070",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,700,694",,,,,,,,,,,,,,
2172584,,Maps to the Stars (2014),"$91,750",,"$77,245",,"$146,278",,"$93,085",,,,"$10,041",,,,"$9,105",,,,,,"$5,316",,"$22,614","$1,679,206","$230,358",,,"$20,990",,,,,"$508,812",,,,,,,"$1,894",,,"$55,094",,,,,,,"$16,329","$17,927",,"$12,393","$111,553",,,"$16,388",,,,,"$261,452",,,,,,"$7,464","$43,582",,,"$599,795","$9,033","$112,489",
1179855,,Go Fast (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766094,,So Undercover (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,430",,,,,"$375,683",,,"$65,837",,,,,,,,,,,"$30,492",,,,,,,
1715336,,Anna (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,805",,,,,,,,,,,,"$1,138",,,,,,,,,,"$72,586",,,,,"$1,145,614",,,,,,,,,"$29,711",,,,
2294449,,22 Jump Street (2014),"$369,406","$21,000,729","$2,552,050",,"$2,328,188","$94,375","$2,286,098","$272,319",,,"$218,426",,"$345,134","$277,566","$419,244","$2,735,290",,"$33,189","$302,014","$140,083",,,"$989,003","$4,572,770","$14,814,114",,"$301,672","$562,647","$565,087","$260,897","$475,922","$2,411,996","$723,304",,,,,,"$504,288",,"$781,915","$2,115,811","$4,799,437","$2,550,273","$146,439","$2,832,117",,"$424,116","$1,329,226","$936,742","$674,867",,,"$9,567,619",,"$67,342","$883,718","$243,839","$241,918","$1,655,355",,"$3,143,148","$3,471,759",,,,,"$350,916","$236,683","$845,821",,"$31,490,585","$180,956","$1,553,838",
2465578,,Human Capital (2013),"$103,228","$51,355","$38,408",,"$62,106",,"$7,042",,,,,,"$24,990",,,,,,,,,,,"$248,011",,,"$39,934","$10,429",,"$2,443",,,"$7,772,925",,,,,"$1,373",,,,"$56,633","$90,048",,,"$6,370",,,,,,,,,,,,,,,,"$377,072","$19,106",,,,,,,,,,"$43,919",,
0455944,,The Equalizer (2014),"$755,119","$5,726,677","$849,191","$709,304","$1,217,980","$55,843","$3,644,626","$260,395",,,"$205,209",,"$656,717","$198,837","$203,776","$505,034",,"$103,119","$200,055","$297,325",,,"$268,590","$6,291,655","$9,269,775","$50,370","$683,420","$537,979","$493,947","$91,124","$227,293","$796,911","$3,403,109","$3,346,039",,"$106,835",,,"$455,439",,"$1,589,918","$3,562,425","$2,619,886","$524,937","$370,013","$887,176",,"$613,416","$1,045,132","$605,690","$862,677",,"$525,682","$5,699,493",,"$56,249","$977,650","$118,801","$85,140","$779,636","$449,553","$4,084,151","$1,151,990",,,"$1,095,684","$1,083,835","$788,394","$579,610","$499,204","$2,184,902","$11,052,578","$108,089","$1,534,967",
1570583,,For Ellen (2012),,,,,"$2,923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,427",,,
1646971,,How to Train Your Dragon 2 (2014),"$1,232,348","$24,827,367","$3,878,155","$496,446","$4,554,160","$526,284","$24,758,762","$794,376",,,"$5,566,540","$65,100,000","$2,674,587","$483,618","$2,413,445","$3,921,812",,"$69,659","$1,240,000","$229,957",,,"$1,115,015","$25,097,851","$26,865,255",,"$890,248","$2,413,751","$1,934,257","$261,908","$2,783,684","$2,472,790","$10,653,588",,,,,,"$195,928","$418,301","$3,961,403","$19,941,262","$5,317,217","$3,300,046","$38,345","$3,826,059",,"$2,431,148","$3,284,116","$6,092,013","$1,241,684",,,"$30,030,299",,"$155,473","$3,677,546","$1,203,708","$260,034","$2,119,552","$22,610,977","$12,112,308","$5,338,090",,,,,"$1,462,527","$1,183,194","$1,712,748","$2,915,099","$41,547,592","$722,678","$5,577,498",
2562232,,Birdman or (The Unexpected Virtue of Ignorance) (2014),,"$4,533,770","$532,575",,"$587,752",,"$2,052,048",,,,"$321,494",,,"$59,104","$144,975","$3,365,094",,,"$88,124","$16,534","$105,089",,"$494,372","$4,153,983","$4,260,394",,"$454,661","$773,731","$225,422","$32,641","$387,525","$377,674","$5,021,620","$618,159","$14,896",,,"$48,140","$89,738","$25,731","$69,889","$715,280","$1,082,095","$394,463",,"$83,360",,"$252,816",,"$605,222","$328,869",,"$94,853","$1,772,195",,"$21,748","$314,376","$34,889","$10,701","$140,176","$1,442,786","$3,747,134","$771,412",,"$185,952",,"$847,691","$191,852","$382,284",,"$233,342","$8,764,178","$88,306","$293,261",
1186357,,The Outlaw (2010),,,,,,,"$166,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860152,,17 Girls (2011),,,"$21,451",,"$8,711",,,,,,,,,,,,"$15,123",,,,,,,"$182,020","$32,284",,,,,,,,"$190,037",,,,,,,,,,,,,,,,,,"$4,269",,,,,,,,,,,,,,,,,,,,,,,,
1588358,,Brother (2010),,,,,,,,,,,,,,,,,"$29,864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,245",,,,,,,,,,,,"$1,556,003",
2386278,,Haunt (2013),"$334,407",,,,,,"$261,498",,,,"$65,332",,"$551,158",,,,,,"$53,524",,,,,,,,,,,,,,,,,,,,,,"$297,824",,,,,,,,"$81,232",,,,,"$233,996",,,"$198,255",,,,,,,,,,,"$48,838",,,,,,,
3125472,,Coming Home (2014),"$47,773",,,,"$2,555",,,,,,,"$46,000,000",,,,,,,,,,,,"$116,931",,,"$23,641","$303,569",,,,,"$233,147",,,,,,,,"$12,224",,"$25,678",,,,,,,,,,,,,,"$92,416",,,"$7,022",,"$279,897","$21,818",,,,,,,,,,,"$43,706",
1065073,,Boyhood (2014),"$186,156","$1,439,865","$315,843",,"$1,491,903",,"$846,917",,,,"$60,775",,"$29,300","$23,367","$68,816","$970,481",,,"$35,041",,"$39,258",,"$312,833","$406,902","$3,261,354",,"$125,309","$281,179","$39,798","$8,885","$72,911","$426,430","$437,176",,,,,"$10,076",,"$12,323",,"$476,973","$2,405,306","$241,757",,"$150,730",,"$31,170",,"$180,861","$127,677",,,,,"$8,776","$66,029",,"$37,736","$64,189","$1,226,947","$1,597,325","$225,663",,,,"$91,551","$82,462",,"$19,121",,"$4,840,251","$7,963",,
1323973,,The Trials of Cate McCall (2013),,,,,,,,,,,,,"$90,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$102,654",,,,,,"$25,424",,,,,,,,,"$10,144",,,,,,,,,,,"$16,205",,,,,,,
2239832,,Think Like a Man Too (2014),,,,"$130,151",,,,,,,,,,,,"$7,099",,"$71,169",,"$20,522",,,,,"$85,146","$78,238",,,,,,,,,,,,,"$147,493",,,,,,"$400,586",,,,,,,,,,,,,,,"$1,355,083",,,,,,,,,,,"$646,315","$582,941",,,
1742044,,Jersey Boys (2014),"$60,709","$5,304,579","$36,770",,"$49,013","$2,289","$158,046",,,,"$22,208",,"$21,866",,,"$692,838",,,"$17,620",,,,,"$1,057,264","$182,906",,,,,"$13,751",,,"$1,091,247","$2,744,783",,,,,"$8,540",,,"$513,773","$86,034","$1,056,741",,,,"$55,399","$26,169",,,,,,,,"$104,929",,,"$19,826",,"$530,428",,,,,,,,,"$25,180","$2,693,097","$7,589","$63,561",
1343113,,A Mother's Courage: Talking Back to Autism (2009),,,,,,,,,,,,,,,,,"$1,916",,,,,,,,,,,,,"$98,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109248,,Transformers: Age of Extinction (2014),"$9,941,152","$24,862,352","$3,870,110",,"$2,878,296","$1,471,513","$27,491,390","$761,669",,,"$6,696,277","$301,000,000","$9,949,675","$387,267","$1,504,645","$2,337,767",,"$165,239","$3,056,445","$408,336",,,"$1,396,572","$20,940,048","$38,277,564","$48,457","$814,415","$12,669,572","$1,629,275","$200,713","$10,226,117","$712,727","$11,598,181","$27,379,331",,,,,"$513,362",,"$13,528,587","$33,534,598","$4,380,298","$4,567,416","$151,994","$2,035,403",,"$5,901,265","$9,960,703","$3,941,114","$1,541,324",,,"$45,200,121",,"$153,541","$8,595,728","$546,237","$166,742","$2,457,446","$43,338,590","$6,592,289","$3,069,497",,,,,"$9,609,061","$3,970,364","$3,294,504","$3,760,569","$33,175,952","$328,860","$6,697,167",
2714900,,Finding Vivian Maier (2013),,,"$15,309",,,,,,,,,,,,"$11,619",,"$1,514,782",,,,,,,,"$268,357",,,,,,,,,,,,,,,,,,,"$105,550",,,,,,"$61,642","$1,372",,,,,,,,,,"$41,870",,,,,,,,,,,"$365,455",,,
1605717,,Frank (2014),,"$112,629","$16,908",,,,,,,,,,,,,,"$645,186",,,,,,,"$24,467","$26,337",,,,,,,,,,,,,,,,,,,,,,,,,"$43,021","$7,744",,,,,,,,,,"$169,021",,,,,,,,"$1,131",,,"$1,478,391",,,
0415141,,Mama's Boy (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$199,489",,"$51,828",,,,"$46,159",,,,,,,,,"$10,139",,,,,,,,,,,,,,,,,,
2741806,,In Bloom (2013),,,,,"$14,028",,,,,,,,,,,,,,,,,,,,"$14,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,499",,,
1931602,,Very Good Girls (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,023",,,,,,,,,,,,,,,,,,
2980706,,Planes: Fire & Rescue (2014),"$3,244,145","$4,720,701","$961,033",,"$1,494,350","$133,785","$3,372,852","$280,151",,,"$1,121,267",,"$1,268,548","$160,465","$502,209","$1,479,417",,"$36,409","$524,888","$21,305",,,"$760,480","$6,780,270","$4,924,435","$6,692","$780,472","$1,045,631","$405,957","$84,581","$145,004","$1,149,851","$2,324,994","$4,853,783",,,,,"$107,315","$214,612","$635,742","$4,502,236","$1,995,439","$954,662","$20,932","$1,039,833",,"$781,393","$385,914","$2,256,816","$808,439",,,"$6,436,644",,"$442,854","$761,340","$165,780","$169,270","$734,566","$2,207,179","$3,711,698","$2,023,269",,,,,"$298,457","$1,476,634","$502,184","$763,334","$7,701,150","$116,817","$2,158,427",
3433074,,Mrs. Brown's Boys D'Movie (2014),,"$4,440,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,629,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103254,,Tammy (2014),,"$2,486,990","$1,130,094",,,,,,,,,,,,,,,,,,,,,,"$6,887,497",,,,,"$72,306",,,,,,,,,"$62,040",,,,,,,,,,,,,,,,,,"$239,346",,,"$282,923",,,,,,,,,,,"$694,302","$2,713,949",,,
1677561,,Colorful (2010),,,,,,,,,,,,,,,,,,,,,,,,"$24,565",,,,,,,,,,"$3,897,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321549,,The Babadook (2014),,"$171,919","$167,207","$13,506",,,,,,,,,,,,,,,"$57,892",,,,,"$1,092,991","$1,260,300",,"$91,158",,,,,,"$1,817,518",,,,,,,,,,,,,"$52,691","$13,880","$140,638","$37,221","$45,432",,,,"$355,987",,,"$203,959",,,,,"$1,365,469",,,,,,"$361,597","$178,928",,"$55,106","$2,036,647",,,
