imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Israel,Italy,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Saudi Arabia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
2409302,,Why Don't You Play in Hell? (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,497",,,,,,"$1,202,232",,,,,,,,"$21,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955316,,Spanish Affair (2014),"$313,251",,,,,,,,,,"$118,437",,"$153,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$144,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$182,490","$32,393",
2289538,,On My Way (2013),"$53,217",,"$73,347",,"$89,957",,"$271,821",,,,,,"$23,391",,,,,,,,,,"$34,938","$2,483,526","$449,787",,,,,,,,,,,,,,,,,,"$561,768","$29,752",,,,,,,,,,,,,,,,,,"$1,020,247","$72,121",,,,,,,,,,"$24,509",,
2054790,,Age of Uprising: The Legend of Michael Kohlhaas (2013),,,"$54,575",,"$45,301",,,,,,,,,,,,,,,,,,,"$371,503","$303,948",,"$16,147",,,,,,,,,,,,,,,,,,,,,,,"$6,901",,,,,,,,,"$5,943",,,,,,,,,,"$5,919",,,,,,
2668134,,Harlock: Space Pirate (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$126,659",,,,,,"$4,452,519",,,,,,,,,,,,,,,,,,,,"$594,427",,,"$16,414",,,,,,,,,,,,,,,,,,"$10,086"
1327820,,Brotherhood (2009),,,,,,,,,,,,,,,,"$68,107",,,,,,,,,,,,,,,,,"$163,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063056,,From Within (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,698",,,,,,,,,,,,,,,,,,,,,,,,,,
1843866,,Captain America: The Winter Soldier (2014),"$4,575,831","$18,390,356","$1,345,894",,"$1,675,926","$801,888","$28,319,218","$372,510",,,"$2,278,502","$115,620,000","$3,047,666","$179,012","$966,467","$1,891,273",,"$164,529","$3,051,240","$423,545",,,"$825,586","$16,891,973","$12,477,139",,"$1,051,962","$7,292,579","$1,046,447","$234,458","$4,234,349","$1,223,804","$9,732,200","$6,628,830",,,,,"$311,894",,"$8,404,017","$25,720,282","$2,615,386","$660,494","$69,744","$1,836,203",,"$3,045,013","$7,048,065","$1,382,916","$1,048,121",,,"$14,948,380",,"$73,124","$6,012,468","$245,956","$80,914","$1,409,597","$30,177,601","$7,763,694","$2,123,252",,,,,"$5,078,880","$2,363,940","$846,367","$3,932,053","$32,230,026","$212,788","$10,076,143",
2369205,,Pioneer (2013),,,,,,,,,,,,"$8,332",,,,,"$6,871",,,,,,,"$16,023",,,,,,,,,,,,,,,,,,,,,,"$2,623,779",,,,,,,,,,,,,"$1,147",,,,,,,,,,,,,,,,
2567712,,Starred Up (2013),,,,,"$63,081",,,,,,,,,,,,,,,,,,,"$199,082",,,,,,,,,,,,,,,,,,,"$180,358",,,,,,,,,,,,,,,,,,,"$3,711","$47,969",,,,,,"$1,750",,,"$2,474,323",,,
1959490,,Noah (2014),"$4,213,648","$11,628,698","$1,616,853",,"$2,220,842","$643,735","$30,611,212","$1,202,339",,,"$2,542,437",,"$4,899,408","$280,760","$840,386","$1,332,627",,"$53,851","$1,805,479",,,,"$906,073","$11,436,717","$11,829,096",,"$1,720,971","$1,182,398","$1,046,373","$176,698","$1,136,872","$2,089,542","$10,629,488","$12,764,481",,,,,"$516,752",,,"$15,736,543","$3,067,888","$1,867,474","$43,784","$1,622,309",,"$4,197,836","$771,751","$2,460,534","$1,449,584",,,"$33,854,392",,"$199,649","$1,983,389","$585,303","$565,476","$1,287,084","$13,980,325","$9,453,890","$2,249,363",,,,,"$1,991,858","$6,456,662","$2,600,991",,"$16,755,678","$228,708","$3,607,435",
1821658,,The Nut Job (2014),"$920,994",,,,,"$23,778","$1,165,391","$267,942",,,"$557,260","$4,960,000","$269,649","$183,648","$284,761",,,,"$355,100","$27,393",,,"$139,561","$6,540,875",,,"$150,480","$49,293","$652,769","$40,371",,,"$1,292,764",,,,,,"$47,476",,,"$2,661,700","$387,969",,"$8,998","$553,678",,"$456,012","$27,544","$1,766,837","$949,095",,,"$4,751,611",,"$59,475","$50,051","$214,634","$43,872","$608,564","$2,782,884","$3,738,349","$341,090",,,,,"$8,849","$335,627",,"$458,065","$7,076,985","$113,161","$3,963,751",
3146360,,Belle & Sebastian (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,683",,,,,,,,,,,,,,,,,,,,,
1240899,,Amazon (2013),,,,,,,"$434,764",,,,,"$2,340,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,962",,,,,,,,,,,,,,,,,"$106,687",,,,,,,,,,,,,,
1741542,,Les Lyonnais (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$170,504",,,,,,,,,,,,,,,,,,,,,
3106846,,Gabrielle (2013),,,"$8,850",,"$42,081",,,,,,,,"$15,742",,,,,,,,,,,"$180,199","$77,909",,,,,,,,,,,,,,,,,"$53,757",,,,,,,,,,,,,,,,,,,,"$22,184",,,,,,,,,,,,,
2737310,,Mistaken for Strangers (2013),,,"$6,281",,"$2,444",,,,,,,,,,,,,,,,,,,,"$37,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,227",,,
1398949,,Blank City (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,892",,,
3129564,,Diplomacy (2014),,,"$18,827",,"$225,410",,"$78,912",,,,,,,,,,,,,,,,"$32,389","$3,186,936","$246,622",,,,,,,,,,,,,,,,,,,,,,,,,,"$6,231",,,,,,,,$762,,,"$180,273",,,,,,,,,,,,,
0445570,,By the Pricking of My Thumbs (2005),"$39,562",,,,,,,,,,"$7,593",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059171,,13 Sins (2014),,,,,,,,,,,,,,,,,,,"$23,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,244","$23,281",,"$56,509",,,,"$529,032",,,,,,,,,,,,,,"$133,473",,,"$39,324",,,,
1043726,,The Legend of Hercules (2014),"$843,707",,"$151,831",,"$160,725",,"$3,664,648","$393,753",,,"$245,802","$3,920,000","$709,869","$178,411","$55,109",,,,,"$217,843",,,,"$1,859,559","$608,796",,"$252,254","$355,510","$307,924",,,,"$2,482,607",,,,,,"$414,970",,"$1,303,892","$1,713,602","$472,159",,"$49,600",,,"$758,584","$497,893",,"$96,352",,,"$4,651,290",,"$35,342","$810,966","$39,184","$54,093","$245,189","$1,548,396","$2,159,503",,,,,,"$864,043","$2,868,229","$361,097","$967,561","$586,983","$71,251","$1,858,476",
2281587,,Muppets Most Wanted (2014),"$696,820","$4,045,143","$141,422",,,"$84,611","$286,500",,,,"$189,281",,"$470,879","$36,838",,,,,"$338,886",,,,,,"$1,457,622",,,,,"$20,686","$83,378","$237,360",,,,,,,,,"$43,028","$2,637,357","$734,205","$599,175",,,,"$485,210","$23,887","$927,254","$501,825",,,,,,"$103,066",,,"$23,955",,"$726,123",,,,,,,"$343,338",,,"$12,698,743","$24,484","$172,332",
0463352,,Me Two (2008),"$16,592",,,,"$45,869",,"$3,873",,,,,,,,,,,,,,,,,"$2,089,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,462",,,,,,,,,,,
0792975,,L'invité (2007),"$127,719","$266,173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,597",,
2402105,,Dom Hemingway (2013),,,,,"$38,810",,"$196,613",,,,,,,,,,"$523,511",,,,,,,,"$93,662",,,,"$22,149",,,,,,,,,,,,,,,,,,,,,,,,,"$9,433",,,,,,,,"$98,173",,,,,,,"$37,609","$4,195","$71,428","$221,449",,,
2852470,,The Missing Picture (2013),$83,"$3,507",,,,,"$6,209",,,,,,,,,,"$52,164",,,,,,,,,,,,,,,,,,,,,,,,,"$1,081",,,,,,,,,,,,,,,,,,,,"$15,053",,,,,,,,,,,,,
2139843,,Electrick Children (2012),,,,,,,"$5,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,135",,,,,,,,,,"$10,134",,,,,,,,,,,,,,,,,,,,,
1801061,,Me and You (2012),,,,,,,"$59,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$173,900",,,,,,,,,,,,,,,,,,,,,
2942522,,Moebius (2013),,,,,,,,,,,,,,,,,"$2,340",,,,,,,,,,,,,,,,,,,,,,,,,"$7,914",,,,,,,,,,,,,,,,,,,"$1,309",,,,,,,,,,,,,,
1747958,,Blood Ties (2013),,,,,"$223,880",,,,,,,,,,,,,,,,,,,"$2,049,720",,,,,,,,,,,,,,,"$10,714",,,,,,,,,,,"$70,539","$11,687",,,,,"$6,136",,,"$2,248","$8,814",,"$37,874",,,,,,,"$40,600",,"$27,934","$33,817",,,
2524674,,Wetlands (2013),,,"$1,166,247",,,,,,,,,,,,,,"$59,478",,,,,,,,"$9,334,522",,,,,,,,,,,,,,,,,,,,,$752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377309,,Survival Island (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$360,112",,,,,,,,,,,,,,,,,,,,,
1815852,,Nitro Circus: The Movie (2012),,"$709,808",,,,"$9,080",,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,108",,,,,,,,,,,"$53,655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390962,,The Unknown Known (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,107",,,
2317225,,The Machine (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$180,803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101570,,In the Blood (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,596",,,,,"$300,126",,,"$17,240",,,,,,,,,,,,,,,,,,
2106550,,Möbius (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$508,304",,,"$2,711",,,,"$148,511",,,,,,,,,,,,,,
2536306,,Celestial Wives of the Meadow Mari (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,537",,,,,,,,,,,,,,,,,,,,,
2235779,,The Quiet Ones (2014),"$567,485",,,,"$87,869",,"$208,554",,,,,,"$338,777",,,,"$8,509,867",,,"$73,363",,,,,,,,,"$15,915",,,,"$1,503,775",,,,,,,,"$318,997","$1,256,083",,"$6,073",,,,"$201,039","$43,312","$192,159",,,,"$1,386,485",,,"$124,494",,,"$29,310",,,,,,,,"$17,450",,,"$126,213","$2,705,349","$122,593",,
2223990,,Draft Day (2014),,,,,,"$6,202","$25,314",,,,,,"$39,980","$6,332",,,,,"$5,158",,,,,,,,,"$21,282",,,,,,,,,,,,,"$46,482","$352,660",,,,,,"$9,493",,,"$21,420",,,,,,"$39,882",,,,,,,,,,,"$20,840",,,"$95,937",,"$9,849","$281,131",
2364975,,We Are the Best! (2013),,,,,"$7,247",,,,,,,,,,,,,,,,,,"$42,870",,,,,,,,,,"$20,465",,,,,,,,,"$40,883",,,,,,,,,,,,,,,,,,,,,"$1,132,488",,,,,,,,,"$179,730",,,
2265171,,The Raid 2 (2014),,"$126,120","$43,165",,"$19,522",,,,,,,,,,,,,,,,,,"$14,082","$382,551","$495,418",,,"$110,852",,,,,,,,,,,,,,,"$106,742","$64,012",,,,,"$36,553",,,,,"$554,962",,,,,,,,,,,,,,"$31,749",,"$17,081","$140,871","$1,796,027",,,
1845838,,Metro Manila (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,054",,,,,,,,"$10,019",,,,,,,,,,,,,,,,,,
1759682,,The Loving Story (2011),,,,,,,,,,,,,,,,,"$4,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872181,,The Amazing Spider-Man 2 (2014),"$4,557,198","$14,859,113","$1,581,184","$649,944","$2,277,211","$799,483","$24,871,027","$385,465",,,"$3,107,285","$94,430,000","$4,687,699","$358,102","$560,939","$2,252,203",,"$184,869","$2,234,495","$562,511",,,"$848,743","$22,738,177","$15,913,013","$66,491","$1,526,775","$7,828,990","$569,104","$187,816","$13,606,274","$1,605,659","$12,981,685","$30,253,480",,,,,"$541,985",,"$9,394,162","$28,460,534","$3,460,190","$2,197,860","$381,935","$2,050,825",,"$3,380,646","$10,211,056","$1,607,378","$1,168,537",,,"$20,871,833",,"$115,582","$7,125,346","$191,431","$128,120","$2,045,174","$33,797,633","$8,892,763","$2,833,430",,,,,"$5,579,329","$3,630,348","$1,283,834","$5,080,537","$40,468,688","$361,052","$7,337,924",
0057960,,Love Meetings (1964),,,,,,,,,,,,,,,,,,,,,,,,"$2,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234003,,Calvary (2014),,"$2,273,540","$43,608",,"$21,079",,,,,,,,,,,,,,,,,,,"$67,090","$860,000",,,,,,,,,,,,,,,,,,,"$466,212",,"$7,742",,,,,,,,"$48,086",,,,,,,,"$587,682",,,,,,,,,,"$4,891,035",,,
2388715,,Oculus (2013),"$671,518",,,,"$353,391","$20,980","$865,132",,,,"$281,121",,"$503,236","$17,561",,,"$27,695,246",,"$29,234","$108,817",,,,,,,"$35,083",,,"$17,478",,,"$1,529,984",,,,,,"$11,976",,"$833,811","$1,840,396","$806,327",,,,,"$371,360","$151,576","$327,579","$13,664",,,"$2,156,729",,,"$419,596",,,"$38,040","$1,915,211",$183,"$164,832",,,,,"$302,645","$253,406","$50,572","$134,588","$1,909,880","$15,815","$612,984",
2528814,,God's Not Dead (2014),"$34,698","$63,502",,,,"$29,417","$1,136,398",,,,,,,,,,"$60,755,732",,"$58,676",,,,,"$8,475",,,,,,,,,"$97,478",,,,,,,,,"$1,308,582",,,,,,"$130,655","$8,267","$523,085","$4,121",,,,,,,,,"$40,615","$163,621",,,,,,,,,,,"$313,027",,,
1179031,,Cold in July (2014),,,,,,,,,,,,,,,,,,,,,,,,"$403,543",,,,,,,,,,,,,,,"$3,188",,,,,,,,,,,,,,,,,,,,"$8,291",,,"$22,932",,,,,,,,,,"$682,258",,,
2316801,,Beauty and the Beast (2014),,,,,,"$142,526","$2,185,656",,,,"$289,146","$2,490,000",,,,,,,,,,,,,,,,,,,,,,"$5,875,692",,,,,,,,"$2,679,929",,,,,,,"$207,609",,,,,"$3,970,278",,,"$166,203",,,,"$2,315,779",,,,,,,,,,,,"$3,375",,
2404738,,Witching and Bitching (2013),"$143,675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$152,609",,,,,,,,,,,,"$406,358",,,,,,,,,,,,,,,,,,,"$24,244",,
0906777,,La señal (2007),"$1,096,646",,,,,,"$22,097",,,"$4,990","$6,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,337",,
2357291,,Rio 2 (2014),"$9,582,078","$11,259,422","$3,280,194","$451,945","$4,585,923","$1,160,506","$28,717,054","$794,081",,,"$5,575,618","$39,400,000","$9,592,842","$512,305","$1,468,681","$2,533,323",,"$85,064","$3,016,991","$223,549",,,"$2,065,294","$23,917,917","$17,147,487",,"$896,349","$1,528,854","$1,361,075","$165,306","$2,365,023","$2,105,346","$8,153,444",,,,,,"$341,838","$483,988","$1,946,266","$30,905,962","$6,220,360","$1,915,910","$141,944","$3,075,635",,"$4,236,345","$2,574,406","$4,304,206","$2,077,407",,,"$26,853,427",,"$326,536","$1,847,504","$760,297","$465,386","$2,002,227","$5,418,398","$11,210,238","$3,536,237",,,,,"$594,740","$2,273,579","$1,704,018","$3,044,913","$26,342,826","$879,459","$8,364,251",
2458776,,Bears (2014),"$9,652",,,,,,,,,,"$7,110",,"$57,171",,,,,,"$70,822",,,,,"$2,327,939","$50,923",,,,,,,,,,,,,,"$20,209",,,"$108,487","$251,602",,,,,"$27,717",,,,,,,,,,,,,,,,,,,,,,,,,"$5,606","$34,064",
2258345,,Fading Gigolo (2013),"$916,078","$773,198","$393,488",,,"$8,602","$1,657,176",,,,"$124,603",,"$182,237",,,"$100,743",,,,,,,"$83,667","$1,272,844","$518,282",,"$540,026","$87,379","$69,166","$10,230",,,"$6,060,434",,,,,,,,,"$618,278","$212,466","$24,761",,,,"$51,296",,"$1,208,863","$103,079",,,"$793,037",,"$11,608","$15,786",,"$26,784","$102,031",,"$1,642,107",,,,,,,"$175,917","$93,490",,"$922,878","$135,897",,
2209764,,Transcendence (2014),"$542,807","$2,742,123","$682,951",,"$952,297",,"$1,774,617","$292,117",,,"$224,188","$20,280,000","$556,360","$48,627","$232,040",,,"$9,339","$83,905","$186,089",,,"$391,054","$6,455,851","$4,414,832",,"$527,673","$785,393","$539,397","$46,360",,,"$3,621,083","$4,662,269",,,,,"$166,809",,"$745,386","$2,939,607","$825,355","$347,674",,,,"$175,353","$538,986","$899,079","$447,149",,,"$4,751,855",,"$50,308","$1,013,070","$121,035","$35,736","$63,508","$5,306,413","$2,517,379","$265,079",,,,,"$930,421","$217,084","$316,247","$799,676","$3,359,136","$42,017","$395,018",
1296899,,Wake Wood (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,335",,,,,,,,,,,,,,,,,,
1929263,,Heaven Is for Real (2014),,"$246,845",,,,"$47,513","$106,717",,,,"$83,617",,"$1,196,336",,,"$46,642","$91,443,253",,"$55,018",,,,,,"$179,849","$12,806",,"$397,445",,,,,,"$185,870",,,,,,,,"$1,994,424",,"$79,419","$64,458","$688,867",,"$580,352","$553,112","$1,409,321","$239,336",,,,,,,"$168,060",,"$276,930","$294,591","$356,490",,,,,,,,"$90,952",,"$69,425","$47,138","$432,000",
3203890,,Pulling Strings (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,882,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203939,,The Other Woman (2014),"$502,800","$18,812,986","$2,345,561","$242,764","$1,836,680","$60,077","$2,737,669","$308,016",,,"$183,952",,"$690,932","$219,519","$298,508","$1,832,270",,"$54,220","$258,745","$347,372",,,"$1,136,933","$6,705,393","$12,268,604",,"$161,512","$1,063,179","$1,157,744","$96,477",,"$885,541","$1,998,985",,,,,,"$371,743",,"$395,666","$3,875,056","$4,060,293","$1,973,725","$18,538","$1,598,253",,"$395,919","$515,643","$687,229","$424,366",,,"$6,307,825",,"$125,279","$985,381","$187,381","$224,826","$1,562,906","$362,259","$2,092,601","$2,439,385",,,,,,"$498,268","$665,805","$1,263,342","$15,515,452","$128,140","$1,601,558",
2828996,,A Haunted House 2 (2014),"$291,570",,,,"$146,549","$22,352","$1,610,118",,,,,,"$103,138","$37,635",,,,,"$6,903",,,,,,,,,,,"$9,328",,,"$2,385,124",,,,,,"$18,516",,"$193,165","$970,884","$311,381",,,,,"$288,335",,,,,,"$1,036,032",,,"$23,143",,"$4,960","$56,671",,,,,,,,,"$29,198",,,"$184,366","$15,109","$284,753",
2392326,,Le Week-End (2013),,"$1,042,474","$116,063",,"$53,820",,"$170,585",,,,,,"$74,144",,,,,,,,,,"$62,848","$215,175","$887,486",,"$36,729",,,,,,"$439,139",,,,,,,"$1,205",,,"$206,062","$146,114",,,,,,,"$22,747",,,,,,"$9,983",,,"$70,279",,"$576,740","$24,693",,,,,"$14,031","$13,482",,,"$2,243,316",,,
1686821,,Vampire Academy (2014),"$41,451","$1,664,610","$79,569",,"$182,284",,,"$37,193",,,,,"$25,382",,"$42,572",,,,,,,,,"$339,327","$760,067",,"$104,961","$112,068","$33,033",,,,,,,,,,"$18,611",,"$611,401","$98,258","$261,704","$227,684",,,,"$44,447","$111,782","$116,125","$30,361",,,"$1,628,833",,"$19,606","$182,435",,"$40,854","$172,232",,"$108,529",,,,,,"$356,850","$268,221","$129,917",,,,,
1686042,,Girl on a Bicycle (2013),,,,,,,,,,,,,,,,,,,,,,,,,"$84,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430612,,Brick Mansions (2014),"$114,251",,"$315,538",,"$332,207",,"$543,526","$90,811",,,,"$29,840,000","$142,736","$9,896","$47,529","$107,025",,,"$30,866","$41,646",,,"$185,216","$2,694,295","$1,965,839",,"$67,323","$161,115","$78,224","$6,110",,,"$1,947,752",,,,,,"$65,603",,"$1,364,605","$633,186","$524,726",,,"$170,060",,"$89,449","$148,911","$365,577","$334,561",,,"$3,516,564",,,"$779,715","$23,486",,"$147,410","$470,854","$176,354","$94,324",,,,,"$955,585","$538,556","$216,492","$1,114,119","$468,079",,"$99,780",
0804463,,Devil's Knot (2013),,"$32,104",,,,"$6,485","$130,053",,,,,,,,,,,,"$54,595",,,,,,,,,"$32,264",,,,,,,,,,,,,,"$21,468",,,,,,"$43,202","$52,133",,,,,,,,"$7,939",,,,,,,,,,,,,,,,,"$153,353",
1783232,,Conquest 1453 (2012),,"$90,534","$469,498","$32,467",,,,,,,,,,,,,,,,"$89,996",,,,,"$3,696,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,052,991",,"$298,573","$30,469",,,
2178256,,The Rocket (2013),,"$311,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,817",,,,,,,,,,,,,,,,,,,,,,,,"$8,479",,,,"$43,160",,,
2113681,,The 100 Year-Old Man Who Climbed Out the Window and Disappeared (2013),,"$319,269","$906,195",,"$137,227",,,,,,,,,"$6,339","$352,113","$1,687,834",,,,,,,"$1,172,588","$896,794","$11,529,515",,"$12,976","$68,153","$71,404","$162,226",,,"$322,722",,,,,,,"$11,942",,,"$1,417,224","$274,957",,"$3,167,727",,,,"$636,010",,,$882,,,,,"$113,970",,"$21,159","$1,670,909","$1,712,298","$22,919,896",,,,,,,,,"$631,050",,,
2692904,,Locke (2013),,,"$44,230",,"$48,680",,,,,,,,,,,,,,,,,,"$95,686","$31,052","$266,558",,"$142,567","$24,373",,,,,"$639,569",,,,,,,,"$21,572",,"$47,967","$61,503",,,,,,"$210,433",,,,"$257,186",,"$9,099",,,"$1,489","$28,272",,"$241,266","$61,747",,,,"$26,396",,"$21,112",,,"$1,434,082",,,
2401807,,Rage (2014),,,,,,"$7,723","$672,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$165,302","$315,144",,,,,,"$152,931",,,,,,"$202,258",,,,,,,,,,,,,,,,,,,,,
1921064,,Pompeii (2014),"$789,562","$1,249,864","$565,924",,"$1,220,168","$80,859","$4,928,296","$388,321",,,"$144,336","$15,630,000","$590,076","$224,234","$219,070","$149,567",,"$32,370","$138,648","$129,583",,,"$207,319","$6,063,158","$3,557,122",,"$426,809","$729,142","$349,146","$35,826",,,"$4,060,090","$2,744,172",,,,,"$431,063",,"$1,130,375","$4,141,754","$711,159","$226,647",,"$177,051",,"$420,665","$384,658","$1,112,184","$402,349",,,"$11,318,555",,"$26,092","$632,284","$83,858","$51,127","$276,152","$9,576,287","$3,318,992","$154,174",,,,,"$864,372","$64,042","$672,621","$664,720","$4,501,310","$42,523","$905,491",
2004420,,Neighbors (2014),"$1,312,641","$16,807,772","$2,873,264",,"$2,255,198","$92,037","$2,629,833","$187,295",,,"$424,763",,"$671,984","$198,743","$227,741","$835,495",,"$15,790","$154,745",,,,"$616,985","$5,710,819","$18,026,864",,"$282,430","$882,712","$892,090","$166,017",,"$1,433,978","$1,089,062",,,,,,"$265,251",,"$576,177","$5,548,655","$3,506,626","$1,640,604","$12,358","$1,657,410",,"$443,244",,"$932,032","$780,640",,,"$3,468,733",,"$128,486","$635,502","$168,769","$284,036","$551,898","$215,659","$3,295,836","$1,561,436",,,,,"$471,539","$455,733","$535,547",,"$26,923,122","$169,909","$575,985",
1342378,,The Girl (2009),,,,,,,,,,,,,,,,,"$2,201",,,,,,,,,,,,,,,,,,,,,,,$72,,,,,,,,,,,,,,,,,,,,,,,"$228,589",,,,,,,,,,,,
1935156,,Jodorowsky's Dune (2013),,"$14,306",,,,,,,,,,,,,,,"$647,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817081,,A Case of You (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,880",,,,,,,,,,,,,,,,,,"$45,477",,,,,,,,,,,,"$26,193",,"$23,822",,,,
2404181,,Belle (2013),,"$1,645,625","$28,254",,"$25,514",,,,,,,,,,,,,,,,,,,,"$55,022",,,,,,,,"$139,896",,,,,,,,,,"$43,302","$384,404",,,,,,,"$27,411",,,,,,,,,"$65,677",,"$421,250",,,,,,,,,"$5,888","$3,038,702",,,
1951181,,The Immigrant (2013),,,,,"$98,987",,"$314,350",,,,,,"$58,444",,,,,,,,,,,"$2,253,023",,,"$154,561","$4,833",,,,,"$171,443",,,,,,,,,"$243,714",,,,,,,,"$27,928",,,,,,,,,,"$28,550","$107,647","$464,076",,,,,,,,,,,,,
1361318,,Good People (2014),,,,,,"$6,960","$274,358",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$852,722",,,,,,"$83,975",,,,,,,,,"$62,967",,,,,,,,,,,,,,,,,"$305,585",
1672845,,Tonight You're Mine (2011),,,,,,,,,,,,,,,,,,,,,,,,"$46,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,467",,,,,,,,"$1,991",,,,,,,"$46,941",$787,,"$21,840",,,
2852376,,Heli (2013),,,,,,,"$2,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$309,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691832,,City Under Siege (2010),,,,,,,,,,,,"$12,977,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014666,,Moms' Night Out (2014),,"$52,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,802",,,"$2,335",,,,,,,,,,,,
