imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Kenya,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0496350,,The Marsh (2006),,,,,,"$21,121",,,"$14,200",,,,,,,,$336,,,,,,,,,,,,,,,,,,,,,,,"$747,060",,,,,,,"$187,345",,,,,,"$609,900",,,,,,,,,,,,,"$356,016",,"$148,172",,,"$345,423",
1381404,,The Company You Keep (2012),"$223,605","$2,101,246","$103,412",,"$203,961","$5,711","$420,479",,,"$54,785","$400,000","$100,619","$19,605",,"$7,276",,,,,"$3,766",,"$60,084","$2,646,107","$1,202,859",,"$330,749",,,,,,"$274,603","$4,831,203","$122,261",,,"$7,547",,,,,"$241,401",,,,,"$41,615",,,"$92,898",,,,,"$46,337",,"$9,863","$82,698",,"$1,032,754",,,,"$5,820",,"$75,103",,"$70,588",,"$62,698",,
1867093,,The Samaritan (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,699",,,,,,,,,,,,,,,,,,,,,,
1491044,,The Iceman (2012),"$49,220",,,,"$118,649",,,,,,,,"$5,255",,,,,,,,,,"$350,962",,,"$29,872","$641,473",,"$18,481",,,,"$101,540",,,,"$5,589",,,"$41,123","$156,610",,,,,,"$21,906",,,"$27,091",,,,,,,,,,,,,,,,,,"$48,090","$868,569",,"$99,347",
2243537,,A Haunted House (2013),"$714,530","$169,318","$183,795",,"$160,019","$26,525","$4,900,047",,,"$75,181",,,"$66,854",,"$31,486",,,,,"$19,411",,,,"$1,114,704",,,,,,,,,"$4,167,383",,,,"$4,715",,,"$1,734,094","$635,174",,,,,,"$781,959","$163,395",,,,,"$1,432,768",,"$130,594","$31,638",,"$67,660",,"$171,466",,,,"$12,778",,"$62,806",,"$311,518","$396,265","$2,754","$2,549,064",
1327628,,Whores' Glory (2011),,,"$119,538",,,,,,,,,,,,,,,,,,,,,"$40,627",,,,,,,,,,,,,,,,,,,,,,,,,"$6,347",,,,,,,,,,,,,,,,,,,,,,,
2057455,,Planet of Snail (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,045",,,,,,,,,,,,
1931388,,Beware of Mr. Baker (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$93,647",,,
2258281,,Beyond the Hills (2012),,,,,"$76,629",,"$65,756",$401,,,,,"$1,230",,,,,,,,,,"$24,263",,,,"$9,568",,$161,,,,"$198,279",,,,,,,,,,,,,,,,,"$2,599",,,"$19,167","$7,702",,,"$7,249",,,"$40,177",,,,,,"$27,779",,,"$67,614",,,
2062969,,Sister (2012),"$11,088",,"$6,600",,"$34,374",,"$41,026",,,,,,,,,,,,,,,,"$399,891","$102,015",,,,,,,,,"$442,434",,,,,,,,,,,,,,,,,"$4,939",,,,,,,,,,"$15,248",,,,,,,,,"$4,840","$1,060",,
2053352,,Diana Vreeland: The Eye Has to Travel (2011),,"$115,383",,,,,,,,,,,,,,,,,,,,,"$81,688",,,,,,,,,,,,,,,,,,"$86,017","$340,473",,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,332",,,
0834938,,Blood of My Blood (2007),,,,,,,,,,,,,,,,,"$55,730",,,,,,"$13,240",,,,,,,,,,,,,,,,,"$430,728",,,,,,,,,,,,,,,,,,,,"$65,326",,,,,,,,,,,,
0499238,,Milarepa (2006),,,,,,,,,,,,,,,,,"$151,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,520",,,,,,,,,
2150332,,Renoir (2012),"$106,415",,"$106,764",,"$134,826",,"$183,326",,,"$37,102",,,,,"$12,622","$28,594",,,,,,"$68,228","$3,010,648","$855,634",,,"$8,701",,,,,,,,,,,,,"$264,004",,,,,,,,,,"$2,259",,,"$122,123",,,,,,,"$351,649","$91,140",,,,,,,,"$124,482","$14,258",,
0475750,,Typhoon (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,"$85,173",,,,,,,"$1,644,081",,,,,"$28,338",,,,,,,,,,,,,,,,,,,,"$24,282,751",,,,,,,,,,$254,,,
1549920,,The Last Stand (2013),"$217,700","$1,509,355","$491,927",,"$417,819","$21,454","$2,349,485","$53,831",,"$35,312","$7,790,000",,"$22,466",,"$69,283","$230,697",,"$16,192",,,,"$117,842","$2,244,446","$1,340,243",,"$44,919","$421,836","$121,790","$43,272",,,,"$603,542","$2,834,309",,,"$120,024",,"$1,294,631","$476,373","$147,411",,,"$348,349",,,"$262,167","$303,134",,"$75,874",,,"$2,804,757","$5,658","$271,773","$30,279","$17,486","$79,450","$304,288","$854,122",,,,"$568,976",,"$144,081",,"$673,358","$1,493,147","$13,436","$826,401",
2023587,,Mama (2013),"$2,536,494","$247,327","$995,463",,"$623,890","$52,471","$3,739,789","$78,646",,"$356,653",,"$1,693,816","$54,648",,"$197,823","$241,809",,,"$192,006","$117,688",,"$520,082","$1,933,095","$5,674,438",,,"$329,334",,"$12,435",,"$1,680,789","$206,532","$3,125,266",,,,"$104,909",,"$883,423","$9,823,169","$1,137,451",,,"$392,922",,,"$1,123,903","$278,075","$335,818","$164,389",,,"$6,120,979","$24,020","$610,043","$70,269","$60,367","$129,977",,"$10,287,633","$556,099",,,"$153,626",,"$679,721","$277,423","$759,472","$8,331,347","$160,611","$1,963,734",
2084989,,Upstream Color (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,233",,,,,,,,,,,,,,,,,,,,"$4,160",,,,,,,,,"$83,683",,,
1235522,,Broken City (2013),"$309,210","$1,323,336","$84,237",,"$368,486","$6,528","$870,703",,,"$63,772",,"$179,809","$78,540",,"$50,090","$134,746",,,,"$129,982",,"$55,116","$318,556","$878,289",,"$181,111",,"$69,765","$19,732",,,,"$1,411,627",,,,"$111,542",,"$114,565","$1,091,976","$372,770","$216,746",,,,,"$128,663","$36,583","$416,216","$150,399",,,,"$21,371","$153,554","$18,759","$36,535","$118,486",,"$2,810,234",,,,"$72,530",,"$264,909",,"$535,156","$1,741,726","$89,680",,
2082221,,Nameless Gangster: Rules of the Time (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,471,226",,,,,,,,,,,,,
2115295,,Ginger & Rosa (2012),"$40,435",,"$20,034",,,,"$51,308",,,"$10,032",,"$26,027",,,,,,,,,,,,"$83,936",,,,,,,,,,,,,,,,"$97,616",,,,,,,"$5,722",,,,,,,,,,,,,,"$9,716",,,,,"$9,904",,,"$278,973","$6,947","$21,153",
2073029,,Marina Abramovic: The Artist Is Present (2012),,,"$11,839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,539",,,,,,,,,,,,,,,,"$9,201",,,,"$9,560",,,,,,,"$12,931",,,,,,,$988,,,,,
1913002,,Bonsai (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,736",,,,,,,,,,"$19,559",,,,,,,,,"$2,566",,,
1770734,,Shadow Dancer (2012),,,,,"$57,530",,,"$4,117",,,,,"$11,681",,,,"$100,616",,,,,"$31,235","$207,323",,,"$112,128",,,,,,,"$240,384",,,,,,,,"$50,391","$60,097",,,,,,,"$28,055","$8,395",,,,,,,"$2,515","$49,418",,"$1,472",,,,,,"$15,123",,,"$1,274,811",,,
2112287,,Thale (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$293,652",,,,,,,,,,,"$2,848",,,,,,,,,,,,,,,,,
2120779,,Jason Becker: Not Dead Yet (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,786",,,
2011953,,Keep the Lights On (2012),,,,,,,"$13,610",,,,,,,,,,,,,,,,,,,,"$15,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,787",,,,,,,,,"$66,651",,,
1806911,,Girl Model (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,215",,,
1606384,,My Way (2011),,,,,,,"$25,017",,,,,,,,,,,,,,,,,,,,"$22,544",,,,,,,"$2,767,504",,,,,"$52,616",,,,,,,,,,,,,,,,"$13,602",,,,"$13,700,293",,,,,"$1,735",,,,,,,,
1911553,,The Chef (2012),"$117,853","$413,664","$350,811",,"$214,789","$5,290",,,,,,"$122,695","$32,095",,"$31,104","$68,167",,,,"$4,560",,"$12,612","$2,902,408","$1,253,992","$144,046","$471,266","$92,163","$47,770",,,,,"$442,676",,,,"$26,391",,,"$272,377","$45,015","$238,047",,,,,"$50,827",,"$358,950","$35,516",,,,,,"$47,107","$17,856",,,"$1,037,454",,,,,,,,"$25,741",,"$19,326",,
1333125,,Movie 43 (2013),"$366,786","$1,482,766","$659,060",,"$161,942","$4,123","$602,519","$142,627",,,,"$57,411",,,"$256,139",,"$8,840,453",,,,,,"$252,358","$1,770,423",,,"$351,775",,,,,,"$1,562,691",,,,,,,,"$867,657","$162,047",,,,,"$72,041","$22,612","$414,390","$120,819",,,"$8,075,585","$49,355","$41,515","$143,528","$137,678","$154,000",,"$996,988",,,,"$82,321",,"$85,552","$289,581",,"$2,942,128",,,
1003113,,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,036",,,
2152198,,The Pervert's Guide to Ideology (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,819",,,,"$32,257",,,,,,,,,,,,,,,,"$89,271",,,
1904996,,Parker (2013),"$320,698",,"$605,187",,"$348,166","$21,756","$543,258","$318,411",,,,"$63,357","$58,714",,,"$70,963",,,,"$186,242",,"$72,610","$2,009,639","$3,097,973",,"$84,231","$183,305","$110,870","$45,998",,,,"$566,174",,,,"$318,457",,"$728,843","$1,512,067","$604,678",,,"$353,469",,,"$111,174","$254,408",,"$240,607",,,"$7,619,731",,"$207,214",,,"$744,174",,"$2,456,570",,,,"$512,869",,"$700,223",,"$1,370,209","$2,616,679",,"$247,001",
2008006,,A Simple Life (2011),,,,,"$26,647",,,,,,,,,,,,"$191,826",,,,,,,,,,"$3,591,684",,,,,,"$296,212",,,,,,"$262,088",,"$13,196",,,,,,,,,,,,,,"$216,540",,,,,"$113,178",,,,"$8,673",,,,,"$56,228",,,
2023690,,Sightseers (2012),,"$69,649","$28,048",,"$19,821",,,,,,,,,,,,,,,,,,"$297,929","$173,371",,,,,"$4,007",,,,"$21,055",,,,,,,,,"$120,641",,,,,,,,"$9,561",,,,,,,,,,"$254,898","$17,164",,,,,,,,"$1,044,983",,,
1428538,,Hansel & Gretel: Witch Hunters (2013),"$3,863,312","$8,354,850","$2,457,619",,"$1,482,741","$451,256","$22,793,021","$859,914",,"$1,517,328",,"$5,726,255","$78,086",,"$764,326","$329,285",,"$68,872","$959,645","$139,742",,"$461,814","$7,414,412","$18,323,363",,,"$1,002,844","$335,287","$33,660","$194,372","$2,665,354","$259,379","$3,511,276",,,,"$109,551",,"$2,942,290","$13,788,120","$962,664","$564,052","$54,084","$1,121,489",,,"$2,526,043","$2,744,810","$508,104","$503,255",,,"$18,966,603","$61,583","$1,736,257","$235,550","$86,792","$821,836","$1,310,154","$5,673,489","$714,065",,,"$2,004,145",,"$1,871,980","$2,420,222","$1,063,145","$5,384,007","$84,629","$4,310,527",
1584131,,The Last Godfather (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,586,583",,,,,,,,,"$112,799",,,,
2035630,,Starlet (2012),"$12,182",,,,,,"$38,831",,,,,,,,,,,,,,,,,,,,"$6,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359078,,Churchill: The Hollywood Years (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,134",,"$40,431","$478,981",,,
1533818,,The Big Picture (2010),,,,,"$4,242",,,,,,,,,,,,"$158,411",,,,,,"$9,500,875",,,,,,,,,,,,,,,,,,,"$55,251",,,,,,,,,,,,,,,,,,,,,,,,,,,"$294,989",,,
1869716,,The East (2013),,,"$23,924",,"$26,314",,,,,,,,,,,,,,,,,,"$38,826","$88,896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,099",,"$160,749",,,,,,,,,"$233,165",,,
1854513,,Blancanieves (2012),"$6,452",,,,"$80,626","$13,091","$73,997","$5,662",,,,"$32,450",,,,,,,,,,,,"$34,676",,"$50,876",,,,,,,,,,,,,,"$148,069",,"$67,106",,,,,,,,"$3,970",,,"$46,553",,,,,,,"$1,643,854",,,,,,,,"$2,232","$96,173",,,
1677082,,Return (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$762,,,
2153963,,Tabu (2012),"$102,166","$392,824",,,,$864,"$97,374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,969",,,,,,,,,,,,,"$11,395",,,,,,,,,,,,,,,,,,,
1442584,,All That I Love (2009),,,,,,,"$2,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,794",,,,,,,,,,,"$839,774",,,,,,,,,,,,,,,,,,,,,,,
1374992,,Upside Down (2012),,,,,"$158,078",,,,,,"$11,600,000",,"$33,187",,"$145,179",,,,,,,,"$2,046,371","$108,254",,"$318,965","$746,770",,,,,,"$2,505,307",,,,,,"$596,112",,,,,,,,,"$98,537","$140,490",$857,,,"$83,855",,"$173,729","$66,170",,,"$1,091,297","$915,442",,,,"$637,012",,,"$349,600","$267,506",,,,
0845464,,On the Edge (2006),,,,,,,,,,,,,,,,,,,,,,,"$33,044",,,,"$313,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389096,,Stand Up Guys (2012),"$166,222",,,,,,"$236,485",,,"$30,304",,"$39,794","$30,446",,"$28,613",,,,,,,,,,,"$61,509",,"$21,786",,,,,"$270,438",,,,"$72,135",,,"$106,517",,,,,,,,,,"$31,166",,,,,"$29,106","$11,008",,"$16,343",,"$432,613",,,,,,"$35,429",,,"$119,824","$22,885",,
2008562,,Not Dead (2012),,,,,,,"$10,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,922",,,,,,,,,,,,,,,,,,,
1639426,,Udaan (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$427,401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059255,,No (2012),,,"$70,683",,,"$5,804","$397,047",,,"$1,242,793",,"$81,768",,,"$9,949","$31,033",,,,,,,"$962,028","$467,238",,"$119,519","$52,350",,,,,,"$536,868",,,,,,,"$161,949","$116,682","$154,586",,"$71,512",,,"$11,254",,,"$7,576",,,"$16,431",,"$7,299",,,,,"$302,003","$65,284",,,,,"$16,727",,,"$447,048",,,
1937264,,Now Is Good (2012),,,,,"$37,927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$578,467",,,,,,,,,"$18,011",,,"$225,209",,,,,,"$226,621","$26,682",,,,"$24,323",,"$175,016",,,"$961,490",,,
1457765,,The Haunting in Connecticut 2: Ghosts of Georgia (2013),"$348,401",,,,,,,,,"$387,023",,,,,,,,,,,,,,,,,"$159,057",,,,,,,,,,,,,"$536,796",,,,,,,"$214,127","$198,916",,,,,"$1,067,627",,"$198,669",,,,,,,,,"$292,240",,,,,,"$14,451",,
2088714,,Call Me Kuchu (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,986",,,
2053463,,Side Effects (2013),"$1,038,499","$2,415,498","$403,093",,"$485,032",,"$838,006","$52,911",,"$182,087",,"$316,227","$91,025",,"$210,196","$157,046",,,,"$61,465",,,"$3,644,853","$2,284,539",,"$233,445","$350,379","$83,543","$28,441",,,,"$2,253,654",,,,"$96,022",,"$121,855","$1,817,149","$591,877",,"$27,700",,,,"$83,555","$14,044","$780,505","$231,567",,,"$769,074",,"$257,537","$89,279","$17,869","$135,515","$150,597","$2,249,261","$277,224",,,"$64,919",,"$159,848",,"$281,598","$7,595,556","$103,392","$195,496",
1714866,,Midnight's Children (2012),,,"$50,817",,"$16,702",,"$14,385",,,,,,,,,,,,,,,,,"$294,795",,,,,,,,,"$76,717",,,,,,,,,,,,,,,,,"$17,567",,,,,"$18,719",,,"$14,872",,"$143,409",,,,"$3,691",,,,,"$402,284",,,
2024432,,Identity Thief (2013),"$106,947","$7,078,818","$999,055",,"$297,581","$21,021","$894,086","$117,779",,,,"$300,589","$105,961",,"$28,373","$218,714",,"$20,251","$86,807","$50,614",,"$283,604","$221,820","$5,589,376",,,,"$226,310","$94,544",,"$191,065","$716,994","$130,165",,,,"$164,048",,"$325,801","$1,168,346","$583,718","$883,894","$43,866","$576,953",,,"$114,158","$121,365","$166,557","$507,185",,,"$2,869,079","$23,843","$210,734","$21,778","$70,760","$786,746",,"$1,817,601","$152,653",,,,,"$71,502","$525,720","$820,536","$7,462,409","$52,374","$602,824",
1935896,,The ABCs of Death (2012),,,,,,,,,,,,,"$1,757",,,,"$21,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173687,,The Bang Bang Club (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,357",,,,,,,,,,,"$9,710",,,,,,,,,,,,,,,,,,,
2309788,,The Gatekeepers (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$157,889",,,
2044729,,A Glimpse Inside the Mind of Charles Swan III (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,999",,,,,,,,,,"$3,743",,,"$134,473",,,,,,,,,,,,,,,,,,,
1996310,,Lore (2012),"$84,753",,"$19,621",,"$120,583",,"$98,066",,,,,,,,,,,,,,,,,"$225,864",,,,,,,,,,,,,,,,"$29,531","$275,294",,,,,,,,,"$33,522",,,,,,,,,,"$109,976",,,,,,,,,"$391,439","$3,045",,
1424310,,Chinese Zodiac (2012),,,,,,,,,,,"$137,120,000",,,,,,,,,"$78,533",,,,,,"$71,018","$1,510,259",,,,,,,"$3,642,086",,,"$318,905",,"$6,533,781",,,,,,,,"$813,930","$2,363,467",,,,,"$9,415,676",,"$4,093,933",,,,"$1,917,044",,,,,"$1,824,774",,,,"$1,635,607",,,,
1047011,,Unfinished Song (2012),"$46,260","$1,073,452","$57,707",,"$80,414",,,,,,,,,,,"$199,294",,,,,,"$13,331","$215,996","$291,563",,,,,,,,,"$169,928","$183,625",,,,,,,"$33,491","$532,511",$895,"$166,973",,,,,"$16,909",,,,,,,,,"$149,341","$1,062,507","$142,014","$122,552",,,,,,,,"$2,899,297","$6,137",,
1559547,,Beautiful Creatures (2013),"$353,419","$2,903,125","$148,153",,"$1,419,788","$8,974","$4,409,948","$77,377",,"$120,984",,"$128,555","$62,838",,"$147,823","$355,655",,"$6,576",,"$13,433",,"$208,603","$6,705,153","$761,556",,"$63,002","$202,701",,"$19,385",,,,"$814,145",,,,"$31,646",,"$670,864","$3,782,992","$487,408","$380,251",,"$759,398",,,"$190,486","$683,282","$564,633","$91,064",,,"$4,112,794","$10,018","$429,814","$39,668","$22,627","$162,145","$365,968","$825,069","$806,382",,,"$849,442",,"$357,483","$127,275","$136,970","$3,760,105","$18,563","$385,388",
1808197,,Incir Reçeli (2011),,,$349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$220,823",,,,,,
1606378,,A Good Day to Die Hard (2013),"$2,421,889","$11,232,270","$2,369,656","$298,933","$2,088,488","$178,926","$8,572,992","$505,190",,"$1,056,820","$31,620,000","$1,719,450","$161,485",,"$275,827","$2,558,145",,"$106,749","$632,075","$304,228",,"$1,361,077","$15,589,961","$15,252,877",,"$475,599","$3,688,633","$932,120","$134,141","$2,249,095","$4,609,659","$811,379","$2,772,861","$21,426,025",,,"$483,174",,"$3,438,289","$8,583,037","$3,026,761","$1,363,914","$257,753","$2,861,726",,,"$1,118,637","$2,131,141","$1,331,873","$980,480",,,"$12,231,281","$82,674","$2,107,414","$186,288","$163,482","$948,754","$9,766,531","$4,408,158","$2,758,519",,,"$2,279,578",,"$1,321,950","$1,381,843","$1,914,667","$16,564,201","$151,996","$2,418,126",
1711425,,21 & Over (2013),"$529,602","$2,644,659","$197,300",,"$400,683",,"$925,070","$139,098",,"$74,184",,"$52,566",,,"$62,430",,,,,,,,,"$453,339",,,"$90,242","$277,443","$62,842",,,,"$583,612",,,,,,,"$249,643","$1,581,578","$328,674",,,,,"$170,534","$59,480","$600,519","$325,853",,,"$5,181,915","$43,109","$57,560","$119,291","$135,598","$295,744",,"$19,761",,,,"$184,939",,"$104,800","$399,516",,"$3,699,398","$9,197","$475,292",
1820488,,War Witch (2012),,,,,"$15,754",,,,,,,,,,,,,,,,,,"$50,545",,,,,,,,,,,,,,,,,,,"$6,338",,"$89,731",,,,,,,,,"$5,215",,,,,,,"$75,260",,,,,,,,,,,,
1702439,,Safe Haven (2013),"$123,585","$5,384,926","$797,578",,"$683,179",,"$697,825",,,"$72,454",,,,,"$10,705",,,,,"$124,009",,,,"$4,230,672",,,"$190,970","$43,248","$37,282",,,,,,,,"$109,444",,,"$949,162","$1,701,216","$423,873",,"$28,312",,,"$136,452","$203,811",,"$357,924",,,"$937,331","$9,813","$247,293","$23,970","$59,028","$286,429","$166,363","$1,522,668",,,,"$58,698",,,"$195,109","$150,835","$3,567,381","$15,042","$105,244",
1549589,,Elles (2011),"$128,863",,"$33,205",,"$60,946",,"$126,639",,,,,,"$2,580",,,"$30,715",,,,,,,"$270,420","$203,332",,,"$36,606",,,,,,"$167,912",,,,,,,"$123,225",,,,,,,,,"$1,857,752","$32,451",,,"$75,098",,"$8,114",,,,,"$314,295",,,,,,"$19,107",,,"$131,098","$40,387","$1,988",
0024651,,The Testament of Dr. Mabuse (1933),,,,,,,,,,,,,,,,,,,,,,,"$9,541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,149",,,,,,,,,,,,
2375605,,The Act of Killing (2012),,,,,,,,,,,,,,,,,"$486,919",,,,,,"$10,320",$440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,258",,,,"$3,610",,,,,"$163,777",,,
1659343,,Universal Soldier: Day of Reckoning (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$271,024",,,,,,,,,,,,,,,,,,,,"$624,724",,"$2,770",,,,,,,,,,,"$138,232","$31,349","$328,748",,,,
2085910,,Room 237 (2012),,,,,,,,,,,,,,,,,,,,,,,"$16,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,644",,,
0765446,,Escape from Planet Earth (2012),"$586,308","$3,094,271","$168,499",,,"$6,274","$1,041,079",,,"$220,490",,"$540,264","$94,448",,"$60,320",,"$57,012,977",,,,,,,"$543,749",,,,"$72,126","$60,776",,,,"$341,546",,,,"$34,351",,,"$2,309,369",,"$596,363",,,,,"$323,950",,"$555,503","$76,037",,,"$2,463,594",,"$5,567","$126,287",,"$459,647","$166,945",,,,,,,"$171,415","$203,349","$198,164","$1,860,356","$29,364","$933,072",
1587828,,Confessions of a Brazilian Call Girl (2011),,,,,,,"$12,356,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209418,,Before Midnight (2013),"$1,320,990","$995,035","$170,985",,"$78,155",,"$670,003","$1,581",,"$239,243",,,,,"$32,179","$622,178",,,,,,"$424,525","$211,134","$844,998",,"$810,564","$340,248",,,,,,"$142,575",,,,,,,"$285,994","$277,701","$166,596",,,,,"$60,979","$41,203","$271,033","$171,754",,,"$58,089",,"$118,470","$7,881","$31,068","$30,492","$1,355,747","$1,504,092","$101,139",,,,,"$145,812",,"$18,662","$1,241,899","$87,017",,
1313139,,The Oranges (2011),,,,,,,"$98,687",,,,,,,,,,,,,,,,,,,,"$13,525",,,,,,"$722,194",,,,,,,"$353,026",,,,,,,,,,"$17,534",,,"$322,438","$13,034",,,"$20,963","$46,517",,"$283,472",,,,,,,,,"$59,204",,,
1949548,,Heroine (2012),,"$80,554",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,269,316",,,,,,,,,,,,"$23,085","$6,602",,,,,,,,,,,,,,,,,,,,,,,,,,"$490,016",,,
2076850,,Escape (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$804,479",,,,,,,,,"$3,194",,,,,,,,,,,,,,,"$106,320",,,,
0882977,,Snitch (2013),"$247,782","$1,486,965","$112,223",,"$179,811",,"$984,378",,,"$46,181",,,"$17,718",,"$8,624",,,"$34,815",,"$56,014",,,"$1,710,353","$662,303",,"$22,400","$120,046","$106,213","$24,188",,,,"$706,666",,,,"$138,705",,"$648,147","$646,725","$470,605","$282,166",,,,,"$91,489","$47,559",,"$225,194",,,"$1,471,980",,"$217,978",,,"$499,045","$191,158","$1,200,688",,,,"$213,857",,"$73,387","$30,986","$1,116,336","$792,416","$9,111",,
0901488,,Eye in the Sky (2007),,,,,,,,,,,"$1,043,304",,,,,,,,,,,,,,,,"$529,499",,,,,,,,,,,,"$91,661",,,,,,,,,,,,,,,,"$53,814",,,,,,,,"$14,753",,,,,,,,,
2387433,,Dark Skies (2013),"$263,607",,,,"$126,468",,"$367,696",,,"$125,818",,,"$11,807",,"$24,811","$45,683",,,,"$52,017",,"$34,840","$1,251,699",,,,"$44,086",,,,,,"$847,550",,,,,,"$296,309","$916,420","$238,216",,"$4,243","$138,028",,,"$258,393","$130,981",,,,,"$1,303,705",,"$114,612","$22,144",,"$10,929",,,,,,,,"$154,032",,"$106,265","$3,262,258","$28,174","$258,645",
1961192,,Marie Krøyer (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,614",,,,,,,,,,,,,,,,,,,
1954701,,A Coffee in Berlin (2012),,,"$87,653",,"$51,985",,,,,,,,,,,,,,,,,,"$178,377","$2,035,193",,"$13,536",,,,,,,,,,,,,,"$48,453","$159,088",,,,,,,,,,,,,,,,,,,"$101,773",,,,,,,,,,,,
