imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Costa Rica,Croatia,Cyprus,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
3305308,,Trespass Against Us (2016),,,,,,,,,,,,,,,,,,,,,,,,,,"$8,527",,,,,,,"$210,433",,,,,,,,,,,,"$15,002",,,,,,,,,"$9,702",,,,"$33,764",,,,$444,,"$28,920",,,,,,,,,,"$109,252","$95,442",,,
5735464,,Master (2016),,"$21,847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,616",,,,,,,,,,,,,,,,,,,"$51,005,701",,,,,,,,,,,,,,
5787384,,Past Life (2016),,"$11,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578118,,Rupture (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,869",,,,,,,,,,,,,,,,"$16,374",$995,,,
4714568,,The Young Offenders (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,616",,,,,,,,,,,,,"$2,460",,,,,,,,,,,,,,,,,"$3,786",,,
3374866,,Purgatorio (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,776",,,,,,,,,,,,,,,,,,,,,,,,$872,,,,,,,,,"$17,234",,,,
5122374,,Tini: The New Life of Violetta (2016),"$529,528",,"$310,957",,"$360,834",,"$84,486",,,,,,,,,,"$4,265",,,,,,,"$1,251,363","$1,927,176",,,,,,,,"$1,661,489",,,,,,,,,"$238,645",,"$299,788",,,,,,,,,"$497,775","$84,099",,,,,,,,,,,"$1,025,404","$6,558",,,,,,,,"$10,944",,,"$34,943",
4353996,,The King's Choice (2016),,"$470,865",,,,,,,,,,"$69,817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,143,517",,,,,,,,"$19,651",,,,,,,,,,,"$200,235",,,,,,,,,,,,,
0498381,,Rings (2017),"$2,191,374","$1,610,733","$437,444",,"$483,901","$293,123","$6,794,054",,,"$1,323,315",,"$1,638,302",,,,"$381,283","$226,078",,,,,,"$298,788","$3,540,567","$2,284,725","$451,116","$194,796","$114,454","$52,126","$801,895","$2,157,816","$534,032","$1,829,851",,,,,,,"$120,622","$1,031,373","$5,449,891",,"$588,302","$199,700","$376,366",,,"$1,366,472","$127,743","$1,385,983","$427,643","$768,036","$323,748",,,"$241,957","$3,175,176",,"$346,532","$158,712","$75,642","$111,241","$115,924","$1,691,496","$480,530","$418,478",,"$319,314",,,"$800,303","$400,005","$539,778","$2,317,321","$7,388","$368,966",
5269396,,Sword Master (2016),,"$25,225",,,,,,,,,"$14,502,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,970",,,,,,,,,,,,,,,,,,,,,,,,,"$102,858",,,,,,,,
4954522,,Raw (2016),,"$51,294",,,,,,,,,,,,,,,,,,,,,,"$1,042,817",,"$21,465",,,,,,,,,"$121,351",,,,,,,"$657,669",,"$3,224","$5,968","$78,776",,,,,,,"$18,268",,,,,,,"$16,230",,,,"$2,800","$364,530",,,,,,,,,,"$182,223",,,
2650642,,In the Name Of (2013),,,,,"$6,662",,,,,,,,,,,,,,,,,,,,"$43,135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,044,770",,,,,,,,,,,,"$14,988",,,,,,,,,,"$8,500",,,
0231208,,The Year of Maria (2000),"$4,237",,,,,,,,,"$8,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538222,,You're Killing Me Susana (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,338,188",,,,,,,,,,,,,,,,"$23,081",,,,,,,,,,,,,,,,,,,,
5248342,,Welcome to Norway (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,942",,,,,,,,,,,,,,,,,"$610,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231812,,Staying Vertical (2016),,,,,,,,,,,,,,,,,,,,,,,,"$439,963",,,,"$3,117",$494,,,,,,,,,,,,,,,,,,,,,,,,,$539,,,,,,,,,,,,,,,,,,,,,,,,
5186236,,Afterimage (2016),,,,,,,,"$1,983",,,,"$35,241",,,,,,"$33,443",,,,,,,,"$6,168",,,,,,,"$89,739",,,,,,,"$1,232",,,,,,,,,,,,,"$842,372",,,,"$4,017",,,,,,,,"$18,573",,,,,,,,,,,,,
4425200,,John Wick: Chapter 2 (2017),"$490,135","$5,975,717","$962,758",,"$740,746","$49,003","$2,526,489","$179,367",,"$494,630",,"$533,293",,"$154,540","$58,087","$437,007","$392,115","$92,029,184","$233,886","$211,849","$170,028","$123,193","$402,965","$2,257,240","$7,617,195","$417,000","$1,684,217","$611,598","$134,043","$447,289","$1,388,618","$582,508","$1,928,653",,"$2,733,974",,,"$99,862","$346,949","$94,527","$1,988,824","$2,189,790",,"$2,260,864","$412,494","$553,174",,"$141,724","$203,470","$21,546","$525,903","$1,807,392","$1,022,201","$467,600",,,"$807,804","$6,173,188","$64,609","$1,040,563","$291,246","$50,231","$969,979","$1,880,142","$1,373,120","$424,132","$1,363,950",,"$2,594,513","$1,599,159",,"$1,532,034","$596,988","$2,568,629","$7,387,240","$33,311","$606,248","$553,757"
5052448,,Get Out (2017),"$692,018","$4,795,389","$223,079",,"$598,004","$40,593","$1,722,673","$22,966",,"$159,485",,"$369,810",,"$52,381","$10,168","$140,088","$577,780","$176,196,665",,"$207,813","$118,988","$75,522","$293,569","$9,079,404","$5,061,485","$564,781","$922,138","$190,167","$86,922",,"$469,807","$571,643","$1,257,308",,"$1,343,228",,,"$36,798","$88,278","$87,302","$226,793","$2,035,531",$198,"$1,473,915","$383,064","$609,911",,,"$505,704","$21,066","$554,730","$108,944","$732,326","$183,425",,,"$139,441","$1,786,755","$9,378","$347,689","$68,624","$14,236","$177,278","$15,595,226","$4,721,384","$1,156,847","$650,381",,"$1,780,502","$355,309","$186,485","$157,551","$191,290","$818,645","$12,747,483","$9,752","$145,615","$252,358"
3315342,,Logan (2017),"$5,059,153","$17,999,137","$1,509,602","$659,741","$2,373,249","$695,888","$29,292,425","$295,085",,"$3,636,342","$106,226,155","$3,384,168",,"$258,546",,"$1,103,008","$2,368,354","$226,277,068","$479,182","$2,203,289","$558,771","$205,668","$1,120,896","$16,658,330","$10,112,963","$1,397,756","$5,286,790","$1,014,573","$266,566","$6,867,824","$6,404,094","$1,843,511","$5,657,596","$147,938","$6,565,029","$224,710","$924,672","$173,422","$459,724","$132,676","$4,477,218","$13,671,454","$143,192","$3,204,487","$2,254,469","$396,256","$396,256","$552,705",,"$216,169","$2,847,395","$3,855,836","$2,273,844","$1,349,286",,"$792,447","$1,062,205","$16,582,481","$200,658","$3,676,578","$369,838","$104,793","$1,211,538","$15,037,319","$7,125,554","$3,147,293","$2,075,079",,"$7,170,548","$3,597,564","$666,787","$3,206,290","$1,376,297","$4,495,111","$29,666,440","$243,387",,"$2,296,305"
3731562,,Kong: Skull Island (2017),"$3,411,066","$10,000,000",,,,"$351,046","$9,400,000","$461,786",,,"$168,188,002","$2,749,382",,,,"$497,723",,,,,,,"$789,540","$12,000,000","$9,700,000","$785,780","$3,400,000","$691,906","$230,362",,"$4,700,000",,"$3,500,000",,"$17,000,000",,,,,"$217,875",,"$14,200,000",,"$3,900,000","$1,732,745","$2,191,056",,,,,,,"$1,844,380","$790,264",,,"$1,066,022","$10,500,000",,,"$315,881","$86,898","$1,465,657","$12,100,000","$5,600,000",,"$1,600,000",,"$8,300,000","$2,421,914",,"$1,500,000","$1,326,965","$4,668,663","$19,500,000","$108,855",,
2763304,,T2 Trainspotting (2017),"$383,658","$2,204,095","$199,303",,"$177,651",,"$279,956","$74,092",,"$221,958",,"$164,915",,"$89,814",,"$433,298","$152,509",,,,,"$43,929","$333,276","$749,792","$1,471,306","$166,739","$232,784","$154,283","$40,959",,,"$69,713","$2,620,659",,"$1,561,515",,,"$18,944","$8,595","$39,201",,"$826,490",,"$617,001","$529,605","$118,812",,,,,"$71,208","$4,801","$249,981","$164,773",,,"$92,936","$1,238,519","$48,541","$46,487","$159,655","$20,036","$43,831",,"$1,282,991","$191,680","$266,076",,,"$17,519",,"$83,172",,,"$21,186,631","$26,116",,
4536768,,The Osiris Child (2016),,"$17,822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,136",,,,,,,,
3625516,,MindGamers (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,447",,"$3,303",,,,,,
1691916,,Before I Fall (2017),"$119,378",,,,,"$36,818","$787,852",,,,,"$77,527",,,,,,,,,,,,,,,,,,,,,"$1,478,092",,,,,,,,,,,"$496,679","$141,848",,,,,"$11,833",,,,"$19,217",,,,"$398,577",,,,,"$28,016","$177,267",,,,,,"$103,144",,"$58,390","$57,649","$100,117",,"$40,317",,
1082807,,The Belko Experiment (2016),,"$6,130",,,,,,,,,,,,,,,,,,,,,"$46,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$461,651",,,,,,,,,,,,,,,"$26,112","$210,646","$166,507",,,
1130981,,Tear This Heart Out (2008),"$57,357",,,,,"$19,601",,,"$110,238","$21,661",,"$83,779",,,,,,,"$3,493","$27,014",,,,,,,,,,,,,,,,,,,,,,"$9,042,087",,,,,,,,,"$35,884",,,,"$13,942",,,,,,,,,,,,,,,,,,,,,"$13,523","$93,100",
3500068,,"Trenk, the Little Knight (2015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$90,588",,,,,,"$41,952",,,,,,,,,,,,,,
0844319,,Kaidan (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,431",,,,,,,,"$3,560,173",,,,,,,,,,,,,,,,,,,,,,,"$14,525",,,,,,,,,,,"$1,334",,,,,,,,,
5462602,,The Big Sick (2017),"$25,608","$3,508,053","$42,871",,"$146,462",,"$60,951",,,"$48,170",,"$54,587",$506,"$13,994",,"$202,510","$161,001",,,,,,"$43,254",,"$784,090","$112,630","$65,308","$62,778","$8,445","$102,077",,"$743,311","$499,911",,"$184,384",,,,"$24,409",,,"$185,051",,"$937,477","$871,010","$301,896",,,"$1,627",,,,"$415,865","$32,804",,,,,,"$108,494","$59,956","$17,677","$83,922","$107,164","$588,047","$124,246","$162,168",,"$74,469","$30,517",,,,"$110,189","$2,352,006","$3,258",,
5962210,,Ingrid Goes West (2017),,"$11,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,286",,,,,,,,,,,,,,,,,,,"$19,143",,,,,,,,,,,"$86,902",,,
4400038,,Chocolat (2016),"$15,713","$349,338",,,,,"$226,694",,,,,"$47,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,634",,,,,,,,,,,,,"$213,137",,,,,,"$16,983",,,,,,,,,,,,,,
1972591,,King Arthur: Legend of the Sword (2017),"$1,500,000","$4,031,175",,,,"$210,577","$4,800,000","$313,610",,,"$8,353,642","$1,188,440",,,,"$501,388",,,,,,,"$552,842","$6,100,000","$5,800,000","$618,456","$478,000","$380,923","$115,847",,"$3,000,000",,"$2,200,000",,"$2,700,000",,,,,"$104,705",,"$5,900,000",,"$2,000,000","$782,693","$951,228",,,,"$67,230",,,"$1,178,967","$717,712",,,"$799,093","$12,700,000",,,"$263,367","$94,463","$484,020","$3,000,000","$5,144,581",,"$1,000,000",,"$1,600,000","$1,139,501",,"$1,200,000","$1,306,205","$2,197,360","$6,300,000","$66,935",,
5147214,,Headshot (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,751",,,,,,,,,,,,,"$44,626",,,,,,,,,,,,,,,,,,,,
3216348,,Incarnate (2016),"$175,093",,,,,,"$573,162",,,,,"$180,871",,,,"$44,387",,,,,,"$6,780",,,,,"$96,320","$94,435",,,"$188,431",,"$552,871",,,,,"$4,207",,"$31,478","$185,169","$689,389",,"$194,558",,,,,,"$12,991",,,,"$100,145",,,"$128,672","$497,799",,"$78,785","$22,955","$1,968",,"$125,459",,,,,"$37,248",,,"$57,172",,"$112,608",,,,"$44,331"
2771200,,Beauty and the Beast (2017),"$11,594,071","$36,309,005","$4,173,297",,"$6,626,948","$1,183,382","$41,497,084","$1,104,809",,"$4,875,578","$85,763,002","$5,772,950",,,,"$2,282,091","$5,241,573","$504,481,165",,,,,"$3,208,617","$23,910,493","$35,353,796","$1,380,768","$9,231,866","$1,533,501","$478,109","$4,149,628","$9,161,033",,"$22,689,495",,"$110,790,534",,,,,"$181,358","$5,527,695","$29,968,579",,"$8,669,457","$4,632,686","$4,692,916",,,,"$403,728",,"$13,501,376","$4,906,241","$3,433,454",,,"$1,582,047","$14,634,611",,"$5,359,049","$508,601","$240,123","$2,954,949","$37,583,870","$24,076,226","$7,366,642","$4,520,889",,"$8,232,563","$5,124,422",,"$973,259","$1,597,164","$6,706,941","$90,553,118","$588,040","$10,753,418",
5325452,,Boo! A Madea Halloween (2016),,,,,,,,,,,,,,,,,,,,,"$9,013",,,,,,,,,,,,,,,,,,"$12,497",,,,,,,,,,,,,,,,,,,,,,,,"$577,389",,,,,,,,,,,"$210,533",,,,
1262877,,Coco (2009),"$17,216",,,,"$905,950",,,,,,,,,,,,,,,,,,,"$24,194,564",,,,,,,,,,,,,,,,,,"$50,204",,,,,,,,,,,,,,,,,,,,,,,,,"$425,773",,,,,,,,,,,
0443159,,Olé! (2005),,,,,,,,,,,,,,,,,,,,,,,,"$4,305,130",,,,,,,,,"$10,652,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874544,,The Boss Baby (2017),"$8,706,320","$16,387,650","$2,383,840","$881,017","$4,290,409","$773,576","$14,799,659","$703,623",,"$4,630,561",,"$5,180,077",,"$509,426",,"$1,621,785","$3,194,235",,"$556,136","$1,899,494","$332,947","$537,172","$1,710,430","$25,422,469","$15,663,715","$1,207,286","$5,746,000","$990,085","$243,731","$2,852,879","$4,002,139","$4,317,386","$8,034,597","$153,294","$30,741,043","$216,597","$1,590,263","$414,341","$442,694","$515,785","$2,490,871","$23,219,287","$195,900","$6,627,957","$2,178,669","$315,549","$315,549","$303,721",,"$334,421","$3,698,488","$1,680,753","$4,303,577","$2,424,470",,"$945,216","$1,252,821","$26,395,096","$598,094","$2,863,283","$1,089,261","$458,206","$2,032,739","$16,702,990","$14,451,540","$4,068,277","$3,775,129",,"$3,177,553","$1,195,567","$619,895","$1,954,732","$1,768,721","$4,128,144","$36,510,247","$743,094",,"$4,000,590"
5974388,,In Between (2016),,"$26,261",,,,,,,,,,,,,,,,,,,,,,"$765,939",,,,,,,,,"$468,247",,,,,,,,,,,"$67,318","$7,396","$18,651",,,,,,,,,,,,,,,,,,,"$194,849",,,,,,,,,,"$23,314",,,
3175936,,The Stolen Years (2013),,,,,,,,,,,"$23,840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690244,,Machines (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,621",,,
5726616,,Call Me by Your Name (2017),"$101,548","$2,626,551","$208,318",,"$489,765","$4,684","$944,306","$10,798",,"$68,088",,"$102,833",,"$30,355",,"$10,709","$593,543","$18,095,701","$3,699","$18,337",,"$35,865","$436,603","$2,652,781","$1,830,654","$166,076","$310,165","$86,390","$16,276",,,"$158,663","$4,157,606",,,,,"$14,957",,,,"$723,938",,"$1,052,804","$159,254","$389,046",,,,,"$51,029","$52,173","$298,074","$166,831",,,"$53,244",,,"$85,777","$22,334","$35,794","$43,073","$1,588,779","$1,228,974","$730,017",,,"$240,748","$136,611",,"$63,228",,,"$2,372,382","$16,981","$156,614",
2592614,,Resident Evil: The Final Chapter (2016),"$1,960,850","$2,351,188",,,,"$669,123","$6,004,832","$124,787",,"$1,321,882","$159,548,686","$1,764,477",,"$73,701",,"$191,825","$26,707",,"$79,824","$1,238,536","$122,315","$83,670",,"$2,189,093","$3,253,516","$196,004","$4,839,957","$314,325","$23,508","$1,155,308","$6,090,864","$93,135","$1,208,646",,"$36,482,592",,,"$51,707","$96,042","$61,013","$2,835,926","$7,212,254",,"$296,651","$314,581",,,"$99,821",,"$97,511","$2,039,054","$1,874,073","$466,161","$502,620",,,"$403,094","$6,257,242",,"$1,528,987","$110,712","$13,752","$246,124","$5,520,764","$2,000,363","$267,696",,,"$7,905,687","$3,325,690","$133,972","$790,324","$534,344","$1,364,128","$1,204,047","$127,453","$447,785","$1,200,838"
6137734,,L'ora legale (2017),"$57,074",,,,,,,,,,,,,,,,,,,,,,,,,"$489,742",,,,,,,"$10,810,164",,,,,,,,,,,,,,,,,,,,,,,,,"$24,885",,,,,,,"$157,075",,,,,,,,,,,,,
4626160,,Poveda (2016),,,,,,$899,,,,,,"$2,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$203,462",,,,,,,,,,,$528,,
2249278,,The Film Critic (2013),"$157,290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,243",,
6265828,,A Ghost Story (2017),,"$98,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,024",,,,,,,,,,,,,,,,,,,"$60,620",,,,,,,,,,,"$173,963",,,
1219827,,Ghost in the Shell (2017),"$617,411","$4,452,557","$805,854",,"$679,320",,"$3,899,587","$307,828",,"$450,009","$29,327,947","$1,345,354",,"$125,179",,"$322,811","$632,719","$40,563,557",,,"$33,455","$108,780","$437,209","$8,252,537","$6,704,456","$335,432","$2,538,517","$493,083","$70,091",,"$1,888,835","$501,982","$2,375,364",,"$9,018,941",,,"$84,719","$64,852","$87,391","$1,712,827","$5,348,819",,"$1,425,766","$721,586","$449,322",,,"$806,689",,"$818,445","$1,384,607","$1,567,482","$670,483",,,"$652,355","$8,537,520","$60,974","$1,343,832","$164,732","$43,194","$606,106","$5,601,099","$3,163,275","$970,657","$975,656",,"$2,763,350","$1,077,417",,"$1,271,636","$955,522","$873,410","$7,188,028","$38,376","$237,469",
4363250,,Lost in the Pacific (2016),,,,,,,,,,,"$5,266,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834220,,Pork Pie (2017),,"$77,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$788,924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778394,,Delirium (2014),"$489,115",,,,,,,,,,,,,,,"$64,230",,,,,,,,,,,,,,,,,,,,,,,,"$32,102",,,,,,,,,,,,,,,,,,"$252,296",,,"$29,281",,,,,,,,,,,,,,,"$21,465",,
4795546,,Nocturama (2016),,,,,,,,,,,,,,,,,,,,,,,,"$290,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,355",,,,,,
5039860,,Dalida (2016),,,,,,,,,,,,"$6,847",,,,,,,,,,,,"$5,383,669",,"$80,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,532",,,"$10,911","$61,431",,,,,,,,,,,,,,"$30,656",,"$39,582",,,,
3322892,,XX (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,757",,,,,,
5309954,,Sadako vs. Kayako (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,385,267",,,,,,,,,,,,,,,,,,,,,,,"$249,955",,,,,,"$165,925",,,,,,"$8,701",,,,,,,,
3037164,,Kills On Wheels (2016),,,,,,,,,,,,,,,,,,"$15,898",,,,,,,,,,"$23,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,303",,,,,,,,,,,,,,,,,,"$1,697",,,
5764024,,OK Jaanu (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,651,941",,,,,,,,,,,,,,,"$44,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$310,493","$82,058",,,
0428532,,The Feast of the Goat (2005),,,,,,,,,"$6,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$193,973",,,,,,,,,,,,,
0841109,,Late Bloomers (2006),"$77,398",,"$826,525",,,,,,,,,,,,,,,,,,,,,,"$1,911,828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$416,081",,"$6,939,992",,"$23,213",,,,,,,"$9,562",,
4465564,,Fifty Shades Darker (2017),"$3,724,443","$13,785,620","$4,475,654",,"$4,628,670","$339,876","$21,207,467","$619,814",,"$2,273,168",,"$1,935,725",,"$520,005","$222,750","$2,145,782","$4,415,577",,,"$984,351","$63,322","$445,120","$1,610,887","$24,886,557","$32,709,880","$1,683,324","$1,843,638","$1,222,196","$143,594",,,"$2,489,791","$15,796,926",,,,,"$393,344","$477,396","$580,410",,"$6,354,100",,"$6,332,203","$1,317,786","$3,529,572",,,"$2,561,890","$227,353","$1,000,712","$3,399,902","$7,392,748","$2,489,044",,,"$1,656,543","$13,377,712","$526,177","$1,031,387","$1,106,362","$538,974","$2,465,598","$1,379,601","$13,745,106","$5,379,401","$4,230,354",,"$2,798,012","$768,446","$405,317","$1,788,842","$1,595,224","$50,973","$28,583,660","$310,280","$1,176,866","$541,678"
1781058,,Wilson (2017),,"$17,566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,384",,,,,,,,,,"$6,813","$141,932",,
4731148,,Attraction (2017),,,,,,"$87,226",,,,,"$369,879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$433,866",,,,,,,,,,,,,,,,"$18,020,347",,,,,,,,,,,,"$22,841",,,,,,,,
5286268,,Family Heist (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$634,845",,,,,,,,,,,,,,,,,,,,
3622110,,Don't Knock Twice (2016),"$407,169",,,,,"$108,345",,,,,,"$142,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$366,620",,,,,,,,"$23,061",,,,,,,,"$379,043",,,,,,,,,,,,"$114,820",,,,,,"$48,955",,
1226766,,The Great Gilly Hopkins (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,155",,,,,,,,,,,,,,
3585004,,Zhongkui: Snow Girl and the Dark Crystal (2015),,"$36,161",,,,,,,,,"$63,620,000",,,,,,,,,,,,,,,,"$36,038",,,,,,,,,,,,,,"$133,380",,,,"$13,924",,,,,,,,,,,,,,,"$253,613",,,,,,,,,,"$67,403",,,,,,,,
5222918,,The Other Side of Hope (2017),"$122,214","$455,142",,,,,,"$5,342",,,,"$35,715",,,,"$1,264",,,,,,,"$463,905","$1,422,901",,,,,"$3,967",,,,"$734,269",,,,,,,,,,,"$172,408",,"$67,375",,,,,,,,"$27,669",,,,"$59,973",,,,"$12,919",,,"$414,798",,,,,,,"$14,010",,,"$85,159",,,
1002459,,Forbidden to Forbid (2006),,,,,,,"$166,288",,,"$17,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5770430,,Ozzy (2016),"$209,502",,,,,"$70,468","$692,842",,,,"$1,663,369","$276,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,160,733",,,,,,,,"$8,535",,,,,,,,"$1,119,806",,,,,,"$788,370",,,,,,,,,,,,"$19,730",,
1094278,,Tricks (2007),"$4,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,356",,,,,,,,,
1900886,,Kung Fu Wing Chun (2010),,,,,,,,,,,"$905,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614612,,Black Snow (2017),"$3,616,287",,,,,,"$296,417",,,,,"$13,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,685",,,,,,,,,,,,,,,,,,,,,,,,,,"$223,921",,
0122735,,Lucky and Zorba (1998),,,,,,,,,,"$32,904",,,,,,,,,,,,,,,,,,,,,,,"$49,202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334549,,Old Partner (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,287,483",,,,,,,,,,,,,,
4818804,,King of the Belgians (2016),,,,,,,,"$23,500",,,,,,,,,,,,,,,,,,,,,,,,,"$158,942",,,,,,,"$4,417",,,,,,,,,,,,,,,,,,"$8,785",,,,,,,"$10,141",,,,,,,,,,,,,
2231457,,The Queen of Spades (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$491,952",,,,,,,,,,,,,,,,,,,,
4956984,,Børning 2 (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,766",,,,,,,,,,,,,,,,,,,,
5571734,,Pink (2016),,"$105,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950078,,The Taking of Tiger Mountain (2014),,,,,,,,,,,"$141,020,000",,,,,,,,,,,,,"$126,337",,,"$43,632",,,,,,,,,,,,,,"$57,341",,,,,,,,,,,,,,,,,,,"$170,924",,,,,,,,,,"$6,837",,,,,,,,
2414040,,An Eye for Beauty (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5897288,,I Can Quit Whenever I Want: Masterclass (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,440,826",,,,,,,,,,,,,,,,,,,,,,,,,"$16,265",,,,,,,,,,,,,,,,,,,,
