imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela
1900893,,Themis (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,220,249",,,,,,"$14,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473063,,The Well-Digger's Daughter (2011),,,,,,"$472,094",,"$89,619",,,,,,,,"$111,940",,,,,,,"$11,870,967",,,,,,,,,,,,,,,,,,,,"$257,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,736",,
1231287,,Labor Pains (2009),,,,,,,"$10,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,810",,,"$670,871",,,,,,"$129,778",,,,,"$39,574",,"$684,129",,,,,,,"$287,260",,,,,,,,,"$68,589",,,
2124074,,28 Hotel Rooms (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,699",,,,,"$57,640",,,,,,,,,,,,,,,,,,,
1641975,,Citadel (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$128,509",,
2071441,,Dangerous Liaisons (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,087",,,,,,,,,,,,,"$10,817",,,,,,,,,,,,,,,,"$119,820",,,,"$1,875,140",,,,,,,,,,,,,
1951166,,Capital (2012),,,,,,"$99,938",,"$156,746",,,,,,,,,,,,,,,"$2,804,415",,,"$242,020",,,,,,,,,,,,,,,,,,,,,,,,"$51,311",,,,,,,,,,,"$1,360,117",,,,,,,"$6,602",,,,,
1471171,,Beloved Berlin Wall (2009),,,,,,,,,,,,,,,,,,,,,,,,"$226,700",,,"$33,507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728130,,Kill Me Please (2010),,,,,,"$60,957",,,,,"$8,242,805",,,,,,,,,,,,,"$20,594",,,,,,,,,"$147,864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0443272,,Lincoln (2012),"$756,390",,"$7,248,069","$469,011","$25,053","$1,298,006","$33,776","$4,947,430",,"$468,354",,"$643,728","$73,170",,"$216,358","$1,075,642",,"$24,188","$102,470","$44,741",,"$194,502","$10,683,693","$5,134,662",,"$899,874","$775,958","$71,742","$46,022","$268,541",,"$420,180","$8,304,392",,"$9,467,518",,,"$73,299",,"$77,615","$2,245,784","$1,250,868","$631,308",,"$1,120,012",,"$258,039","$174,714","$330,071","$931,677",,,,"$724,284","$39,878","$276,020","$54,922","$60,561","$197,745","$768,793","$6,624,357","$653,283",,,,"$51,618",,"$333,928",,"$385,129","$13,264,838","$161,855","$278,513"
1723047,,Requiem for a Killer (2011),,,,,,"$7,843",,,,,,,,,,,,,,,,,"$571,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$632,,
1545106,,Vamps (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$41,357",,,,,,,,"$8,265",,,,,,,,,,"$39,765",,,,,,,
1407065,,The Moth Diaries (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,499",,,,,,,,,,,"$162,193",,,,,,,"$32,739",,,,,,,,,,"$1,027",,,,"$54,586","$156,153",,
2283748,,OMG: Oh My God! (2012),,,"$83,257",,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,347,453",,,,,,,,,,,,,"$129,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673434,,The Twilight Saga: Breaking Dawn - Part 2 (2012),"$7,304,324",,"$38,236,409","$5,285,699",,"$7,733,240","$741,367","$54,249,028","$394,660","$4,582,279",,"$6,746,508","$723,949",,"$2,838,495","$4,999,912","$292,324,737","$111,646","$2,229,037","$943,074",,"$2,768,317","$38,951,800","$39,292,461",,"$2,481,388","$2,603,490","$1,722,841","$134,834","$1,675,822",,,"$24,417,636",,"$4,083,596",,,"$664,649",,"$4,387,529","$29,577,943","$5,609,552","$4,293,660","$128,418","$5,375,229",,"$5,175,525","$8,266,504","$5,583,367","$4,001,615",,,,"$42,816,364","$151,669","$3,184,396","$1,126,302","$375,965","$4,560,489","$17,418,074","$31,266,098","$8,318,364",,,,"$6,234,483",,"$7,442,242","$3,346,807","$3,039,792","$57,946,291","$395,428","$9,353,315"
0462667,,The Tiger Brigades (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,048",,,,,,,,
1715873,,10 Years (2011),,,,,,,,,,,,,,,,,"$203,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,435",,"$4,347",,,"$35,181",,,,,,,,,,,"$7,648",,,
1234719,,Red Dawn (2012),"$32,813",,"$1,134,023","$167,548",,,,"$460,393",,,,,,,,,,,,"$48,925",,,"$286,998","$658,101",,,"$188,145",,"$21,084",,,,,,,,,"$58,902",,,,,,,,,"$82,099","$187,782",,"$157,810",,,,"$684,791",,"$60,126",,,"$193,516",,,,,,,"$376,847",,,"$31,957","$572,505","$679,139",,"$60,009"
2084098,,Starry Starry Night (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,"$544,234",,,,,,,,,,,,,,,,$765,,,,,,,,,,,,,"$34,267",,,,,,,,,,,,,,,,,
1446192,,Rise of the Guardians (2012),"$314,955",,"$13,767,196","$1,262,321",,"$2,734,414","$469,382","$12,470,793","$635,923","$2,343,826",,"$2,140,834","$381,149",,"$345,373","$867,390",,"$42,092","$1,312,283","$150,935",,"$1,007,365","$25,314,994","$6,926,594",,"$80,781","$317,567","$1,008,561","$120,427","$433,338","$864,842","$1,384,784","$9,618,836",,,,,"$83,974",,"$1,876,588","$16,911,684","$1,500,693","$1,711,311","$10,813","$1,409,710",,"$1,962,097","$1,542,753","$1,822,972","$1,576,068",,,,"$14,862,284","$127,206","$1,990,302","$141,981","$242,149","$2,103,188","$6,491,615","$8,360,297","$2,424,971",,,,"$884,115",,"$2,706,356","$1,749,620","$865,233","$19,559,694","$138,282","$3,688,494"
