imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Kenya,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
3671542,,Holding the Man (2015),,"$761,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0278522,,Jodi No. 1 (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,581",,,
0248617,,Yaadein... (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$93,590",,,
1499201,,Anjaana Anjaani (2010),,"$103,297",,,,,,,,,,,,,,,,,,,,,,"$5,423",,,,,"$7,447,107",,,,,,,,,"$26,166",,,"$39,284","$9,175",,,,,,,,,,,,,,,,,,,,,,,,,,"$577,786",,,
2674426,,Me Before You (2016),"$1,987,719","$9,140,279",,,,,"$20,729,129","$118,097",,,,"$1,389,503",,"$371,153",,,,,,,"$839,962","$897,108","$20,300,000",,,"$1,300,000","$259,611","$108,653",,"$105,000",,"$7,814,049","$705,000",,,,"$138,695",,"$11,600,000","$2,100,000","$1,686,712",,"$4,401,114",,,,"$1,572,000","$331,806",,"$274,091","$3,865,895",,,"$283,788","$129,761","$771,257","$6,900,218","$3,972,365",,"$2,500,000",,,"$4,100,000","$1,366,004","$1,101,584","$253,570","$890,952","$13,700,000",,,
4426656,,The Wakhan Front (2015),,,,,"$4,502",,,,,,,,,,,,,,,,,"$101,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0790770,,Miles Ahead (2015),,"$111,245","$2,226",,"$18,508",,,,,,,,,,"$16,395",,,,,,,,,,,,,,,,,,"$233,944",,,,,,,,,,,,"$6,780",,"$27,166","$21,453",,,,,,,"$10,456","$7,916","$75,721","$88,623",,,,,,,,,,"$242,629",,,
2652118,,"Crouching Tiger, Hidden Dragon: Sword of Destiny (2016)",,,,,,,,,,,"$38,262,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712261,,Triple 9 (2016),,"$631,619",,,"$62,667",,,"$53,454",,,"$944,264",,,,,,,,,,,"$1,669,404",,,"$58,506",,,"$26,436",,,,"$1,294,802",,,,"$48,661","$13,316",,,"$471,095",,,,"$101,178",,"$14,329","$219,088","$54,163",,"$160,214","$523,156",,"$83,197",,,"$73,486","$269,714","$598,053","$161,528",,,"$276,096","$78,279","$38,103","$77,678",,"$494,911","$2,041,254",,,
2404233,,Gods of Egypt (2016),"$515,068","$1,871,004","$181,554",,"$657,259","$410,020","$4,737,278","$595,925",,"$729,604","$35,598,525","$1,487,881","$166,423","$502,018","$280,018",,"$992,747","$77,216","$60,805",,"$37,484","$3,443,003","$1,377,351",,"$393,877","$1,847,480","$538,058","$39,020",,,,"$1,159,814","$4,982,433",,,"$298,338","$117,360","$2,329,446","$4,564,695","$963,291","$400,001",,"$26,219",,"$2,176,087","$3,068,942","$652,294","$261,221",,"$1,116,282","$11,358,404","$69,710","$1,276,147","$261,833","$50,103","$448,543","$6,528,233","$2,251,143",,,"$52,765","$276,777",,"$3,030,188","$1,674,669","$1,104,319","$1,527,578","$1,288,806","$64,595","$247,284",
4285496,,Embrace of the Serpent (2015),"$129,812","$300,316","$27,722",,,,,"$10,610",,,,"$1,123,285",,,,"$1,329,249",,,,,,,,,"$54,808",,,"$5,674",,,,,,,,,,,"$50,398",,,,,,,,,"$7,402",,,,,,,,,,"$112,100",,,,,,,,,,"$59,026","$6,774",,
5286444,,Neerja (2016),,"$83,796",,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,671,113",,,,,,,,,,,,"$60,386",,,"$105,188",,,,,,,,,,,,,,,,,,,,,,,"$958,776","$153,334",,,
5321942,,Find a Boyfriend for My Wife... PLEASE! (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,828,868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499096,,Race (2016),,,"$9,748","$5,318","$79,545",,"$14,587",,,,,"$31,945","$28,700",,,,,,"$15,614",,,"$1,072,306","$237,554",,"$50,754","$57,086",,"$2,469","$75,189",,"$289,768","$2,233,479","$151,495",,"$18,330","$3,060",,,,"$130,235",,,,"$1,190",,,,"$46,379",,,"$39,222",,"$33,828",,"$4,672","$26,779","$16,709","$618,880","$15,466","$29,266",,,,,"$13,468",,"$54,748","$251,542",,,
3057572,,Of Mind and Music (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,249",,,,,,,,,,,,,,,,,,,,,,,
1179933,,10 Cloverfield Lane (2016),"$420,499","$3,053,436","$212,833",,"$289,785","$12,778","$1,448,485",,,"$74,594",,"$134,944",,"$59,495","$54,498",,"$29,600",,,,,"$2,688,871","$1,335,305",,"$126,930","$422,332","$134,423","$69,831",,,"$132,401","$157,889",,,,"$46,116","$41,245","$196,641","$1,358,735","$758,514","$392,333",,"$170,603","$9,182",,,"$244,239","$214,497",,"$111,604","$1,310,014",,"$276,202","$23,291",,"$60,128","$2,525,730","$1,206,010","$503,389",,,,"$857,509","$412,517","$177,104","$116,466","$347,223","$7,107,143","$11,530","$53,976",
3300542,,London Has Fallen (2016),"$853,203","$4,495,818","$847,167",,"$1,075,837",,"$2,406,346","$328,158",,"$138,322","$52,302,200","$265,337","$140,818","$117,312","$507,263",,"$38,503",,,,"$255,276","$2,290,641","$3,486,396",,"$818,352","$2,183,407","$404,302","$87,430",,,,"$3,137,843",,,,"$859,898","$72,668","$3,025,750","$4,114,367","$2,945,801","$602,362",,"$300,282","$224,610","$1,114,815","$2,124,339","$444,713","$1,202,645",,"$735,031","$2,323,333","$60,029","$1,360,646","$61,689","$73,473","$931,777","$5,115,427","$3,089,855","$790,086",,,"$596,918","$3,672,026","$1,446,720","$583,673",,"$3,632,279","$15,939,904","$29,543",,
2948356,,Zootopia (2016),"$8,369,084","$21,698,904","$3,751,557",,"$4,488,364","$909,666","$10,675,203","$1,010,741",,"$4,266,919","$236,086,416","$5,587,150","$283,126","$1,415,576","$4,035,059","$341,268,248","$2,494,960",,"$393,779",,"$1,657,796","$31,884,949","$34,237,118",,"$944,722","$7,043,370","$1,456,306","$317,924","$1,699,000",,"$1,653,780","$12,643,572","$70,127,286",,,"$167,388","$404,554","$3,134,000","$17,139,134","$5,807,558","$2,730,842",,"$2,579,949","$94,375","$4,242,507","$1,022,000","$5,937,109","$2,225,250",,"$1,272,421","$39,154,545","$143,051","$4,370,000","$879,904","$191,111","$1,494,201","$29,456,695","$15,222,767","$6,921,327","$5,081,556","$1,655,928","$3,303,486","$8,850,230","$3,523,000","$1,451,349","$1,995,155","$2,060,043","$34,169,763","$463,743","$1,628,000",
3553442,,Whiskey Tango Foxtrot (2016),,"$1,568,347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,810",,,,,,,,,"$72,628",,,,,,,,,,,,,,,"$15,415","$20,097",,,,,,,,,,,"$175,508",,,
3147312,,Desierto (2015),,,,,,,,,,,,"$24,516",,,,,,,,,,"$718,361",,,,,,,,,,,,,,,,,"$2,055,323",,,,,,,,,,,,,,,,,"$3,893","$75,793","$6,125",,,,,,,,,"$38,943",,,,
1002563,,The Young Messiah (2016),,,,,,,"$146,939",,,,,,"$4,523",,,,,,,,,,,,,,,,,,,,,,,"$10,358",,,"$390,268",,,,,,,,"$136,673","$25,648",,,,,"$37,923",,,"$21,057",,,,,,,"$66,548",,,,,,,,
4871980,,The Perfect Match (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$440,822",,,,,,,,,,,"$71,707",,,,
3381008,,The Brothers Grimsby (2016),,"$2,815,615","$349,841",,"$67,241",,,"$82,423",,,,,"$144,933","$116,456","$121,358",,,,"$83,384",,"$400,130","$405,762","$1,223,678",,"$99,690",,"$131,282","$98,066",,,"$516,565","$137,603",,,"$62,323",,"$101,197",,,"$526,814","$344,880",,"$310,941",,,,"$243,569","$202,823",,"$221,932","$2,306,082","$68,017","$140,335","$68,924","$68,177","$45,549",,"$1,087,157","$246,394",,,"$388,057",,,,"$312,128",,"$7,564,877",,,
0809439,,Lagerfeld Confidential (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,388",,"$6,956",,,"$21,799",,,
1686067,,The Source (2011),"$97,544",,,,,,"$122,122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,681",,
1570559,,Burning Man (2011),,"$133,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830162,,A War (2015),"$20,477",,,,,,,,,,,,,"$12,698","$838,678",,,,,,,"$51,742","$17,398",,"$23,126",,,,,,,,,,,,,,,,,,,,,,,$419,,,,,,,$967,,,,,,,,,,,,,"$26,256",,,
3132714,,Marie's Story (2014),,,"$109,279",,"$2,395",,,,,,,,,,,,,,,,,"$820,923",,,,,,,,,,,,,,"$3,734","$4,028",,,,,,$278,,,,,"$2,863",,,,,,,,,"$49,978","$168,316",,,,,,,,,,,,,
3676370,,Breaking Through (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$588,083",,,,,,,,,,,,,,,,,,,,,"$7,643",,,"$7,350",,,,,,,,,,,"$13,822",$310,,,
3658772,,Misconduct (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,243",,,,,,"$970,215",,,,,,,,,,,,,,
4721400,,From Afar (2015),,,,,,,,,,,,,,,,"$30,169",,,,,,,,,,,,,,,,"$62,328",,,,,,,,,,,,,,,,"$1,813",,,,,,,,,,"$53,418",,,,,,,,,,"$2,715",,,
0855761,,As the Shadow (2006),"$5,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447076,,Rosalie Blum (2015),,"$1,043,397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$160,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216908,,Courted (2015),,,,,,,"$35,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357368,,Macadam Stories (2015),"$6,941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,731",,,,,,,,,,,,,,
4120210,,Valley of Love (2015),"$20,045",,"$73,412",,"$15,355",,,,,,,,,,,,,,,,,"$994,386","$88,290",,,,,$998,,,,,,,,,,,,,,,,,,,,"$5,827",,,,,,,,,,,,,,,,,,,,"$35,462","$1,854",,
3651326,,In the Shadow of Women (2015),"$37,446",,"$7,301",,,,,,,,,,,,,,,,,,,,"$18,805",,,,,,,,,,,,,,,,,,"$1,289",,"$17,276",,,,,"$17,661",,,,,,,"$2,733",,,,,,,,,,,,,,,,
1918911,,Un + Une (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$133,654",,,,,,,,,,,,,"$1,263",,,,,,,"$5,881",,,,"$69,482",,,,,,,"$3,889",,,,,,,
4466336,,Les anarchistes (2015),,,,,,,"$41,518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,849",,,,,,,,,,,,,,,,,,,,
3715122,,L'attesa (2015),,"$325,136",,,,,,,,,,,,,,,,,,,,,,,"$10,276",,,,,,,"$422,041",,,,,"$4,748",,,,,,,,,,,"$16,210",,,,,,,,,"$42,115","$124,762",,,,,,,"$7,662",,,"$2,012",,,
4085944,,Lolo (2015),"$36,801",,"$100,255",,"$519,379",,"$57,489",,,,,,,,,,,,,,"$45,673","$5,951,505","$151,914",,,,,,,,,"$241,603",,,,,,,,,,,,,,,"$40,114","$36,504",,"$2,376","$9,051",,,,,,,"$228,021",,,"$213,928",,,,"$5,051",,,,,,
4276752,,Mojin: The Lost Legend (2015),,"$540,091",,,,,,,,,"$255,747,040",,,,,,,,,,,,,,,"$68,427",,,,,,,,,,,,"$87,457",,,"$83,408",,,,,,,,,,,,"$365,803",,,,,,,,,,"$1,007,804","$6,686",,,,,,,"$217,922"
1176928,,25 Carat (2008),,,,,,,,,,,,,,,,,,,,,,,,,"$6,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$277,723",,,,,,,,,,,,,
0326576,,Humraaz (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,643,157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0330843,,Saathiya (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$223,803",,,
0294662,,Kaante (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$431,619",,,
4935334,,Southbound (2015),,,,,,,,,,,,,,,,"$23,665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,610",,,,,,,,,,,,,,,,,,,,
3832096,,Cabin Fever (2016),"$43,525",,,,,"$32,245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5280626,,Becoming Zlatan ... (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,369",,,,,,,,,,,,,,,,,,,,
3082854,,The Commune (2016),,,,,"$20,179",,"$10,065",,,,,,,"$2,451","$2,821,190",,,,,,"$26,557","$551,313",,,"$24,253",,,,,,,"$282,780",,,,,,,,"$389,808",,,"$6,492",,,,,"$19,161",,"$4,223","$18,117",,,,"$6,039",,"$25,479","$130,238",,,,,,,,,,"$33,257",,,
0819810,,Traffic Signal (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,723,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851006,,Goltzius and The Pelican Company (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,445",,,,,,,,,,,,,,,,,,,,
2114358,,Black Out (2012),,,,,,,,,,,,,,,,"$2,734",,,,,,,,,,,,,,,,,,,,,,,,"$385,731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480658,,Eddie: The Sleepwalking Cannibal (2012),,,,,,,,,,,,,,,"$43,972","$1,632",,,,,,,,,,,,,,,,,,,,,,,$174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888046,,Ip Man 3 (2015),,"$702,743","$16,766",,,,,,,,"$124,101,198",,,,,"$2,679,437",,,,,,,"$294,487",,,"$7,842,871",,,,,,,,,,,,"$6,566,017",,,"$209,439",,,,,,,,,,,,"$5,387,597",,,,"$336,820",,,,,,"$5,891,078","$489,686","$347,768",,"$74,680","$115,363",,,"$1,973,668"
0805184,,Bhagam Bhag (2006),,"$49,359",,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,906,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$985,034",,,
2391821,,The Life of Budori Gusuko (2012),,,,,,,,,,,,,,,,,,,,,,"$43,724",,,,,,,,,,,"$2,868,421",,,,,,,,,,,,,,,,,,,,,,,,"$101,399",,,,,,,,,,,,,,
0910855,,Insignificant Things (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$251,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276778,,Serial Teachers (2013),,,,,,,,,,,,,,,,,,,,,,"$32,482,020",,,,,"$70,648",,,,,,,,,,,,,,,,,,,,,,,,"$275,512",,,,,,,,,,,,,,"$18,240","$21,547",,,,,
1267406,,Mar nero (2008),"$17,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471388,,Mafia: Game of Survival (2016),,,,,,,,,,,"$3,097,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,215,589",,,,,,,,,,,,,,,,,,,,
1632544,,From Me to You (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,027,475",,,,,,,,,,,,,,,,,,,,"$6,252",,,,,,,,,,,,,,,,,,
3726012,,Mastizaade (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,466,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,180",,,
0990443,,Used Parts (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0348656,,Khushi (2003),,"$5,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812366,,Ode to My Father (2014),,"$104,021",,,,,,,,,,,,,,"$2,300,121",,,,,,,,,,"$58,431",,,,,,,,,,,,"$9,861",,,"$72,207",,,,,,,,,,,,"$17,613",,,,"$182,243,343","$15,958",,,,,,"$6,004",,,,,,,
1857797,,Naked Soldier (2012),,,,,,,,,,,,,,,,,,,,,,,,,,"$81,514",,,,,,,,,,,,"$212,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,187",,,,
0347332,,Khakee (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$336,293",,,
0422236,,Fida (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$83,568",,,
0368580,,Asambhav (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,107",,,
3896100,,Capture the Flag (2015),"$495,223",,,,,"$48,414","$612,374","$118,956",,"$163,139",,,,,,,,,,,,,,,,,,,,,"$1,072,026",,,,,"$12,334",,,"$754,949","$811,895",,,,"$10,572","$152,206",,"$499,925","$143,063",,"$137,469","$43,265",,,,,,"$280,359","$12,483,641",,,,"$98,820",,,,"$69,856","$133,790","$2,211,858","$43,239",,
0464022,,Glastonbury (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,092",,,,,,"$10,412",,,,,"$170,118",,,
2515214,,They Are All Dead (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,918",,,,,,,,,,,,,,,,,,,"$42,877",,,,,,,,,,,,,
4698684,,Hunt for the Wilderpeople (2016),,"$8,820,444",,,,,,,,,,,,,"$8,032","$5,205,468",,,,,,,,,,,,,,,,,,,,,,,,,"$23,398,070",,,,,,,,,,,,"$13,995",,,,,,,,,,,,,,,"$1,114,299",,,
0415908,,Kaal (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$364,686",,,
0444781,,Deewane Huye Paagal (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,848,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$331,492",,,
0451833,,No Entry (2005),,"$32,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$486,743",,,
0390614,,Waqt: The Race Against Time (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,580,552",,,
0400370,,Dogora - Ouvrons les yeux (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,684",,,,,,,,
