imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mauritius,Mexico,Middle East,Middle East/UAE,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Panama,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0843302,,Retribution (2006),"$115,072",,,,,,,,,,,,,,,,,,,,,,,,"$13,685",,,,"$13,655",,,,,,,,,,,,,,"$17,962",,,,,,,,,,,,"$51,806","$65,977",,,,,,,,"$46,404",,,,,,,,,,"$18,201",,,,,,,,,
1320244,,The Last Exorcism (2010),"$1,144,364","$1,206,443","$258,764",,"$279,455","$110,224","$2,032,160",,,"$308,406",,"$623,256","$66,200",,,,,,,"$51,885",,,,"$7,190","$2,232,773","$999,537",,"$363,112",,,"$8,965",,,,"$2,447,364",,,,,,"$17,726",,,,"$3,031,584",,,"$110,991","$44,016",,,,,,"$497,696","$335,242","$521,198","$308,495",,,,"$2,079,599",,"$343,489",,,,"$627,137","$1,026,926",,,,,"$120,790","$65,193",,"$202,832",,"$276,538","$5,874,380","$11,510","$762,737",
1440728,,The American (2010),"$298,734","$1,156,646","$466,414",,"$842,354","$3,850","$115,508","$99,888",,,,"$25,394","$46,340",,"$86,062","$445,800",,,,"$21,773","$37,381",,,"$149,828","$3,968,991","$3,712,532",,"$712,112","$123,734","$87,651","$21,757",,,,"$1,482,541",,,,,,"$49,841",,"$164,654",,"$382,367",,,"$1,545,541","$190,901",,,"$377,767",,,"$28,381",,"$401,792","$518,157",,"$160,802",,"$2,977,499",,"$124,741",,"$24,725","$293,888","$503,962","$4,689,425","$538,679","$1,137,318",,,"$172,954","$15,493",,"$621,279","$178,921","$200,497","$2,170,991","$32,429","$50,500",
0889573,,The Switch (2010),"$570,139",,"$405,651",,"$688,142","$12,404","$2,017,831","$67,424",,,,,"$173,680",,"$116,127","$217,718","$27,779,426",,,"$77,431",,"$35,574",,"$123,816","$1,120,493","$1,678,078",,"$217,732","$141,940","$91,351","$35,760",,,,"$1,499,653",,,,,"$66,057","$71,762","$38,222","$137,033",,"$1,935,601",,,"$562,109",,,,"$70,865",,,"$274,603",,"$337,222","$581,883",,,,"$2,250,508","$30,820","$82,813","$105,211","$51,404","$541,358","$480,107","$1,271,886","$53,734","$558,065",,,"$93,201","$88,159",,,"$283,483","$321,988","$1,029,490","$38,103","$447,620",
1558250,,GasLand (2010),,"$18,582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0985694,,Machete (2010),"$187,600","$304,337","$570,275","$9,236","$221,047","$13,891","$89,910","$95,410","$119,735",,,"$62,317","$56,743",,"$180,526","$114,660",,"$22,807",,"$50,706","$7,444","$47,062","$2,468","$92,699","$1,491,302","$2,264,814","$2,568","$287,207",,"$73,596","$31,366",,,,"$1,359,299",,"$774,060","$5,898","$41,123","$30,414","$19,144","$42,758",,,"$945,321",,,"$962,707","$112,162",,"$57,775","$101,515","$12,401",,"$80,535",,"$591,627","$49,357","$33,068","$110,661",,"$2,708,996","$32,993",,"$22,002","$49,648","$57,297","$25,366","$2,003,454","$60,408","$1,006,701",,,,"$103,878",,"$421,657","$255,316","$110,888","$301,246","$8,609",,
1193631,,Step Up 3D (2010),,"$9,368,208","$2,349,174",,"$3,574,117",,,"$258,583",,"$606,128",,,"$267,601",,"$844,477","$593,368",,,"$66,766",,"$333,928","$279,294",,"$402,144","$8,701,891","$13,869,503","$16,882","$2,129,397","$2,484,600","$729,068","$125,848",,,,"$9,282,511",,,,,"$237,018","$526,401","$303,401","$1,503,391",,"$202,058",,,"$5,020,354","$1,215,568",,"$48,048","$399,138",,,,"$595,627","$4,633,996","$607,674",,"$732,603",,"$12,131,409","$20,040","$1,781,111","$398,433","$227,845","$3,040,681","$6,284,146","$2,611,502",,,,,"$1,891,029","$1,903,317",,"$214,544","$481,097","$1,809,145","$11,537,610","$3,615",,
1264074,,The Wedding Song (2008),"$35,005",,,,"$2,926",,"$36,330",,,,,,,,,,,,,,,,,,"$302,018",,,,,,,,,,"$148,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,598",,
1322312,,Going the Distance (2010),"$315,755","$2,022,192","$349,423",,"$333,853","$25,694","$1,587,217","$36,113",,"$192,824",,"$305,525","$86,840",,"$63,584","$193,895",,,,"$131,669","$37,718","$22,544",,"$57,993","$1,533,623","$1,554,435",,"$218,662","$226,097","$538,613","$55,150",,"$97,943","$449,949","$403,202",,,,,"$45,124","$68,333","$70,660","$186,161",,"$2,152,190",,,"$1,018,070","$319,215",,,"$50,562",,,"$327,280","$468,653","$569,327","$231,789",,"$152,063",,"$1,457,785","$34,907","$443,174","$12,537","$88,262","$279,854",,"$1,140,210","$83,121",,,,"$375,630","$91,968",,"$665,990","$323,798","$148,893","$2,124,322","$32,988","$451,433",
1666186,,Vampires Suck (2010),,"$2,403,158","$1,299,458","$7,679","$1,008,698","$71,452","$2,270,062",,,"$332,168",,"$246,857",,,,"$485,853",,,"$5,126","$146,005",,"$40,366",,"$260,774","$1,489,932","$8,064,054",,,"$166,215",,"$21,865",,"$168,407",,"$6,000,711",,,,,"$35,749",,"$70,537","$511,600",,"$2,730,361",,,"$342,896","$404,765",,"$8,582",,,,"$316,645","$329,962","$9,087","$392,974",,,,"$1,819,246",,"$267,563",,,"$197,693",,"$4,698,326","$735,736",,,,"$45,399",,,"$192,835",,"$143,687","$4,798,312",,"$406,169",
1220634,,Resident Evil: Afterlife (2010),"$1,392,142","$4,440,687","$2,427,531",,"$971,757","$400,474","$9,488,168","$405,587","$941,942","$1,353,662","$21,640,678","$3,124,133","$126,609",,"$587,156","$641,177",,,,"$1,027,886","$156,129","$161,964",,"$485,901","$9,009,612","$16,119,840",,"$643,025","$2,369,036","$828,587","$62,164",,"$588,583","$423,771","$5,253,337",,"$55,120,606",,,"$176,573","$195,081","$188,487","$3,563,274",,"$11,148,133",,,"$872,799","$494,381",,,"$584,921",,,"$1,262,371","$2,039,599","$1,623,327","$1,188,776",,"$538,348",,"$19,729,290","$58,686","$1,956,457","$221,284","$90,699","$450,701","$12,963,377","$7,800,947","$1,965,423",,,,"$6,048,031","$3,415,485",,"$2,388,597","$1,738,030","$1,128,982","$7,492,098","$161,693","$2,447,898",
1167638,,22 Bullets (2010),"$127,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,850,783",,"$7,996",,,,"$861,948",,,,,,"$57,003",,,,,,,"$16,970",,
0846017,,Triangle (2007),,,,,,,,,,,"$3,616,637",,,,,,,,,,,,,,"$77,204",,,,"$701,677",,,,,,,,,,,,,,"$147,677",,,,,,,,,,,,,,,"$1,639",,,,,,"$71,346",,,,"$12,320",,,,,,,,,,,,$817,,,
1008017,,Palermo Shooting (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,370",,,,,,,,,,,,,,,,,,,,,
1285016,,The Social Network (2010),"$621,292","$12,259,377","$1,315,082","$34,257","$1,821,072","$43,052","$5,263,976","$139,787","$298,199","$331,704",,"$636,335","$232,284",,"$305,518","$1,566,720","$96,962,694","$84,276","$33,610","$140,860","$66,759","$123,464","$4,830","$561,246","$13,145,055","$9,345,704","$7,082","$983,552","$629,366","$175,734","$149,883","$1,451,829","$366,544","$1,257,065","$3,758,965",,"$16,985,483","$42,110","$120,697","$115,510","$124,930","$77,022","$356,320",,"$3,239,209",,,"$1,376,029","$1,107,528",,"$64,685","$1,384,111","$24,912",,"$312,734","$387,794","$1,355,215","$1,076,086","$29,866","$163,516",,"$4,574,676","$55,090","$851,214","$124,007","$153,204","$415,980","$3,269,538","$6,584,744","$1,983,938","$2,057,773",,,"$516,336","$554,327","$55,218","$643,405","$398,008","$496,337","$16,876,647","$84,986","$616,663",
0062043,,A Man Vanishes (1967),,,,,,,,,,,,,,,,,"$6,201",,,,,,,,"$9,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0840361,,The Town (2010),"$677,594","$7,385,366","$291,641",,"$1,229,114","$34,262","$814,562","$152,305",,"$152,484",,"$419,746","$87,580",,,"$395,524",,,,"$89,141","$121,332","$20,315",,"$175,358","$8,913,333","$2,633,533","$10,037","$925,977","$219,325","$191,160","$126,288",,,"$1,173,541","$3,203,649",,"$1,855,760",,,"$27,427","$181,746","$59,668",,,"$1,867,154",,,"$1,024,973","$458,233",,"$62,677","$832,745",,,"$243,273","$411,962",,"$977,369",,"$154,265",,"$1,942,326","$74,966","$461,925",,,"$414,417","$666,013","$5,106,974","$1,394,136",,,,"$365,770",,,"$454,102",,"$769,482","$7,484,217","$43,104","$701,482",
1282140,,Easy A (2010),,"$5,577,376",,"$4,889","$11,827","$20,864",,"$53,626",,,,,"$50,228","$17,234",,"$208,284","$58,401,464","$33,864",,"$86,051","$14,919","$41,155","$2,045",,,"$1,996,491",,,,"$116,150","$26,102",,,"$38,959","$82,427","$5,857",,"$14,996",,"$46,726","$42,900","$18,785",,,,,,,"$556,049",,"$32,582","$191,531",,,"$211,654","$205,247","$267,662",,,"$105,623",,"$2,435,766",,"$219,286",,"$80,862","$357,211",,"$1,397,014","$453,574",,,,,"$49,905","$18,020",,,"$92,051","$1,241,489","$11,198","$186,384",
0879870,,Eat Pray Love (2010),"$1,367,393","$11,499,164","$2,000,100","$88,178","$1,390,152","$75,315","$10,419,470","$252,059","$450,406","$437,918",,"$972,593","$266,628",,"$641,318","$1,723,878","$80,574,010","$133,735","$60,422","$208,597","$245,414","$240,662",,"$731,034","$5,867,207","$14,267,576","$22,446","$1,368,288","$699,360","$707,658","$118,599",,"$1,530,403","$1,466,614","$5,000,639",,"$8,899,304","$121,413",,"$262,137","$229,026","$246,562","$440,613",,"$2,856,933",,,"$3,534,067","$1,397,650",,"$64,210","$1,042,090",,,"$346,983","$558,434","$1,895,338","$1,993,935",,"$443,160",,"$4,829,784","$158,065","$748,986","$279,186","$386,410","$1,826,482","$3,299,364","$6,698,018","$1,424,551","$2,352,436",,,"$1,780,478","$198,402",,"$1,796,133","$728,383","$698,630","$7,371,485","$230,175","$570,588",
1049402,,Howl (2010),,"$13,671","$8,505",,"$10,597",,,,,,,,,,,,"$617,334",,,,,,,,"$14,414","$49,160",,,,,,,,,"$305,337",,,,,,,,"$96,382",,,,,,,,,,,,,,,"$4,205",,,,,,,,,,,"$59,136",,,,,"$9,369",,,,,,"$186,662",,,"$240,038"
1356864,,I'm Still Here (2010),,"$33,593",,,,,,,,,,,,,,,,,,,,,,,"$25,493","$22,417",,,,,,,,,,,,,,,,,,,"$8,618",,,,"$11,883",,,,,,,,,,,,,,,,,,,,"$16,738",,,,,,,,,,,"$98,671",,,
1067733,,"Patrik, Age 1.5 (2008)",,,,,,,,,,,,,,,,,,,,,,,,"$6,956",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,564",,,,,,,,,,,,,,,,,,"$3,166,718",,,,"$7,362",,,,,,,,,
0817177,,Flipped (2010),,,,,,,,,,,,,,,,,"$1,755,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,569,605",,,,,,,,,,,,,,,
1433813,,Hubble (2010),,"$2,047,542",,,,,"$135,666",,,,,,,,,,"$52,522,904",,,,,,,,,,,,,,,,,,,,,,,,,,$307,,,,,,$429,,,,,,,,,,,,,,,,,,,"$112,319",,,,,,,"$18,247",,,,,,,,
1027718,,Wall Street: Money Never Sleeps (2010),"$533,972","$6,009,999","$875,756","$39,761","$1,269,566","$49,496","$2,416,343","$233,359",,"$280,926","$7,147,135","$464,834","$53,471",,"$392,169","$2,061,342",,,"$50,151","$130,626","$78,785","$91,770",,"$702,769","$4,906,151","$5,679,469","$13,663","$317,005","$1,085,152","$301,780","$52,946",,,"$290,125","$4,137,171",,"$6,357,015",,,"$88,951","$104,381","$30,829","$434,317",,"$2,473,179",,,"$1,328,939","$565,089",,"$25,282","$1,430,849",,,"$355,638","$439,806","$640,659","$875,613",,"$387,476",,"$2,175,139",,"$916,324","$93,572","$51,037","$409,571","$1,580,165","$6,789,674","$2,515,470","$1,609,424",,,"$833,306","$313,931",,"$457,501","$274,332","$503,746","$6,392,472","$73,336","$254,351","$89,529"
1219342,,Legend of the Guardians: The Owls of Ga'Hoole (2010),"$1,034,469","$4,669,462","$450,589",,"$1,440,421","$255,935","$7,309,044",,,"$1,246,874","$4,670,433","$2,259,877","$69,983",,"$569,276",,,,,"$995,942","$21,432",,,"$162,804","$5,617,840","$3,782,806","$6,465","$171,367","$454,735","$318,202","$61,052",,"$632,062","$571,479","$2,177,011",,"$2,052,597",,,,"$26,412","$133,181","$807,586",,"$6,685,593",,,"$1,760,251","$384,067",,"$17,325","$475,281",,,"$1,330,099","$1,483,518","$860,041","$445,172",,"$398,396",,"$8,623,362","$25,132","$584,546","$249,842","$46,889","$470,982","$2,286,301","$3,527,098","$672,463","$650,262",,,"$331,879","$1,146,487",,"$688,404","$896,520","$362,769","$5,282,850","$46,565","$1,785,409",
1287468,,Cats & Dogs: The Revenge of Kitty Galore (2010),"$1,415,974","$6,655,289","$1,162,088",,"$1,422,561","$273,148","$3,660,233","$312,019",,"$882,509",,"$2,094,843","$99,111",,"$626,495","$255,493",,,"$27,496","$877,175","$63,244","$62,684",,"$560,269","$2,773,879","$4,458,167","$15,519","$603,678","$795,398","$434,404","$61,502",,"$632,353","$712,280","$1,833,580",,"$801,597",,,"$85,402","$109,120","$232,984","$721,521",,"$3,802,030",,,"$1,420,441","$833,520",,"$44,893","$605,538",,,"$1,304,761","$497,213","$599,477","$387,939",,"$266,459",,"$6,337,744","$34,914","$612,917","$281,772","$64,045","$595,376","$717,282","$2,710,677","$750,803",,,,"$217,122","$484,024",,"$730,574","$515,498","$697,588","$7,570,467","$189,716","$1,686,812","$188,591"
0804497,,It's Kind of a Funny Story (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$127,612",,,
1189076,,Ricky (2009),"$5,453",,"$4,219",,"$28,645","$2,129",,,,,,,,,,,"$3,457",,,,,,,,"$1,953,118","$45,991",,,"$36,196",,,,,,"$170,496",,,,,,,$315,,,"$27,003",,,,,,,,,,"$15,673",,,,,,,"$67,092",,,,,,"$26,376","$42,899",,,,,"$8,987",,,"$19,987",,,,,,
0902967,,The Crimson Wing: Mystery of the Flamingos (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276105,,Saint John of Las Vegas (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,086",,,,,,,,,,,,,,,,,,,,,
1486190,,Tamara Drewe (2010),,"$360,681","$196,813",,"$310,108",,,,,,,,,,,"$30,902",,,,,,,,"$48,339","$3,252,352","$1,083,697",,,,,,,,,"$916,168",,,,,,"$3,860",,,,,,,,"$126,582",,,,,,,,"$277,601",,,,,"$180,365",,,,"$18,652","$16,154",,"$609,276",,,,,,,,,,"$32,078","$4,013,954",,,
0374271,,In Your Name (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,595,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0318523,,Red Bear (2002),"$245,293",,,,,,,,,"$10,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0834102,,Shadows (2007),,,,,,,,"$1,820",,,,,"$4,261",,,,,,,,,,,,,,,,,$158,,,,,,,,,,,,,,,"$40,052",,,,,,,,,,,,,,,,,,"$8,545",,,,,,,,,,,,,,"$13,106",,,,,"$36,350",
1228987,,Let Me In (2010),,"$918,014",,,"$129,055","$23,361","$231,365",,,,,,,,,,,,,,"$22,052","$8,120",,,"$899,401","$71,594",,"$159,405","$1,074,556",,"$17,465",,,,"$1,857,392",,"$691,076",,,"$8,743","$15,715","$17,457","$209,462",,"$1,316,517",,,,"$20,436",,,,,,"$108,449","$93,395","$446,406","$69,593",,,,"$1,346,716","$17,049","$262,086",,,"$14,058","$989,342","$1,216,232","$84,534",,,,"$65,487","$60,979",,"$88,787","$41,894","$125,772","$2,236,692",,,
