imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Curaçao,Czech Republic,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mauritius,Mexico,Middle East,Middle East/UAE,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Panama,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1483831,,Lebanon (2009),"$28,499","$15,739",,,"$7,644",,,,,,,,,,,,"$368,088",,,,,,,,"$172,084","$83,586",,,,,,,,,"$453,150",,,,,,"$65,632",,,,"$5,720",,,"$17,323","$17,236",,,,,,,,,"$41,964",,,,"$7,900",,,,,,,,,,,,,,,,,,,"$1,443",,
1392197,,Marmaduke (2010),"$201,229","$4,339,723","$1,297,402","$26,846","$1,316,409","$94,267","$916,569","$170,012",,"$445,219",,"$824,212","$33,350",,,"$922,641",,,"$17,771","$200,520",,,,"$196,970","$470,199","$8,338,702","$3,729",,,"$246,172",,,,,"$2,503,450",,,,,,,"$28,788","$166,084",,"$2,545,881",,,"$1,836,926","$563,118",,"$12,295","$567,934",,,"$685,981","$95,094","$204,964","$330,057",,"$48,055",,"$1,744,006",,"$261,129",,"$125,528","$1,101,621",,"$3,898,249","$999,980",,,,,,,,,,"$9,019,305","$143,171","$1,110,195",
1470023,,MacGruber (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,532",,,,"$739,342",,,,,,,,,,,,,"$10,421",,,,,,,,
0368668,,Lucky Luke and the Daltons (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$158,422",,,,,,,,,,,,,,,,,,,,,
0324242,,3 Extremes II (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$931,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$448,328",,,,,,"$303,746",,,,,,,,,
1056437,,The Sky Crawlers (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,799,349",,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,546",,,,"$9,012",$916,,,,,"$9,681",,,,,,,,,
0405866,,The Bridesmaid (2004),"$169,926",,,,,,,,,,,,,,,,,,,,,,,,"$2,604,187",,,,,,,,,,"$196,476",,,,,,,,,,"$80,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0338977,,Games of Love and Chance (2003),"$164,938",,,,,,,,,,,,,,,,"$8,085",,,,,,,,"$1,409,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329454,,Vengeance (2009),,,,,"$27,377",,,,,,,,,,,,,,,,,,,,"$744,881",,,,"$236,027",,,,,,"$195,637",,,,,,,,"$93,105",,,,,,,,,,,,,,,,,,,,,"$36,735",,,,,,,,,,"$13,190",,,,,"$76,652",,,,
0808285,,The Good Heart (2009),,,"$4,909",,,,"$4,356",,,,,,,,,,,,,,,,,,"$7,187","$124,094",,,"$5,244",,"$30,223",,,,,,,,,,,,,,,,,$660,,,,,,,,,,"$1,727",,,,,,,,,,,"$138,373",,,,,,,,"$9,148",,,,,,
1179056,,A Nightmare on Elm Street (2010),"$1,163,151","$2,388,495","$802,440",,"$524,947","$144,745","$1,525,642",,,"$926,392",,"$1,406,599","$63,881",,,"$117,421","$63,075,011",,,"$421,687","$149,076","$38,669",,"$67,918","$3,995,599","$3,583,773",,"$1,965,370","$574,682","$115,922","$31,612",,"$427,591","$171,579","$2,561,703",,,,,"$28,494","$69,665","$52,289","$894,674",,"$4,790,260",,,"$363,744","$255,001",,,,,,"$770,114","$414,149","$754,849","$337,120",,"$83,657",,"$5,747,005","$61,670","$360,086",,"$63,170","$168,831","$564,542","$4,220,981","$401,413",,,,"$205,304","$221,523",,"$978,670","$417,013","$434,615","$5,062,498","$57,793","$1,672,304",
1341167,,Four Lions (2010),,"$176,628","$102,147",,"$23,690",,,,,,,,,,,"$8,645","$304,616",,,,,,,"$39,761",,"$1,082,532",,,,,"$3,117",,,,"$52,886",,,,,,,$214,,,,,,,"$346,497",,,,,,,,"$5,067",$669,,,,"$47,774",,"$33,779",,,"$5,389",,"$206,585",,,,,,,,"$3,790",,,"$3,705,570",,,
1111890,,Diary of a Nymphomaniac (2008),,,,,,"$1,416","$47,714",,,,,,,,,,,,,"$33,098",,,,,,,,,"$40,476",,,,,,,,,,,,,,,,"$37,528",,,,,,,,,,"$81,876",,,,,,,"$52,959",,"$50,338",,,,,,,,,,"$18,506",,,,,,,,,
0492389,,Furry Vengeance (2010),,"$92,093","$10,892",,"$211,329","$39,897","$407,413","$27,451",,"$101,694",,,"$52,551",,"$101,044","$189,621","$17,630,465",,,"$61,530","$11,640","$9,399",,"$39,655","$871,660","$752,909",,"$42,645","$50,989","$182,367","$25,080",,,,"$1,556,613",,,,,"$11,749","$18,539","$18,211","$345,614",,"$1,189,058",,,"$307,394",,,,"$214,207",,,"$470,819","$94,092","$622,872","$63,813",,,,"$2,850,144",,"$75,853",,,"$78,909",,"$886,748","$216,587",,,,"$49,468","$153,796",,,"$160,163","$368,392","$4,774,224","$12,530","$899,826",
1355640,,The Shock Doctrine (2009),,,,,"$12,810",,,,,,,,"$3,551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,135",,,,,,,,,,,,,,
1640680,,Armadillo (2010),,,,,"$4,063",,,,,,,,,,,"$1,510,339",,,,,,,,"$9,934","$44,998",,,,,,$154,,,,,,,,,,,,,,"$3,722",,,,,,,"$391,575",,,,,,,,,,,,,,,,,,"$35,707",,,,,,,,,,"$3,627",,,
1379177,,The Disappearance of Alice Creed (2009),,"$171,381",,,"$69,862",,,,,,,,,,,,,,,,,,,,"$160,775",,,,"$27,793",,,,,,,,,,,,,,,,,,,,"$26,480",,,,,,,,"$27,004",,,,,,,,,,,,,,,,,,,,,,"$29,166","$217,478",,,
0955308,,Robin Hood (2010),"$2,992,530","$15,615,874","$2,694,322",,"$3,207,998","$146,020","$7,953,519","$335,069",,"$817,992",,"$1,329,717","$222,752",,"$589,579","$2,003,348",,,"$95,945","$306,458","$379,598","$111,263",,"$1,018,475","$18,209,877","$15,345,492","$13,082","$1,502,775","$800,948","$467,713","$157,766",,"$1,880,555","$1,144,051","$14,676,791",,"$7,147,077",,,"$185,675","$333,336","$201,061","$1,363,204",,"$8,845,552",,,"$3,647,474","$1,596,082",,"$40,286","$3,288,640",,,"$995,267","$1,286,021","$2,928,660","$1,886,136",,"$707,068",,"$11,864,921","$161,619","$1,178,210","$189,364","$327,167","$1,140,199","$9,306,757","$13,683,489","$3,994,494",,,,"$638,296","$736,640",,"$3,067,392","$1,435,194","$1,802,791","$23,179,445","$146,337","$1,466,773",
0046004,,Little Fugitive (1953),,,,,,,,,,,,,,,,,"$29,505",,,,,,,,"$132,868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0491044,,Sparrow (2008),,,,,,,,,,,"$2,479,761",,,,,,,,,,,,,,,,,,"$718,601",,,,,,,,,,,,,,"$29,226",,,,,,,,,,,,,,,,,,,,,"$13,270",,,,,,,,,,$246,,,,,,,,,
0363249,,Father and Son (2003),"$34,060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0855729,,Times and Winds (2006),,,,,,,,,,,,,,,,,,,,,,,,,"$183,105",,,,,,,,,,,,,,,,,,,,,,,"$2,929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,905",,,"$126,281",,,
0479341,,Adam Resurrected (2008),,,"$1,185",,,,,,,,,,,,,,,,,,,,,,,"$57,215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,942",,,,,,,,,,,"$19,007",,,,,,,,,,,,,,
1331307,,Dread (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,120",,,,,,,,,,,,,,,
1196204,,Cemetery Junction (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$298,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120985,,Blue Valentine (2010),"$247,742","$1,021,402","$66,842",,"$78,895",,"$486,143",,,,,,,,,,"$9,706,328",,,"$8,485",,,,,"$235,708","$667,508",,"$198,518","$110,596",,"$2,204",,,,,,,,,"$7,828",,"$1,425",,,"$208,387",,,"$86,615","$118,676",,,"$151,655",,,"$41,796",,,"$72,303",,,,,,,,,"$27,214",,"$547,915","$143,759",,,,"$26,658","$27,310",,"$17,026",,,"$1,036,873","$11,258","$83,264",
1103153,,Killers (2010),"$257,923","$5,025,829","$860,858",,"$1,008,073","$31,673","$2,513,311","$76,068",,"$128,866","$2,290,076","$99,421",,,"$105,762","$361,625",,,,,"$145,982","$64,453",,"$129,441","$5,192,318","$3,261,138",,"$375,714","$306,388","$171,210","$77,318",,,,,,"$1,568,914",,,"$82,128","$160,885","$80,785","$395,159",,"$1,745,062",,,"$1,250,514","$516,142",,,"$311,808",,,"$254,090","$276,274","$623,650","$288,112",,"$382,072",,"$4,235,018","$83,750","$480,557","$21,567","$96,781","$1,085,954","$2,109,210","$1,865,795","$320,576",,,,"$542,706","$273,682",,,"$241,532","$825,405","$4,891,812","$42,987","$529,005",
1462758,,Buried (2010),"$621,758","$1,289,137",,,"$399,211","$15,520","$256,353",,,"$37,000",,"$117,563","$41,578",,,"$161,415",,,,,,"$5,403",,"$119,288","$1,767,734",,,"$413,254","$20,671",,,,,,"$2,127,617",,,,,"$7,811",,"$88,765","$197,179",,"$1,326,271",,,"$247,674","$132,550",,,"$158,625",,,"$147,470","$122,814","$226,405","$8,403",,,,"$682,028","$8,054","$205,369",,,,"$385,146","$3,113,006","$266,218","$254,718",,,"$15,064",,,"$185,515",,"$63,828","$2,996,630","$30,758","$131,818",
0473075,,Prince of Persia: The Sands of Time (2010),"$3,101,060","$8,734,153","$2,560,512",,"$2,245,926","$355,888","$10,124,446","$934,644",,"$1,269,138",,"$3,872,425","$185,944",,"$811,838","$1,143,490",,,"$136,620","$1,231,250","$345,819","$122,173",,"$755,081","$16,654,853","$14,622,812","$37,529","$1,834,971","$1,826,520","$1,125,141","$146,755",,"$4,105,296","$1,522,120","$8,912,558",,"$7,113,577",,,"$162,214","$252,106","$176,577","$3,848,629",,"$13,898,372",,,"$2,547,312","$1,333,445",,"$157,050","$2,014,010",,,"$1,845,122","$3,357,913","$3,302,798","$2,056,265",,"$902,819",,"$21,528,448","$154,832","$2,144,409","$290,238","$129,612","$1,803,854","$12,098,141","$13,327,923","$2,148,966",,,,"$949,135","$2,468,718",,"$3,286,955","$1,581,120","$2,429,451","$13,514,456","$135,608","$2,221,861",
0878835,,Please Give (2010),,"$36,005",,,"$9,593",,"$23,125",,,,,,,,,,,,,,,,,,,"$42,144",,,,,,,,,,,,,,,,,,,"$72,807",,,"$4,109",,,,,,,,,,"$55,294",,,,,,,,,"$37,178",,,,,,,,,,,,,,,,
1425257,,True Legend (2010),,,,,,,,,,,,,,,,,,,,,,,,,"$75,889",,,,"$1,261,187",,,,,,,,,,,,,,"$843,226",,,,,,,,,,,,,,,,,,,"$117,311",,"$677,762",,,,,,,,,,"$98,665","$407,331",,,,,,,,
1081935,,Baaria (2009),"$43,373",,,,,$519,"$99,935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$127,872",,,,,,,,,,"$20,473",,,,,,,"$18,033",,"$5,413",,,,,,,,,,"$14,348","$6,565",,,,,,,"$43,666",
0475390,,The Wedding Weekend (2006),,"$135,822","$20,636",,"$3,124",,,,,,,,,,,,"$1,232,961",,,,,,,,,"$290,574",,"$6,009",,,,,,,,,,,,,,,,,"$5,373",,,"$35,019",,,,,,,"$41,172",,,,,,,,,,,,,"$3,900",,,"$119,945","$15,949","$103,996",,,,,,,"$64,065",,,
1261945,,Sex and the City 2 (2010),"$1,188,295","$20,995,442","$3,153,374",,"$2,701,791","$72,913","$3,185,351","$532,239",,"$693,559",,"$357,038","$525,119",,"$915,980","$5,608,336",,,"$77,220","$333,148",,"$197,175",,"$3,652,754","$10,398,517","$25,320,347","$15,378","$2,836,343","$1,380,942","$1,189,569","$245,935",,"$919,926","$1,271,351","$7,802,889",,"$19,487,280",,,"$265,029","$176,065","$208,881","$293,810",,"$2,645,334",,,"$5,230,898","$1,726,679",,"$94,784","$4,223,369",,,"$607,576","$757,982","$1,052,151","$1,422,229",,"$522,673",,"$7,116,163","$370,160","$1,219,541","$380,618","$206,549","$981,707","$2,551,398","$5,814,149","$5,236,199",,,,"$1,098,335","$473,706",,"$775,504","$922,909",,"$33,336,058","$129,536","$499,160",
1226229,,Get Him to the Greek (2010),,"$8,432,401","$1,011,591",,"$55,973",,,,,,,,"$41,897",,"$80,347",,,,,,,"$58,239",,,"$120,525","$5,134,599",,"$33,645",,,"$93,354",,,,"$329,273",,,,,"$41,814","$59,681","$48,116",,,,,,"$495,077","$721,651",,,,,,,,,"$57,953",,"$110,991",,"$1,789,000","$14,659",,,"$140,899",,,"$726,532","$6,287",,,,,,,"$76,547","$163,067",,"$10,901,662",,,
1278124,,Detour (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$621,509",,,,,,,,,,,,,,,,,,,,,,,,,"$59,795",,,,,,
0914863,,Unthinkable (2010),"$179,084",,,,"$83,859","$9,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$410,110",,,"$377,205",,,,,,,"$121,673",,,$847,,,,"$378,481",,,,,,,,,,,,,,,"$108,972",,,,,,
1247657,,Friendship! (2010),,,"$503,130",,,,,,,,,,,,,,,,,,,,,,,"$22,105,442",,,,,,"$312,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212436,,The Back-up Plan (2010),"$291,820","$3,370,015","$681,959","$51,338","$369,138","$38,501","$3,377,721","$54,828",,"$136,818",,"$378,155","$94,463",,"$106,297",,,,"$18,408","$140,481","$86,148","$47,801",,,"$4,211,036","$2,510,451","$14,332","$317,558",,"$272,850","$47,564",,"$119,377","$269,248","$1,926,942",,,,,"$65,009","$110,529","$63,497","$287,964",,"$3,076,416",,,"$668,860",,,"$95,701",,,,"$369,996","$276,714","$360,511","$324,848",,"$168,196",,"$2,646,798","$58,882","$420,239","$90,272","$151,577","$770,599","$2,547","$2,482,690",,,,,"$441,177","$63,604",,"$362,090","$399,375","$482,464","$2,952,219","$135,185","$730,413",
1017460,,Splice (2009),"$1,371","$103,702","$28,288",,"$84,565",,"$43,843",,,,,,,,,,"$17,010,170",,,"$34,737","$35,241","$16,952",,"$94,218","$1,453,559","$1,046,697",,,"$196,202","$21,262",,,,,"$709,176",,,,,"$21,792","$29,817",,,,"$1,052,060",,,"$49,641",,,,"$141,236",,,"$86,482","$59,603","$579,397","$23,242",,"$43,895",,"$1,323,553",,,,"$12,923","$71,812","$1,047,917","$339,601",,,,,"$174,302","$192,868",,"$258,855","$73,304","$143,873","$375,911",,"$145,553",
1422122,,Tales from the Golden Age (2009),,,,,"$16,058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$156,664",,,,,,,,,,,,,,,,,"$31,520",,,,,,,,"$202,087",,,,,,,,,"$44,663",,,,,,,,,,,,,,
0104008,,A Tale of Winter (1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,163",,,,,,,,,
1426378,,No One Knows About Persian Cats (2009),,,,,"$56,739",,,,,,,,,,,,"$81,768",,,,,,,,"$393,483",,,,,,,,,,"$217,434",,,,,,,,,,"$16,675",,,,,,,,,,,,,"$4,425",,,,,,,,,,,"$130,513",,,,,,,,,,,,,,
0403645,,Burnt by the Sun 2 (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,497,779",,,,,,,,,,,,,,,,,,,,,
0905329,,El Greco (2007),,,,,,,,"$3,723",,,,,,,,,,,,,,,,,,,,"$8,246,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,177",,,,,,,,,"$674,095",,,,,,,,,,,,,,
0892318,,Letters to Juliet (2010),"$398,187","$3,809,388","$604,251",,"$356,394","$11,575","$1,861,051",,,"$135,077",,,"$87,438",,"$39,842","$90,875",,,,"$51,802","$22,143","$59,247",,"$46,889",,"$2,533,436",,"$171,510","$193,592","$157,884","$50,816",,,,"$821,198",,"$445,442",,,"$57,168","$141,806","$29,538","$53,500",,"$1,127,530",,,"$734,821","$389,144",,,"$180,674",,,"$165,112","$170,633","$343,490","$436,092",,"$86,055",,"$907,973","$27,587","$131,345",,"$24,811","$477,259","$3,493,115","$1,663,590","$76,504",,,,"$130,460","$80,141",,,"$22,911","$147,680","$2,991,605","$65,534","$156,876",
1073105,,The Descent: Part 2 (2009),"$82,547",,,,,"$36,433",,,,,,,,,,,,,,,,,,,"$2,529,936",,,,"$38,074",,,,,,,,,,,,"$6,373",,"$246,222",,"$174,826",,,,,,,,,,"$242,680",,"$379,371","$1,294",,,,"$1,212,163",,,,,"$22,056","$382,754",,"$132,413",,,,"$64,506",,,"$241,530",,"$119,827","$945,999",,"$189,882",
1263778,,The Beautiful Person (2008),,,,,,,"$72,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,419",,,,,,,,,,,,,,,,,,,,,
0995747,,Mermaid (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,364,720",,,,,,"$47,694",,,,,,,,,,,,,,,
0997246,,The Song of Sparrows (2008),,,,,"$1,946",,,,,,,,,,,,,,,,,,,,,,,"$2,409",,,,,,,,,,,,,,,"$9,581",,,,,"$4,638",,,,"$13,882",,,,,,,,,,,,"$19,113",,,"$30,597","$21,822",,,,,,,,,,,,,,,
1258197,,Exam (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$153,564",,,,,,,,,,,,,,,,"$86,514",,,,,,,,,,,,,,,,,"$116,210",,,,,,"$9,558",,,,,,,,,,,,,,,
0485272,,Salaam-e-Ishq (2007),,"$165,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,965,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,569,851",,,
1392744,,Chance Pe Dance (2010),,"$27,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,500",,,,,,"$10,104",,"$2,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0887745,,How About You (2007),,"$298,700",,,,,,,,,,,,,,,"$78,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$157,504",,,,,,,,,,,,,,,,,,,,"$48,137",,,,,,,,,,,"$171,609",,,
1035730,,Anonyma - Eine Frau in Berlin (2008),"$16,617",,,,,,,,,,,,,,,,"$294,014",,,,,,,,,"$1,523,402",,,,,,,,,,,,,,,,,,,,,,"$13,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075747,,Jonah Hex (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$356,195",,,,
0429493,,The A-Team (2010),"$325,161","$8,504,538","$873,867","$49,676","$1,180,013","$49,300","$2,139,275","$133,293",,"$101,495",,"$825,969","$28,169",,"$134,201","$995,109",,,"$25,579","$171,293","$110,507","$80,899",,"$433,328","$9,138,205","$6,654,822",,"$320,721","$1,480,139","$99,222","$103,365",,"$1,474,327","$197,783","$3,143,928",,"$7,722,836",,,"$44,825","$80,460","$49,732","$1,602,565",,"$2,239,204",,,"$1,553,398","$1,510,501",,"$40,703","$1,395,494",,,"$390,906","$703,345","$487,420","$427,146",,"$146,626",,"$3,728,526","$10,636","$1,135,166",,"$58,921","$665,795","$4,894,959","$3,573,930","$1,232,685",,,,"$1,556,685","$752,069",,"$461,040","$229,298","$978,841","$15,281,498","$35,758","$624,787",
1391544,,Dhoondte Reh Jaoge (2009),,,,,,,,,,,,,,,,,,,$576,,,,,,,,,,,,,"$2,097,609",,,,,,,,,,,,$800,,,"$52,742",,"$1,243",,,,,,,,,,,,,,,"$2,998",,,,,,,,,,,,,,,,,,,
0435761,,Toy Story 3 (2010),"$16,026,307","$87,525","$2,265,419",,"$5,475,926","$1,100,757","$23,613,926","$223,921",,"$8,755,357",,"$10,637,930","$109,298",,"$1,205,395","$5,301,672","$415,004,880",,"$51,809","$2,463,422","$435,046","$214,878",,"$2,542,922","$40,499,578","$17,104,362","$12,774","$2,257,319","$11,502,338","$977,268","$453,707",,"$2,433,492","$4,423,739","$18,855,881",,"$126,660,533",,,"$172,360","$292,734","$235,594","$2,812,540",,"$59,382,044",,,"$6,129,241","$4,109,690",,"$40,518","$3,445,158",,,"$3,753,051","$3,525,081","$3,876,469","$3,456,577",,"$294,463",,"$6,641,512","$71,404","$3,155,072","$483,478","$234,447","$3,344,199","$12,248,035","$33,154,762","$5,769,210",,,,"$3,307,916","$1,526,259",,"$2,462,385","$665,250","$1,698,021","$116,625,632","$708,029","$6,339,322",
1016321,,Adrift (2009),,,,,,,"$471,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,487",,,
1198385,,In the Beginning (2009),"$42,401",,,,,,,,,,,,,,,,,,,,,,,,"$2,762,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399683,,Winter's Bone (2010),"$300,398","$378,951","$85,895",,"$97,591","$26,340","$151,063",,,,,,,,,"$390,505",,,,,,,,"$66,705","$268,651","$871,281",,,,,,,,,"$550,382",,,,,,,,"$18,144",,"$203,024",,,"$116,660","$156,773",,,"$431,059",,,"$40,085",,,"$42,195",,,,,,"$18,900",,,,"$81,341","$567,860","$1,358,642",,,,,"$7,233",,"$40,424",,,"$947,359","$47,870",,
1135095,,Tell Tale (2009),,,,,,,"$71,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$202,660",,,,,,,,,,,,,,,,,,,"$13,565",,,,,,,,,,,,,,,,,,,
0808237,,Drama/Mex (2006),,,,,,,,,,"$8,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$139,897",,,$267,,,,,,,,,,,,,,"$34,484",,,,,,"$1,962",,,,,,,,,,,,,,,
1165253,,Dream (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,548",,,,,,"$447,310",,,,,,"$3,372",,,,,,,,,
1075113,,Don't Look Back (2009),,,,,"$85,950",,,,,,,,,,,,,,,,,,,,"$1,447,700",,,,"$23,992",,,,,,,,,,,"$11,613",,,,,,,,,,,,,,,,,,$610,,,,"$870,515","$13,544","$23,527",,,,,,,,,,,,,"$167,949",,,,,,
0269743,,Barking Dogs Never Bite (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,086",,,,,,,,,,,,,,,,,,,,,,,,,
0892791,,Shrek Forever After (2010),"$13,808,538","$24,485,148","$4,589,527",,"$4,905,893","$644,133","$40,037,374","$724,603",,"$6,218,841","$13,465,361","$6,688,109","$634,741",,"$4,137,036","$5,520,593",,,"$76,242","$2,400,720","$254,350","$499,121",,"$2,552,982","$46,616,337","$24,972,735","$13,522","$2,270,261","$3,503,489","$3,255,213","$312,764",,"$1,621,226","$4,516,709","$23,451,561",,"$11,769,385",,,"$582,385","$405,047","$688,295","$2,405,025",,"$28,384,310",,,"$7,253,108","$3,446,140",,"$46,281","$4,797,933",,,"$4,111,292","$3,310,904","$17,262,308","$6,323,776",,"$1,045,791",,"$51,362,770","$167,307","$3,019,917","$1,570,982","$358,751","$3,410,775","$21,164,006","$21,928,719","$5,074,950",,,,"$1,246,930","$703,028",,"$4,273,465","$4,007,651","$2,785,093","$51,056,068","$710,999","$5,984,037",
1204773,,Everyone Else (2009),"$93,317",,"$498,419",,,,,,,,,,,,,,,,,,,,,,,"$1,210,064",,,,,,,,,,,,,,,,,,,,,,,,,,"$25,507",,,,,"$7,708","$21,376",,,,"$25,440",,,,,,,"$155,014",,"$247,804",,,,,,,,,,"$3,760",,
0441674,,Princess Raccoon (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$520,,,,,,,,,
0954947,,The Killer Inside Me (2010),,"$181,270",,,"$176,208","$2,051",,,,,,"$34,251",,,,"$83,641","$217,277",,,"$1,430",,"$1,662",,,"$425,234",,,"$57,240",,,$476,,,,"$416,443",,,,,"$3,851",,$305,,,"$212,649",,,"$111,893","$7,167",,,,,,"$33,137",,,,,,,"$1,080,175","$10,105",,,,,"$318,072","$132,417",,,,,,,,,"$60,637","$47,476","$437,124",,,
1134665,,Chelsea on the Rocks (2008),,,,,,,,,,,,,,,,,"$11,799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,349",,,,,,,,,,,,,,,,,,,,,,,,,
1117646,,The Special Relationship (2010),,"$444,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325004,,The Twilight Saga: Eclipse (2010),"$4,373,158","$22,159,619","$3,996,526",,"$6,741,763","$160,671","$30,499,010","$323,117",,"$2,986,716",,"$3,042,308","$473,623",,"$1,556,072","$4,255,815","$300,531,751",,"$96,386","$1,110,056","$440,409","$178,052",,"$1,997,451","$32,987,421","$33,087,955","$216,646","$3,222,940","$2,054,004","$1,348,790","$155,784",,,,"$20,711,944",,"$6,749,445",,,"$225,502","$427,363","$278,952","$2,186,400",,"$20,600,163",,,"$3,655,885","$4,113,338",,"$47,663","$4,796,365",,,"$2,325,279","$6,317,882","$4,341,664","$3,215,915",,"$710,730",,"$26,363,413","$101,853","$2,073,433","$578,598","$329,475","$3,744,343","$12,591,297","$25,050,394","$7,358,424",,,,"$1,859,934","$3,218,265",,"$6,066,959","$1,686,847","$1,714,107","$45,709,785","$245,014","$3,220,661",
1294213,,Solitary Man (2009),"$227,969",,,,,"$3,041","$393,843",,,"$16,747",,"$34,099",,,,,"$4,360,548",,,"$14,252",,,,,,,,,,,,,,,,,,,,,"$8,019",,,,"$209,324",,,,,,,,,,"$78,134",,,"$36,793",,,,,,,,,,,"$67,164",,,,,,"$10,487",,,,"$93,187",,"$39,294","$89,653",
