imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies
0347618,,The Cat Returns (2002),,,$184,,,,,,,,,,,,,,,,,,,"$563,718",,,,,,"$140,541","$1,978,488",,,"$672,850",,,,,,,,"$50,590,057",,,,,,,,,,,,,,,"$348,567",,,,,,,,,,,,,,,,,"$1,981",,,,"$209,276",,,,,,,,
0349260,,In My Country (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,037,240",,,,,,,,,,,,,,,,,,,,,,"$42,857",,,,,,,,,,,,,"$69,087",,,,,,,,,,,
0350193,,Take My Eyes (2003),"$58,626",,,,,,,,"$12,210",,,,"$11,860",,,,,,,,,"$30,496",,,,,,,"$159,916",,,,,,,,,"$38,226",,,,,,,,,,,"$92,347",,,"$58,500",,,,,,,,,,,,,,,,,,,,,"$5,624,242",,,,,,,,,,,
0351299,,Blind Shaft (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0351817,,The Twilight Samurai (2002),,,,,,,,,,,,,,,,,,,,,,"$559,765",,,,,,,,,"$12,800",,,,,,,,,"$6,745,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,982",,,,,,,,,,,,
0351887,,The Twins Effect (2003),,,,,,,,,,,,,,,,,,,,,,,,,,"$2,804",,,,,,"$3,644,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,052",,,,"$122,963",,,,
0352332,,The Far Side of the Moon (2003),,,,,,,,,,,,,,,,,,,,,,"$248,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352343,,Facing Windows (2003),"$179,265",,"$22,424",,,,,,,,,,,,,,,,"$41,805",,,"$543,354",,,,,,"$13,708",,,,,"$21,844",,,,,"$12,310,285",,,,,,,,,,,,,,"$43,427",,,,,,,,,,,,,"$70,000",,,,,,,"$5,235","$171,426",,,,,"$807,483",,,,,,
0353489,,Ginger Snaps 2: Unleashed (2004),,,,,,,,,,,,,,,,,,,,,,"$80,372",,,,,,,,,,,,,,,,"$863,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356614,,Foolproof (2003),,,,,,,,,,,,,,,,,,,,,,,,,,"$8,466",,,,,,,,,,,,,,,,,,,"$4,353",,,,,,,,,,,,,,,,,,,,"$177,890",,,,,,,,,,,,,,,"$129,337",,,,
0363532,,Intimate Strangers (2004),,,,,,,,,,"$3,344",,,,,,,,,,,,"$2,110,589",,,,,,,"$5,349,490","$195,313","$51,200",,,,,,,"$2,268,677",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,178","$221,101",,,,,,,"$1,243","$233,682",,,
0364093,,A Talking Picture (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$82,614",,,,,,,,,"$432,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,872",,,,,,,,,,,
0364385,,Ju-on: The Grudge (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,306",,,,,,,,"$2,194,393",,,"$1,024,012",,,,,"$28,965",,,
0364569,,Oldboy (2003),"$27,659",,"$160,383","$60,675",,,,,"$45,626",,,,,,,,,,"$28,118",,,"$2,427,598",,,,,,"$14,452","$758,727","$135,250","$423,900","$177,448","$2,443",,,,,"$516,228",,"$1,034,164",,,,,,,,,,,,"$66,250","$35,760",,"$34,268",,,,"$47,749","$4,659",,,,,"$232,153",,,,,,,"$1,882,334",,,,"$12,895",,,,,"$590,618",,,
0365190,,Red Lights (2004),"$98,682",,,,,,,,,,,,"$20,601",,,,,,,,,"$673,828",,,,,,,"$1,106,407",,,,,,,,,"$32,432",,,,,,,,,,,,,,,,,,,,,,"$21,647",,,,,,,,,,,,,,,,,,,,,,,,
0366137,,Lost Embrace (2004),"$335,791",,,,,,,,"$463,174",,,,,,,,,,,,,,,,,,,,"$501,747",,,,,,,,,"$318,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$488,309",,,,,,,,,,,
0366292,,One Missed Call (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$687,906",,,"$155,008",,,,,,"$305,300",,"$13,285,943",,,,,,,,,,,,,,,"$101,988",,,,,,,,,,"$188,049",,,,,,,"$1,237,499","$1,580,806",,,,"$31,600","$31,280",,,,,,
0366627,,The Jacket (2005),"$205,285",,"$181,355",,,,"$76,675",,,"$17,885",,,"$104,663",,,,,,"$40,372",,"$29,259","$6,303,762",,,,"$19,480",,"$46,038","$2,572,294",,"$40,150","$95,654",,"$40,310",,,,"$1,165,565",,,,,,,"$10,177",,,,"$4,861,305",,,"$95,615","$9,375",,"$11,192",,,,"$306,747","$61,281",,,,,"$129,995",,"$4,334",,"$10,332",,,"$607,005","$2,334,033","$70,331","$20,331","$451,883",,,,"$46,583","$1,157,069",,,
0366777,,Millions (2004),"$50,535",,"$418,116",,,,,,"$39,645","$1,906",,,"$22,360",,,,,,,,,,,,,"$1,985",,,,"$33,761","$23,500","$39,982",,,,,,,,,,,,,,,,,"$147,594",,,"$5,000","$142,420",,,,,,,"$10,973",,,,,,,,,,,,"$1,131,775","$388,431",,,,,,,,"$2,740,140",,,
0366996,,The Saddest Music in the World (2003),"$15,155",,,,,,,,,,,,,,,,,,,,,"$699,225",,,,,,,,"$15,062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0367913,,Ju-On: The Grudge 2 (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$388,908",,,,,,,,"$915,133",,,,,,,,,,,,,,,,,,,,,,,,,"$81,658",,,,,,,,"$1,253,306","$6,804",,,,,,,"$60,011",,,
0368909,,Ong-Bak: The Thai Warrior (2003),,,"$369,372","$161,763",,,,,,,,,,,,,,,"$1,970",,,,,,,"$2,029",,,"$6,428,560","$492,839",,"$1,302,300",,,,,,"$765,883",,,,,,,,,,,"$394,319",,,"$24,687","$43,834",,,,,,"$25,519","$200,523",,,,,,,,,"$9,039",,,,"$2,170,811",,,"$57,049","$2,500,000",,,"$136,107","$585,655",,,
0369702,,The Sea Inside (2004),"$276,954",,"$297,652","$145,976",,,"$414,129",,"$110,436",,,,"$297,930",,,,,,"$3,189",,,"$2,104,923",,,"$24,640",,,"$255,892","$5,773,776","$2,151,162","$81,000",,,"$3,244",,,,"$622,890",,"$88,712",,,,,,,,,"$1,905,985",,,"$584,883","$48,930",,"$23,166",,"$34,145",,"$60,578","$262,097","$98,415",,"$16,039",,"$36,437",,"$6,821",,"$12,844",,"$31,551","$46,172","$26,100,297",,"$981,514","$33,231",,"$68,650",,,"$619,344","$19,428","$88,589",
0371246,,Spanglish (2004),"$86,893",,"$2,113,280",,"$18,873",,,,"$149,110",,"$26,172",,"$57,108",,"$107,868",,,,,,"$105,951",,,,"$37,627",,,"$22,914","$254,292","$875,667",,,,"$19,656",,,,"$330,202",,"$7,662",,,"$140,041",,,,,"$50,223","$2,465,531",,,,"$244,695",,"$63,447","$11,794","$117,932","$38,663",,"$258,947",,,,,"$621,243","$769,355",,"$125,409",,"$23,307","$448,691","$7,396","$1,311,440","$204,436","$274,339",,"$17,725",,,"$70,522","$1,054,771","$23,809","$186,294",
0372279,,Festival Express (2003),,,"$83,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,642",,,
0372824,,The Chorus (2004),"$330,664",,"$428,968","$158,865",,,"$1,267,723",,,"$5,093",,,"$387,021",,,"$4,151",,,"$4,439",,"$87,653","$3,635,164",,,,,,"$16,684","$48,765,590","$7,129,524","$248,900","$164,883",,"$25,012",,,,"$1,181,187",,,,,,,"$62,167",,,,"$500,795",,,"$5,119","$190,068",,"$205,130",,,,,"$44,736",,,"$3,680",,,,"$2,983",,"$2,385","$6,740",,"$431,863","$9,652,231","$159,272","$2,485,088","$179,295",,"$100,293",,,"$2,062,908",,,
0373712,,Just Bea (2004),,,,,,,,,,,,,,,,,,,"$50,481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,600,195",,,,,,,,,,,,,,"$11,659",,,,,,,,,,,,,,,
0373861,,The Story of the Weeping Camel (2003),"$31,200",,"$972,374","$243,308",,,,,,,,,,,,,,,,,"$57,131",,,,,,,,"$975,946","$2,546,665",,,,,,,,"$287,244",,,,,,,,,,,"$81,875",,,,,,"$249,724",,,,,,,,,,,,,,,,,,"$213,841",,"$1,033,014","$52,418",,,,,"$820,860",,,
0373926,,The Interpreter (2005),"$687,030",,"$5,538,473","$1,199,779",,,"$1,591,793",,"$1,780,064","$52,353","$420,964",,"$154,493","$3,049,029","$311,107","$131,490",,,"$281,380","$335,997","$585,679",,,,,"$52,853",,"$529,575","$6,271,950","$9,937,931","$1,938,947","$533,049","$441,795","$63,166",,"$189,958","$526,340","$6,726,536",,"$3,695,728",,,,,"$90,431",,,"$93,922","$3,470,981",,,"$1,533,973","$705,948",,"$728,937",,"$119,121","$278,573","$619,200","$1,663,097",,,"$112,060",,"$1,017,406",,"$46,495","$434,006","$59,106","$108,658","$851,859","$2,120,838","$8,340,506","$574,749","$2,744,347","$1,289,936","$254,110","$1,103,098",,"$291,587","$13,726,376",,"$274,985",
0374102,,Open Water (2003),"$263,965",,"$1,789,399","$83,955",,,"$178,452",,,,,,"$153,005",,,,,,"$90,395",,"$29,526",,,,,"$11,699",,,"$891,712","$519,116","$377,150","$348,436","$20,028","$23,327",,,,"$1,790,375",,,,,,,,,,,"$2,439,832",,,"$225,344","$320,830",,,,,,"$152,153","$112,955",,,"$13,492",,"$1,033,203",,,,"$8,968",,"$362,656","$270,727","$1,422,954",,"$297,098",,,"$629,756",,,"$9,853,938",,"$358,178",
0374180,,Romasanta: The Werewolf Hunt (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$270,000",,,,,,,,,,,,,,,,,,,
0374339,,Infernal Affairs III (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,865,758",,,,,,,,"$417,635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,300",,,,"$123,904",,,
0374345,,The Memory of a Killer (2003),,,,,,,,,,,,,,,,,,,,,,"$333,707",,,,,,,"$214,911",,,,,,,,,,,,,,,,,,,,,,,"$39,434",,,,,,,,,,,,,,,,,,,,,"$124,335",,,,,,,,,,,
0375912,,Layer Cake (2004),,,"$521,749",,,,"$21,351",,,,,,,,,,,,,,,,,,,,,,"$84,396",,,,,"$15,383",,,,"$40,474",,,,,,,,,,,"$82,870",,,,"$121,839",,,,,,,,,,"$10,469",,,,,,,,,,"$79,107","$49,314",,,,,,,"$8,164,398",,,
0376890,,Silver City (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,805",,,,,,,,"$303,563",,,
0376968,,The Return (2003),"$56,507",,"$134,714",,,,,,,"$2,249",,,,,,,,,,,,"$504,256",,,,,,,"$624,466","$100,537",,,,,,,,"$1,344,128",,,,,,,,,,,"$421,925",,,,,,"$27,656",,,,,"$41,994",,,,,"$550,247",,,,,,,"$12,790","$51,111",,,,,,,,"$370,257",,"$129,063",
0377062,,Flight of the Phoenix (2004),,,"$936,276",,,,"$133,685",,"$223,860",,"$87,732",,,$0,"$131,001",,,,,,,,"$10,203",,"$31,977","$17,498","$10,942",,"$162,320","$182,448","$198,886",,"$45,591","$28,621","$56,080","$67,248",,"$119,418","$17,124","$737,693",,,,"$12,151",,"$47,186",,"$126,774","$1,091,766",,"$203,675",,"$508,751",,,,"$59,969","$260,106","$7,134","$37,841","$369,784",,"$29,639",,"$370,683","$521,579",,"$260,825",,,"$259,617","$443,638","$2,458,640",,,"$434,470",,"$74,711",,"$136,471","$1,057,535","$12,413","$177,240",
0377091,,Mean Creek (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,189",,,,,,,,,,,,,,,"$4,569",,,,,,,"$5,862",,,,,,,,,,,,,,,,,,,,,"$156,377",,,
0377109,,The Ring Two (2005),"$956,310",,"$4,263,043","$1,136,986",,,"$1,156,455",,"$2,907,216","$24,984",,"$796,897","$648,670",,"$813,444","$81,619",,,"$390,023",,"$574,605",,,,,"$132,570",,"$691,965","$6,288,622","$7,114,707","$1,095,565",,"$488,583","$314,906",,"$417,621","$639,110","$7,199,962",,"$2,389,632",,,,,,,,"$453,283","$7,909,509",,,"$1,444,770","$684,589",,"$1,016,593",,"$627,989","$266,590","$689,774","$976,168",,,"$35,941","$3,698,550","$3,434,799",,"$28,656","$284,190","$82,021","$199,867","$447,043","$1,177,141","$6,983,110","$1,108,115","$1,387,570","$460,544","$445,253","$1,895,756","$460,037","$348,743","$10,009,015",,"$685,589",
0377744,,A Day Without a Mexican (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,840,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377992,,The Gospel of John (2003),,,,,,,,,,,,,,,,,,,,,,"$4,069,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,651",,,,,,,,,,,,,,,,,,,,,,,,
0378284,,Machuca (2004),"$9,935",,,"$22,431",,,,,,,,,"$2,259,344",,,,,,,,,,,,,,,,"$172,106","$70,210",,,,,,,,,,,,,,,,,,,"$64,405",,,,,,,,,,,,,,,,,,,,,,,,"$338,363",,,"$10,586",,,,,"$213,644",,,
0379225,,The Corporation (2003),,,"$365,510",,,,,,,,,,,,,,,,,,,"$3,493,516",,,,,,,"$102,040",,,,,,,,,,,,,,,,,,,,,,,,"$41,482",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$544,419",,,
0379593,,The Yes Men (2003),,,"$75,257",,,,,,,,,,,,,,,,,,,,,,,,,"$20,819",,,,,,,,,,,,,,,,,,,,,,,,,"$42,359",,,,,,,,,,,,,,,,$355,,,,,,,,,,,,,,,
0380366,,A Fond Kiss (2004),,,"$67,320","$230,285",,,,,,,,,,,,,,,,,,"$30,148",,,,,,,"$2,340,189","$176,898",,,"$5,744",,,,,"$1,875,063",,,,,,,,,,,,,,"$53,303","$221,638",,,,,,,,,,,,,,,,,,,,"$1,079,007",,,,,"$23,661",,,"$444,385",,,
0381936,,Bummer (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,278,000",,,,,,,,,,,,,,,,,,,
0382330,,As It Is in Heaven (2004),,,"$3,065,532","$2,179,521",,,,,,,,,,,,,,,,,,"$10,236",,,,,,"$186,085",,"$8,736,046",,"$38,685",,,,,,,,,,,,,,,,,,,,"$366,267","$543,577",,"$2,159,014",,,,,,,,,,,,,,,,"$748,386",,,,"$270,733","$9,236",,"$15,151",,,,,,
0384533,,She Hate Me (2004),,,,,,,,,,,,,,,,,,,,,,"$366,037",,,,,,,"$653,012",,,,"$4,574",,,,,"$226,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0384819,,Azumi (2003),,,,,,,,,,,,,,,,,,,,,,"$41,803",,,,,,,,,,,,,,,,,,"$6,668,719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0385017,,In My Father's Den (2004),,,"$460,993","$13,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,032,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$108,488",,,
0386064,,Tae Guk Gi: The Brotherhood of War (2004),,,,"$4,492",,,,,,,,,,,,,,,,,,"$1,111,061",,,,,,,"$171,270","$16,480",,"$374,818",,,,,,,,"$9,736,556",,,,,,,,,"$69,277",,,,,,,,,,,,,,,,,,$634,,,,,"$64,800,000",,,,,,,,,"$3,394",,,
0387412,,Metallica: Some Kind of Monster (2004),,,"$395,967","$9,675",,,,,,,,,,,,,,,"$1,651",,,,,,,,,"$21,262",,"$101,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$974,,,,,,,,,,,,,,,,,,"$200,075",,,
0388285,,Going the Distance (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$522,053",,,,,,,,,,,,,,,,,,,
0388395,,Schultze Gets the Blues (2003),,,,"$22,589",,,,,,$519,,,,,,,,,,,,,,,,,,,,"$2,996,148",,,,,,,,"$27,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0388789,,Born Into Brothels: Calcutta's Red Light Kids (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,140",,,,,,,,
0388888,,Dig! (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$101,761",,,
0389326,,Riding Giants (2004),,,"$177,661","$20,252",,,,,,,,,,,,,,,,,,,,,,,,,"$87,330","$350,826",,,,,,,,"$40,653",,,,,,,,,,,,,,,"$50,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$212,315",,,
0399877,,What the #$*! Do We (K)now!? (2004),"$42,476",,"$1,042,894","$305,430",,,"$39,792",,"$76,391",,,,,,,,,,,,,"$10,942,306",,,,,,,"$18,621","$1,408,169",,,,,,,,,,,,,,,,,,,"$869,529",,,"$146,301","$175,295",,,,,,,,,,,,,,,,,,,,"$646,626",,"$42,968",,,,,,"$239,643","$1,737",,
0405061,,The Eye 2 (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,202,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,547",,,,,,,,,,,,"$521,900",,,,,,,
0405296,,A Scanner Darkly (2006),,,"$186,020",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,000",,,"$5,662",,,,"$69,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$65,055",,,"$20,088",,"$10,867",,,"$1,778,192",,,
0405821,,Casshern (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$282,888",,"$12,070,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0383534,,Noel (2004),"$8,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,663",,,,,"$17,100",,,,,,,
0316824,,In Enemy Hands (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,994",,,,,,,,
0405159,,Million Dollar Baby (2004),"$1,292,679",,"$6,572,534","$887,510",,,"$2,153,764",,"$2,100,000","$41,279",,,"$531,750",,,,,,"$223,610",,"$1,307,235",,,,,"$51,463",,"$794,085","$22,136,162","$4,472,345","$2,919,307","$326,246","$216,732","$141,267",,,,"$9,843,810",,"$11,254,733",,,,"$5,113",,,"$3,569",,"$4,061,795",,,"$1,414,538","$493,274",,"$1,165,625",,,,"$799,870","$1,612,229",,,"$67,742",,"$211,339",,,"$85,329","$15,272",,,"$5,045,832","$16,049,334","$1,508,984","$2,799,566","$302,363","$132,800","$639,185",,"$249,112","$10,149,214","$53,113",,
0377556,,"Goodbye, Dragon Inn (2003)",,,,,,,,,,,,,,,,,,,,,,"$35,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$994,523",,,,,,,,,,,,
0395169,,Hotel Rwanda (2004),,,"$847,811","$83,365",,,"$559,485",,,"$5,354",,,,,,,,,"$29,955",,"$165,958",,,,,"$3,488",,"$81,250","$687,396","$1,273,310","$36,050",,,"$25,456",,,,"$352,711",,,,,,,,,,,"$413,566",,,"$368,305","$179,935",,"$229,845",,,,,"$39,589",,,"$10,567",,,,"$2,246","$179,575","$10,186",,"$77,125","$70,154","$1,441,247",,,"$37,478",,"$25,435",,"$48,595","$3,065,914",,,
0027387,,Born to Dance (1936),,,"$35,451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$751,935",,,,,,,,,,,,,,,,,,,"$102,423",,,,,,,,,,,,
0367594,,Charlie and the Chocolate Factory (2005),"$1,504,237",,"$18,812,394","$1,550,537",,,"$2,926,691",,"$7,505,831","$34,365",,,"$1,009,782",,,,,,"$360,266",,"$1,895,670",,,,,"$46,424",,"$944,405","$28,722,737","$6,914,961","$2,593,450","$1,909,649",,"$296,478",,,"$217,500","$12,487,531",,"$44,451,327",,,,,"$77,866",,,"$132,881","$6,448,073",,,"$5,123,055","$3,336,105",,"$7,459,128",,,"$516,231","$365,942","$888,168",,,"$37,813","$371,100","$997,219",,"$76,215","$1,200,000","$51,683",,"$1,241,842","$8,720,322","$10,294,853","$4,021,089","$2,313,861","$1,705,000","$552,100","$833,455",,"$256,240","$46,312,748",,,
0423866,,3-Iron (2004),"$48,252",,,"$61,300",,,,,"$192,450",,,,"$47,360",,,,,,"$2,944",,,,,,,,,,"$438,642","$634,335","$40,550",,,,,,,"$913,097",,,,,,,,,,,"$129,266",,,"$17,962",,,"$17,340",,,,,,,,,,"$29,565",,,,,,,,"$437,757",,,"$9,290",,,,,"$141,933",,,
0362270,,The Life Aquatic with Steve Zissou (2004),"$84,477",,"$1,181,657","$203,921",,,"$41,709",,,,,,"$27,568",,,,,,"$26,000",,"$12,187","$24,020,403",,,,,,"$48,824","$1,525,419","$955,208","$152,550",,,"$47,328",,,,"$386,452",,,,,,,,,,,"$100,914",,,"$61,188","$173,293",,"$17,349",,,,,"$183,974",,,,,,,,,,,,,"$517,198","$392,863","$67,673",,,,,"$10,864","$3,020,573",,,
0338751,,The Aviator (2004),"$765,461",,"$6,793,652","$1,392,669",,,"$2,218,426","$34,497","$2,500,000","$95,625",,"$21,903","$369,426",,,,,,"$444,855",,"$1,152,679",,,,,"$23,400",,"$837,899","$11,767,192","$10,160,589","$1,052,100","$929,838","$149,394","$145,129",,,,"$7,157,934",,"$7,762,147",,,,,"$119,035",,,,"$4,449,617",,,"$1,699,564","$1,070,554",,"$1,122,276",,"$214,081",,"$985,654","$1,043,752",,,"$74,990",,"$2,025,478",,"$26,486","$414,770","$62,871",,"$700,000","$4,390,755","$8,318,270","$761,470","$2,216,419","$1,039,014","$274,100","$1,100,000",,"$324,293","$15,928,212","$90,521","$85,076",
0293508,,The Phantom of the Opera (2004),"$114,928",,"$5,374,773","$696,948",,,"$64,591",,"$470,330","$31,304",,"$87,238","$23,110",,"$31,166","$25,936",,,"$46,068",,"$1,902,954","$51,293,931",,,,"$4,909",,"$447,675","$797,866","$4,670,505","$1,339,200","$933,100","$275,089","$15,731",,,,"$1,400,000",,"$35,829,743",,,,"$152,332",,,"$101,243","$256,826","$1,406,243",,,"$102,659","$934,026",,"$886,703",,"$35,130","$103,237","$455,342","$733,428",,,"$18,750",,"$2,519,138",,$831,,"$10,428",,"$600,000","$8,322,052","$3,456,898","$961,964","$1,017,921","$1,462,619","$306,032","$176,734",,,"$17,527,353","$17,440","$38,739",
0363473,,Beyond the Sea (2004),,,"$803,853",,,,,,,"$2,399",,,,,,,,,,,,,,,,,,,,"$89,291",,,,"$2,437",,,,,,,,,,,,,,,,,,,"$124,037",,,,,,,"$38,791",,,"$5,128",,"$48,873",,,,,,,"$13,795","$101,775",,,,,,,,"$898,527",,,
0361127,,The Woodsman (2004),"$144,914",,"$159,401","$12,357",,,,,,,,,"$30,373",,,,,,,,"$11,780",,,,,,,"$23,705",,"$86,566","$8,460",,,,,,,"$559,174",,,,,,,,,,,"$603,800",,,,"$122,619",,"$48,852",,,,,"$49,122",,,,,,,,,,,,,"$57,400",,"$581,155",,,,,"$39,956","$562,540",,,
0385267,,In Good Company (2004),"$114,176",,"$2,943,694","$318,721",,,"$217,144",,,"$12,518",,,"$55,525",,,,,,"$36,932",,"$78,815",,,,,"$5,718",,"$103,134","$812,604","$1,366,228","$92,150","$60,259",,"$39,306",,,,"$811,897",,,,,,,,,,,"$691,726",,,"$85,377","$181,361",,"$47,070",,,,"$156,881","$270,952",,,"$22,839",,"$667,613",,,,"$16,506",,"$144,009","$1,345,417","$1,403,447","$195,227","$407,470","$256,186","$20,900","$115,192",,"$23,758","$2,387,804",,,
0290002,,Meet the Fockers (2004),"$3,308,922",,"$27,625,667","$4,654,432",,,"$4,043,641",,"$4,422,075","$128,781",,"$1,170,070","$677,781",,"$936,371","$276,975",,"$276,941","$261,306","$366,647","$1,648,981",,,,"$302,689","$175,527","$104,102","$889,675","$12,619,021","$24,856,417","$2,963,743","$1,357,866","$1,556,464","$342,246","$593,548","$398,709","$1,389,379","$19,050,339",,"$96,612",,"$40,670",,"$100,697","$267,636",,"$92,885","$352,684","$9,132,555",,"$1,151,495","$3,690,754","$2,434,726",,"$1,430,518",,"$638,680","$1,002,084","$1,778,316","$1,859,694",,,"$305,339","$5,844,195","$5,561,512",,"$73,692","$1,293,801","$110,542","$404,252","$2,103,568","$1,606,325","$17,744,751","$2,023,701","$4,904,314","$2,626,425","$459,423","$1,277,556","$621,834","$601,714","$54,428,276",,"$937,235",
0364961,,The Assassination of Richard Nixon (2004),"$72,316",,"$402,637",,,,"$74,637",,,,,,"$20,303",,,,,,,,"$36,028",,,,,,,,"$292,819",,"$45,700",,,,,,,"$636,957",,,,,,,,,,,,,,"$116,993",,,"$11,979",,,,"$13,892","$42,966",,,"$10,263",,,,"$2,489",,,,,"$4,214","$810,056","$25,620",,"$2,443",,,,"$35,511","$1,059,488",,,
0369672,,A Love Song for Bobby Long (2004),,,,"$40,502",,,"$45,540",,,"$4,835",,,,,,,,,,,"$6,181","$164,308",,,,,,,,"$258,291",,,,,,,,"$607,263",,"$198,266",,,,,,,,,,,,"$76,196",,,,,,,,"$133,859",,,"$12,919",,"$13,997",,,,,,,,"$200,252","$61,344",,,,,,"$17,507",,,,
