imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies
0379889,,The Merchant of Venice (2004),"$542,112",,"$33,065","$230,943",,,"$48,833",,,"$70,701",,,"$213,982",,,,,,"$166,043",,"$304,960","$3,765,585",,,,"$30,825",,"$118,773",,"$1,775,985","$676,800","$96,254",,,,,,"$4,806,042",,,,,,,,,,,"$611,998",,,"$281,183","$109,392",,"$202,638",,,,,"$19,890",,,"$82,216",,"$18,062",,"$24,071",,"$31,318",,,"$805,331","$3,264,107","$242,387","$441,231",,,"$118,119",,"$116,895","$2,167,984",,,
0416220,,Kamikaze Girls (2004),,,,,,,,,,,,,,,,,,,,,,"$34,424",,,,,,,,,,"$98,618",,,,,,,,"$5,046,894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,097",,,,,,,,
0396592,,Fat Albert (2004),,,"$378,457",,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,179",,,,,,,,"$14,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,508",,,,,,,,,,,
0345032,,The Keys to the House (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,894",,,,,,,,
0375210,,White Noise (2005),"$577,485",,"$1,328,574","$313,825",,,"$510,620",,"$732,414",,"$376,920",,"$295,592",,"$228,516",,,,"$43,416",,"$155,266",,,,,"$27,373",,"$23,676","$2,363,048","$1,080,740","$84,950","$149,877","$107,196","$81,516",,,,"$1,134,387",,,,,,,,,,,"$5,012,688",,,"$825,782","$160,298",,"$39,298",,"$201,388",,"$33,567","$176,854",,,"$13,497",,"$715,139",,,,"$8,423",,"$200,000","$288,425","$3,235,881","$72,525",,"$348,027",,"$163,707",,"$216,690","$12,065,730",,"$438,641",
0373416,,Underclassman (2005),,,,,,,,,,,,,,,,,,,,,,,,,,"$12,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,688",,,,,,"$109,022",,,,,,,,,"$54,375",,,,
0365885,,The Upside of Anger (2005),"$109,448",,"$2,851,887","$162,858",,,"$184,473",,,"$10,051",,,"$38,584",,,,,,,,"$161,157",,,,,,,"$106,870","$591,521","$1,093,541",,"$71,908",,"$14,360",,,,"$1,492,414",,,,,,,,,,,"$595,941",,,"$76,757","$217,423",,"$131,726",,"$28,159",,,"$190,581",,,"$13,206",,,,,,,,"$125,000","$39,345","$751,090","$47,568",,"$9,614",,"$150,047",,,"$209,966",,,
0295004,,La vie promise (2002),,,,,,,,,,,,,,,,,,,,,,"$40,029",,,,,,,"$805,059",,,,,,,,,,,,,,,,,,,,"$50,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0326208,,Stander (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$241,140",,,,,,,,,,,,,
0373024,,Imaginary Heroes (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,956",,,,,,,,,,,,,,,,,,,,,,,,
0034167,,Sergeant York (1941),,,,,,,,,,,,,,,,,,,,,,"$16,361,885",,,,,,,"$3,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0310203,,Ruby & Quentin (2003),"$218,090",,"$696,082","$51,454",,,,,,"$54,356",,,,,,,,,"$185,612",,,"$312,824",,,,,,,"$21,553,290","$345,495",,,"$567,990",,,,,"$1,333,391",,,,,,,"$37,075",,,,"$52,976",,,,"$350,395",,"$26,222",,,,"$298,521",,,,,,"$1,023,207",,,,,,,,"$529,243",,,"$4,219",,"$51,411",,"$24,951","$4,168",,,
0286306,,Deathwatch (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$415,497",,,,,,,,,,,,,,,,,"$218,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352520,,The Life and Death of Peter Sellers (2004),,,"$980,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0401233,,Appleseed (2004),,,,,,,,,,,,,,,,,,,,,,"$129,135",,,,,,,"$188,451",,,,,,,,,,,"$1,317,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,662",,,,,,,,,"$12,740",,,
0357277,,Elektra (2005),"$101,959",,"$3,780,368","$122,776",,,"$320,744","$11,910","$1,184,432","$46,101",,"$215,599","$44,074",,"$139,937","$19,714",,,,,"$62,986",,"$30,307",,"$56,271","$39,216","$9,597",,"$3,158,851","$739,507","$526,082","$163,681","$56,674","$31,579","$102,074","$433,557","$84,661","$1,547,657","$28,998","$485,278",,,,"$24,974","$23,986","$89,402","$18,029","$441,210","$2,376,953",,,,"$552,181",,,,"$76,911","$961,041","$46,091","$525,430","$649,848",,"$47,838","$916,996","$650,670",,,"$695,398",,"$30,839","$615,072","$1,200,465","$4,293,982",,"$175,475","$478,626","$913,439","$42,727",,"$209,332","$2,757,515","$17,054","$209,850",
0376105,,Racing Stripes (2005),"$164,786",,"$6,721,094","$251,982",,,"$1,481,707",,,,,,"$393,609","$708,215",,,,,"$109,889",,"$947,250",,,,,"$3,819",,"$388,342","$780,088","$3,048,585","$67,000","$324,221","$223,349","$55,783",,,,"$969,450",,"$597,626",,,,,,,,,"$1,963,100",,,"$815,839","$723,160",,"$646,019",,,,"$1,111,227","$192,971",,,,,"$304,330",,"$10,000","$216,156","$33,218",,"$700,000","$546,197","$1,046,728","$521,380","$621,577",,"$15,600",,,,"$10,830,572",,,
0393162,,Coach Carter (2005),,,"$1,441,898",,,,"$76,085",,,,"$153,606",,,,,,,,,,"$17,227",,,,,,,,"$1,144,236","$638,723",,,"$56,627","$31,514",,,,"$1,967",,"$378,233",,,,,,,,"$64,938","$306,391",,,"$152,185","$334,405",,"$18,354",,,"$83,131",,,,,,,,,,"$300,675",,,"$227,783","$546,474","$143,129","$64,793",,"$35,526",,,,"$114,190","$3,005,306",,,
0329330,,Common Ground (2002),"$279,239",,,,,,,,,,,,"$81,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0339806,,Torremolinos 73 (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,557",,,,,,,,,,,,,,,,,,"$1,893,542",,"$24,344","$24,365",,,,,,,,
0354243,,Zhou Yu's Train (2002),,,,,,,,,,,,,,,,,,,,,,"$142,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$155,867",,,$863,,,,,,,,
0075265,,A Star Is Born (1976),,,,,,,,,,,,,,,,,,,,,,"$80,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0284277,,Monday Morning (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$120,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,751","$3,985",,,,,,,,,,,,,,,,"$9,899",,,,,,,,
0416991,,Moolaadé (2003),,,,,,,,,,,,,,,,,,,,,,"$215,646",,,,,,,,"$60,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0353969,,Memories of Murder (2003),,,"$35,921",,,,,,,,,,,,,,,,,,,"$15,357",,,,,,,"$230,030",,,"$65,660",,,,,,"$460,564",,,,,,,,,,,,,,,"$8,509",,,,,,,"$4,124",,,,,"$32,564",,,,,,,"$46,128","$163,376",,,,,,,,"$142,608",,,
0059126,,Dr. Who and the Daleks (1965),,,"$15,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0420206,,Summer Storm (2004),,,,"$61,387",,,,,,,,,,,,,,,,,,"$95,204",,,,,,,,"$1,783,543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,726","$77,078",,,"$18,020",,,,,"$38,208",,,
0363163,,Downfall (2004),"$1,061,559",,"$1,853,889","$1,971,658",,,"$2,451,553",,"$1,288,633","$40,709",,,"$659,182",,,,,,"$409,461",,"$4,275,838",,,,,"$10,217",,"$692,243","$6,382,713","$39,074,362","$414,450","$57,159","$665,616","$114,174",,,,"$1,719,541",,,,,,,"$77,034",,,,"$2,920,988",,,"$3,486,970","$177,639",,"$2,913,556",,,,"$1,038,648","$354,001",,,"$34,316",,,,"$15,239",,"$45,200",,,,"$4,642,061","$805,822","$2,502,630","$56,732",,"$466,578",,,"$3,580,880",,,
0276617,,The White Sound (2001),,,,,,,,"$7,698",,,,,,,,,,,,,"$280,807",,,,,,,,,"$70,863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0398712,,Assault on Precinct 13 (2005),"$158,207",,"$1,098,520",,,,"$133,006",,"$495,657","$4,789",,"$158,441","$51,241",,"$75,788",,,,,,"$154,436",,,,,"$26,789",,"$24,281","$2,483,110",,"$257,750","$112,870",,"$40,122",,,,"$175,108",,,,,,,,,,,"$819,055",,,"$413,073","$221,921",,"$52,637",,"$50,476","$140,084","$38,251","$132,113",,,,,"$671,788",,,,,,"$281,429","$380,275","$2,065,351",,,"$293,666","$41,400","$122,570",,"$176,741","$3,795,067",,"$107,563",
0368578,,Are We There Yet? (2005),,,"$2,391,706",,"$73,369",,"$7,916",,,,,,,,,,,,,,,,"$1,742","$26,207",,"$24,446",,,"$22,674","$2,350,648",,,,"$34,184",,,,"$16,660",,,,,"$120,009",,,,,,"$2,529,703",,,,"$473,299","$34,471",,"$19,839",,"$11,900",,"$97,733",,"$31,926",,,,,,"$57,486",,"$59,741","$589,603",,"$126,492",,,,,,,"$251,192","$5,811,439","$26,321",,
0369226,,Alone in the Dark (2005),,,,,,,,,,,,,,"$2,250,837",,,,,,,,"$5,178,569",,,,"$9,583",,,,"$321,458",,,,,,,,"$336,291",,,,,,,,,,,,,,,,,,,,,,"$82,868",,,,,"$362,050",,,,,,,,"$1,716,320",,,"$23,125",,,,"$161,707",,,,
0382077,,Hide and Seek (2005),"$1,232,231",,"$3,505,659","$561,046",,,"$1,334,890","$46,069","$2,284,568","$47,055",,"$386,521","$665,128",,"$735,469","$25,422",,,"$70,497","$116,401","$402,871","$51,100,486","$64,748",,"$249,751","$101,915","$35,235","$275,290","$2,735,775","$3,764,954","$1,362,595","$631,723","$228,777","$110,247","$55,131","$201,767","$163,222","$2,190,965","$14,186","$9,456,638",,,,"$34,586","$54,269","$46,049","$46,969","$255,711","$6,760,259",,,"$1,277,579","$430,911",,"$485,653",,"$311,648","$232,450","$416,543","$271,728","$599,609",,"$43,201","$952,374","$5,023,782",,"$21,069","$527,846","$35,041","$74,330","$645,097","$4,884,720","$7,066,556","$1,202,478","$596,536","$1,679,146","$254,960","$815,819",,"$223,324","$7,263,878","$100,397","$578,231",
0417415,,Aliens of the Deep (2005),,,"$656,190",,,,,,,,,,,,,,,,,,,"$8,968,684",,,,,,,,,,,,,,,,,,,,,,,,,,,"$96,650",,,,,,,,,,,,,,,,,,,,"$42,049",,,,,,,"$4,953",,,,,"$1,190,781",,,
0357507,,Boogeyman (2005),"$276,457",,"$222,151","$145,020",,,"$120,960",,"$800,000",,,,"$313,347",,,,,,,,"$128,164",,,,,"$50,542",,"$104,339",,"$1,353,690",,"$127,080","$40,643","$35,923",,,,"$2,631,241",,,,,,,,,,,"$2,169,534",,,"$402,990","$364,869",,"$364,869",,,,"$180,189","$131,323",,,,,"$696,509",,,,,,"$100,000","$317,101","$2,154,460","$318,650",,"$153,995",,"$760,219",,"$176,896","$4,091,220",,,
0372532,,The Wedding Date (2005),,,"$1,668,236",,,,"$298,085",,,"$43,560",,,,,,,,,,,"$187,074",,,,,"$33,563",,"$43,692",,,"$213,200","$135,539","$98,691","$83,288",,,,"$326,697",,,,,,,"$17,621",,,,,,,"$627,474",,,,,,,"$22,872","$180,290",,,"$22,839",,"$414,246",,"$2,644",,,,"$704,385",,"$1,548,475",,,,"$76,000","$75,906",,"$75,235","$7,577,974",,,
0417791,,Rory O'Shea Was Here (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,202,733",,,
0408664,,Nobody Knows (2004),"$22,829",,,,,,,,,,,,,,,,,,,,,"$684,118",,,,,,,"$746,693",,"$33,750",,,,,,,,,,,,,,,,,,,,,"$101,087",,,,,,,,,,,,,,,,,,,,"$232,223",,,,"$50,643",,,,,,,,
0079095,,The Marriage of Maria Braun (1979),,,,,,,,,,,,,,,,,,,,,,"$8,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,794",,,,,,,,,,,,,$917,,,,,,,,,,,
0068278,,The Bitter Tears of Petra von Kant (1972),,,,,,,,,,,,,,,,,,,,,,"$8,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,834",,,,,,,,,,,,,,,,,,,,,,,,
0298131,,Rosenstrasse (2003),,,,"$28,393",,,,,,,,,,,,,,,,,,,,,,,,,,"$4,034,728",,,,,,,,"$476,327",,,,,,,,,,,"$51,647",,,"$198,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0363290,,Purple Butterfly (2003),,,,,,,,,,,,,,,,,,,,,,"$17,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0379270,,Easy (2003),,,,,,,,,,,,,,,,,,,,,,"$21,589",,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119209,,Going All the Way (1997),,,,,,,,,,,,,,,,,,,,,,"$116,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0347149,,Howl's Moving Castle (2004),"$126,222",,"$625,237","$194,822",,,"$133,957",,,,,,"$108,777",,,,,,,,"$257,313","$6,789,268",,,,,,"$255,600","$8,771,562","$2,347,819","$41,150","$2,858,361",,,,,,"$654,934",,"$190,000,000",,,,,,,,,"$318,609",,,"$63,446","$123,845",,"$73,724",,,,,"$97,663",,,,,"$154,228",,,,,,,"$17,605,893","$730,865","$262,205","$412,543","$2,800,000",,"$201,224",,"$13,254","$1,513,605",,,
0348121,,Steamboy (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$460,978",,,,,,,,,"$29,743",,"$8,213,653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$404,118",,,,"$181,013",,,,,,,,
0386588,,Hitch (2005),"$656,449","$27,463","$11,109,579","$4,392,885","$178,070",,"$3,439,097","$48,703","$4,002,052","$180,657",,"$702,828","$328,302",,"$857,760","$124,560","$46,996",,"$199,039",,"$1,317,294",,"$119,999","$103,009","$240,001","$182,562","$95,162","$465,480","$14,741,664","$34,469,729","$1,751,156","$887,567","$1,219,189","$286,976","$785,556","$376,751","$1,119,407","$10,698,009","$98,675","$4,147,634","$146,781",,"$340,029","$142,565","$247,720","$98,675","$54,938","$600,839","$7,228,112",,,"$4,160,196","$1,528,783","$45,729","$1,424,158","$34,552","$492,132","$524,831","$1,318,949","$1,381,278",,"$84,238","$196,330","$3,892,596","$3,664,476",,"$98,181","$1,367,524","$38,466","$375,765","$2,384,035","$4,410,922","$9,156,737","$2,027,163","$5,466,348","$2,042,744","$934,197","$918,667","$585,854","$705,305","$33,371,422","$127,234","$1,079,924",
0407121,,Pooh's Heffalump Movie (2005),"$343,821",,"$1,610,514","$755,069",,,"$763,689",,,"$9,830",,,"$209,835",,,,,,"$174,752",,"$1,902,025",,,,,"$7,623",,"$1,337,272","$3,270,093","$2,893,928","$112,300",,"$438,606","$122,774",,,,"$1,183,573",,,,,,,"$13,746",,,,"$2,033,933",,,"$657,017","$331,978",,"$1,895,391",,,,"$2,220,119","$276,903",,,"$12,803",,"$904,517",,"$20,369",,,,,,"$1,460,736","$2,153,870","$669,524",,,"$591,502",,"$46,003","$2,978,452",,,
0418753,,Inside Deep Throat (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,952",,,
0361411,,Bride & Prejudice (2004),,,"$3,201,260","$23,191",,,"$30,887",,,,,,,,,,,,"$35,669",,"$7,960",,,,,"$8,482",,,"$1,173,856","$308,682","$56,900","$206,673",,"$4,678",,,,"$1,051,723",,,,,,,,,,,,,,"$65,254","$670,715",,,,,,,"$18,020",,,,,"$452,755",,,,"$9,560",,,,"$640,075","$15,167","$443,656",,,,,"$388,972","$9,296,713",,,
0360486,,Constantine (2005),"$1,712,928",,"$6,101,633","$1,765,352",,,"$1,693,115",,"$7,300,000","$105,418",,,"$763,564",,"$292,400",,,,"$275,344",,"$1,018,855",,,,,,,"$484,976","$8,842,363","$9,432,111","$1,229,000","$2,675,138","$394,593","$125,266",,"$199,178",,"$6,498,790",,"$24,503,156",,,,,,,,"$1,330,000","$8,847,430",,,"$1,334,446","$957,982",,"$850,783",,,"$670,000","$1,213,313","$1,176,590","$434,000",,"$88,730","$1,800,000","$3,481,610",,"$66,573","$1,442,256","$77,849",,"$300,000","$11,761,004","$7,183,337","$1,299,254","$1,536,570","$5,650,122","$1,788,700","$1,736,004","$591,396","$332,023","$12,833,131",,,
0362165,,Son of the Mask (2005),"$517,809",,"$1,125,585","$192,602",,"$58,310","$30,293","$27,296","$2,106,201",,,"$327,152","$232,619",,"$280,278",,,,,,"$308,705",,,,"$194,212","$15,548",,,"$2,379,092","$524,093","$154,350","$941,344",,"$140,362",,"$76,743","$454,718","$826,173",,"$12,218,089",,,,,"$85,196",,,,"$3,282,988",,,"$348,974",,,"$600,744",,"$289,859","$377,496",,"$189,051","$405,031",,,"$1,910,380","$1,816,812",,,"$588,098",,,"$328,686",,"$1,654,141","$457,117",,"$50,169","$368,300","$21,791","$157,857","$236,539","$6,146,012",,"$483,520","$32,791"
0317132,,Because of Winn-Dixie (2005),,,"$78,735",,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,597",,,,,,,,,,,,,,,,,,,"$688,356",,,,,,,,,,,,"$134,000",,,,,,,,,,,,"$2,697",,,,,,,,,,,
0424227,,Turtles Can Fly (2004),"$10,944",,"$148,808",,,,,,,,,,"$100,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,020",,"$49,075",,,,,,,,,,,,,,,,,,"$70,285",,,"$4,554",,,,,,,,
0401248,,Beautiful Boxer (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$283,768",,,"$3,346","$190,100",,,,"$3,481",,,
0388318,,Frozen Land (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,693,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,664",,,
0291213,,Big Girls Don't Cry (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,123",,,,,,,,,,,
0403358,,Night Watch (2004),"$105,617",,"$707,024","$516,831",,,"$230,378",,"$217,133","$33,164",,"$17,309","$58,331",,"$53,195","$9,842",,,"$151,879","$222,452","$122,286","$1,502,188","$21,342",,"$15,913","$55,056",,"$111,340","$1,341,716","$4,380,174","$379,873",,"$105,340","$49,068",,,"$19,143","$601,398",,"$476,449",,,,,,,,,"$940,313",,,"$99,292","$43,029",,,,"$78,511",,"$243,033","$104,590","$119,577",,"$21,849","$16,154,995","$15,875,743",,"$25,549","$111,619","$43,423","$9,778","$43,082","$8,716","$2,729,248",,"$101,596",,,"$390,339",,,"$1,234,942",,"$86,462",
0331933,,Man of the House (2005),,,,,,,"$3,143",,,,,,,,,,,,,,,,,,,,,,"$7,542","$155,062",,,,,,,,"$81,324",,,,,"$79,997",,,,,,"$401,485",,,,"$17,648",,,,,"$7,276",,"$140,163",,,,,,,,"$18,385",,,"$242,752","$7,015","$32,363",,,,,,,,"$556,308",,,
0373074,,Kung Fu Hustle (2004),"$205,283",,"$1,088,832","$196,874","$43,296",,"$147,187","$8,936","$353,584",,,"$62,509","$22,425","$22,922,265","$59,418","$10,105","$3,518",,"$37,622",,"$194,519","$17,108,591",,,,,"$22,818","$138,846","$2,458,493","$1,542,916",,"$8,100,201","$63,317",,"$1,468,997","$1,068,576",,"$1,134,402",,"$16,512,063","$12,101",,"$99,041","$20,145",,,,"$2,372,335","$1,046,173",,,"$114,994","$281,530",,"$313,447","$17,605","$90,691","$767,102",,"$277,894",,"$35,651","$31,741","$614,375","$544,816",,"$4,519","$2,674,365",,"$53,597","$84,815","$5,961,759","$1,724,319","$383,909","$320,121","$6,525,911","$2,168,093",,,"$861,590","$2,335,359","$13,244","$101,914",
0378906,,Travelers and Magicians (2003),,,,,,,,,,,,,,,,,,,,,,"$506,793",,,,,,,,,,,,,,,,"$88,487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,614",,,"$45,745",,,,,,,,
0288330,,Zelary (2003),,,,"$41,566",,,,,,,,,,,,,,,"$1,303,787",,,,,,,,,,,,"$25,600",,,,,,,,,,,,,,,,,,"$142,319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0373981,,Control (2003),,,,"$30,119",,,,,,,,,,,,,,,"$3,521",,,,,,,,,,,"$187,319",,,"$629,181",,,,,,,,,,,,,,,,,,,,,,,,,,"$149,673",,,,,,,,,,,,,,,,,,,,,,"$40,804",,,
0354356,,Five Times Two (2004),"$152,760",,"$45,572","$308,422",,,,,,"$10,842",,,"$70,254",,,,,,"$36,828",,,,,,,,,"$42,539","$3,435,341","$1,157,529","$209,500","$47,353","$26,624",,,,,"$179,940",,,,,,,,,,,"$116,699",,,"$293,547",,,"$42,539",,,,"$176,422","$38,286",,,,,,,,,"$7,471",,,"$23,365","$93,486",,,"$22,529",,,,,"$733,783",,"$44,056",
0422093,,Diary of a Mad Black Woman (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0257516,,Cursed (2005),"$113,036",,"$24,394","$111,593",,,"$288,700",,"$742,658",,,,"$57,864",,,,,,"$31,596",,"$87,742",,,,,"$17,576",,"$20,830","$95,468","$376,599","$129,600","$164,380",,"$15,414",,,,"$463,791",,,,,,,,,,,"$628,669",,,"$199,797",,,"$87,836",,,,"$130,735","$110,030",,,,,"$1,600,526",,"$4,262",,"$18,307",,"$144,998",,"$2,783,501","$91,751",,,"$78,100","$269,177",,"$103,346","$834,672",,,
0401488,,Up and Down (2004),,,,,,,,,,,,,,,,,,,"$2,460,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0395699,,The Pacifier (2005),"$553,432",,"$8,626,450","$1,959,738",,,"$2,111,890",,"$1,790,123","$62,146",,,"$276,527",,,,,,"$149,578",,"$314,538",,,,,"$72,128",,"$100,374","$4,922,275","$8,809,117","$388,200","$703,368","$126,128","$123,297",,,,"$3,072,938",,"$1,378,762",,,,,,,,"$170,000","$10,579,290",,,"$2,145,061","$1,195,873",,"$304,956",,,"$438,000","$473,475","$864,179",,,"$80,342",,"$2,842,794",,"$6,417",,"$32,926",,"$1,490,660","$415,566","$6,426,988","$288,430","$1,746,626","$875,955","$762,300","$390,971","$151,120","$405,250","$7,932,070",,,
0377471,,Be Cool (2005),"$103,110",,"$3,401,748","$386,094",,,"$511,618","$6,418","$936,075","$86,777",,"$108,809",,,"$159,079","$52,000",,,"$45,663","$75,779","$467,143",,"$37,501",,"$29,297","$48,648","$50,005","$347,420","$1,871,780","$2,479,778","$387,942","$50,758","$394,680","$118,617","$104,249","$122,221","$132,680","$3,169,572","$35,027","$818,990",,,,"$77,927","$53,987","$51,362","$39,851","$191,172","$1,424,274",,"$388,970","$911,777","$545,468",,"$829,533",,"$47,080","$152,442","$204,095","$458,417","$416,501",,"$73,544",,"$804,651","$970,292","$40,547","$374,926","$25,667","$94,075","$569,041","$143,222","$3,523,051","$509,058","$941,989","$365,496","$125,033","$391,859","$99,662","$217,686","$7,978,177","$21,958","$114,469",
0352994,,Walk on Water (2004),"$13,319",,"$287,516",,,,,,,,,,,,,,,,,,,,,,,,,,"$380,261","$30,830",,,,,,,,"$258,214",,,,,,,,,,,"$98,526",,,,"$148,950",,,,,,,,,,,,,,,,,,,,"$328,857",,,"$10,697",,,,,"$173,163",,,
0340163,,Hostage (2005),"$743,492",,"$1,420,859","$755,196",,,"$1,145,239",,,"$33,581",,,"$110,058",,,,,,"$225,855",,"$136,466","$34,639,939",,,,"$92,760",,"$147,025","$5,068,287","$3,568,234","$369,900","$196,924","$91,168","$70,758",,,,"$1,587,979",,"$2,419,982",,,,,"$41,832",,,,"$2,439,632",,,"$655,054","$185,159",,"$285,773",,,,"$585,184","$250,394",,,"$55,879",,"$1,091,144",,"$6,104",,"$31,516",,"$290,823","$2,471,302","$1,999,211","$472,457","$655,751","$146,832","$306,900","$398,309",,"$424,391","$7,757,791",,,
0358082,,Robots (2005),"$1,360,301",,"$10,716,728","$1,310,939",,,"$1,974,927","$46,734","$3,771,868","$90,769",,"$652,816","$899,616",,"$923,341","$75,918",,,"$281,341","$396,657","$1,746,217",,"$56,431",,"$238,587","$18,967","$104,036","$664,891","$7,563,237","$10,776,369","$368,637","$502,495","$262,425","$173,499","$237,673","$144,261","$681,592","$3,495,457","$28,675","$12,679,972",,,,"$19,841","$21,617","$80,218","$22,205","$486,878","$10,545,093",,"$299,230","$1,789,452","$2,100,631",,"$1,885,757",,"$345,805","$400,783","$1,329,291","$588,127","$1,071,427",,"$43,018","$2,275,515","$2,046,289",,"$23,000","$632,603","$71,520","$73,583","$981,749","$4,474,902","$9,838,154","$1,751,838","$1,380,664","$1,793,600","$417,855","$482,501",,"$186,486","$23,436,586","$124,489","$1,045,395",
0337879,,Blackball (2003),,,,,,,,,,,,,,,,,,,,,,"$48,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,175,155",,,
