imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Chile,China,Colombia,Costa Rica,Croatia,Cyprus,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
5001718,,"Everything, Everything (2017)","$354,000",,"$15,000",,,,"$58,440","$519,000","$97,057",,,"$321,584",,,,"$105,483",,,,,,,"$259,053","$2,600,000","$766,000",,,,"$708,333","$64,903",,,,"$4,040,841",,"$60,000",,,,,"$114,044",,"$2,600,000",,"$1,800,000",,,,"$544,281",,,,"$30,335",,,"$448,167","$113,542",,"$352,801","$729,000",,,"$170,563",,"$249,403",,,,"$1,100,000",,,,"$112,000",,"$214,860","$2,300,000","$22,771",,
6003368,,Diary of a Wimpy Kid: The Long Haul (2017),,,"$4,660,921",,,,,,,,,,,,,,,,,,,,,,"$1,850,194",,,,"$285,594",,,,,"$584,617",,,,,,,,,,,,"$558,025",,,,,,,,"$216,148",,,,,,,,,,,"$86,353",,"$770,559",,,,,,"$179,322",,"$327,782","$6,967,010",,,
5980798,,Félicité (2017),,,,,,,,,,,,,,,,,,,,,,,,"$234,510",,,,,,,,,,,,,,,,,,,,,"$13,619",,,,,,,,,,,,"$1,047",,,,,,,,,,,,,,,,,,,"$3,886",,,
6673840,,Spacewalk (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,655,039",,,,,,,,,,,,,,,,,,,
1469304,,Baywatch (2017),"$788,798",,"$7,515,107","$3,443,070",,"$1,820,153","$188,885","$2,661,577","$438,888","$700,568",,"$1,054,081",,,,"$385,729","$1,546,340",,,,,,"$464,698","$10,458,476","$18,387,225","$316,053",,"$1,157,989","$1,484,124","$265,696","$2,198,089","$976,011","$1,757,856","$2,348,415",,,,,,,"$190,910","$1,743,775","$8,067,178",,"$2,917,578","$837,179",,,"$1,193,039",,,"$1,575,740","$38,605","$1,839,384","$535,954","$684,168","$1,760,088",,"$790,839","$4,014,776",,"$943,105","$317,967","$284,893","$1,578,107",,"$2,611,402","$1,823,642","$3,323,119","$2,592,224","$320,075",,"$235,964","$964,677","$1,075,218","$12,320,480","$329,193","$869,187",
3462710,,Unforgettable (2017),"$153,680",,,,,,"$46,237","$273,000",,,,"$188,441",,,,,,,,,,,,,"$80,000",,,,"$163,055","$15,130",,"$100,000",,"$176,000",,,,,,,,,"$1,500,000",,,,,,,,,,"$26,059",,,,,,"$142,016","$745,000",,,,,"$111,421",,,,,,,,"$116,000",,"$194,021","$816,000","$23,666",,
2334871,,Snatched (2017),,,"$5,968,829","$105,215",,,,,,,,,,,,,,,,,,,,,"$514,561",,,,"$253,990","$51,261",,,"$516,219","$137,122",,,,,,,,,"$254,858",,"$759,802","$532,361",,,,,,,,,,"$272,729","$143,312",,"$142,094",,,,,,"$108,701",,"$281,557",,,"$160,968",,,,"$97,113","$228,531","$2,520,428",,,
2345759,,The Mummy (2017),"$4,263,199",,"$7,832,167","$766,337",,"$1,597,948","$552,403","$14,241,433","$509,151","$1,314,431","$91,707,392","$3,942,653",,"$118,269","$62,707","$609,679","$806,438",,,"$1,216,860","$665,907","$301,445","$470,031","$10,033,226","$8,168,896","$558,022",,"$5,084,400","$867,848","$115,533","$7,058,591","$7,956,529","$933,652","$5,121,322",,"$13,903,158",,,"$196,799","$466,538","$258,306","$5,478,967","$13,032,172","$139,238","$2,146,438","$971,632",,,"$751,157",,"$473,308",,"$162,290","$2,977,090","$3,413,541","$1,575,418","$1,406,714",,"$519,677","$16,893,681","$161,633","$3,350,321","$267,898","$72,576","$1,107,587","$27,601,251","$9,410,004","$1,305,968","$1,063,124","$9,444,106","$3,233,149","$392,529","$2,880,051","$1,757,475","$3,772,669","$11,268,985","$238,622","$814,961","$2,427,175"
4961380,,House on Willow Street (2016),"$32,119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,348",,,,,,,,,,,,,,,,,,"$8,731",,,,,,"$10,297",,
4621630,,Secuestro (2016),,,,,,,,,,,,,,,,,,,,,,,,,,"$100,228",,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,450",,,,,,,,,,,,,,"$992,626",,,,,,,,,,,,
4630562,,The Fate of the Furious (2017),"$18,239,438",,"$21,415,926","$4,159,760",,"$5,364,190","$1,899,041","$23,650,596","$166,872","$6,974,391","$392,807,017","$12,727,612",,"$613,432","$395,832","$1,550,774","$4,037,486","$226,008,385",,"$5,040,403","$1,620,308","$519,057","$2,289,495","$29,892,297","$32,450,125","$2,272,184",,"$6,661,970","$1,776,593","$365,642","$19,771,148","$19,329,335","$6,154,777","$16,416,948",,"$35,613,959",,,"$459,859","$1,667,458","$559,875","$12,162,185","$36,309,142",,"$8,577,673","$3,598,920",,,"$3,930,296",,"$2,442,235","$11,540,612","$947,280","$7,224,636","$7,675,535","$5,731,952","$4,814,925",,"$3,544,445","$28,845,239","$519,519","$5,525,513","$784,117","$597,837","$5,573,497","$26,671,587","$15,497,540","$4,155,614","$6,081,803","$21,430,971","$9,367,766","$1,661,872","$8,965,295","$2,407,647","$10,241,438","$37,539,469","$1,116,878","$3,980,344","$6,935,211"
5078354,,Cezanne et Moi (2016),,,,,,,,,,,,"$38,913",,,,,,,,,,,,"$3,985,776",,,,,,,,,,,,,,,,,,,,,,,,,"$8,432",,,,,,,,"$19,552",,,,,,,,,"$121,866","$95,302",,,,,,,,,"$2,145",,,
5918090,,I Am Not Madame Bovary (2016),,,"$113,558",,,,,,,,"$70,174,367",,,,,,,,,,,,,"$36,490",,,,,,,,,,,,,,,,,,,,,,"$22,068",,,,,,,,,,,,,,,,,,,,,"$36,412",,,,,,,,,"$6,514",,,
5039088,,The Transfiguration (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,540",,,
2091256,,Captain Underpants: The First Epic Movie (2017),"$862,282",,"$7,677,186","$265,189","$185,485",,"$82,525","$2,745,831",,"$819,801",,"$757,262",,,,,"$1,184,696",,"$63,090","$369,650",,,,"$2,118,548","$969,727",,,,,,,,"$1,704,490","$2,747,708","$23,371",,"$47,568","$28,402",,"$122,654",,,"$2,522,453",,"$2,034,472","$1,061,058",,,"$32,445","$32,445",,,"$22,091","$658,863",,"$1,476,617","$1,200,910","$196,562",,,,,,,"$482,734",,"$4,213,455",,,,,"$150,574","$651,167",,"$786,226","$10,734,116","$85,042",,
3685624,,3 Idiots (2017),,,,,,,"$43,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,446,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695012,,It Comes at Night (2017),"$214,681",,"$325,720",,,"$169,334",,"$86,821",,,,,,,,,,,,,,,"$138,657","$1,096,907",,,,,,,,,,,,,,,,,,,"$408,814",,"$290,500",,,,"$383,017",,,"$5,469",,,,"$238,346","$66,679",,,"$439,779",,,,,,"$55,287","$639,467","$294,362",,,,,"$23,645","$28,271","$60,954","$783,517",,,
4899370,,Megan Leavey (2017),,,,,,,,,,,"$1,028,409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,146",,,,,,,,"$30,052",,,,,,
4411596,,My Cousin Rachel (2017),,,"$1,591,684",,,,,,,,,,,,,,,,,,,,,"$418,608",,,,,,,,,,,,,,,,,,,,,"$322,409","$369,887",,,"$15,706",,,,,,,,,,,,,,,,"$32,895",,,,,,,,,,"$65,031","$3,440,213",,,
3721954,,Maudie (2016),,,"$358,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$159,777","$132,507",,,,,,,,,,,,,,,,,,,"$25,579","$2,157,966","$317,546","$60,868",,,,,,,,"$349,897",,,
5776208,,Resident Evil: Vendetta (2017),,,"$15,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$176,409",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,711",,,,,,,,
5925968,,False Confessions (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,078",,,"$18,842",,,,,,,,,,,,,,,,,,,
0425253,,Mini's First Time (2006),,,,,,,,,,,,,,,,,,"$49,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,480",,,,,,"$1,162",,,,,,,,,,,,,
4572792,,The Book of Henry (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$91,731",,,
4769824,,In This Corner (and Other Corners) of the World (2016),,,"$38,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,204,593",,,,,,,,,,"$4,480",,,,,,,,,,,,,,,,,,,,,"$30,895",,,,,,,,,"$45,670",,,
5655222,,The Hero (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699354,,Citizen Jane: Battle for the City (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,713",,,
4313608,,Paris-Willouby (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,895",,,,,,,,,,,,,,,,,,,
4218696,,The Wall (2017),,,"$42,484",,"$6,737","$70,155",,"$178,479",,,,"$37,858","$31,283",,,,,"$1,803,064",,,,,,"$560,134",,"$25,353","$4,119",,,,,"$57,007","$183,892",,,"$179,021","$5,182","$35,731",,"$26,230",,,"$322,684",,"$251,493","$3,531","$7,684",,"$23,082","$23,082",,"$35,096",,,"$63,786",,"$80,502","$17,273",,,"$1,723","$79,560",,,,,,,,"$121,355",,,"$95,394",,"$51,325","$41,011",,,
1020955,,Chef's Special (2008),"$16,498",,,,,,,,,"$2,259",,,,,,,,,,,,,,,,,,,,,,,,"$514,692",,,,,,,,,"$36,150",,,,,,,,,,,,,,,,,,,,,,,"$26,877","$7,819,057",,,,,,,,,,"$6,256",,
0077613,,Girlfriends (1978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,580",,,
6574272,,Phoenix Forgotten (2017),,,,,,,,,,,"$97,583",,,,,,,"$3,600,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467914,,Tommy's Honour (2016),,,"$50,401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,432",,,,,,,,,,,"$9,678",,,,,,,,,,,,,,,,,,,"$62,528",,,
5016946,,Handsome Devil (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366338,,Lowriders (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,473",,,
1724970,,Beyond Skyline (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$609,603",,,,,,,,,,,"$194,849",,,,,,,,
4795124,,How to Be a Latin Lover (2017),,,,,,,"$217,895","$69,878","$85,270","$20,950",,"$1,513,058",,,,"$206,751",,,"$62,291","$882,006",,,,,,"$63,762",,,"$224,248","$1,542",,,,,,,,,,,,,"$24,928,324",,,,,,,,,"$129,521",,"$1,312,755",,,,,"$276,708",,,,"$271,395","$68,530",,,,,,,,,,,"$27,158",,"$35,586",,
6193424,,The Trip to Spain (2017),,,"$487,230",,,,,,,,,,,,,,,,,,,,,,,"$11,269",,,,,,,,,,,,,,,,,,,"$33,653","$187,227",,,,,,,,,,,"$19,309",,,,,,,,,"$78,889",,,,,,,,,"$13,660",,,,
5805752,,Brigsby Bear (2017),,,"$59,193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,316","$13,265",,,,,,,,,,,,,,,,"$2,722",,,,,,,,,"$3,226",,,,"$2,546","$48,695",,,
0418129,,Salvador Allende (2004),,,,,,,,,,,,,,,,,,"$8,454",,,,,,,,,,,,,,,,"$53,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512072,,125 Years Memory (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,132,263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597946,,Last Call for Nowhere (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,436",,,,,,,,,,,,,,,,,,,
4805316,,A Dark Song (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,823",,,,,,,,,,,,,,,,"$9,919",,,
2368920,,Touch of the Light (2012),,,,,,,,,,,"$1,240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0478166,,The Heart of the Game (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,072",,,,,,,,,
6399158,,Fabricated City (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$117,906",,,,,,,,,,,,,,,,,,,,"$75,219",,,,"$17,997,850",,,,,"$11,641",,,,,,,,
6388082,,My Annoying Brother (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,204",,,,,,,,,,,,,,,,,,,,"$19,104,124",,,,,,,,,,,,,
4914580,,The Age of Shadows (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,940",,,,,,,,,,,$984,,,,,,,,,"$53,926,613",,,,,,,"$2,156",,,"$16,750",,,
5840988,,Yolki 5 (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,609,113",,,,,,,,,,,,,,,,,,,
5270810,,Earthquake (2016),,,,,,,"$62,208",,,,,"$90,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,691,658",,,,,,,,,,,,,,,,,,,
1734493,,Unlocked (2017),,,,,,,,,,,"$12,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$442,672",,,,,,"$74,836",,,,,"$164,454",,,,,,,,
1544608,,Voice from the Stone (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,867",,,,,,,,,,,,,,,,,,,
2800340,,On the Milky Road (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$316,822",,,,,,,,,,,,,,,,,,,
1569465,,Nasha Russia. Yaytsa sudby (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,213,128",,,,,,,,,,,,,,,,,,,
1329231,,S.S.D. (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$778,687",,,,,,,,,,,,,,,,,,,
1796603,,The Best Movie 3-DE (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,809,307",,,,,,,,,,,,,,,,,,,
1373243,,Tarif Novogodniy (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,877,492",,,,,,,,,,,,,,,,,,,
5526660,,Odnoklassnitsy (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$778,521",,,,,,,,,,,,,,,,,,,
5083604,,Samyy luchshiy den! (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,828,870",,,,,,,,,,,,,,,,,,,
0084904,,Wild Style (1982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,948",,,
3784652,,A Few Less Men (2017),,,,,,,"$34,251",,,,,"$31,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$122,554",,,,,,,,,,,,,,,,,,,
0415940,,Countdown (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,344,408",,,,,,,,,,,,,,,,,,,
4929038,,The Ornithologist (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,621",,,,,,,,,,,,,,,,,,,$582,,,
5770620,,The Lovers (2017),,,"$21,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849438,,Baahubali 2: The Conclusion (2017),,,"$2,474,974",,,,,,,,"$11,951,545",,,,,,,,,,,,,,,,,,,,"$210,000,000",,,,,"$1,300,000",,,,,,,,,,"$588,399",,,"$53,556",,,,,,,,,,,"$89,409",,,,,,,"$45,046",,,,,,,,"$6,769,160","$699,642",,,
1040025,,Night Nurses (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$490,710",,,,,,,,,,,,,,,,,,,
4191702,,Norman (2016),"$58,530",,"$265,107",,,,"$5,368","$285,234",,,,"$94,756",,,,,,,,,,,,,,"$52,687",,,,,,,,"$901,070",,,,,,,,,,,,"$20,930",,,,,,,,,,,"$14,594",,,,,,,,"$4,247",,"$644,509",,,,,,,,,"$50,057","$5,610",,
5129510,,The Death of Louis XIV (2016),,,,,,,,,,,,,,,,,,,,,,,,"$113,981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,729",,,,,,,,,,"$24,075",,,,,,,,,"$7,295",,,
1757912,,Titeuf: The Movie (2011),,,,,,,,"$6,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944658,,The Lighthouse of the Whales (2016),"$284,688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$836,,
0790786,,Jackie Chan Presents: Wushu (2008),,,,,,,,,,,"$174,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0987918,,The Irony of Fate 2 (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,009,796",,,,,,,,,,,,,,,,,,,
1179067,,The Best Movie (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,587,535",,,,,,,,,,,,,,,,,,,
