imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Morocco,Netherlands,New Zealand,Norway,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sweden,Switzerland,Syria,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,Yugoslavia
0081398,,Raging Bull (1980),,,,,,,,,,,,,,,,,,,"$23,383,987",,,,,,,"$6,131",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,795",,,,,,,$915,,,,,,,,,,,,,,,,,,,,,,"$11,999",,,,
0075686,,Annie Hall (1977),,,,,,,,,,,,,,,,,,,"$38,251,425",,,,,,,,,"$35,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$850,,,,,,,,,,,,,,,,,,,,,,,,,,
0086197,,The Right Stuff (1983),,$213,,,,,,,,,,,,,,,,,"$21,192,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0079944,,Stalker (1979),,,,,,,,,,,,,,,,,,,"$292,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,981",,,"$81,252",,,,,,,,,,,,,,,,"$11,766",,,,,,,
0082096,,Das Boot (1981),,,,,,,,,,,,,,,,,,,"$11,487,676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0067185,,Harold and Maude (1971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103130,,Trust (1990),,,,,,,,,,,,,,,,,,,"$356,122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,278",,,,,,,,,,,,,,
0050976,,The Seventh Seal (1957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,619",,,"$80,641",,,,,,,,,"$3,088",,,,,,,,,,"$213,864",,,,
0085859,,Local Hero (1983),,,,,,,,,,,,,,,,,,,"$5,895,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$78,094",,,,
0088247,,The Terminator (1984),,,,,,,,,,,,,,,,,,,"$38,371,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$410,976",,,,
0097441,,Glory (1989),,,,,,,,,,,,,,,,,,,"$26,979,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0079522,,Manhattan (1979),,,,,,,,,,,,,,,,,,,"$39,946,780",,,,,,,"$9,858",,"$100,675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$90,966",,,,,,,,,,,,,,,,,,,"$45,788",,,,
0097165,,Dead Poets Society (1989),,,,,,,,,,,,,,,,,,,"$95,860,116",,,,,,,"$36,939,496","$15,952,701",,,,,,,,,,"$17,788,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,457,364",,,,,,,,,,,,,
0061722,,The Graduate (1967),,,,,,,,,,,,,,,,,,,"$104,945,305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,890",,,,,,,,,,"$36,813",,,,
0052311,,Touch of Evil (1958),,,,,,,,,,,,,,,,,,,"$2,247,465",,,,,,,"$16,915",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,884",,,,,,,,,,,,,,,,,,,"$4,144",,,,,,,,,,,,,,
0050212,,The Bridge on the River Kwai (1957),,,,,,,,,,,,,,,,,,,"$27,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056801,,8½ (1963),,,,,,,,,,,,,,,,,,,"$98,760",,,,,,,,,"$26,200",,,,,,,,,,,,,,,,,,,,,,,,,$346,,,,,,,"$14,855",,,"$56,214",,,,,,,,,,,,,,,,,,,,,,,
0071315,,Chinatown (1974),,,,,,,,,,,,,,,,,,,"$29,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,935",,,,
0040897,,The Treasure of the Sierra Madre (1948),,,,,,,,,,,,,,,,,,,"$5,014,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0023969,,Duck Soup (1933),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$103,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0081505,,The Shining (1980),"$9,356","$81,333",,,,,,,,,,,"$30,960",,,,,,"$45,634,352",,,,,,,"$8,866",,,,,,"$17,116",,,,,"$527,052",,,,,,,,,,,,,,,"$123,975","$9,632",,,,,,,"$1,908",,,"$143,178",,,,,,,,,"$84,144",,,,,,,,,,"$572,935",,,,
0092005,,Stand by Me (1986),,,,,,,,,,,,,,,,,,,"$52,287,414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022100,,M (1931),,,,,,,,,,,,,,,,,,,"$35,566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092991,,Evil Dead II (1987),,,,,,,,,,,,,,,,,,,"$5,923,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057115,,The Great Escape (1963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$227,940",,,,
0077416,,The Deer Hunter (1978),,,,,,,,,,,,,,,,,,"$24,739","$48,979,328",,,,,,,,,,,,,,,,,,"$12,498",,,,,,,,,,,,,,,,$136,,,,,,,,,,"$48,407",,,,,,,,,,,,,,,,,,,"$9,271",,,,
0082269,,Diva (1981),,,,,,,,,,,,,,,,,,,"$183,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0107048,,Groundhog Day (1993),,$629,,,,,,,,,,,,,,,,,"$71,107,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105695,,Unforgiven (1992),,,,,,,,,,,,,,,,,,,"$101,167,799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056218,,The Manchurian Candidate (1962),,,,,,,,,,,,,,,,,,,"$2,757,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0088763,,Back to the Future (1985),,"$50,773","$46,667",,,,,,,,,,,,,"$15,022",,,"$212,836,762",,,,,,,"$3,964,310","$3,434,590",,,,,,,,,,"$2,635,694",,,,,,,,,,,,,,,"$12,971","$17,328",,,,,,,,,,"$140,068",,,,,,,,,"$79,133","$2,582,092",,,,,,,,,"$5,868,029",,,,
0090967,,Down by Law (1986),,,,,,,,,,,,,,,,,,,"$1,435,668",,,,,,,,,"$6,229",,,,,,,,,"$62,389",,,,,,,,,,,,,,,,,,,,,,,,,,"$24,913",,,,,,,,,,,,,,,,,,,,,,,
0094625,,Akira (1988),,"$1,040,047",,,,,,,,,,,,,,,,,"$553,171",,,,,,,,,,,"$148,415",,,,,,,,,"$1,130,351",,,,,,,,,,,,,,"$36,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$344,470",,,,
0091203,,Highlander (1986),,,,,,,,,,,,,,,,,,,"$5,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0061512,,Cool Hand Luke (1967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0099334,,Cyrano de Bergerac (1990),,,,,,,,,,,,,,,,,,,"$5,820,020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,021",,,,,,,,,,,,,,,,,,,,,,,,,,
0072431,,Young Frankenstein (1974),,,,,,,,,,,,,,,,,,,"$86,273,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0102536,,Night on Earth (1991),,,,,,,,,,,,,,,,,,,"$2,015,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$89,579",,,,,,,,,$105,,,,,,,"$7,893",,,,,,,
0032553,,The Great Dictator (1940),,,"$47,244",,,,,,,,,,"$17,922",,,,,,,,,,,,,"$636,255",,,,,,,,,,,"$148,940",,,,,,,,,,,,,,,,$384,"$16,192",,,,,,,,,"$17,147",,,,,,,,,,"$86,179",,,,,,,,,,,,,
0032455,,Fantasia (1940),,$418,,,,,,,,,,,,,,,,,"$76,408,097",,,,,,,"$3,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0038355,,The Big Sleep (1946),,,,,,,,,,,,,,,,,,,"$25,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,905",,,,
0097493,,Heathers (1988),,,,,,,,,,,,,,,,,,,"$1,108,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,507",,,,
0052618,,Ben-Hur (1959),,,,,,,,,,,,,,,,,,,"$74,432,704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,016",,,,,,,,,,,,,,
0088258,,This Is Spinal Tap (1984),,,,,,,,,,,,,,,,,,,"$4,736,202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0085809,,Koyaanisqatsi (1982),,,,,,,,,,,,,,,,,,,"$1,723,872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0097576,,Indiana Jones and the Last Crusade (1989),"$329,688","$11,621,611","$1,123,640",,"$3,189,868",,"$9,129,314",,,"$79,711","$217,938",,"$897,083",,,,"$139,081","$2,087,857","$197,171,806","$91,650",,"$64,891","$60,416",,"$2,453,608","$30,728,553","$15,695,037","$929,559",,"$2,900,740","$42,732",,,,,"$1,551,150","$15,833,763",,"$49,440,469",,,,,,"$104,728",,"$687,203","$1,537,526",,,,"$5,257,958","$483,358","$2,258,960",,,"$261,833","$492,390",,"$973,815",,,,,,,"$1,252,693",,,"$1,163,388",,"$8,638,690","$12,392,402","$4,731,891","$5,594,941",,"$5,790,585","$569,367","$4,960",,,"$22,688,630","$76,486","$396,682",,
0083987,,Gandhi (1982),,,,,,,,,,,,,,,,,,,"$52,767,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091867,,A Room with a View (1985),,,,,,,,,,,,,,,,,,,"$20,966,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,136",,,,,,,,,,,,,,,,,,,"$73,673",,,,,,,,,,,,,,
0084503,,Pink Floyd: The Wall (1982),,"$6,852",,,,,,,,,,,,,,,,,"$22,244,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0089606,,My Life as a Dog (1985),,,,,,,,,,,,,,,,,,,"$8,345,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,018",,,,,,,,,
0097351,,Field of Dreams (1989),,,,,,,,,,,,,,,,,,,"$64,431,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073341,,The Man Who Would Be King (1975),,,,,,,,,,,,,,,,,,,,,,,,,,"$12,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0064115,,Butch Cassidy and the Sundance Kid (1969),,,,,,,,,,,,,,,,,,,"$102,308,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,750",,,,
0087884,,"Paris, Texas (1984)",,,,,,,,,,,,,,,,,,,"$2,181,987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,427",,,,,,,"$25,423",,,,,,,,,,,,,,,,,,,,,,,,,,
0098635,,When Harry Met Sally... (1989),,$506,,,,,,,,,,,,,,,,,"$93,117,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$148,056",,,,,,,,,,"$7,578",,,,
0103644,,Alien³ (1992),"$527,192","$3,813,630","$710,011",,"$1,454,730","$27,217","$1,782,526","$31,675","$192,571",,"$212,851",,"$210,546","$42,940",,,"$311,964","$694,962",,,,"$52,875","$20,773",,"$1,849,431","$9,507,969","$9,738,700",,"$276,485","$1,454,400","$422,498",,"$169,181","$494,100",,"$282,573","$3,679,471","$14,992","$28,837,404",,,,,,,,"$426,879","$2,571,309",,,,"$1,376,378","$314,129","$640,063",,,"$144,846","$412,592","$566,426","$472,921","$389,952","$61,271",,,"$348,823",,"$590,692",,"$65,656",,,"$5,090,359","$5,752,849","$1,797,084","$1,308,556",,"$1,404,177","$347,944","$282,710",,,"$12,766,914","$66,699","$328,057",,
0082010,,An American Werewolf in London (1981),,,,,,,,,,,,,,,,,,,"$30,565,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$113,196",,,,
0056869,,The Birds (1963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,211",,,,,,,,,,,,,,,,$441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103874,,Bram Stoker's Dracula (1992),,,,,,,,,,,,,,,,,,,"$82,522,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,509",,,,
0026138,,The Bride of Frankenstein (1935),,,,,,,,,,,,,,,,,,,,,,,,,,"$10,382",,,,,,,,,,,,,,,,,,,,,,,,,,,$111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103919,,Candyman (1992),,,,,,,,,,,,,,,,,,,"$25,792,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,622",,,,
0101540,,Cape Fear (1991),,,,,,,,,,,,,,,,,,,"$79,091,969",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0074285,,Carrie (1976),,,,,,,,,,,,,,,,,,,"$33,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0087800,,A Nightmare on Elm Street (1984),,,,,,,,,,,,,,,,,,,"$25,624,448",,,,,,,,,,,,,"$2,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,062",,,,,,,,,,,,,,,,,,,,,,,
0013442,,Nosferatu (1922),,,,,,,,,,,,,,,,"$19,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115751,,Breaking the Waves (1996),,,,,,,,,,,,,,,,,,,"$3,803,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,107",,,,,,,,,,,,,,,,,,,"$2,777",,,,
0117631,,Shine (1996),,,,,,,,,,,,,,,,,,,"$35,892,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$106,751",,,,,,,,,,,,,,
0116705,,Jingle All the Way (1996),,,,,,,,,,,,,,,,,,,"$60,592,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115433,,101 Dalmatians (1996),,,,,,,,,,,,,,,,,,,"$136,189,294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0099423,,Die Hard 2 (1990),"$829,099","$5,420,176","$627,527",,"$4,144,749","$13,297","$3,497,690",,"$278,869",,"$107,160",,"$395,520",,,,"$46,752","$1,095,642","$117,540,947",,,"$53,629","$38,954",,"$2,378,440","$5,470,660","$10,715,928",,"$240,932","$1,753,273","$97,220",,"$81,774",,,"$1,177,946","$1,721,665","$106,556","$40,105,369",,,,,,,,"$395,605","$1,865,921",,,,"$2,130,905","$245,581","$1,205,959",,,"$136,266","$363,130",,"$388,074","$721,110","$96,313",,"$120,026","$974,932",,"$496,826",,,,,"$5,434,233","$6,175,024","$4,825,781","$1,256,928",,"$3,085,264","$441,976","$273,000",,,"$11,087,479","$37,409","$293,480",,"$40,278"
0079945,,Star Trek: The Motion Picture (1979),,,,,,,,,,,,,,,,,,,"$82,604,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$69,621",,,,
0084726,,Star Trek II: The Wrath of Khan (1982),,,,,,,,,,,,,,,,,,,"$79,707,906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$110,605",,,,
0103776,,Batman Returns (1992),,,,,,,,,,,,,,,,,,,"$162,924,631",,,,,,,,"$5,939,559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,091,810",,,,
0077631,,Grease (1978),,"$352,538",,,,,,,,,,,,,,,,,"$190,071,103",,,,,,,,"$3,806",,,,,,,,,,"$122,251",,,,,,,,,,,"$304,583",,,,,"$6,242","$26,964",,,,,,,,,,,,,,"$4,730",,,,,,,,,,,,,,"$808,034",,,,
0084021,,Grease 2 (1982),,,,,,,,,,,,,,,,,,,"$15,171,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073195,,Jaws (1975),,"$14,883",,,,,,"$40,134",,,,,,,,,,,"$265,859,065",,,,,,,,,,,,"$3,909",,,,,,,,,,,,,,,,,,,,,"$37,389","$14,818",,,,,,,"$12,090",,,,,,,,"$2,981",,"$4,710",,,,,,,,,,,,"$966,705",,,,
0077766,,Jaws 2 (1978),,,,,,,,,,,,,,,,,,,"$81,766,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0116996,,Mars Attacks! (1996),,,,,,,,,,,,,,,,,,,"$37,781,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0093822,,Raising Arizona (1987),,,,,,,,,,,,,,,,,,,"$22,847,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0117571,,Scream (1996),,"$37,962",,,,,,,,,,,,,,,,,"$103,046,663",,,,,,,,,,,,,"$1,552",,,,,,,,,,,,,,,,,,,,,"$1,807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0116477,,Hamlet (1996),,,,,,,,,,,,,,,,"$31,033",,,"$4,708,156",,,,,,,,,,,,,,,,,,"$1,518,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0116250,,Evita (1996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,218,658",,,,
0116754,,Prisoner of the Mountains (1996),,,,,,,,,,,,,,,,,,,"$790,078",,,,,,,"$31,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000",,,,,,,,,,,,,,,,,,,,,,,
0116922,,Lost Highway (1997),,,,,,,,,,,,,,,,,,,"$3,726,792",,,,,,,,,,,,,,,,,,"$81,668",,,,,,,,,,,,,,,,,,,,,,,,,,"$28,347",,,,,,,,,,,,,,,,,,,,,,,
0115964,,Crash (1996),,,,,,,,,,,,,,,,,,,"$2,664,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$564,,,,,,,"$6,479",,,,,,,,,,,,,,,,,,,,,,,,,,
0119528,,Liar Liar (1997),,"$16,274,409",,,,,,,,,,,,,,,,,,,,,,,,"$8,152,442","$10,608,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,512,548",,,,,,,,,"$19,147,088",,,,
0120094,,Selena (1997),,,,,,,,,,,,,,,,,,,"$35,764,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118615,,Anaconda (1997),,,,,,,,,,,,,,,,,,,"$65,885,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120032,,Romy and Michele's High School Reunion (1997),,,,,,,,,,,,,,,,,,,"$29,235,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118655,,Austin Powers: International Man of Mystery (1997),,,,,,,,,,,,,,,,,,,"$53,911,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120383,,"Truth or Consequences, N.M. (1997)",,,,,,,,,,,,,,,,,,,"$109,261",,,,,,,,,,,,,,,,,,"$12,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120479,,Warriors of Virtue (1997),,,,,,,,,,,,,,,,,,,"$6,524,620",,,,,,,,,,,,,,,,,,"$12,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119116,,The Fifth Element (1997),,"$112,599",,,,,,,,,,,,,,,,,"$63,820,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115744,,Brassed Off (1996),,,,,,,,,,,,,,,,,,,"$2,576,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,375",,,,
0119567,,The Lost World: Jurassic Park (1997),,"$15,673,811",,,,,,,,,,,,,,,,,"$229,086,679",,,,,,,"$29,120,276","$34,606,852",,,,,,,,,,,,"$85,961,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,650,276",,,,,,,,,"$44,035,755",,,,
0118880,,Con Air (1997),,"$35,773",,,,,,,,,,,,,,,,,"$101,117,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118688,,Batman & Robin (1997),,,,,,,,,,,,,,,,,,,"$107,353,792",,,,,,,,"$7,915,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,686,860",,,,,,,,,"$24,818,099",,,,
0119282,,Hercules (1997),,,,,,,,,,,,,,,,,,,"$99,112,101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0057345,,Contempt (1963),,,,,,,,,,,,,,,,,,,"$1,143,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,158",,,,
0119094,,Face/Off (1997),,,,,,,,,,,,,,,,,,,"$112,276,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119654,,Men in Black (1997),,$304,,,,,,,,,,,,,,,,,"$250,690,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$540,000",,,,,,,,,,,,,,,,,,,,,,,
0116930,,Love Serenade (1996),,,,,,,,,,,,,,,,,,,"$604,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082198,,Conan the Barbarian (1982),,,,,,,,,,,,,,,,,,,"$39,565,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119190,,George of the Jungle (1997),,,,,,,,,,,,,,,,,,,"$105,263,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119081,,Event Horizon (1997),,$587,,,,,,,,,,,,,,,,,"$26,673,242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119675,,Mimic (1997),,,,,,,,,,,,,,,,,,,"$25,480,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119174,,The Game (1997),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
