imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Middle East/UAE,Morocco,Netherlands,New Zealand,Norway,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sweden,Switzerland,Syria,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,Yugoslavia
0119164,,The Full Monty (1997),"$2,955,479","$16,342,421","$702,893",,"$3,015,413","$41,070","$2,761,544","$73,441","$366,506",,"$645,045",,"$432,204","$271,834",,,"$306,138","$3,122,952",,"$17,416",,"$148,886",,"$87,397","$1,229,552","$20,774,595","$12,784,859",,"$2,313,301","$1,012,958","$191,420","$317,831","$168,211",,,"$2,426,471","$13,665,674","$6,447","$2,659,337",,,"$61,540","$63,154",,"$9,540","$22,630",,"$1,607,954",,"$50,531",,"$1,498,208","$2,767,843","$2,005,614",,"$27,869","$195,915","$58,656","$349,179","$261,930","$80,105","$119,926","$213,577",,,,"$849,917",,"$221,291",,"$1,522,260","$435,844","$14,949,191","$4,529,395","$4,396,822",,"$975,975","$237,318","$273,735",,,"$84,649,756","$381,128","$199,897",,"$130,532"
0119345,,I Know What You Did Last Summer (1997),,,,,,,,,,,,,,,,,,,"$72,586,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119177,,Gattaca (1997),,,,,,,,,,,,,,,,,,,"$12,532,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118689,,Bean (1997),"$1,173,919","$14,331,780","$4,483,318",,"$4,084,040",,"$3,206,050","$135,327","$50,270",,"$334,319",,"$793,158","$685,652",,,"$892,974","$2,211,527",,,,,,,"$2,874,809","$20,608,582","$36,145,530","$1,282,185",,"$1,363,252","$784,460","$473,584",,,"$3,231,189","$1,222,024","$20,504,475",,"$12,100,100",,,"$287,107",,"$502,715",,"$67,245","$864,495","$844,299",,,,"$7,151,343","$1,909,744","$2,427,701",,,,"$561,946","$1,797,240",,,"$123,228",,"$310,555",,"$547,036","$1,555,974",,"$468,870","$2,262,089",,"$381,809","$9,730,944","$4,367,567","$4,258,470",,"$886,972","$706,556","$553,586",,,"$28,439,171","$165,486","$146,693",,
0118749,,Boogie Nights (1997),,,,,,,,,,,,,,,,,,,"$26,416,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,356",,,,,,,,,,,,,,
0120201,,Starship Troopers (1997),,$165,,,,,,,,,,,,,,,,,"$54,814,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120382,,The Truman Show (1998),,,,,,,,,,,,,,,,,,,"$125,618,201",,,,,,,"$10,761,700","$19,790,705",,,,,,,,,,"$15,119,743",,,,,,,,,,,,,,,,$511,,,,,,,,,,,,,,,,,,,"$110,829","$7,514,571",,,,,,,,,,,,,
0118583,,Alien: Resurrection (1997),"$1,422,362","$3,832,598","$783,414",,"$1,902,553","$59,879","$2,687,410","$96,648","$433,218",,"$446,064",,"$549,618","$149,939",,,"$463,477","$1,300,845",,"$28,887",,"$79,927","$28,214","$45,167","$446,274","$16,383,923","$12,266,389",,"$779,996","$1,832,103","$527,474","$75,537",,"$245,942",,"$439,612","$3,882,892","$44,456","$16,192,178",$1,,"$27,787","$72,190",,"$51,145","$20,233","$1,049,589","$3,318,477",,"$94,874",,"$1,057,824","$697,240","$754,164",,"$15,742","$215,103","$880,927","$1,147,829","$708,488","$651,915","$171,671",,"$411,786","$624,408",,"$1,300,139",,"$92,123",,,"$5,001,318","$6,578,802","$2,056,191","$1,628,289",,"$3,243,030","$1,056,267","$434,828",,,"$12,119,076","$154,050","$392,439",,"$125,470"
0120082,,Scream 2 (1997),,,,,,,,,,,,,,,,,,,"$101,363,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120338,,Titanic (1997),"$23,269,046","$38,891,987","$11,666,369","$24,818","$20,701,637","$1,127,643","$70,460,123","$1,024,062","$4,324,120",,"$6,179,457","$153,601,357","$5,349,365","$1,658,271",,"$3,784,818","$3,152,309","$13,322,975","$674,292,608","$578,917","$226,192","$1,201,929","$4,552,211","$472,529","$8,770,850","$129,127,181","$129,974,110","$485,205","$12,939,602","$15,162,878","$2,223,043","$1,082,630","$12,749,919","$2,989,269",,"$8,538,685","$67,953,353","$646,208","$201,389,568","$419,652",,"$315,752","$2,243,454",,"$640,194","$557,107","$2,764,733","$27,033,554",,,,"$27,024,273","$7,599,048","$11,067,392",,"$406,426","$2,648,784","$4,841,409","$14,078,241","$5,814,394","$5,933,840","$1,917,855","$13,361,254",,,"$245,612","$4,161,529","$188,549","$1,460,506","$569,257","$8,051,275","$17,287,679","$44,103,989","$22,088,384","$19,449,406","$488,827","$24,614,481","$4,783,417","$10,423,522","$1,026,724","$2,940,983","$114,063,718","$2,137,938","$4,651,253","$244,095","$1,293,350"
0120347,,Tomorrow Never Dies (1997),,,,,,,,,,,,,,,,,,,"$125,304,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,563",,,,
0119396,,Jackie Brown (1997),,"$1,485",,,,,,,,,,,,,,,,,"$39,673,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119485,,Kundun (1997),,,,,,,,,,,,,,,,,,,"$5,684,789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118715,,The Big Lebowski (1998),,"$12,181",,,,,,,,,,,,,,,,,"$18,254,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,499",,,,
0112913,,Fallen Angels (1995),,,,,,,,,,,,,,,,,,,"$163,145",,,,,,,,,,,,,,,,,,"$2,105",,,,,,,,,,,,,,,"$5,139",,,,,,,,"$7,493",,,,,,,,,,,,"$73,282",,,,,,,,,,,,,,
0120594,,B. Monkey (1998),,,,,,,,,,,,,,,,,,,"$39,371",,,,,,,"$11,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120888,,The Wedding Singer (1998),,"$11,196,306","$408,627",,,,,,,,,,,,,,,,"$80,245,725",,,,,,,,"$6,027,052",,,,,,,,,,,,,,,,,,,,,"$1,277,970",,,,,,,,,,,,,,,,,,,,,,,,,"$675,072",,,,,,,,,"$15,130,970",,,,
0119822,,As Good as It Gets (1997),,,,,,,,,,,,,,,,,,,"$148,478,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,155",,,,,,,,,,,,,,
0118744,,Hush (1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,614",,,,,,,
0120890,,Wild Things (1998),,"$18,554",,,,,,,,,,,,,,,,,"$30,147,739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120176,,The Spanish Prisoner (1997),,,,,,,,,,,,,,,,,,,"$9,593,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118819,,Live Flesh (1997),,,,,,,,,,,,,,,,,,,"$1,785,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0119792,,Nil by Mouth (1997),,,,,,,,,,,,,,,,,,,"$266,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,347",,,,
0118577,,An Alan Smithee Film: Burn Hollywood Burn (1997),,,,,,,,,,,,,,,,,,,"$45,779",,,,,,,,,,,,,,,,,,"$7,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0138563,,Kurt & Courtney (1998),,,,,,,,,,,,,,,,,,,"$668,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$222,096",,,,
0120647,,Deep Impact (1998),"$2,659,029","$10,688,052","$2,121,423",,"$2,719,236",,"$5,927,540","$83,981","$520,880",,"$1,933,280",,"$1,805,445","$140,141","$182,525",,"$431,770","$1,237,246",,"$110,257",,"$393,075","$76,836",,"$792,869","$6,884,465","$19,684,089","$684,446",,,"$518,760",,"$677,803","$380,551",,"$878,456","$8,028,904",,"$56,679,422",,"$55,817",,"$318,446",,"$128,896",,"$1,191,005","$10,851,408","$300,116",,,"$3,116,265",,"$1,156,813",,,"$710,805","$4,274,770","$720,391","$1,050,962",,"$57,877","$230,088",,,,"$1,791,370",,"$153,265","$1,826,655",,,"$8,256,564","$1,480,066","$2,002,812",,"$6,098,901","$2,404,346","$1,245,067",,,"$17,098,743",,"$1,245,391",,"$43,998"
0120762,,Mulan (1998),,,,,,,,,,,,,,,,,,,,,,,,,,"$35,265,856","$23,109,743",,,,,,,,,,"$15,267,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,402,805",,,,,,,,,,,,,
0120902,,The X Files (1998),"$3,621,024","$4,359,782","$1,571,291",,"$1,547,290","$158,368","$4,028,021","$137,447","$643,773",,"$711,088",,"$710,417","$114,794",,,"$333,847","$1,062,428",,"$19,315","$18,085","$107,412","$63,543","$124,779","$861,267","$11,307,341","$15,449,735",,"$1,326,982","$907,914","$287,841","$114,563","$265,333","$260,178",,"$451,242","$3,637,324","$53,843","$8,648,767","$7,095",,"$39,484","$96,746",,"$58,048","$42,741","$423,038","$3,682,080",,,"$53,189","$1,942,373","$674,221","$382,554",,"$26,665","$474,875","$607,371","$1,018,603","$941,677","$504,845","$98,388",,"$250,143",,,"$581,869",,"$114,909",,"$666,553","$2,069,603","$5,910,405","$1,952,789","$1,910,273",,"$1,748,589","$877,853","$549,187",,"$112,761","$14,006,788","$148,681","$398,680",,
0120780,,Out of Sight (1998),,,,,,,,,,,,,,,,,,,"$37,562,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073540,,Picnic at Hanging Rock (1975),,,,,,,,,,,,,,,,,,,"$49,582",,,,,,,,,"$32,779",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0118789,,Buffalo '66 (1998),,,,,,,,,,,,,,,,,,,"$2,375,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120591,,Armageddon (1998),,,,,,,,,,,,,,,,,,,"$201,578,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0129387,,There's Something About Mary (1998),,,,,,,,,,,,,,,,,,,"$176,484,651",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0018578,,Wings (1927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$746,,,,,,,,,,,,,,,,,,,,,,,,,,
0036872,,Going My Way (1944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,221",,,,,,,,,,,,,,
0036868,,The Best Years of Our Lives (1946),,,,,,,,"$4,727",,,,,,,,,,,"$23,650,000",,,,,,,"$6,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0055614,,West Side Story (1961),,$426,,,,,,,,,,,,,,,,,"$44,055,492",,,,,,,"$1,813",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,084",,,,,,,"$1,880",,,,,,,,,"$6,978","$40,240",,,,,,,,,,,,"$11,704",,,"$12,717",
0061811,,In the Heat of the Night (1967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,669",,,,
0064665,,Midnight Cowboy (1969),,,,,,,,,,,,,,,,,,,"$44,785,053",,,,,,,"$4,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,311",,,,
0067116,,The French Connection (1971),,,,,,,,,,,,,,,,,,,"$51,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0075148,,Rocky (1976),,"$1,445",,,,,,,,,,,,,,,,,"$117,235,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,790",,,,
0082158,,Chariots of Fire (1981),,,,,,,,,,,,,,,,,,,"$58,972,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,324",,,,,,,,,,"$257,131",,,,
0086425,,Terms of Endearment (1983),,,,,,,,,,,,,,,,,,,"$108,423,489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0089755,,Out of Africa (1985),"$2,948,000","$8,024,000","$2,014,000",,"$2,752,000",,"$1,815,000",,,,"$304,000",,"$231,000",,,,,"$6,299,000","$87,071,205",,,,,,"$2,889,000","$21,064,000","$18,837,000","$555,000",,"$738,000",,,"$28,000",,,"$1,940,000","$11,199,000",,"$12,312,000",,,,,,,,"$122,000","$331,000",,,,"$5,197,000","$1,209,000","$2,308,000","$427,000",,"$167,000","$93,000",,"$1,269,000",,,,,,,"$206,000",,,"$1,606,000",,,"$7,159,000","$5,445,000","$4,569,000",,"$1,641,000","$194,000",,,,"$12,076,000",,"$515,000",,
0093389,,The Last Emperor (1987),,,,,,,,,,,,,,,,,,,"$43,984,230",,,,,,,"$9,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$361,,,,,,,,,,,,,,,,,,,,,,,,,,
0095953,,Rain Man (1988),,,,,,,,,,,,,,,,,,,"$172,825,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,145",,,,,,,,,,,,,,
0067309,,Klute (1971),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0100142,,Metropolitan (1990),,,,,,,,,,,,,,,,,,,"$2,960,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091369,,Labyrinth (1986),,"$6,144",,,,,,,,,,,,,,,,,"$13,723,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$511,686",,,,
0088847,,The Breakfast Club (1985),,,,,,,,,,,,,,,,,,,"$45,875,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080761,,Friday the 13th (1980),,,,,,,,,,,,,,,,,,,"$39,754,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$157,359",,,,
0083972,,Friday the 13th: Part 3 (1982),,,,,,,,,,,,,,,,,,,"$36,690,067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091080,,Friday the 13th Part VI: Jason Lives (1986),,,,,,,,,,,,,,,,,,,"$19,472,057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0077651,,Halloween (1978),,,,,,,,,,,,,,,,,,,"$47,160,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0094862,,Child's Play (1988),,,,,,,,,,,,,"$154,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0084516,,Poltergeist (1982),,,,,,,,,,,,,,,,,,,"$77,177,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,670",,,,
0070047,,The Exorcist (1973),,"$1,634,664","$600,654",,,,,,,,,,,,,"$75,268",,"$563,291","$233,005,644",,,,,,,,"$3,477,237",,,,,"$61,423",,,,,,,,,,,,,,,,,,,,,"$2,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$102,670",,,,
0087363,,Gremlins (1984),,"$2,511",,,,,,,,,,,,,,,,,"$153,642,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,388",,,,,,,,,,,,,,,,,,,,"$31,011",,,,,,,,,"$213,572",,,,
0089218,,The Goonies (1985),,"$55,515",,,,,,,,,,,,,,,,,"$63,711,145",,,,,,,,,,,,,"$5,397",,,,,"$351,852",,,,,,,,,,,,,,,,"$13,146",,,,,,,,,,,,,,,,,,,,"$155,941",,,,,,,,,"$205,587",,,,
0070723,,Soylent Green (1973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0017136,,Metropolis (1927),,,"$16,760",,,,,,,,,,,,,,,,"$1,236,166",,,,,,,"$27,869","$68,916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0096874,,Back to the Future Part II (1989),"$303,230","$18,000","$46,667",,,"$2,458",,,,,,,,,,,,,"$119,000,002",,,,,,,"$100,000","$466,667",,,,,,,,,,"$195,000",,,,,,,,,,,"$543,232",,,,,"$2,334",,,,"$66,302",,,,,,,,,,,,,,,"$99,328",,,,,,,,,,"$1,601,081","$2,714",,,
0099088,,Back to the Future Part III (1990),,"$18,000","$46,667",,,,,,,,,,,,,,,,"$88,277,583",,,,,,,"$100,000","$466,667",,,,,,,,,,"$195,000",,,,,,,,,,,,,,,,"$1,603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$115,000",,,,
0076054,,Freaky Friday (1976),,,,,,,,,,,,,,,,,,,"$25,942,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0034492,,Bambi (1942),,,,,,,,,,,,,,,,,,,"$102,247,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047478,,Seven Samurai (1954),,,,,,,,,,,,,,,,,,,"$318,649",,,,,,,"$4,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,485",,,,
0087182,,Dune (1984),,,,,,,,,,,,,,,,,,,"$30,925,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,126",,,,
0095497,,The Last Temptation of Christ (1988),,,,,,,,,,,,,,,,,,,"$8,373,585",,,,,,,"$4,250",,,,,,,,,,,,,,,,,,,,,,"$487,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0099674,,The Godfather Part III (1990),,"$22,999",,,,,,,,,,,,,,,,,"$66,761,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,925",,,,,"$1,626",,,,,,,$261,,,,,,,,,,,,,,,,,,,,,,"$28,923",,,,
0119558,,Lolita (1997),,,,,,,,,,,,,,,,,,,"$1,071,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120815,,Saving Private Ryan (1998),,"$15,246,966",,,,,,,,,,,,,,,,,"$217,049,603",,,,,,,"$26,760,936","$28,629,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,509,395",,,,,,,,,"$31,779,110",,,,
0088814,,The Black Cauldron (1985),,,,,,,,,,,,,,,,,,,"$21,288,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091149,,The Great Mouse Detective (1986),,,,,,,,,,,,,,,,,,,"$38,625,550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080861,,Herbie Goes Bananas (1980),,,,,,,,,,,,,,,,,,,"$18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0076137,,Herbie Goes to Monte Carlo (1977),,,,,,,,,,,,,,,,,,,"$29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0107120,,Hocus Pocus (1993),,"$24,379",,,,,,,,,,,,,,,,,"$49,141,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,106,722",,,,
0097523,,"Honey, I Shrunk the Kids (1989)",,$162,,,,,,,,,,,,,,,,,"$130,724,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120783,,The Parent Trap (1998),,$141,,,,,,,,,,,,,,,,,"$66,308,518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0059113,,Doctor Zhivago (1965),,"$46,577",,,,,,,,,,,,,,,,,"$111,721,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,829",,,,,,,,,,"$1,378",,,,,,,,,,,,,,,,,,,"$138,448",,,,
0083922,,Fanny and Alexander (1982),,,,,,,,,,,,,,,,,,,"$6,783,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,467",,,,,,,,,,,,,,,,,,,,,,"$3,346",,,,
0090756,,Blue Velvet (1986),"$1,400",$621,,,,,,,,,,,,,,,,,"$8,551,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,780",,,,
0061852,,The Jungle Book (1967),,,"$423,726",,,,,,,,,,,,,,,,"$141,843,612",,,,,,,,"$4,042,746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0048280,,Lady and the Tramp (1955),,,,,,,,,,,,,,,,,,,"$93,602,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$331,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0097757,,The Little Mermaid (1989),,"$13,488",,,,,,,,,,,,,,,,,"$111,543,479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,567",,,,,,,,,,,,,,,,,,,"$64,462",,,,,,,,,,,,,,
0104868,,The Mighty Ducks (1992),,,,,,,,,,,,,,,,,,,"$50,752,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
