imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Chile,China,Colombia,Croatia,Czech Republic,Denmark,Domestic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Nigeria,Norway,Oman,Peru,Philippines,Poland,Portugal,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela
1335975,,47 Ronin (2013),"$2,182,666","$4,027,901","$768,471",,"$246,342","$309,689","$3,113,774","$1,084,897",,"$962,060",,"$2,009,851","$144,198","$479,050",,,"$46,241","$359,083","$139,359",,,"$1,837,024","$4,405,267",,"$650,770","$568,507","$1,020,647","$33,042","$342,716",,"$1,617,971",,"$2,864,072",,,,"$220,446",,"$3,489,532","$5,844,181","$1,513,226","$847,356","$25,457","$335,392",,"$1,229,356","$1,896,291","$1,412,604","$1,161,095",,"$26,058,135","$100,171","$2,525,054","$203,958","$63,482","$915,587",,"$4,294,943",,,,"$2,563,770","$2,386,696","$2,587,040","$1,463,553","$5,282,209","$86,516","$1,369,078"
1905040,,Devil's Pass (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,951,853",,,,,,,,,,,,,,,,,
2387559,,Delivery Man (2013),"$253,368","$2,997,656","$464,509",,"$200,623","$64,680","$672,846","$101,228",,"$33,946",,"$249,197","$97,883","$78,134","$107,903",,"$5,661","$195,677","$45,513",,"$351,897",,"$539,436",,"$43,348","$198,490","$537,685","$48,419",,,"$183,981",,,,,,"$105,604",,"$334,347","$982,184","$602,041","$305,402",,,,"$421,403","$155,001","$99,886","$337,092",,"$2,874,407","$21,064","$360,475","$78,429","$56,326","$414,758",,"$246,511","$315,729",,,"$62,231","$13,398","$357,203","$647,243","$5,146,759","$97,662","$949,005"
1196948,,Charlie Countryman (2013),,,,,,,,,,,,,,,,,,,,,,"$35,958",,,,"$13,117",,,,,,,,,,,,,,,,,,,$104,,,,,,"$340,788",,"$9,865",,,"$10,945",,,,,,"$2,081",,,,"$19,482",,
1029231,,Krrish 3 (2013),,"$391,029",,,,,,,,,,,,,,,,,"$9,455",,,,,,,,,,,,,,,,,,,,"$112,245",,,"$140,341",,,,,,,,,,,,,,,,,,,,,,,,"$1,325,600",,
1396226,,Twice Born (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,728,725",,,,,,,,,,,"$30,091",,,,,,,"$9,210",,,,,,,,,"$1,973,414",,,,,"$315,396",,,,,
2779318,,The Day of the Doctor (2013),,"$1,705,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$204,804",,,,,,,,,"$178,034",,,,,,,,,,,,,,,,,
1386683,,A Somewhat Gentle Man (2010),,,"$31,458",,"$3,680",,,,,,,,,"$3,584","$69,416","$37,743",,,,,,,"$426,144",,,,,,,,,,,,,,,,,"$23,278",,,,"$1,232,271",,,,"$15,833",,,"$9,914",,,,,,,,,,,,,,,,,
1743724,,Guilty of Romance (2011),,,,,,,,,,,,,,,,,,,,,,,,,,"$23,357",,,,,,,"$161,972",,,,,,,,,,,,,,,,,,,,"$31,067",,,,,,,,,,,,,,,
2294629,,Frozen (2013),"$11,554,864","$25,659,632","$5,289,644",,"$7,925,750","$809,530","$21,741,637","$1,404,187",,"$5,232,894","$48,240,000","$6,268,454","$502,739","$1,558,657","$7,765,713","$400,953,009","$91,624","$2,479,144","$704,264",,"$2,513,372","$46,942,953","$48,286,887",,"$2,178,786","$2,579,735","$2,049,003","$351,299","$610,925","$2,337,875","$26,421,884",,"$249,036,646",,,,"$606,538","$576,724","$3,618,668","$25,732,202","$10,579,064","$4,447,074","$167,333","$7,526,458",,"$3,410,542","$2,690,603","$7,350,813","$3,008,947",,"$33,436,103","$425,123","$3,841,382","$1,218,850","$447,119","$2,659,920","$65,508,608","$22,492,845","$9,736,009",,,"$1,454,495","$4,732,212","$2,866,139","$3,141,631","$110,513,107","$675,917","$12,514,904"
0808265,,The Ferryman (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$97,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853614,,9-Month Stretch (2013),,,,,,,"$40,387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,869",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838603,,Last Love (2013),"$16,478",,,,,,"$169,372",,,,,"$98,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$252,111",,"$59,316",,,,,,,,,,,,,,,,,,,,,,,,,"$11,321",
1703049,,Trigun: Badlands Rumble (2010),,,,,,,,,,,,,,,,"$62,027",,,,,,,,,,,,,,,,,"$131,431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042568,,Inside Llewyn Davis (2013),"$54,286","$859,032","$202,466",,"$388,376",,"$129,677","$5,735",,"$17,551",,"$30,017","$11,978","$10,686",,"$13,235,319",,"$2,363",,,"$28,938","$4,275,202","$2,772,115",,"$62,643","$42,376",,"$6,393",,,"$3,067,823",,,,,,,,,"$112,676","$586,784","$79,780",,,,"$11,516",,"$201,266","$101,178","$24,930",,,"$18,909",,"$25,186",,"$503,187","$1,772,335","$96,944",,,"$25,095","$55,081",,"$1,857","$4,104,571","$5,991","$23,133"
1426374,,The Wind Journeys (2009),"$5,374",,,,$165,$200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0993846,,The Wolf of Wall Street (2013),"$2,703,372","$36,761,045","$4,185,278",,"$5,680,568","$2,695","$6,166,455","$628,141",,"$924,204",,"$1,272,546","$987,312","$1,988,254","$4,330,893","$116,900,694",,"$264,736","$340,013",,"$1,724,405","$26,445,099","$30,310,346",,"$1,602,392","$4,006,916","$2,454,420","$323,444",,,"$15,963,169",,"$8,297,398",,,,"$463,239",,,"$5,706,398","$8,168,147","$2,250,429",,"$4,017,972",,"$674,415","$213,469","$6,191,181","$1,779,013",,"$13,717,171","$245,324","$1,270,281","$681,292","$602,540","$1,108,217","$3,991,687","$16,461,083","$5,486,006",,"$4,057,365","$629,947","$1,129,548","$624,277","$1,338,616","$37,413,041","$305,512","$1,117,829"
2312718,,Homefront (2013),,,"$583,524",,"$953,704","$24,331","$138,212","$256,025",,,"$4,960,000","$365,266","$44,683",,,,,"$11,307",,,"$85,323","$5,339,668","$2,545,669",,"$321,856",,"$74,659","$38,639",,,,,"$132,899",,,,"$239,716",,"$579,068","$924,367","$807,696",,,,,"$153,041","$97,849",,"$361,602",,"$2,683,952",,"$189,328",,"$48,990","$319,327",,"$1,908,166",,,,"$52,034",,"$356,157","$1,290,622","$1,841,216",,"$561,622"
2304771,,Mandela: Long Walk to Freedom (2013),,"$1,338,217","$310,170",,"$325,747",,,,,,,,,,"$324,082",,"$12,125",,"$2,496",,"$44,675","$2,176,129","$2,138,995",,,"$100,254",,"$5,003",,,,,"$736,552",,,,"$8,635",,"$63,250",,"$790,452","$273,234",,,,,,"$3,363","$529,706",,,,"$52,713",,,"$2,121,670",,"$519,297","$354,978",,,,"$64,102",,"$176,041","$7,190,817",,
1322269,,August: Osage County (2013),"$1,441,932","$3,431,569","$167,965",,"$234,031","$8,034","$1,971,459","$74,223",,"$158,282",,"$83,862","$43,399","$175,097","$461,327",,,,"$16,114",,"$238,234","$4,167,159","$1,725,883",,"$410,523","$351,422","$121,671","$13,694",,,"$2,022,571",,,,,,"$51,729",,$392,"$692,849","$526,550","$712,893",,"$48,666",,"$67,578",,"$1,524,981","$436,416",,"$1,061,788",,"$66,972","$65,746",,"$141,769","$298,805","$4,360,896","$1,075,124",,,,"$183,396",,"$123,939","$3,167,227","$138,756","$19,184"
2976920,,Violette (2013),"$52,463",,"$37,518",,"$3,208",,"$39,969",,,$377,,,,,,,,,,,"$27,680","$787,064","$165,021",,,,"$27,302",$938,,,,,,,,,,,,,,,,,,,,,,$382,,,,,,,,"$330,531",,,,,,,,"$12,751","$8,618",
2231554,,Grave Encounters 2 (2012),"$215,964",,,,,"$37,851",,,,"$127,968",,"$108,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$189,184",,,,,,"$210,537",,,,,,,,,,,,,,,,,,,,,"$11,823","$117,121"
0860907,,Evangelion: 3.0 You Can (Not) Redo (2012),,"$13,658",,,,,,,,,,,,,,"$174,945",,,,,,,,,,"$190,748",,,,,,,"$60,035,858",,,,,,,,,"$2,043",,,,,,,,,,,,,,,"$213,459",,,,,"$17,951",,,,,,
1641624,,My Piece of the Pie (2011),,,"$17,477",,"$155,131",,,,,,,,,,,,,,,,,"$8,735,527","$147,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,056",,,"$8,052",,,,,
3089388,,Tim's Vermeer (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,738",,,,,,,,,,,,,,,,,,"$13,802",,
1800241,,American Hustle (2013),"$1,142,526","$11,803,120","$1,399,181",,"$900,090","$43,105","$3,778,893","$122,896",,"$266,921","$2,810,000","$420,771","$311,558","$33,615","$867,176",,,"$119,880","$113,910",,"$715,324","$5,187,790","$7,356,787",,"$869,016","$854,721","$420,465","$84,299","$704,479",,"$6,511,827",,"$2,112,783",,,,"$103,231",,"$81,955","$2,995,621","$1,310,317","$1,145,298",,"$566,159",,"$284,728","$77,893","$926,141","$924,933",,"$4,297,426","$51,598","$717,311","$72,915","$95,447","$270,989","$619,959","$6,811,118","$1,941,814",,,"$256,973","$803,426",,"$490,971","$22,518,549","$194,150","$439,701"
0359950,,The Secret Life of Walter Mitty (2013),"$1,245,813","$11,926,988","$902,767","$138,500","$1,760,180","$67,130","$4,156,411","$75,348",,"$633,662",,"$715,023","$124,112","$336,125","$937,383",,"$22,981","$292,648","$140,216",,"$772,870","$8,403,143","$7,521,380",,"$265,760","$3,008,064","$363,546","$359,888","$375,919","$448,322","$8,264,371",,"$9,347,860",,,,"$96,835",,"$794,802","$6,567,280","$1,148,750","$888,685",,"$527,098",,"$642,093","$332,648","$244,040","$707,467",,"$11,305,316","$38,069","$1,489,628","$132,711","$48,102","$345,182","$6,289,894","$7,995,300","$1,550,874",,,"$742,567","$566,328","$431,068","$701,156","$10,940,932","$83,116","$402,623"
1798709,,Her (2013),"$266,338","$1,261,279","$186,221",,"$296,601","$12,731","$1,020,678","$34,742",,"$72,587",,"$135,693","$43,727","$73,691","$223,233","$25,568,251",,"$54,370",,,"$118,888","$3,036,246","$1,343,524",,"$137,422","$295,909","$24,884","$17,314",,,"$2,714,710",,"$1,127,466",,,,"$31,625",,"$49,254","$708,616","$495,647","$175,658",,"$241,324",,"$68,192","$26,948","$551,656","$213,821",,,"$11,472","$186,468","$32,292","$20,563","$29,020","$2,443,434","$2,236,251","$205,644",,,"$154,259","$103,435","$28,097",,"$2,331,512","$38,232","$67,502"
1017428,,Captain Abu Raed (2007),,,,,,,,,,,,,,,,,,,,,,,"$10,473",,,,,,,,,,,,,,,,"$3,434","$1,572","$1,979",,,,,,,,,,,,,,,,,"$57,295",,,"$6,098",,,,,,,
2752200,,Young & Beautiful (2013),,,"$73,371",,"$326,272",,"$184,866","$2,212",,,,"$55,721",,"$28,108","$178,321",,,,,,,"$5,907,597","$463,659",,,"$35,907",,,,,"$483,464",,,,,,,,,"$183,062","$101,425",,,,,,,"$228,080","$14,495",,"$823,744",,,,,,,"$307,823",,,,,"$26,770","$51,934",,"$215,403","$4,116",
2359427,,Linsanity (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,345",,,,,,,,,,,,,,,,,,,,,
2071550,,Open Grave (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$81,370",,,,,,,,,,,,,,,"$21,065",,,,,,
0254334,,The Fourth Angel (2001),,,,,,,,,,,,,,,,,,,,,,,,,,"$20,211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785612,,The Punk Singer (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,258",,
1331115,,Pianomania (2009),,,"$47,140",,,,,,,,,,,,,,,,,,,,"$178,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,639",,,,,,,
1091191,,Lone Survivor (2013),"$173,341","$3,586,321","$283,070",,,,"$565,060","$53,267",,,,"$222,273","$19,525","$62,497","$205,382",,,"$12,574","$90,542",,"$96,251","$1,539,077","$1,140,425",,"$67,917","$989,569","$82,725","$17,559",,,"$640,891",,"$2,290,705",,,,"$182,947",,"$583,849","$388,934","$52,369","$336,704",,"$249,624",,"$92,858","$264,241","$120,330","$247,730",,,"$4,857","$682,539","$15,762","$13,194","$99,610","$1,294,960","$2,569,756","$184,380",,,"$422,110","$65,800","$26,796","$823,353","$3,495,458","$8,535","$375,377"
1571401,,Measuring the World (2012),,,"$840,362",,,,,,,,,,,,,,,,,,,,"$7,035,544",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,656",,,,,,,"$5,209",,,,,,,,,,
1638364,,The Armstrong Lie (2013),,"$69,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,581",,,,,,,,$379,"$7,973",,,,,,,,,,,,,,,,,"$123,083",,
2140373,,Saving Mr. Banks (2013),"$291,772","$8,987,501","$62,692",,"$245,892",,"$348,381","$35,603",,"$42,135",,"$52,272","$16,071","$9,725","$104,815",,"$8,786","$88,243","$27,071",,"$34,324","$1,487,018","$479,282",,"$52,792","$621,550","$31,347","$10,243","$57,357","$175,545","$1,921,920",,"$3,192,366",,,,"$19,927",,"$86,482","$914,547",,"$879,605",,,,"$50,229","$49,254","$51,994","$172,373",,"$783,505","$7,059","$111,869",,"$11,510","$86,243","$50,735","$1,908,674","$133,477",,,"$82,963","$130,230","$101,996","$159,271","$7,101,128","$16,751","$216,851"
0783522,,Ghetto (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$97,909",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041804,,The Nutcracker: The Untold Story (2010),"$4,233",,,,,,,"$14,747",,,,,"$16,694",,,"$195,459",,"$31,901",,"$25,678",,,,,,"$63,187",,,,,"$1,730,099",,,,,"$63,431",,"$60,510",,,,,,,,,,,,"$107,930","$13,770,023",,,,,,"$222,913","$258,466",,,"$125,507",,"$73,879","$298,820","$114,516",,,
1764275,,The Deep (2012),,,,,,,"$20,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275471,,A Perfect Man (2013),,,,,,,,,,,,,,,,,,,,,,,,,,"$7,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184331,,Una noche (2012),,,,,,,"$3,758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,258",,,,,,,,,,
1321511,,Oldboy (2013),"$12,553",,,,"$39,350","$2,734","$31,124",,,"$9,004",,"$64,020","$25,642","$21,098",,,,"$5,283",,,"$31,929","$150,038","$267,889",,,,,"$8,392",,,"$158,604",,,,,,,,,"$101,050","$156,135",,,,,"$52,406",,"$266,007","$31,382",,"$764,219",,"$31,082","$9,742",,,,"$29,292",,,,"$47,481","$86,995",,"$254,836","$314,468","$10,477","$9,877"
1229340,,Anchorman 2: The Legend Continues (2013),,"$15,808,876","$92,047",,,,"$351,668",,,,,,,,"$129,922","$127,352,707",$916,,,,,,"$698,262",,,,,"$141,215",,"$90,362",,,,,,,"$19,953",,,"$397,193",,"$1,716,273","$5,534","$252,626",,,,,,,,,"$103,467",,"$28,015","$177,428",,,"$1,085,461",,,,,,"$258,651","$23,475,178",,
3003668,,Unbeatable (2013),,,,,,,,,,,"$18,540,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455810,,Happy Family (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,111,219",,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,071",,,,,,,,,,
1706620,,Snowpiercer (2013),,"$312,914","$74,571",,,,"$266,786",,,,"$11,100,000",,"$5,149",,,,,,,,"$219,134","$5,306,545","$530,987",,"$118,522","$260,479",,,,,"$1,264,864",,"$816,302",,,,,,"$78,987","$341,256","$158,027",$192,"$26,765",,,,,"$106,320","$41,281",,"$169,569",,,,,"$21,718","$59,802,711","$100,632",,,,"$488,059",,,"$394,829",,,
1568816,,Phase 7 (2010),"$158,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,740",,,,,,,,,,
2345567,,Haunter (2013),,,,,,,,,,"$53,685",,,,,,,,"$16,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,547",,,,"$578,851",,"$73,748",,,,,,,,,,,,,,,"$425,235"
2458106,,Ninja: Shadow of a Tear (2013),,,,,,,,,,,,,,,,,,"$16,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,210","$38,147",,,,,,,,,,,,,,,,,,,,,
1128071,,Free Style (2008),,,,,,,,,"$45,288",,,"$28,134",,,,,,"$49,867",,,,,,,,,,,,,,"$9,987",,,,,,,,"$276,917",,,,,,"$51,544",,,,,,,,,,,,,,,,,,,,,"$4,919","$108,591"
2325741,,In the Fog (2012),,,,,,,"$4,729",,,,,,,,,,,,,,,"$36,116",,,"$17,930",,,,,,,,,,,,,,,"$10,482",,,,,,,,,"$1,441",,,"$1,614",,,,,,"$86,228",,,,,,,,"$16,404",,
1560671,,False Trail (2011),,,,,,,,,,,,,,,,,,,,,"$78,322",,,,,,,,,,,,,,,,,,,,,,,"$258,366",,,,,,,,,,,,,,,"$7,441,638",,,,,,,"$1,745",,
0845439,,Fireworks Wednesday (2006),,,,,,,,,,,,,,,,"$90,519",,,,,,"$29,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663143,,Fun Size (2012),,"$644,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$187,335",,,,,,,,,"$131,460","$863,400",,
1384927,,Death of a Superhero (2011),,,"$1,904",,,,,,,,,,,,,,,,,,,,"$30,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,621",,,,,,,,,,,,,,,,,
2419284,,Red Obsession (2013),,"$197,953",,,,,,,,,,,,,,,,,,,"$17,851",,,,,"$9,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194532,,Gorko! (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,121,336",,,,,,,,,,,,,,,,,
2101473,,The Physician (2013),,,,,,,"$538,701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$426,384",,,,,,,,,,,"$1,250,976",,,,,,,,,,,,,,,,,
1247667,,High School (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$54,699",,,,,,,"$27,857",,,,,,,,,,
0985680,,Wonderful and Loved by All (2007),,,"$68,879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,221,447",,,,,,,,,
1954315,,Borgman (2013),,,,,"$23,448",,,,,,,,,,,,,,,,"$5,737","$49,529",,,,,,,,,,,,,,,,,,,"$844,447",,,,,,,,,,"$34,578",,,,,,,"$32,723",,,,,"$4,074",,,,,
2572632,,Vendetta (2013),,,,,,,,,,,,,,"$89,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,197",,
1356790,,I Am Divine (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,242",,
1661382,,Grudge Match (2013),"$266,208","$306,685","$346,036",,"$139,007","$31,738","$582,906","$116,357",,"$22,020",,"$62,604","$31,618","$91,633","$51,997",,"$15,229","$59,441","$24,569",,"$92,307","$1,137,152","$1,366,434",,"$67,093",,,"$12,761","$23,838","$114,613","$1,398,015",,"$184,866",,,,"$26,523",,,"$802,158","$49,401","$66,569",,,,"$86,689","$39,942",,"$90,586",,"$2,787,455","$11,611","$122,549",,,"$43,993",,"$550,119",,,,,,"$204,689","$322,262","$746,713","$11,133",
3165608,,Justin Bieber's Believe (2013),"$461,446",,,,"$113,499","$2,391","$398,846","$15,462",,,,"$72,233","$50,320","$50,776",,,,"$74,026","$7,976",,"$219,404",,"$320,488",,"$49,227",,,,,,,,,,,,"$23,874",,"$36,869","$517,278","$131,088","$18,196",,"$365,027",,"$3,614",,"$205,720","$111,977",,,"$10,973",,"$25,929","$25,791","$55,627",,"$189,374","$393,055",,,,"$145,832",,,"$527,591","$53,908","$95,774"
0422091,,Dhoom (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,811,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$254,633",,
1942989,,The Citizen (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,471",,,
2473682,,Paranormal Activity: The Marked Ones (2014),"$2,372,732","$3,075,050","$870,778",,"$796,001","$190,578","$5,115,712",,,"$784,207",,"$1,095,745","$56,658","$151,678","$297,890",,,"$393,587","$67,070",,"$246,205","$4,904,105","$5,614,725",,,,,,,"$236,533","$352,589",,"$625,841",,,,"$20,618",,"$532,457","$6,776,552","$698,260","$275,574","$2,383","$390,391",,"$1,095,344","$183,503","$381,861",,,"$6,031,458","$25,917","$245,169","$90,724","$29,854","$91,550",,"$1,996,331","$551,146",,,"$60,900","$726,622","$394,565","$413,910","$4,800,827","$120,198","$636,032"
1714915,,Only Lovers Left Alive (2013),,"$172,374","$300,441",,"$59,849",,"$88,830",,,,,,"$11,188","$16,937",,"$1,879,534",,,,,"$35,137","$1,339,257","$1,694,244",,,"$43,348",,,,,"$210,980",,,,,,"$4,086",,,,,"$104,482",,,,,,"$190,805",,,"$753,125","$12,294",,,"$10,377",,,"$194,328",,,,,"$28,906",,"$5,707","$452,958",,
2350496,,The Lunchbox (2013),"$227,751","$1,254,462","$239,926",,"$212,057",,"$119,582","$16,871",,,,"$116,840",,"$10,407",,"$4,235,151",,,,,"$92,718","$474,401","$1,574,498",,"$34,372","$185,048",,,,,"$444,915",,,,,,,,,"$144,673","$121,582","$388,250",,"$171,202",,"$4,915",,,,,,,"$47,541",,,,$196,"$169,192","$448,856",,,"$50,656","$16,423",,,"$800,271","$19,021",
1776222,,Kauwboy (2012),"$6,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,104",,,,,,,,,,,,,,,,,"$14,468",,,,,,,,,$482,
0446463,,The Secret (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$373,145",,,,,,,,,,,,,,,,,"$199,386",,,,,,,,,,,
2707858,,Yves Saint Laurent (2014),,"$411,064","$80,891",,"$624,717",,"$278,672",,,,,,"$17,982","$73,347",,,,,,,"$120,048","$13,933,172","$1,399,444",,"$26,779","$164,672","$36,151",,,,"$726,355",,,,,,,,,"$140,593","$216,617","$6,166",,,,,,"$248,625","$25,816",,,,,,,,,"$252,295",,,,,"$67,086",,,"$689,489",,
1700845,,The Invisible Woman (2013),,"$699,398",,,"$77,382",,,"$2,736",,,,,"$5,903","$17,887",,,,,,,"$38,369",,"$47,630",,"$23,641",,,,,,,,,,,,"$16,951",,,,,"$157,118",,,,,,"$2,459",,,,"$19,884",,,"$4,514","$30,429",,"$210,900",,,,,"$13,808",,"$9,943","$1,373,682",,
2263944,,Dragon Ball Z: Battle of Gods (2013),"$3,059,381","$117,258",,,,"$48,863","$1,719,914",,,"$1,352,247",,"$1,168,525",,,,"$2,553,002",,"$834,730",,,,,,,,"$179,253",,,,,"$1,285,502",,"$29,947,013",,,,,,,"$4,465,917",,"$18,882",,,,"$1,840,479","$22,553",,,,,,,,,,"$204,072","$485,600",,,,"$60,732",,,,,"$46,334","$1,051,114"
1634003,,Underdogs (2013),"$14,270,781",,"$10,792",,,"$133,594","$1,678,128",,,"$300,254","$570,000","$594,773",,"$22,751",,,,"$274,072",,,,,,,,"$63,031",,,,,"$1,805,214",,,"$1,400",,"$15,283","$26,376","$42,677",,"$2,317,039",,,,,"$4,496","$457,351","$34,632","$586,306","$393,185",,"$1,294,601","$28,950",,"$16,270",,,"$993,221","$3,941,325",,,,"$44,942",,"$95,439","$56,806","$1,260,890","$69,503","$1,364,858"
2331143,,"Like Father, Like Son (2013)",,"$100,219","$14,228",,"$200,760",,"$132,286",,,,,,,,,,,,,,"$19,430","$2,138,555","$26,458",,,"$676,090",,,,,"$238,779",,"$31,133,900",,,,,,"$10,722","$258,370","$156,135","$118,864",,,,"$19,357",,"$8,767","$58,703",,,"$6,521","$43,163",,,,"$861,599","$460,731","$19,894",,,"$39,801",,,,"$81,441","$10,774",
2058107,,The Railway Man (2013),,"$6,272,879","$71,336",,"$48,407",,,,,"$19,439",,"$78,431","$7,698","$18,555",,,,"$6,723",,,"$22,193","$229,556","$133,018",,"$61,221","$22,240",,"$1,855",,,"$867,207",,,,,,,,,"$285,834","$133,009","$1,063,400",,,,"$66,310",,"$463,847","$51,743",,,"$9,302","$49,450",,,"$58,902",,"$634,492",,,,"$124,435","$45,451",,"$81,885","$8,455,269",,"$352,360"
1758595,,Diana (2013),"$156,325","$1,408,278","$106,525",,"$255,916","$6,886","$421,390",,,"$95,278",,"$79,665","$176,184","$188,874","$980,515",,,,"$15,149",,"$304,019","$2,388,571","$464,050",,"$47,759","$122,277","$108,498","$9,296",,,"$1,391,339",,"$1,718,167",,,,"$47,428",,"$59,044","$453,780","$185,322","$301,363","$2,286",,,"$85,598",,"$914,475","$466,023",,"$594,313","$24,320","$73,585","$65,902","$53,849","$83,692","$270,277","$547,818","$368,799",,,"$137,664","$278,056",,"$345,212","$3,035,442","$39,859","$172,798"
1618445,,The We and the I (2012),,,,,,,,,,,,,,,,"$42,172",,,,,,"$251,433",,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,325",,,,,,,,,"$1,539",,,,,,,,,,
2309021,,We Are What We Are (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$53,236",,,,,"$7,419",,"$17,011",,,
0388377,,River Queen (2005),,"$154,738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$617,299",,,,,,,,,,,,,,,,,,,,,,,,,,
2315200,,"Me, Myself and Mum (2013)","$42,200",,,,,,"$303,474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,232",,,,,,,,,,,,,,,,,,,,,,,,,"$10,457",
3155604,,The Geographer Drank His Globe Away (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,191,435",,,,,,,,,,,,,,,,,
