imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Chile,China,Colombia,Costa Rica,Croatia,Czech Republic,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Germany,Ghana,Greece,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
5061814,,Goodbye Mr. Loser (2015),,"$443,300",,,,,,,,,"$226,161,196",,,,,,,,,,,,,,,,,"$21,596",,,,,,,,,,,,,,,,,,,"$83,004",,,,,,,,,,,,,,,"$64,489",,,,,,,,,,,,,,,,"$55,717",,,
1124037,,Free State of Jones (2016),,"$190,009",,,,"$11,705",,"$6,627",,,,"$66,816",,,,,,,,,,,"$704,593",,,,,,,,,,,"$243,200",,,,,,,,,,"$174,478",,"$82,167","$53,821",,,,,,,,,,"$76,431",,,,,,,,,"$18,126","$698,246",,,,,,,,,,"$143,833","$153,971",,,
1985949,,The Angry Birds Movie (2016),"$4,629,273","$6,873,041","$2,036,913","$526,760","$1,823,989","$393,234","$4,637,516","$828,988",,"$2,151,235","$75,872,971","$1,931,421",,"$431,228","$1,091,959","$2,060,835",,"$136,665","$972,762","$153,008","$344,319","$3,688,791","$6,090,747","$12,057,834","$7,151","$799,066",,"$2,144,191","$749,705","$119,545","$4,130,526","$2,501,250","$1,256,871","$3,645,280","$83,400","$2,279,856","$128,538","$67,775","$1,129,631","$364,368","$264,593","$511,573","$3,300,220","$7,057,097","$101,872","$4,280,374","$808,190","$134,112","$1,898,332","$222,671","$180,771",,"$94,942","$3,092,725","$1,443,538","$4,914,882","$1,487,310","$499,409","$701,816","$12,018,010","$215,459","$2,025,377","$538,373","$276,184","$607,180","$4,508,004","$6,187,047","$2,115,345","$1,978,168","$452,356","$1,383,684","$1,162,391","$1,390,465","$190,759","$1,440,715","$1,464,962","$2,459,899","$15,383,360","$286,412","$585,887","$2,030,673"
4063314,,"My Love, Don't Cross That River (2014)",,,,,,,,,,,,,,,,,"$86,446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,012,261",,,,,,,,,,,,,,,"$7,499"
5278506,,Tickled (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$143,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,489",,,
5576336,,"New York, New York (2016)",,,,,,,,,,,"$1,446,261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,853",,,,,,,,,,,,,,,$861,,,,,,,,,,,,,,,,,,,
2298384,,Love is in the Air (2013),,,,,,,,,,,,,,"$17,793",,,"$8,425",,,,,,"$2,818,952",,,,,"$39,407",,,,,,"$9,725",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,411","$11,538",,,,,"$69,754",,,,,,,,"$105,985","$126,886",,"$13,089",,,
4651410,,Precious Cargo (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,464",,,,,,,,
0920457,,Billa (2007),,$472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$744,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555958,,Arrambam (2013),,"$52,831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,486,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258292,,Yennai Arindhaal (2015),,"$119,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705772,,Mankatha (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,104,911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178278,,Vedalam (2015),,"$105,736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,910,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133308,,At the End of the Tunnel (2016),"$1,212,657",,,,,"$23,582",,,,,"$1,131,869",,,,,,,,,,,,,,,"$31,827",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,149",,,,,,,,,,,,,,"$770,248",,,,,,,,,,,,,,"$18,887"
4937812,,Thoongaa Vanam (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320578,,Veeram (2014),,"$55,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857670,,Deiva Thirumagal (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$733,169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403393,,Desert Dancer (2014),$301,,,,,"$2,908","$27,304",,,,,,,,,,,,"$7,591",,,,,"$147,865",,,,"$33,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,002",,,,,,,"$36,902",,,,,,,,,,,"$2,873","$9,336",,
4824302,,Mother's Day (2016),"$364,510","$4,075,446",,,,,"$755,183",,,,,,,,"$124,241",,,,,,,"$343,493","$1,393,955",,,,,,"$263,457","$80,695",,,,"$424,052",,,,,,,,,,"$1,055,525",,"$1,367,527","$445,746",,"$241,189",,,,,,,"$627,001","$201,579",,"$198,387","$1,162,802",,,"$146,502","$33,135","$413,987",,"$395,405",,,"$84,897",,,"$14,282",,"$177,339",,"$610,230","$1,289,246",,,
3100274,,Manhattan Night (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$119,845",,,,,,,,,,,,,,,,"$4,992",,,,,,,,,,,,,,,,,,,,,
3774114,,Snowden (2016),"$57,392","$1,199,213",,,,,"$518,144","$130,384",,,,"$51,196",,,"$36,202",,,,,,,"$159,737","$3,404,632","$3,215,856",,"$324,298",,,"$161,845",,,,,"$1,699,527",,,,,,,,"$26,337",,,,"$381,667",,,"$211,031",,,,,,,,"$342,720",,"$95,505","$1,138,571",,,"$81,731","$50,732",,"$278,313","$546,321",,,,,,"$254,669",,"$207,093","$51,512","$720,172","$403,867","$21,030",,
4630444,,Being Charlie (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,564",,,,
2865120,,Ratchet & Clank (2016),,,,,,,"$191,928","$26,444",,,"$370,256","$47,114",,,"$2,653",,,,,,,,"$1,240,710",,,,,,,"$43,727",,,,"$126,659",,,,,,,,"$31,058",,"$81,172",,"$244,863",,,,,,,,,,"$285,330","$86,399",,"$80,408","$240,205",,,"$31,186","$8,436","$163,657","$303,329","$334,963",,,,,,,,"$35,773","$34,087","$35,247","$518,804",,,
4419364,,Holidays (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,392",,,,,,,,,,,,,,,,,,,,,
0064294,,Horse (1970),,,,,"$26,676",,,,,,,,,,,,,,,,,,"$342,303",,,,,,,,,,,"$292,786",,,,,,,,,,"$26,460",,,,,,,,,,"$74,108",,,,,,,,,,,,,,,,,,,,,,,,,,,
2978102,,Term Life (2016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,520",,,,,,,,,,,"$7,182",,,,,,,,,,,,,,,,,,,,"$162,835",,,,
1092004,,Glass (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,071",,,,,,,,,
0498355,,In Search of Mozart (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0304876,,Live Wire (2009),,,$823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235536,,Lucky Luke (2009),,,,,"$465,170",,,,,,,,,,,,,,,,,,"$17,182,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,625",,,"$182,081",,,,,,,,,,,,,,,,,,,,,
4610372,,Noma: My Perfect Storm (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,323",,,,,,,,,,,,,,,,,,,"$30,169",,,,,,,,,,,,,,,
3799694,,The Nice Guys (2016),"$456,208","$4,369,278",,,,,"$503,289",,,,,"$90,691",,,"$170,211",,,,,,,"$231,225","$2,781,017",,,,,,"$502,885","$72,300",,,,"$2,105,444",,,,,,,,"$38,600",,"$988,779",,"$594,952","$703,121",,"$298,374",,,,,,,"$991,634","$291,294",,"$296,647","$2,456,043",,,"$112,449","$23,788","$129,707","$134,291","$1,336,582",,,"$51,566","$621,797",,"$110,988",,"$310,810","$151,083","$688,146","$4,913,256",,,
2475154,,Elena (2012),,,,,,,,,,,,,,,,,"$25,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$319,223",,,,,,,,,
2980210,,A Hologram for the King (2016),,,,,,,"$22,056",,,,,"$42,628",,,"$11,285",,,,,,,"$102,272",,"$593,882",,,,,,"$2,862",,,,"$277,061",,,,,,,,"$31,047",,"$599,891",,"$266,600",,,"$39,450",,,,,,,,"$170,727",,"$61,043","$446,151",,,,,"$24,684",,"$621,842",,,,"$385,078",,"$14,229",,"$131,263","$50,103",,"$1,062,859",,,
4412362,,My Big Night (2015),"$1,897",,,,,,,,,,,"$15,135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891755,,Billa 2 (2012),,"$49,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$947,634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655607,,Singam (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,471,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725795,,7 Aum Arivu (2011),,"$124,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513892,,Sorry If I Want to Marry You (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$963,812",,,,,,,,,,,,,,,,,,,,,
0940642,,200 Pounds Beauty (2006),,,,,,,,,,,"$2,076,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097331,,The Family Fang (2015),,"$20,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$275,410",,,,,,,,,,,,"$28,104",,,,,,,,,,,"$8,550",,,,,,,,,"$10,180",,,,,,,,,,,"$44,382",,,,
5653294,,Flight Crew (2016),,,,,,"$73,831",,,,,"$4,613,127","$101,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,241,048",,,,,,,,,,,,,,,,,,,,,
1252596,,Ajab Prem Ki Ghazab Kahani (2009),,"$140,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,685,515",,,,,,,,,,,,,,,,"$21,075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974918,,Alvin and the Chipmunks: The Road Chip (2015),"$2,005,896","$9,690,441","$1,375,372","$390,744","$2,336,186","$435,599","$9,733,314","$287,772",,"$1,104,928","$9,582,624","$676,761",,"$299,609","$1,078,914","$2,198,420",,,"$875,027",,"$150,539","$807,980","$10,949,003","$6,277,763",,,,"$1,275,513","$451,025","$164,143","$239,432",,,"$6,807,266",,,,"$73,986",,,"$350,472","$222,932","$1,703,820","$7,461,267",,"$4,411,437","$1,246,533",,"$2,532,695","$134,719",,,,"$1,723,488",,"$2,797,131","$874,783","$458,015","$201,903","$3,147,988","$164,571","$1,839,365","$244,158","$329,218","$1,218,784","$1,713,690","$4,689,711","$3,095,898",,"$499,188","$1,264,370","$363,158",,,"$1,321,278","$264,044","$1,731,106","$23,908,156","$200,052","$367,668","$964,094"
4052882,,The Shallows (2016),"$794,962","$2,856,421","$177,753","$122,482","$930,202","$67,323","$1,576,802","$41,141","$45,028","$221,799","$15,291,870","$361,408",,"$120,380","$91,838","$226,606",,,"$245,749","$216,624","$43,505","$79,361","$4,136,075","$1,477,499",,"$174,339",,"$497,244","$302,456","$31,550","$343,130","$857,541","$415,453","$2,404,408",,"$1,572,328","$60,449",,,"$22,911","$166,570","$28,812","$1,557,721","$3,608,763",,"$963,873","$345,145",,"$394,036","$52,060","$31,925",,"$31,191","$706,526","$1,006,837","$307,932","$374,611",,"$94,587","$3,137,750","$46,854","$361,438","$71,452","$62,682","$198,801","$2,793,517","$2,545,415","$146,195","$75,674",,,"$715,025","$1,607,928",,"$447,605","$228,507","$1,147,394","$2,908,236","$83,790","$114,303","$262,107"
2620590,,Leatherface (2017),"$36,953",,,,,"$62,688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,802",,,,,,,"$207,999",,,,,,"$25,677",,,,,,,"$57,186",,,,,,"$12,010",,
2749282,,Papa Hemingway in Cuba (2015),,,,,,,,"$1,784",,,,,,,,,"$1,115,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,291",,,,,,,,,,,,,,,
4027270,,The Crossing 2 (2015),,,,,,,,,,,"$7,660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076934,,My Beloved Bodyguard (2016),,,,,,,,,,,"$49,371,457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815708,,Freelancers (2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,579",,,,,,,,,,,,,,,,,,,,,,,,,,,
3894404,,The Faith of Anna Waters (2016),"$107,448",,,,,"$90,442",,,,,,"$259,557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$827,696",,,,,,,,,"$30,347",,"$118,928",,,,,,,,,,,,,,,,,,,,,,,,,,
1318029,,Just Between Us (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,593",,,,,,,,,,,,"$5,766",,
