imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Costa Rica,Croatia,Curaçao,Cyprus,Czech Republic,Denmark,Domestic,Dominican Republic,E/W Africa,East Africa,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Guatemala,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Switzerland (French),Switzerland (German),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
3184934,,The New Girlfriend (2014),,,,"$24,003",,"$105,801",,"$37,390",,,,,,,,"$4,853",,,,,,,,,,,,,,,"$3,980,572",,,"$54,985",,,"$72,900",,,,,,,"$230,451",,,,,,,,"$10,853",,"$84,745",,,,,,"$12,280",,,,,,,,"$48,727","$16,337",,,"$2,174",,,,,,,,,"$195,470",,,,"$40,138",,,,,,,,"$147,363",,,,
2978426,,"Sex, Love & Therapy (2014)",,,,,,,,"$27,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363213,,Ragnarok (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,719,976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003052,,Secret Defense (2008),,,,,,"$58,709",,,,,,,,,,,,,,,,,,,,,,,,,"$4,645,133",,,,,,,,,,,,,,,,,,,,,,,"$49,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,508",,,,,,,
0491046,,A Matador's Mistress (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$172,983",,,,,,,,,,,,,"$350,810",,,,,,,"$8,994",,,,,,,,,,,,,,,,,,"$5,790",,,,,,,,,,,,"$175,884",,,,,,,,,,,"$10,324",,,,,
1235075,,Valami Amerika 2 (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,096,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$365,,,,,,,,,,,,,,,,
1155705,,20th Century Boys 1: Beginning of the End (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$818,116",,,,,,,,,"$35,870,679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$221,467",,,,"$985,103",,,,,,,"$167,192","$120,501",,,,,,,,,
1330607,,If You Are the One (2008),,,,,,,,,,,,,"$45,257,457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704538,,V/H/S Viral (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,176",,
3398268,,When Marnie Was There (2014),,,"$48,592",,,,,"$7,159",,,,,,"$1,749",,,,,,,"$561,085",,,,,,,,,"$70,938","$328,526","$93,223",,,,,"$188,088",,,,,,,,,"$33,068,148",,,,,,,,"$15,739",,,,,,"$91,639",,,,,,,,,"$2,758",,,,,"$63,114",,,,,,"$228,617","$53,455",,,,,,,"$30,220",,,,"$17,934","$141,697",,,,
1717715,,The Monkey King: Havoc in Heaven's Palace (2014),,,"$121,069",,,,,,,,,,"$174,187,492",,,,,,,,,,,,,,,,,,,,,,,,"$3,296,754",,,,,,,,,,,,,,,,"$2,665,655",,,,"$77,886",,,,,,,,,,,,,,,,,,,"$1,198,233",,,,"$23,852",,,,,,,,"$635,983",,,,,,,,,
1865505,,Song of the Sea (2014),,,,"$25,205",,"$37,258",,,,,,,"$2,205,810",,,,,,"$71,145","$13,539","$857,522",,,,,,,,,,,"$45,485",,,,,,,,,,,,,,,,,,,"$16,805",,,,,,$214,,,"$70,049",,,,,,,,"$454,237","$15,243",,,,,"$71,089","$1,447",,"$14,340","$8,786",,"$36,703","$77,367",,"$48,829",,,,,"$17,839",,,,"$27,055","$112,067",,,,
2865558,,Kiki's Delivery Service (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,254,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0986361,,The Magic Crystal (2011),,,,,,"$74,096",,,,,,,,,,,,,,,,,,,,,,,,"$195,599",,,,,,,,,,,,,,,,,,,,,"$71,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215395,,Paulette (2012),,,,"$398,049",,,,,,,,,,,,,,,"$13,307",,"$29,494",,,,,,,,,,"$8,675,397","$4,498,900",,"$34,631",,,,,,,,,,"$251,722",,,,,,,,,,,,,,,,,,,,,,,,"$146,693","$441,003",,,,,"$37,614",,,"$26,953","$5,692",,,"$131,863",,,,,,,,,,,,,,,,
1390411,,In the Heart of the Sea (2015),"$1,899,799",,"$1,789,985","$129,595",,"$280,972","$362,503","$4,121,217","$189,417",,,"$802,973",,"$385,742",,"$75,262",,,"$84,607","$91,003",,,,,"$522,012","$66,817",,"$27,986",,"$182,769","$1,925,222","$1,023,179",,"$561,165",,,"$770,876","$80,685","$45,424",,,,"$209,990","$4,806,146",,"$1,789,219",,"$20,906",,"$40,264","$216,024","$116,701","$1,692,823","$6,335,173",,"$328,198","$294,852",,,"$278,100","$7,647",,,,,"$1,136,682","$793,622","$200,718","$475,172",,,"$575,877",,"$4,220,368","$45,750","$636,811","$56,691","$21,226","$244,515","$5,700,646","$2,004,832",,"$515,321",,"$47,654","$70,553","$1,610,608","$664,633",,"$230,471","$714,037","$1,654,824","$3,789,875","$61,166","$2,360,636","$287,378",
2557256,,Iceman (2014),,,"$31,512",,,,,,,,,,"$22,800,000",,,,,,,,,,,,"$18,122",,,,,,,,,,,,"$526,704",,,,,,,,,,,,,,,,"$1,640,912",,,,"$26,855",,,,,,,,,,,,,,,,,,,"$887,171",,,,,,,,,,,,"$94,962",,,,,,,,,
2191082,,A Promise (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093546,,Listen Up Philip (2014),"$14,218",,,,,,,,,,,,,,,,,,,,"$200,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0369610,,Jurassic World (2015),"$15,418,925",,"$38,978,832","$4,672,444",,"$8,420,048","$1,499,245","$29,077,565","$804,547",,,"$6,077,033","$228,740,000","$6,000,962",,"$386,000",,,"$2,294,532","$1,725,562","$653,406,625",,,,"$2,777,068","$608,315",,"$420,000",,,"$41,284,758","$48,499,739",,"$1,326,531",,,"$13,142,261","$2,051,915","$379,266","$22,212,557",,,"$2,687,729","$16,723,119",,"$74,593,781","$378,419","$207,156",,"$314,028","$612,643","$275,223","$11,517,722","$42,105,404",,"$11,787,698","$5,101,639",,"$80,725","$5,962,622","$51,410",,,,,"$4,637,964","$11,121,208","$3,606,364","$2,230,384",,"$592,514","$1,186,733",,"$23,420,356","$168,402","$8,766,526","$790,600","$376,237","$3,092,598","$39,007,329","$24,901,213",,"$8,397,157","$2,139,577","$2,222,567","$4,111,999","$26,732,760","$8,216,017",,"$2,633,690","$1,807,789","$7,818,199","$99,669,369","$836,947","$15,076,582","$4,400,147",
3106868,,Watermark (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044364,,Citizenfour (2014),,,,"$135,447",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$182,589",,,,,"$84,074",,,,,,,,,,,,,,,,,$455,,,"$38,293",,,"$14,673",,,,,,,,,,,,,,"$61,069",,,,,,"$17,305","$200,579",,,,,,,"$52,316",,"$46,158",,,"$146,864",,,,
1194616,,LOL (Laughing Out Loud) (2008),,,,,,,,,,,,,,"$12,919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,068",,,,,,,,,,,,,,,,,,,,"$171,945",,"$10,154",,,,,,,,,,,,,,,,,,,,,
3759416,,Asterix and Obelix: Mansion of the Gods (2014),,,,,,,,"$30,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,728",,,,,,,"$1,611,256",,"$39,064",,,,"$45,123",,,,,,,,,,,,,,,,"$258,092",
1827358,,She Monkeys (2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,072",,,,,,,,,,,,,,,,,,,,,,,
3387648,,The Taking of Deborah Logan (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$101,843",,,,,,,,"$212,797",,,,,,,,,,,,,,,,,,,,,,,
1187047,,1½ Knights - In Search of the Ravishing Princess Herzelinde (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$241,499",,,,,,,,,,,,,,,,,,,,,,,
0999872,,Thomas Kinkade's Christmas Cottage (2008),,,,,,"$3,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,811","$7,335",,,,,,,"$4,584",,,,,,,,,,
2261434,,A Five Star Life (2013),"$79,763",,,,,,,,,,,,,,,,,,,,"$306,917",,,,,,,,,,,,,,,,,,,,,,,"$2,198,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$442,736",,,,,,,,,,,,,"$10,740",,,
2170439,,Horrible Bosses 2 (2014),,,"$5,570,886","$1,133,584","$77,576","$551,138",,,"$145,419",,,,,,,"$93,562",,,"$71,940",,,,,,"$323,092","$206,837",,"$122,718",,"$466,622","$2,058,344","$3,673,888",,"$252,244",,,"$295,799","$464,137","$84,723","$271,106",,,"$1,169,841","$1,840,129",,,"$116,866",,,"$64,965","$304,871","$20,524","$324,413",,,"$1,246,806","$394,919",,,"$104,860","$40,105",,,,,,,"$452,919","$416,027",,,"$573,847",,"$2,917,361","$75,819","$663,131","$158,390","$38,909","$735,259",,"$499,715",,,,,,"$719,253",,,"$70,257","$477,352","$1,365,873","$5,674,379","$104,910","$2,037,235",,
0871512,,Disengagement (2007),,,,,,"$8,547",,,,,,,,,,,,,,,,,,,,,,,,,"$407,883","$6,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377057,,Elvis Has Left the Building (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$123,,,,,,,,,,
1911658,,Penguins of Madagascar (2014),"$851,532",,"$12,185,260","$2,718,022","$465,944","$2,832,812","$93,958","$9,404,530","$874,467",,,"$2,207,651","$40,730,000","$2,500,989",,"$447,551",,,"$1,288,607","$296,707",,,,,"$1,631,671","$249,533",,"$299,683","$4,264","$1,977,661","$16,715,466","$13,563,579",,"$770,775",,,"$2,629,593","$1,200,609","$93,713","$1,586,078",,,"$1,886,680","$9,389,988",,,"$129,008",,,"$480,885","$282,070","$527,760","$3,066,150","$18,628,880",,"$4,106,469","$1,524,420",,,"$560,801","$218,725",,,,,"$3,037,909",,"$7,645,500","$2,134,280",,"$346,861","$1,021,431",,"$14,941,202","$212,911","$2,177,705","$493,802","$214,478","$1,344,738","$11,049,815","$5,422,856",,"$2,287,101",,,,"$1,793,259","$577,989",,"$1,925,962","$1,471,629","$2,559,137","$13,527,386","$455,566","$7,089,887","$386,424",
2883434,,Black or White (2014),,,,,,,,,,,,,,,,"$6,249",,,,,,,,,,"$2,487",,,,,,,,,,,,,,,,,,,,,"$2,930",,,,"$21,674",,,,,,,,"$13,104",,,,,,,,,,,,,,,,,,,,"$72,888",,"$118,370",,,,,,,,,,,"$25,076",,,,,
2614684,,'71 (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,259",,"$7,353",,,,,,,"$27,268",,,,,,,,,,,,,"$4,084",,"$1,914",,,,,,,,"$28,664",,,,,,,,,"$7,814",,,,,,,,,,,,"$80,282",,"$25,482",,,,,,,,,"$27,117","$1,567,094",,,,
3007512,,The Water Diviner (2014),"$223,335",,"$12,294,472",,"$22,710","$116,562","$7,429","$98,317","$54,105",,,"$17,476",,,,"$13,378",,,"$13,868",,,,,,,"$58,698",,"$9,457",,"$28,952","$307,534","$123,795",,,,,"$63,726",,"$10,148",,,,,"$1,128,636",,,"$55,235",,,"$17,254","$248,414",,"$57,298","$706,524",,"$124,420","$641,873",,,,"$27,084",,,,,"$94,122",,"$120,506","$382,603",,,"$149,567",,"$942,204",,"$65,303","$15,700",,,"$689,370","$2,868,554",,"$89,556",,"$96,269","$38,181","$178,513","$33,875",,"$5,781,253","$27,649","$357,905","$1,513,842","$29,740",,,
2659190,,Just a Sigh (2013),"$19,416",,,,,"$53,045",,,,,,,,,,,,,,,,,,,,,,,,,"$1,138,650",,,,,,,,,,,,,,,,,,,,,,,,,,"$29,211",,,,,,,,,,,,,,,,,,,,,,,,"$60,410",,,,,,,,,,,,,"$30,068",,,
1355638,,The Rabbi's Cat (2011),,,,,,"$73,927",,"$69,126",,,,,,,,,,,,,,,,,,,,,,,"$4,037,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,372",,,,,,,,,,,,,,,,,,,,,
3316960,,Still Alice (2014),,,"$1,738,632","$366,824",,"$588,978",,"$1,600,362","$4,539",,,"$215,196",,,,"$5,594",,,"$55,948","$803,420",,,,,"$24,503",,,"$27,855",,"$364,968","$890,033","$2,918,944",,"$151,425",,,"$217,048",,"$20,219",,,,,"$453,214",,"$2,087,069",,,,,"$38,356",,,"$708,600",,"$3,088,254","$303,584",,,,"$7,051",,,,,"$118,832",,"$76,128","$418,209",,,,,,"$11,245","$52,883",,"$22,120","$140,058","$696,946","$797,622",,"$524,212",,"$447,659","$1,300,640","$909,254","$51,833",,"$149,590",,"$93,025","$3,482,413","$51,539",,,
0399222,,Let's Be Friends (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,186,830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,918",,,,,,,,,,,,,,,,,,,,,,,,,
1109624,,Paddington (2014),,,"$9,949,121","$1,697,170",,"$4,295,821","$132,739","$1,442,021","$368,033",,,,"$16,790,174",,,"$299,829",,,"$673,138","$1,086,659","$76,271,832",,,"$2,927","$158,007",,,"$194,161",,"$1,062,827","$24,866,814","$16,937,960",,"$520,223",,,"$1,931,768","$301,691","$7,512",,,,"$1,835,535","$6,170,207",,"$6,153,109","$15,665","$6,015",,"$126,428","$136,725","$213,685","$433,151","$2,884,313",,"$2,052,435","$1,475,497",,"$10,583","$1,745,978","$34,078",,,,,"$1,869,318",,"$2,946,047","$958,294",,,"$410,743",,"$8,146,737","$198,157","$900,796","$239,898","$152,704","$828,863","$2,101,543","$5,719,849",,"$3,523,208",,,,,"$151,958",,"$1,105,414","$1,065,332","$1,252,111","$65,034,869","$21,959","$3,527,203",,
2300975,,Jessabelle (2014),"$164,373",,,,,,,"$516,990",,,,"$80,010",,,,,,,,,,,,,,,,,,,,,,,,,"$46,438",,,,,,,,,,,,,,,,"$141,238","$575,069",,,,,,,,,,,,"$141,143",,,,,,,,"$881,861",,"$159,425",,,,,,,,,,,"$132,454","$78,204",,,,,,,"$400,604","$163,262",
4046784,,Maze Runner: The Scorch Trials (2015),"$2,551,164",,"$9,812,639","$657,491","$580,399","$3,006,949","$276,670","$6,937,082","$325,405",,"$1,454,025","$2,024,589","$29,575,097","$1,451,779",,"$190,130",,,"$436,520","$1,718,542",,"$63,846","$50,205",,"$962,420","$94,199",,"$189,051","$5,003","$759,225","$25,362,216","$5,573,737","$529,272","$547,028",,,"$4,560,290","$679,949","$115,274","$783,515",,"$33,945","$1,191,746","$2,842,934","$15,388","$3,382,867","$136,286","$69,860","$456,884","$135,948","$368,150","$148,629","$5,471,489","$9,511,948","$30,127","$4,025,266","$1,684,731",,"$30,806","$1,637,349","$339,099",,,,,"$1,837,281","$3,903,354","$1,047,183","$879,902","$1,138,235","$569,380","$587,397","$7,819,016","$8,901,034","$103,671","$3,274,597","$176,149","$62,071","$1,135,750","$19,066,066","$5,793,258",,"$2,072,233","$530,241","$800,333","$750,217","$6,760,750","$2,583,030","$82,814","$3,120,490","$809,542","$3,025,337","$13,288,343","$108,493","$5,208,364","$1,218,456",
3622120,,Kilo Two Bravo (2014),,,,,"$1,427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,438",,,,,,,,,,,,,,"$13,926",,,,,,,,,,"$9,335",,,,,,,,,,,,,,,,,,,,,,,,,,
1258123,,A Matter of Size (2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,256",,,,,,,,,,,,,,,,,
1567437,,The Voices (2014),,,,"$16,087",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,726,028",,,,,,,,,,,,,,,,,,,"$8,249",,"$6,070",,"$75,311",,,,,,,,,,,,,,,,,,,,,,"$27,537",,,,"$50,217",,,,,,,,"$11,254",,,,,"$176,965",,,,
1517238,,Puzzle (2010),"$21,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,635",,,
2304915,,The Green Prince (2014),,,"$80,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452254,,Clouds of Sils Maria (2014),"$62,632",,"$301,280","$107,175",,"$2,737",,,"$3,410",,,,,,,,,,,,,,,,,,,,,"$45,483","$1,150,090","$553,766",,"$11,855",,,"$40,683",,,,,,,"$180,207",,,,,,,"$8,215",,,"$89,624",,"$43,344",,,,"$15,029",,,,,,,,"$16,927","$6,246",,,"$3,179",,,,,,,,,"$209,284",,,,,,,,,"$12,177",,,,"$13,541",,,
1319716,,It's a Wonderful Afterlife (2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,381",,,,,,,,,,,,,,,,,,,"$25,384",,,,,,,,,,,,,,,,,,,,,
2072220,,Saving General Yang (2013),,,,,,,,,,,,,"$9,680,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235853,,In Your Hands (2010),,,,,,"$31,709",,,,,,,,,,,,,,,,,,,,,,,,,"$118,105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,783",,,,,,,,,,,,"$77,790",,,,
0083465,,Pokrov Gates (1983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,101",,,,,,,,,,,,,,,,,,,,,,,
1925518,,The Protector 2 (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$439,368",,,,,,,,,,,,,,,,"$815,375",,,,,,,,,,,,,,,,,,,,,,,"$308,132",,,,,,,,,,,,"$1,776,546",,,,"$57,906",,,,,
2328813,,Hard to Be a God (2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,265,308",,,,,,,"$5,119",,,,,,,,,,,,,,,,
1216491,,Kill the Messenger (2014),,,"$195,358",,"$11,005",,,,,,,,,,,,,,,,,,,,,,,,,,"$880,209","$107,577",,"$76,699",,,"$26,151",,,"$39,526",,,,"$157,733",,,"$25,221",,,,"$25,827",,"$115,246","$318,698",,,,,,,"$5,431",,,,,,"$17,367",,"$41,998",,,,,"$34,374",,"$43,934",,,"$14,296",,"$426,968",,,,,,"$88,131","$15,924",,,,"$100,454",,,,,
1839642,,The Face of Love (2013),,,,,,,,"$65,310",,,,,,,,,,,,,,,,,,,,,,,"$75,958",,,,,,,,,,,,,,,,,,,,,,,"$96,850",,,"$42,239",,,,,,,,,,,,"$11,091",,,,,,,"$7,494",,,,"$507,992","$630,761",,,,,,,,,,,"$13,140",,"$5,707",,,
2310332,,The Hobbit: The Battle of the Five Armies (2014),,,"$27,021,677","$7,764,609","$124,286","$7,724,872",,,"$1,450,063",,,,"$121,720,000",,,"$1,144,466",,,"$4,099,685",,"$255,138,261",,,,"$1,677,186","$818,160",,"$870,213",,"$5,901,395","$44,170,868","$72,475,097",,"$3,559,726",,,"$4,154,526","$2,196,925","$721,376","$2,161,309",,,"$1,886,651","$15,702,035",,"$13,344,015","$338,924",,,"$421,766","$703,033","$511,374","$6,642,432",,,"$13,629,190","$5,763,627",,,"$4,876,250","$485,706",,,,,,,"$11,973,770","$2,520,033",,,"$2,940,051",,"$23,962,118","$726,374","$4,671,403","$1,176,813","$476,696","$2,169,038","$22,351,681","$19,361,007",,"$13,853,550",,,,"$6,040,646","$3,433,733",,"$8,215,878","$2,842,161","$4,048,970","$61,349,032","$222,735",,,
1020072,,Selma (2014),,,"$1,977,390","$104,697",,"$356,902",,$117,,,,"$28,173",,,,,,,,"$112,852","$52,076,908",,,,"$49,458",,,,,,"$1,957,509","$1,022,841",,,,,"$227,162",,,,,,,"$1,828,365",,,,,,,"$1,554",,,"$438,538",,"$597,921","$236,622",,,$682,"$2,333",,,,,,,"$107,704","$30,958",,,,,,,,,"$3,620","$68,288",,"$198,537",,,,"$54,362",,"$37,769",,,"$49,638",,"$73,760","$3,738,077","$11,714",,,
1809398,,Unbroken (2014),,,"$4,586,030","$94,473",,"$998,491","$8,223","$931,070","$44,848",,,"$39,655","$5,400,000","$120,384",,"$45,575",,,"$69,802","$209,112",,,,,"$64,621","$45,542",,"$76,327",,"$144,612","$4,906,458","$974,197",,"$489,860",,,"$149,036","$27,242","$42,027","$110,865",,,"$180,364","$2,572,666",,,"$56,993",,,"$66,782","$172,125","$82,590",,"$1,822,401",,"$1,092,954","$711,854",,,"$144,275","$19,364",,,,,"$92,925","$104,687","$360,047","$442,032",,,"$146,643",,"$1,260,305","$5,446","$268,365","$32,812","$46,736","$65,353","$1,478,961","$2,601,912",,"$1,170,385",,,,"$344,862","$108,253",,"$136,050","$212,844","$611,928","$2,886,368","$8,066","$275,301",,
2261331,,Black Sea (2014),,,,,,,,,,,,,"$312,686",,,,,,,,"$1,171,559",,,,,"$34,369",,"$5,715",,,,,,"$154,112",,,"$164,174",,,,,,,"$1,268,268",,,"$6,127",,,,"$13,406","$4,359",,,,,,,,,"$11,211",,,,,,,,"$38,771",,,,,"$260,024",,"$63,503",,,"$45,645",,,,"$12,673",,,,,,,"$57,347",,"$62,798","$384,042",,,,
2652092,,The Good Lie (2014),,,,,$64,,,,,,,,,,,,,,,,,,,,,,,,,"$53,636",,,,,,,,,,,,,,,,,"$7,446","$7,083",,,"$34,667",,,"$67,992",,,,,"$1,879","$36,751","$5,283",,,,,,,,,,,"$18,589",,,,"$33,703",,,"$26,778","$63,354","$237,531",,"$27,695",,,,,"$21,495",,,,"$30,190",,,,,
0403935,,Action Jackson (2014),,,"$37,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,745,354",,,,,,,,,,,,,,,,,"$21,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0412796,,When the Road Bends... Tales of a Gypsy Caravan (2006),,,,,,"$14,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,810",,,,
2139555,,Playing It Cool (2014),"$76,851",,,,,,"$4,061","$167,901",,,,"$38,416",,"$101,913",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$539,933",,,,,,,,,,,,"$151,460",,,,,,,,,,"$24,699",,,,,,,,,,,,"$12,053",,,,,,,,,
0458425,,McLibel (2005),,,,$784,,,,,,,,,,,,,,,,,"$4,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,329",,,,
1487931,,Khumba (2013),"$384,137",,,,,"$1,475,329","$53,572","$1,307,482","$190,807",,,,"$5,170,000","$291,794",,"$187,122",,,"$122,062",,,,,,"$172,558",,,,,,"$3,188,655",,,"$39,601",,,,"$259,619",,,,,,"$1,464,486",,,,,,,"$27,657",,,"$1,378,199",,"$1,849,772",,,,,,,,,,"$645,838",,"$1,406,008","$357,108",,,"$338,690",,"$2,073,292","$47,908",,"$100,517","$85,633","$772,761",,"$862,334",,,,,,,"$17,272",,"$472,441","$151,165","$206,117","$828,859","$223,890",,,
2326554,,A Girl Walks Home Alone at Night (2014),,,"$42,955","$15,910",,,,"$4,623",,,,,,,,,,,"$14,302",,,,,,,,,,,,,"$3,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,310",,,,,,,,,,,,,"$4,764",,,,,,,,,"$5,249",,,,,,,
3612616,,Mommy (2014),"$31,924",,,"$11,566",,"$232,050",,,,,,,,"$61,098",,,,,,,,,,,,,,"$5,540",,"$16,118","$8,221,004","$84,246",,"$14,748",,,,,"$1,999",,,,,"$434,479",,,,,,"$5,415","$14,887","$5,998",,,,"$130,742",,,,"$31,414",,,,,,,,"$89,620",,,,"$8,772",,,,,,,"$5,158","$99,708","$80,226",,"$76,074",,,,,,,,,,,,,,
2937898,,A Most Violent Year (2014),,,"$74,882",,,"$145,048",,,,,,,,,,"$4,667",,,,,,,,,,"$1,794",,,,"$57,232","$2,295,240",,,"$29,015",,,"$15,426",,,,,,,,,,"$2,763",,,,"$6,347",,"$15,020","$136,838",,"$48,589",,,,$440,"$4,906",,,,,,,,"$16,768",,,,,"$22,847",,"$9,521",,,,,"$394,295",,"$16,703",,,,"$11,243",,,"$1,455",,"$24,692",,,,,
