imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia/CIS,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0780534,,My Mom's New Boyfriend (2008),"$147,254",,,,,,"$1,605","$1,169,807",,,,"$7,120","$21,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,284,003",,,,,,,,,,"$120,363",,,,,,,"$2,053,515",,,,,,,,,,,,,,,"$49,151",,,,,,"$12,318",,,
0446752,,Full of It (2007),,,,,,,,,,,,,,,,,,,,,"$14,273",,,,,,,,,,,,,,,,,,"$89,878",,,,,,,,,,"$372,791",,,,,,,,,,,,,,,,,,,,"$9,780",,,,,,,,,,,,,,,,,,,,,
0821470,,The City of Violence (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,943",,"$6,128,304",,,,,,,,"$22,194",,,,"$13,809",,,,
0912592,,My Kid Could Paint That (2007),,,"$9,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,444",,,,,,,,,,"$13,966",,,,
0817225,,Secret Sunshine (2007),,,,,,"$9,139",,,,,,,,,,,,,,,,,,,,,,,"$635,518","$3,152",,,"$37,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,190",,,"$18,197",,,,,"$10,856,400","$16,149",,,,,,,,,,,,,,,
0861739,,Elite Squad (2007),"$106,643",,,,,"$50,675","$2,033","$12,109,093",,,"$31,844","$12,857",,"$9,717",,,,,,"$52,403",,,,,,,,,"$97,093","$63,388","$39,736",,"$28,755",,"$17,728",,,"$17,501","$228,296",,,,,"$7,701",,,"$27,423",,"$70,405",,,,"$93,542",,,"$75,845",,,"$8,655",,,"$375,999",,,,,,,"$14,864",,,,,$818,"$700,810","$230,000",,,,,,,"$9,467",,,"$225,000","$10,405","$31,708",,
0857355,,The Year My Parents Went on Vacation (2006),,,,,,"$61,062",,"$1,613,004",,,,"$1,578",,,,,,,,,,,,,,,,,"$183,735",,"$7,652",,,,,,,,"$384,887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$123,551",,,,,,,,"$35,784",,,,,,,
0388182,,King of California (2007),"$72,016",,,"$14,298",,,,,,,,"$13,204",,,,,,,,,,,,,,,,,"$121,140","$143,683","$36,681",,,"$2,158",,,,,"$300,080",,,,,,"$12,128",,,,,,,,,,,,,,,,,"$18,087",,,,,,,,,,,,,,,,,,,,,,,"$43,850",,,,,
0415965,,Martian Child (2007),"$33,556",,"$13,727","$40,416",,,"$4,121","$82,892",,,,"$21,749",,,,,,,,,"$7,500,310",,,"$52,215",,,,,"$59,298","$63,706",,,,,,,,"$43,617",,,,,,,"$1,446",,,"$57,447","$423,801",,,,,,,,,,,"$35,457",,"$25,745","$85,965",,,,,,,,,"$58,528",,"$136,564","$282,607",,,,,,"$189,447","$34,764","$62,110",,"$43,226",,,,,
0765429,,American Gangster (2007),"$793,526",,"$10,687,526","$1,655,299",,"$2,313,696","$9,523","$3,106,373","$180,422",,"$383,989","$254,400",,"$268,278","$254,238",,"$69,500","$549,025","$605,217","$2,187,509",,,"$33,266","$53,246","$93,748","$125,048",,"$606,476","$10,753,130","$10,990,851","$2,354,779",,"$457,653","$536,329","$158,069","$631,724","$347,173","$617,082","$15,520,131",,"$10,268,365",,,"$110,385","$132,463","$70,342","$164,845","$156,466","$3,361,972",,"$395,769",,"$2,658,544","$832,122","$43,168","$1,936,444",,"$6,070","$164,167","$151,381","$1,452,179","$1,404,196",,,"$212,178","$1,495,012",,"$57,629","$501,580","$121,145","$141,847","$797,557","$896,482","$2,922,636","$14,529,675","$1,873,720","$2,555,668",,,,"$592,380","$282,398","$1,363,862","$345,900","$520,146","$19,890,424","$86,771","$450,237","$47,434",
0389790,,Bee Movie (2007),"$1,481,104",,"$13,652,455","$2,043,594",,"$3,373,406","$42,383","$7,123,249","$37,628",,"$993,374","$673,669",,"$1,152,203","$415,645",,"$151,826","$725,755","$591,081","$2,179,932",,,"$3,160","$307,373","$76,532","$75,942",,"$702,000","$11,678,354","$9,525,697","$1,826,305",,"$802,078","$937,691","$198,931","$187,218","$383,992","$2,428,828","$9,595,892",,"$2,182,194",,,"$172,841","$112,945",,"$420,378","$788,833","$8,431,629",,"$654,546",,"$4,525,904","$1,444,711","$9,640","$3,930,645",,,"$474,581","$322,840","$4,621,610","$3,348,227",,,"$140,123","$7,710,322",,"$44,244","$1,160,396","$155,473","$315,439","$1,396,632","$1,399,096","$7,832,889","$11,133,015","$3,801,842","$2,040,199",,,,"$630,447","$126,883","$3,040,000","$998,081","$827,994","$18,416,598","$59,702","$820,204","$24,659",
0444778,,Citizen Dog (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,367","$90,900",,,,,,,,
0292963,,Before the Devil Knows You're Dead (2007),"$595,095",,"$1,539,246","$179,600",,"$220,208",$809,"$434,515",,,,"$98,974",,"$47,436","$9,062",,,"$6,669",,,"$7,084,227",,,,,,,,"$1,213,804","$1,041,122","$876,347",,"$29,697",,"$7,103",,,,"$4,648,889",,"$390,034",,,,"$11,014",,,"$52,877","$703,228",,,,"$104,980","$130,047",,"$13,388",,,"$73,326",,,"$95,219",,,,"$180,023",,,,"$5,826",,"$22,672",,"$31,706","$3,620,899","$66,651","$203,823",,,,"$5,700",,"$53,607","$106,300","$50,225","$898,096","$27,654","$158,368",,
0401383,,The Diving Bell and the Butterfly (2007),"$105,015",,"$994,798","$270,214",,"$86,189","$14,254","$429,100",,,,"$13,431",,,,,,"$6,690",,"$205,324",,,,,,,,"$115,788","$2,399,100","$2,090,635","$47,524",,"$126,779","$5,556","$1,752",,,,"$750,003",,"$1,395,213",,,"$32,398",,,"$19,236",,"$351,504",,,,"$300,046","$284,061",,"$326,753",,,"$7,937",,,"$11,214",,,"$6,235","$140,144",,"$9,398","$51,620",,,"$46,984",,"$174,560","$356,647","$299,062","$118,160",,,,"$161,530",,"$127,606",,"$2,469","$1,820,554","$3,306","$68,100",,
0477348,,No Country for Old Men (2007),"$1,002,429",,"$5,625,870","$783,607",,"$1,894,104","$1,773","$2,414,268","$80,700",,"$215,789","$381,610",,"$340,100","$168,167",,"$39,081","$445,077","$506,000","$1,030,210","$74,283,625",,"$15,737","$60,180","$35,187","$76,828",,"$890,360","$9,057,277","$6,469,800","$1,573,989",,"$438,968","$331,045","$161,573",,"$31,056","$936,994","$8,979,650",,"$3,316,927",,,"$82,598","$39,369",,"$126,702","$10,554","$1,814,834",,"$165,527",,"$2,160,513","$793,853","$5,545","$1,849,994",,,"$213,368","$29,552","$919,082","$1,071,673",,,"$135,533","$1,304,967",,"$48,196","$103,479","$59,280","$122,876","$226,075","$219,593","$570,944","$10,785,397","$1,821,872","$2,258,973",,,,"$75,211","$103,544","$549,295","$25,558","$213,939","$14,187,286","$147,754","$298,892","$15,503",
0799934,,Be Kind Rewind (2008),"$50,631",,"$920,837","$310,639",,"$54,601","$4,645","$212,242",,,,"$11,456",,"$6,069",,,,"$19,982",,,,,,,,,,"$195,759","$4,538,459","$1,151,880","$132,771",,"$340,309","$27,508","$54,047","$27,010",,"$155,015","$220,443",,"$712,255",,,,,,,"$62,342","$358,400",,,,"$194,963",,,"$146,812",,,,,,,,,,"$152,907",,,"$105,687",,,"$37,744",,"$216,970","$561,516","$283,547","$230,216",,,,"$9,047","$11,211","$77,467",,,"$7,650,502",,"$158,353",,
0496328,,Itty Bitty Titty Committee (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0790706,,Crazy Love (2007),,,"$56,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0439123,,Azur & Asmar: The Princes' Quest (2006),,,,,,,,"$1,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$636,,,,,,,,,,,,,,,,,,"$9,436",,,,,,,,"$51,413",,,,,,,,,,,,,,,,
0426931,,August Rush (2007),"$70,284",,"$654,865","$146,262","$15,924","$187,484","$9,596","$562,561",,,,"$53,751","$218,988",,,,,,,,,,,,,,,,"$577,947","$1,362,208","$76,062",,"$208,177",,"$19,574","$6,719","$86,009","$72,453","$1,462,687",,"$6,736,708",,,"$41,676","$31,896",,"$9,154",,"$1,681,783",,,,"$130,809",,,,,,"$72,251",,,"$151,493",,"$10,183",,,,,"$76,644",,,"$309,373",,"$12,979,486","$274,850",,,,,,"$627,564",,"$108,720",,"$81,395","$1,563,734","$23,133","$1,255,566",,
0445336,,"You, the Living (2007)","$20,807",,"$61,102",,,"$49,869",,,"$1,346",,,,,,,,,,,"$56,571","$21,438",,,,,,,"$59,366","$126,694","$486,008","$26,675",,,,,,,,"$46,914",,,,,,,,,,"$12,611",,,,"$12,513",,,"$333,517",,,,,,"$2,911",,,,"$76,590",,,,,,,,"$3,198","$43,482","$205,304",,,,,,,,,,"$193,983",,,,
0891527,,Lions for Lambs (2007),"$509,908",,"$2,238,686","$284,934","$42,634","$418,166","$16,882","$1,825,530","$65,315","$186,383",,"$1,377,354",,"$171,337","$73,337",,,"$64,175","$104,699","$358,240",,"$46,232","$25,905","$85,544","$62,022","$35,522",,"$71,439","$2,998,698","$2,973,386","$618,753",,"$404,035","$77,799","$25,437","$148,564","$163,500","$166,578","$8,321,849","$12,319","$5,959,156","$14,561","$99,859","$16,103","$22,940","$19,122","$20,145","$89,741","$2,432,435",,,,"$269,522","$233,699","$10,710","$369,672","$9,669",,"$123,982","$168,110","$307,236","$506,336","$122,598","$11,232","$85,480","$591,430","$234,860","$36,994","$254,403","$23,366","$58,368","$158,589",,"$1,085,357","$6,569,116","$215,310","$892,207",,,,"$328,534","$235,516","$536,736","$92,929","$195,942","$3,154,503","$65,850","$211,206",,
0486583,,Fred Claus (2007),,,"$3,594,743","$266,325",,"$23,693","$33,092",,,"$46,262",,,,"$139,857",,,,,,,,,"$23,822",,,,,,"$62,447","$388,385",,,,,"$65,038",,"$89,911",,"$288,393",,,,,,"$72,049",,,,"$2,368,708",,,,"$10,310","$254,114","$6,094",,,,"$160,101","$76,136",,"$56,395",,,"$61,192","$536,318",,,"$204,622",,,"$309,772",,,"$520,709",,"$23,822",,,,,,,,"$188,756","$13,344,768",,"$742,531",,
0442933,,Beowulf (2007),"$904,033",,"$6,836,212","$1,156,233",,"$1,505,872","$76,862","$4,392,479","$252,983","$87,153",,"$675,440",,"$626,664","$130,542",,,"$254,814",,"$630,639",,,"$65,861","$224,175","$129,001","$29,452",,"$304,339","$3,640,000","$5,761,508","$1,344,420",,"$1,134,834","$426,011","$314,823","$1,540,779","$657,798","$510,197","$5,072,906",,"$7,148,122",,,"$106,371","$56,884",,"$126,799","$890,480","$5,652,941",,,,"$1,226,583","$1,073,011","$34,788","$976,850",,,"$453,492","$1,616,173","$1,316,117","$1,207,715",,,"$140,379","$9,093,876",,"$62,045","$939,168","$121,689","$236,999","$716,809",,"$7,236,552","$7,169,936","$637,086","$686,002",,,,"$2,577,177","$1,481,449","$2,450,993","$725,716","$685,694","$14,815,632","$30,423","$747,257",,
0457419,,Mr. Magorium's Wonder Emporium (2007),,,"$5,252,504","$119,696",,"$350,117",,"$2,836,083",,,,,,,,,,"$158,795",,"$512,477",,,"$14,288",,,,,"$134,560","$1,050,401","$1,246,585","$102,406",,"$198,140",,"$17,354",,,,"$2,466,591",,"$3,230,383",,,"$28,951","$9,818",,"$16,284","$233,350","$1,285,173",,,,"$764,466","$431,211","$5,016","$381,143",,,,"$93,591","$168,066","$92,125","$203,878",,"$37,354","$1,699,698",,,"$302,923","$25,779",,"$192,298",,"$4,067,103","$2,371,539","$500,884","$147,336",,,,"$195,077","$154,174","$873,556","$317,461","$124,274","$4,507,478",,,,
0484740,,Love in the Time of Cholera (2007),"$603,059",,"$205,747","$124,075",,"$106,811","$72,599","$1,449,796","$35,645","$431,194",,"$383,805",,"$1,647,262","$83,128",,,"$81,216",,"$615,134",,"$59,945",,"$220,123",,,,"$38,026","$423,158","$1,501,681","$536,078",,"$50,517","$280,364","$5,678",,,,"$5,462,115","$4,179","$252,141",,,"$14,041","$50,304","$13,667","$42,036",,"$4,325,410",,,,"$53,096","$192,763",,"$102,749",,,"$422,645",,"$416,210","$362,803",,,"$73,594","$168,808",,"$45,100","$15,235","$13,299",,"$72,593",,,"$4,202,408","$31,802","$140,661",,,,,"$21,765","$237,587",,"$46,360","$731,049","$152,015","$346,793",,
0405336,,Southland Tales (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,707",,,"$81,028",,,,
0988102,,Darfur Now (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0284363,,I Served the King of England (2006),"$69,163",,"$180,303","$11,300",,"$6,228",,,,,,,,"$26,634","$26,995",,,"$4,166,741",,,"$617,403",,,,,,,,"$40,124","$292,814",,,"$11,671","$145,359",,,,,,,,,,,,,"$6,363",,,,,,,"$118,221",,,,,,,"$406,602","$28,223",,,"$10,132","$110,000",,"$3,777",,"$274,582","$26,412",,,"$29,036","$621,209",,,,,,"$43,832",,,,,"$1,407","$9,411","$35,268",,
0780608,,Smiley Face (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$169,984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0488478,,12 (2007),,,,,,,,,"$9,951",,,,,,,,,"$22,747",,,,,,,,,,,,,"$11,979",,,$53,,,,,"$134,299",,,,,,,,,,,,,,"$3,279",,,,,,,,,,,,,"$6,813,177",,,,"$3,332",,,,,"$98,568",,,,,,"$18,838",,,"$296,110",,,,,,
0995829,,XXY (2007),"$588,086",,,"$18,951",,"$5,136",,"$98,720",,,,"$22,871",,,,,,,,,,,,,,,,,"$355,783","$373,318",,,,,,,,,"$432,690",,,,,,,,,,"$98,780",,,,,,,"$54,272",,,,,,,,,,,,,,,,,,,"$335,975",,"$114,752",,,,"$13,142",,,,,"$122,577","$45,482",,,
0792966,,Blame it on Fidel (2006),"$38,824",,,,,,,"$693,000",,,,,,,,,,,,,,,,,,,,,"$206,541",,,,,,,,,,,,,,,,,,,,"$46,063",,,,,,,,,,,,,"$18,465",,,,,,,,,,,,,,,,,,,,,"$60,929",,,"$128,356",,,,
0884328,,The Mist (2007),"$428,010",,"$958,752","$72,346","$30,521","$587,258","$16,952","$1,049,890","$26,838","$8,928",,"$203,451",,"$137,915","$36,216",,,,,"$177,055",,,,,"$59,040",,,"$99,700","$282,182","$1,711,682","$607,763",,"$521,094",,"$63,203",,,,"$1,902,311",,"$3,355,677",,"$175,938","$53,635","$15,641",,"$70,523","$93,809","$1,305,429",,,,"$792,379",,,"$84,473","$11,260",,"$133,855","$176,424","$1,534,536","$229,306",,"$54,774","$62,500","$2,769,724",,,"$350,661",,"$43,329","$30,721",,"$3,596,628","$3,502,124","$233,669","$333,449","$109,224","$224,225",,"$525,544","$467,605","$672,374","$192,541","$152,063","$1,079,390","$5,314","$455,412",,
0461770,,Enchanted (2007),"$2,862,455",,"$11,770,129","$1,829,495",,"$2,659,168","$162,496","$5,307,562","$109,883","$168,912",,"$1,426,461",,"$1,825,730","$92,283",,,"$141,083",,"$1,759,450","$127,807,262",,"$43,898","$640,140","$54,582","$113,492",,"$673,594","$23,285,573","$12,189,382","$468,114",,"$3,593,467","$878,892","$145,739","$246,751","$530,896","$1,330,191","$10,816,852",,"$27,600,440",,,"$164,907","$148,390",,"$98,989","$1,585,800","$13,195,233",,,,"$2,303,790","$1,221,492","$22,271","$2,188,485",,,"$789,111","$1,129,931","$3,050,486","$1,087,947",,,"$122,244","$5,869,783",,"$19,678","$2,126,303","$20,565","$74,010","$1,350,585",,"$2,953,144","$12,232,703","$3,131,449","$2,014,722",,,,"$2,515,098","$944,813","$586,588","$587,984","$606,766","$33,741,022","$124,982","$2,436,832",,
0465494,,Hitman (2007),"$188,585",,"$3,866,723","$970,626","$108,226","$991,615","$14,708","$1,272,397","$134,328","$217,147",,"$98,485",,"$214,890","$76,133",,,"$133,649","$211,274","$1,215,600",,"$121,467","$68,519","$104,765","$117,503","$101,028",,"$308,573","$6,953,533","$6,072,980","$679,728",,,"$316,122","$159,552","$147,031","$464,201","$288,096","$1,977,980","$69,454","$1,358,681","$118,926","$335,847","$143,597","$70,235","$100,124","$193,449","$610,331","$2,412,009",,,,"$810,244","$756,791","$44,488",,"$48,407",,"$103,752","$653,108","$891,018","$656,765","$665,155","$120,780","$145,473","$4,786,500","$986,265","$31,180","$469,684","$83,155","$96,314","$702,662",,"$1,193,442","$3,180,289",,"$801,277",,,,"$354,506","$914,716","$650,134","$498,413","$643,166","$7,523,101","$14,268","$634,805","$120,649",
0937375,,This Christmas (2007),,,,,,,,,,,,,,,,,,,,,,,"$17,784",,,,,,,,,,,,,,,,,"$70,521",,,,,,"$97,215",,,,,,,,,"$51,620",,,,,,,,,,,,,,,,,"$200,685",,,,,,,,,,,,,,"$173,786",,,,
0804516,,P2 (2007),,,,,,"$74,781","$11,632","$186,069",,"$30,093",,"$41,312",,,,,,,,,,,,,"$57,186",,,,"$284,211",,,,,,"$9,250",,,,"$144,854",,,,,,"$23,594",,,"$93,728","$732,996",,,,,,,,,,"$92,851","$25,662",,"$70,458",,,,"$357,621",,,"$18,282",,,"$21,036",,,"$705,835",,,,,,"$79,153","$56,138",,,"$203,441","$141,787",,"$309,252",,
1024943,,Om Shanti Om (2007),,,"$378,711",,,"$26,373",,,,,,,,,,,,,,,"$3,597,372",,,,,,,,,,,,,,,"$26,919,459",,,,,,,,,,,,"$95,339",,,,,,"$113,693",,,,,,,,,,,,,,,"$220,243",,,,,,,,,,,,"$6,216",,,,,"$2,622,627",,,,
0211933,,Awake (2007),"$274,878",,,,"$12,073","$124,633",,"$1,397,349",,,,"$70,689",,"$26,406",,,,,,,,,,,"$25,014",,,,,,"$160,764",,"$106,856",,"$6,976",,,"$73,652","$924,096",,,,"$99,049",,"$29,402",,,"$94,645","$1,850,133",,,,,,,,"$12,025",,"$127,072",,"$1,045,482","$299,208",,"$37,279","$158,020","$1,100,265",,,"$66,112",,,"$126,328",,"$3,270,139","$1,513,431",,,,,,"$538,074","$57,085","$818,121",,"$86,038","$3,105,437",,"$716,133",,
0385752,,The Golden Compass (2007),"$1,421,819",,"$13,836,055","$2,217,417","$28,581","$3,543,181","$91,588","$6,824,122","$294,510","$665,941",,"$849,398","$4,928,803","$967,992","$167,911",,,"$884,673",,"$3,551,858",,,"$51,886","$416,273","$32,612","$96,192",,"$1,307,331","$25,517,238","$21,639,119","$3,304,681",,"$1,897,656","$631,745","$332,262","$1,511,303",,"$813,141","$13,784,599",,"$33,501,399",,,"$194,482","$87,950","$155,255","$178,525","$1,749,312","$10,500,139",,,,"$4,076,792","$1,791,251","$29,645","$3,554,864",,,"$443,977","$1,384,067","$2,248,324","$1,601,873","$543,151",,"$224,301","$8,096,945",,"$71,737","$1,993,950","$236,028","$192,426","$1,158,400",,"$22,500,000","$19,180,460","$4,504,480","$3,735,217",,,,"$2,132,208","$2,209,600","$2,827,665","$944,886","$429,769","$53,198,635","$55,558","$430,814",,
0480249,,I Am Legend (2007),"$2,075,757",,"$21,160,195","$3,294,859",,"$5,130,391","$112,798","$10,570,710","$124,694","$178,028",,"$1,294,576",,"$1,498,851","$232,048",,,"$615,806",,"$3,443,353",,,"$130,807","$390,664","$325,690","$102,995",,"$1,048,511","$25,045,319","$25,290,675","$3,245,220",,"$2,791,588","$806,816","$270,036","$2,232,034","$1,381,969","$695,097","$21,020,300",,"$40,268,674",,,"$129,388","$113,880",,"$193,908","$2,011,055","$13,390,139",,,,"$6,053,468","$2,835,531","$93,276","$2,988,309",,,"$794,459","$1,509,056","$2,029,623","$2,157,257",,,"$215,650","$9,223,695",,"$67,556","$2,209,266","$151,368","$132,279","$1,804,583",,"$17,202,365","$19,274,927","$1,752,612","$3,174,297",,,,"$4,421,255","$2,658,824","$2,649,122","$225,037","$1,155,471","$51,672,734","$130,217","$1,817,974",,
0952640,,Alvin and the Chipmunks (2007),"$833,808",,"$16,185,245","$1,600,693","$126,534","$2,924,396","$116,423","$6,231,924",,"$786,138",,"$791,700",,"$1,098,565","$117,545",,,"$365,778","$422,104","$2,974,070",,"$89,040","$65,097","$589,582","$115,851","$54,916",,"$658,510","$9,043,325","$11,642,590","$416,248",,"$571,180","$485,347","$225,252","$129,746","$422,956",,"$5,481,266","$123,505","$383,728","$52,441","$220,235","$148,602","$35,477","$144,959","$226,613","$879,309","$12,193,056",,,,"$4,303,169","$2,362,134","$30,833","$3,184,312","$11,561",,"$811,121","$636,128","$2,246,736","$815,548","$1,468,852","$111,684","$171,166","$2,718,170","$1,226,844","$50,886","$1,981,081","$68,921","$366,574","$1,000,576",,"$3,709,467","$9,185,192","$3,344,967","$1,816,845",,,,"$787,992","$442,588","$439,037","$236,414","$375,968","$23,615,904","$122,472","$1,335,237","$73,439",
0757361,,Margot at the Wedding (2007),,,"$142,202",,,"$19,921",,,,,,,,,,,,,,"$12,940","$1,959,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,882",,"$51,540",,,"$17,053",,,,,,,,,,,,,,,,,,,"$337,639","$96,756",,,,,,,"$42,599",,"$27,663","$186,541",,,,
0368794,,I'm Not There (2007),"$11,127",,"$727,305","$206,614",,"$78,043",,"$158,389",,,,,,,,,,,,"$169,560","$4,017,609",,,,,,,"$7,611","$1,038,905","$1,261,480","$65,743",,"$31,458","$3,510","$18,627",,,,"$955,777",,"$297,124",,"$17,027",,"$10,528",,"$5,733",,"$65,203",,,,"$196,911","$188,151",,"$148,119",,,,,,"$74,045",,,,,,,,,"$19,747",,,"$116,744","$128,426","$482,069","$207,094",,,,"$31,926",,"$25,033",,"$2,248","$896,230",,,,
0277327,,As Far as My Feet Will Carry Me (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$801,622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,986",,,,,,,,,
0775529,,The Savages (2007),"$120,051",,"$674,696",,"$1,688","$26,704",,"$129,644",,,,,,,"$3,874",,,,,,,,,,,,,,"$153,752","$400,592",,,"$55,683",,,,,"$40,769","$498,767",,,,,,,,,,"$128,104",,,,,"$11,667",,"$62,005",,,,"$8,280","$10,358",,"$4,076",,,,"$14,458",,"$20,943",,"$5,009",,,,"$989,819","$54,517",,,,,,,,,"$4,530","$586,027",,"$24,126",,
0464141,,The Orphanage (2007),"$752,899",,"$633,721","$86,275",,"$91,533","$46,802","$356,916",,"$50,104",,"$733,144",,,"$12,763",,,"$187,693",,"$396,408",,,,,,,,"$491,912","$2,099,482","$947,373","$1,401,772",,"$59,280","$24,283","$49,950",,,,"$2,036,551",,,,,"$37,268",,,"$38,707","$94,366","$11,469,803",,,,"$111,421","$12,002",,"$232,661",,,"$503,678",,"$1,546,476","$76,300",,,"$14,233","$2,419,758",,,"$184,612","$61,609","$25,553",,,"$1,181,233","$37,725,830","$526,850",,,,,"$170,906","$10,519","$68,102",,,"$3,394,112","$51,839","$953,402",,
0467406,,Juno (2007),"$474,042",,"$10,951,850","$1,546,331",,"$1,052,164",,"$3,653,125","$17,002","$31,348",,"$244,333",,"$320,829","$108,451",,,"$54,757",,"$1,061,574","$143,495,265",,"$11,891",,,,,"$780,431","$7,860,919","$9,131,521","$514,809",,"$555,337","$93,196","$80,270","$125,306",,"$733,986","$3,352,339","$23,528","$1,329,749",,,,"$11,672","$22,474",,"$17,136","$5,148,763",,,,"$1,013,419","$1,460,712","$6,586","$559,639",,,"$100,792","$82,296","$965,400","$529,529","$178,860",,"$86,005","$764,985","$416,950","$17,480","$278,874",,"$116,459","$389,224",,"$449,290","$8,237,494","$1,274,331","$1,746,565",,,,"$474,830","$46,358","$356,135","$14,284","$170,608","$19,223,794","$95,820","$511,564",,
0438859,,Goodbye Bafana (2007),"$14,099",,,,,,,"$70,462",,,,"$5,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$303,835",,,,,,,,,,,,,"$79,716",,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,651",,,,,,,,,
0765120,,My Blueberry Nights (2007),"$226,167",,"$35,224","$291,124",,"$364,644",,"$1,210,055","$32,660",,,"$11,036","$1,398,408","$39,395",,,,"$79,818",,,,,,,,,,"$185,906","$3,300,000","$1,959,913","$459,578",,"$398,546","$81,623",,,,,"$669,987",,"$4,290,207",,,"$72,568","$45,450",,"$57,310",,"$357,465",,"$37,018",,"$141,365",,,"$18,277",,,"$68,651",,"$226,975","$333,914",,,"$28,023","$532,000",,,"$62,202","$51,283","$22,315",,,"$1,001,535","$1,160,112","$55,372","$331,910","$98,277","$250,418",,"$191,788","$50,885","$239,670","$7,164","$10,842","$553,574","$24,001","$75,741",,
0064816,,The Swimming Pool (1969),,,,,,,,,,,,,,,,,,,,,"$211,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,989",,,,
0413879,,Cake (2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,999",,"$8,648","$146,886",,,,,,,,,,,,,"$95,225",,
0381392,,Ma mère (2004),,,,"$25,274",,,,,,,,,,,,,,,,,"$71,616",,,,,,,,"$1,052,260","$97,160",,,,,,,,,"$61,579",,,,,,,,,,"$35,447",,,,,,,,,,,,,"$21,547",,,,"$23,368",,,,,,,,,,,,,,,"$14,285",,"$15,456",,,"$35,514",,,,
0396190,,Return to Sender (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,720",,"$11,821",,,"$9,286","$30,407",,,,,,,,,,,,"$17,363",,"$33,194",,,,"$110,000",,,"$61,859",,,"$19,308",,"$28,605",,,,,,,,,,,,,,,,
0937237,,Redacted (2007),"$1,841",,,,"$1,090","$17,223",,,,,,,,,,,,,,,"$65,388",,,,,,,,"$363,766",,,,,,,,,,,,,,,,"$4,599",,,,,,,,$931,,,,,,,,,"$50,932",,,,"$15,391",,,,,,,,,"$158,535","$7,959",,,,,,,"$38,894",,"$14,563","$40,329",$661,,,
