imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia/CIS,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0780492,,Canvas (2006),,,"$5,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0484877,,Wedding Daze (2006),,,,"$281,663",,"$179,284",,,,,,,,,,,,"$16,253",,,,,,,"$4,947",,,,,"$775,711","$196,139",,"$96,961",,"$50,971",,,,,,,,,,"$67,132",,,,"$2,123,900",,,,"$191,137",,,,,,,"$81,742",,"$93,460",,,,"$894,962",,,"$72,915",,,,,"$198,390","$789,586",,,,,,"$43,393",,"$145,539","$277,659","$68,772","$4,841,890",,,,
0780622,,Teeth (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$382,565",,,,"$169,552",,,,,,"$394,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,467",,"$17,541",,,$933,,,,,,,"$16,498","$26,568",,,,"$945,588",,,,
0494652,,"Sweet Carolina, Roscoe Jenkins (2008)",,,,,,,,,,,,,,,,,"$37,442",,,,,,"$18,933",,"$46,860",,,,"$52,395",,,,,,,,,,,,,,,,"$42,923","$76,631",,,,,"$287,406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$529,847","$126,464",,,,
0770752,,Fool's Gold (2008),"$131,484",,"$4,945,729","$909,888",,"$553,082","$13,411","$775,684","$137,649","$58,699",,"$86,500","$1,880,542","$129,716","$126,308",,,"$67,218",,,,,"$39,379","$46,810","$97,155","$86,561",,,"$453,952","$2,764,004","$787,307",,"$140,540","$418,924","$64,143","$69,518","$199,459","$552,245","$1,013,544",,"$24,178",,"$148,267","$130,928","$70,995",,"$95,143","$118,840","$1,283,730",,,,"$813,348","$356,776","$19,144","$232,379",,,"$171,634","$378,451","$609,844","$896,354",,,"$240,458","$4,016,528",,"$63,755","$266,748","$76,748","$58,803","$956,530",,"$406,710","$2,959,860","$307,124","$708,693",,,,"$254,693","$282,593","$506,788","$399,146","$448,458","$4,753,969","$24,881","$485,492",,
0892375,,U2 (2007),"$140,453",,"$990,192","$206,496",,"$393,906","$11,671","$372,881",,,,"$46,583",,,"$95,465",,,"$28,522",,,,,,,,"$37,024",,,"$178,181","$418,728","$81,675",,,,"$13,163",,,,"$182,003",,,,,"$39,120",,,"$33,116",,"$436,933",,,,"$32,595","$133,449",,,,,,,"$288,648","$259,483",,,,,,,,,"$45,271",,,,"$429,856",,,,,,"$25,087",,,,,"$1,447,732","$43,539",,,
0460766,,Deep Water (2006),,,"$229,740",,,,,,,,,,,,,,,,,,"$271,143",,,,,,,,,,,,,,,,,,"$15,374",,,,,,,,,,,,,,,"$86,403",,,,,,,,,,,,,,,,,,"$2,158",,,,,,,,,,,,,,"$122,384",,,,
0945356,,The Art of Negative Thinking (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$723,,,,,,,,,
0489099,,Jumper (2008),"$641,845",,"$8,301,391","$1,040,818","$87,597","$2,016,482","$48,220","$4,552,737","$236,534","$536,357",,"$394,341",,"$901,716","$88,133",,,"$303,605","$364,379","$1,253,483",,"$107,583","$68,386","$210,794","$196,328","$157,099",,"$370,735","$10,688,551","$6,258,666","$844,093",,"$1,438,941","$529,263","$111,081","$444,516","$1,104,195","$296,003","$4,435,948","$94,561","$16,939,118","$82,563","$287,630","$141,702","$57,271","$124,602","$198,773","$1,610,869","$6,347,620",,,,"$2,142,938","$1,333,957","$48,103","$1,292,159","$28,008",,"$438,153","$1,722,746","$1,065,828","$1,144,165","$877,173","$100,006","$226,824","$8,107,211","$1,113,620","$72,956","$1,512,520","$70,301","$65,374","$875,373",,"$11,157,155","$10,448,873","$1,690,835","$843,038",,,,"$2,396,627","$2,105,504","$461,111","$561,842","$689,413","$17,042,293","$42,858","$1,266,493","$101,999",
0807054,,It's a Free World... (2007),,,"$24,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,159",,,,,,,,"$3,762",,,,,,,,,,,,,,,,
0832266,,"Definitely, Maybe (2008)",,,"$4,168,132","$352,093",,"$138,908","$13,496","$1,130,879","$19,319",,"$149,997","$32,040",,"$69,971",,,"$23,453",,,"$48,155",,,"$16,850","$45,711","$69,636","$61,853",,,"$670,562","$1,319,099","$147,807",,,"$522,454","$44,918",,,,"$134,760",,,,,"$71,965","$85,754","$14,518","$75,604","$167,407","$925,223",,"$78,918",,"$449,889","$528,504","$10,324","$94,058",,,"$142,111",,"$353,275","$478,560",,,"$154,251",,,,"$526,309",,"$82,415","$391,998","$394,283","$1,189,897","$306,791","$29,144","$491,033",,,,"$348,456",,"$478,024","$618,438","$192,508","$5,672,724","$11,475","$204,701",,
0485851,,The Air I Breathe (2007),"$47,777",,,,,,"$4,450",,,,,,,"$54,905",,,,,,,"$25,775",,,"$13,450",,,,,,,"$36,385",,,,"$1,549",,,,"$87,462",,,,,,,,,,"$759,020",,,,,,,,,,"$47,721","$57,748",,"$74,592",,,,,,,,,,,,"$756,373","$434,009",,,,,,"$86,811",,,,,"$7,058",,"$107,013",,
0443274,,Vantage Point (2008),"$387,184","$38,402","$4,281,938","$366,359","$72,190","$932,450","$28,068","$2,638,827","$117,266","$390,338",,"$273,843",,"$629,760","$44,377","$34,746",,"$108,182",,"$372,624",,"$98,736","$35,441","$101,118","$127,136","$30,593","$17,778","$135,509","$4,523,306","$6,458,915","$833,881",,"$282,179","$180,828","$59,051","$1,484,627","$523,942","$339,462","$1,476,040","$56,916","$8,053,520","$80,273","$197,106","$40,521","$114,369","$91,830","$60,852","$640,296","$2,952,682",,,,"$1,087,846","$466,824","$88,672","$413,989","$20,563",,"$243,737","$723,747","$440,370","$626,873",,"$56,964","$130,266","$2,279,323",,"$17,985","$734,784","$48,954","$68,212","$362,786",,"$6,994,763","$6,721,872","$739,027","$449,207","$130,562","$312,861","$5,784","$1,229,636","$1,101,636","$1,080,920","$237,555","$587,838","$11,552,655","$91,534","$941,321","$71,049",
0416236,,The Spiderwick Chronicles (2008),"$694,010",,"$7,350,921","$425,602",,"$1,638,189","$11,089","$1,987,475","$74,419",,"$441,988","$439,982","$128,612","$505,603","$86,757",,"$58,473","$491,707","$436,620","$434,840",,,"$20,902","$355,410","$29,630","$18,824",,"$263,828","$6,200,845","$3,444,253","$226,783",,"$1,273,795","$256,474","$88,104","$283,670","$496,237","$589,351","$3,505,964",,"$6,129,461",,"$150,994","$44,907","$16,380",,"$82,710","$961,444","$6,584,723",,"$216,309",,"$940,386","$1,025,914","$8,684","$428,238",,,"$418,514","$610,706","$750,398","$614,366",,,"$68,783","$4,138,457",,"$23,889","$862,475","$47,839","$54,013","$379,348","$356,622","$4,165,329","$5,532,022","$695,433","$433,761",,,,"$728,844","$652,117","$576,045","$406,925","$372,671","$20,855,961","$43,959","$1,259,450","$76,840",
1023481,,Step Up 2: The Streets (2008),,,"$8,657,437","$839,049",,"$3,434,617",,,,,,,"$581,378",,"$262,037",,,"$774,595",,"$272,182","$58,017,783",,"$37,692",,"$41,049","$90,180",,"$253,948","$4,485,795","$8,959,609","$1,363,571",,"$1,051,045","$433,525","$146,299",,,,"$5,313,261",,,,,"$164,158","$106,912",,"$293,784","$256,950",,,,,"$4,095,786","$1,447,792","$27,258","$118,775",,,,"$462,753","$3,089,073","$171,682",,,"$121,462","$3,146,297",,"$18,645","$1,043,779","$394,685","$36,884","$1,539,565",,"$6,778,011","$3,223,112","$96,207","$3,351,591",,,,"$579,608","$867,689","$386,000","$162,373","$408,436","$20,955,124",,,,
0449994,,Jodhaa Akbar (2008),,,"$412,981","$3,033",,"$18,357",,,,,,,,,,,,,,,"$3,440,718",,,,,,,,,,,,,,,"$20,737,279",,,,,,,,,,,,"$42,249",,,,,,"$60,857",,,,,,,,,,,,,,,,,,"$126,459",,,,,,,,,"$45,264",,,,,"$2,003,157",,,,
0282599,,Il Mare (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$217,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,076",,,,,,,,,,,,,,,,
0467200,,The Other Boleyn Girl (2008),"$339,213",,"$3,792,878","$392,428","$14,748","$892,458","$2,151","$885,394",,,,"$94,904",,"$107,498","$36,442",,,"$142,540",,"$186,218","$26,814,957",,,,"$7,079","$37,545",,"$120,449","$3,930,131","$1,733,674","$569,998",,"$329,692","$183,073","$9,062","$9,917",,"$291,979","$2,180,712",,"$3,631,190",,,"$137,961","$70,788",,"$122,247","$53,000","$1,798,046",,,,"$602,190","$493,128",,"$225,081","$3,322",,"$77,244","$151,105","$1,054,190","$541,938",,"$12,084",,"$1,950,523",,,"$179,105","$81,705","$69,453","$175,831",,"$4,683,202","$5,865,854","$113,148","$908,294",,,,"$831,567","$94,208","$576,102","$638,912","$64,824","$9,709,885","$16,048","$164,515",,
0839980,,Semi-Pro (2008),,,"$3,890,603",,,,,,,,,,,,,,,,,"$79,440",,,,,,,,,"$425,362",,,,,,"$151,637",,,,,,"$68,677",,,,"$10,303",,,,"$45,546","$118,552",,,,"$542,335",,,,,,"$144,262",,"$50,749","$136,313",,,,,,"$255,421",,,"$53,975",,,,"$65,923",,,,,"$145,940",,"$55,545",,"$105,409","$4,178,812",,,,
0425413,,Run Fatboy Run (2007),"$80,421",,"$3,196,789","$120,658",,,,"$35,136",,,,,,,,,,,,,,,,"$11,872",,,,,"$46,844","$64,492",,,"$97,795",,"$45,544",,,"$18,971",,,,,"$49,746",,,,,"$18,643",,,,,"$228,798","$632,562",,,,,,,,"$30,433",,,,,,,"$38,710",,,"$36,336",,"$15,399","$49,408",,,,,,"$6,173",,,,"$17,724","$22,633,205",,,,
0424430,,Crying Out Love in the Center of the World (2004),,,,,,,,,,,,,"$1,238,018",,,,,,,,,,,,,,,,,,,,"$605,519",,,,,,,,"$72,719,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$272,690",,"$13,806",,,,,,,
0854678,,Taxi to the Dark Side (2007),,,,,,,,"$3,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,892",,,,
0839938,,Out of the Blue (2006),,,,,,,,,,,,,,,,,,,,,"$1,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$723,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,349",,,,
0427582,,The Method (2005),"$343,725",,,,,,$729,,,,,"$21,118",,,,,,,,,,,,,,,,,"$138,346",,,,,,,,,,,,,,,,,,,,"$40,188",,,,,,,"$2,278",,,,,,,,,,,,,,,,,,,"$2,917,250",,,,,,,,,,,,,,,
0772168,,Grace Is Gone (2007),$827,,,"$5,143",,"$22,815",,,,,,"$9,181",,"$9,605",,,,,,,,,,"$16,124",,,,,"$187,858","$71,831","$22,299",,,,,,,"$25,024","$22,037",,"$137,461",,,,,,,,"$142,317",,,,"$2,845",,,,,,"$27,780",$758,,,,,,,,,"$16,134",,,"$31,984",,"$5,935","$198,182",,,,,,"$8,113",,,,,,"$5,486","$59,384",,
0997047,,College Road Trip (2008),,,"$127,682",,,,,,,"$260,776",,,,,,,,,,,,,,"$246,636","$52,628",,,,,,,,,,,,,,"$7,722",,,,"$194,522",,"$68,116",,,,"$2,862,598",,,,,"$223,199",,,,,"$64,707",,,,,,,,,,,,,"$641,090",,,,,,,,,,,,,"$378,784","$810,789",,,,
0443649,,"10,000 BC (2008)","$2,262,479",,"$6,276,216","$1,363,338",,"$2,442,136","$178,173","$5,918,492","$351,361","$178,212",,"$1,222,724","$10,851,097","$2,623,559","$299,318",,,"$580,469",,"$1,629,334",,,"$90,452","$450,968","$430,171","$153,429",,"$436,422","$7,811,232","$8,871,023","$1,825,458",,"$1,602,650","$675,334","$142,117","$3,458,339","$1,035,237","$506,513","$8,188,578",,"$9,522,433",,"$473,122","$238,988","$119,927",,"$307,989","$2,113,562","$17,253,874",,,,"$3,158,256","$1,068,677","$63,740","$1,133,498",,,"$1,026,490","$2,182,342","$1,338,064","$1,306,175","$453,000",,"$385,931","$8,809,289",,"$91,356","$1,435,684","$214,391","$109,294","$682,616",,"$7,570,138","$13,119,769","$1,572,809","$1,447,851",,,,"$2,368,258","$2,004,427","$2,638,274","$902,858","$1,355,277","$11,349,484","$108,127","$2,779,173",,
0200465,,The Bank Job (2008),"$625,583",,"$4,282,460","$327,904",,"$138,529","$5,625","$1,109,932","$157,312","$15,354",,"$51,184",,"$214,865","$90,623",,,,,,"$30,060,660",,,,,,,"$83,779","$4,849,100","$1,561,401","$171,255",,,"$184,075","$32,367",,,,,,"$157,132",,"$125,270",,"$27,654",,,"$81,923","$1,806,999",,,,"$201,277","$378,028","$13,699","$179,419",,,"$179,481","$117,779","$752,672","$121,497",,,"$236,212","$2,857,373",,,"$70,266",,"$39,656","$339,920",,"$2,643,105",,,"$517,946",,,,"$180,757",,"$579,589","$220,519","$351,672","$8,068,923","$42,105","$575,540",,
0483607,,Doomsday (2008),,,,,"$33,271","$134,257",,"$184,371","$11,207",,,,,,,,,"$134,702",,"$77,309",,,,,"$35,035",,,"$63,818","$1,358,980","$82,094","$397,893",,"$279,698",,"$26,859",,,,"$1,413,511",,,"$4,543","$236,099",,"$12,870",,,"$212,232",,,,,"$253,330",,,"$143,156","$23,794",,,"$390,477","$202,280","$28,286",,"$44,046",,"$1,602,364",,,"$291,858",,"$13,442","$46,191",,"$566,777","$277,929","$165,397",,,,,"$85,890","$233,633",,,"$334,468","$2,061,794",,,,
0451079,,Horton Hears a Who! (2008),"$1,253,165",,"$11,262,758","$1,878,480","$100,342","$2,756,850","$81,197","$5,549,407","$151,756","$820,407",,"$629,280",,"$1,339,014","$179,106",,,"$477,500","$525,709","$2,134,794",,"$88,978","$84,138","$600,412","$59,528","$305,929",,"$925,291","$15,469,090","$13,914,992","$663,985","$750,829","$1,051,237","$680,627","$203,526","$312,744","$415,679","$1,325,221","$3,958,990","$75,071","$282,970","$19,615","$260,746","$227,943","$26,024","$126,041","$355,215","$465,572","$7,023,762",,,,"$2,072,468","$1,809,758","$22,988","$1,777,012","$13,496",,"$607,222","$580,089","$2,957,038","$1,419,713","$1,125,434","$78,462","$148,325","$7,413,673","$1,121,661","$58,228","$958,499","$128,691","$193,431","$1,022,212",,"$3,739,423","$11,301,036","$2,045,350","$2,149,220",,,,"$823,514","$192,762","$947,141","$708,116","$444,414","$17,255,430","$114,107","$1,979,815","$20,712",
0808279,,Funny Games (2007),,,"$109,788","$17,003",,"$202,177",,"$20,752",,"$7,807",,,,"$15,021","$34,474",,,"$14,736",,"$14,885","$1,294,919",,,"$7,751","$13,133",,,"$36,666","$1,049,790","$138,325","$330,867",,"$28,994",,"$10,930",,,,"$2,100,005",,,,,"$12,051","$7,033",,"$10,478",,"$265,499",,,,"$66,644",,,"$45,174",,,"$59,923",,,"$74,607",,,"$13,172","$81,529",,,"$68,083","$11,678",,,,"$3,530","$878,081","$30,627",,,,,"$18,321",,"$211,822",,"$35,042","$402,675",,"$203,685",,
0813547,,The Counterfeiters (2007),"$398,205",,"$1,296,678","$1,839,503",,"$81,522",$996,"$249,802",,,,"$107,100",,,"$30,105",,,"$17,726",,"$202,500",,,,,,,,"$10,221","$315,093","$575,105","$84,226",,"$38,995","$5,645",$819,,,,"$349,800",,"$465,960",,,,,,,,"$865,574",,,,"$149,783","$224,806",,"$107,862",,,"$41,851",,,"$71,144",,,,"$8,861",,,,"$6,875","$8,094","$80,122",,"$100,178","$3,871,085","$31,412",,,,,"$21,008","$9,632","$131,230",,,"$1,317,395","$74,550","$134,680",,
0416044,,Mongol: The Rise of Genghis Khan (2007),"$9,398",,"$2,051,044","$85,518",,"$225,998",,"$133,052","$25,939",,,,,"$54,576","$94,319",,,"$108,419",,,,,,,,,,,"$2,419,436","$989,860","$33,365",,,"$69,126",,,,,"$1,325,000",,"$1,042,388",,,,"$49,487",,,"$44,653","$294,573",,,,"$178,998","$212,788",,"$108,205",,,"$120,914",,,,,,,"$6,504,128",,,"$35,486","$24,054",,,,,"$1,290,566",,"$49,584",,,,,"$6,239","$1,036,667","$549,218","$125,662","$1,523,089",,,,
0912599,,War Dance (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,767",,,,,,,,,
0811138,,The Love Guru (2008),,,"$2,118,102","$173,051",,"$41,984",,,,,,,,,,,,,,"$101,899",,,,,"$16,933",,,"$82,043","$107,783","$894,531",,,,,"$64,331",,,,"$143,434",,,,,,"$32,079",,,"$194,896",,,"$82,677",,"$57,563","$397,046",,"$265,404",,,,,,,,,,,,,"$372,292",,,"$20,268","$20,880",,"$126,095","$278,344",,,,,,,,,"$438,626","$2,539,175",,,"$72,327",
0475998,,The Pirates Who Don't Do Anything (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$92,634",,,"$4,297",,,,,"$119,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,430",,,,,
0848557,,Diary of the Dead (2007),"$296,292",,,,,"$38,588","$31,910",,,,,,,,"$32,723",,,,,,"$958,961",,,,,,,,"$1,335,144",,,,,,,,,,,,"$242,607",,,,,,,"$158,158",,,,,,,,,,,"$171,127",,,"$46,032",,,,"$673,177",,,,,,,,,,,,,,,"$151,122","$22,887","$178,529",,,"$851,518",,"$176,083",,
0466816,,Hallam Foe (2007),,,,"$63,515",,"$8,713",,,,,,,,,,,,,,"$29,009",,,,,,,,"$9,726","$451,827","$569,656","$23,474",,,"$2,474",,,,,,,,,,,"$3,023",,,,,,,,"$9,342",,,"$14,248",,,,,,,,,,,,,,,"$3,036",,,"$79,910",,"$3,206",,,,,"$9,544",,,,,"$808,455",,,,
0472160,,Penelope (2006),"$31,922",,,"$48,698",,"$37,209",,,,,,"$4,719",,,,,,"$19,620",,,,,,,,,,,"$944,352","$278,662",,,"$257,644",,,,,,,,,,,,,,,"$27,047","$177,791",,,,"$16,622",,,,,,,,,"$35,610",,,,"$883,660",,,"$69,922",,,,,"$1,334,326",,,,,,,"$97,723","$125,304",,"$137,098","$62,597","$6,496,687",,"$57,061",,
0870090,,City of Men (2007),,,,,,"$55,707",,"$1,321,992",,,,,,,,,,,,,,,,,,,,,"$707,666",,"$16,559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,841",,,,"$19,345",,,"$22,815",,,,,,,,,,,,,,,,,"$85,676",,,,
0462023,,"Romulus, My Father (2007)",,,"$2,084,698",,,,,"$8,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,745",,,,,,"$45,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$86,229",,,,,,,
0386820,,The Trouble with Terkel (2004),,,,,,,,,,,,,,,,,,"$17,795",,,"$51,168",,,,,,,,,,,,,,,,,,"$66,065",,,,,,,,,,,,,,,,,"$166,401",,,,,,,,,,,,,,,,,,,,,,,,,"$1,178",,,,,"$3,396",,,,
0807721,,Jellyfish (2007),"$24,761",,,"$7,567",,"$4,232",,,,,,,,,,,,,,,"$341,221",,,,,,,,"$212,094","$68,581",,,,,,,,,"$226,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,899",,,,,,,,,,,,,"$3,806",,,
0398237,,The District (2004),,,,,,,,,"$1,708",,,,,,,,,,,,,,,,,,,,,,,,,"$198,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0496319,,The Hottest State (2006),,,,,,,,"$13,355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,386",,,,,,,,,,,,"$72,384",,,,,,,,,,,,,,,,
0455805,,Then She Found Me (2007),"$77,002",,"$1,438,126",,,"$94,243",,"$189,253","$9,329",,,"$26,738",,"$10,950",,,,"$51,810",,,,,,,,,,,"$33,000",,"$75,796",,,,,,,"$47,212","$940,111",,,,,,,,,,"$159,322",,,,"$156,443","$431,980",,,,,"$55,510",,,,,,,,,,,"$24,156",,"$12,613",,,"$493,002",,"$61,763","$13,582","$43,660","$4,521",,,,,,"$212,111",,"$46,048",,
0486674,,What Just Happened (2008),,,"$304,421","$70,360",,"$16,390","$2,767",,"$64,109",,,,,,"$26,105",,,,,,"$1,090,947",,,,,,,,,"$231,680","$86,430",,"$84,614",,,,,,"$1,350,455",,,,,,"$20,431",,,,"$45,402",,,,"$1,063","$17,816",,,,,,,"$54,473","$109,964",,,,"$882,969",,,,,"$40,354",,,,"$1,281,684",,,,,,"$78,901","$4,895",,"$116,166","$141,111","$590,148",,,,
0970468,,Miss Pettigrew Lives for a Day (2008),,,"$1,089,700",,"$8,025",,,,,,,,,,,,,,,"$14,081",,,,,,,,"$60,070","$253,892",,"$34,075",,"$80,654","$49,513",,,,"$134,457",,,,,,,"$5,636",,,,,,,,,"$437,833",,"$23,968","$2,202",,,,,"$30,480",,"$9,020",,,,,,,,"$165,704",,"$262,765","$708,956","$3,028","$133,896",,,,"$6,850",,,,"$40,644","$855,790",,,,
0453548,,Snow Angels (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,652",,,,,
0804505,,Married Life (2007),,,"$346,245","$59,208",,,,,,,,,,,,,,,,,,,,,"$10,500",,,,"$149,865","$273,448",,,,,,,,,,,,,"$31,817",,"$13,704",,,,,,,,"$1,370","$114,466",,,,,,,,"$44,318",,,,,,,,,,"$98,578",,,"$90,868",,"$22,750",,,,"$10,469",,,,"$33,713","$79,006",,,,
0089537,,Mala Noche (1986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,132","$18,883","$5,342",,,,,,,,,,,,,,
0419766,,Garçon stupide (2004),,,,,,,,,,,,,,,,,,,,,"$151,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,697",,,,,,,,,,,,,,,
0988108,,The Class (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,088",,,,,,,,,,"$1,029",,,,,,,,,,,,,,
0468569,,The Dark Knight (2008),"$5,480,477",,"$39,880,717","$5,108,788",,"$4,435,611","$403,400","$20,156,555","$325,890","$1,572,416",,"$3,239,830",,"$3,651,300","$552,373",,,"$1,078,226",,"$7,302,163","$534,987,076",,"$182,196","$1,175,373","$709,987","$239,130",,"$3,541,780","$27,514,612","$29,669,980","$3,807,925",,"$7,624,162","$1,378,010","$753,692","$3,650,589","$2,784,330","$2,521,967","$13,871,401",,"$14,697,309",,"$849,132","$218,110","$383,522",,"$160,059","$2,662,579","$24,966,893",,,,"$7,249,858","$4,634,145","$50,134","$6,647,575",,,"$1,451,401","$3,267,510","$3,798,738","$2,163,700",,,"$499,047","$8,589,052",,"$171,844","$3,637,103","$260,188","$278,100","$1,787,300",,"$25,760,568","$16,318,208","$7,332,500","$4,070,124",,,,"$6,749,386","$2,633,488","$3,002,678","$561,607","$2,674,375","$63,139,081","$316,969","$3,488,816",,
0060647,,Made in U.S.A (1966),,,,,,,,,,,,,,,,,,,,,"$95,209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023111,,Never Back Down (2008),,,"$3,055,171","$52,852",,"$97,339","$2,762","$220,000","$30,439",,,,,,,,,,,,,,,,"$36,732","$13,306",,,"$1,092,758","$566,326",,,,,"$31,817",,,,"$2,084,584",,,,"$104,540","$19,182","$23,618",,"$14,087",,"$331,144",,,,"$11,542","$337,430",,"$83,870",,,"$42,229","$59,877","$200,963",,,,"$38,991","$760,517",,,"$97,752",,,"$64,872",,"$751,298","$1,628,270",,,,,,,"$190,524","$69,335","$12,599","$271,048","$4,281,726",,"$97,009",,
1032854,,Terror's Advocate (2007),,,,,,"$48,812",,"$18,886",,,,,,,,,,,,,,,,,,,,,"$820,205",,,,,"$1,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,096",,,,,,"$5,031",,,,"$46,083","$8,068","$50,565",,,,,,,,,"$35,887",,,,
0940709,,CJ7 (2008),,,"$139,504",,,,,,,,,,"$26,166,803",,,,,,,,,,,,,,,,,,,,"$6,883,602",,,,"$659,130",,,,"$931,869",,,,,,,"$3,696,288",,,,,,,,,,,,,,,,,,,,,"$2,202,981",,,,,"$1,733,984",,,,,,,"$5,616,518","$1,141,774",,,,"$2,079",,,"$148,003",
0817538,,Drillbit Taylor (2008),,,"$3,860,089",,,"$65,974",,"$130,372",,,"$168,432",,,,"$24,529",,,,,"$10,684",,,,"$54,102","$8,366","$18,696",,,"$6,379","$442,790",,,,,"$19,228",,,,,,,,"$68,032","$76,888","$11,604",,"$96,658","$100,991","$3,878,801",,"$142,263",,"$76,251","$280,116",,"$38,433",,,"$173,369",,,,,,"$64,087","$1,002,031",,,"$140,125",,,"$146,509","$156,098",,"$406,806","$13,813",,,,,,,,,"$238,647","$4,452,750",,"$622,014","$86,294",
0796307,,Under the Same Moon (2007),"$27,572",,,,,,"$15,753","$13,749",,"$169,747",,"$7,210",,"$16,648",,,,,,,,"$5,909",,"$30,032",,,,,,,"$10,035",,"$22,926",,,,,,"$194,383",,,,,,,,,,"$9,577,733",,,,,,,,,,"$70,637",,,,"$72,309",,,,,,"$13,557",,,,,"$275,939",,,"$74,935",,"$74,935",,,,,,,,"$6,930","$41,963",,
0499570,,Slipstream (2007),,,,,,,,"$15,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0395119,,Captain Alatriste: The Spanish Musketeer (2006),"$44,482",,,,,"$10,922",,,"$62,985",,,"$58,876",,,,,,,,,,,,,,,,,"$135,316",,"$39,097",,,,,,,,"$689,458",,"$21,970",,,,"$16,903",,"$11,113",,"$461,732",,,,"$21,098",,,,,,,,,"$32,327",,,,"$250,000",,"$8,116",,,,,,,"$21,215,090",,,,,,,,,"$36,269","$143,750",,,"$20,312",,
