imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Bahrain,Baltic States,Belgium,Bolivia,Bosnia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Mexico,Netherlands,New Zealand,Norway,Oman,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies,Yugoslavia
0106660,,Dangerous Game (1993),,,,,,,,,,,,,,"$1,237,539",,,,,,,"$23,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0106677,,Dazed and Confused (1993),,,,,,,,,,,,,,,,,,,,,"$7,993,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,966",,,,,
0106697,,Demolition Man (1993),,,,,,,,,,,,,,,,,,,,,"$58,055,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0106332,,Farewell My Concubine (1992),,,,,,,,,,,,,,,,,,,,,"$5,467,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$890,291",,,,,,,,,,,,,,
0106965,,Free Willy (1993),,,,,,,,,,,,,,,,,,,,,"$77,709,806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0107207,,In the Name of the Father (1993),,,,,,,,,,,,,,,,,,,,,"$25,096,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0107290,,Jurassic Park (1993),"$8,191,506","$22,121,200","$5,241,360",,,"$8,792,505","$325,645",,"$14,968,482","$153,195","$1,397,415",,"$1,513,115","$55,890,000","$2,241,493","$829,998","$91,906","$159,162","$1,304,784","$4,917,054","$407,185,075","$162,970","$31,498","$434,940","$324,020",,"$2,944,608","$42,055,035","$55,043,929","$2,350,681",,"$8,770,013","$1,056,078",,"$7,001,330","$169,360","$134,725","$29,629,937",,"$120,036,757",,,"$117,484",,"$333,993",,"$2,438,681","$19,712,387","$12,559,811","$3,395,116","$3,112,406",,"$452,685",,"$1,016,193","$2,593,833","$4,339,983","$62,395",,,"$215,117","$2,627,388",,,,"$3,664,276","$69,224","$585,393","$3,632,714",,"$15,829,604","$23,976,150","$7,203,632","$7,775,259","$16,567,447","$4,180,978","$1,853,717","$236,763","$366,561","$71,751,927","$360,420","$1,451,423",,,
0107614,,Mrs. Doubtfire (1993),"$1,738,854","$17,928,073","$3,353,107",,,"$5,103,235","$45,982",,"$7,247,279","$65,401","$355,234",,"$263,791",,"$317,200","$162,169",,,"$412,641","$1,630,136","$219,195,243",,,"$82,028","$158,247","$54,349","$952,304","$26,353,626","$30,561,588",,"$916,409","$1,202,317","$710,811",,"$190,414","$1,004,314","$1,522,636","$15,649,718","$99,225","$28,858,989",,"$92,025","$174,607",,,"$8,482","$400,474","$3,900,856","$3,646,124","$2,055,480","$1,859,415",,,,"$73,728","$390,605","$769,894","$392,524","$1,115,800",,"$163,522",,"$344,608","$2,874,655",,"$864,745",,"$328,352",,,"$6,176,891","$4,717,373","$2,187,950","$6,519,059","$1,772,704","$783,437","$1,235,427",,,"$31,598,360","$182,669","$521,109",,,
0107653,,Naked (1993),,,,,,,,,,,,,,,,,,,,,"$1,769,305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,890",,,,,
0110657,,The Next Karate Kid (1994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$74,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0107756,,Orlando (1992),,,,,,,,,,,,,,,,,,,,,"$5,377,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$529,,,,"$31,251",,,,,,,,,,,,,,,,,,,,,,,
0107822,,The Piano (1993),,,,,,,,,,,,,,,,,,,,,"$40,157,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,100",,,,,
0108002,,Rudy (1993),,,,,,,,,,,,,,,,,,,,,"$22,881,563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108052,,Schindler's List (1993),"$4,004,849","$6,967,301","$3,607,425",,,"$5,549,737",,,"$4,625,918","$30,346",,"$235,683","$683,127",,"$1,731,353","$247,176",,"$10,570","$132,011","$1,522,151","$96,898,818","$58,880",,"$161,306",,,"$2,102,803","$17,233,433","$38,500,174","$1,223,964",,"$2,782,288","$522,672",,"$129,292",,"$2,159,482","$16,786,823",,"$32,785,635",,,,,"$35,383",,,"$4,327,175","$8,766,228","$1,190,758","$2,538,884",,,,"$497,263","$1,893,328","$1,830,879","$1,017,329",,,"$40,712",,,,,"$1,469,622","$3,567","$175,145","$1,341,280",,"$10,732,554","$8,687,880","$4,894,561","$5,650,065","$3,176,169","$628,731","$644,337","$7,753",,"$21,170,107","$331,537","$416,781",,,
0108160,,Sleepless in Seattle (1993),,,,,,,,,,,,,,,,,,,,,"$126,808,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0083658,,Blade Runner (1982),,"$253,644",,,,,,,,,,,,,,,,,,"$53,979","$32,914,489",,,,,,,"$45,782",,,,,,,,,,"$41,382",,,,,,,,,,,"$79,818","$26,275","$12,771",,,,,,,"$68,717",,,,"$179,693",,,,,,,,,"$65,438","$690,324","$56,433",,,,,"$10,194",,"$6,378,590",,,,,
0108255,,Super Mario Bros. (1993),,,,,,,,,,,,,,,,,,,,,"$20,915,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0107688,,The Nightmare Before Christmas (1993),"$475,917","$424,212","$42,782",,,,"$40,492",,,,,,"$206,466",,"$228,910",,,,,,"$85,248,496",,,"$79,576",,,,"$3,048,078","$1,830,120","$59,731",,,,,,,,"$2,197,313",,"$48,860",,,,,,,,"$528,839",,"$55,697",,,,,"$94,285",,,,,,,,,,,,,,,,"$463,128","$1,833,960",,,,,,,,"$1,803,075","$19,509",,,,
0108399,,True Romance (1993),,"$807,227",,,,,,,,,,,,,,,,,,,"$12,281,551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0107315,,Kika (1993),,,,,,,,,,,,,,,,,,,,,"$2,019,581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0106408,,Bhaji on the Beach (1993),,,,,,,,,,,,,,,,,,,,,"$734,634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,421",,,,,
0109382,,Dear Diary (1993),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$142,403",,,,,,,,,,,,,,,,,,,,"$2,856",,,,,,,,,,,,,,,,,,,,,,,,,,,
0099785,,Home Alone (1990),"$978,420","$11,513,736","$3,108,012",,,"$3,436,539","$61,162",$1,"$6,258,078","$78,900","$359,284",,"$205,032",,"$525,701","$87,619",,,"$86,655","$1,165,512","$285,761,243",,,"$75,215","$108,600","$27,124","$1,648,087","$11,510,542","$34,406,183",,"$720,732","$1,255,757","$113,790",,"$61,480","$1,146,668","$490,761","$11,528,547","$133,903","$35,569,579",,"$11,108",,,,,"$336,017","$2,113,483","$4,080,835","$312,498","$2,911,897",,,,"$299,712","$409,368","$248,546","$619,415","$1,278,410",,"$166,036",,"$675,907","$1,295,789",,"$1,084,249",,"$169,198",,,"$6,858,476","$10,346,880","$4,225,880","$4,678,229","$1,619,156","$549,794","$1,122,310",,,"$18,277,953","$80,150","$490,474",,,
0099653,,Ghost (1990),"$4,003,332","$16,975,991","$2,003,734",,,"$5,184,345",,,"$17,041,632","$4,106",,"$363,474","$124,291",,"$1,006,369",,,,"$59,193","$1,540,994","$217,631,306","$84,144",,"$50,023",,,"$1,276,877","$18,756,123","$23,048,371","$363,043",,"$4,561,499",,$967,,"$619,286","$1,200,860","$15,341,818",,"$48,449,689",,,,,"$173,809",,"$509,466","$3,052,119","$7,232,258","$1,582,318","$1,034,424",,,,"$521,257","$1,738,736",,"$602,695",,,,,,,,"$1,637,254",,,"$1,871,582",,"$20,984,341","$16,558,134","$2,643,431","$4,309,789","$7,568,224","$957,265",,,,"$52,311,485","$63,484","$660,019",,,
0103639,,Aladdin (1992),,"$13,067,793",,,,,,,,,,,,,,,,,,,"$217,350,219",,,,,,,"$41,143,849","$31,328,508",,,,,,,,,"$28,543,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,042,628",,,,,,,,,,,,,
0103064,,Terminator 2: Judgment Day (1991),,"$268,983","$30,608","$29,452",,"$17,560",,,,,,,,,,,,"$40,400",,,"$205,881,154",,,,,"$25,828","$3,693","$77,618","$323,410",,,,,,,,,,,"$234,114","$70,021","$22,048","$6,440",,,"$23,888",,,"$83,604","$45,534","$9,368","$63,791",,,,,,"$5,376",,"$7,813",,"$673,557",,,,,"$33,057",,,,,,,,,,"$78,239","$90,448","$21,213","$643,389",,,,,
0099348,,Dances with Wolves (1990),,,,,,,,,,,,,,,,,,,,,"$184,208,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$83,840",,,,,,,,,,,,,,
0096895,,Batman (1989),,,,,,,,,,,,,,,,,,,,,"$251,409,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,075,799",,,,,
0102926,,The Silence of the Lambs (1991),,$85,,,,,,,,,,,,,,,,,,,"$130,742,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$101,,,,,,,,,,,,"$129,493",,,,,,,,,,,,,,,,,,"$10,962",,,,,
0029583,,Snow White and the Seven Dwarfs (1937),,,,,,,,,,,,,,,"$34,985",,,,,,"$184,925,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101414,,Beauty and the Beast (1991),"$1,102,319","$568,161",,,,,"$61,192",,"$1,084,114","$139,975",,,"$515,420",,"$262,142",,,,,,"$218,967,620",,"$7,943","$908,975","$72,557",,,"$25,937,270","$26,553,257","$164,121",,"$103,806","$79,712","$23,133",,,,"$31,218,829",,"$222,883",,,"$70,249",,,,"$167,956","$968,396",,"$136,475",,,,,"$288,937","$39,070","$619,832","$129,864",,,,"$1,434,853",,,,"$57,590","$28,745",,"$65,192",,"$2,668,103","$21,241,146",,,,,"$221,220","$76,817","$234,633","$3,899,875","$45,486","$346,136",,,
0032910,,Pinocchio (1940),,,,,,,,,,,,,,,,,,,,,"$84,254,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0100405,,Pretty Woman (1990),,"$39,407",,,,,,,,,,,,,,,,,,,"$178,406,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,141",,,,,,,,,,,,"$25,334",,,,,,,,,"$4,248",,,,,,,,,,,,,,
0065214,,The Wild Bunch (1969),,,,,,,,,,,,,,,,,,,,,"$638,641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0116282,,Fargo (1996),,"$22,283",,,,,,,,,,,,,,,,,,,"$24,611,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,112",,,,,
0065421,,The Aristocats (1970),,,,,,,,,,,,,,,,,,,,,"$35,452,658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0113083,,The Flower of My Secret (1995),,,,,,,,,,,,,,,,,,,,,"$1,104,622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0113947,,Nelly & Monsieur Arnaud (1995),,$408,,,,,,,,,,,,,,,,,,,"$955,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0117060,,Mission: Impossible (1996),"$3,902,546","$12,123,783","$3,233,859",,,"$4,086,455",,,"$6,691,377","$28,707","$1,164,196",,"$848,271","$5,426,788","$739,566","$204,360","$169,113",,"$339,455","$2,340,819","$180,981,856","$134,746",,"$74,608","$123,810",,"$2,471,866","$29,058,617","$23,630,026","$1,250,828",,"$5,487,047","$555,114","$474,999","$1,089,127","$1,998,394","$1,839,289","$11,580,181",,"$53,987,907",,,"$248,116",,"$76,116",,"$1,719,085","$4,690,861","$4,790,765","$2,090,925","$2,063,480",,"$34,061",,"$285,883","$1,524,980","$1,233,006","$1,746,388",,,"$216,006",,,,,"$2,639,934",,"$295,653","$1,955,706",,"$10,581,446","$14,351,722","$4,164,159","$4,187,517","$9,074,696","$2,554,110","$1,186,944",,,"$29,293,045","$131,153","$392,658",,,"$130,266"
0054189,,Purple Noon (1960),,$604,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$98,030",,,,,,,,,,,,,,,,,,,,$281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0048473,,Pather Panchali (1955),,,,,,,,,,,,,,,,,,,,,"$134,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0117705,,Space Jam (1996),,,,,,,,,,,,,,,,,,,,,"$90,594,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0058898,,Alphaville (1965),,,,,,,,,,,,,,,,,,,,,"$47,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0095776,,Oliver & Company (1988),,,,,,,,,,,,,,,,,,,,,"$74,151,346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0110712,,Of Love and Shadows (1994),,,,,,,,,,,,,,,,,,,,,"$19,710",,,,,,,,,,,,,,,,,"$1,161,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0112817,,Dead Man (1995),,,,,,,,,,,,,,,,,,,,,"$1,037,847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,232",,,,,,,,,,,,,,,,,,,,,,,
0115963,,The Craft (1996),,,,,,,,,,,,,,,,,,,,,"$24,819,936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0117500,,The Rock (1996),,$244,,,,,,,,,,,,,,,,,,,"$134,069,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0117998,,Twister (1996),,,,,,,,,,,,,,,,,,,,,"$241,830,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0113568,,Ghost in the Shell (1995),,$294,,,,,,,,,,,,,,,,,,,"$889,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,029",,,,,
0057012,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),,,,,,,,,,,,,,,,,,,,,"$9,440,272",,,,,,,"$3,604",,,,,,,,,,,,,,,,,,,,,,$871,,,,,,,,"$2,477",,,,,,,,,,,,,,,,,,,,,,"$78,717",,,,,
0109688,,Ashes of Time (1994),"$12,565",,,,,,"$22,588",,"$27,531",,,,,"$1,169,266",,,,,,,,,,,,,,"$178,660",,,,"$220,296",,,,,,,,,,,,,,,"$17,969",,,,,,,,,,,,,,,"$41,914",,,,,,,,,"$74,278","$57,060",,,,,,,,"$13,294",,,,,
0117951,,Trainspotting (1996),,"$11,278",,,,,,,,,,,,,,,,,,,"$16,491,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,238",,,,,,,,,,,,"$159,603",,,,,,,,,,,,,,,,,,"$102,276",,,,,
0116629,,Independence Day (1996),"$6,824,943",,"$5,230,987",,,"$8,022,251","$587,995",,"$15,397,891","$136,198","$1,551,423",,"$2,641,827",,"$1,797,666","$577,523",,,"$1,130,020","$3,973,043",,"$104,725","$77,198",,"$885,004","$151,144","$3,848,284","$40,557,572","$71,903,025",,"$2,646,006","$6,484,198","$1,313,760","$548,102","$3,106,576","$3,666,506","$4,289,146","$23,703,767","$202,597","$92,660,418",,"$80,520","$617,701",,"$1,535,798","$26,831","$2,504,989","$10,726,859","$10,088,040","$3,929,669","$4,337,538",,,"$129,577","$1,390,289","$4,009,323","$3,140,457","$2,050,454","$3,345,813",,"$530,606",,,,,"$3,385,697",,"$408,151",,"$2,871,185","$15,284,004","$16,415,862","$9,303,952","$7,022,892","$13,640,025","$4,949,114","$1,924,689",,"$520,688","$57,715,594","$451,527","$1,343,897",,,"$171,591"
0117737,,Stealing Beauty (1996),,,,,,,,,,,,,,,,,,,,,"$4,722,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$149,940",,,,,,,,,,,,,,,,,,,,,,,
0116365,,The Frighteners (1996),,,,,,,,,,,,,,,,,,,,,"$16,759,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0061495,,The Collector (1967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,077",,,,,,,,,,,,,,,,,,,,,,,,,,,
0117008,,Matilda (1996),,,,,,,,,,,,,,,,,,,,,"$33,459,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0053459,,Eyes Without a Face (1960),,,,,,,,,,,,,,,,,,,,,"$58,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,689",,,,,,,,,,,,,,,,,,,,,,,,,,,
0068646,,The Godfather (1972),"$285,438","$56,036",,,,,,,"$29,349",,,,"$224,348",,"$63,131",,,,,,"$136,381,073",,,,,,,,"$69,383",,,,,,,,,,,,,,,,,,,"$172,759","$95,385","$7,024",,,,,"$130,799",,,,,,,"$160,079",,,,,,,,,"$121,323","$84,167",,,,,,,"$96,042","$358,278","$4,989",,,,
0116745,,Kansas City (1996),,,,,,,,,,,,,,,,,,,,,"$1,356,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$499,,,,,,,,,,,,,,
0032904,,The Philadelphia Story (1940),,$221,,,,,,,,,,,,,,,,,,,"$404,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0045152,,Singin' in the Rain (1952),,$874,,,,,,,,,,,,,,,,,,,"$1,884,537",,,,,,,"$3,962",,,,,,,,,,,,,,,,,,,,,,"$1,187",,,,,,,,"$1,271",,,,,,,,,,,,,"$61,165","$24,548",,,,,,,,"$22,744",,,,,
0043278,,An American in Paris (1951),,,,,,,,,,,,,,,,,,,,,"$267,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,795",,,,,
0054698,,Breakfast at Tiffany's (1961),,"$57,751",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$302,285",,,,,,,,,,,,,,,,,,,,"$2,580",,,,,,,,,,,,,,,,,,,,,"$109,331",,,,,,,,,"$55,465",,,,,
0052357,,Vertigo (1958),,,,,,,,,"$48,319",,,,,,,,,,,,"$7,705,225",,,,,,,"$5,502",,,,,,,,,,"$16,592",,,,,,,,,,,,"$1,757",,,,,,,,,,,,,,,,,,,,,"$6,403",,,,,,,,,"$14,348",,,,,
0047396,,Rear Window (1954),,"$1,863",,,,,,,,,,,,,,,,,,,"$36,764,313",,,,,,,"$8,122",,"$134,543",,,,,,,,,,,,,,,,,,,,$987,,,,,,,,,,,,,,,,,$453,,,,,,,,,,,,,,,,,,
0025164,,The Gay Divorcee (1934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0053125,,North by Northwest (1959),,"$1,912",,,,,,,,,,,,,"$12,973",,,,,,"$66,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,593",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,561",,,,,
0053604,,The Apartment (1960),,"$1,388",,,,,,,,,,,,,,,,,,,"$18,600,000",,,,,,,"$6,833",,"$98,700",,,,,,,,"$11,728",,,,,,,,,,,,$284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,805",,,,,
0053291,,Some Like It Hot (1959),,"$115,285",,,,,,,"$9,483",,,,,,,,,,,"$47,675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,542",,,,,
0056923,,Charade (1963),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,342",,"$157,536",,,,,,,,,,,,,,,,,,,,"$7,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0034583,,Casablanca (1942),,"$1,216",,,,,,,,,,,"$24,046",,"$1,526",,,"$10,306",,,"$4,219,709",,,,,,,,"$30,554",,,"$17,816",,,,,,,,,,,,,,,,,"$12,545","$13,947","$4,568",,,,,,,,,,,"$10,028",,,,,,,,,"$96,169",,,,,,,,,"$175,316","$9,580",,,,
0033870,,The Maltese Falcon (1941),,"$1,075",,,,,,,,,,,,,,,,,,,"$18,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,181",,,,,
0058385,,My Fair Lady (1964),,,,,,,,,,,,,,,,,,,,,"$72,560,711",,,,,,,,,,,"$42,719",,,,,,,,,,,,,,,,,,"$29,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0046250,,Roman Holiday (1953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,573",,,,,,,,"$1,610",,,,,,,,,,,,,,,,,,,,,,"$4,518",,,,,
0037059,,Meet Me in St. Louis (1944),,$96,,,,,,,,,,,,,,,,,,,"$415,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,$603,,,,,,,,,,,,,,,,,,,,,"$2,267",,,,,,,,,"$82,411",,,,,
0032138,,The Wizard of Oz (1939),,$473,"$1,712",,,,,,,,,,,,,,,,,,"$24,668,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$331,268",,,,,
0031381,,Gone with the Wind (1939),,$479,,,,,,,,,,,,,,,,,,,"$200,882,193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,038",,,,,,,,,,,,,"$77,979",,,,,,,,,,,,,,
0043014,,Sunset Blvd. (1950),,$428,,,,,,,,,,,,,,,,,,,"$299,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0033467,,Citizen Kane (1941),,"$6,612",,,,,,,,,,,,,,,,,,,"$1,627,530",,,,,,,"$8,473",,,,,,,,,,,,,,,,,,,,,,"$3,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0062622,,2001: A Space Odyssey (1968),"$17,578","$743,358",,,,,,,,,,,,,"$30,124",,,,,,"$60,481,243",,,,,,,,"$165,590","$39,324",,"$2,978,768",,,,,,,,,,,,,,,,,"$239,637","$16,852",,,,,,,,"$10,658",,,,"$155,841",,,,,,,,,"$277,381",,,,,,,,,"$1,080,190",,,,,
0042192,,All About Eve (1950),,$614,,,,,,,,,,,,,,,,,,,"$63,463",,,,,,,"$3,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$83,344",,,,,
0032143,,The Women (1939),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,449",,,,,
0032976,,Rebecca (1940),,,,,,,,,"$2,370",,,,,,,,,,,,,,,,,,,"$19,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,780",,,,,,,,,"$50,700",,,,,
0032484,,Foreign Correspondent (1940),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0038787,,Notorious (1946),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$85,285",,,,,
0038109,,Spellbound (1945),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0050105,,An Affair to Remember (1957),,,,,,,,,,,,,,,,,,,,,"$3,850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,287",,,,,,,,$402,,,,,,,,,,,,,,,,,,,,,,,,,,,
0048728,,To Catch a Thief (1955),,"$1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031725,,Ninotchka (1939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0032762,,The Mark of Zorro (1940),,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,824",,,,,,,,,,,,,,
0037008,,Laura (1944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
