imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Malta,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Palestine,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0314498,,The Perfect Score (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$203,146",,,,,,,,"$5,919",,,,,,,"$3,957",,,,,,,,,"$79,635",,"$45,211",,,,,,,,,,,,,,,,,,,"$36,395",,"$9,322",,,,,,,"$37,382","$86,367",,,,
0365957,,You Got Served (2004),,,"$901,845","$83,022",,,,,,,,,,,,,,,,,,,,,,,,,,"$2,250,694","$1,513,078",,,,"$18,646",,,,"$1,069,049",,,,,,,,,,,,,"$120,772",,,,,"$457,921",,,,,,,,"$96,879",,,,,,,,,,,"$161,029",,"$2,988,731","$53,799","$131,411",,,,,,"$366,119",,,,
0345551,,Latter Days (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,759",,,,,,,,,
0337579,,Barbershop 2: Back in Business (2004),,,"$35,954",,,,,,,,,,,,,,,,,,,"$3,274",,,,,,,,$528,"$12,379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$357,708",,,,,,,,,,,,"$2,851",,,,,,,"$55,800","$330,248",,,,
0337917,,Catch That Kid (2004),,,"$37,186",,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,250","$12,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$189,054",,"$4,330",,,,,,,,,,,,
0349825,,Miracle (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,653",,,,,,,,,,,,
0234940,,Two (2002),,,,,,,,,,,,,,,,,,,,,,,"$47,806",,,,,,,"$1,910,485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309987,,The Dreamers (2003),"$65,671",,"$168,475","$34,606",,,,"$179,141",,"$645,874","$17,640",,,,,,,,,"$25,435",,"$54,244",,,,,,,"$3,309","$671,112","$885,758","$149,000","$66,650",,,"$9,038,173",,,"$5,730,112",,,,,,,,,,,,,"$209,971",,,,"$19,121",,,"$28,483",,,,,"$39,818","$78,830",,,"$22,058",,"$526,876",,"$32,551",,,,,"$101,488","$1,097,971",,"$262,067","$47,180",,"$180,002",,"$41,295","$1,197,016",,,,
0328538,,Thirteen (2003),"$39,380",,"$163,839",,,,,,,,,,,,,,,,,,,,,,,,,,"$87,158","$373,778","$354,003",,,,,,,,"$189,464",,,,,,,,,,,,,"$571,540",,,,,"$14,417",,"$172,109",,,"$34,929",,,,,,,,,,,,,,,,"$106,507",,,,,"$13,949",,,"$432,569",,,,
0105411,,Simple Men (1992),,,,,,,,,,,,,,,,,,,,,,,"$141,554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,456",,,,,,,,,,,,,
0343660,,50 First Dates (2004),"$325,862",,"$11,015,290","$1,908,143","$91,365",,"$18,003","$567,817","$23,842","$2,963,888","$57,965",,"$363,220","$162,714","$665,860","$235,049","$9,330",,,"$166,343",,"$616,522",,"$107,506","$56,957","$136,499","$89,502","$31,747","$132,121","$789,142","$9,514,637","$563,022","$133,042","$761,473","$154,217","$256,083","$320,890","$466,726","$1,724,477",,"$443,335","$53,991",,"$160,013","$53,533","$127,609",,,"$34,382","$273,681",,"$5,208,120",,,,"$746,700","$1,534,142","$10,213","$528,249","$20,631",,"$337,725","$577,623","$234,957","$1,103,914",,"$54,718","$71,169","$2,024,825","$1,989,382",,"$38,438","$728,848","$23,057","$101,147","$1,199,669","$1,678,892","$4,003,082","$943,493","$1,565,753",,"$1,739,678","$698,181",,"$274,941","$14,191,335","$55,177","$353,003",,
0361925,,Welcome to Mooseport (2004),,,"$48,643",,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,125","$74,007",,,,,,,,"$10,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,721",,,,,,,,,,,,
0233230,,Three (2002),,,,,,,,,,,,,,,,,,,,,,,"$27,256",,,,,,,"$588,177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0323872,,Kitchen Stories (2003),,,,"$26,654",,,,,,,,,,,,,,,,,,,"$351,235",,,,,,,,"$183,491",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$695,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0304391,,The Code (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,566,230",,,,"$14,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,904",,,,,,,,,,,,
0329388,,Monsieur Ibrahim (2003),,,"$6,934","$651,054",,,,,,,,,,,,,,,,,,,,,,,,,,"$1,668,947","$3,564,674","$40,440",,,,,,,"$2,231,530",,,,,,,,,,,,,"$64,195",,,,,"$33,806",,"$44,566",,,,,,,,,,,,,,,"$2,020",,,,"$1,171,655",,,"$61,125",,,,,,,,,
0067927,,Vanishing Point (1971),,,,,,,,,,,,,,,,,,,,,,,"$12,442,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0312329,,Against the Ropes (2004),,,"$47,596",,,,,"$16,445",,,,,"$1,852",,,,,,,,,"$9,714",,,,,,,,"$1,725","$82,859",,,,,,,,"$23,973",,,,,,,"$4,646",,,,,,"$170,633",,,"$35,242","$18,401","$12,356",,"$11,418",,,,,,,,,,,,,,,,,"$56,459",,"$89,844","$18,475",,,,,,"$30,902","$79,781",,,,
0361467,,Confessions of a Teenage Drama Queen (2004),,,"$1,204,848","$34,736",,,,,,,,,,,,,,,,,,,,,,,,,,,"$462,694",,,,"$31,459",,,,"$5,900",,,,,,,"$30,318",,,,,,"$718,219",,,,"$392,907","$100,186",,,,,,,,,,,,,,,,,,,,,"$117,636",,,,,,,"$29,586","$792,333",,,,
0356150,,EuroTrip (2004),,,"$287,939",,,,,"$10,381",,,,,,,,,,,,,,,,,,,,,,,$542,,,,"$40,421",,,,"$8,592",,,,,,,"$8,238",,,,,,,,,"$32,280","$248,813",,,"$13,303",,,,,,,,,,,"$1,026,561",,,,,"$44,808","$2,010,001",,"$72,362","$11,485",,,,,,"$93,196","$924,844",,,,
0335345,,The Passion of the Christ (2004),"$6,060,171",,"$11,712,188","$1,782,315",,,,"$1,297,856","$454,540","$15,393,247","$145,217",,"$3,940,373","$3,059,851","$1,600,000","$3,831,470","$854,052",,"$380,668","$715,420",,"$1,497,649","$370,782,930","$445,331",,"$693,727","$245,049","$40,836","$820,112","$11,838,182","$10,242,870","$3,263,613","$2,014,151","$962,958","$214,759","$197,966",,,"$23,919,061","$551,529","$10,680,600",,,,"$87,728","$1,195,528",,"$442,653","$57,933",,"$525,041","$18,880,455","$3,393,428",,,"$2,338,837","$1,872,638",,"$1,685,687",,"$2,100,000","$1,807,376","$2,088,322","$11,667,664","$2,695,256",,,"$251,108","$1,544,031","$3,537,143",,"$249,682","$1,533,150","$200,238",,"$3,971,587","$13,087,756","$13,667,068","$2,271,277","$2,208,176","$1,765,776","$546,072","$2,263,240",,"$1,343,400","$20,441,388","$266,668","$2,370,143",,
0331953,,Club Dread (2004),,,"$38,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,399,498",,,,,,,,"$113,975",,,,
0338096,,Dirty Dancing: Havana Nights (2004),,,"$165,584","$724,327",,,,"$613,233",,,,,,,,,,,,"$282,021",,,,,,,"$6,661",,,"$61,289","$3,041,656",,,"$280,351","$10,403",,,,"$1,145,236",,"$164,846",,,,,"$22,780",,,,,,"$493,629",,,,"$658,756",,,"$594,197",,,,,"$573,017","$158,017",,,,,"$1,074,832",,"$14,658",,,,"$133,329",,"$2,110,997","$23,245","$854,145",,,"$72,040",,"$43,921",,,,,
0315297,,Twisted (2004),,,"$789,328",,,,,"$386,674",,"$317,011",,,"$31,144",,,"$66,343",,,,,,,,,,"$31,113","$13,078",,,"$1,965,160","$518,659","$201,680",,"$200,862","$38,865",,,,"$3,680,495",,"$476,273",,,,,"$42,528",,,,,,"$694,079",,,,"$270,098","$81,031",,,,,"$122,872",,"$204,532","$299,980",,,,,"$447,220",,"$12,045",,,,"$316,514","$752,502","$2,789,740",,,"$15,212",,"$91,567",,"$134,637","$488,602",,"$166,370",,
0349079,,Alila (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$113,900",,,,,,,,,"$28,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0301357,,Good Bye Lenin! (2003),"$421,361",,"$884,367","$956,190",,,,"$441,617",,,"$5,106",,,"$54,008",,,,,,"$281,433",,"$723,550",,,,,,,"$223,952","$8,649,777","$41,451,777","$751,900","$151,379","$88,807","$51,637",,,"$170,000","$1,741,723",,,,,,,,,,,,,"$190,593",,,,"$1,878,083","$154,338",,"$188,898",,,,,"$579,022",,,,"$18,846",,"$108,947",,"$2,636",,,,,,"$2,913,831","$609,771","$2,289,023",,,"$41,823",,,"$2,015,876",,,,
0317648,,Hidalgo (2004),"$508,156",,"$1,120,659","$469,366",,,,"$758,551",,"$700,000","$38,051",,,"$98,534",,,,,,"$55,439",,"$478,129",,,,,"$12,527",,"$42,513","$1,643,224","$4,210,412","$362,770","$129,923","$141,775","$77,760",,,,"$2,430,913",,"$4,799,257",,,,,"$58,848",,,,,,"$1,986,326",,,,"$768,763","$258,732",,"$422,204",,,,,"$143,984","$590,800",,,"$43,282",,"$1,254,318",,,,,,"$369,584",,"$7,564,196","$449,865","$863,858",,"$412,900","$304,926",,"$159,300","$1,756,048",,,,
0335438,,Starsky & Hutch (2004),"$592,954",,"$10,278,890","$707,002",,,,"$1,220,003",,"$100,000","$30,131",,,"$82,749",,,,,,"$101,883",,"$530,124",,,,,"$8,693",,"$308,542","$9,907,415","$7,347,101","$289,350","$173,138","$168,315","$163,054",,"$81,170","$206,253","$7,859,874",,,,,,,"$69,804",,,,"$96,168",,"$1,627,301",,,,"$1,372,122","$1,071,743",,"$925,112",,,,,"$213,260","$411,226","$270,000",,"$43,395","$762,419","$1,923,615",,,"$237,664",,,"$1,059,656",,"$3,244,422","$1,054,960","$1,623,119",,"$144,700","$85,787",,"$254,255","$22,714,898",,,,
0258816,,The Reckoning (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$878,922",,,,,,,"$16,354",,,,,
0060827,,Persona (1966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,407",,,,,"$65,149",,,,,,,,,,,,,,,,,,,,
0358349,,Agent Cody Banks 2: Destination London (2004),,,"$1,761,306",,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,527","$25,900",,,,,,,,,,,,,,,,,,,,,,,,,,"$303,910",,"$68,666",,,,,,,,,,,"$269,778",,,,,,"$233,559",,"$26,148",,,,,,,"$18,158","$1,865,270",,,,
0265208,,The Girl Next Door (2004),,,"$722,226",,,,,"$727,732",,"$469,628","$76,102","$469,628",,"$186,829",,"$40,384",,,,,"$46,787",,,"$28,443",,"$6,364",,"$50,743",,"$863,405","$234,351","$235,745",,"$152,128","$71,658",,,"$116,993","$571,201","$8,595",,,,,"$25,101",,,"$18,690","$19,991",,,"$1,356,575",,,,,"$188,347",,,,,"$184,859",,"$43,368","$145,350","$135,645",,"$15,195",,"$771,990",,,,"$17,221","$100,797","$334,281","$34,488","$3,341,017",,,,,"$173,868",,,"$3,076,553","$11,618","$349,287",,
0363988,,Secret Window (2004),"$252,462",,"$3,050,588","$618,667","$32,396",,,"$766,953","$5,132","$673,721","$45,137",,"$106,212","$102,881",,"$141,598","$29,459",,,"$54,877",,"$326,042",,"$55,999","$21,993",,"$28,608","$29,486","$101,427","$2,985,945","$4,096,887","$738,038",,"$205,348","$48,076","$16,292",,"$196,086","$4,552,006","$27,000","$6,541,824","$16,501",,"$159,997","$21,866","$25,618",,"$27,000","$16,032","$233,507",,"$2,390,461",,,,"$723,825","$540,723",,"$397,034","$10,960",,"$64,839",,"$306,205","$377,727",,"$36,486","$31,900","$1,188,251","$1,085,536",,"$36,220","$38,815","$14,200","$37,197","$340,141",,"$3,720,315","$426,141","$834,612","$338,471","$15,224","$630,650",,"$156,722","$4,206,266","$19,123","$182,872",,
0360009,,Spartan (2004),,,"$242,935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,617",,,,"$106,980",,,,,,,,,,,,,"$623,012",,,,,,,,,,,,"$47,043","$249,239",,,"$18,513",,"$439,722",,"$2,521",,,,"$118,313",,"$1,653,910",,,,,,,,"$139,073",,"$29,402",,
0317842,,Broken Wings (2002),"$18,760",,"$8,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0329767,,Wilbur Wants to Kill Himself (2002),"$21,207",,"$24,596","$127,907",,,,,,,"$3,913",,,,,,,,,"$2,429",,,,,,,,,,,"$531,297",,,"$9,905",,,,,,,,,,,,,,,,,,,,,,"$30,324","$47,551",,"$77,760",,,,,,"$21,789",,,,,,,,,,,,,"$568,185",,,"$24,644",,,,,"$146,681",,,,
0363547,,Dawn of the Dead (2004),"$166,541",,"$1,943,631","$561,771",,,,"$644,489",,"$698,677","$9,221",,"$326,098","$120,928",,"$135,095","$46,600",,"$27,779","$61,362","$189,929","$357,123","$59,020,957",,,"$73,400","$35,288",,"$32,472","$3,089,798","$2,809,045","$313,032","$298,789","$54,233","$79,113","$10,109","$186,954",,"$2,291,592",,"$4,739,439",,"$10,325",,,,,,,,,"$1,756,470",,,,"$582,920","$207,224",,"$246,784",,,"$130,641","$464,659","$352,087","$250,296",,,"$29,649","$1,251,943","$1,369,005",,"$16,963","$491,068",,"$77,346","$174,578","$1,538,881","$1,873,290","$655,132","$338,273","$1,088,051","$515,748","$119,795","$137,802","$194,234","$9,878,774",,"$201,741",,
0338013,,Eternal Sunshine of the Spotless Mind (2004),"$391,310",,"$2,753,427","$258,523",,,,"$704,485",,"$841,660","$14,833",,"$87,358","$37,463",,"$147,974","$21,801",,,"$251,041",,"$827,356","$34,400,301",,,"$33,892",,,"$287,612","$3,964,987","$1,247,572","$582,200","$415,731","$85,875","$95,409",,,,"$3,517,663",,"$2,910,588",,,,,,,,,,,"$698,982",,,,"$761,365","$234,508",,"$375,404",,,"$23,412",,"$405,663","$266,236",,,"$54,426",,"$865,579",,"$9,755",,,,,"$3,613,626","$1,300,510","$1,261,573","$741,005",,,"$444,276",,"$22,816","$9,051,339",,"$27,179",,
0364045,,Taking Lives (2004),"$221,348",,"$2,569,295","$537,912",,,,"$1,132,499",,"$900,000","$110,434",,,"$45,674",,,,,,"$73,006",,"$331,301",,,,,"$51,299",,,"$2,888,754","$1,737,364","$1,038,550","$315,712","$147,577","$51,701",,"$127,167",,"$2,606,499",,"$316,853",,,,,"$38,829",,,,,,"$2,242,039",,,,"$842,362","$230,491",,"$145,138",,,"$73,352",,"$168,477","$341,233",,,"$40,796",,"$903,997",,"$38,853",,,,"$385,743",,"$4,485,350","$132,093","$412,413","$535,700","$248,800","$450,112",,,"$1,669,779",,,,
0332658,,Intermission (2003),,,"$229,857",,,,,,,,"$15,782",,,,,,,,,"$20,443",,,,,,,,,"$35,328",,,"$37,120",,,,,,,"$31,273",,,,,,,,,,,,,,,,,,,,"$30,888",,,,,,"$13,700",,,,,,,,,,,,,"$186,557",,,"$16,858",,"$20,252",,,"$3,640,164",,,,
0351461,,Noi the Albino (2003),"$10,984",,,"$24,199",,,,,,,,,,,,,,,,,,,"$60,555",,,,,,,"$96,929",,,,,,,,,,,,,,,,,,,,,,,,,,"$18,511",,,,,,,,,,,,,,,,,,,,,"$13,894",,,,,,,,,,,,,
0300051,,Jersey Girl (2004),"$73,359",,"$1,009,363","$265,951",,,,"$256,263",,,,,,"$25,792",,,,,,"$35,982",,"$29,311",,,,,"$6,426",,"$149,925","$405,336","$412,852","$85,760","$115,629","$234,753","$18,843",,,,"$120,949",,"$176,223",,,,,"$32,076",,,,,,"$978,534",,,,"$103,846",,,"$23,231",,,,,,"$32,990",,,"$18,429",,"$593,559",,"$29,728",,,,"$561,997",,"$1,746,007","$25,505","$139,703",,"$132,400","$28,601",,"$34,669","$987,460",,,,
0335245,,The Ladykillers (2004),"$160,677",,"$948,698","$138,540",,,,"$816,280",,"$100,000","$35,939",,,"$51,406",,,,,,"$134,274",,"$258,222","$39,799,191",,,,"$4,502",,"$199,409","$8,334,523","$1,915,431","$841,500","$193,344","$159,857","$65,761",,,,"$3,371,449",,"$1,749,957",,,,,,,,,,,"$977,423",,,,"$868,366","$95,990",,"$254,441",,,,,"$534,986","$527,983",,,"$96,672",,,,,,,,"$219,737",,"$4,733,333","$317,255","$799,716",,,"$549,087",,"$141,627","$3,797,723",,,,
0354766,,Never Die Alone (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,351",,,,,,,,"$12,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$91,953",,"$3,500",,,,,,,"$156,446",,,,,
0331632,,Scooby-Doo 2: Monsters Unleashed (2004),"$1,367,007",,"$8,188,851","$563,215",,,,"$1,114,104",,"$4,200,000","$25,935",,,"$675,951",,,,,,"$77,524",,"$1,094,399","$84,239,132",,,,"$32,088",,"$574,001","$9,232,039","$2,391,996","$550,340","$490,893","$192,369","$151,492",,,,"$2,631,449",,"$1,699,000",,,,,"$36,493",,,,"$415,858",,"$9,149,902",,,,"$912,289","$1,496,752",,"$736,447",,,"$349,077","$229,887","$334,309","$430,614",,,"$22,285","$139,000","$840,726",,"$1,507","$369,016",,,"$814,378","$118,400","$4,519,669","$1,214,204","$685,614",,"$392,400","$578,212",,"$347,779","$30,200,200",,,,
0276919,,Dogville (2003),"$90,299",,"$307,104","$249,196",,,,"$230,281",,,,,,"$22,002",,,,,,"$30,835",,"$1,231,984","$1,535,286",,,,,,"$157,448","$2,132,787","$2,054,384","$504,000",,,,,,,"$3,272,119",,"$152,466",,,,,,,,"$4,216",,,"$221,199",,,,"$520,147","$57,385",,"$128,219",,,,,"$207,538",,,,"$6,792",,"$424,802",,"$33,779",,,,,,"$1,494,849","$368,851","$467,438","$36,134",,"$38,237",,"$8,447","$558,624",,,,
0277941,,Ned Kelly (2003),,,"$5,040,860",,,,,,,,"$12,018",,,,,,,,,,,"$10,042",,,,,,,"$5,923",,,,,,,,,,,,,,,,,,,,,,,"$124,304",,,,,"$246,645",,"$8,126",,,,,,,,,,,,,,"$7,256",,,,"$14,447","$95,732","$7,811",,,,,,"$27,684","$847,674",,,,
0167190,,Hellboy (2004),"$112,693",,"$2,433,233","$322,493","$32,847",,,"$340,449","$7,840","$1,004,135","$62,170",,"$140,610","$91,001",,"$153,532","$21,024",,,"$163,972",,,"$59,623,958",,"$14,521","$60,054",,"$18,081","$139,954","$3,856,479","$2,157,884","$187,969",,"$128,815","$61,136","$774,705","$154,385",,"$1,294,763","$78,500","$559,156","$15,692",,"$139,992","$37,603",,,"$78,500","$13,633","$657,587",,"$2,195,037",,,,"$172,696","$588,985","$10,052","$184,523","$8,973",,"$128,288","$609,306","$110,673","$282,613",,"$59,998","$53,842","$1,401,424","$1,371,642",,"$17,413","$842,060","$21,584","$24,361","$247,774","$1,129,479","$4,786,067",,"$259,598","$742,935","$1,718,065","$469,460",,"$190,510","$5,601,927","$13,130","$110,674",,
0299172,,Home on the Range (2004),"$883,948",,"$1,295,379","$1,133,620",,,,"$861,480",,"$1,500,000","$8,125",,,"$439,915",,"$175,000",,,,"$90,965",,"$1,278,670",,,,,,,"$1,328,549","$53,790,055","$4,009,628","$563,250","$128,506","$327,459","$92,742",,,,"$4,277,277",,,,,,,,,,,,,"$5,440,341",,,,"$498,948",,,"$1,466,009",,,,,"$1,709,924","$621,360",,,"$13,363",,"$751,744",,,,,,"$366,516",,"$5,024,320","$2,530,906","$1,026,970",,,"$570,407",,"$67,699","$3,054,526",,,,
0337697,,The Prince and Me (2004),,,"$2,101,904","$125,017",,,,"$129,956",,"$200,000",,,"$1,686",,,,,,,"$30,380",,"$263,733",,,,,"$17,781",,"$49,953",,"$453,227",,,"$96,674","$13,176",,,,"$155,322",,,,,,,"$17,993",,,,,,"$630,735",,,,"$202,162","$206,356",,"$49,981",,,,,"$25,262","$53,114",,,"$11,536",,"$298,239",,"$3,332",,,,"$300,000",,"$363,713","$40,238","$142,788",,"$68,400","$209,391",,"$74,696","$2,622,786",,,,
0351977,,Walking Tall (2004),,,"$1,666,725","$78,817",,,,"$105,580",,"$164,955",,,,,,,,,,,,"$96,200",,"$23,797",,,"$6,806",,,"$325,711","$791,750",,"$26,501",,"$27,749","$458,515","$107,123",,"$85,478","$27,877",,,,,,"$19,382",,"$59,296",,"$245,335",,"$543,394",,,,"$15,496","$153,232",,"$15,657",,,,"$182,900",,"$38,288","$515,593",,,,"$921,177",,,"$137,937",,,"$293,325","$8,560","$731,167","$95,728","$60,709","$71,158","$99,800",,,"$320,900","$1,459,962",,,,
0359517,,Johnson Family Vacation (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,588",,"$22,811",,,,,,,,,,,,
0318974,,The Alamo (2004),,,,,,,,,,,,,,"$22,893",,,,,,,,,,,,,,,,,,,,,,,,,"$56,716",,"$479,649",,,,,,,,,,,"$1,531,000",,,,,,,,,,,,,,,,$962,,,,,,,,,,"$765,957",,,,,,,,"$101,172",,,,
0327679,,Ella Enchanted (2004),,,"$1,399,482",,,,,"$10,088",,,,,,,,,,,,,,"$3,323",,,,,"$3,919",,"$10,233","$6,162",,,,,"$17,815",,,,"$7,189",,,,,,,"$15,529",,,,,,,,,,"$25,083","$253,432",,"$48,374",,,,,,"$22,047",,,,,"$211,195",,"$6,647",,,,"$73,511",,"$139,272",,,,,,,"$41,295","$1,517,761",,,,
0327247,,The Whole Ten Yards (2004),"$153,064",,"$691,373","$110,848",,,,"$155,069",,"$400,000","$96,912",,,"$15,478",,,,,,"$245,670",,,,,,,"$18,392",,,"$217,134","$833,870","$158,400",,"$555,433","$100,057",,,,"$554,489",,"$341,186",,,,,"$29,326",,,,,,"$501,266",,,,,"$84,232",,,,,,,"$190,728","$113,616",,,"$86,756",,"$1,450,000",,"$18,892",,,,"$380,354","$655,338","$911,747",,,,,"$365,485",,"$161,753","$245,332",,,,
0326977,,I'm Not Scared (2003),"$99,159",,"$137,855","$15,823",,,,,,$535,,,,"$5,721",,,,,,,,,,,,,,,,"$249,599","$151,993",,,,,,,,"$4,121,442",,,,,,,,,,,,,"$192,684",,,,"$189,533",,,,,,,,,,,,,,,,"$3,147",,,,,,,,,"$9,255",,,,,"$490,659",,,,
0323939,,Shade (2003),,,,,,,,,,,,,,,,,,,,,,,"$25,032",,,,,,,"$359,312",,"$73,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$954,,,,,,,,,
0336264,,Since Otar Left (2003),"$142,639",,,"$22,377",,,,,,,,,,,,,,,,,,,,,,,,,,"$456,464","$61,950",,,,,,,,,,,,,,,,,,,,,,,,,"$56,618",,,"$11,957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0315110,,Twentynine Palms (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,607",,,,,,,,,,,,,,,,,,,,,,"$32,869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0049833,,The Ten Commandments (1956),,,,,,,,,,,,,,,,,,,,,,,"$65,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0307351,,Prey for Rock & Roll (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0088680,,After Hours (1985),,,,,,,,,,,,,,,,,,,,,,,"$10,609,321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0345074,,Connie and Carla (2004),,,"$1,546,443",,,,,,,"$141,415",,,,,,,,,,,,"$7,868",,,,,,,,"$14,258",,"$297,100",,,,,,,"$16,574",,,,,,,,,,,,,"$161,144",,,,"$10,112",,,,,,,"$28,508",,"$36,710",,,,,,,,"$90,378",,,"$50,000",,"$39,848",,,,,,,"$15,397","$799,490",,,,
0378194,,Kill Bill: Vol. 2 (2004),"$686,426",,"$6,247,985","$1,113,823",,,,"$2,062,227",,"$1,800,000","$7,206",,,"$402,431",,,,,,"$682,660",,"$1,129,112","$66,208,183",,,,"$13,765",,"$992,554","$9,423,124","$7,405,914","$652,950","$493,148","$304,901","$218,498",,,"$321,998","$6,025,119",,"$8,497,114",,,,,"$59,156",,,,,,"$1,000,305",,,,"$2,002,740","$648,988",,"$1,751,112",,,,,"$786,364","$590,268",,,"$32,684","$3,078,363","$3,080,000",,"$45,953","$206,986",,,"$395,119",,"$4,324,490","$1,327,722","$1,974,086","$177,390","$394,000","$478,772",,"$201,864","$16,871,657",,,,
0330793,,The Punisher (2004),,,"$1,696,074","$513,878",,,,"$289,921","$18,848",,"$80,797",,,"$54,099",,"$75,062","$21,491",,,,,"$25,822",,,"$18,131",,"$51,818","$43,055",,"$1,294,495","$2,080,007","$171,941","$30,016","$192,531","$61,358",,,"$129,459","$1,666,933","$61,700",,,,,"$22,533","$54,784",,"$61,700","$26,697","$280,806",,"$2,205,176",,,,"$87,774","$336,848","$6,018",,,,"$4,103",,"$135,518","$201,899",,,"$33,003","$1,310,427","$1,624,320",,"$17,647",,,"$54,471","$264,357","$64,375","$2,984,639","$35,896","$384,474","$76,824","$514,781",,,"$343,809","$335,650","$16,313",,,
0380615,,Paper Clips (2004),,,,,,,,,,,,,,,,,,,,,,,"$1,121,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,013",,,,
