imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Baltic States,Bangladesh,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,East Africa,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lebanon/United Arab Emirates,Lesser Antilles,Lithuania,Malaysia,Malta,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,New Zealand,Nigeria,Norway,Oman,Palestine,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Russia/CIS,Russia/CIS/Ukraine,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam,West Indies
0289635,,Young Adam (2003),,,,,,,,,,,"$2,917",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$136,241",,,,,,,,,,,,,,,,,"$86,627",,,"$13,229",,,,,"$68,404",,,,,,,,,,,,,,,,,"$7,733",,,,,"$1,135,673",,,,
0337563,,13 Going on 30 (2004),,,"$4,675,724","$1,132,971","$50,245",,,"$1,056,466","$18,387","$566,343","$75,536",,"$251,717","$38,424",,"$71,393","$11,174",,,,,,"$57,231,747","$17,873","$15,704","$116,623","$38,919","$67,011","$154,248","$3,359,414","$4,897,808",,,"$292,060","$37,695","$54,248","$93,320",,"$469,360","$24,000",,"$45,158",,"$99,996","$43,027","$85,924",,"$24,000","$27,424","$151,690",,"$1,842,555",,,,"$635,761","$632,363","$8,249","$198,660","$11,139",,"$145,392","$202,419","$207,258","$310,684",,,"$71,350","$1,025,184","$1,008,302",,"$44,006","$304,819",,"$56,548","$1,072,970","$343,449","$665,591",,"$633,691","$11,336","$23,237","$449,762",,"$113,858","$9,346,533","$28,102","$325,802",,
0328107,,Man on Fire (2004),"$454,671",,"$4,040,305","$290,100",,,,"$1,743,985","$16,318","$1,428,857","$105,531",,"$270,846","$81,453",,"$247,389","$43,981",,,"$94,566","$128,087","$261,731",,"$62,932",,"$84,575","$96,241","$36,023","$111,041","$3,218,325","$2,508,824","$312,226","$59,743","$179,444","$67,392","$72,804","$114,697","$155,653","$2,031,086","$140,960","$7,583,265",,,,"$16,762","$79,901",,"$107,357","$26,857","$55,751",,"$3,967,915",,,,"$648,443","$302,014",,"$460,344",,,"$145,830","$230,323","$417,869","$475,603","$854,073",,"$55,522","$1,146,790","$1,180,114",,"$31,243","$123,032",,"$84,490","$658,618","$2,518,929","$5,757,673","$806,295","$473,769","$624,482","$175,296","$505,116",,"$281,484","$4,305,241","$23,993","$338,898",,
0398872,,Clifford's Really Big Movie (2004),,,"$22,675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$310,397",,,,
0326856,,Envy (2004),,,,,,,,"$1,402",,,,,,,,,,,,,,,,,,,,,,,"$47,499",,,,,,,,"$80,393",,,,,,,,,,,,,"$358,481",,,,,,,,,,,,,"$54,426",,,,,,,,,,,"$31,702",,"$103,832","$43,512",,,,,,,"$112,575",,,,
0335121,,Godsend (2004),"$373,978",,"$806,503","$129,955",,,,"$221,557",,,,,,"$76,771",,,,,,,,"$34,776",,,,,"$9,629",,"$18,850","$1,234,785","$618,751","$154,550","$135,965","$142,939","$39,828",,,,"$2,221,773",,,,,,,"$30,303",,,,,,"$1,598,921",,,,"$148,005",,,"$11,588",,,,,"$27,424","$223,193",,,"$16,546",,"$756,324",,"$3,215",,,,"$146,133",,"$2,749,735",,,"$53,129",,"$555,218",,"$156,039","$3,044,537",,,,
0323033,,Laws of Attraction (2004),"$262,791",,"$413,795","$151,508",,,,"$94,851",,,"$47,447",,,"$74,675",,,"$53,853",,,"$68,210",,"$23,284",,,,,"$5,967",,"$19,817","$494,856","$341,121","$342,900",,"$197,186","$21,051",,,,"$688,240",,,,,,,"$115,128",,,,,,"$522,030",,,,,,,"$36,122",,,,,"$215,558","$169,512",,,"$46,771",,"$1,255,106",,"$5,685",,,,"$532,011","$325,632","$2,179,409","$8,341","$622,012","$98,218","$83,400","$261,751",,"$105,185","$2,277,196",,,,
0377092,,Mean Girls (2004),"$7,015",,"$6,016,030","$764,532",,,,"$821,531",,"$453,129",,,"$299,571","$18,211",,"$27,761","$57,071",,"$94,911","$20,966","$59,144","$264,896","$86,058,055",,,"$32,062","$35,062","$29,072","$178,048","$2,043,508","$4,948,156","$172,910",,"$167,454","$72,470","$58,576","$102,649","$352,723","$1,668,360",,"$18,961",,"$16,477",,"$34,083","$86,662",,,"$9,051","$161,406",,"$2,195,348",,,"$157,104","$2,433,150","$506,567",,"$299,571",,,"$89,614","$257,582","$117,033","$556,913",,,"$56,688","$1,152,048","$1,192,705",,"$10,648","$459,395","$22,696","$105,111","$737,754","$645,466","$2,049,209","$285,484","$661,654","$193,124","$270,438","$225,551","$115,371","$132,663","$9,930,666",,"$116,211",,
0363282,,New York Minute (2004),,,"$2,106,513","$624,196",,,,"$26,745",,"$200,000",,,,,,,,,,,,,,,,,,,,"$172,093","$1,555,810",,,,"$58,658",,,,"$15,297",,,,,,,,,,,,,"$899,133",,,,"$13,282","$215,562",,,,,,,,,,,,,"$610,635",,,,,,,,,"$38,003",,,,,,"$52,696","$629,762",,,,
0338526,,Van Helsing (2004),"$710,769",,"$9,516,484","$2,386,758",,,,"$2,189,507",,"$3,246,961","$89,430",,"$1,111,265","$699,399",,"$500,208",,,"$99,272","$593,235",,"$1,313,100",,,,"$161,541","$127,146",,"$636,788","$11,208,100","$17,601,972","$1,250,467","$1,964,051","$373,223","$227,999","$1,448,204","$878,032","$572,706","$9,220,432",,"$24,900,000",,"$39,530",,,"$82,630",,,,"$1,196,834",,"$8,163,965",,,,"$2,273,572","$1,250,020",,"$1,037,122",,,"$490,704","$500,000","$1,003,818","$842,426",,,"$141,137","$3,000,000","$8,170,000",,"$23,509","$1,566,106",,,"$988,350",,"$11,876,051","$1,334,228","$1,995,665","$4,062,590","$1,993,784","$1,463,617",,"$621,341","$27,604,630",,"$618,963",,
0296915,,Valentin (2002),"$618,497",,,,,,,,,,,,,"$19,020",,,,,,,,,"$275,968",,,,,,,,,,,"$267,910",,,,,,,,,,,,,,,,,,"$46,705",,,,"$49,880",,,,,,,,,,,,,,,,,,,,,,"$144,261",,,,,,,,,,,,
0349169,,Breakin' All the Rules (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,642",,"$4,966",,,,,,,,,,,,
0332452,,Troy (2004),"$3,682,751",,"$16,409,921","$4,854,037",,,,"$6,141,113",,"$9,200,000","$724,033",,,"$1,954,427","$4,100,000",,,,,"$2,079,369",,"$5,003,119",,,,,"$547,915",,"$1,585,514","$17,767,821","$35,825,017","$7,271,112","$2,230,171","$2,226,780","$304,219",,"$301,000",,"$18,919,343",,"$37,961,620",,,,,"$501,773",,,,"$308,000",,"$15,060,776",,,,"$6,420,987","$2,285,955",,"$3,142,935",,,,,"$4,860,071","$1,702,392",,,"$356,658","$9,700,000","$12,302,902",,"$668,991","$722,000",,,"$2,521,826","$20,400,000","$24,349,581","$5,002,059","$5,357,011","$2,600,000","$2,114,900","$6,779,897",,"$1,327,479","$32,693,292",,"$1,200,000",,
0293007,,Carandiru (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,279",,,,,,,,,,,,,"$100,238",,,,,,,,,"$10,130",,,,"$21,000",,,,,,,,,,,,
0379217,,Coffee and Cigarettes (2003),,,"$295,526","$207,143",,,,"$28,821",,,,,,"$8,440",,,,,,"$77,153",,"$29,736","$2,198,924",,,,,,"$19,688","$693,519","$1,656,473","$123,600",,,"$11,581",,,,"$663,353",,,,,,,,,,"$18,494",,,"$40,198",,,,"$31,396","$90,128",,"$123,319",,,,,,"$37,055",,,,,"$205,933",,,,"$7,093",,,"$51,589","$182,448","$128,410","$456,098",,,,,,"$621,513",,,,
0329111,,Strayed (2003),"$16,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,490,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$124,733",,,,,"$68,592",,,,,,,
0065488,,The Boys in the Band (1970),,,,,,,,,,,,,,,,,,,,,,,"$2,695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160184,,Eye See You (2002),"$36,947",,"$47,728",,,,,"$97,063",,"$549,620","$23,403",,"$30,888","$17,708",,,,,"$18,654",,,"$23,239","$79,161",,,,,,"$17,010","$216,081","$164,221","$337,599","$42,048",,,,"$104,165",,"$148,249",,"$509,327",,,,,"$24,633",,,,,,"$532,271",,"$177,553",,"$11,211",,,"$21,858",,,,"$174,788",,"$213,598",,,,,,,,"$129,140",,,"$75,993","$673,072","$218,226","$14,384",,"$308,632","$133,746","$244,125",,,"$119,078",,"$127,116",,
0070034,,Enter the Dragon (1973),,,"$1,984",,,,,,,,,,,,,,,,,,,,"$25,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,207",,,,
0118845,,Happy Together (1997),,,,,,,,,,,,,,,,,,,,,,,"$320,319",,,,,,,,,,"$143,215",,,,,,"$13,902",,,,,,,,,,,,,,,,,$964,,,,,,,,,"$4,104",,,,,,,,,,,,"$661,191",,,,,,,,,,,,,
0100557,,The Nasty Girl (1990),,,,,,,,,,,,,,,,,,,,,,,"$2,281,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,056",,,,,,,,,,,,,
0108906,,The Kingdom (1994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0214388,,100 Girls (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0251052,,The Discovery of Heaven (2001),,,,"$12,933",,,,,,,,,,,,,,,,,,,,,,,,,,,"$675,813",,,,,,,,,,,,,,,,,,,,,,,,,"$3,096,906",,,,,,,,,,,,,,,,,,,,,,"$3,973",,,,,,,,,,,,
0062512,,You Only Live Twice (1967),,,$960,,,,,,,,,,,,,,,,,,,,"$43,084,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,847",,,,
0086034,,Octopussy (1983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,475",,,,
0113725,,Maborosi (1995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$130,864",,,,,,,,,"$13,161",,,,
0048445,,Oklahoma! (1955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,520",,,,
0089015,,Desert Hearts (1985),,,,,,,,,,,,,,,,,,,,,,,"$2,492,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0086984,,Body Double (1984),,,,,,,,,,,,,,,,,,,,,,,"$8,801,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0056241,,The Miracle Worker (1962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0116650,,Irma Vep (1996),"$9,730",,,,,,,,,,,,,,,,,,,,,,"$282,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,975",,,,,,,,,,,,,
0046268,,The Wages of Fear (1953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0037536,,The Bells of St. Mary's (1945),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,645",,,,,,,,,,,,,
0045012,,Pat and Mike (1952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0059592,,Pierrot the Fool (1965),,,,,,,,,,,,,,,,,,,,,,,"$87,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$192,,,,,,,,"$2,497",,,,,,,,,,,,,,,,,,,,,"$47,138",,,,
0086022,,Nostalghia (1983),,,,,,,,,,,,,,,,,,,,,,,"$41,014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,236",,,,,"$3,129",,,,,,,,,,,,,,,,,,,,
0058458,,The Soft Skin (1964),,,,,,,,,,,,,,,,,,,,,,,$509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,155",,,,,,,,,,,,,,,,"$12,609",,,,
0050613,,Throne of Blood (1957),,,,,,,,,,,,,,,,,,,,,,,"$46,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0346336,,The Best of Youth (2003),"$106,720",,,,,,,,,,,,,,,,,,,,,,"$274,024",,,,,,,"$52,428",,"$230,400",,,,,,,"$1,217,744",,,,,,,,,,,,,,,,,"$506,362",,,,,,,,,,,,,,,,,,,,,,"$5,939",,,"$113,277",,,,,,,,,
0284880,,Bang Rajan (2000),,,,,,,,,,,,,,,,,,,,,,,"$24,629",,,,,,"$3,106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0258967,,The Unsaid (2001),,,,,,,,,,"$43,811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,431,838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0259072,,A Time for Drunken Horses (2000),,,,,,,,,,,,,,,,,,,,,,,"$587,654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0328802,,September 11 (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$152,402",,,,,,,,,"$797,559",,,,,,,,,,,,,"$111,355",,,,,,,,,,,,"$23,396",,,,,,,,,,,,,,"$23,531",,,,,"$30,785",,,,,,,
0071970,,The Parallax View (1974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080120,,The Warriors (1979),,,,,,,,,,,,,,,,,,,,,,,"$22,490,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092117,,True Stories (1986),,,$317,,,,,,,,,,,,,,,,,,,,"$2,545,142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0070948,,Zardoz (1974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0284978,,Cypher (2002),,,"$116,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0066580,,Woodstock (1970),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$194,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0295743,,Friday Night (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$452,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0051849,,The Left Handed Gun (1958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0067140,,"Duck, You Sucker! (1971)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$980,,,,,,,,,,,,,
0071249,,Bring Me the Head of Alfredo Garcia (1974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,698",,,,
0057565,,High and Low (1963),,,,,,,,,,,,,,,,,,,,,,,"$46,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0235327,,Dark Days (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,195",,,,
0057611,,The Silence (1963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,263",,,,,,,,,,,,,,,,,,,,
0048641,,Smiles of a Summer Night (1955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,441",,,,,,,,,,,,"$1,888",,,,,,,,,,,,,
0046345,,Summer with Monika (1953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,316",,,,,,,,,,,,,,,,,,,,,,,,,
0058404,,The Night of the Iguana (1964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0062185,,Reflections in a Golden Eye (1967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,773",,"$53,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0100260,,Nightbreed (1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$607,341",,,,
0209077,,Ken Park (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,054",,,,,,,,,,,,,,,,,,,"$44,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0338564,,Infernal Affairs (2002),,,,,,,,,,,,,,,,,,,,,,,"$169,659",,,,,,"$31,998","$621,749",,,"$7,035,649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$977,903",,,,,,,,,,,,,
0365376,,A Tale of Two Sisters (2003),,,,,,,,,,,,,,,,,,,,,,,"$72,541",,,,,,,"$186,693",,,"$233,643",,,,,,"$552,375",,,,,,,,,,,,,,,,,,$578,,,,,,,,,,,,,,,,,,,,"$17,048",,,,,,,,,,,,,
0199683,,Kikujiro (1999),,,,,,,,,,,,,,,,,,,,,,,"$200,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$260,339",,,,,,,,,,,,,
0374546,,"Spring, Summer, Fall, Winter... and Spring (2003)","$288,818",,"$213,019","$101,755",,,,"$139,651",,,,,,"$105,311",,$158,,,,,,"$80,146","$2,380,788",,,,,,"$25,743","$1,167,071","$1,311,338","$262,500",,,,,,,"$682,167",,,,,,,,,,,,,"$126,243",,,,"$247,467","$70,254",,"$159,130",,,,,,"$13,006",,,,,"$131,873",,,,"$18,061",,,,"$466,657",,"$553,667",,,,,,"$400,249",,,,
0308379,,Dark Water (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$906,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$86,351",,,,,,,"$376,748",,,,,,,,,,,,,
0124207,,The Thief (1997),,,,,,,,,,,,,,,,,,,,,,,"$1,126,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0070379,,Mean Streets (1973),,,,,,,,,,,,,,,,,,,,,,,"$32,645",,,,,,,"$8,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,903",,,,
0304126,,Grill Point (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,555","$2,012,442",,,,,,,,,,,,,,,,,,,,,"$2,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0192657,,Shiri (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047849,,Bad Day at Black Rock (1955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0366532,,Seducing Doctor Lewis (2003),,,,,,,,,,,,,,,,,,,,,,,"$9,844,180",,,,,,,"$3,149,696","$422,169",,,,,,,,,,,,,,,,,,,,,,,,,,"$253,394",,,,,,,,,,,,,,,,,,,,,"$73,877",,,,,,,,,,,,
0092593,,"Goodbye, Children (1987)",,,,,,,,,,,,,,,,,,,,,,,"$4,542,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,333",,,,,,,,,,,,,
0328844,,The Inheritance (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$300,034",,,,,,,,,,,,,,,,,,,,"$745,979",,,,,,,,,,,,,,,,,,,"$105,367",,,,,,,,,,,,
0353014,,Wonderful Days (2003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,036","$111,522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0048308,,Lola Montès (1955),,,,,,,,,,,,,,,,,,,,,,,"$120,306",,,,,,,"$138,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,009",,,,,,,,,,,,
0053779,,La Dolce Vita (1960),"$34,764",,$615,,,,,,,,,,,,,,,,,"$2,304",,,,,,,,,,,,"$25,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,872",,,,,"$81,714",,,,,,,,,,,,,,,,"$40,484",,,,
0053619,,The Adventure (1960),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,606",,,,,,,,,,,,,,,,,,,,,,,,,
0052893,,Hiroshima Mon Amour (1959),,,,,,,,,,,,,,,,,,,,,,,"$96,439",,,,,,,"$3,193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,911",,,,,"$29,905",,,,,,,,,,,,,,,,,,,,
0046478,,Ugetsu (1953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,762",,,,,,,,,,,,,,,,,,,,,,,,,
0031252,,Drums Along the Mohawk (1939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0055601,,Viridiana (1961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,679",,,,,,,,,,,,,,,,,,,,
0079833,,Lupin III: The Castle of Cagliostro (1979),,,,,,,,,,,,,,,,,,,,,,,"$142,425",,,,,,,,,,,,,,,,"$143,398",,"$227,961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,377",,,,,,,,,,,,,
0073076,,Grey Gardens (1975),,,,,,,,,,,,,,,,,,,,,,,"$36,923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0087957,,Purple Rain (1984),,,$788,,,,,,,,,,,,,,,,,,,,"$70,261,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$461,,,,,,,,$854,,,,,,,,,,,,,,,,,,,,,,,,,
0330229,,Dolls (2002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$886,615","$29,175",,,,,,,,"$276,698",,"$4,123,035",,,,,,,,,,,,,,,,,,,,,,,"$18,324",,,,,,,,,,,,,,,,,,,"$67,811",,,,,,,
0039192,,Black Narcissus (1947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$115,433",,,,
0079116,,Escape from Alcatraz (1979),,,$970,,,,,,,,,,,,,,,,,,,,"$43,000,000",,,,,,,"$4,381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0298148,,Shrek 2 (2004),"$6,755,894",,"$35,456,463","$4,894,964",,,,"$6,927,658",,"$9,457,271","$55,626",,"$4,594,118","$3,896,476","$1,498,663","$2,981,211","$367,660",,"$135,552","$2,786,926","$2,786,926","$5,078,505","$441,226,247",,,"$449,361","$45,672","$249,909","$1,759,534","$50,966,511","$33,988,792","$1,350,150","$2,035,432","$2,969,580","$490,321","$333,164","$452,305","$3,771,330","$27,503,221",,"$22,435,819",,"$50,900",,"$220,372","$189,094",,,"$329,039","$693,364",,"$27,833,377",,,"$1,107,917","$7,387,824","$6,823,586",,"$6,008,940",,,"$1,283,680","$1,192,656","$13,259,696","$4,132,274",,,"$119,613","$5,221,594","$5,647,027",,"$60,300","$1,791,482",,"$250,713","$4,771,090","$18,123,377","$34,952,797","$3,997,784","$6,310,445","$4,001,886","$906,702","$2,232,698","$652,328","$553,254","$88,273,679",,"$2,680,021",,
