imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,E/W Africa,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Laos,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia/CIS,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
0870111,,Frost/Nixon (2008),"$43,972",,"$1,337,135","$93,905",,"$143,328","$1,226","$90,706","$6,976",,"$19,783","$4,716",,"$13,739","$11,224",,"$4,868","$10,893",,"$156,233",,,,,"$5,583",,"$4,987",,"$37,056","$390,950","$766,777",,"$86,144",,"$48,371","$38,285","$5,907",,,"$45,480","$879,567",,"$180,627",,,,"$8,633","$7,010","$1,397","$1,395",,"$98,859",,"$145,778","$111,501",,"$72,770",,,"$10,812",,"$48,641","$66,361",,,"$22,499","$30,230",,,,,"$11,845","$45,255","$45,979","$109,527","$439,038","$68,568","$177,851",,,,"$19,188",,,"$17,449",,"$18,616","$2,788,581","$8,083",,
0976051,,The Reader (2008),"$570,036",,"$3,436,114","$1,294,334",,"$912,785","$7,123","$1,824,947","$33,898","$35,148",,"$87,013",,"$154,956","$57,549",,,"$214,604",,,,,,,"$3,013",,,,"$314,509","$5,494,936","$20,544,884",,"$1,633,587",,"$406,769","$111,196","$53,422","$67,355",,"$526,510","$3,645,596",,"$5,317,138",,,,,"$86,560",,,"$28,207","$1,108,524",,"$2,000,700","$866,562",,"$419,342",,,"$58,707","$22,954","$777,478","$587,908",,,"$48,389",,,"$28,436","$173,842",,"$79,637","$339,802",,"$2,321,258","$6,648,318","$663,680","$1,495,763",,"$775,167","$24,894","$377,530","$85,772",,"$345,438",,"$32,833","$8,469,233","$93,723",,
1182937,,Rab Ne Bana Di Jodi (2008),,,"$336,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,884",,,,,,,"$24,791,233",,,,,,,,,,,,,"$113,194",,,"$135,930","$51,287",,,,,,,,,,,,,,,,,,"$151,184",,,,,,,,,,,,,,,"$2,178,914",,,
0990361,,Room of Death (2007),,,,,,"$75,751",,,,,,,,,,,,,,,,,,,,,,,,"$987,890",,,,,,,,,,,,,,,,,,,,,,"$24,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,732",,,,,,,,,
0476681,,Waiter (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,912",,,,,,,,,,,,,,,,,,,,,,,,
1121794,,Sword of the Stranger (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,270",,,,,,,,,,,,,"$231,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$230,,,,,,,,,,,,,,,,
1068649,,I've Loved You So Long (2008),"$194,736",,"$1,558,192","$40,840",,"$549,993","$1,919","$252,894",,,,"$63,427",,,,,,"$7,239",,"$342,307","$3,169,305",,,,,,,,,"$9,157,138","$409,803",,"$69,088",,,$31,,,,,"$554,704",,,,,,,,,,,"$95,168",,"$1,096,304","$325,346",,"$285,452",,,"$41,992",,,,,,"$5,876",,,,,,,,,"$11,908","$720,566","$106,809","$155,248",,,,"$21,932",,,"$51,646",,,"$1,796,602","$35,064",,
0814314,,Seven Pounds (2008),"$263,090","$15,675","$4,081,722","$885,364","$44,882","$949,850","$44,437","$4,651,219","$21,736","$408,943",,"$95,209",,"$752,979","$27,680","$18,983",,"$94,349",,"$240,493",,"$55,231",,"$36,481","$136,643","$58,645","$34,104","$9,175","$55,635","$9,964,159","$10,948,614","$11,302","$156,925","$143,220","$439,200","$71,953","$27,823","$140,653","$207,119","$214,788","$16,157,223","$98,533","$8,311,706","$42,026","$182,333",,"$20,535","$79,978","$78,431","$39,280","$140,579","$4,294,120",,"$826,954","$583,337","$62,860","$62,488","$23,403",,"$285,044","$92,154","$402,828","$832,889",,"$38,901","$128,697","$1,565,709",,"$8,185","$375,922","$65,104","$39,402","$309,025",,"$1,090,854","$13,462,297","$284,004","$1,666,823","$451,641","$1,121,252","$93,930","$514,496","$71,657",,"$515,273","$249,188","$275,653","$8,147,094","$72,117","$1,324,899",
1125849,,The Wrestler (2008),"$191,690",,"$1,081,646","$193,357",,"$262,875",,"$438,906","$5,061",,,"$71,088",,"$59,817","$46,132",,,"$50,078",,,,,,,,,"$15,826",,"$387,071","$1,952,017","$1,002,239",,"$547,172",,"$41,880","$39,252","$24,761",,,,"$2,824,964",,"$578,933",,,,"$28,809","$10,013",,"$12,985",,"$570,671",,"$247,409","$120,201",,"$449,800",,,"$55,422",,"$96,344","$200,067",,,"$19,911","$612,650",,"$14,943","$72,070","$4,986","$16,970","$61,962",,"$296,753","$1,113,996","$427,091","$262,176",,,,"$21,343","$22,056",,"$81,940",,"$31,725","$3,734,050","$16,803","$78,506",
0304547,,Small Cuts (2003),,,,,,,,,"$1,752",,,,,,,,,,,,,,,,,,,,,"$1,001,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0949564,,Tuya's Marriage (2006),,,,"$58,947",,"$91,020",,,,,,,"$174,608",,,,,,,,,,,,,,,,,,"$789,823",,"$7,166",,,,,,,,"$758,239",,,,,,,,,,,,,"$16,057",,,"$40,587",,,,,,,,,"$1,055","$6,326",,,,,,,,"$4,050","$319,208","$67,001","$27,637",,,,"$2,955",,,"$23,939",,,,,,
0421715,,The Curious Case of Benjamin Button (2008),"$2,046,098",,"$11,450,474","$2,584,645",,"$3,305,657","$113,052","$8,598,448","$127,731","$652,328",,"$1,109,721",,"$1,367,443","$202,046",,,"$852,956",,"$1,647,700",,,,"$32,452","$247,473","$385,605","$91,611",,"$1,007,337","$20,832,798","$20,368,188","$2,226","$4,106,250",,"$3,145,777","$527,317","$85,687","$328,310","$328,923","$933,099","$15,750,900",,"$25,400,000",,,,"$155,672","$127,881",,"$193,006","$360,441","$7,182,452",,"$4,157,439","$1,063,151","$7,374","$1,209,374",,,"$583,115","$746,279","$1,697,809","$2,235,429",,,"$211,154","$4,355,492",,"$94,307","$1,024,707","$243,546","$129,840","$685,513",,"$10,533,860","$16,210,146","$2,404,571","$2,941,784",,,,"$2,328,845","$547,545",,"$2,815,121","$449,823","$615,943","$13,341,148","$185,937","$1,822,504",
1068680,,Yes Man (2008),"$1,324,861",,"$8,792,793","$1,566,285",,"$2,112,042","$107,385","$5,321,595","$195,700","$584,956",,"$929,148",,"$961,557","$202,576",,,"$216,251",,"$2,707,572",,,,"$58,446","$334,547","$273,105","$95,307",,"$1,278,955","$5,775,299","$5,405,766","$2,278","$1,553,805",,"$1,241,033","$466,881","$276,217","$214,649","$704,041","$1,390,320","$10,187,158",,"$1,249,449",,,,"$212,804","$257,289",,"$461,082","$810,980","$4,970,699",,"$3,719,800","$1,115,875","$22,243","$2,116,415",,,"$424,983","$326,831","$962,362","$1,227,220",,,"$434,875","$7,822,926",,"$67,456","$1,478,018","$114,822","$272,349","$863,630",,"$6,771,041","$5,972,772","$3,120,932","$1,342,175",,,,"$2,942,790","$465,594",,"$1,883,542","$595,500","$738,370","$15,009,401","$139,346","$3,356,562",
1241326,,On the Rumba River (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0985699,,Valkyrie (2008),"$727,580",,"$4,335,295","$1,338,143","$145,553","$1,926,066","$84,011","$4,605,676","$104,711","$325,751",,"$788,657","$8,374,867","$554,817","$103,797",,,"$334,020","$365,875","$1,360,876",,"$78,394","$65,871","$50,255","$213,178","$172,805","$64,375",,"$595,066","$5,402,177","$11,442,619","$6,643","$770,132","$853,942","$714,246","$278,590","$45,803","$335,832","$494,106","$386,223","$6,094,571","$58,609","$12,118,887","$91,708","$356,319",,"$52,608","$262,278","$65,024","$74,445","$355,600","$4,592,143",,"$3,794,826","$623,910","$12,259","$817,547","$45,013",,"$361,395","$470,754","$864,715","$1,022,644","$446,443","$102,341","$154,654","$3,947,905",,"$66,834","$568,680","$87,729","$939,999","$324,914",,"$8,501,030","$7,963,996","$1,724,481","$1,228,347",,,,"$695,875","$483,039",,"$865,827","$380,155","$585,039","$9,552,207","$86,068","$127,001","$53,913"
0983213,,5 Centimeters per Second (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,525",,,,,,"$31,941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$441,917",,,,,,,"$12,554",,,,,,,,,
0953318,,Ben X (2007),"$27,023",,,"$4,430",,"$2,370,990",,,,,,,,"$1,350",,,,,,,,,,,,,,,"$3,719","$126,492","$140,398",,"$4,075",,,$61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,841","$1,406",,,,,,,,"$39,070",,,"$17,958",,,
1110272,,The King of Ping Pong (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,594",,,,,,,,,
0960731,,Bedtime Stories (2008),"$2,096,916",,"$10,627,387","$1,393,031",,"$961,701","$83,516","$3,618,106","$73,260","$767,928",,"$1,019,509",,"$1,700,466","$16,198",,,"$230,032",,"$386,689",,,,"$37,958","$832,194","$81,150","$44,182",,"$53,561","$2,957,682","$8,873,264","$1,226","$758,382",,"$1,192,894","$803,126","$74,325",,"$921,206","$637,106","$899,750",,"$2,552,699",,,,"$47,090","$148,488",,"$58,274","$1,373,911","$8,783,222",,"$1,337,412","$851,958","$28,140","$295,099",,,"$1,139,970","$947,606","$1,703,431","$371,363",,,"$133,871","$8,546,565",,"$41,954","$1,419,771",,"$43,668","$622,079",,"$949,389","$6,753,174","$932,164","$1,278,388",,,,"$1,804,642","$972,001",,"$559,867","$783,373","$586,369","$12,886,242","$121,022","$3,556,942",
1024715,,Choke (2008),,,"$147,282",,,,,"$3,396",,,,,,,,,,,,,,,,,,,"$1,346",,,"$43,950",,,,,"$41,361",,"$5,605",,,,"$22,858",,,,,,"$12,325",,,,,,,,"$22,692",,,,,,,"$10,779","$7,850",,,,"$169,189","$28,617",,"$33,704",,,"$18,586",,,"$184,213",,,,,,,,,"$46,621",,,"$255,500",,,
0959337,,Revolutionary Road (2008),"$290,486",,"$2,138,833","$535,803",,"$1,017,408","$2,214","$881,573","$23,605",,"$108,979","$124,733",,"$92,519","$74,134",,,"$220,128",,"$688,954",,,,"$11,022","$29,166","$70,278","$38,356",,"$476,639","$8,657,060","$4,764,151",,"$1,073,743",,"$381,015","$200,539","$24,359","$143,574",,"$359,830","$4,832,138",,"$4,181,251",,,,"$37,144","$88,300",,"$57,055",,"$993,848",,"$722,526","$422,299","$2,339","$657,591",,,"$88,209","$19,900","$786,220","$610,150",,,"$79,345","$1,004,685",,"$32,018","$140,332","$5,097","$72,765","$218,915","$188,590","$284,229","$5,580,919","$709,717","$2,263,937",,,,"$312,845","$72,909",,"$490,183","$178,445","$120,826","$5,117,981","$43,446","$224,445",
0483756,,Nobel Son (2007),,,,,,,,,,,,,,,,,,,,,"$540,382",,,,,,,,,,,,,,,,,,,,"$5,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024255,,Wild Child (2008),,,"$3,259,776",,,,"$6,502",,,"$35,075","$43,560",,,"$11,703",,,,,,,,,,,"$41,489",,,,,,,,,,,,,,,,,,,,,,,,,,"$120,884","$348,673",,,"$245,063",,,,,"$69,668",,,,,,,,,,"$181,208",,,,,,,,,,,,,,,,,,,"$6,094","$229,490","$69,058"
1034303,,Defiance (2008),"$120,141",,"$2,934,207","$96,119",,"$265,967","$110,242","$321,534","$7,405",,,,,"$82,792","$24,840",,,"$41,903",,,,,,,,,"$15,636",,"$38,321","$2,265,303","$860,153",,"$61,320",,"$96,386",,"$25,543",,,,"$1,224,839",,"$497,600",,,,"$10,261","$31,748",,"$28,969",,"$1,253,622",,"$520,262","$416,049",,"$57,377",,,"$28,583",,"$94,251","$173,237","$65,776",,,,,,"$138,258",,,"$79,475",,"$1,108,965","$3,260,190","$46,045","$61,600",,,,"$110,349","$132,060",,,,"$319,122","$5,584,810","$6,678",,
0822832,,Marley & Me (2008),"$637,908",,"$6,966,395","$1,418,975","$47,604","$1,107,042","$76,282","$6,314,657","$56,474","$174,353",,"$167,017",,"$448,296","$359,903",,,"$351,428","$319,655","$284,828","$143,153,751","$64,062","$27,240","$49,543","$272,938","$134,871","$107,000","$6,625","$455,248","$6,340,900","$8,479,376","$12,957","$730,545","$881,647","$933,323","$520,770","$96,672","$190,929","$278,804","$514,417","$6,737,110","$109,756","$7,536,297","$34,585","$138,911",,"$75,001","$70,215","$90,683","$139,599","$283,701","$2,695,991",,"$1,739,447","$778,424","$10,673","$354,426","$11,805",,"$433,875","$262,309","$283,350","$1,351,571","$790,758","$47,441","$134,915","$3,546,048",,"$50,690","$875,168","$95,548","$111,014","$1,440,176",,"$1,012,861","$3,762,236","$560,867","$1,378,244",,,,"$773,889",,,"$333,123","$449,973","$399,539","$23,286,860","$87,004","$1,126,566","$21,191"
0864770,,The Grocer's Son (2007),,,"$432,948","$59,544",,"$74,019",,,,,,,,,,,,,,"$22,453",,,,,,,,,,"$1,927,778","$709,353",,"$8,452",,,,,,,,,,,,,,,,,,,,,"$19,288","$244,491",,"$248,139",,,,,,,,,,,,,,,,,,,"$570,041","$307,607","$138,735",,,,"$62,883",,,,,,"$4,816",,,
1232826,,Involuntary (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,131",,,,,,,,,,,,,,,,,,,,,,,,
0876563,,Ponyo (2008),"$59,312",,"$331,663","$45,761",,"$114,702","$1,024","$145,841",,,,"$36,353","$1,620,000","$24,231",,,,,,"$207,340","$15,743,471",,,,,,,,"$364,193","$6,901,818","$751,256",,,,"$3,029,041",,,,,,"$1,107,774",,"$164,565,997",,,,,"$3,360",,,,"$89,917",,"$42,620","$102,388",,"$101,396",,,,,,"$125,424",,,"$4,608","$176,483",,,"$297,824",,,,,"$6,941,531","$691,812","$103,625",,,,,"$1,072,756","$27,906",,"$8,365",,"$81,090",,,,
0847487,,What My Eyes Have Seen (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,980","$324,301",,,,,,,,,,,,,,,,,,,,,,"$25,048",,,,,,,,,,,,,,,"$34,500",,,,,,,,,,,,,,,"$22,017",,,,,,,,,
0462485,,Poultrygeist: Night of the Chicken Dead (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,819",,,,,,,,,,,,,,,,,,,,,,,,
1152850,,Wendy and Lucy (2008),$340,,"$17,471","$21,867",,,,,,,,,,,,,,,,,"$865,695",,,,,,,,,"$141,661",,,,,,,,,,,,,,,,,,,,,,,,,"$1,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$144,356",,,
1107365,,Open Season 2 (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,262,134",,,,,,,,"$199,915",,,,,,,,,,,,,,,,
1046947,,Last Chance Harvey (2008),"$472,455",,"$1,780,800","$358,194",,"$134,736","$1,461","$791,723",,,,"$158,660",,,,,,,,"$166,460","$14,889,042",,,,"$30,884",,,,"$46,896","$2,747,905","$2,139,464",,"$300,379",,"$26,164","$124,063","$5,457",,,,,,,,,,,"$10,209",,,,"$264,672",,"$151,713","$640,144",,"$37,760",,,"$126,409",,,"$199,446",,,,"$12,966",,,"$30,834",,,"$204,447",,"$203,864","$2,341,564","$7,443","$255,126",,,,"$45,067","$20,692",,"$266,252",,"$42,847","$3,391,327","$74,598","$66,304",
1220719,,Ip Man (2008),,,,,,,,,,,,,"$13,728,640",,,,,,,,,,,,,,,,,,,,,,"$3,300,847",,,,,,,,,,,,,,,,"$1,448,373",,,,"$10,989",,,,,,"$51,656",,,,,,,,,"$2,049,498",,,,,"$548,647",,,,,,,"$801,604",,,,,,,,,
0238552,,Replicant (2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$823,581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0441297,,Habana Blues (2005),"$13,245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,007",,,,,,,,,"$41,110","$3,642,445",,,,,,,,,,,,,,,
0449487,,Passengers (2008),,,"$9,892",,,"$104,277","$11,822","$428,500",,,,,,,"$11,425",,,,,,"$292,437",,,,"$7,126",,,,,"$697,158",,,"$206,074",,"$73,275",,"$7,700",,,,"$758,564",,"$710,000",,,,"$16,512","$29,019",,"$4,830","$29,203","$445,522",,"$50,580",,,,,,"$43,902","$207,854",,"$120,615",,,,,,,"$106,858",,,"$28,222",,,"$512,075",,,,,,"$283,055",,,"$390,725",,"$211,752",,,,
0420238,,The Tale of Despereaux (2008),"$176,458",,"$1,599,837","$289,342",,"$407,923","$19,664","$811,425","$90,850",,"$252,744","$158,946",,"$248,631","$130,263",,,"$266,986",,"$345,350",,,,,"$181,761","$35,574","$56,786",,"$189,696","$2,969,527","$803,545",,"$346,022",,"$539,924","$663,950","$39,732",,,"$426,079","$645,683",,,,,,"$79,979","$48,597","$23,241","$282,007","$67,057","$2,297,403","$197,564","$971,010","$134,678","$2,372","$702,275",,,"$312,352",,"$471,362","$934,104",,,"$59,128","$3,836,436",,,"$124,805","$92,344","$172,237","$288,058","$290,909","$1,869,901","$3,948,152","$330,482","$191,882",,,,,,,"$1,483,127","$365,515","$304,498","$3,727,089","$15,837","$759,036",
0901476,,Bride Wars (2009),"$390,434",,"$7,880,947","$912,503","$90,005","$1,010,104","$60,262","$1,646,667","$73,305","$449,072",,"$146,672",,"$220,226","$96,505",,,"$57,202",,"$277,023",,"$72,480","$97,777","$49,279","$156,658","$134,437","$43,461","$7,647","$184,190","$2,191,237","$3,483,297","$10,262","$212,200","$271,800","$638,452","$379,922","$54,169",,"$379,982","$222,026","$1,742,791","$49,474",,"$101,560","$176,347",,"$92,112","$149,530","$96,219","$153,404","$398,728","$2,665,329",,"$1,512,958","$449,187","$13,858","$508,642","$12,788",,"$349,857","$365,182","$339,451","$240,424","$443,244","$70,995","$193,660","$3,633,158",,"$50,416","$787,122","$14,293","$183,643","$785,479",,"$488,185","$3,447,831","$515,594","$542,622",,,,"$1,186,291",,,"$323,650","$515,505","$342,172","$10,598,856","$59,343","$1,028,611","$131,626"
1259014,,Mesrine: Killer Instinct (2008),,,,"$32,018",,"$524,809",,"$69,096",,,,,,,"$74,264",,,"$115,581",,,"$551,697",,,,,,,,,"$18,137,700","$379,408",,,,,"$25,738",,,,,"$704,920",,,,,,"$11,579",,,"$14,510",,,,"$87,252",,,,,,,,,,,,,"$2,509,851",,,,"$32,654",,,,,,,"$308,701",,,,,,,"$19,942","$350,115","$21,093","$785,545",,,
1179891,,My Bloody Valentine (2009),"$574,286",,"$1,293,069","$1,059,834",,"$617,724","$106,046","$1,229,646","$166,802","$53,412",,"$103,629",,"$334,759","$191,210",,,"$538,771",,"$142,938",,,,,"$432,238",,"$160,017",,"$124,493","$1,243,679","$3,135,001",,"$140,664",,"$313,932","$414,926","$95,533",,,,"$8,725,914",,,,,,"$216,948","$138,047",,"$124,231","$94,482","$1,838,594",,"$1,175,804","$194,914",,"$255,700",,,"$485,701","$120,335","$822,494","$194,087",,,"$573,262","$2,093,298",,"$2,254","$382,635",,"$87,559","$47,860",,"$962,057","$4,593,087","$529,643","$236,606",,,,"$650,526","$465,833",,"$875,120",,"$284,301","$10,150,007","$100,897","$293,961",
0419515,,Blood and Bones (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,370,922",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,209",,,,,,,,,
0850253,,Battle in Seattle (2007),,,,,,,,,,,,,,,,,,$548,,,,,,,,,,,,"$618,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,155",,,,,,"$31,589",,,,,,,,,,,"$22,386",,,,
0480669,,Timecrimes (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$124,152",,,,,,,,,,,,,,,,,,,,,,,,"$389,919",,,,,,,,,,,,,,,
0487419,,The Secret of the Grain (2007),"$83,642",,"$360,950","$195,475",,"$256,275",,"$106,102",,,,,,,,,,,,,,,,,,"$3,142",,,,"$8,620,554","$815,402",,"$81,555",,,,,,,,"$2,875,013",,,,,,,,,,,,,"$228,116",$936,,,,,,,,"$176,571",,,,"$64,206",,,,,,,,,"$191,575","$96,694","$40,974",,,,,,,,,,"$493,245",,,
0464029,,Grbavica (2006),"$23,859",,,,,,,$377,$932,,,,,,,,,"$14,152",,,"$43,460",,,,,,,,,,"$300,022",,,,,"$1,682",,,,,"$31,233",,,,,,,,,,,"$56,105",,,,,"$37,580",,,,,,,,,"$1,588",,,,,,,,,"$23,392","$250,275",,,,,,"$10,378",,,"$14,071",,,"$7,397","$4,044",,
0834001,,Underworld: Rise of the Lycans (2009),"$375,781","$15,857","$3,421,006","$524,711","$59,401","$94,540","$40,237","$1,410,880","$164,969","$310,431",,"$316,294",,"$358,079","$83,584","$17,075",,"$278,926",,"$26,025",,,,"$30,266","$171,717","$84,621","$28,977","$6,857",,"$2,969,896","$2,465,572","$9,939","$1,226,172","$1,391,779","$396,653","$196,276","$27,912","$1,064,719","$672,678","$20,322","$1,592,463","$79,053","$325,807","$41,641","$249,999",,"$62,676","$69,443","$106,241","$86,788","$1,836,866","$3,847,460",,,"$393,629","$59,764",,"$28,017",,"$286,161","$1,671,604","$746,464","$281,000",,"$87,605","$90,114","$3,166,564",,"$25,568","$721,425","$81,807","$65,147","$262,809",,"$218,346","$3,548,025",,,,,,"$350,200","$1,816,412",,"$386,898","$295,186","$471,453","$3,687,631","$21,169","$1,033,059",
0494238,,Inkheart (2008),"$365,145",,"$1,222,364","$514,167",,"$105,975","$23,816","$1,239,242","$48,810","$347,625",,"$369,600",,"$327,602","$46,720",,,,,"$18,933",,,,"$9,542","$266,773",,,,"$75,473","$1,484,027","$10,112,691","$4,727","$126,414",,"$683,374","$53,772","$33,700",,,"$94,950","$3,289,477",,,,,,,"$6,321",,"$31,106","$1,080,825","$2,379,443",,"$97,770",,"$9,489","$44,859",,,"$327,675","$368,500",,"$185,162","$232,949",,"$59,387","$1,681,477",,,"$967,282",,"$20,573","$167,905",,"$2,665,476","$3,085,514","$43,713","$318,918",,"$318,918",,"$1,815,500","$766,623",,"$946,333",,"$265,041","$5,781,992","$12,459","$953,627",
0818165,,The Alphabet Killer (2008),,,,,,,,,,,,,,,,,,,,,,,,,,"$26,854",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,191",,,,,,,,,,,,,,,,,,,,,"$45,767",,,,
1114740,,Paul Blart: Mall Cop (2009),,"$69,244","$3,733,141","$2,350,624","$79,907","$73,064","$46,703",,"$71,279","$300,180",,"$69,509",,"$146,436",,"$22,864",,,,,,"$37,854",,,"$158,482","$77,578","$16,513","$2,467",,,"$12,900,472","$2,163",,,,,"$92,203",,,,"$25,473","$37,000",,"$32,342","$286,914",,"$40,733","$53,793","$37,000","$43,907","$485,757","$2,252,572",,,"$300,010","$43,215",,"$18,979",,"$383,632",,,,,"$130,888","$67,307","$274,502",,,"$569,938",,,"$170,747",,,"$105,532","$133,211","$936,327",,"$728,872",,,,,,,"$483,020","$7,732,094","$81,975","$1,305,828",
0472198,,Notorious (2009),,,"$1,200,290",,,,,,,,,,,,,,,,,,"$36,843,682",,"$68,000","$16,225",,,,,,"$958,594","$596,015","$5,288",,,,,,,,,"$209,043","$41,320",,,,,,,"$34,741",,,,,,"$143,322","$14,178",,,,,"$4,319",,,"$97,687",,,,,,"$10,813",,,"$141,099",,,"$38,793",,,,,,,,,,,,"$3,996,758",,,
1139668,,The Unborn (2009),"$776,427",,"$1,399,052","$190,203",,"$288,914","$9,892","$873,034","$43,575","$89,568",,"$344,528",,"$476,433","$33,909",,,"$87,487",,"$47,314",,,,,"$209,544","$110,822","$15,982",,"$119,765","$1,020,734","$1,665,286",,"$406,785",,,"$64,180","$18,277",,,"$96,138","$2,470,810",,,,,,"$24,670","$51,520",,"$91,195","$198,088","$5,249,945","$184,703","$366,974","$80,893",,"$72,694",,,"$503,820","$308,171","$323,465","$188,503",,,"$60,630","$1,539,220",,,"$331,570",,"$67,116","$71,395",,"$1,059,905","$3,459,431","$148,495","$246,805",,,,"$115,233",,,"$84,695","$236,571","$512,033","$5,574,004","$7,351","$1,620,599",
0988849,,Donkey Punch (2008),,,,,,"$1,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,166",,,,,,,,,,,,,,,,,,,,,,,"$70,025",,,,,,,,,,,"$546,963",,,
0487271,,Wo ist Fred? (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$310,000",,,,,,,,"$8,564",,,,,,,,,,,,,,,,
0822868,,Make It Happen (2008),,,"$1,526,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,938",,,,,,,,,,,,,,,,"$41,443",,,,,,,,,,"$108,174",,,,,,"$492,825",,,"$91,686",,,,,,,,,,,,"$63,782","$87,261",,,,,,,,
0963194,,Repo! The Genetic Opera (2008),,,"$5,939",,,,,,,,,,,,,,,"$6,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,199",,,,,$689,,,,,"$26,079",,,,,,,,,,,,,,,
0815245,,The Uninvited (2009),,,"$1,023,158",,,"$164,844","$38,553",,,"$69,393",,"$150,478",,"$241,997",,,,,,,,,,,"$112,174","$81,705",,,,"$19,068","$1,253,346",,,,,,,,,,"$73,717",,,,,,"$13,005","$34,031",,"$22,666","$276,684","$2,612,910",,"$198,929","$98,064",,"$37,911",,,"$210,553",,"$166,915","$109,319",,,,"$1,130,822",,,"$257,631",,,"$47,887",,"$235,646","$1,597,235","$75,208",,,,,,,,"$408,270",,"$186,567","$1,487,818",,"$500,110","$99,952"
0792986,,Fear(s) of the Dark (2007),,,,,,"$18,365",,,,,,,,,,,,,,,,,,,,,,,,"$295,093",,,,,,,,,,,,,,,,,,,,,,,,$365,,,,,,,,,,,,,"$44,206",,,,,"$1,015",,,,,,,,,,,,,,,,"$13,893",,,
