imdbId,imdbid,Movie Name,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Curaçao,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,E/W Africa,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Germany,Ghana,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kuwait,Laos,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East Other,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia/CIS,S/E/W Africa,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Africa/Nigeria,South Korea,Spain,Sweden,Switzerland,Switzerland (French),Switzerland (German),Switzerland (Italian),Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,Vietnam
1032755,,RocknRolla (2008),"$92,024",,"$2,358,271","$99,538",,"$72,163","$2,017","$247,275","$93,085","$49,472",,"$45,151",,"$39,765","$55,691",,,,,"$138,302",,,,,"$8,574",,"$62,430",,"$66,471","$606,793","$301,572",,"$408,375",,,"$465,100","$46,289","$9,160",,"$153,046","$386,404",,"$79,209",,,,"$66,509","$14,086",,"$67,604",,"$234,268",,"$512,850","$259,517",,"$193,632",,,"$20,909","$9,332",,"$194,228",,,"$53,772","$1,607,154",,,"$99,514","$25,808","$64,405","$50,552",,,"$1,384,002","$87,325","$16,628",,,,,,,,,"$168,623","$8,915,788","$5,246","$102,308",
0962726,,High School Musical 3: Senior Year (2008),"$1,314,788",,"$7,711,751","$2,651,366",,"$2,848,130","$123,188","$5,578,999","$51,983","$849,388",,"$727,413",,"$1,005,424","$133,295",,,"$627,914",,"$2,655,450",,,,"$65,940","$888,030","$136,107","$49,360",,"$856,357","$15,763,462","$17,865,900",$305,"$899,400",,"$1,423,450","$1,074,533","$71,509","$183,113","$475,084","$579,329","$12,738,501",,"$5,455,000",,"$149,178",,"$66,398","$293,325",,"$92,436","$960,529","$4,396,904",,"$2,735,772","$1,273,499","$41,477","$2,536,890",,,"$724,953","$1,435,234","$3,178,250","$699,477",,,"$94,761","$733,886",,"$41,144","$1,554,970","$285,994","$126,319","$1,431,561",,,"$12,680,857","$2,578,842","$2,047,935",,,,"$577,490","$153,135",,"$612,341",,"$640,432","$33,900,140","$52,754","$1,448,347",
0479952,,Madagascar: Escape 2 Africa (2008),"$5,066,136",,"$15,093,421","$6,768,522",,"$6,565,460","$279,580","$16,949,456","$271,994",,"$2,797,643","$2,024,236","$5,278,943","$2,522,010","$528,610",,"$280,486","$3,550,816","$4,218,787","$3,830,482",,,,"$98,636","$1,159,126","$202,391","$255,037",,"$2,524,521","$42,257,796","$45,757,904",,"$3,332,259",,"$2,408,643","$2,072,085","$160,769","$681,716","$1,558,368","$2,582,508","$34,915,869",,"$10,068,376",,,,"$367,538","$222,975",,"$748,906","$2,589,522","$16,865,859","$933,125","$8,604,006","$2,027,647","$13,566","$3,448,528",,,"$2,050,363","$1,547,897","$11,636,020","$4,417,830",,,"$449,696","$40,776,157",,"$214,338","$2,755,573","$1,072,395","$772,438","$2,092,673","$2,148,354","$5,427,400","$19,610,109","$3,645,692","$11,010,683",,,,"$1,529,524","$697,370",,"$2,238,477","$2,909,047","$1,908,261","$35,471,617","$264,231","$5,452,823","$157,224"
1101026,,Admiral (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,968",,,,,,,,,,,,"$34,527,887",,,,,,,,"$234,039",,,,,,,"$30,980",,,,,,,,,
0861689,,Blindness (2008),"$190,174",,"$61,326","$36,451",,"$182,351","$20,308","$4,051,714",,"$123,967",,"$95,292",,"$121,508",,,,,,"$5,054",,,,,"$100,825",,,,"$32,359","$378,794","$362,474",,"$154,481",,"$27,542","$12,156",,,,"$86,248",,"$3,655","$2,942,217",,,,,"$8,729","$9,479",,,"$1,186,307",,"$119,455",,,,,,"$129,590",,,"$1,011,160","$64,863",,"$8,274","$24,654",,,"$96,261",,"$4,273","$18,546",,"$3,312,141","$828,898",,"$156,483",,,,"$54,069",,,"$99,766",,"$13,866","$148,900","$41,809","$166,809",
0824747,,Changeling (2008),"$890,990",,"$2,553,632","$555,885",,"$969,755","$5,895","$1,106,760","$89,158",,"$191,945","$260,517",,"$134,105","$102,477",,"$27,883","$231,128",,"$1,893,982",,,,"$17,297","$59,124","$48,273","$14,238",,"$274,190","$10,066,896","$2,257,195",,"$1,574,374",,"$132,842","$100,058","$31,495","$97,046",,"$1,235,095","$6,693,283",,"$12,946,062",,,,"$42,736","$124,680","$17,727","$73,335","$79,099","$1,893,315","$224,757","$712,343","$171,641",,"$267,740",,,"$134,026","$20,784","$325,050","$1,092,983",,,"$113,823","$881,586",,"$37,508","$276,113","$41,684","$83,931","$210,663","$182,194","$2,562,470","$11,683,293","$736,400","$1,460,706",,,,"$530,379",,,"$502,294","$298,512","$278,077","$7,565,982","$122,030","$348,994",
0898367,,The Road (2009),"$327,895",,"$1,135,520",,,"$367,861","$4,274","$312,953",,,,"$184,317",,,,,,"$75,934",,"$605,425",,,,,"$26,976",,,,"$193,418","$3,531,349","$314,013",,,,,,"$24,870",,,,"$1,630,241",,,,,,,"$9,454",,,,"$382,749",,"$86,803","$147,089",,"$311,700",,,"$40,356","$64,708",,"$283,446",,,"$28,742","$10,585",,"$4,537",,,,"$37,796",,"$1,080,406","$4,007,014","$186,579","$301,463",,,,"$34,859","$37,041",,,,"$74,722","$3,641,286","$16,198",,
1010048,,Slumdog Millionaire (2008),"$1,523,147",,"$14,539,784","$2,581,420","$139,769","$3,794,750","$111,240","$6,215,957","$218,325","$96,509",,"$764,404","$2,280,068","$1,650,380","$800,872",,,"$932,048",,"$1,823,565","$141,319,928",,,"$47,052","$204,060",,"$129,599",,"$2,170,664","$21,595,065","$19,188,873","$5,268","$3,875,184",,"$3,129,612","$604,941","$272,317","$7,380,960",,"$1,915,760","$9,341,549","$33,917","$11,259,272",,"$177,721","$177,721","$232,768","$162,411","$17,886","$286,818","$185,536","$6,390,432",,"$5,268,767","$3,090,135","$17,387","$2,994,368","$94,239",,"$700,624","$143,440","$1,934,277","$2,537,022","$359,435","$72,180","$203,030","$3,462,843",,"$65,339","$1,286,393","$147,879","$320,740","$1,245,660",,"$6,193,387","$14,887,637","$2,263,651","$4,809,452",,,,"$1,068,100","$92,868",,"$2,007,800",,"$1,319,117","$52,213,042","$285,996","$1,748,182",
0830515,,Quantum of Solace (2008),"$1,280,370","$56,115","$20,145,097","$4,753,165","$197,567","$4,745,885","$177,838","$7,483,199","$363,630","$1,074,896",,"$949,223","$20,623,947","$1,176,309","$472,250","$50,592",,"$1,419,955",,"$7,405,861","$168,368,427","$209,190",,"$240,746","$494,860","$328,809","$357,298","$14,388","$5,272,619","$30,829,209","$40,804,735","$30,819","$4,033,157","$4,190,172","$2,550,839","$1,007,137","$415,259","$9,127,201","$2,518,434","$1,380,991","$9,174,615","$197,969","$21,685,734","$186,734","$518,516",,"$389,579","$377,512","$268,079","$283,981","$3,294,649","$6,049,122",,"$8,891,362","$3,015,992","$283,462","$6,699,109","$85,745","$280,580","$539,450","$2,175,414","$4,999,618","$2,334,870",,"$219,438","$546,787","$18,045,468",,"$170,725","$2,477,339","$338,578","$496,139","$1,957,830",,"$11,562,123","$12,029,112","$8,990,483","$10,702,249","$2,004,213","$8,522,377","$175,659","$3,685,154","$3,044,260",,"$1,738,528","$2,026,217","$2,060,077","$80,805,643","$92,992","$1,155,619","$451,191"
1042499,,Filth and Wisdom (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,456","$170,478",,,,,,,,,,,"$159,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0430922,,Role Models (2008),,,"$4,494,103","$401,812",,"$223,891","$5,690",,"$58,621",,"$47,750",,,"$24,717","$43,093",,,,,"$314,724",,,,,"$22,267","$15,784","$26,720",,,"$346,143","$2,045,464",,,,,,"$80,381",,,,"$23,593",,,,,,"$32,730","$19,779","$20,252","$35,144","$60,649","$316,587",,"$509,017","$176,632","$3,229",,,,"$86,456",,,,,,"$66,660","$727,263",,,"$88,601",,"$126,795","$214,599","$220,047",,"$1,714,036",,"$127,528",,,,,,,,"$102,029","$135,192","$12,119,463",,"$277,708",
0976060,,Tokyo! (2008),,,,,,,,,,,,,,,,,,,,,"$351,059",,,,,,,,,"$513,295",,,,,"$21,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,535",,,,"$51,747",,,"$26,252",$383,,,,"$207,894",,,,,,,"$13,292",,,,,,,,,
0456340,,Chaotic Ana (2007),,,,,,,,"$12,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$112,961",,,,,,,,,,,,,,,"$25,155",,,,,,,,,
1130988,,JCVD (2008),,,,,,"$162,037",,,,,,,,,,,,"$3,443",,,,,,,,,,,,"$1,517,619",,,,,,,,,,,,,"$48,550",,,,,"$2,405",,,,,,,,,,,,,,,,,,"$5,226",,,,,,,,,,"$20,001","$20,311","$56,272",,,,,,,"$9,429",,"$24,349","$1,878",,,
0772181,,Krabat and the Legend of the Satanic Mill (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$158,371",,,,,,,,,,,,,,,"$186,069",,,,,,,,,,,,,,,,,,,,,,,,
0803080,,Say That You Love Me (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,819",,,,,,,,,,,,,,,,,,,,"$471,528",,,,,,,,,,,,,,
0772176,,Christmas Story (2007),,,,,,,,,,,,,"$189,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132626,,Saw V (2008),"$1,076,755",,"$2,340,224","$942,516",,"$665,938","$23,167","$2,554,935","$74,830","$382,148",,"$309,625",,"$530,860","$76,222",,,"$265,450",,"$389,822",,,,,"$272,459",,"$75,256",,"$213,270","$4,134,338","$4,874,300",,"$872,039",,"$426,329","$104,253","$8,111",,,,"$3,319,993",,"$2,935,385",,,,"$76,542","$5,413",,"$174,527",,"$1,029,677",,"$458,431","$187,614",,"$123,411",,,"$198,687","$59,949","$946,072","$592,687","$737,034",,"$135,193","$1,908,728",,,"$164,707","$42,088","$119,802","$124,351",,"$798,030","$5,380,130","$479,311","$911,497",,,,"$509,540","$57,179",,"$2,527,650","$171,220","$448,288","$10,436,769","$21,538","$1,423,000",
0993789,,A Christmas Tale (2008),"$90,076",,,"$36,828",,"$28,349",,"$28,041",$612,,,,,"$26,001",,,,,,"$59,466",,,,,,,,,"$79,201","$5,216,577",,,"$11,089",,,,,,,,"$232,740",,,,,,,,,,,,,,,,"$75,055",,,,,,"$16,479",,,"$2,576",,,"$4,962",,,,,,,"$171,096","$20,610","$86,038",,,,"$9,076",,,,,,"$94,454","$6,145",,
1135985,,Sex Drive (2008),"$34,790",,"$1,428,008",,,"$427,393","$26,199","$145,680",,,,"$24,700",,"$34,361","$22,624",,,"$11,740",,"$459,026",,,,,,,"$18,700",,"$51,240",,"$134,624",,"$115,659",,"$1,069","$69,229","$52,555",,,,"$1,951,363",,,,,,"$68,266","$20,653",,"$138,450","$73,813","$213,841",,"$316,473","$83,010",,,,,"$78,841","$50,901",,,,,"$204,466","$664,183",,,"$63,379","$35,571",,,,,"$704,430","$109,431",,,,,,"$93,345",,,,,"$2,211,079","$2,329","$212,030",
1111948,,Soul Men (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$219,923",,,,,,,,,,"$9,631",,,,,,,,,,,,"$11,500",,,,,,,,,,"$8,192",,,,,,,,,,,,,,,,,,
0887971,,While She Was Out (2008),,,,,,,$968,,"$8,531",,,,,,,,,,,,,,,,,,,,,,,,"$14,891",,,,,,,,,,,,,,,,,,,"$178,981",,,,,,,,"$88,794",,,,,,,"$100,213",,,,,,,,,,,,,,,,,,,,,,,"$105,710",
0851577,,The Island (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$426,079",,,,,,,,,,,,,,,,,,,,,,"$32,675",,,,,,,,,,,,,,,"$2,640,000",,,,,,,,,,,,,,,,,,,,,,,,
1014775,,Beverly Hills Chihuahua (2008),"$1,559,499",,"$4,608,097","$578,983",,"$1,342,050","$93,433","$589,395",,"$846,140",,"$579,028",,"$1,562,720",,,,,,"$507,999",,,,"$14,985","$623,482","$22,715","$29,525",,"$200,197","$1,593,545","$2,425,811",,,,"$390,442",,"$74,028",,"$220,212","$616,065","$5,244,509",,"$362,899",,"$105,759",,"$52,556","$69,387",,"$136,136","$306,039","$7,660,801",,"$1,019,753","$448,108","$6,223","$547,915",,,"$544,202","$223,624","$916,173",,,,"$86,787","$676,319",,,"$537,237",,"$53,738","$382,732",,,"$7,963,722","$657,256","$364,186",,,,"$162,917","$389,652",,"$157,346",,"$256,720","$5,497,724","$37,378","$1,431,937",
0847050,,Half Moon (2006),,,,$636,,"$2,434",,,,,,,,,,,,,,,,,,,,,,,,,"$49,355",,,,,,,,,,,,,,,,,,,,,"$50,700",,"$3,944",,,,,,,,,,,,,,,,,,,,,,"$120,552",,,,,,"$2,532",,,,,,"$16,068",,,
0499101,,The Free Will (2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,874",,,,,,,,,
1233381,,Three Monkeys (2008),"$14,566",,,,,"$3,827",,"$10,926",,,,,,"$10,241",,,,,,,,,,,,,,,,"$378,815","$67,089",,"$253,478",,"$1,754",,,,,,"$180,593",,,,,,,,,,,"$50,967",,,,,"$4,844",,,,,,"$4,141",,,,"$21,139",,"$8,718",,,,,,,"$52,933",,,,,,"$17,414",,,"$736,000",,,"$118,992",,,
1068646,,The Class (2008),"$301,798",,"$275,080","$285,279",,"$895,100","$436,888","$610,089",,,,"$15,673",,"$92,537",,,,,,"$146,474",,,,,,,,,"$57,902","$13,018,239","$985,081",,"$575,050",,"$21,426",$44,,,,,"$2,223,910",,,,,,,"$5,958",,"$23,770",,"$34,583",,"$642,726","$66,219",,"$439,478",,,,,,,,,"$5,905","$44,042",,,,,,,,"$44,489","$1,876,570","$172,283","$732,361",,,,"$16,916",,,"$26,933",,$436,"$1,433,912","$29,544",,
1031280,,Splinter (2008),,,,,,,"$12,139",,,,,,,,,,,,,,"$14,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,364",,,,,,,,"$71,064",,,,,,,"$58,311",,,,,,,,,,,,,,,,,,"$152,955",,"$78,046",,,"$84,464",
0455824,,Australia (2008),"$856,824",,"$26,521,500","$2,220,069","$51,980","$1,726,568","$52,547","$1,197,888","$156,174","$430,002",,"$327,444","$2,402,985","$578,214","$224,553",,,"$541,082","$718,536","$4,308,167","$49,554,002","$14,074",,"$57,909","$170,105","$117,276","$101,258","$6,460","$1,416,700","$15,016,825","$16,239,240","$1,656","$1,407,115","$1,478,991","$562,802","$507,472","$96,238","$419,800","$256,655","$387,415","$7,351,155","$41,499","$5,905,025","$38,781","$185,684",,"$161,220","$116,418","$49,663","$211,992","$285,500","$4,369,708",,"$4,508,197","$1,328,183","$18,040","$1,242,151","$13,800",,"$353,481","$182,838","$851,258","$1,771,139","$244,152","$34,056","$180,494","$3,318,540","$626,525","$134,334","$571,894","$104,911","$318,368","$520,585",,"$4,724,980","$15,206,346","$5,699,462","$5,514,870",,,,"$1,120,587","$384,878",,"$1,162,439","$153,312","$310,230","$11,410,879","$87,062","$785,303","$61,046"
0397892,,Bolt (2008),"$2,103,777",,"$7,611,037","$2,198,122",,"$3,284,544","$329,401","$4,640,182","$325,734","$771,216",,"$1,788,695","$6,578,259","$2,385,318","$597,946",,,"$665,245",,"$2,923,427",,,,"$24,306","$1,045,198","$31,973","$306,993",,"$1,817,483","$23,381,553","$8,394,859","$9,044","$988,063",,"$1,981,317","$760,781","$159,231",,"$723,640","$1,615,026","$7,073,495",,"$16,537,605",,,,"$210,294","$69,055",,"$353,955","$1,344,988","$7,915,302",,"$3,577,161","$1,110,008","$11,159","$2,088,690",,,"$1,116,711","$564,838","$4,846,800","$2,228,595",,,"$441,817","$12,242,512",,"$64,007","$1,781,132","$248,517","$290,295","$930,116",,"$3,600,363","$10,972,787","$3,683,425","$1,782,764",,,,"$896,642","$350,751",,"$1,314,254","$687,878","$467,860","$26,755,584","$150,701","$2,236,184",
1013753,,Milk (2008),"$238,822",,"$1,375,995","$199,271",,"$376,401",$923,"$1,012,071","$6,283","$9,530",,"$41,028",,"$102,648",,,,"$51,170",,"$465,693","$31,841,299",,,,"$4,270",,,,"$137,352","$4,902,485","$1,658,829",,"$454,274",,"$130,925","$23,482","$17,036","$52,241",,,"$3,202,523",,"$173,611",,,,,,"$4,526","$1,326",,"$561,611",,"$554,412","$134,316",,"$235,232",,,"$62,088","$17,394","$208,797","$480,616",,,"$18,117","$336,134",,,"$90,949",,"$16,382","$108,510",,"$84,278","$1,785,238","$209,265","$850,531",,,,"$139,288","$49,323",,"$78,257",,,"$1,973,899","$45,336","$65,571",
1099212,,Twilight (2008),"$1,844,290",,"$15,534,902","$2,032,590",,"$3,294,541","$71,198","$27,353,149","$126,416","$709,508",,"$1,290,455",,"$1,461,655","$402,019",,,"$410,286",,"$1,499,585","$193,962,473",,,,"$315,415","$250,788","$61,400",,"$1,812,540","$23,534,630","$23,734,298",,"$2,891,150",,"$2,213,774","$293,826","$97,358",,,,"$14,410,854",,"$2,530,714",,,,"$150,831","$279,268",,"$101,859","$922,855","$9,842,699",,"$1,294,203","$2,712,257",,"$1,589,423",,,"$993,676","$3,812,947","$1,764,732","$1,174,576",,,"$293,735","$3,577,854",,"$39,047","$1,774,300","$431,196","$128,117","$801,542",,"$7,918,638","$15,830,746","$2,172,455","$2,986,625",,,,"$1,771,850","$1,705,835",,"$1,715,562","$66,645","$1,257,768","$16,305,715","$106,674","$2,766,971",
1172571,,The Children (2008),,,,,,,,,,,,,,"$74,177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$391,797",,,,,,,,"$183,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129442,,Transporter 3 (2008),"$386,925",,"$2,275,647","$1,439,197",,"$1,284,778","$7,893","$634,790","$108,784","$7,824",,"$39,041","$8,556,760","$295,442","$4,099",,,"$145,538",,,,,,,"$33,965","$40,393","$64,179",,,"$11,370,900","$11,778,941",,"$308,104",,,"$268,632","$35,416",,,,,,"$6,080,399",,,,"$107,323","$164,167",,"$161,666","$749,820","$707,060",,"$310,035","$320,395","$11,206","$137,553",,,"$111,791","$373,148","$274,258","$453,646",,,"$154,503","$9,345,065",,,"$468,808",,"$25,173","$769,016",,"$4,454,269","$3,528,751",,"$642,210",,,,"$1,510,709","$790,898",,"$491,400","$827,074","$945,296","$3,736,278","$8,583","$516,739",
0369436,,Four Christmases (2008),"$419,584",,"$4,938,100","$780,235",,"$397,149","$19,528","$947,050","$137,453","$373,429",,"$93,324",,"$81,870","$151,422",,,"$132,338",,"$214,140",,,,,"$162,283","$93,007","$42,746",,,"$1,752,200","$1,290,546",,"$399,072",,"$309,586","$432,644","$99,651","$97,296",,,"$526,291",,,,,,"$82,930","$142,031",,"$118,267","$113,666","$2,121,744",,"$649,706","$410,002",,"$161,695",,,"$265,271","$163,685","$486,273","$373,705","$374,899",,"$252,050","$2,581,190",,"$63,918","$461,427","$109,155","$132,292","$508,332",,,"$1,350,701","$211,733","$458,501",,"$458,501",,"$208,707",,,"$169,322","$268,627","$237,035","$15,868,934","$39,751","$1,231,687",
0914798,,The Boy in the Striped Pajamas (2008),"$86,300",,"$2,929,712","$109,727",,"$135,110","$30,545","$327,032",,"$36,939",,"$259,677",,"$339,040",,,,,,"$6,329",,,,,"$51,891",,,,"$10,223",,"$218,186",,,,,"$4,657","$9,240",,,"$45,110","$3,802,419",,,,,,,,,"$79,868",,"$959,188",,"$232,569","$391,600",,"$80,942",,,"$108,093","$5,151",,"$114,991",,,,,,,"$14,234",,"$29,245","$39,707",,,"$13,315,890",,"$39,711",,,,,,,,,,"$7,162,900","$4,061","$287,615",
0409345,,Surveillance (2008),"$3,574",,,"$55,218",,$658,,,,,,,,,,,,,,,"$27,349",,,,,,,,,"$441,033","$51,605",,,,,,,,,,,,,,,,,,,,,"$110,048",,"$1,142",,,,,,,,,"$77,274",,,,,,,,,,,,,,,,,,,,,,,,"$19,255","$347,592",,,
1129423,,Fireproof (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,980",,,,,,,,,,,,,,,,
0465502,,Igor (2008),"$94,999",,"$225,751",,"$6,004","$2,439","$20,766",,,,,"$21,892",,,,,,,,,,,,,,"$1,410",,,,"$1,554,432",,,"$262,418",,,,"$5,336",,,"$471,089",,,,,"$44,270",,,"$7,808",,,"$107,399","$1,097,430",,,,,,"$5,419",,"$68,263","$92,617",,"$94,866",,"$14,059",,"$196,388",,,"$47,551",,,"$34,710",,"$1,207",,,,,,,"$40,881",,,"$7,657",,"$44,984","$6,731,993","$4,663","$56,582",
0986233,,Hunger (2008),,,"$241,092","$2,802",,"$42,936",,,,,,,,,,,,,,,"$154,084",,,,,,,,,"$834,623",,,"$78,788",,,,,,,,"$397,707",,,,,,,"$6,263",,,,"$21,342",,"$19,772",$588,,"$6,771",,,,,,"$43,957",,,,,,"$5,894",,,"$2,569",,,"$38,788",,"$2,062",,,,,,,,"$38,677",,,"$1,200,337",,,
1042877,,Cadillac Records (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$81,266",,,,,,,,,,"$22,053",,"$496,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,781","$8,425",,,,,,,,,,,"$40,454",,,
0450314,,Punisher: War Zone (2008),,"$5,959",,,"$47,265",,,,,"$20,000",,,,,,"$16,787",,,,,,"$27,457",,,,"$39,332","$5,024","$7,693",,,,,,,,,,,,,,,"$70,473",,"$259,932",,,,,,"$530,581",,,,"$9,199",,,"$21,171",,,"$172,270",,,,"$55,867","$35,911",,,,"$164,685",,,,,,,,,,,,,,,,,"$372,672","$248,238",,,
1037218,,Flashbacks of a Fool (2008),,,,,,,,"$92,504",,,,,,,,,,,,,,,,,,,,,,,,,"$29,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,110",,,,,,"$16,755",,,,,,,,,"$21,640",,,,,,"$900,575",,,
0087805,,Ninja III: The Domination (1984),,,,,,,,,,,,,,,,,,,,,"$7,610,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0970416,,The Day the Earth Stood Still (2008),"$2,100,530",,"$5,634,071","$1,222,969","$61,311","$1,939,964","$176,973","$5,037,096","$283,714","$1,122,333",,"$1,099,037",,"$1,548,908","$187,565",,,"$325,332","$458,305","$897,789",,"$116,792",,"$69,623","$528,230","$198,367","$85,894","$6,314","$406,748","$9,772,274","$8,126,430",,"$1,015,441","$1,165,767","$2,487,864","$601,688","$72,248","$1,030,348","$743,625","$457,477","$6,037,792","$78,515","$25,096,478","$78,585","$171,875",,"$134,404","$105,410","$150,555","$215,887","$1,439,687","$9,562,903",,"$2,188,225","$497,520","$24,547","$724,658","$11,938",,"$937,067","$1,140,347","$1,428,840","$1,118,524","$886,074","$74,414","$359,731","$10,202,644","$794,458","$65,881","$1,111,350","$118,534","$95,504","$643,025",,"$7,467,940","$8,791,871","$1,432,388","$1,098,068",,,,"$2,182,686","$1,518,405",,"$1,575,974","$1,079,765","$575,706","$10,900,889","$75,309","$2,353,805","$118,031"
0892255,,Che: Part One (2008),"$669,305",,"$15,092","$157,278",,"$116,751","$29,326","$789,064","$9,569","$4,235",,"$128,625",,,"$9,817",,,"$29,364",,,"$748,555",,,,,,,,"$175,873","$4,626,981","$1,022,079",,"$36,559",,,,,,,,"$2,749,408",,"$9,053,079",,,,,"$9,263",,,,"$576,566",,"$111,609","$1,585",,"$184,807",,,"$69,730",,,"$257,303","$118,212",,"$4,797",,,,,"$7,799",,"$8,012",,"$17,088","$9,794,107","$188,939","$324,440",,,,"$20,850",,,,,"$143,080","$1,968,517","$31,402",,
0374569,,Che: Part Two (2008),"$53,193",,"$3,071","$40,129",,"$20,533","$14,884","$102,281","$11,317",,,"$24,244",,,$983,,,,,,"$748,555",,,,"$8,556",,,,,"$1,451,724","$121,783",,"$15,369",,,,,,,,"$891,334",,"$3,203,386",,,,,,,,,,,"$9,670",$864,,"$89,566",,,,,,"$111,422","$118,212",,"$7,817",,,,,,,"$13,109",,"$12,899","$1,084,771","$30,302",,,,,,,,,,"$24,448","$420,445","$3,296",,
1135968,,Dean Spanley (2008),,,"$213,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$222,382",,"$1,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$291,446",,,
1151915,,Nothing Like the Holidays (2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,754",,,,,,,,,,,,,,,,,,,,,
1285130,,Pandora's Box (2008),"$19,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0918927,,Doubt (2008),"$538,725",,"$1,358,191","$133,233",,"$327,351","$8,671","$757,109","$17,641","$118,185",,"$133,548",,"$123,528","$25,575",,,"$19,439",,"$67,642",,,,,"$61,907",,"$7,511",,"$67,437","$963,496","$431,088","$3,626","$707,753",,"$139,059","$39,556","$8,730",,,"$242,209","$2,302,842",,"$351,583",,,,"$7,616",,,"$12,740","$4,366","$805,095",,"$140,453","$208,962","$8,130","$137,204",,,"$67,811","$18,088",,"$459,463",,,,"$72,662",,,"$75,553",,"$39,815","$772,288",,"$68,837","$3,535,903","$46,496","$252,857",,,,"$19,261","$14,108",,"$251,399",,,"$1,910,768","$47,557","$320,447",
1205489,,Gran Torino (2008),"$903,115",,"$11,524,910","$467,728",,"$1,126,546","$23,679","$1,653,661","$36,467","$52,773",,"$356,118",,"$163,750","$101,156",,,"$125,218",,,,,,"$21,176","$36,822","$26,362","$20,485",,"$585,360","$27,879,232","$6,371,649","$4,010","$1,243,943",,"$107,340","$88,679","$63,772","$20,735",,"$749,105","$12,993,866",,"$10,187,296",,,,"$24,605","$43,105",,"$41,204",,"$2,177,471",,"$827,018","$556,699","$5,961","$778,225",,,"$257,828","$87,844","$190,515","$1,109,506",,,"$66,468","$389,745",,"$3,133","$245,631",,"$81,382","$295,574",,"$720,438","$19,038,938","$749,174","$2,296,282",,,,"$91,226",,,"$218,632","$7,469","$263,940","$13,739,813","$133,412","$486,735",
