imdbId,imdbid,Movie Name,Argentina,Australia,Austria,Baltic States,Belgium,Bolivia,Brazil,Bulgaria,Central America,Central America+,Chile,China,Colombia,Croatia,Cyprus,Czech Republic,Czech Republic/Slovakia,Denmark,Domestic,Dominican Republic,Ecuador,Egypt,Estonia,Finland,France,Germany,Greece,Greece and Cyprus,Hong Kong,Hungary,Iceland,India,Indonesia,Israel,Italy,Jamaica,Japan,Kenya,Latvia,Lebanon,Lesser Antilles,Lithuania,Malaysia,Mexico,Middle East,Middle East Other,Middle East/UAE,Netherlands,Netherlands Antilles,New Zealand,Norway,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia/CIS,Russia/CIS/Ukraine,S/E/W Africa,Serbia and Montenegro,Singapore,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Trinidad & Tobago,Türkiye,Ukraine,United Arab Emirates,United Kingdom,Uruguay,Venezuela,West Indies,Yugoslavia
0068327,,Cabaret (1972),,"$77,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,745",,,,
0093776,,Prick Up Your Ears (1987),,,,,,,,,,,,,,,,,,,"$1,654,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,184",,,,
0085701,,The Hunger (1983),,,,,,,"$9,030",,,,,,,,,,,,"$5,979,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080487,,Caddyshack (1980),,,,,,,,,,,,,,,,,,,"$39,918,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0199725,,Love & Basketball (2000),,,,,,,,,,,,,,,,,,,"$27,475,093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0159097,,The Virgin Suicides (1999),,$667,"$90,602",,,,,,,,,,,,,,,,"$4,906,229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,773",,,,
0044837,,Limelight (1952),,"$1,400",,,,,,,,,,,"$7,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$19,,,,,,,$366,,,,,,,,,,,,,,,,,,,,,,,,,
0093185,,The Hidden (1987),,,,,,,,,,,,,,,,,,,"$9,747,988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0172495,,Gladiator (2000),"$5,456,763","$18,470,283","$2,576,010",,"$4,886,833",,"$8,588,676","$265,958","$1,203,554",,"$1,743,137","$3,376,447","$1,414,288","$278,268","$203,539","$818,303",,"$3,702,898","$187,705,427",,,"$569,850",,"$1,362,490","$24,460,317","$21,372,982","$3,585,077",,"$1,228,209","$1,466,127","$153,503","$2,445,312","$540,779","$2,260,851","$12,536,779",,"$15,486,406",,,"$534,145",,,"$530,172","$11,152,492",,,,"$8,562,292",,"$2,340,451","$1,732,152",,,"$909,518","$1,769,414","$5,002,439","$1,487,964",,"$129,283","$802,798",,,,"$1,361,166","$268,884","$1,669,779","$13,725,195","$18,256,688",,"$5,081,126","$3,972,614","$3,282,126","$1,338,369","$36,393","$2,640,567",,,"$77,153,447",,"$1,268,728",,
0174336,,Whipped (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,813",,,,,,,,,,"$58,672",,,,
0051818,,King Creole (1958),,$506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0089791,,Pee-wee's Big Adventure (1985),,,,,,,,,,,,,,,,,,,"$41,047,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0130623,,Dinosaur (2000),,,,,,,,,,,,,,,,,,"$902,758",,,,,,,,"$14,145,415",,,,,"$120,649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0196216,,Small Time Crooks (2000),,"$315,557",,,,,"$168,064",,,,"$21,716",,,,,,,"$28,532",,,,,,,,"$495,413",,,,"$60,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082933,,Possession (1981),,,,,,,,,,,,,,,,,,,"$1,158,473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120755,,Mission: Impossible II (2000),"$7,057,113","$13,164,272","$4,224,565",,"$3,920,548",,"$8,993,512","$162,162","$2,100,000",,"$1,996,121","$3,453,141","$1,559,290","$275,251","$200,532",,"$496,343","$1,992,736",,,,"$488,958",,"$1,768,008","$21,826,757","$25,018,930","$2,241,600",,"$4,675,113","$839,598","$294,907","$2,159,525","$1,405,402","$1,962,716","$11,526,238",,"$94,103,715","$146,416",,"$430,962",,,"$1,199,101","$10,356,226",,"$884,849",,"$4,642,666",,"$1,328,171","$2,953,364",,,"$754,369","$2,414,706","$1,551,082","$2,283,426",,"$151,052","$1,236,089",,,,"$2,013,034","$256,908","$2,113,825","$13,587,885","$12,498,159","$39,497","$3,383,478","$4,553,911","$11,269,024","$2,566,627",,"$2,543,749",,,"$26,373,540",,"$1,493,806",,"$45,244"
0154443,,8 ½ Women (1999),,,,,,,,,,,"$13,445",,,,,,,,"$424,123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0015864,,The Gold Rush (1925),,"$2,205",,,,,,,,,,,,,,,,,,,,,,,"$26,916",,,,,,,,,,,,,,,,,,,,,,,,,$207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0039631,,Monsieur Verdoux (1947),,"$1,082",,,,,,,,,,,,,,,,,"$64,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0064757,,On Her Majesty's Secret Service (1969),,,,,,,,,,,,,,,,,,,"$22,774,493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,392",,,,
0076752,,The Spy Who Loved Me (1977),,,,,,,,,,,,,,,,,,,"$46,838,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$431,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,660",,,,
0080365,,American Gigolo (1980),,,,,,,,,,,,,,,,,,,"$22,743,674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0060371,,The Endless Summer (1966),,,,,,,,,,,,,,,,,,,"$10,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0054953,,The Guns of Navarone (1961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,394",,,,,,,,,,,,,,,
0043899,,Pandora and the Flying Dutchman (1951),,,,,,,,,,,,,,,,,,,"$17,401",,,,,,"$14,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0063518,,Romeo and Juliet (1968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,292",,,,
0071230,,Blazing Saddles (1974),,,,,,,,,,,,,,,,,,,"$119,616,663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0047673,,White Christmas (1954),,"$1,212",,,,,,,,,,,,,,,,,"$928,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,072",,,,,,,,,,,"$169,697",,,,
0074486,,Eraserhead (1977),,"$1,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,103",,,"$14,590",,,,,,,,,,,,,,,,,,"$2,486",,,,
0103767,,Baraka (1992),,,,,,,,,,,,,,,,,,,"$1,332,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0086979,,Blood Simple (1984),,$443,,,,,,,,,,,,,,,,,"$3,851,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$822,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,148",,,,
0084522,,Porky's (1981),,,,,,,,,,,,,,,,,,,"$111,289,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0091630,,Night of the Creeps (1986),,,,,,,,,,,,,,,,,,,"$591,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0100403,,Predator 2 (1990),"$168,666","$1,775,332","$85,901",,"$111,183","$19,527","$1,665,272","$34,568","$216,648",,"$84,434",,"$226,136",,,,"$30,454","$96,604",,,"$62,816",,,"$155,851","$2,871,157","$1,884,592",,,"$891,006","$56,064",,"$178,017","$326,300","$26,032","$519,542","$46,631","$4,069,704",,,,,,"$295,089","$1,047,587",,,,"$164,682",,"$163,964",,,,"$112,468","$175,333",,"$86,739","$351,847","$71,915",,"$134,109","$207,771",,"$284,264",,,"$563,592","$2,037,263",,"$316,210","$224,069","$513,171","$303,945",,"$58,600",,,"$3,557,209","$19,725","$158,916",,
0079501,,Mad Max (1979),,"$1,440",,,,,,,,,,,,,,,,,"$8,750,000",,,,,,"$21,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082694,,The Road Warrior (1981),,$462,,,,,,,,,,,,,,,,,"$23,667,907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092563,,Angel Heart (1987),,,,,,,,,,,,,,,,,,,"$17,185,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0105316,,Sarafina! (1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,747",,,,,,,,,,,,,,,,
0187078,,Gone in 60 Seconds (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,420,000",,,,,,,,,,,,,,,,,,,,,,
0145503,,Sunshine (1999),,"$310,175",,,,,,,,,,,,,,,,,"$5,096,267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0143422,,American Virgin (1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,696",,,,,"$43,639",,,,,,,,,,,,,,,"$50,801",,,,,,,,,,,,,,,,,,,,,,,,,,,
0071360,,The Conversation (1974),,"$12,180",,,,,,,,,,,,"$12,744",,,,,"$4,671,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082220,,Cutter's Way (1981),,,,,,,,,,,,,,,,,,,"$1,729,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,360",,,,
0070666,,Serpico (1973),,,,,,,,,,,,,,,,,,,"$29,800,000",,,,,,"$29,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,817",,,,
0043338,,Ace in the Hole (1951),,,,,,,,,,,,"$2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0072226,,The Sugarland Express (1974),,,,,,,,,,,,,,,,,,,"$7,500,000",,,,,,"$4,841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0090728,,Big Trouble in Little China (1986),,,,,,,,,,,,,,,,,,,"$11,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0069762,,Badlands (1973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,973",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$51,502",,,,
0015648,,Battleship Potemkin (1925),,,,,,,,,,,,,,,,,,,"$51,198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,769",,,,,,,,,,,,,,,,,,,,,"$6,422",,,,
0162650,,Shaft (2000),,"$2,848,689",,,,,,,,,,,,,,,,"$312,960","$70,334,258",,,,,,,,,,,,"$63,558",,,,"$429,627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0188030,,Butterfly (1999),,,,,,,,,,,,,,,,,,,"$2,092,682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,235",,,,,,,,,,
0189142,,Marcel Proust's Time Regained (1999),,,,,,,,,,,,,,,,,,,"$247,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,283",,,,,,,,,,,,,,,,,,,,,,,,,
0120630,,Chicken Run (2000),,"$8,487,916",,,,,,,,,,,,,,,,,"$106,834,564",,,,,,,,,,,,"$107,835",,,,,,,,,,,,,,,,,,,$149,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,247",,,,
0131704,,The Adventures of Rocky & Bullwinkle (2000),,"$839,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,139,324",,,,
0200669,,The Golden Bowl (2000),,"$189,881",,,,,,,,,"$2,992",,,,,,,,,,,,,,,"$41,066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0159382,,Croupier (1998),,"$127,295",,,,,,,,,,,,,,,,,"$6,201,143",,,,,,,,"$45,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$434,394",,,,
0219854,,The Kid (2000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0175142,,Scary Movie (2000),,,,,,,,,,,,,,,,"$117,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0215369,,Shower (1999),,,,,,,,,,,"$19,517",,,,,,,,"$1,157,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0060176,,Blow-Up (1966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,752",,,,,,,"$6,066",,,"$29,263",,,,,,,,,,,,,,,,,,,,,,
0087277,,Footloose (1984),,"$3,662",,,,,,,,,,,,,,,,,"$80,035,402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0038499,,Duel in the Sun (1946),,,,,,,,,,,,,,,,,,,"$20,408,163",,,,,,"$20,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120903,,X-Men (2000),"$3,009,291","$6,481,541","$1,099,292",,"$1,498,399","$117,312","$6,071,833","$139,889",,"$930,380","$940,108",,"$1,004,729","$108,548",,,"$226,596","$1,078,908",,"$183,624","$175,692","$155,573","$44,778","$696,223","$9,426,024","$12,250,936","$880,447",,"$1,586,239","$293,131","$174,622","$809,304","$373,532","$1,066,361","$4,188,346","$132,466","$16,916,071",,"$68,702","$92,208","$229,238","$63,288","$771,859","$10,766,863",,,"$299,461","$2,025,466",,"$1,168,051","$656,955",,"$29,491","$425,359","$1,250,864","$498,784","$604,245","$1,411,399","$126,325","$1,124,819",,,,"$1,422,867","$62,437","$1,016,710","$5,100,836","$6,427,028",,"$1,633,708","$1,200,705","$2,122,849","$1,730,942",,"$838,764",,,"$22,186,479","$160,835","$1,462,078",,
0168794,,The Five Senses (1999),"$11,808",,,,,,,,,,"$6,948",,,,,,,,"$497,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120894,,Immortality (1998),,,,,,,,,,,,,,,,,,,"$25,648",,,,,,,,,,,,,,,,"$29,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0161081,,What Lies Beneath (2000),"$3,326,487","$4,651,385","$788,520",,"$1,823,871",,"$3,902,561",,,,,,,,,,,"$884,559",,,,"$276,823",,"$614,713","$10,375,781","$9,636,178","$1,850,000",,"$1,246,945",,"$240,420",,"$73,035",,"$8,274,859",,"$3,778,991",,,,,,"$575,378","$7,782,574",,,,,"$1,594,857",,,,,,,,,,,,,,,"$875,000",,"$680,298","$492,115","$11,729,827",,"$1,510,228","$1,191,443","$3,980,000","$277,510",,"$587,278",,,"$19,911,075",,"$197,000",,
0210234,,Pokémon the Movie 2000 (1999),,,"$838,076",,,,,,,,,,,,,"$53,852",,"$340,084",,,,,,,,"$7,276,728",,,,,"$79,602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,980,580",,,,
0054749,,Two Women (1960),,,,,,,,,,,,,,,,,,,,,,,,,"$8,565",,,,,,,,,,,,,,,,,,,,,,,,,"$5,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0068555,,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),,,,,,,,,,,,,,,,,,,"$18,016,290",,,,,,,,"$73,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0089276,,The Official Story (1985),"$22,011",,,,,,,,,,,,,,,,,,"$29,426",,,,,,,,"$18,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0092048,,Tampopo (1985),,,,,,,,,,,,,,,,,,,"$224,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$220,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0205461,,Thomas and the Magic Railroad (2000),,"$378,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0144528,,Nutty Professor II: The Klumps (2000),,"$2,976,807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$88,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0174480,,Autumn in New York (2000),,"$602,831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0200550,,Coyote Ugly (2000),,"$5,999,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,625,636",,,,
0195234,,Saving Grace (2000),,"$922,219",,,,,"$125,064",,,,,,,,,"$54,680",,,"$12,178,602",,,,,,,,"$97,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,116",,,,,,,,,,,,"$2,295,082",,,,,,,,,,,,,,
0095925,,Pumpkinhead (1988),,,,,,,,,,,,,,,,,,,"$4,385,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0098384,,Steel Magnolias (1989),,,,,,,,,,,,,,,,,,,"$84,614,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0204709,,An Affair of Love (1999),,,,,,,,,,,,,,,,"$42,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0163983,,Bless the Child (2000),,,"$54,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,344,988",,,,
0191397,,The Replacements (2000),,"$738,417","$63,701",,,,,,,,,,,,,,,,,,,,,,,"$730,318",,,,,"$18,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0199314,,About Adam (2000),,,,,,,,,,,,,,,,"$6,968",,,,,,,,,,"$122,929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$151,644",,,,"$4,156",,,,,,"$357,586",,,,
0209958,,The Cell (2000),,"$1,552,295",,,,,,,,,,,,,,,,,,,,,,,,"$5,326,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0188640,,Godzilla 2000: Millennium (1999),,,,,,,,,,,,,,,,,,,"$10,037,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0053318,,"Suddenly, Last Summer (1959)",,,,,,,,,,,,,,,,,,,,,,,,,"$9,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0160009,,The Art of War (2000),,,,,,,,,,,,,,,,"$10,552",,,,,,,,,,,,,,,"$25,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0204946,,Bring It On (2000),,"$3,320,888",,,,,,,,,,,,,,"$4,340",,"$241,094",,,,,,,,,,,,,"$97,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,518,155",,,,
0234137,,Love & Sex (2000),,,"$36,476",,,,,,,,,,,,,,,,"$543,896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0161216,,Steal This Movie (2000),,,,,,,,,,,,,,,,,,,"$76,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,664",,,,,,,,,,,,,,
0144964,,Highlander: Endgame (2000),,"$140,478","$51,420",,,,,,,,,,,,,,,,,,,,,,,"$350,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0259207,,Backstage (2000),,,,,,,,,,,,,,,,,,,"$1,191,835",,,,,,"$169,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0187696,,Anatomy (2000),,,,,,,,,,,,,,,,,,,,,,,,,,"$10,492,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0171580,,Nurse Betty (2000),,"$751,234",,,,,"$25,880","$4,589",,,,,,,,,,,"$25,170,054",,,,,,,,,,,,"$8,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0204626,,The Watcher (2000),,"$369,717","$292,928",,,,,,,,,,,,,,,"$101,865",,,,,,,,"$1,266,930",,,,,,,,,"$3,037,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,600,469",,,,
0202677,,The Way of the Gun (2000),,"$43,115",,,,,,,,,,,,,,,,,"$6,055,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$131,232",,,,,,,,,,,,,,
0181875,,Almost Famous (2000),,"$2,236,273",,,,,,,,,,,,,,"$27,412",,,"$32,534,850",,,,,,,"$705,008",,,,,"$34,649",,,,,,,,,,,,,,,,,,,$451,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,781,713",,,,
0134630,,Duets (2000),,"$831,864","$20,509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0164212,,Under Suspicion (2000),,,,,,,,,,,,,,,,,,,"$260,562",,,,,,,,,,,,,,,,,,,,,,,,,"$752,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,222",,,,,,"$277,675",,,,
0192731,,Urban Legends: Final Cut (2000),,,"$478,483",,,,,,,,,,,,,,,,,,,,,,,"$3,190,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0206420,,Woman on Top (2000),,"$40,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$92,637",,,,
0168629,,Dancer in the Dark (2000),,"$48,476",,,,,,,,,,,,,,,,,"$4,184,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$529,274",,,,,,,$133,,,,,,,,,,,,,,,
0218839,,Best in Show (2000),,"$837,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$436,614",,,,
0222850,,The Broken Hearts Club: A Romantic Comedy (2000),,"$7,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0210075,,Girlfight (2000),,,,,,,,,,,,,,,,,,,,,,,,,,"$57,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0210945,,Remember the Titans (2000),,"$2,334,708","$159,801",,,,,,,,,,,,,,,"$55,780","$115,719,751",,,,,,,"$678,872",,,,,"$25,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$728,448",,,,
0093177,,Hellraiser (1987),,,,,,,,,,,,,,,,,,,"$14,564,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,499",,,,
0046876,,Creature from the Black Lagoon (1954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0024184,,The Invisible Man (1933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0259974,,Digimon: The Movie (2000),,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,656",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,567,641",,,,
