id,name
8656,Dorian Harewood
10731,Anna Chancellor
11184,Warwick Davis
10983,Richard Griffiths
89153,Prakash Raj
12021,Mia Farrow
1244,Jonathan Rhys Meyers
8318,Brian Blessed
1902,Dianne Wiest
1161,Mary Elizabeth Mastrantonio
12826,Charles Fleischer
73421,Joaquin Phoenix
20982,Marton Csokas
2505,James Cromwell
64,Gary Oldman
477,Julie Walters
23076,Robert Hardy
13687,Jean-Claude Dreyfus
11826,Selma Blair
43853,Irma P. Hall
9562,Marlon Wayans
11161,Tom Savini
5004,Omar Sharif
2878,C. Thomas Howell
10431,Jennifer Jason Leigh
7036,Eric Stoltz
941147,Viviane Vives
1084,Joachim Król
7676,William Atherton
239391,Seizô Fukumoto
6498,Lillete Dubey
20562,Antoni Corone
195571,Bob Flag
16349,Robin Renucci
5472,Colin Firth
1772,Anna Faris
4604,Theresa Randle
9290,Henry Rollins
1100,Arnold Schwarzenegger
7219,David Andrews
10698,Tchéky Karyo
18082,Timothy Olyphant
4251,John Mahoney
56853,Phil Morris
1065,Thomas F. Wilson
2413,Dominique Pinon
71450,Robert Lindsay
20241,Tony Haygarth
15196,David Hemmings
44560,Hubert Saint-Macary
3,Harrison Ford
6684,Lara Flynn Boyle
8212,Peter Gallagher
31164,Adewale Akinnuoye-Agbaje
4654,Jeremy Davies
4514,Tuesday Weld
15377,Burt Bulos
15531,Ossie Davis
15152,James Earl Jones
15789,Alex D. Linz
16051,Joanne Linville
10823,Kris Kristofferson
13243,Glenn Shadix
368,Reese Witherspoon
11318,Holland Taylor
5012,Sky du Mont
2233,Bridget Fonda
14500,Jean Simmons
65827,Keith David
4687,Patricia Arquette
923,Dean Stockwell
11154,Matt Ross
1234,Tara Reid
20751,Bridgette Wilson
3052,Rachel Griffiths
20747,Joanna Gleason
13924,Mindy Sterling
73931,Bette Midler
22250,Rance Howard
28641,Terence Stamp
3151,Jack Lemmon
29685,Kurt Fuller
22384,John Amos
52,David Morse
6751,Siobhan Fallon
3265,Eli Wallach
26512,Carroll O'Connor
1162,Robert Loggia
3035,Jerry O'Connell
4971,Bud Cort
14405,Courteney Cox
18352,Patrick Dempsey
13327,Nigel Davenport
34,Mykelti Williamson
2561,Victor Argo
5724,Denis Leary
26510,Eugene Levy
2249,Clyde Kusatsu
689,Kate Capshaw
19923,Hugh Bonneville
15372,Jeremy Roberts
33489,Josh Mostel
11718,Anne Haney
3234,Joan Cusack
11885,John C. McGinley
2388,Jonathan Frakes
1213786,Brent Spiner
2391,Michael Dorn
2392,Gates McFadden
2393,Marina Sirtis
47773,Paul Mazursky
8262,L.Q. Jones
6008,Harry Shearer
4783,Sam Neill
3548,Timothy Bateson
16620,Hulk Hogan
20239,Vincent Pérez
22169,Tom Bell
7863,Tantoo Cardinal
8263,Andrea Martin
21282,William Hickey
3418,Vincent Schiavelli
9906,Desmond Llewelyn
8540,Danny Nucci
3981,Jenette Goldstein
6610,Walter Gotell
776,Eddie Murphy
56183,Art Evans
14333,Grand L. Bush
1160,Michelle Pfeiffer
1070,Frances Lee McCain
14730,Angela Lansbury
28248,Dwight Schultz
16180,Robert Picardo
18992,Aidan Quinn
3092,Diane Keaton
9134,Rijk de Gooyer
81692,Stephen Bridgewater
4158,Susan Traylor
43010,"Thomas Rosales, Jr."
13023,Colleen Camp
47458,Zakes Mokae
6916,Peter Jason
54855,Joseph Pilato
55004,Birgitta Andersson
2395,Whoopi Goldberg
65,Ian Holm
29859,Richard Briers
9596,Jeff Corey
777,Judge Reinhold
12517,Freddie Jones
18558,Jean-Louis Richard
6906,Lee Tergesen
6836,Dan O'Herlihy
785,James Russo
29712,Tim Thomerson
3796,Michael Gough
694,Philip Stone
741,River Phoenix
4139,Tom Skerritt
18017,Emily Lloyd
3798,Pat Hingle
14313,Darlene Love
14314,Traci Wolfe
14317,Ebonie Smith
