Movie Name,Australia,New Zealand,Russia/CIS,Singapore,Taiwan,United Kingdom,South Africa,Domestic,Italy,Spain,United Arab Emirates,Mexico,Venezuela,Hong Kong,Thailand,Japan,France,Belgium,Netherlands,Norway,Germany,Poland,Denmark,Israel,Latvia,Switzerland (French),Switzerland (German),Sweden,Türkiye,Iceland,Romania,Portugal,Czech Republic,Slovakia,Egypt,South Korea,Malaysia,Philippines,India,Brazil,Uruguay,Colombia,Ecuador,Middle East Other,South Africa/Nigeria,Ukraine,Greece,Austria,Hungary,Czech Republic/Slovakia,Switzerland,Finland,Lithuania,Bulgaria,Croatia,Slovenia,Estonia,Serbia and Montenegro,Lebanon,East Africa,Nigeria,Central America+,Argentina,Chile,Peru,Bolivia,Indonesia,S/E/W Africa,Kuwait,Bahrain,Jordan,Qatar,Oman,Puerto Rico,Central America,Dominican Republic,Lesser Antilles,Jamaica,China,Cyprus,Vietnam,Pakistan,Switzerland (Italian),West Indies,Curaçao,Aruba,Ethiopia,Greece and Cyprus,Middle East,Middle East/UAE
The X Files: I Want to Believe (2008),"$1,939,066","$237,298","$4,883,602","$360,967","$376,976","$4,391,760","$142,234",,"$2,003,812","$3,084,920","$261,559","$3,367,988","$492,993","$323,444",,"$2,967,507","$3,335,186","$536,925","$442,856","$400,770","$3,183,486","$607,957","$620,233","$82,999","$61,884",,,"$835,107","$394,165","$39,950","$110,660","$758,076","$274,026","$46,334","$45,857","$1,568,011","$389,032","$310,879","$84,093","$1,553,329","$55,799","$497,584","$112,886",,,"$506,669","$558,284","$456,919","$458,801","$359,703","$418,248","$298,185","$77,547","$100,786","$90,741","$71,366","$95,136","$74,857","$38,081","$29,791","$7,719",,"$706,287","$264,625","$347,758","$34,499","$390,552","$195,165","$135,593","$30,037","$35,944","$20,915","$23,373","$228,495","$299,710","$27,491","$54,724","$33,476",,,"$77,478",,,,,,,"$649,738",,
American Teen (2008),"$113,772","$5,127",,,,"$32,256",,,,,,,,,,"$34,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man on Wire (2008),"$322,236","$120,933",,"$11,755","$5,956","$1,583,002","$48,167",,,"$57,262",,"$7,097",,,,,,,,"$22,564","$79,688",,,,,,,,"$4,696",,,"$5,249",,,,"$2,925",,,,"$8,571",,,,,,,,"$13,663","$2,563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blindsight (2006),"$7,162","$14,576",,,,"$2,070",,,,"$11,984",,,,,,,,"$1,803","$28,478",,"$206,213",,,,,,,"$2,235",,,,,,,,,,,,,,,,,,,,"$2,557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Edge of Love (2008),"$645,103","$172,400","$81,182",,,"$2,423,788",,,,"$387,006","$14,837",,,"$106,273",,,,"$16,851",,,"$184,527",,,,,,,,,,"$44,576","$50,745",,,,,,,,"$32,179",,,,,,,"$61,505","$3,867","$24,017",,,,,,,"$26,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonneville (2006),"$137,000","$70,390",,,,,,,"$342,753","$165,602",,,,,,,,,,"$15,336",,,,,,,,,"$31,266",,,,,,,,,,,"$19,595",,,,,,,,,,,,,,,,,,,,,,,"$54,595","$7,453","$6,187",,,,,,,,,,,,,,,,,,,,,,,,,
The Mummy: Tomb of the Dragon Emperor (2008),"$7,727,685","$911,763","$27,729,451","$2,918,949","$8,100,096","$21,667,251","$764,657",,"$7,983,188","$18,965,712","$2,059,300","$15,405,770","$4,609,277","$5,002,179","$3,642,139","$22,941,660","$12,352,790","$2,847,800","$2,762,638","$1,045,993","$16,137,978","$3,394,484","$1,039,087","$706,906","$297,405",,,"$1,374,829","$2,899,904","$137,025","$425,348","$1,861,802","$1,059,386","$297,894","$318,968","$26,443,920","$3,427,462","$2,757,657","$9,755,341","$10,871,500","$92,326","$2,361,720","$896,635","$1,230,999","$942,764","$2,429,865","$840,407","$2,118,587","$1,848,114","$1,597,453","$1,539,853","$516,792","$328,165","$410,175","$344,122","$218,959","$209,527","$54,247","$188,756","$83,345","$30,821","$2,157,507","$2,893,362","$1,434,116","$1,788,247","$177,651","$2,783,656",,"$353,014",,,,,,,,"$284,309",,"$17,450,787","$137,086","$177,030","$186,768",,,,,,,,
The Midnight Meat Train (2008),$489,,"$421,863","$69,902","$25,769","$72,626",,,,,"$119,803",,,,"$20,187",,"$251,076","$42,289","$94,317",,,"$126,401",,,"$61,366",,,,"$228,653",,"$23,726",,,,,"$1,729,568","$67,027",,,,,,,,,,"$37,113",,,,,,,,"$29,414",,"$29,363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen River (2008),"$46,501","$22,720",,,,"$157,842",,,"$267,882","$722,067",,"$74,384",,,,,"$1,260,104","$25,850",,,,,,,,,,"$138,584","$8,011",,,,,,,,,,,"$49,510","$2,632","$40,580",,,,,"$82,410",,,,,,,,,,,,"$7,610",,,,,,,"$39,501",,,,,,,,,,,,,,,,,,,,,,,,
Sixty Six (2006),"$49,959",,,,,"$1,655,560",,"$224,614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottle Shock (2008),"$161,603","$83,264",,"$9,570","$17,076","$14,302",,"$4,078,607",,,,,,"$23,754",,,,$384,"$16,384","$27,378",,,,,,,,,,,,"$5,664","$17,119",,,"$174,665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicky Cristina Barcelona (2008),"$2,086,931","$457,680","$1,790,892","$150,961","$102,328","$4,330,962","$205,273",,"$8,124,300","$9,862,445","$84,476","$952,422","$266,897","$383,206",,"$1,752,329","$14,995,044","$1,151,236","$1,262,493","$52,135","$5,450,265","$2,099,850","$1,044,591",,"$146,641",,,"$1,238,530","$949,974","$32,380","$58,444","$807,179","$327,089","$82,032",,"$357,372",,"$16,515",,"$2,533,455","$210,453","$375,074","$29,828",,,,"$2,677,884","$1,133,375","$317,078",,"$2,435,699","$925,310","$108,679","$79,356","$131,707","$120,841","$42,390","$193,112","$84,211",,,,"$772,228","$220,130","$169,383",$648,,,,,,,,,"$8,878",,,,,,,,,,,,,,,
Dans Paris (2006),"$130,072",,"$25,076",,,"$144,344",,,,,,,,,,,"$1,264,377",,,,,,,,,,,,,,,,,,,"$7,386",,,,"$174,529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pineapple Express (2008),"$3,679,640","$463,363","$1,045,415",,,"$6,979,618","$41,636",,"$15,084","$82,420","$52,222","$148,200",,,,,"$65,424","$10,849",,,"$378,705","$333,720",,,"$70,244",,,"$136,117",,"$133,950","$72,751",,,,,,,"$13,069",,,,,,,,,,,"$56,167",,,,"$89,957","$44,254","$16,816","$39,662","$74,086","$8,981",,,"$18,845",,,,"$28,381",,,,,"$18,317",,,,,,"$20,952","$24,000","$24,000",,,,,,,"$3,711","$6,836","$1,684",,,
Red Cliff (2008),"$545,179","$105,488","$154,664","$1,914,725","$5,522,646","$613,110",,"$627,047","$1,872,513","$851,418","$274,759",,,"$3,109,405","$944,735","$52,418,016","$3,963,155","$305,236","$18,332","$21,558",,"$112,142","$91,016",,"$10,110",,,,,"$2,081",,"$6,950","$30,900",,"$28,670","$8,139,965","$645,025","$284,014",,,,,,,,,"$173,901",,,,"$73,749",,,"$46,352","$72,079",,,"$6,188","$26,419",,,,,,,,,,,,,,,,,,,,"$46,698,967",,,,,,,,,,,
Elegy (2008),"$740,624","$60,943","$844,103","$38,531","$6,694","$490,114","$30,131",,"$291,499","$3,914,620","$37,559","$216,717","$273,952",,"$7,835",,,"$181,282","$90,973",,"$1,624,001","$696,020","$13,215",,"$67,635",,,"$72,858","$257,677","$1,989",,"$61,138","$4,837",,,"$43,567",,,,"$225,689","$22,332","$107,930",,,,,"$143,367","$225,364",,,"$91,731","$46,377","$22,236",,"$67,359",,,,"$28,472",,,,"$175,398","$40,815","$47,121",,,,,,,,,,,,,,,,,,,,,,,,,
Tropic Thunder (2008),"$8,558,484","$745,451","$5,945,097","$819,111","$584,816","$15,478,805","$387,400","$110,515,313","$4,624,397","$2,902,916","$974,253","$3,348,445","$718,952","$857,022","$225,832","$2,531,473","$4,460,777","$7,197,854","$926,578","$1,007,784","$4,429,024","$852,549","$1,075,195","$776,209","$91,265",,,"$1,088,583","$254,816","$181,448","$182,909","$880,884","$468,367","$116,471","$98,262","$351,498","$301,183","$338,200",,"$724,576","$22,877","$193,216","$88,078","$667,126","$387,428","$740,611","$1,011,389","$1,267,686","$1,023,133","$617,962","$752,760","$448,442","$94,886","$112,869","$190,283","$161,136","$101,713","$43,895","$96,113","$15,227",,"$290,585","$1,349,571","$210,021","$281,189","$11,211","$149,883",,"$180,409",,,,,,,,,,,"$73,169","$97,896",,,,,,,,,
Star Wars: The Clone Wars (2008),"$2,637,100","$338,788","$1,294,286","$250,587","$104,765","$5,510,300","$82,479",,"$453,441","$1,673,412","$91,838","$2,894,001","$681,368","$194,398","$118,255","$1,890,243","$2,725,380","$314,693","$453,913","$580,006","$2,171,890","$283,932","$477,540","$145,187","$13,674",,,"$626,123","$300,785","$30,920","$22,313","$147,890","$44,618","$7,150",,"$567,100","$155,752","$190,307","$9,573","$973,666","$18,548","$181,793","$129,992",,,,"$49,413","$238,313","$185,475",,"$112,459","$178,677","$23,153","$38,255","$32,706","$14,540","$14,000","$12,400","$4,722","$12,734","$11,004",,"$236,497","$241,550","$218,435","$41,039","$99,063",,"$56,122",,,,,,"$138,772",,,,,,,,,,,,,,,
Waltz with Bashir (2008),"$141,666","$38,472","$17,116",,"$8,658","$1,038,720",,,"$1,041,913","$282,886",,"$45,711",,"$5,393",,,"$4,240,300","$145,290","$33,679","$78,958","$785,729",,"$65,165",,,,,"$50,863","$11,943",,,"$65,036","$28,883",,,"$39,092",,,,"$111,235",,$150,,,,,"$235,425","$65,741",$48,,"$222,690","$8,397",,"$5,687",,"$1,011",,"$3,255",,,,,,,,"$76,411",,,,,,,,,,,,,,,,,,,,,,,,
Let the Right One In (2008),"$57,758","$14,400","$26,138","$57,072","$28,631","$1,830,884",,,"$654,551","$1,304,820",,"$65,587",,"$38,561",,,"$222,568","$2,628",,"$162,047","$1,528,033",,"$144,283",,,,,"$1,602,993","$55,953","$15,808",,"$39,996",,,,"$552,415",,,,,"$19,308","$29,997","$9,402",,,,"$119,535","$40,570",,,"$19,988","$58,153","$8,833",,,,,,,,,,"$172,087","$54,580","$145,018",,,,,,,,,,,,,,,,,,,,,,,,,
Death Race (2008),"$2,000,220","$231,705","$6,884,462","$649,458","$506,391","$3,696,666","$243,684",,"$418,559","$2,559,203","$1,088,030","$1,452,336","$530,832",,"$774,741","$2,431,258","$1,690,712","$559,572","$469,805",,"$1,794,333","$670,199","$218,931",,"$43,835",,,"$54,131","$468,221","$61,523","$210,640","$660,194","$91,325","$33,981","$101,401","$791,440","$905,861","$642,433","$647,587","$508,858","$1,160","$141,589","$62,735","$976,972","$241,341","$966,710","$281,836",,"$326,636","$169,676",,"$59,430","$212,587","$247,366","$78,842","$69,468","$75,506","$11,580","$121,494","$20,895","$15,152","$252,132",,,"$48,523","$5,078","$505,283",,"$507,102",,,,,,,,"$97,020",,,"$26,031","$59,333","$24,299",,,,,,,,
The House Bunny (2008),"$2,037,684","$454,274","$1,613,782","$748,747","$609,477","$5,378,284","$408,418",,"$52,446","$2,101,614","$78,512","$1,485,699","$672,810",,"$213,952",,"$732,644","$36,672",,"$1,937","$2,063,929",,,"$141,661","$100,412",,,,,"$61,194","$104,037","$99,052",,,"$23,478",,"$273,177","$146,886",,"$329,595",,"$142,745","$103,816",,,"$469,040",,"$174,931","$206,550",,,,"$127,295","$60,573",,"$113,855","$64,435","$57,173","$49,696","$12,655","$26,215",,,,"$137,435","$28,818","$85,949",,,"$22,756","$31,091","$29,537","$8,669",,"$158,208","$32,211","$26,000","$26,000",,,,,,,"$8,584","$21,092","$6,605",,,
Mirrors (2008),"$732,095","$115,055","$3,968,383","$314,827",,"$4,716,833","$80,082",,"$511,156","$5,145,244","$216,922","$3,961,078","$1,079,445","$458,564",,"$4,668,388","$5,012,490","$959,862","$936,410",,"$2,551,888","$453,739",,,"$100,785",,,"$457,623","$802,816","$44,684","$170,704","$328,626","$134,905","$18,230","$202,542","$1,192,295","$240,608","$285,081","$34,101","$752,591","$32,931","$240,642","$235,353",,,"$226,571","$356,096","$324,753","$246,524","$178,882","$239,761",,"$298,922","$32,441","$30,086","$40,442","$81,569","$35,728","$76,367","$5,249","$6,961",,"$658,672","$563,687","$394,926","$50,888","$265,066","$116,948","$225,316","$98,879",,"$108,307","$19,684","$631,329","$418,641","$36,301","$71,196","$37,582",,,,,,,,,,"$368,523",,
Fly Me to the Moon 3D (2007),"$517,196",,"$3,798,445","$33,570",,"$2,239,810","$82,595","$13,816,982",,"$938,770","$108,706","$2,165,400","$162,654","$19,357","$57,660","$42,605","$2,031,222","$1,184,962","$107,333","$33,919","$323,202","$3,727,304",,"$1,003,592","$71,953",,,,"$513,307","$21,893","$71,056","$366,245","$1,030,623","$453,990",,"$908,112",,"$68,230",,"$1,683,313","$7,976","$362,582","$121,253",,,"$265,372","$507,799","$60,409","$59,893",,"$130,523","$122,833","$152,134","$176,045","$1,004,708","$291,338","$222,617",,"$27,964",,,,"$31,665","$70,006","$73,399","$33,209",,,"$321,611",,,,,,"$9,512",,,,"$4,930,000",,,,,,,,,,,
Burn After Reading (2008),"$6,566,638","$421,442","$4,708,616","$388,516","$233,184","$12,712,811","$277,773",,"$8,734,151","$9,898,714","$284,772","$1,863,287","$371,749","$396,180","$57,803","$6,159,523","$11,953,191","$1,601,111","$1,820,048","$820,849","$12,654,607","$2,131,182","$1,152,856","$1,260,482","$124,064",,,"$892,406","$609,399","$94,509","$170,578","$1,155,313","$579,862","$71,496","$81,056","$213,154","$42,223","$83,166",,"$2,168,745","$60,505","$144,493","$23,101",,,"$465,080","$1,627,872","$1,718,653","$282,338",,"$3,021,453","$504,588","$141,987","$39,738","$135,199","$80,086","$74,323",,"$87,823",,,"$97,735","$882,934","$145,102","$85,391",,,,"$125,970","$85,872","$23,073",,"$12,100",,,,"$22,777",,,,,,,,,,,,,"$729,906"
Disaster Movie (2008),"$618,549",,"$1,290,707","$178,415",,"$5,400,013","$308,484",,"$2,946,110","$3,218,390","$177,408","$767,410",,"$118,250","$187,803",,,"$174,846","$297,733",,,"$102,230",,,"$72,929",,,,"$228,077",,"$69,067",,"$97,067","$28,884","$33,505",,"$321,211","$161,542",,"$2,906,463",,,,,,"$221,953","$195,185",,"$39,931",,,,"$114,797","$22,645",,,"$62,050",,"$81,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babylon A.D. (2008),"$1,208,900","$417,498","$5,711,351","$455,977","$382,362","$2,161,024","$287,799",,"$3,374,069","$2,571,375","$511,976","$3,375,100","$711,545",,,,"$8,051,142","$1,120,390","$404,101","$48,674","$3,415,400","$1,264,474","$172,139",,,,,"$217,718","$762,400","$14,665","$39,537","$939,281",,,"$70,056","$1,197,672","$852,783","$597,682","$652,604","$1,361,097","$19,069","$279,139","$135,803",,,"$600,188","$109,814","$625,892",,,"$453,095","$94,018",,"$48,679",,,,,"$74,606","$40,408","$16,490",,"$261,450","$127,246","$183,919","$33,493","$632,211","$390,231","$225,628","$98,526","$52,748","$96,365","$31,484","$720,658","$299,029","$40,319","$72,651","$62,833","$1,228,608",,"$122,715",,,,,,,,,
Traitor (2008),"$803,476","$86,320",,"$46,374",,"$236,071",,"$23,530,831",,"$347,175","$421,437","$543,001","$135,340",,"$84,349",,"$385,623","$109,207","$236,753","$15,075",,,,,,,,,"$75,520","$5,230","$53,478","$77,941","$11,208","$12,589",,,,,,"$226,627","$4,176",,,,,,"$20,941",,,,,,,"$20,475",,"$7,017",,,"$26,396",,,,"$67,295","$7,386","$77,153",$550,,,,,,,,,,,,,,,,,,,,,,,,
The Women (2008),"$2,045,063","$127,291","$1,370,699","$35,662","$289,378","$6,725,801","$375,199",,"$1,108,539","$1,135,949","$180,941","$465,445","$127,793","$100,917",,,"$807,040","$192,413","$612,438","$49,851","$2,364,557","$1,007,162",,,,,,,"$431,568","$14,507","$142,605","$269,149","$113,095","$44,577","$57,633","$358,900",,"$15,949",,"$435,311","$7,226","$34,795","$9,915",,,"$255,689","$144,837","$577,439","$143,752",,"$26,534","$153,219",,"$29,493","$318,183","$55,616",,"$29,327","$60,393",,,,"$130,599","$15,557","$105,118","$2,347",,,,,,,,,,,,,,,,,,,,,,,,
The Spirit (2008),"$386,501","$151,012","$940,806","$55,346","$219,941","$3,245,399","$6,914",,"$2,896,985","$2,978,413","$271,519","$466,180","$144,943","$115,273",,,"$2,375,844","$24,089",,"$149,367","$1,267,326","$282,578","$417,386",,,"$73,045","$92,444","$229,521","$183,680","$23,908",,"$83,061","$56,284","$6,450",,,"$655,599","$119,950",,"$358,180","$5,392",,,,,,"$564,916",,"$29,322",,"$178,071","$105,705",,,,,,,"$1,560",,,,"$108,192","$22,575",,"$9,912",,,,,,,,,,,"$16,000","$16,000",,,,,"$12,582",,"$7,420","$2,662",,,,
The Burning Plain (2008),"$11,783",,"$7,433",,,"$17,706","$93,234",,"$1,821,499","$1,025,130","$18,157","$637,942","$64,366",,,,"$870,428","$120,210","$22,966",,"$130,668",,,,,,,"$3,205","$89,389",,,"$73,530",,,,,,,,"$30,718",,"$68,252",,,,,"$168,794","$6,123",,,,,,,"$8,135",,,,"$16,311",,,,"$90,687","$8,106","$36,976",,,,,,,,,,,,,,,,,,,,,,,,,
A Secret (2007),"$547,835","$38,969","$15,701",,,"$68,262",,"$623,558",,,,"$38,865","$2,908",,,,"$13,879,672","$638,195",,,"$233,259",,"$20,220",,,,,,,,"$1,749",,,,,,,,,,"$31,032",,,,,,,"$62,611",,,"$76,814",,,,,,,$878,,,,,"$207,016","$11,635",,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Bartlett (2007),,"$25,933","$249,856","$35,674",,"$388,748","$25,753",,"$51,943",,,"$134,229",,,,,,,,,"$260,404",,,,,,,,"$24,809","$9,418",,"$2,966",,,,"$46,100",,,,,,,,,,,,"$43,167",,,,,,,"$4,287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua (2007),,"$6,658",,"$26,670",,,,,"$28,437","$37,554",,,,,,,"$30,074",,,,"$42,643","$11,102",,,,,,,,,,,,,,,,"$11,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,291",,,,,,,,,,,,,,,,,,,,,,
Goodbye Bafana (2007),,"$79,716",,,"$9,651",,,,,,,,,,,"$303,835",,,,,,,,,,,,,,,,,,,,,,,,"$70,462",,,,,,,,,,,,,,,,,,,,,,,"$14,099","$5,382",,,,,,,,,,,,,,,,,,,,,,,,,,
Journey from the Fall (2006),,"$7,444",,,,,,"$641,039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REC (2007),,"$15,752","$130,693","$159,724","$53,131",,,,,,,"$5,199,431","$484,231","$775,609",,"$218,632",,,,,,,,,,,,,,,,,,,,"$533,810","$66,483",,,"$605,899",,"$336,015",,,,,,,,,,,,,,,,,,,,,"$225,119","$152,889","$133,407",,,,,,,,,,,,,,,,,,,,,,,,,
First Sunday (2008),,"$5,640",,,,"$158,068","$189,960",,,,"$101,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,706","$28,771",,,,,,,,"$129,332","$21,344",,"$23,624","$17,892",,,,"$66,195","$74,913",,,,,,,"$18,913","$23,848","$4,824",,,
Rise of the Footsoldier (2007),,"$11,039",,,,"$344,306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Out of the Blue (2006),,"$723,690",,,,"$7,349",,"$1,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Unknown Woman (2006),,"$10,079","$42,498",,"$29,233",,,"$152,114","$5,459,456","$121,681",,"$107,052",,,,,,"$29,710","$169,408","$4,681","$129,358",,"$30,713",,,,,,"$50,516",,"$4,424","$24,553",,"$5,268",,"$180,958",,,,"$29,914","$8,559",,,,,,"$29,100","$6,461",,,,"$6,854",,,,,,,"$6,889",,,,"$182,369","$10,568","$36,370","$12,780",,,,,,,,,,,,,,,,,,,,,,,,
Music Within (2007),,"$33,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Rocker (2008),,"$51,280","$306,833",,,"$701,445","$37,762",,"$426,236","$32,532",,"$425,159",,,,,"$5,970",,,,"$84,913","$2,047",,,,,,,,"$29,619",,,,,,,,,,"$1,270",,,,,,,,,"$32,678",,,,,,"$9,533","$25,349","$12,272",,,"$1,924","$1,590",,,,"$54,059",,,"$47,009",,,,,,"$88,564",,,"$11,116","$10,247",,,,,,,,,,,,
First Snow (2006),,,"$2,379",,,,,"$214,864","$189,218","$95,080","$72,323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broken English (2007),,,"$45,147","$11,923",,,,,,,,,,,,"$322,133","$482,444",,,,,,,,,,,,"$100,403",,,,,,,"$25,181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skinwalkers (2006),,,"$678,900","$67,252",,,"$42,497",,,,"$170,134","$661,412",,,"$181,420",,,"$18,911",,,,"$43,980",,,"$31,338",,,,,,,,,,,,"$158,180","$130,384",,,,,,,,"$47,437",,,,,,,,"$18,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Know Who Killed Me (2007),,,"$523,374","$65,910",,,"$17,756",,"$152,633",,"$146,948",,,,"$72,195",,,"$48,166",,,"$414,518",,,,"$47,136",,,,"$345,847",,,,,,"$40,241",,"$33,879","$115,064","$11,297",,,,,,,"$59,102",,,,,,,,,"$28,287",,,,"$48,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Kill Me (2007),,,"$564,076",,,"$95,658",,,,,"$9,418",,,,,,"$187,515",,"$5,644",,"$341,788",,,,,,,,,,,,,,,,,,,,,,,,,,,"$112,517",,,,,,,,,,,"$2,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reincarnation (2005),,,"$79,600",,"$193,551",,,"$321,875",,,,,,"$353,253","$58,947","$1,688,919","$9,012",,,,,,,,,,,,,,,,,,,"$1,632,100",,,,,,,,,,,,,,,,,,,,,,,,,,,"$191,210","$68,087",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Legion (2007),,,"$3,426,524","$116,726",,"$849,979","$94,985",,"$2,387,367","$5,693,155","$455,223","$897,002",,,"$229,530",,"$1,791,820","$386,831","$193,600",,"$627,156",,,,,,,,,,"$75,023","$490,987","$36,004","$58,484",,,"$162,841","$101,967",,"$431,943",,,,,,"$378,755","$229,010","$157,365",,,,,,,,"$16,956",,"$10,719","$29,235","$23,339","$17,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxi 4 (2007),,,"$12,050,482",,"$607,789",,,,,,,,,,"$1,749","$4,571,326",,,,,,,,,,,,,,,,,,,,"$1,045,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,023,472",,,,,,,,,,,
The Good Night (2007),,,"$29,679",,,"$111,287",,,,,"$32,215","$117,427",,,,,,,,,,,,,,,,,,,,"$55,507","$32,751","$9,585",,"$38,326",,,,,,"$7,251",,,,,"$45,636",,,,,,,,,,,,"$5,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planet Terror (2007),,,"$1,154,000","$36,837",,"$369,089","$13,539",,"$894,403","$1,906,698","$50,389","$75,255",,"$215,485","$74,663","$751,963","$1,174,216","$121,629","$181,540","$151,381","$1,413,954","$305,463","$190,473","$63,545","$8,993","$69,684","$169,201","$91,694","$206,058","$45,653",,"$85,911","$68,498","$14,622",,"$121,452",,"$109,160",,"$175,460",,,,,,"$96,750","$101,699","$178,097","$75,791",,"$254,411","$117,547","$23,909","$17,960","$16,477","$15,318","$23,592",,"$9,112",,,,"$94,001","$16,907","$36,500",$962,,,,"$16,537",,"$19,563","$4,605",,,,,,,,,,"$15,526",,,,,,,
Shoot 'Em Up (2007),,,"$1,033,939","$208,887","$248,123","$1,890,450","$261,555",,"$557,457","$585,378","$130,024","$731,409",,"$90,951","$167,638","$350,144","$1,458,626","$210,198","$136,109","$211,583","$812,957",,"$95,243","$315,779","$65,841",,,"$20,665","$373,199","$56,043","$92,746","$149,796","$50,403","$36,805","$25,150","$724,563","$190,632","$109,607","$172,391","$480,201","$4,972","$34,964","$41,672",,,"$112,918","$412,316","$138,807","$112,245",,"$135,229","$80,967","$39,128","$92,933",,"$31,501","$29,697","$14,520","$36,735","$21,175","$18,852",,"$143,855","$46,065","$43,342","$9,228","$92,987","$312,413",,"$10,710",,,,"$201,839",,,"$51,537",,,,,,,,,,,,,
Fierce People (2005),,,"$56,289",,"$4,286",,"$7,899",,,"$41,982",,"$73,889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requiem (2006),,,"$18,287",,"$8,607","$18,771",,"$9,600",,"$18,678",,"$162,497",,,,,,,,,,,"$18,920",,,,,,,,"$6,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,480",,,,,,,,,,,,,,,,,,,,,,,,,,,
I Could Never Be Your Woman (2007),,,"$393,980",,"$26,147",,,,,,,"$1,598,354",,"$192,542","$45,155",,,,,,,,,,,,,,,,,,,,,,,"$49,597",,"$1,194,232","$56,516","$7,025",,,,,,,,,,,,,,,,,,,,,"$302,572","$70,309","$160,107","$13,347",,,,,,,,,,,,,,,,,,,,,,,,
The Hunting Party (2007),,,"$258,689","$67,546",,,,"$969,869","$1,087,953","$1,708,436","$209,404","$661,215",,"$54,316",,"$447,709",,"$94,903","$160,533",,"$203,705",,,,,,,,"$424,048","$8,674","$42,564","$28,407",,,,,,"$29,624",,"$620,003","$26,318",,,,,,,"$52,967",,,,,,,,"$50,327",,,"$8,865",,,,"$317,644","$19,099","$48,886",,,,"$50,171",,,,,,"$22,158",,,,,,,,,,,,,,,
Love and Other Disasters (2006),,,"$901,860",,,,,,,,,,,"$50,320",,,,,,,,,,,,,,,,,,,,,,"$1,926,603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climates (2006),,,"$16,369",,"$9,788","$293,852",,,"$138,638","$66,942",,,,,,,"$404,739","$10,194",,,"$16,872",,,,,,,,"$212,531",,,"$1,604",,,,,,,,"$14,511",,,,,,,"$38,100","$18,325",,,,,,,,,,"$3,448",,,,,"$19,214",,,,,,,,,,,,,,,,,,,,,,,,,,,
Outlaw (2007),,,"$92,105",,,,,,,,,"$47,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
